,jetty/jetty.project,square/okhttp,apache/httpcomponents-client
2015-12-22,0,6,1
2015-12-23,15,4,0
2015-12-24,8,5,0
2015-12-25,0,1,0
2015-12-26,0,2,0
2015-12-27,1,1,0
2015-12-28,1,9,0
2015-12-29,0,4,1
2015-12-30,0,0,0
2015-12-31,0,2,0
2016-01-01,0,13,0
2016-01-02,0,13,1
2016-01-03,0,3,0
2016-01-04,7,4,0
2016-01-05,7,2,0
2016-01-06,4,1,0
2016-01-07,2,2,0
2016-01-08,5,7,0
2016-01-09,1,2,0
2016-01-10,0,0,0
2016-01-11,0,5,0
2016-01-12,2,1,3
2016-01-13,13,6,0
2016-01-14,5,7,2
2016-01-15,6,3,1
2016-01-16,1,9,7
2016-01-17,0,3,3
2016-01-18,0,0,0
2016-01-19,1,0,0
2016-01-20,0,0,21
2016-01-21,4,0,0
2016-01-22,1,0,0
2016-01-23,0,0,1
2016-01-24,0,2,0
2016-01-25,1,0,0
2016-01-26,0,1,6
2016-01-27,2,5,7
2016-01-28,1,2,1
2016-01-29,1,1,0
2016-01-30,0,2,0
2016-01-31,0,2,0
2016-02-01,7,0,0
2016-02-02,8,5,0
2016-02-03,9,0,0
2016-02-04,9,0,0
2016-02-05,5,2,2
2016-02-06,0,6,1
2016-02-07,0,4,0
2016-02-08,3,7,0
2016-02-09,3,2,0
2016-02-10,4,5,0
2016-02-11,1,0,0
2016-02-12,6,0,0
2016-02-13,4,0,0
2016-02-14,0,0,0
2016-02-15,8,2,0
2016-02-16,12,3,0
2016-02-17,11,0,1
2016-02-18,1,0,0
2016-02-19,15,1,0
2016-02-20,0,2,0
2016-02-21,0,6,0
2016-02-22,3,2,0
2016-02-23,6,2,0
2016-02-24,5,0,0
2016-02-25,3,4,0
2016-02-26,30,4,0
2016-02-27,0,0,0
2016-02-28,0,0,0
2016-02-29,11,2,0
2016-03-01,9,0,1
2016-03-02,11,0,0
2016-03-03,4,0,0
2016-03-04,7,4,0
2016-03-05,12,1,0
2016-03-06,0,0,0
2016-03-07,13,0,0
2016-03-08,15,0,0
2016-03-09,2,0,0
2016-03-10,18,0,0
2016-03-11,12,0,0
2016-03-12,0,0,0
2016-03-13,0,3,0
2016-03-14,5,0,0
2016-03-15,15,2,0
2016-03-16,15,0,0
2016-03-17,3,0,0
2016-03-18,6,0,0
2016-03-19,0,0,0
2016-03-20,0,2,0
2016-03-21,1,2,0
2016-03-22,6,0,2
2016-03-23,6,4,0
2016-03-24,11,0,0
2016-03-25,8,2,0
2016-03-26,0,0,0
2016-03-27,0,0,0
2016-03-28,0,3,0
2016-03-29,1,1,0
2016-03-30,10,0,0
2016-03-31,4,1,0
2016-04-01,15,1,0
2016-04-02,1,0,1
2016-04-03,0,0,0
2016-04-04,6,0,0
2016-04-05,13,0,0
2016-04-06,1,0,0
2016-04-07,8,0,0
2016-04-08,4,2,0
2016-04-09,0,0,0
2016-04-10,0,4,0
2016-04-11,8,0,0
2016-04-12,0,0,0
2016-04-13,7,2,0
2016-04-14,11,0,0
2016-04-15,4,0,0
2016-04-16,3,0,0
2016-04-17,2,0,0
2016-04-18,0,0,0
2016-04-19,0,1,0
2016-04-20,6,1,0
2016-04-21,0,6,0
2016-04-22,5,4,0
2016-04-23,3,1,0
2016-04-24,0,1,0
2016-04-25,7,0,0
2016-04-26,3,0,0
2016-04-27,3,2,0
2016-04-28,11,0,0
2016-04-29,12,2,0
2016-04-30,2,0,0
2016-05-01,1,2,0
2016-05-02,6,2,0
2016-05-03,12,0,0
2016-05-04,18,0,0
2016-05-05,11,1,0
2016-05-06,11,0,0
2016-05-07,3,4,0
2016-05-08,1,4,0
2016-05-09,0,1,0
2016-05-10,2,0,0
2016-05-11,17,1,0
2016-05-12,16,0,0
2016-05-13,7,2,0
2016-05-14,0,4,0
2016-05-15,0,0,0
2016-05-16,7,1,0
2016-05-17,11,0,0
2016-05-18,12,0,0
2016-05-19,36,0,0
2016-05-20,18,1,0
2016-05-21,0,0,0
2016-05-22,1,3,0
2016-05-23,1,1,0
2016-05-24,13,0,0
2016-05-25,10,5,0
2016-05-26,7,0,0
2016-05-27,7,1,0
2016-05-28,2,12,2
2016-05-29,0,0,0
2016-05-30,8,0,0
2016-05-31,4,4,0
2016-06-01,22,1,0
2016-06-02,6,0,0
2016-06-03,15,4,2
2016-06-04,0,0,0
2016-06-05,0,0,0
2016-06-06,6,0,0
2016-06-07,18,0,0
2016-06-08,17,0,0
2016-06-09,10,0,0
2016-06-10,15,2,0
2016-06-11,1,0,2
2016-06-12,0,0,0
2016-06-13,23,0,0
2016-06-14,7,0,0
2016-06-15,16,2,0
2016-06-16,8,0,0
2016-06-17,21,0,0
2016-06-18,0,0,0
2016-06-19,0,2,0
2016-06-20,12,0,1
2016-06-21,11,8,0
2016-06-22,31,0,0
2016-06-23,20,0,0
2016-06-24,12,3,0
2016-06-25,0,12,0
2016-06-26,2,5,0
2016-06-27,0,4,0
2016-06-28,6,3,0
2016-06-29,13,0,0
2016-06-30,1,0,0
2016-07-01,7,3,0
2016-07-02,0,6,0
2016-07-03,0,7,0
2016-07-04,0,2,0
2016-07-05,3,2,0
2016-07-06,17,2,0
2016-07-07,21,3,0
2016-07-08,14,2,0
2016-07-09,0,14,0
2016-07-10,0,5,0
2016-07-11,7,2,0
2016-07-12,8,2,0
2016-07-13,29,2,0
2016-07-14,28,0,0
2016-07-15,14,2,0
2016-07-16,0,1,0
2016-07-17,0,0,0
2016-07-18,6,0,0
2016-07-19,11,0,0
2016-07-20,26,0,0
2016-07-21,32,0,0
2016-07-22,13,0,0
2016-07-23,1,0,0
2016-07-24,0,2,0
2016-07-25,3,2,0
2016-07-26,27,0,2
2016-07-27,19,0,0
2016-07-28,27,2,0
2016-07-29,16,2,0
2016-07-30,0,5,0
2016-07-31,0,2,0
2016-08-01,2,0,0
2016-08-02,11,1,0
2016-08-03,9,0,0
2016-08-04,10,0,0
2016-08-05,19,0,0
2016-08-06,4,0,0
2016-08-07,0,2,0
2016-08-08,4,0,0
2016-08-09,6,0,0
2016-08-10,31,2,0
2016-08-11,6,0,0
2016-08-12,19,0,0
2016-08-13,0,1,3
2016-08-14,6,1,0
2016-08-15,14,0,0
2016-08-16,16,0,0
2016-08-17,15,2,0
2016-08-18,28,0,0
2016-08-19,24,0,0
2016-08-20,2,0,0
2016-08-21,0,1,0
2016-08-22,1,2,0
2016-08-23,1,1,6
2016-08-24,1,0,0
2016-08-25,2,0,0
2016-08-26,6,0,0
2016-08-27,0,0,0
2016-08-28,0,3,1
2016-08-29,0,0,0
2016-08-30,0,0,0
2016-08-31,12,0,0
2016-09-01,9,3,0
2016-09-02,25,1,0
2016-09-03,0,0,0
2016-09-04,0,2,0
2016-09-05,11,4,0
2016-09-06,4,0,0
2016-09-07,8,2,0
2016-09-08,18,0,0
2016-09-09,14,0,0
2016-09-10,0,0,0
2016-09-11,0,0,0
2016-09-12,0,0,0
2016-09-13,0,6,1
2016-09-14,27,1,0
2016-09-15,14,0,0
2016-09-16,15,2,0
2016-09-17,0,0,0
2016-09-18,0,8,0
2016-09-19,0,1,0
2016-09-20,10,10,0
2016-09-21,9,1,0
2016-09-22,26,0,0
2016-09-23,3,0,0
2016-09-24,0,0,2
2016-09-25,0,0,0
2016-09-26,23,0,0
2016-09-27,8,2,0
2016-09-28,10,0,0
2016-09-29,10,0,0
2016-09-30,9,0,1
2016-10-01,0,0,0
2016-10-02,0,0,0
2016-10-03,0,0,0
2016-10-04,0,0,6
2016-10-05,10,0,0
2016-10-06,15,2,0
2016-10-07,4,0,0
2016-10-08,0,0,0
2016-10-09,0,0,0
2016-10-10,2,0,0
2016-10-11,4,2,0
2016-10-12,10,6,0
2016-10-13,28,0,0
2016-10-14,12,0,0
2016-10-15,0,0,0
2016-10-16,0,2,0
2016-10-17,13,0,0
2016-10-18,0,0,0
2016-10-19,46,5,0
2016-10-20,21,1,0
2016-10-21,10,0,0
2016-10-22,1,0,0
2016-10-23,1,4,0
2016-10-24,2,0,0
2016-10-25,4,0,0
2016-10-26,34,2,0
2016-10-27,21,0,0
2016-10-28,13,0,0
2016-10-29,0,0,0
2016-10-30,0,0,0
2016-10-31,3,0,4
2016-11-01,0,2,2
2016-11-02,16,3,0
2016-11-03,18,3,0
2016-11-04,18,1,0
2016-11-05,6,0,0
2016-11-06,1,0,0
2016-11-07,20,0,0
2016-11-08,4,0,0
2016-11-09,6,0,0
2016-11-10,6,0,0
2016-11-11,0,0,0
2016-11-12,0,0,0
2016-11-13,2,7,0
2016-11-14,8,0,0
2016-11-15,16,4,0
2016-11-16,14,0,0
2016-11-17,5,0,0
2016-11-18,9,1,0
2016-11-19,0,5,0
2016-11-20,0,2,0
2016-11-21,0,8,0
2016-11-22,6,5,0
2016-11-23,13,0,0
2016-11-24,7,0,0
2016-11-25,13,0,1
2016-11-26,0,0,0
2016-11-27,0,0,0
2016-11-28,2,0,0
2016-11-29,8,3,0
2016-11-30,8,1,0
2016-12-01,16,11,1
2016-12-02,12,0,0
2016-12-03,0,0,0
2016-12-04,1,0,0
2016-12-05,4,0,0
2016-12-06,0,0,0
2016-12-07,8,0,0
2016-12-08,16,2,0
2016-12-09,1,0,0
2016-12-10,0,2,0
2016-12-11,0,6,0
2016-12-12,4,2,0
2016-12-13,1,0,0
2016-12-14,14,0,0
2016-12-15,9,0,0
2016-12-16,13,0,0
2016-12-17,3,0,0
2016-12-18,0,0,0
2016-12-19,7,0,0
2016-12-20,14,0,0
2016-12-21,4,0,0
2016-12-22,5,0,0
2016-12-23,3,0,0
2016-12-24,0,4,0
2016-12-25,0,2,0
2016-12-26,1,1,0
2016-12-27,7,9,1
2016-12-28,0,2,0
2016-12-29,0,0,0
2016-12-30,4,0,0
2016-12-31,1,0,0
2017-01-01,1,0,0
2017-01-02,0,2,0
2017-01-03,5,0,0
2017-01-04,3,0,0
2017-01-05,2,0,0
2017-01-06,0,0,0
2017-01-07,3,6,2
2017-01-08,0,3,0
2017-01-09,4,4,0
2017-01-10,15,0,0
2017-01-11,17,2,0
2017-01-12,9,0,3
2017-01-13,12,0,0
2017-01-14,0,0,0
2017-01-15,0,0,0
2017-01-16,8,1,0
2017-01-17,15,1,0
2017-01-18,27,1,0
2017-01-19,18,0,0
2017-01-20,22,5,1
2017-01-21,0,1,0
2017-01-22,0,1,0
2017-01-23,6,0,0
2017-01-24,0,0,0
2017-01-25,0,0,0
2017-01-26,5,2,0
2017-01-27,5,2,0
2017-01-28,2,4,0
2017-01-29,0,7,3
2017-01-30,3,1,0
2017-01-31,0,2,0
2017-02-01,5,5,0
2017-02-02,12,2,1
2017-02-03,9,1,0
2017-02-04,0,0,0
2017-02-05,0,0,0
2017-02-06,12,0,0
2017-02-07,16,0,0
2017-02-08,10,0,0
2017-02-09,14,0,0
2017-02-10,1,0,0
2017-02-11,0,0,0
2017-02-12,0,0,0
2017-02-13,0,0,0
2017-02-14,1,0,0
2017-02-15,6,2,0
2017-02-16,0,0,0
2017-02-17,0,0,2
2017-02-18,0,0,0
2017-02-19,0,0,0
2017-02-20,5,0,2
2017-02-21,0,0,1
2017-02-22,1,0,2
2017-02-23,1,0,4
2017-02-24,3,0,0
2017-02-25,3,0,0
2017-02-26,1,0,0
2017-02-27,3,0,0
2017-02-28,2,0,0
2017-03-01,4,0,1
2017-03-02,4,0,0
2017-03-03,1,0,0
2017-03-04,0,0,0
2017-03-05,1,1,0
2017-03-06,8,2,0
2017-03-07,4,6,0
2017-03-08,11,0,0
2017-03-09,27,0,0
2017-03-10,14,0,0
2017-03-11,1,1,0
2017-03-12,0,2,0
2017-03-13,4,0,0
2017-03-14,4,0,0
2017-03-15,14,0,0
2017-03-16,8,0,0
2017-03-17,7,0,0
2017-03-18,0,1,2
2017-03-19,2,5,0
2017-03-20,0,0,4
2017-03-21,0,0,1
2017-03-22,5,0,1
2017-03-23,6,2,0
2017-03-24,1,0,0
2017-03-25,1,3,0
2017-03-26,0,1,2
2017-03-27,0,0,0
2017-03-28,1,0,3
2017-03-29,5,0,0
2017-03-30,20,0,0
2017-03-31,4,1,0
2017-04-01,1,1,0
2017-04-02,0,2,0
2017-04-03,5,0,1
2017-04-04,3,0,0
2017-04-05,11,0,0
2017-04-06,11,2,0
2017-04-07,6,0,0
2017-04-08,0,0,0
2017-04-09,0,0,0
2017-04-10,1,2,0
2017-04-11,3,0,0
2017-04-12,8,0,0
2017-04-13,4,0,0
2017-04-14,8,0,0
2017-04-15,0,7,0
2017-04-16,0,10,0
2017-04-17,0,0,0
2017-04-18,0,1,0
2017-04-19,11,1,0
2017-04-20,14,0,0
2017-04-21,17,0,0
2017-04-22,1,0,0
2017-04-23,0,0,0
2017-04-24,8,0,0
2017-04-25,1,0,0
2017-04-26,12,0,0
2017-04-27,11,0,0
2017-04-28,11,0,0
2017-04-29,1,0,0
2017-04-30,0,4,0
2017-05-01,4,0,6
2017-05-02,23,0,1
2017-05-03,6,0,3
2017-05-04,1,0,2
2017-05-05,1,2,0
2017-05-06,0,10,4
2017-05-07,0,0,4
2017-05-08,5,0,5
2017-05-09,7,2,0
2017-05-10,8,0,1
2017-05-11,17,1,0
2017-05-12,23,5,0
2017-05-13,2,8,0
2017-05-14,0,2,0
2017-05-15,14,0,0
2017-05-16,10,0,0
2017-05-17,10,0,1
2017-05-18,16,0,1
2017-05-19,2,0,1
2017-05-20,0,0,0
2017-05-21,0,0,0
2017-05-22,8,0,0
2017-05-23,3,1,0
2017-05-24,2,0,1
