,elastic/elasticsearch,meilisearch/meilisearch,typesense/typesense
2018-08-08,16,0.0,-0.0629440511999999
2018-08-09,19,0.0,-0.02042880000000001
2018-08-10,26,0.0,0.9830732799999999
2018-08-11,1,0.0,-0.2143877119999999
2018-08-12,0,0.0,-0.09246935040000004
2018-08-13,18,0.0,-0.048000000000000036
2018-08-14,19,0.0,-0.03360000000000001
2018-08-15,24,0.0,1.974464
2018-08-16,24,0.0,-0.42042879999999994
2018-08-17,24,0.0,-0.17692672000000015
2018-08-18,7,0.0,0.889612288
2018-08-19,0,0.0,-0.27966935039999996
2018-08-20,29,0.0,-0.1310720000000001
2018-08-21,30,0.0,-0.08885760000000006
2018-08-22,23,0.0,-0.06745344000000003
2018-08-23,22,0.0,-0.05431142399999989
2018-08-24,26,0.0,-0.04536750079999994
2018-08-25,3,46.0,-0.01692672000000001
2018-08-26,5,0.0,0.9856122880000001
2018-08-27,23,0.0,-0.21246935039999992
2018-08-28,28,0.0,-0.08000000000000007
2018-08-29,25,1.0,-0.048000000000000036
2018-08-30,27,0.0,-0.03360000000000001
2018-08-31,36,0.0,0.974464
2018-09-01,4,0.0,0.7795712
2018-09-02,6,0.0,-0.29692672000000003
2018-09-03,19,0.0,-0.14238771200000006
2018-09-04,20,0.0,1.9059306496
2018-09-05,31,0.0,-0.45913599999999993
2018-09-06,23,0.0,-0.20596480000000017
2018-09-07,26,0.0,-0.1333555200000001
2018-09-08,7,0.0,0.901485568
2018-09-09,10,3.0,-0.27792906239999987
2018-09-10,20,2.0,-0.13332695040000006
2018-09-11,20,0.0,-0.08185344000000006
2018-09-12,28,0.0,-0.06237542399999989
2018-09-13,24,0.0,-0.05047470079999994
2018-09-14,31,2.0,-0.02042880000000001
2018-09-15,3,3.0,-0.01692672000000001
2018-09-16,4,0.0,-0.01438771199999994
2018-09-17,28,0.0,-0.012469350399999964
2018-09-18,33,1.0,0.0
2018-09-19,32,0.0,0.0
2018-09-20,32,1.0,0.0
2018-09-21,12,3.0,0.0
2018-09-22,8,0.0,0.0
2018-09-23,0,0.0,0.0
2018-09-24,24,3.0,0.0
2018-09-25,27,1.0,0.0
2018-09-26,26,2.0,0.0
2018-09-27,20,3.0,0.0
2018-09-28,30,0.0,0.0
2018-09-29,3,0.0,0.0
2018-09-30,5,0.0,0.0
2018-10-01,14,0.0,0.0
2018-10-02,33,0.0,0.0
2018-10-03,21,1.0,0.0
2018-10-04,22,1.0,0.0
2018-10-05,23,0.0,0.0
2018-10-06,6,0.0,0.0
2018-10-07,0,0.0,0.0
2018-10-08,7,0.0,0.0
2018-10-09,1,1.0,0.0
2018-10-10,4,1.0,0.0
2018-10-11,4,2.0,0.0
2018-10-12,6,0.0,0.0
2018-10-13,1,0.0,0.0
2018-10-14,4,0.0,0.0
2018-10-15,20,0.0,0.0
2018-10-16,32,0.0,0.0
2018-10-17,26,3.0,0.0
2018-10-18,22,3.0,0.0
2018-10-19,34,0.0,0.0
2018-10-20,16,0.0,0.0
2018-10-21,3,4.0,0.0
2018-10-22,19,0.0,0.0
2018-10-23,44,0.0,0.0
2018-10-24,37,0.0,0.0
2018-10-25,36,0.0,0.0
2018-10-26,38,0.0,0.0
2018-10-27,3,0.0,0.0
2018-10-28,3,0.0,0.0
2018-10-29,31,0.0,0.0
2018-10-30,35,0.0,0.0
2018-10-31,24,0.0,0.0
2018-11-01,27,0.0,0.0
2018-11-02,26,0.0,0.0
2018-11-03,2,0.0,0.0
2018-11-04,2,0.0,0.0
2018-11-05,21,0.0,0.0
2018-11-06,30,0.0,0.0
2018-11-07,26,0.0,0.0
2018-11-08,39,0.0,0.0
2018-11-09,17,0.0,0.0
2018-11-10,3,0.0,0.0
2018-11-11,1,0.0,0.0
2018-11-12,19,0.0,0.0
2018-11-13,29,0.0,0.0
2018-11-14,26,0.0,0.0
2018-11-15,24,0.0,0.0
2018-11-16,23,0.0,0.0
2018-11-17,3,0.0,0.0
2018-11-18,1,0.0,0.0
2018-11-19,23,0.0,0.0
2018-11-20,24,0.0,0.0
2018-11-21,39,0.0,0.0
2018-11-22,13,0.0,0.0
2018-11-23,15,0.0,0.0
2018-11-24,3,0.0,0.0
2018-11-25,1,0.0,0.0
2018-11-26,30,0.0,0.0
2018-11-27,41,0.0,0.0
2018-11-28,30,0.0,0.0
2018-11-29,38,0.0,0.0
2018-11-30,32,0.0,0.0
2018-12-01,5,0.0,0.0
2018-12-02,2,22.0,0.0
2018-12-03,22,0.0,0.0
2018-12-04,23,0.0,0.0
2018-12-05,38,0.0,0.0
2018-12-06,28,11.0,0.0
2018-12-07,38,8.0,0.0
2018-12-08,4,0.0,0.0
2018-12-09,7,5.0,0.0
2018-12-10,27,10.0,0.0
2018-12-11,38,4.0,0.0
2018-12-12,27,0.0,0.0
2018-12-13,29,3.0,0.0
2018-12-14,33,0.0,0.0
2018-12-15,3,2.0,0.0
2018-12-16,2,0.0,0.0
2018-12-17,29,4.0,0.0
2018-12-18,42,4.0,0.0
2018-12-19,52,2.0,0.0
2018-12-20,24,0.0,0.0
2018-12-21,17,0.0,0.0
2018-12-22,5,0.0,0.0
2018-12-23,9,0.0,0.0
2018-12-24,6,4.0,0.0
2018-12-25,0,0.0,0.0
2018-12-26,0,0.0,0.0
2018-12-27,8,3.0,0.0
2018-12-28,11,4.0,0.0
2018-12-29,0,7.0,0.0
2018-12-30,0,0.0,0.0
2018-12-31,7,13.0,0.0
2019-01-01,1,6.0,0.0
2019-01-02,23,5.0,0.0
2019-01-03,25,0.0,0.0
2019-01-04,19,0.0,0.0
2019-01-05,2,1.0,0.0
2019-01-06,1,21.0,0.0
2019-01-07,32,1.0,0.0
2019-01-08,21,4.0,0.0
2019-01-09,36,3.0,0.0
2019-01-10,30,12.0,0.0
2019-01-11,35,0.0,0.0
2019-01-12,3,6.0,0.0
2019-01-13,3,0.0,0.0
2019-01-14,22,5.0,0.0
2019-01-15,43,1.0,0.0
2019-01-16,23,2.0,0.0
2019-01-17,20,0.0,0.0
2019-01-18,29,0.0,0.0
2019-01-19,2,0.0,0.0
2019-01-20,3,0.0,0.0
2019-01-21,22,0.0,0.0
2019-01-22,30,0.0,0.0
2019-01-23,32,1.0,0.0
2019-01-24,46,1.0,0.0
2019-01-25,45,4.0,0.0
2019-01-26,6,0.0,0.0
2019-01-27,6,0.0,0.0
2019-01-28,25,2.0,0.0
2019-01-29,32,0.0,0.0
2019-01-30,46,2.0,0.0
2019-01-31,43,0.0,0.0
2019-02-01,56,0.0,0.0
2019-02-02,10,7.0,0.0
2019-02-03,8,8.0,0.0
2019-02-04,37,0.0,0.0
2019-02-05,50,0.0,0.0
2019-02-06,19,5.0,0.0
2019-02-07,0,4.0,0.0
2019-02-08,18,0.0,0.0
2019-02-09,8,0.0,2.0
2019-02-10,1,2.0,-0.3999999999999999
2019-02-11,32,6.0,-0.16000000000000014
2019-02-12,25,5.0,-0.09600000000000007
2019-02-13,15,3.0,-0.06720000000000002
2019-02-14,21,0.0,-0.05107200000000003
2019-02-15,38,0.0,-0.04085760000000002
2019-02-16,8,0.0,-0.03385344000000002
2019-02-17,1,8.0,-0.02877542399999988
2019-02-18,27,4.0,-0.02493870079999993
2019-02-19,35,0.0,0.0
2019-02-20,38,1.0,0.0
2019-02-21,20,14.0,0.0
2019-02-22,22,10.0,0.0
2019-02-23,2,6.0,0.0
2019-02-24,0,4.0,0.0
2019-02-25,24,2.0,0.0
2019-02-26,17,0.0,0.0
2019-02-27,31,0.0,0.0
2019-02-28,17,0.0,0.0
2019-03-01,17,0.0,0.0
2019-03-02,3,0.0,0.0
2019-03-03,1,0.0,0.0
2019-03-04,35,0.0,0.0
2019-03-05,26,6.0,0.0
2019-03-06,19,0.0,0.0
2019-03-07,20,0.0,0.0
2019-03-08,23,0.0,0.0
2019-03-09,3,0.0,0.0
2019-03-10,3,4.0,0.0
2019-03-11,18,0.0,0.0
2019-03-12,22,0.0,0.0
2019-03-13,17,0.0,0.0
2019-03-14,21,0.0,0.0
2019-03-15,27,0.0,0.0
2019-03-16,5,0.0,0.0
2019-03-17,5,0.0,0.0
2019-03-18,23,0.0,0.0
2019-03-19,23,0.0,0.0
2019-03-20,28,0.0,0.0
2019-03-21,28,0.0,0.0
2019-03-22,18,0.0,0.0
2019-03-23,10,0.0,0.0
2019-03-24,0,3.0,0.0
2019-03-25,9,0.0,0.0
2019-03-26,28,0.0,0.0
2019-03-27,38,0.0,0.0
2019-03-28,30,0.0,0.0
2019-03-29,24,0.0,0.0
2019-03-30,6,0.0,0.0
2019-03-31,1,0.0,0.0
2019-04-01,26,0.0,0.0
2019-04-02,22,0.0,0.0
2019-04-03,22,0.0,0.0
2019-04-04,27,0.0,0.0
2019-04-05,24,0.0,0.0
2019-04-06,3,0.0,0.0
2019-04-07,5,0.0,0.0
2019-04-08,32,0.0,0.0
2019-04-09,25,0.0,0.0
2019-04-10,25,0.0,0.0
2019-04-11,17,0.0,0.0
2019-04-12,16,0.0,0.0
2019-04-13,0,1.0,0.0
2019-04-14,2,0.0,0.0
2019-04-15,14,1.0,0.0
2019-04-16,21,0.0,0.0
2019-04-17,23,0.0,0.0
2019-04-18,23,0.0,0.0
2019-04-19,23,0.0,0.0
2019-04-20,3,0.0,0.0
2019-04-21,0,0.0,0.0
2019-04-22,12,0.0,1.0
2019-04-23,18,0.0,1.8
2019-04-24,16,0.0,-0.48
2019-04-25,22,0.0,-0.20800000000000018
2019-04-26,19,0.0,-0.12960000000000008
2019-04-27,3,0.0,-0.09273600000000004
2019-04-28,1,0.0,0.9284992
2019-04-29,17,45.0,0.74221568
2019-04-30,20,0.0,0.6717588480000001
2019-05-01,20,0.0,-0.3692447743999999
2019-05-02,21,2.0,-0.18653870080000004
2019-05-03,15,0.0,-0.10713600000000006
2019-05-04,5,0.0,0.9204352
2019-05-05,1,0.0,-0.26289152
2019-05-06,22,2.0,-0.13174323200000004
2019-05-07,25,0.0,-0.09178378239999996
2019-05-08,27,0.0,-0.060457062399999914
2019-05-09,36,0.0,-0.03800535039999998
2019-05-10,25,0.0,-0.02042880000000001
2019-05-11,0,0.0,2.98307328
2019-05-12,2,0.0,-0.6143877119999998
2019-05-13,1,0.0,-0.2524693504000002
2019-05-14,9,0.0,1.8559999999999999
2019-05-15,8,19.0,-0.5007999999999999
2019-05-16,7,10.0,-0.23660800000000018
2019-05-17,4,0.0,-0.1572864000000001
2019-05-18,2,0.0,-0.11798016000000006
2019-05-19,1,0.0,-0.09423513599999984
2019-05-20,19,6.0,-0.07826565119999991
2019-05-21,34,8.0,-0.03385344000000002
2019-05-22,44,4.0,-0.02877542399999988
2019-05-23,28,3.0,-0.02493870079999993
2019-05-24,34,2.0,0.0
2019-05-25,8,1.0,1.0
2019-05-26,2,1.0,1.8
2019-05-27,10,0.0,0.52
2019-05-28,32,1.0,-0.40800000000000014
2019-05-29,19,2.0,-0.20960000000000015
2019-05-30,27,0.0,-0.14073600000000008
2019-05-31,17,0.0,1.8948992
2019-06-01,1,0.0,-0.48332031999999997
2019-06-02,1,0.0,0.7713300479999998
2019-06-03,21,1.0,-0.3541714943999999
2019-06-04,14,0.0,-0.18652641279999996
2019-06-05,28,0.0,-0.11154135040000002
2019-06-06,24,0.0,-0.07445760000000004
2019-06-07,17,0.0,0.94061056
2019-06-08,3,0.0,-0.24920422399999986
2019-06-09,3,0.0,-0.12186542080000001
2019-06-10,34,0.0,-0.06238771199999998
2019-06-11,30,0.0,-0.04606935039999997
2019-06-12,22,0.0,0.974464
2019-06-13,27,0.0,-0.22042879999999998
2019-06-14,15,0.0,0.9030732799999999
2019-06-15,0,0.0,-0.26238771199999994
2019-06-16,1,0.0,-0.12606935040000006
2019-06-17,14,0.0,-0.07353600000000005
2019-06-18,23,2.0,-0.05402880000000002
2019-06-19,24,0.0,-0.04246272000000002
2019-06-20,31,0.0,-0.03481651199999995
2019-06-21,20,0.0,-0.029396070399999974
2019-06-22,1,2.0,-0.01438771199999994
2019-06-23,2,0.0,-0.012469350399999964
2019-06-24,26,0.0,0.0
2019-06-25,37,2.0,1.0
2019-06-26,25,17.0,0.8
2019-06-27,25,1.0,-0.28
2019-06-28,21,5.0,-0.1280000000000001
2019-06-29,5,0.0,-0.08160000000000005
2019-06-30,7,0.0,-0.05913600000000002
2019-07-01,27,6.0,-0.04596480000000003
2019-07-02,23,0.0,-0.03735552000000002
2019-07-03,27,0.0,-0.03131443199999995
2019-07-04,18,0.0,-0.026857062399999902
2019-07-05,20,0.0,-0.012469350399999964
2019-07-06,0,0.0,0.0
2019-07-07,0,0.0,0.0
2019-07-08,16,0.0,0.0
2019-07-09,23,0.0,1.0
2019-07-10,33,0.0,-0.19999999999999996
2019-07-11,29,0.0,-0.08000000000000007
2019-07-12,38,0.0,-0.048000000000000036
2019-07-13,4,0.0,-0.03360000000000001
2019-07-14,3,0.0,-0.025536000000000014
2019-07-15,36,0.0,-0.02042880000000001
2019-07-16,34,0.0,-0.01692672000000001
2019-07-17,38,0.0,-0.01438771199999994
2019-07-18,32,0.0,-0.012469350399999964
2019-07-19,18,0.0,0.0
2019-07-20,4,0.0,0.0
2019-07-21,3,0.0,0.0
2019-07-22,26,0.0,0.0
2019-07-23,21,0.0,0.0
2019-07-24,26,0.0,0.0
2019-07-25,25,0.0,0.0
2019-07-26,17,0.0,0.0
2019-07-27,0,0.0,0.0
2019-07-28,2,0.0,0.0
2019-07-29,28,0.0,0.0
2019-07-30,22,0.0,0.0
2019-07-31,17,0.0,0.0
2019-08-01,25,0.0,0.0
2019-08-02,19,0.0,0.0
2019-08-03,3,0.0,0.0
2019-08-04,4,0.0,0.0
2019-08-05,14,0.0,0.0
2019-08-06,27,0.0,0.0
2019-08-07,21,0.0,0.0
2019-08-08,35,0.0,0.0
2019-08-09,19,0.0,0.0
2019-08-10,2,0.0,1.0
2019-08-11,4,0.0,-0.19999999999999996
2019-08-12,27,0.0,-0.08000000000000007
2019-08-13,33,0.0,-0.048000000000000036
2019-08-14,28,0.0,-0.03360000000000001
2019-08-15,19,0.0,-0.025536000000000014
2019-08-16,31,14.0,-0.02042880000000001
2019-08-17,2,0.0,2.98307328
2019-08-18,0,0.0,0.38561228800000025
2019-08-19,10,3.0,-0.45246935040000014
2019-08-20,25,0.0,-0.22400000000000017
2019-08-21,32,0.0,-0.14880000000000007
2019-08-22,29,0.0,-0.11020800000000006
2019-08-23,26,0.0,-0.08682240000000005
2019-08-24,4,0.0,-0.07120896000000004
2019-08-25,2,0.0,-0.06008985599999983
2019-08-26,29,0.0,-0.05179576319999983
2019-08-27,12,0.0,-0.012469350399999964
2019-08-28,19,3.0,0.0
2019-08-29,36,4.0,0.0
2019-08-30,11,5.0,0.0
2019-08-31,3,0.0,0.0
2019-09-01,1,2.0,0.0
2019-09-02,11,2.0,0.0
2019-09-03,16,1.0,1.0
2019-09-04,35,2.0,0.8
2019-09-05,23,19.0,-0.28
2019-09-06,19,0.0,-0.1280000000000001
2019-09-07,4,0.0,0.9184
2019-09-08,0,0.0,-0.259136
2019-09-09,22,0.0,-0.1259648000000001
2019-09-10,27,0.0,0.91464448
2019-09-11,43,0.0,0.7350855680000001
2019-09-12,15,1.0,-0.33239306239999994
2019-09-13,9,0.0,-0.16089815040000008
2019-09-14,0,6.0,-0.09852672000000007
2019-09-15,2,0.0,-0.07352371199999996
2019-09-16,18,9.0,-0.058434150399999996
2019-09-17,17,7.0,0.96264448
2019-09-18,25,8.0,-0.2313144319999999
2019-09-19,24,15.0,-0.10685706239999998
2019-09-20,21,0.0,-0.060469350399999997
2019-09-21,0,0.0,-0.03360000000000001
2019-09-22,1,0.0,-0.025536000000000014
2019-09-23,26,0.0,-0.02042880000000001
2019-09-24,27,7.0,-0.01692672000000001
2019-09-25,47,0.0,4.9856122880000004
2019-09-26,14,2.0,-0.012469350399999746
2019-09-27,24,0.0,-0.6000000000000003
2019-09-28,4,0.0,1.6799999999999997
2019-09-29,0,0.0,-0.616
2019-09-30,35,0.0,0.6787199999999998
2019-10-01,32,0.0,-0.4236800000000001
2019-10-02,24,2.0,-0.25226240000000016
2019-10-03,19,6.0,0.8120627200000002
2019-10-04,33,8.0,-0.35119206399999975
2019-10-05,7,0.0,-0.15185879040000005
2019-10-06,0,0.0,0.902795776
2019-10-07,27,6.0,-0.2754654207999999
2019-10-08,18,10.0,-0.11992371200000002
2019-10-09,25,15.0,-0.08089815040000001
2019-10-10,23,16.0,-0.050526720000000025
2019-10-11,26,7.0,-0.03992371199999995
2019-10-12,5,0.0,-0.03289815039999998
2019-10-13,6,0.0,1.98307328
2019-10-14,31,5.0,-0.41438771199999985
2019-10-15,32,8.0,-0.1724693504000001
2019-10-16,15,4.0,-0.09600000000000007
2019-10-17,14,10.0,-0.06720000000000002
2019-10-18,19,7.0,1.948928
2019-10-19,1,0.0,-0.44085759999999996
2019-10-20,0,0.0,-0.19385344000000015
2019-10-21,22,3.0,-0.12477542399999995
2019-10-22,16,4.0,-0.09213870079999995
2019-10-23,27,9.0,-0.05107200000000003
2019-10-24,22,2.0,-0.04085760000000002
2019-10-25,21,0.0,-0.03385344000000002
2019-10-26,1,4.0,2.971224576
2019-10-27,0,0.0,1.3750612992000002
2019-10-28,21,5.0,-0.6400000000000001
2019-10-29,41,9.0,0.6959999999999997
2019-10-30,26,6.0,-0.39680000000000004
2019-10-31,36,12.0,-0.22380800000000012
2019-11-01,23,0.0,-0.1603584000000001
2019-11-02,2,0.0,-0.12523776000000006
2019-11-03,0,0.0,0.8974474240000001
2019-11-04,5,14.0,-0.28661227519999977
2019-11-05,6,13.0,-0.12186542080000001
2019-11-06,5,6.0,-0.06238771199999998
2019-11-07,8,0.0,-0.04606935039999997
2019-11-08,3,0.0,-0.025536000000000014
2019-11-09,2,6.0,-0.02042880000000001
2019-11-10,0,5.0,-0.01692672000000001
2019-11-11,20,4.0,-0.01438771199999994
2019-11-12,18,10.0,0.9875306496
2019-11-13,20,10.0,0.8
2019-11-14,22,2.0,0.72
2019-11-15,25,2.0,-0.32800000000000007
2019-11-16,1,0.0,-0.16160000000000013
2019-11-17,2,10.0,-0.10713600000000006
2019-11-18,26,4.0,-0.07956480000000005
2019-11-19,28,5.0,1.93710848
2019-11-20,22,30.0,0.5482567680000001
2019-11-21,26,6.0,-0.4037837824
2019-11-22,32,11.0,-0.20285706240000004
2019-11-23,1,0.0,-0.12766935040000002
2019-11-24,1,0.0,-0.08467200000000004
2019-11-25,16,13.0,-0.06639360000000004
2019-11-26,21,5.0,-0.05428224000000003
2019-11-27,19,8.0,-0.04570214399999989
2019-11-28,12,14.0,-0.03932641279999987
2019-11-29,14,10.0,-0.012469350399999964
2019-11-30,0,0.0,0.0
2019-12-01,0,0.0,0.0
2019-12-02,14,5.0,0.0
2019-12-03,11,2.0,0.0
2019-12-04,20,4.0,0.0
2019-12-05,9,6.0,0.0
2019-12-06,22,2.0,0.0
2019-12-07,1,4.0,0.0
2019-12-08,1,4.0,0.0
2019-12-09,20,6.0,1.0
2019-12-10,15,5.0,-0.19999999999999996
2019-12-11,16,0.0,-0.08000000000000007
2019-12-12,26,8.0,-0.048000000000000036
2019-12-13,15,36.0,-0.03360000000000001
2019-12-14,0,0.0,-0.025536000000000014
2019-12-15,3,0.0,1.9795712
2019-12-16,16,0.0,-0.4169267199999999
2019-12-17,17,4.0,-0.17438771200000008
2019-12-18,22,2.0,-0.10846935040000004
2019-12-19,22,2.0,-0.06720000000000002
2019-12-20,29,2.0,-0.05107200000000003
2019-12-21,0,0.0,-0.04085760000000002
2019-12-22,0,0.0,-0.03385344000000002
2019-12-23,7,0.0,-0.02877542399999988
2019-12-24,9,0.0,-0.02493870079999993
2019-12-25,0,0.0,0.0
2019-12-26,7,0.0,0.0
2019-12-27,2,0.0,0.0
2019-12-28,0,0.0,0.0
2019-12-29,1,0.0,0.0
2019-12-30,5,14.0,0.0
2019-12-31,0,4.0,0.0
2020-01-01,0,0.0,0.0
2020-01-02,12,0.0,0.0
2020-01-03,21,0.0,0.0
2020-01-04,0,0.0,0.0
2020-01-05,2,0.0,0.0
2020-01-06,31,0.0,0.0
2020-01-07,20,2.0,0.0
2020-01-08,34,7.0,0.0
2020-01-09,25,3.0,0.0
2020-01-10,21,0.0,0.0
2020-01-11,1,0.0,0.0
2020-01-12,1,0.0,0.0
2020-01-13,24,2.0,0.0
2020-01-14,47,6.0,0.0
2020-01-15,27,2.0,0.0
2020-01-16,24,10.0,0.0
2020-01-17,23,1.0,0.0
2020-01-18,0,0.0,0.0
2020-01-19,0,4.0,0.0
2020-01-20,21,0.0,0.0
2020-01-21,13,2.0,0.0
2020-01-22,28,3.0,0.0
2020-01-23,19,1.0,0.0
2020-01-24,30,2.0,0.0
2020-01-25,4,0.0,0.0
2020-01-26,0,0.0,0.0
2020-01-27,27,0.0,0.0
2020-01-28,30,0.0,0.0
2020-01-29,22,0.0,0.0
2020-01-30,30,2.0,5.0
2020-01-31,33,0.0,-0.9999999999999998
2020-02-01,3,0.0,-0.40000000000000036
2020-02-02,5,0.0,-0.24000000000000019
2020-02-03,22,0.0,0.832
2020-02-04,17,0.0,-0.32768
2020-02-05,27,0.0,-0.18214400000000014
2020-02-06,22,0.0,-0.13263360000000007
2020-02-07,31,0.0,-0.1055385599999997
2020-02-08,7,0.0,-0.08788275199999984
2020-02-09,5,0.0,-0.02042880000000001
2020-02-10,30,4.0,1.98307328
2020-02-11,25,53.0,0.5856122880000001
2020-02-12,31,2.0,0.6275306495999999
2020-02-13,15,2.0,-0.3760000000000001
2020-02-14,17,3.0,-0.19520000000000012
2020-02-15,3,0.0,0.8673279999999999
2020-02-16,3,0.0,2.7000064
2020-02-17,9,2.0,0.24018176000000002
2020-02-18,21,0.0,1.4458690559999998
2020-02-19,25,0.0,1.2861468672
2020-02-20,26,0.0,1.2388069376
2020-02-21,24,0.0,1.2008938496
2020-02-22,3,0.0,1.17305088
2020-02-23,3,0.0,1.1401313279999998
2020-02-24,25,0.0,-0.8876888063999999
2020-02-25,29,3.0,0.49922119679999977
2020-02-26,30,0.0,0.4697721856
2020-02-27,27,9.0,2.4733028352
2020-02-28,14,3.0,-0.9074971647999999
2020-02-29,3,0.0,-0.4500251648000001
2020-03-01,1,0.0,0.7092964352000001
2020-03-02,26,2.0,0.5995210752000002
2020-03-03,27,1.0,-0.4189022208
2020-03-04,24,1.0,1.7793991679999999
2020-03-05,28,1.0,2.4407627776
2020-03-06,17,12.0,2.1252315136
2020-03-07,3,0.0,0.9806271488
2020-03-08,3,0.0,0.11144447999999973
2020-03-09,30,3.0,0.3128135679999998
2020-03-10,26,5.0,-0.6211226624000001
2020-03-11,30,5.0,2.6205828095999997
2020-03-12,21,0.0,-0.8735139839999999
2020-03-13,25,0.0,-0.4588755968
2020-03-14,2,0.0,-0.30438942719999984
2020-03-15,0,0.0,3.7956610048000003
2020-03-16,25,4.0,-0.9328611327999997
2020-03-17,21,0.0,2.5918565376
2020-03-18,41,0.0,1.1447504896
2020-03-19,30,2.0,-0.817563136
2020-03-20,30,2.0,1.5564479487999998
2020-03-21,2,0.0,0.3214847999999999
2020-03-22,0,0.0,1.4284851199999997
2020-03-23,59,0.0,3.254090752
2020-03-24,57,3.0,-1.2167151615999998
2020-03-25,33,10.0,2.4223114239999997
2020-03-26,38,22.0,4.0082229248
2020-03-27,25,16.0,-0.5046929408
2020-03-28,8,3.0,-0.9327037440000003
2020-03-29,2,0.0,-0.5756950528000002
