,libbitcoin/libbitcoin-system,bitcoin/bitcoin,bitcoinj/bitcoinj
2020-05-19,0,24,0
2020-05-20,0,10,0
2020-05-21,0,27,0
2020-05-22,0,14,0
2020-05-23,0,11,0
2020-05-24,0,3,0
2020-05-25,0,22,0
2020-05-26,0,17,0
2020-05-27,0,14,0
2020-05-28,0,25,2
2020-05-29,0,25,0
2020-05-30,0,18,0
2020-05-31,0,11,1
2020-06-01,0,10,0
2020-06-02,0,21,0
2020-06-03,0,12,0
2020-06-04,0,17,0
2020-06-05,0,17,0
2020-06-06,0,7,0
2020-06-07,0,8,0
2020-06-08,0,26,0
2020-06-09,0,13,0
2020-06-10,0,20,0
2020-06-11,0,12,0
2020-06-12,0,6,0
2020-06-13,0,12,0
2020-06-14,0,6,0
2020-06-15,0,15,0
2020-06-16,0,23,0
2020-06-17,0,17,0
2020-06-18,0,12,0
2020-06-19,0,45,0
2020-06-20,0,6,0
2020-06-21,0,26,0
2020-06-22,0,22,0
2020-06-23,0,10,0
2020-06-24,0,20,0
2020-06-25,0,21,0
2020-06-26,0,6,0
2020-06-27,0,9,0
2020-06-28,0,2,1
2020-06-29,0,21,0
2020-06-30,0,5,2
2020-07-01,0,23,0
2020-07-02,0,8,1
2020-07-03,0,9,0
2020-07-04,0,7,0
2020-07-05,0,7,0
2020-07-06,0,3,0
2020-07-07,0,3,0
2020-07-08,0,11,0
2020-07-09,0,29,0
2020-07-10,0,11,0
2020-07-11,0,25,0
2020-07-12,0,6,0
2020-07-13,0,14,0
2020-07-14,0,22,0
2020-07-15,0,27,0
2020-07-16,0,14,0
2020-07-17,0,4,0
2020-07-18,0,9,0
2020-07-19,0,17,0
2020-07-20,0,1,0
2020-07-21,0,13,0
2020-07-22,0,13,0
2020-07-23,0,8,0
2020-07-24,0,7,0
2020-07-25,0,4,0
2020-07-26,0,6,0
2020-07-27,0,7,0
2020-07-28,0,11,0
2020-07-29,0,14,0
2020-07-30,0,28,0
2020-07-31,0,13,0
2020-08-01,0,2,0
2020-08-02,0,11,0
2020-08-03,0,6,0
2020-08-04,0,10,0
2020-08-05,0,8,0
2020-08-06,0,10,0
2020-08-07,0,4,0
2020-08-08,0,25,0
2020-08-09,0,7,0
2020-08-10,0,5,0
2020-08-11,0,5,0
2020-08-12,0,23,0
2020-08-13,0,13,0
2020-08-14,0,17,0
2020-08-15,0,14,0
2020-08-16,0,9,0
2020-08-17,0,7,0
2020-08-18,0,17,0
2020-08-19,0,6,1
2020-08-20,0,6,0
2020-08-21,0,10,0
2020-08-22,0,1,0
2020-08-23,0,3,0
2020-08-24,0,17,0
2020-08-25,0,26,6
2020-08-26,0,30,1
2020-08-27,0,15,0
2020-08-28,0,17,0
2020-08-29,0,15,0
2020-08-30,0,6,0
2020-08-31,0,29,3
2020-09-01,0,14,2
2020-09-02,0,14,0
2020-09-03,0,32,0
2020-09-04,0,12,0
2020-09-05,0,12,0
2020-09-06,0,8,0
2020-09-07,0,38,10
2020-09-08,0,5,1
2020-09-09,0,10,0
2020-09-10,0,12,0
2020-09-11,0,6,0
2020-09-12,0,2,0
2020-09-13,0,2,0
2020-09-14,0,12,0
2020-09-15,0,10,0
2020-09-16,0,5,0
2020-09-17,0,6,0
2020-09-18,0,11,0
2020-09-19,0,7,0
2020-09-20,0,3,3
2020-09-21,0,9,0
2020-09-22,0,19,1
2020-09-23,0,16,0
2020-09-24,0,9,0
2020-09-25,0,3,0
2020-09-26,0,6,0
2020-09-27,0,2,0
2020-09-28,0,15,0
2020-09-29,0,23,0
2020-09-30,0,17,0
2020-10-01,0,12,0
2020-10-02,0,18,0
2020-10-03,0,9,1
2020-10-04,0,5,0
2020-10-05,0,5,0
2020-10-06,0,8,1
2020-10-07,0,2,1
2020-10-08,0,14,0
2020-10-09,0,24,0
2020-10-10,0,0,1
2020-10-11,0,5,2
2020-10-12,0,19,0
2020-10-13,0,22,0
2020-10-14,0,48,0
2020-10-15,0,21,0
2020-10-16,0,15,4
2020-10-17,0,4,0
2020-10-18,0,3,0
2020-10-19,0,14,0
2020-10-20,0,8,0
2020-10-21,0,11,0
2020-10-22,0,9,0
2020-10-23,0,8,0
2020-10-24,0,3,1
2020-10-25,0,8,0
2020-10-26,0,7,0
2020-10-27,0,17,0
2020-10-28,0,18,0
2020-10-29,0,10,0
2020-10-30,0,4,0
2020-10-31,0,2,0
2020-11-01,0,26,0
2020-11-02,0,16,0
2020-11-03,0,14,0
2020-11-04,0,21,0
2020-11-05,0,14,0
2020-11-06,0,9,0
2020-11-07,0,3,0
2020-11-08,0,0,0
2020-11-09,0,21,0
2020-11-10,0,6,0
2020-11-11,0,19,0
2020-11-12,0,19,0
2020-11-13,0,4,0
2020-11-14,0,11,0
2020-11-15,0,5,0
2020-11-16,0,8,0
2020-11-17,0,7,0
2020-11-18,0,24,0
2020-11-19,0,31,0
2020-11-20,0,14,0
2020-11-21,0,2,0
2020-11-22,0,3,0
2020-11-23,0,29,0
2020-11-24,0,21,0
2020-11-25,0,16,0
2020-11-26,0,14,0
2020-11-27,0,6,0
2020-11-28,0,4,0
2020-11-29,15,0,0
2020-11-30,0,20,0
2020-12-01,0,13,0
2020-12-02,0,13,0
2020-12-03,0,16,0
2020-12-04,1,25,0
2020-12-05,0,2,0
2020-12-06,0,7,1
2020-12-07,0,30,0
2020-12-08,0,12,0
2020-12-09,0,14,0
2020-12-10,0,29,0
2020-12-11,0,6,0
2020-12-12,0,3,0
2020-12-13,0,7,0
2020-12-14,0,14,0
2020-12-15,0,15,0
2020-12-16,0,31,0
2020-12-17,0,28,0
2020-12-18,0,8,0
2020-12-19,0,4,0
2020-12-20,0,10,0
2020-12-21,0,22,0
2020-12-22,0,10,0
2020-12-23,0,3,0
2020-12-24,0,8,0
2020-12-25,0,6,0
2020-12-26,0,6,0
2020-12-27,0,9,0
2020-12-28,0,9,0
2020-12-29,0,3,0
2020-12-30,0,4,0
2020-12-31,0,8,0
2021-01-01,0,1,0
2021-01-02,0,16,0
2021-01-03,0,6,0
2021-01-04,0,8,0
2021-01-05,0,15,0
2021-01-06,0,6,1
2021-01-07,0,45,0
2021-01-08,0,27,0
2021-01-09,0,10,1
2021-01-10,0,10,0
2021-01-11,0,10,0
2021-01-12,0,12,0
2021-01-13,0,9,0
2021-01-14,0,4,0
2021-01-15,0,10,0
2021-01-16,0,1,0
2021-01-17,0,5,0
2021-01-18,0,13,0
2021-01-19,0,9,0
2021-01-20,0,3,0
2021-01-21,0,23,0
2021-01-22,0,8,0
2021-01-23,0,9,0
2021-01-24,0,8,0
2021-01-25,0,11,0
2021-01-26,0,13,0
2021-01-27,0,19,0
2021-01-28,0,36,0
2021-01-29,0,24,0
2021-01-30,0,6,0
2021-01-31,0,11,0
2021-02-01,0,18,0
2021-02-02,0,25,0
2021-02-03,0,13,0
2021-02-04,0,13,0
2021-02-05,0,8,0
2021-02-06,0,10,0
2021-02-07,0,1,0
2021-02-08,0,15,0
2021-02-09,0,24,0
2021-02-10,0,18,0
2021-02-11,0,15,4
2021-02-12,0,27,0
2021-02-13,0,5,0
2021-02-14,0,1,0
2021-02-15,0,15,0
2021-02-16,1,23,1
2021-02-17,1,30,3
2021-02-18,0,39,0
2021-02-19,0,13,0
2021-02-20,0,2,0
2021-02-21,0,10,0
2021-02-22,0,25,0
2021-02-23,0,34,0
2021-02-24,0,7,0
2021-02-25,0,25,0
2021-02-26,0,16,0
2021-02-27,0,3,0
2021-02-28,0,4,0
2021-03-01,3,36,0
2021-03-02,0,20,0
2021-03-03,0,37,0
2021-03-04,0,18,0
2021-03-05,10,15,1
2021-03-06,2,3,1
2021-03-07,6,14,3
2021-03-08,2,19,0
2021-03-09,2,11,0
2021-03-10,0,19,0
2021-03-11,0,13,0
2021-03-12,0,10,0
2021-03-13,0,3,0
2021-03-14,0,3,0
2021-03-15,6,23,0
2021-03-16,1,40,3
2021-03-17,1,6,0
2021-03-18,16,14,0
2021-03-19,9,20,0
2021-03-20,4,7,0
2021-03-21,3,11,0
2021-03-22,8,8,0
2021-03-23,4,21,0
2021-03-24,0,13,0
2021-03-25,1,5,0
2021-03-26,14,2,0
2021-03-27,1,1,0
2021-03-28,2,7,0
2021-03-29,0,26,0
2021-03-30,0,19,0
2021-03-31,0,12,0
2021-04-01,0,24,0
2021-04-02,0,11,0
2021-04-03,0,10,0
2021-04-04,0,7,0
2021-04-05,0,37,0
2021-04-06,2,20,0
2021-04-07,0,18,0
2021-04-08,0,15,0
2021-04-09,0,14,0
2021-04-10,0,2,0
2021-04-11,2,6,0
2021-04-12,0,16,0
2021-04-13,0,21,0
2021-04-14,80,26,1
2021-04-15,19,14,0
2021-04-16,9,7,0
2021-04-17,3,14,3
2021-04-18,2,12,0
2021-04-19,0,34,0
2021-04-20,14,18,0
2021-04-21,0,11,0
2021-04-22,4,15,5
2021-04-23,8,19,1
2021-04-24,0,1,2
2021-04-25,0,7,0
2021-04-26,0,10,0
2021-04-27,0,11,0
2021-04-28,0,22,2
2021-04-29,0,22,0
2021-04-30,0,11,2
2021-05-01,11,31,0
2021-05-02,23,9,0
2021-05-03,12,24,1
2021-05-04,0,26,0
2021-05-05,1,24,0
2021-05-06,1,7,0
2021-05-07,3,7,0
2021-05-08,0,2,0
2021-05-09,8,21,0
2021-05-10,13,19,0
2021-05-11,7,23,0
2021-05-12,14,25,0
2021-05-13,11,14,0
2021-05-14,11,9,0
2021-05-15,0,5,0
2021-05-16,6,2,0
2021-05-17,1,13,0
2021-05-18,7,10,0
2021-05-19,10,31,0
2021-05-20,25,14,0
2021-05-21,38,14,0
2021-05-22,9,6,0
2021-05-23,2,2,0
2021-05-24,0,43,0
2021-05-25,0,23,0
2021-05-26,27,18,0
2021-05-27,8,32,0
2021-05-28,12,24,0
2021-05-29,9,4,0
2021-05-30,8,11,0
2021-05-31,3,22,0
2021-06-01,2,13,0
2021-06-02,1,23,0
2021-06-03,4,37,0
2021-06-04,0,9,0
2021-06-05,6,10,0
2021-06-06,0,4,0
2021-06-07,5,14,0
2021-06-08,1,8,0
2021-06-09,13,21,0
2021-06-10,29,36,0
2021-06-11,4,14,0
2021-06-12,0,25,0
2021-06-13,0,13,0
2021-06-14,0,30,0
2021-06-15,0,10,0
2021-06-16,0,11,0
2021-06-17,0,14,0
2021-06-18,0,21,0
2021-06-19,19,2,0
2021-06-20,4,3,0
2021-06-21,13,17,0
2021-06-22,2,17,0
2021-06-23,1,20,0
2021-06-24,9,23,0
2021-06-25,0,4,0
2021-06-26,21,1,0
2021-06-27,13,2,0
2021-06-28,5,19,0
2021-06-29,2,16,0
2021-06-30,4,8,0
2021-07-01,13,24,0
2021-07-02,7,4,0
2021-07-03,6,4,0
2021-07-04,0,4,0
2021-07-05,0,12,0
2021-07-06,0,10,0
2021-07-07,0,13,0
2021-07-08,0,17,0
2021-07-09,0,16,0
2021-07-10,0,1,0
2021-07-11,3,1,0
2021-07-12,10,8,0
2021-07-13,1,7,0
2021-07-14,0,12,0
2021-07-15,0,25,0
2021-07-16,0,7,0
2021-07-17,0,0,0
2021-07-18,0,9,0
2021-07-19,0,16,0
2021-07-20,0,27,0
2021-07-21,0,19,0
2021-07-22,0,19,0
2021-07-23,0,7,0
2021-07-24,0,1,0
2021-07-25,0,11,0
2021-07-26,0,4,0
2021-07-27,8,13,0
2021-07-28,0,15,0
2021-07-29,3,8,0
2021-07-30,4,26,0
2021-07-31,0,2,0
2021-08-01,0,3,0
2021-08-02,0,13,0
2021-08-03,0,12,0
2021-08-04,3,17,0
2021-08-05,12,19,0
2021-08-06,0,14,0
2021-08-07,0,5,0
2021-08-08,0,1,0
2021-08-09,0,7,0
2021-08-10,0,4,7
2021-08-11,0,11,0
2021-08-12,0,4,0
2021-08-13,2,8,0
2021-08-14,2,6,1
2021-08-15,4,3,0
2021-08-16,4,19,0
2021-08-17,0,9,0
2021-08-18,0,37,0
2021-08-19,0,23,0
2021-08-20,1,17,0
2021-08-21,0,6,0
2021-08-22,1,4,0
2021-08-23,0,15,3
2021-08-24,1,18,0
2021-08-25,0,5,0
2021-08-26,0,25,0
2021-08-27,0,15,0
2021-08-28,0,1,0
2021-08-29,0,1,0
2021-08-30,0,4,0
2021-08-31,0,20,5
2021-09-01,0,9,6
2021-09-02,0,30,1
2021-09-03,0,14,1
2021-09-04,0,3,5
2021-09-05,0,8,4
2021-09-06,0,10,1
2021-09-07,0,29,7
2021-09-08,0,10,5
2021-09-09,0,26,0
2021-09-10,0,15,0
2021-09-11,0,2,0
2021-09-12,0,7,0
2021-09-13,0,7,0
2021-09-14,0,8,0
2021-09-15,0,19,0
2021-09-16,0,37,0
2021-09-17,0,8,3
2021-09-18,0,2,1
2021-09-19,0,2,3
2021-09-20,0,19,4
2021-09-21,0,28,2
2021-09-22,0,11,3
2021-09-23,0,18,7
2021-09-24,0,19,1
2021-09-25,0,11,3
2021-09-26,0,8,0
2021-09-27,0,21,0
2021-09-28,0,39,1
2021-09-29,0,49,7
2021-09-30,0,17,0
2021-10-01,0,11,0
2021-10-02,0,2,0
2021-10-03,0,4,0
2021-10-04,0,16,0
2021-10-05,2,42,3
2021-10-06,0,18,2
2021-10-07,0,15,0
2021-10-08,0,10,0
2021-10-09,0,1,1
2021-10-10,0,0,1
2021-10-11,0,24,0
2021-10-12,0,16,0
2021-10-13,0,14,0
2021-10-14,0,6,0
2021-10-15,0,18,0
2021-10-16,0,6,0
2021-10-17,0,4,0
2021-10-18,2,11,0
2021-10-19,0,12,0
2021-10-20,0,21,0
2021-10-21,0,27,0
2021-10-22,1,24,2
2021-10-23,0,1,0
2021-10-24,0,1,1
2021-10-25,0,12,0
2021-10-26,0,4,0
2021-10-27,0,3,0
2021-10-28,0,11,0
2021-10-29,0,6,0
2021-10-30,0,2,0
2021-10-31,0,2,0
2021-11-01,0,6,0
2021-11-02,0,9,0
2021-11-03,0,26,1
2021-11-04,0,8,0
2021-11-05,0,2,0
2021-11-06,10,2,0
2021-11-07,0,1,0
2021-11-08,0,16,0
2021-11-09,2,22,0
2021-11-10,0,18,0
2021-11-11,0,5,0
2021-11-12,13,39,0
2021-11-13,11,5,0
2021-11-14,7,6,0
2021-11-15,4,23,0
2021-11-16,0,19,0
2021-11-17,0,18,3
2021-11-18,0,10,1
2021-11-19,0,5,0
2021-11-20,0,3,0
2021-11-21,0,8,0
2021-11-22,0,9,1
2021-11-23,1,5,0
2021-11-24,0,11,0
2021-11-25,21,22,0
2021-11-26,15,11,0
2021-11-27,11,1,0
2021-11-28,13,7,0
2021-11-29,19,19,0
2021-11-30,4,21,0
2021-12-01,2,28,0
2021-12-02,1,27,0
2021-12-03,0,29,0
2021-12-04,0,0,0
2021-12-05,0,16,0
2021-12-06,0,33,0
2021-12-07,5,46,0
2021-12-08,10,28,0
2021-12-09,16,27,0
2021-12-10,18,30,0
2021-12-11,2,11,0
2021-12-12,5,5,0
2021-12-13,2,22,0
2021-12-14,0,18,7
2021-12-15,0,33,0
2021-12-16,0,22,0
2021-12-17,47,10,0
2021-12-18,8,12,0
2021-12-19,0,1,0
2021-12-20,0,12,0
2021-12-21,0,2,0
2021-12-22,0,8,0
2021-12-23,0,10,1
2021-12-24,0,13,2
2021-12-25,0,3,1
2021-12-26,0,6,0
2021-12-27,0,10,0
2021-12-28,0,15,0
2021-12-29,19,9,0
2021-12-30,8,10,0
2021-12-31,2,4,2
2022-01-01,0,1,4
2022-01-02,0,15,1
2022-01-03,1,14,1
2022-01-04,12,24,2
2022-01-05,6,27,3
2022-01-06,2,16,0
2022-01-07,0,8,0
2022-01-08,1,1,0
2022-01-09,8,5,0
2022-01-10,11,6,0
2022-01-11,6,17,0
2022-01-12,5,19,0
2022-01-13,6,11,0
2022-01-14,0,13,0
2022-01-15,0,3,0
2022-01-16,5,2,0
2022-01-17,10,14,0
2022-01-18,4,7,0
2022-01-19,3,10,0
2022-01-20,1,15,0
2022-01-21,7,0,0
2022-01-22,0,2,0
2022-01-23,0,2,1
2022-01-24,2,17,0
2022-01-25,2,26,0
2022-01-26,3,23,0
2022-01-27,0,7,0
2022-01-28,0,23,3
2022-01-29,0,1,0
2022-01-30,0,2,0
2022-01-31,0,23,0
2022-02-01,1,14,0
2022-02-02,3,14,0
2022-02-03,2,13,0
2022-02-04,0,16,0
2022-02-05,0,7,0
2022-02-06,0,3,0
2022-02-07,2,9,0
2022-02-08,0,13,0
2022-02-09,0,21,0
2022-02-10,0,11,0
2022-02-11,0,12,2
2022-02-12,0,7,1
2022-02-13,0,7,0
2022-02-14,1,30,1
2022-02-15,3,15,0
2022-02-16,3,8,2
2022-02-17,0,20,0
2022-02-18,0,12,10
2022-02-19,0,5,0
2022-02-20,0,10,0
2022-02-21,0,23,0
2022-02-22,0,36,1
2022-02-23,0,17,7
2022-02-24,0,13,4
2022-02-25,6,11,1
2022-02-26,2,0,0
2022-02-27,0,1,0
2022-02-28,0,9,0
2022-03-01,0,5,0
2022-03-02,5,16,0
2022-03-03,1,11,0
2022-03-04,0,5,6
2022-03-05,0,1,2
2022-03-06,0,6,1
2022-03-07,0,17,10
2022-03-08,0,6,2
2022-03-09,0,14,2
2022-03-10,0,25,0
2022-03-11,0,11,0
2022-03-12,0,5,0
2022-03-13,0,7,0
2022-03-14,0,14,4
2022-03-15,0,11,1
2022-03-16,0,27,0
2022-03-17,0,27,0
2022-03-18,2,13,0
2022-03-19,0,0,3
2022-03-20,0,1,0
2022-03-21,0,9,2
2022-03-22,0,19,7
2022-03-23,0,21,0
2022-03-24,0,34,1
2022-03-25,0,36,3
2022-03-26,0,1,4
2022-03-27,0,1,0
2022-03-28,0,18,0
2022-03-29,0,14,0
2022-03-30,0,23,13
2022-03-31,0,13,5
2022-04-01,0,18,8
2022-04-02,0,6,6
2022-04-03,0,5,0
2022-04-04,0,17,0
2022-04-05,0,37,0
2022-04-06,0,32,0
2022-04-07,0,15,0
2022-04-08,0,10,0
2022-04-09,0,2,1
2022-04-10,0,4,2
2022-04-11,0,14,0
2022-04-12,0,5,3
2022-04-13,0,13,2
2022-04-14,0,19,10
2022-04-15,0,12,4
2022-04-16,0,19,6
2022-04-17,0,6,3
2022-04-18,0,11,5
2022-04-19,0,34,11
2022-04-20,0,28,7
2022-04-21,0,27,1
2022-04-22,0,13,0
2022-04-23,0,3,0
2022-04-24,0,7,0
2022-04-25,0,27,0
2022-04-26,0,30,0
2022-04-27,0,32,0
2022-04-28,0,36,3
2022-04-29,0,10,3
2022-04-30,0,8,5
2022-05-01,0,3,1
2022-05-02,0,8,2
2022-05-03,0,8,6
2022-05-04,0,21,0
2022-05-05,0,12,0
2022-05-06,0,8,0
2022-05-07,0,2,0
2022-05-08,0,3,0
2022-05-09,0,14,0
2022-05-10,0,20,0
2022-05-11,0,10,0
2022-05-12,0,15,0
2022-05-13,0,12,0
2022-05-14,0,2,0
2022-05-15,0,12,0
2022-05-16,0,18,0
2022-05-17,2,17,0
2022-05-18,0,24,0
2022-05-19,5,20,0
2022-05-20,0,38,0
2022-05-21,0,6,0
2022-05-22,0,4,0
2022-05-23,0,19,0
2022-05-24,0,13,2
2022-05-25,0,18,0
2022-05-26,4,18,0
2022-05-27,30,11,0
2022-05-28,10,3,0
2022-05-29,3,5,0
2022-05-30,0,24,0
2022-05-31,12,17,2
2022-06-01,2,10,0
2022-06-02,2,18,0
2022-06-03,1,2,0
2022-06-04,0,3,0
2022-06-05,17,6,0
2022-06-06,3,7,0
2022-06-07,5,15,0
2022-06-08,8,21,0
2022-06-09,7,9,0
2022-06-10,4,7,0
2022-06-11,16,3,0
2022-06-12,26,8,2
2022-06-13,10,12,1
2022-06-14,13,17,0
2022-06-15,5,19,2
2022-06-16,19,15,0
2022-06-17,5,8,0
2022-06-18,10,3,1
2022-06-19,13,4,4
2022-06-20,12,22,2
2022-06-21,12,24,1
2022-06-22,2,27,2
