,gatsbyjs/gatsby,vercel/next.js,gohugoio/hugo
2021-05-20,4.220673400959374,3,0
2021-05-21,10.444173154154688,1,0
2021-05-22,-2.1033606152156255,3,0
2021-05-23,-1.157516624999999,2,2
2021-05-24,-0.8272588124999987,7,2
2021-05-25,3.352458687343752,1,0
2021-05-26,1.0672486292656262,2,0
2021-05-27,4.242188035071876,3,0
2021-05-28,5.029876094082812,6,1
2021-05-29,-1.129862871403125,3,0
2021-05-30,-0.6190782304312497,0,1
2021-05-31,4.640805950000001,1,0
2021-06-01,2.2247424400000004,4,0
2021-06-02,4.2520287929375,8,0
2021-06-03,7.035327407575,8,0
2021-06-04,3.65498605235,3,1
2021-06-05,-1.2444753907734376,3,1
2021-06-06,0.2791340722843755,1,2
2021-06-07,11.41666173125,15,2
2021-06-08,7.375820783671875,18,7
2021-06-09,1.2194524670234372,17,0
2021-06-10,8.704739744814063,9,0
2021-06-11,2.170424001945313,15,0
2021-06-12,-1.443057897865624,2,0
2021-06-13,-0.8830703589296864,3,1
2021-06-14,5.3698739694843765,10,1
2021-06-15,-0.10636541247343656,13,0
2021-06-16,1.213730738678126,22,1
2021-06-17,4.316120375629688,17,2
2021-06-18,3.0922705272359376,10,19
2021-06-19,-0.9216247774218749,0,1
2021-06-20,-0.4925092351437498,4,0
2021-06-21,3.6707298100000005,4,1
2021-06-22,14.34193865065625,12,1
2021-06-23,5.107574116768749,6,0
2021-06-24,-0.6246520098171884,9,5
2021-06-25,3.9658359448500002,7,1
2021-06-26,-0.1991720147421865,0,1
2021-06-27,-0.8261322101437487,0,5
2021-06-28,5.437215277500001,6,5
2021-06-29,6.955257966687501,5,7
2021-06-30,4.560815758371875,10,1
2021-07-01,8.583018512101562,13,4
2021-07-02,9.241034225482812,12,0
2021-07-03,-2.050334613864063,0,1
2021-07-04,-1.1634436506953119,1,5
2021-07-05,5.202917369964064,2,9
2021-07-06,7.786413476906251,9,0
2021-07-07,0.32759382815937554,10,2
2021-07-08,1.8436802016187506,7,0
2021-07-09,4.961418095878125,7,0
2021-07-10,-1.2639029685312493,3,1
2021-07-11,-0.7132352028953116,2,0
2021-07-12,5.549758710000001,19,0
2021-07-13,6.044097580656251,5,0
2021-07-14,8.73511813764375,4,1
2021-07-15,8.307020537395312,8,6
2021-07-16,6.1144601783812496,13,0
2021-07-17,-0.8589444357015628,0,0
2021-07-18,-1.193807440215624,0,0
2021-07-19,6.200511235000001,9,1
2021-07-20,1.6783466231562514,20,3
2021-07-21,1.875475106175001,5,10
2021-07-22,3.978675089592188,12,0
2021-07-23,5.853279261984376,11,0
2021-07-24,-1.3569334757343747,2,0
2021-07-25,-0.7367309708031244,9,1
2021-07-26,2.5232964862140634,6,3
2021-07-27,2.3350334326406257,10,3
2021-07-28,1.265594691951563,3,3
2021-07-29,2.3779959345953126,7,2
2021-07-30,-0.6881814964359373,2,8
2021-07-31,0.588689796210938,1,0
2021-08-01,-0.3734532552515621,2,2
2021-08-02,2.7880118737500004,9,3
2021-08-03,4.534839697203125,11,17
2021-08-04,8.228762573345312,6,1
2021-08-05,4.695768977610937,9,0
2021-08-06,7.731847843381249,7,0
2021-08-07,0.3855469961421869,0,0
2021-08-08,-1.0916006005156245,1,0
2021-08-09,11.276984246214063,8,1
2021-08-10,2.2577054672031256,7,2
2021-08-11,5.621770786064063,17,0
2021-08-12,2.432637130179687,16,0
2021-08-13,5.663883157832814,15,0
2021-08-14,-1.5142463248562494,12,1
2021-08-15,-0.8907749488546863,5,0
2021-08-16,8.402462639928126,10,1
2021-08-17,0.6395668713125007,8,0
2021-08-18,1.0128193437562505,10,0
2021-08-19,4.216417526246875,9,1
2021-08-20,7.992316406435938,7,0
2021-08-21,-1.468949351253125,0,2
2021-08-22,-0.7983085802515621,1,2
2021-08-23,5.4817867087500005,6,2
2021-08-24,2.998827515359376,10,0
2021-08-25,2.002225496145313,12,1
2021-08-26,11.139139075146876,3,0
2021-08-27,5.262542463599999,2,0
2021-08-28,-1.6329595798203127,1,0
2021-08-29,-0.9380162478234371,1,0
2021-08-30,6.3849895225000015,7,0
2021-08-31,2.820690799406251,9,3
2021-09-01,5.8922911439718755,6,2
2021-09-02,5.632941208309375,16,6
2021-09-03,4.5086903124546875,7,0
2021-09-04,-1.4777316715406248,1,5
2021-09-05,-0.8295305552515617,1,0
2021-09-06,6.441241326250001,13,0
2021-09-07,6.8597206863906255,18,0
2021-09-08,12.521444318935938,6,0
2021-09-09,6.783298449996874,8,0
2021-09-10,8.905030163639061,4,0
2021-09-11,1.7016809041546872,3,0
2021-09-12,-0.7122362027156239,1,1
2021-09-13,7.811951026250002,14,0
2021-09-14,7.228665813890626,5,0
2021-09-15,10.997457418123439,11,0
2021-09-16,-2.4924021062562502,18,0
2021-09-17,4.578043288606251,13,2
2021-09-18,-1.5398911634953114,2,0
2021-09-19,0.05612431129218942,2,1
2021-09-20,5.258017148090627,7,0
2021-09-21,2.8655619015734386,19,0
2021-09-22,6.898876958785938,9,2
2021-09-23,0.5493876829734372,4,1
2021-09-24,2.010160989532813,6,0
2021-09-25,-0.8679223905937496,0,0
2021-09-26,-0.5622258864656239,2,0
2021-09-27,4.615462459484376,6,0
2021-09-28,0.19029938437031302,10,0
2021-09-29,1.4229097877218755,10,0
2021-09-30,2.4406846557312503,9,0
2021-10-01,3.35857896493125,8,0
2021-10-02,-0.73874889411875,1,0
2021-10-03,0.5860516298921877,2,0
2021-10-04,9.62314850625,6,0
2021-10-05,3.738740463671875,16,2
2021-10-06,-0.15620300569531276,14,0
2021-10-07,1.2558728826828123,5,0
2021-10-08,3.299880820881251,6,0
2021-10-09,-0.8596118221703117,6,2
2021-10-10,-0.5145554813937493,10,3
2021-10-11,10.642242911984376,21,0
2021-10-12,7.612404023557812,6,1
2021-10-13,17.3712851883125,17,0
2021-10-14,6.255101981804685,9,1
2021-10-15,-1.3106977635671884,16,0
2021-10-16,-1.4648177071343744,5,1
2021-10-17,-1.0175157976437477,7,2
2021-10-18,11.238830478750003,17,3
2021-10-19,5.179113803078126,11,4
2021-10-20,1.236142713714063,16,1
2021-10-21,7.672607101129688,17,0
2021-10-22,7.260763288426563,16,2
2021-10-23,-1.8136964858390623,7,0
2021-10-24,-1.0026477525359367,13,0
2021-10-25,15.2839288075,21,3
2021-10-26,0.8370250825625005,41,1
2021-10-27,3.5154456272093757,26,0
2021-10-28,1.6032017144515625,27,0
2021-10-29,12.847745359001564,14,0
2021-10-30,-0.15905998996406234,13,2
2021-10-31,-1.3533446228234367,3,4
2021-11-01,2.1514435725000007,14,4
2021-11-02,12.053190590500002,18,5
2021-11-03,2.0399994016281253,24,1
2021-11-04,2.606679113564063,14,1
2021-11-05,0.7351775257734376,10,5
2021-11-06,-0.9923030823265613,6,0
2021-11-07,-0.6723743490343737,2,0
2021-11-08,9.574698043678126,18,6
2021-11-09,6.668636959703125,23,0
2021-11-10,3.4711590381890622,6,1
2021-11-11,3.636842854970312,24,0
2021-11-12,0.7463189452937502,7,4
2021-11-13,0.053300463825000866,5,1
2021-11-14,-0.713164330071874,6,0
2021-11-15,5.497870687500001,22,6
2021-11-16,3.9993484873437506,15,1
2021-11-17,4.895290426765625,12,5
2021-11-18,-1.2089416416156253,10,0
2021-11-19,1.338339767242188,10,0
2021-11-20,-0.643237584960937,2,0
2021-11-21,-0.39989684308749907,10,1
2021-11-22,6.7055284074640635,8,0
2021-11-23,6.06682456565625,5,0
2021-11-24,1.7879696422062499,4,0
2021-11-25,2.059771834226562,8,0
2021-11-26,4.148281992284375,15,0
2021-11-27,0.0029086239687503568,0,0
2021-11-28,-0.6942365425718744,3,0
2021-11-29,4.53237228875,10,0
2021-11-30,3.1357171476406256,15,2
2021-12-01,1.075216464889063,8,1
2021-12-02,5.274795191951562,8,7
2021-12-03,4.970155509595313,16,3
2021-12-04,-1.1743655689359374,6,2
2021-12-05,-0.6641646381953121,5,0
2021-12-06,2.5562761162140633,4,0
2021-12-07,1.3607841249218757,13,4
2021-12-08,4.386872517757813,11,8
2021-12-09,5.126233711325,7,1
2021-12-10,0.9152427393343747,7,7
2021-12-11,-0.809978243309375,2,2
2021-12-12,-0.4864251527156245,4,1
2021-12-13,-0.32116386374999917,11,3
2021-12-14,3.7452721059531258,9,1
2021-12-15,1.3889927601109378,6,0
2021-12-16,3.4624745273500004,17,2
2021-12-17,6.2744084667265625,10,10
2021-12-18,-0.08917974124687533,5,0
2021-12-19,1.348410294928125,2,0
2021-12-20,0.38796845000000024,8,0
2021-12-21,0.5016966900000008,10,0
2021-12-22,0.5514115554375005,8,9
2021-12-23,-0.42018265867499943,5,8
2021-12-24,-0.2722848433843745,2,0
2021-12-25,-0.20327057250312455,1,0
2021-12-26,-0.14048893576718707,2,0
2021-12-27,-0.0679079373171873,0,0
2021-12-28,2.9493782731625,2,0
2021-12-29,0.6709391381984373,2,0
2021-12-30,3.7470328344484374,0,2
2021-12-31,0.46110114746406206,1,0
2022-01-01,-0.3704875,5,1
2022-01-02,-0.22801274999999988,3,0
2022-01-03,4.833247212500001,9,0
2022-01-04,3.3684273987499997,8,7
2022-01-05,0.2664365647031248,12,1
2022-01-06,5.485198331876562,7,1
2022-01-07,6.079921699151562,1,4
2022-01-08,-1.2048974731593751,1,1
2022-01-09,-0.6453384150359374,0,0
2022-01-10,1.5522917187500007,7,0
2022-01-11,9.453283637421876,5,3
2022-01-12,2.6268494640078126,14,9
2022-01-13,7.8911400118406245,8,2
2022-01-14,4.450210395620312,11,0
2022-01-15,-1.4752298063249998,1,1
2022-01-16,-0.8554334927515619,2,4
2022-01-17,3.424762982500001,14,1
2022-01-18,5.148252611468751,3,0
2022-01-19,2.8479857672718754,9,0
2022-01-20,4.914922881328125,5,0
2022-01-21,1.780077595215625,12,0
2022-01-22,-1.005441550917187,1,0
2022-01-23,-0.5883916652156244,3,0
2022-01-24,0.6027111400000009,12,0
2022-01-25,4.583828520437501,6,0
2022-01-26,1.1922976017625002,17,1
2022-01-27,3.3517854177218753,28,7
2022-01-28,10.2225511230125,9,1
2022-01-29,-1.5355273042625006,1,1
2022-01-30,-0.7692673201078124,2,0
2022-01-31,6.494712741250001,9,0
2022-02-01,1.9168846807343756,17,1
2022-02-02,4.0766398898859375,17,0
2022-02-03,1.9152121887890625,10,0
2022-02-04,5.067760884115626,18,0
2022-02-05,-1.1911516033156246,14,1
2022-02-06,-0.6916842153953118,28,0
2022-02-07,8.569286838750001,14,0
2022-02-08,10.761605407640625,17,0
2022-02-09,2.115848074451562,10,10
2022-02-10,-0.38179128643593785,16,7
2022-02-11,0.054776120773438075,15,4
2022-02-12,-0.7346071857015611,3,0
2022-02-13,0.4815977722843764,6,0
2022-02-14,0.528583083750001,11,4
2022-02-15,4.5463335278593755,14,6
2022-02-16,5.162437023489063,20,5
2022-02-17,2.96252230875625,23,4
2022-02-18,4.096463330590625,24,4
2022-02-19,-1.0015584280515628,4,2
2022-02-20,-0.576213311285937,0,0
2022-02-21,4.591677428234376,14,2
2022-02-22,3.179812778198438,7,0
2022-02-23,5.118965604885938,7,7
2022-02-24,-1.1320889882734377,10,4
2022-02-25,2.3685526514718758,17,1
2022-02-26,-0.7156707252218746,4,6
2022-02-27,-0.43124632517968664,0,6
2022-02-28,5.70968296875,8,8
2022-03-01,14.166824074921875,10,1
2022-03-02,5.034820057757812,17,6
2022-03-03,3.323508674262499,4,0
2022-03-04,-0.4501492039656252,3,4
2022-03-05,-0.9598429390468739,2,0
2022-03-06,-0.678057382607811,2,1
2022-03-07,4.491377885000001,10,0
2022-03-08,4.082804340656251,13,14
2022-03-09,1.9214995033000002,7,5
2022-03-10,4.070908527101563,9,6
2022-03-11,4.001460270920313,14,7
2022-03-12,-1.0459588256953123,3,4
2022-03-13,-0.584280165035937,2,0
2022-03-14,10.58455870625,11,3
2022-03-15,1.5733076661718752,9,1
2022-03-16,3.9354892709921874,11,11
2022-03-17,2.859522254523437,12,3
2022-03-18,4.933705896064064,15,0
2022-03-19,-1.2516075777578122,2,0
2022-03-20,-0.7224391501796867,1,3
2022-03-21,6.504249553750001,12,2
2022-03-22,2.9072154055781256,9,5
2022-03-23,4.959090651807813,7,1
2022-03-24,6.824115017314062,11,0
2022-03-25,-1.4754671922421876,6,2
2022-03-26,-0.8174725382374994,5,8
2022-03-27,-0.5589692027156241,3,0
2022-03-28,1.6076955762500014,15,0
2022-03-29,3.4807409488906256,4,0
2022-03-30,6.241076502685938,21,0
2022-03-31,0.8832451417624996,28,0
2022-04-01,8.202735380659375,19,1
2022-04-02,-1.3715743202875004,0,0
2022-04-03,-0.6974285249999995,0,1
2022-04-04,1.5145223075000005,16,0
2022-04-05,1.426158501468751,19,5
2022-04-06,3.4058983941156256,21,0
2022-04-07,5.211780893746875,10,0
2022-04-08,2.9439031399671873,11,7
2022-04-09,-0.9604710222125001,1,0
2022-04-10,-0.5677971978234371,0,1
2022-04-11,4.6490465825000005,22,2
2022-04-12,1.2266774314687505,15,1
2022-04-13,0.35125180889687535,16,2
2022-04-14,2.4932188153656254,13,5
2022-04-15,0.3593074267625005,15,0
2022-04-16,-0.47407511727812457,9,5
2022-04-17,-0.2828014726437496,1,4
2022-04-18,-0.1883967562499995,3,5
2022-04-19,3.8477962799218757,9,0
2022-04-20,1.4721726275390625,6,0
2022-04-21,7.5471908806625,11,0
2022-04-22,1.9478025121671867,10,0
2022-04-23,-0.8344148706234377,1,4
2022-04-24,-0.4771908525359374,2,0
2022-04-25,5.664318450000001,31,0
2022-04-26,5.138379690000001,16,1
2022-04-27,2.9158930054375,28,5
2022-04-28,3.978032356325,23,7
2022-04-29,3.898399702053125,9,0
2022-04-30,-0.15557125933437455,5,0
2022-05-01,-0.751019132607812,3,0
2022-05-02,-0.500813752499999,12,0
2022-05-03,7.610983644406251,11,1
2022-05-04,0.8807659091906253,3,0
2022-05-05,8.213938338971875,9,0
2022-05-06,0.6319325310281243,2,2
2022-05-07,-0.9282295240078122,4,0
2022-05-08,-0.568321575695312,2,6
2022-05-09,0.6111090474640636,4,2
2022-05-10,2.598550655000001,7,0
2022-05-11,3.4055744908750007,7,1
2022-05-12,2.22400526243125,10,0
2022-05-13,0.28873758528749993,11,2
2022-05-14,-0.5218305488546873,3,4
2022-05-15,-0.2914599675718746,1,3
2022-05-16,7.794465766250001,5,4
2022-05-17,1.0354897982343747,29,1
2022-05-18,1.3029186359171874,5,5
2022-05-19,8.372087089079688,15,0
2022-05-20,5.714305954559375,5,0
2022-05-21,-1.3670238706234379,3,1
2022-05-22,-0.7587534525359373,31,0
2022-05-23,6.467230405000001,27,0
2022-05-24,3.8852538283750007,14,1
2022-05-25,3.8452097986812506,5,5
2022-05-26,-0.15241168485312517,12,1
2022-05-27,3.2072941040375005,12,5
2022-05-28,-0.9461976139328119,1,1
2022-05-29,-0.5433223052515616,20,3
2022-05-30,8.64128781375,10,3
2022-05-31,4.812976515140625,10,8
2022-06-01,9.755268973420312,9,4
2022-06-02,8.219922425992186,8,0
2022-06-03,2.052100139304687,4,1
2022-06-04,-1.4791978545984374,2,1
2022-06-05,-0.9410415226437487,1,1
2022-06-06,0.3232754087500018,16,2
2022-06-07,4.358723367859376,7,2
2022-06-08,2.0038826653328132,20,3
2022-06-09,5.1272704291125,7,0
2022-06-10,-1.1306077930515626,9,0
2022-06-11,-0.5971910274218746,4,0
2022-06-12,-0.3603286726437495,1,3
2022-06-13,8.75077099125,17,4
2022-06-14,-0.10122333176562526,17,3
2022-06-15,0.32650641863593766,11,2
2022-06-16,0.4612386207734376,16,7
2022-06-17,-0.44206893570156175,7,0
2022-06-18,-0.2896063652156244,3,0
2022-06-19,-0.18373736249999953,7,0
2022-06-20,1.8502154712500005,17,0
2022-06-21,5.673512724109375,16,0
2022-06-22,6.200586305410937,13,0
2022-06-23,0.9439391381984368,20,0
2022-06-24,1.2547078344484373,35,1
2022-06-25,-0.6541073525359373,5,1
2022-06-26,-0.4146620249999992,13,1
2022-06-27,1.6876982825000009,47,1
2022-06-28,1.5486086089687505,29,4
2022-06-29,2.4995790180843755,40,0
2022-06-30,3.387117276175,21,1
2022-07-01,4.266559013717187,3,0
2022-07-02,-0.8749928311031253,3,0
2022-07-03,-0.4763427300718748,1,0
2022-07-04,1.6779883325000005,6,0
2022-07-05,2.5514104439687504,18,0
2022-07-06,1.4075527801468752,28,0
2022-07-07,1.45231250838125,13,0
2022-07-08,2.464236709079688,28,0
2022-07-09,-0.6226579752218748,9,1
2022-07-10,-0.3499935376796871,2,0
2022-07-11,1.7792680700000003,29,0
2022-07-12,2.62703726021875,21,0
2022-07-13,1.46763568838125,101,1
2022-07-14,2.5019933863609376,20,0
2022-07-15,2.4139595801468747,13,0
2022-07-16,0.3682763558812501,4,0
2022-07-17,-0.46169583260781233,1,0
2022-07-18,4.71360557,52,0
2022-07-19,8.282420510218751,28,0
2022-07-20,10.69881117588125,29,0
2022-07-21,-0.8807170598890637,23,0
2022-07-22,3.9082417546312502,19,0
2022-07-23,-0.21854144290468724,1,0
2022-07-24,-0.8470756831234361,1,0
2022-07-25,8.416111053714063,12,0
2022-07-26,4.646441768671876,15,1
2022-07-27,3.6193583026796876,23,0
2022-07-28,1.6900700622390625,17,0
2022-07-29,0.9390524628031256,13,0
2022-07-30,-0.8138598638640618,3,0
2022-07-31,-0.5455336881953115,8,1
2022-08-01,2.6132145562140634,13,1
2022-08-02,2.391837692859376,12,0
2022-08-03,6.304812430332813,15,3
2022-08-04,2.9216602059562495,17,0
2022-08-05,0.04462590577343728,13,0
2022-08-06,-0.6341709336390624,3,0
2022-08-07,-0.4082714925718743,8,1
2022-08-08,2.703265623750001,22,0
2022-08-09,1.4607503847031253,17,0
2022-08-10,5.4646778295953125,18,0
2022-08-11,10.074788453782812,22,0
2022-08-12,2.402853583935937,21,0
2022-08-13,-1.1988389731593754,3,3
2022-08-14,-0.6975933900359372,2,1
2022-08-15,6.502406886250001,10,0
2022-08-16,1.9102013434531258,18,0
2022-08-17,4.064855501360938,6,0
2022-08-18,3.916613708084375,7,0
2022-08-19,5.8448431566125,1,3
2022-08-20,-1.3729653799578125,4,0
2022-08-21,-0.7348922476437494,7,0
2022-08-22,0.49946183875000083,24,1
2022-08-23,1.5087094076406262,24,0
2022-08-24,4.433407299451563,23,0
2022-08-25,4.160859308564063,12,0
2022-08-26,2.0298457984921874,26,1
2022-08-27,0.16608579621093744,2,0
2022-08-28,-0.5849999802515621,7,4
2022-08-29,3.6481860287500005,12,3
2022-08-30,2.3313629819843755,15,2
2022-08-31,0.30217322768281274,11,1
2022-09-01,1.4752894611000003,7,3
2022-09-02,2.450571070992188,5,1
2022-09-03,-0.6267473979765622,3,1
2022-09-04,-0.34842567062343716,1,0
2022-09-05,0.7647985749640629,12,0
2022-09-06,1.7210626466875005,21,1
2022-09-07,6.606931679559375,18,0
2022-09-08,5.085061699376562,41,2
2022-09-09,2.946520932682812,11,0
2022-09-10,-0.9724443941187504,0,0
2022-09-11,-0.566229570107812,1,0
2022-09-12,3.6117900287500007,16,0
2022-09-13,3.2967597069843757,15,2
2022-09-14,5.171369572682813,15,4
2022-09-15,1.9030138763187499,16,5
2022-09-16,6.072773369154688,19,0
2022-09-17,-0.2417833672781251,0,0
2022-09-18,-0.7751854601437496,5,3
2022-09-19,4.499789165000001,32,1
2022-09-20,2.1168921379375005,15,0
2022-09-21,9.16360337279375,22,0
2022-09-22,4.4899627855125,23,5
2022-09-23,3.5912715594874998,15,5
2022-09-24,-1.3008396949671877,3,0
2022-09-25,-0.7851455932671866,2,0
2022-09-26,0.4690041287140637,16,3
2022-09-27,3.4872442211718764,32,2
2022-09-28,4.213808010773438,36,0
2022-09-29,0.038248072235937625,31,3
2022-09-30,3.343470615296875,37,0
2022-10-01,-0.7845014302937499,18,0
2022-10-02,-0.4314357751796869,8,1
2022-10-03,0.7210120037500005,10,0
2022-10-04,4.681480089484376,13,6
2022-10-05,4.275230401651562,10,3
2022-10-06,0.10132127852812478,25,0
2022-10-07,3.4159001393046875,19,0
2022-10-08,-0.7536013545984375,2,0
2022-10-09,-0.4391536726437494,4,0
2022-10-10,5.707849991250001,22,0
2022-10-11,5.170386393234375,31,1
2022-10-12,0.9406620886359374,13,0
2022-10-13,2.2054224259921877,47,0
2022-10-14,5.219087639304687,14,1
2022-10-15,-1.0593476045984374,16,0
2022-10-16,-0.6060929851437495,6,0
2022-10-17,1.5892447475000007,24,0
2022-10-18,8.477378669406251,47,0
2022-10-19,0.7438230766906249,35,1
2022-10-20,6.156217095003125,39,0
2022-10-21,-0.19988982161875035,42,0
2022-10-22,-0.7728024357015619,25,0
2022-10-23,-0.5075928902156244,14,0
2022-10-24,5.653983495000001,55,1
2022-10-25,7.121216332718751,58,1
2022-10-26,3.6966492477874997,17,5
2022-10-27,1.7834558148953121,39,0
2022-10-28,0.028155407568750013,48,2
2022-10-29,-0.7078607807671867,16,0
2022-10-30,0.5498825724640635,20,0
2022-10-31,0.5570704725000009,23,0
2022-11-01,2.5740177394062504,8,1
2022-11-02,1.3884891119093754,25,0
2022-11-03,7.454362013384375,37,0
2022-11-04,3.905927852023437,16,0
2022-11-05,-1.0430311331234379,1,0
2022-11-06,-0.5753298112859374,6,0
2022-11-07,6.599818453234375,19,0
2022-11-08,5.990181220698438,20,0
