,saltstack/salt,ansible/ansible,cfengine/core
2020-08-12,2,8,1
2020-08-13,27,3,0
2020-08-14,3,3,0
2020-08-15,0,0,0
2020-08-16,0,0,0
2020-08-17,0,16,6
2020-08-18,5,16,12
2020-08-19,2,7,3
2020-08-20,3,5,2
2020-08-21,11,9,27
2020-08-22,0,1,0
2020-08-23,0,0,1
2020-08-24,118,4,1
2020-08-25,6,6,1
2020-08-26,23,6,3
2020-08-27,4,8,7
2020-08-28,2,1,3
2020-08-29,0,0,0
2020-08-30,0,0,0
2020-08-31,6,7,0
2020-09-01,8,8,0
2020-09-02,14,10,4
2020-09-03,5,5,2
2020-09-04,29,2,0
2020-09-05,0,2,0
2020-09-06,0,0,0
2020-09-07,0,0,22
2020-09-08,28,1,17
2020-09-09,57,5,1
2020-09-10,8,4,2
2020-09-11,0,1,8
2020-09-12,0,1,0
2020-09-13,0,0,0
2020-09-14,35,3,2
2020-09-15,12,11,2
2020-09-16,3,2,1
2020-09-17,1,9,0
2020-09-18,1,0,0
2020-09-19,0,0,0
2020-09-20,0,0,0
2020-09-21,2,4,1
2020-09-22,1,11,3
2020-09-23,13,2,14
2020-09-24,6,15,3
2020-09-25,42,12,0
2020-09-26,3,0,0
2020-09-27,3,0,0
2020-09-28,7,7,0
2020-09-29,47,6,0
2020-09-30,122,9,0
2020-10-01,50,7,0
2020-10-02,13,11,0
2020-10-03,2,0,0
2020-10-04,2,0,0
2020-10-05,78,3,1
2020-10-06,5,9,5
2020-10-07,65,4,8
2020-10-08,57,4,3
2020-10-09,2,4,5
2020-10-10,1,0,0
2020-10-11,0,1,0
2020-10-12,0,4,16
2020-10-13,12,3,10
2020-10-14,0,4,5
2020-10-15,0,3,1
2020-10-16,0,0,8
2020-10-17,3,0,0
2020-10-18,1,0,0
2020-10-19,9,5,2
2020-10-20,1,5,6
2020-10-21,0,0,6
2020-10-22,0,3,9
2020-10-23,0,5,20
2020-10-24,0,0,5
2020-10-25,0,0,0
2020-10-26,0,3,4
2020-10-27,0,7,1
2020-10-28,4,3,1
2020-10-29,3,1,0
2020-10-30,0,6,0
2020-10-31,0,1,0
2020-11-01,0,0,0
2020-11-02,0,6,2
2020-11-03,1,4,0
2020-11-04,4,10,2
2020-11-05,21,9,5
2020-11-06,3,3,1
2020-11-07,0,0,0
2020-11-08,0,0,0
2020-11-09,20,11,0
2020-11-10,13,9,0
2020-11-11,7,3,5
2020-11-12,19,4,2
2020-11-13,2,2,4
2020-11-14,12,0,0
2020-11-15,0,0,0
2020-11-16,8,1,6
2020-11-17,0,6,1
2020-11-18,5,3,5
2020-11-19,0,5,8
2020-11-20,2,2,6
2020-11-21,0,0,0
2020-11-22,0,0,0
2020-11-23,8,3,1
2020-11-24,16,0,3
2020-11-25,1,0,3
2020-11-26,0,0,5
2020-11-27,4,0,2
2020-11-28,0,0,0
2020-11-29,1,0,0
2020-11-30,15,5,5
2020-12-01,12,5,1
2020-12-02,5,6,0
2020-12-03,18,12,0
2020-12-04,9,4,0
2020-12-05,2,1,0
2020-12-06,12,0,0
2020-12-07,1,3,9
2020-12-08,0,10,8
2020-12-09,7,6,3
2020-12-10,63,2,5
2020-12-11,7,1,1
2020-12-12,1,0,0
2020-12-13,1,0,1
2020-12-14,3,3,1
2020-12-15,2,7,1
2020-12-16,21,2,6
2020-12-17,0,6,1
2020-12-18,1,9,1
2020-12-19,0,0,0
2020-12-20,0,0,1
2020-12-21,52,2,7
2020-12-22,0,1,3
2020-12-23,0,0,0
2020-12-24,0,0,0
2020-12-25,0,0,0
2020-12-26,4,0,0
2020-12-27,0,0,0
2020-12-28,6,0,0
2020-12-29,0,0,1
2020-12-30,2,0,0
2020-12-31,1,0,0
2021-01-01,0,0,0
2021-01-02,3,0,0
2021-01-03,1,0,0
2021-01-04,6,4,3
2021-01-05,63,5,3
2021-01-06,5,7,2
2021-01-07,11,8,2
2021-01-08,35,6,5
2021-01-09,3,0,2
2021-01-10,1,0,0
2021-01-11,8,6,7
2021-01-12,14,1,3
2021-01-13,32,6,2
2021-01-14,0,10,4
2021-01-15,14,1,1
2021-01-16,0,0,0
2021-01-17,2,0,0
2021-01-18,0,5,1
2021-01-19,46,2,1
2021-01-20,2,4,3
2021-01-21,1,4,6
2021-01-22,37,5,0
2021-01-23,4,1,0
2021-01-24,0,0,0
2021-01-25,4,4,8
2021-01-26,0,4,1
2021-01-27,9,7,3
2021-01-28,0,9,4
2021-01-29,5,0,10
2021-01-30,3,0,0
2021-01-31,0,0,0
2021-02-01,189,5,8
2021-02-02,27,8,6
2021-02-03,74,2,2
2021-02-04,20,7,2
2021-02-05,14,7,2
2021-02-06,0,0,0
2021-02-07,0,0,0
2021-02-08,7,1,1
2021-02-09,32,8,3
2021-02-10,46,4,2
2021-02-11,119,7,2
2021-02-12,10,13,3
2021-02-13,3,3,0
2021-02-14,0,0,0
2021-02-15,2,1,2
2021-02-16,35,1,1
2021-02-17,9,2,0
2021-02-18,15,8,0
2021-02-19,43,0,1
2021-02-20,6,0,0
2021-02-21,2,0,0
2021-02-22,36,1,0
2021-02-23,16,7,0
2021-02-24,56,2,13
2021-02-25,26,4,0
2021-02-26,41,1,2
2021-02-27,8,0,0
2021-02-28,0,1,0
2021-03-01,171,8,7
2021-03-02,16,8,4
2021-03-03,21,9,0
2021-03-04,14,2,6
2021-03-05,68,2,1
2021-03-06,4,0,0
2021-03-07,0,0,0
2021-03-08,0,1,3
2021-03-09,0,1,2
2021-03-10,1,2,10
2021-03-11,0,11,14
2021-03-12,0,2,2
2021-03-13,0,2,0
2021-03-14,0,0,0
2021-03-15,0,4,4
2021-03-16,8,2,0
2021-03-17,16,5,0
2021-03-18,2,10,1
2021-03-19,18,2,5
2021-03-20,0,3,0
2021-03-21,0,0,0
2021-03-22,7,1,4
2021-03-23,0,7,9
2021-03-24,2,6,1
2021-03-25,9,10,5
2021-03-26,1,4,2
2021-03-27,0,1,2
2021-03-28,0,1,0
2021-03-29,2,3,8
2021-03-30,19,8,4
2021-03-31,10,1,5
2021-04-01,14,2,0
2021-04-02,23,0,1
2021-04-03,0,0,0
2021-04-04,0,0,0
2021-04-05,13,4,1
2021-04-06,10,10,2
2021-04-07,8,2,9
2021-04-08,3,6,2
2021-04-09,1,1,0
2021-04-10,0,4,0
2021-04-11,1,1,0
2021-04-12,0,6,0
2021-04-13,9,17,8
2021-04-14,1,1,2
2021-04-15,6,11,9
2021-04-16,3,9,3
2021-04-17,0,2,2
2021-04-18,0,0,1
2021-04-19,0,4,8
2021-04-20,0,19,5
2021-04-21,26,8,0
2021-04-22,4,5,0
2021-04-23,0,8,0
2021-04-24,0,0,0
2021-04-25,0,0,0
2021-04-26,3,6,1
2021-04-27,2,17,9
2021-04-28,6,15,2
2021-04-29,11,10,3
2021-04-30,12,7,1
2021-05-01,0,2,0
2021-05-02,0,0,0
2021-05-03,3,0,4
2021-05-04,3,11,3
2021-05-05,29,4,2
2021-05-06,4,16,10
2021-05-07,3,9,1
2021-05-08,0,1,0
2021-05-09,0,0,4
2021-05-10,0,6,3
2021-05-11,1,13,1
2021-05-12,9,6,11
2021-05-13,1,4,5
2021-05-14,1,7,3
2021-05-15,0,1,1
2021-05-16,0,0,0
2021-05-17,0,7,3
2021-05-18,1,9,4
2021-05-19,4,4,6
2021-05-20,0,2,11
2021-05-21,0,1,6
2021-05-22,0,0,0
2021-05-23,0,0,0
2021-05-24,1,6,2
2021-05-25,3,12,8
2021-05-26,6,4,11
2021-05-27,3,11,4
2021-05-28,5,0,11
2021-05-29,0,0,0
2021-05-30,0,0,0
2021-05-31,4,2,11
2021-06-01,3,10,4
2021-06-02,9,2,3
2021-06-03,1,12,14
2021-06-04,4,8,11
2021-06-05,0,0,0
2021-06-06,0,0,0
2021-06-07,0,3,1
2021-06-08,0,2,1
2021-06-09,3,4,2
2021-06-10,1,6,2
2021-06-11,0,5,3
2021-06-12,0,1,0
2021-06-13,0,0,0
2021-06-14,0,5,0
2021-06-15,2,3,1
2021-06-16,0,16,3
2021-06-17,0,4,3
2021-06-18,1,1,0
2021-06-19,0,1,0
2021-06-20,0,0,0
2021-06-21,4,3,0
2021-06-22,1,10,0
2021-06-23,7,6,14
2021-06-24,11,3,0
2021-06-25,3,3,1
2021-06-26,0,0,0
2021-06-27,0,0,0
2021-06-28,22,1,2
2021-06-29,2,3,1
2021-06-30,24,2,1
2021-07-01,0,1,4
2021-07-02,0,0,2
2021-07-03,0,0,0
2021-07-04,0,0,0
2021-07-05,0,0,6
2021-07-06,33,3,0
2021-07-07,12,1,0
2021-07-08,4,5,0
2021-07-09,11,3,0
2021-07-10,0,0,0
2021-07-11,0,0,0
2021-07-12,4,1,1
2021-07-13,16,0,1
2021-07-14,5,3,1
2021-07-15,3,4,0
2021-07-16,2,0,0
2021-07-17,0,0,0
2021-07-18,0,0,0
2021-07-19,11,1,0
2021-07-20,13,1,1
2021-07-21,23,5,0
2021-07-22,1,0,2
2021-07-23,63,1,2
2021-07-24,0,0,0
2021-07-25,0,0,0
2021-07-26,6,1,2
2021-07-27,3,0,1
2021-07-28,2,1,5
2021-07-29,13,6,3
2021-07-30,3,3,2
2021-07-31,0,0,0
2021-08-01,0,1,0
2021-08-02,13,1,3
2021-08-03,8,4,2
2021-08-04,15,3,4
2021-08-05,0,5,3
2021-08-06,4,3,0
2021-08-07,9,0,0
2021-08-08,0,0,0
2021-08-09,2,4,2
2021-08-10,7,3,3
2021-08-11,9,7,1
2021-08-12,8,13,0
2021-08-13,0,0,1
2021-08-14,1,0,0
2021-08-15,0,0,0
2021-08-16,8,1,2
2021-08-17,14,1,3
2021-08-18,6,0,3
2021-08-19,32,4,1
2021-08-20,0,3,4
2021-08-21,0,0,0
2021-08-22,0,0,0
2021-08-23,1,1,2
2021-08-24,74,4,0
2021-08-25,4,3,1
2021-08-26,23,2,2
2021-08-27,15,2,1
2021-08-28,0,0,0
2021-08-29,0,0,0
2021-08-30,5,7,1
2021-08-31,0,2,0
2021-09-01,1,8,0
2021-09-02,1,3,1
2021-09-03,2,2,1
2021-09-04,0,0,0
2021-09-05,0,0,0
2021-09-06,0,0,0
2021-09-07,0,1,0
2021-09-08,11,0,0
2021-09-09,1,4,0
2021-09-10,1,4,0
2021-09-11,0,0,0
2021-09-12,0,0,0
2021-09-13,2,1,0
2021-09-14,1,5,0
2021-09-15,8,0,0
2021-09-16,0,5,2
2021-09-17,0,9,0
2021-09-18,0,0,0
2021-09-19,0,0,0
2021-09-20,5,2,1
2021-09-21,50,8,0
2021-09-22,6,5,3
2021-09-23,18,7,0
2021-09-24,31,22,2
2021-09-25,8,0,0
2021-09-26,42,0,0
2021-09-27,10,3,1
2021-09-28,0,3,0
2021-09-29,0,1,1
2021-09-30,1,11,0
2021-10-01,0,3,0
2021-10-02,0,0,0
2021-10-03,0,0,0
2021-10-04,0,5,0
2021-10-05,3,3,4
2021-10-06,0,3,0
2021-10-07,0,6,4
2021-10-08,2,8,1
2021-10-09,0,0,0
2021-10-10,0,0,0
2021-10-11,2,15,0
2021-10-12,1,11,0
2021-10-13,25,2,4
2021-10-14,2,13,2
2021-10-15,0,5,5
2021-10-16,0,0,0
2021-10-17,0,0,0
2021-10-18,0,5,0
2021-10-19,4,7,1
2021-10-20,10,2,4
2021-10-21,10,5,3
2021-10-22,33,0,1
2021-10-23,0,0,0
2021-10-24,0,0,0
2021-10-25,1,3,4
2021-10-26,1,5,8
2021-10-27,0,6,2
2021-10-28,4,2,4
2021-10-29,2,8,0
2021-10-30,0,0,0
2021-10-31,0,0,0
2021-11-01,0,7,0
2021-11-02,2,6,0
2021-11-03,1,3,1
2021-11-04,1,6,1
2021-11-05,0,1,2
2021-11-06,0,0,0
2021-11-07,0,0,0
2021-11-08,1,4,0
2021-11-09,19,7,0
2021-11-10,5,1,1
2021-11-11,3,5,1
2021-11-12,1,2,2
2021-11-13,0,1,0
2021-11-14,0,0,0
2021-11-15,5,5,0
2021-11-16,1,3,3
2021-11-17,2,2,0
2021-11-18,2,2,1
2021-11-19,0,3,6
2021-11-20,2,2,0
2021-11-21,0,0,0
2021-11-22,2,3,5
2021-11-23,3,1,0
2021-11-24,2,0,6
2021-11-25,0,0,1
2021-11-26,0,0,1
2021-11-27,0,0,0
2021-11-28,0,0,0
2021-11-29,2,2,0
2021-11-30,1,4,1
2021-12-01,3,2,2
2021-12-02,6,10,1
2021-12-03,1,0,1
2021-12-04,0,0,0
2021-12-05,0,0,0
2021-12-06,0,2,2
2021-12-07,8,4,0
2021-12-08,13,6,0
2021-12-09,1,8,0
2021-12-10,2,6,1
2021-12-11,1,0,0
2021-12-12,0,0,0
2021-12-13,29,2,0
2021-12-14,13,10,0
2021-12-15,5,0,2
2021-12-16,28,0,0
2021-12-17,1,1,1
2021-12-18,0,0,0
2021-12-19,0,0,0
2021-12-20,0,6,0
2021-12-21,8,2,0
2021-12-22,3,1,0
2021-12-23,0,3,0
2021-12-24,0,0,0
2021-12-25,0,0,0
2021-12-26,0,0,0
2021-12-27,0,0,0
2021-12-28,0,0,0
2021-12-29,0,1,1
2021-12-30,0,0,0
2021-12-31,0,0,0
2022-01-01,0,0,0
2022-01-02,0,0,0
2022-01-03,0,0,1
2022-01-04,4,3,1
2022-01-05,0,4,1
2022-01-06,10,5,1
2022-01-07,0,12,7
2022-01-08,0,0,0
2022-01-09,0,0,0
2022-01-10,10,5,1
2022-01-11,8,8,0
2022-01-12,1,6,1
2022-01-13,64,5,2
2022-01-14,8,2,2
2022-01-15,3,0,0
2022-01-16,0,0,0
2022-01-17,5,0,0
2022-01-18,9,6,3
2022-01-19,19,2,1
2022-01-20,15,2,0
2022-01-21,16,7,2
2022-01-22,0,0,0
2022-01-23,0,0,0
2022-01-24,0,4,1
2022-01-25,5,3,0
2022-01-26,6,9,5
2022-01-27,4,4,1
2022-01-28,5,5,0
2022-01-29,0,0,0
2022-01-30,0,0,0
2022-01-31,8,5,0
2022-02-01,6,4,0
2022-02-02,12,1,0
2022-02-03,5,18,0
2022-02-04,23,3,0
2022-02-05,0,0,0
2022-02-06,0,0,0
2022-02-07,7,9,1
2022-02-08,49,6,3
2022-02-09,10,2,1
2022-02-10,10,2,2
2022-02-11,9,5,0
2022-02-12,1,0,0
2022-02-13,1,0,0
2022-02-14,0,3,0
2022-02-15,13,3,2
2022-02-16,5,2,1
2022-02-17,0,8,0
2022-02-18,10,4,0
2022-02-19,0,0,0
2022-02-20,4,0,0
2022-02-21,0,1,2
2022-02-22,7,7,1
2022-02-23,31,11,1
2022-02-24,16,8,0
2022-02-25,17,2,1
2022-02-26,0,0,0
2022-02-27,4,0,0
2022-02-28,7,8,1
2022-03-01,3,2,0
2022-03-02,11,6,0
2022-03-03,0,6,6
2022-03-04,1,5,0
2022-03-05,0,1,0
2022-03-06,0,0,0
2022-03-07,7,5,6
2022-03-08,21,5,9
2022-03-09,6,5,2
2022-03-10,2,3,0
2022-03-11,1,3,1
2022-03-12,0,0,0
2022-03-13,0,0,0
2022-03-14,0,1,6
2022-03-15,2,1,1
2022-03-16,13,1,0
2022-03-17,5,6,1
2022-03-18,9,0,0
2022-03-19,0,0,0
2022-03-20,0,0,0
2022-03-21,5,2,0
2022-03-22,11,2,0
2022-03-23,8,6,5
2022-03-24,0,9,0
2022-03-25,1,2,3
2022-03-26,0,1,0
2022-03-27,0,0,0
2022-03-28,5,7,2
2022-03-29,1,4,0
2022-03-30,5,5,1
2022-03-31,0,12,2
2022-04-01,0,4,11
2022-04-02,0,0,0
2022-04-03,0,0,0
2022-04-04,0,2,0
2022-04-05,1,5,0
2022-04-06,11,5,0
2022-04-07,34,6,0
2022-04-08,18,2,0
2022-04-09,0,0,0
2022-04-10,0,0,0
2022-04-11,19,4,0
2022-04-12,40,2,1
2022-04-13,0,4,0
2022-04-14,0,12,0
2022-04-15,0,1,0
2022-04-16,0,0,0
2022-04-17,0,0,0
2022-04-18,21,4,0
2022-04-19,7,3,0
2022-04-20,0,1,0
2022-04-21,2,6,1
2022-04-22,0,1,3
2022-04-23,0,0,0
2022-04-24,0,0,0
2022-04-25,0,7,1
2022-04-26,0,4,0
2022-04-27,0,7,0
2022-04-28,4,9,0
2022-04-29,0,7,0
2022-04-30,0,1,0
2022-05-01,0,0,0
2022-05-02,0,0,2
2022-05-03,5,2,1
2022-05-04,0,5,0
2022-05-05,7,6,0
2022-05-06,0,2,0
2022-05-07,0,0,0
2022-05-08,0,0,0
2022-05-09,0,2,1
2022-05-10,1,2,0
2022-05-11,0,7,0
2022-05-12,1,2,0
2022-05-13,24,2,0
2022-05-14,0,0,0
2022-05-15,0,0,0
2022-05-16,0,1,0
2022-05-17,1,10,0
2022-05-18,8,10,0
2022-05-19,12,5,0
2022-05-20,92,0,1
2022-05-21,0,0,0
2022-05-22,0,0,0
2022-05-23,9,4,0
2022-05-24,31,3,0
2022-05-25,13,7,0
2022-05-26,15,9,2
2022-05-27,0,3,5
2022-05-28,1,0,0
2022-05-29,0,0,0
2022-05-30,0,0,1
2022-05-31,3,4,1
2022-06-01,16,5,2
2022-06-02,44,8,3
2022-06-03,0,2,1
2022-06-04,0,0,0
2022-06-05,0,0,0
2022-06-06,1,8,1
2022-06-07,2,14,0
2022-06-08,3,8,0
2022-06-09,17,7,5
2022-06-10,5,1,4
2022-06-11,0,0,0
2022-06-12,1,0,0
2022-06-13,11,2,7
2022-06-14,10,1,0
2022-06-15,6,3,3
2022-06-16,5,8,0
2022-06-17,6,3,2
2022-06-18,6,3,0
2022-06-19,0,0,0
2022-06-20,0,0,0
2022-06-21,5,5,0
2022-06-22,5,1,2
2022-06-23,11,7,0
2022-06-24,2,3,0
2022-06-25,0,0,0
2022-06-26,0,0,0
2022-06-27,4,1,3
2022-06-28,11,3,2
2022-06-29,4,3,0
2022-06-30,13,9,0
2022-07-01,0,3,0
2022-07-02,0,0,0
2022-07-03,3,0,0
2022-07-04,0,0,2
2022-07-05,20,1,0
2022-07-06,9,0,0
2022-07-07,0,2,0
2022-07-08,7,0,0
2022-07-09,0,0,0
2022-07-10,1,0,0
2022-07-11,3,2,0
2022-07-12,4,9,0
2022-07-13,3,9,0
2022-07-14,5,4,0
2022-07-15,0,3,0
2022-07-16,0,0,0
2022-07-17,0,0,0
2022-07-18,2,2,1
2022-07-19,14,9,1
2022-07-20,7,7,5
2022-07-21,4,8,0
2022-07-22,11,0,0
2022-07-23,2,0,0
2022-07-24,0,0,0
2022-07-25,5,0,0
2022-07-26,6,3,1
2022-07-27,4,4,2
2022-07-28,8,11,2
2022-07-29,1,1,11
2022-07-30,0,0,0
2022-07-31,0,0,0
2022-08-01,6,1,4
2022-08-02,13,8,4
2022-08-03,5,4,0
2022-08-04,6,12,6
2022-08-05,1,2,0
2022-08-06,1,0,0
2022-08-07,0,0,0
2022-08-08,27,1,5
2022-08-09,2,3,6
2022-08-10,5,3,3
2022-08-11,2,23,1
2022-08-12,2,0,0
2022-08-13,0,0,0
2022-08-14,0,0,0
2022-08-15,1,3,4
2022-08-16,3,6,1
2022-08-17,13,8,1
2022-08-18,10,5,2
2022-08-19,5,4,1
2022-08-20,0,1,0
2022-08-21,0,0,0
2022-08-22,18,3,0
2022-08-23,7,2,0
2022-08-24,0,2,0
2022-08-25,3,6,0
2022-08-26,12,0,0
2022-08-27,0,0,0
2022-08-28,2,0,0
2022-08-29,7,2,0
2022-08-30,1,3,1
2022-08-31,8,1,1
2022-09-01,13,5,0
2022-09-02,12,2,1
2022-09-03,0,0,0
2022-09-04,0,0,0
2022-09-05,0,1,1
2022-09-06,7,6,2
2022-09-07,13,4,0
2022-09-08,8,7,0
2022-09-09,1,1,4
2022-09-10,2,0,0
2022-09-11,1,0,0
2022-09-12,14,1,0
2022-09-13,3,4,4
2022-09-14,12,5,2
2022-09-15,15,13,2
2022-09-16,3,2,0
2022-09-17,0,0,0
2022-09-18,1,0,0
2022-09-19,27,6,1
2022-09-20,22,5,8
2022-09-21,29,8,1
2022-09-22,34,2,2
2022-09-23,3,1,2
2022-09-24,1,0,0
2022-09-25,2,0,0
2022-09-26,38,3,1
2022-09-27,27,7,1
2022-09-28,23,6,1
2022-09-29,14,7,0
2022-09-30,31,4,0
2022-10-01,5,7,0
2022-10-02,0,0,0
2022-10-03,49,14,0
2022-10-04,15,10,0
2022-10-05,34,8,0
2022-10-06,44,5,0
2022-10-07,14,4,1
2022-10-08,5,0,0
2022-10-09,1,1,0
2022-10-10,23,5,1
2022-10-11,27,5,0
2022-10-12,24,3,0
2022-10-13,25,3,0
2022-10-14,10,4,0
2022-10-15,7,0,0
2022-10-16,3,0,0
2022-10-17,29,2,1
2022-10-18,16,1,0
2022-10-19,11,1,1
2022-10-20,23,11,0
2022-10-21,21,0,0
2022-10-22,6,0,0
2022-10-23,0,0,0
2022-10-24,11,4,0
2022-10-25,7,6,3
2022-10-26,13,5,4
2022-10-27,20,7,0
2022-10-28,17,1,0
2022-10-29,0,0,0
2022-10-30,0,0,0
2022-10-31,14,0,4
2022-11-01,31,9,5
2022-11-02,10,4,0
2022-11-03,12,4,0
2022-11-04,30,1,0
2022-11-05,0,0,0
2022-11-06,0,0,0
2022-11-07,12,3,2
2022-11-08,21,7,3
2022-11-09,20,3,2
2022-11-10,7,4,1
2022-11-11,0,1,2
2022-11-12,1,0,0
2022-11-13,3,0,0
2022-11-14,6,1,4
2022-11-15,5,5,1
2022-11-16,14,0,1
2022-11-17,4,10,1
2022-11-18,29,1,1
2022-11-19,0,0,0
2022-11-20,0,0,0
2022-11-21,7,1,2
2022-11-22,6,4,1
2022-11-23,1,3,0
2022-11-24,0,0,0
2022-11-25,0,0,0
2022-11-26,0,0,0
2022-11-27,0,0,0
2022-11-28,7,3,0
2022-11-29,30,10,0
2022-11-30,45,1,0
2022-12-01,6,2,0
2022-12-02,50,0,4
2022-12-03,0,0,0
2022-12-04,0,0,0
2022-12-05,24,4,1
2022-12-06,63,3,3
2022-12-07,35,1,0
2022-12-08,27,7,1
2022-12-09,32,2,0
2022-12-10,1,0,0
2022-12-11,0,0,0
2022-12-12,10,3,0
2022-12-13,2,3,1
2022-12-14,94,2,1
2022-12-15,5,2,8
2022-12-16,7,1,0
2022-12-17,1,1,0
2022-12-18,0,0,0
2022-12-19,1,0,0
2022-12-20,20,0,7
2022-12-21,12,0,0
2022-12-22,53,0,4
2022-12-23,8,0,0
2022-12-24,0,0,0
2022-12-25,5,0,0
2022-12-26,1,0,0
2022-12-27,1,1,0
2022-12-28,4,0,0
2022-12-29,3,0,2
2022-12-30,4,0,0
2022-12-31,1,0,0
2023-01-01,0,0,0
2023-01-02,0,0,1
2023-01-03,14,2,8
2023-01-04,9,3,2
2023-01-05,14,3,3
2023-01-06,16,2,1
2023-01-07,4,1,0
2023-01-08,2,0,0
2023-01-09,8,5,1
2023-01-10,13,7,0
2023-01-11,21,3,2
2023-01-12,7,4,2
2023-01-13,7,1,2
2023-01-14,1,0,0
2023-01-15,0,0,0
2023-01-16,2,1,0
2023-01-17,4,3,0
2023-01-18,19,1,1
2023-01-19,1,6,2
2023-01-20,2,2,0
2023-01-21,34,0,0
2023-01-22,0,0,0
2023-01-23,2,2,2
2023-01-24,4,4,1
2023-01-25,73,10,1
2023-01-26,13,8,0
2023-01-27,26,0,1
2023-01-28,0,0,0
2023-01-29,3,0,0
2023-01-30,12,6,2
2023-01-31,14,3,0
2023-02-01,5,3,0
2023-02-02,31,11,0
2023-02-03,2,13,1
2023-02-04,16,1,0
2023-02-05,6,0,0
2023-02-06,2,5,0
2023-02-07,10,5,0
2023-02-08,0,9,0
2023-02-09,15,6,0
2023-02-10,2,2,0
2023-02-11,0,0,0
2023-02-12,0,0,0
2023-02-13,1,4,1
2023-02-14,1,10,1
2023-02-15,19,2,0
2023-02-16,0,0,1
2023-02-17,9,1,0
2023-02-18,19,3,0
2023-02-19,0,0,0
2023-02-20,7,3,1
2023-02-21,1,10,0
2023-02-22,1,3,0
2023-02-23,14,11,1
2023-02-24,1,3,0
2023-02-25,0,0,0
2023-02-26,0,0,0
2023-02-27,1,3,0
2023-02-28,218,5,0
2023-03-01,13,3,0
2023-03-02,13,8,11
2023-03-03,0,4,2
2023-03-04,0,0,1
2023-03-05,0,0,0
2023-03-06,5,4,1
2023-03-07,5,7,0
2023-03-08,9,7,0
2023-03-09,12,2,0
2023-03-10,26,1,0
2023-03-11,2,0,0
2023-03-12,8,1,0
2023-03-13,2,1,0
