,grafana/grafana,netdata/netdata,cacti/cacti
2022-01-31,30,1,2
2022-02-01,22,2,0
2022-02-02,25,5,0
2022-02-03,33,3,2
2022-02-04,26,4,27
2022-02-05,1,1,3
2022-02-06,0,0,29
2022-02-07,25,2,0
2022-02-08,39,5,3
2022-02-09,40,2,2
2022-02-10,36,8,0
2022-02-11,33,6,0
2022-02-12,0,1,1
2022-02-13,0,0,6
2022-02-14,1,4,1
2022-02-15,27,4,15
2022-02-16,25,5,2
2022-02-17,30,11,0
2022-02-18,28,7,2
2022-02-19,2,2,13
2022-02-20,0,1,12
2022-02-21,17,10,35
2022-02-22,13,12,5
2022-02-23,20,7,8
2022-02-24,25,7,30
2022-02-25,22,6,2
2022-02-26,1,2,0
2022-02-27,0,1,27
2022-02-28,17,7,3
2022-03-01,18,7,18
2022-03-02,27,6,14
2022-03-03,33,8,4
2022-03-04,23,4,1
2022-03-05,0,0,0
2022-03-06,0,2,0
2022-03-07,8,4,0
2022-03-08,11,11,0
2022-03-09,11,9,2
2022-03-10,12,6,6
2022-03-11,11,6,11
2022-03-12,1,1,3
2022-03-13,0,1,7
2022-03-14,17,11,3
2022-03-15,18,12,25
2022-03-16,21,12,13
2022-03-17,19,7,4
2022-03-18,17,8,2
2022-03-19,1,1,3
2022-03-20,0,0,2
2022-03-21,25,5,1
2022-03-22,19,5,2
2022-03-23,22,7,0
2022-03-24,18,10,0
2022-03-25,12,3,2
2022-03-26,4,1,0
2022-03-27,0,0,0
2022-03-28,0,9,1
2022-03-29,23,4,4
2022-03-30,26,11,1
2022-03-31,31,11,2
2022-04-01,24,7,0
2022-04-02,2,1,24
2022-04-03,0,0,1
2022-04-04,28,7,0
2022-04-05,32,5,2
2022-04-06,35,7,1
2022-04-07,19,3,0
2022-04-08,22,3,0
2022-04-09,0,1,2
2022-04-10,0,0,0
2022-04-11,15,12,3
2022-04-12,33,8,6
2022-04-13,27,7,8
2022-04-14,23,3,16
2022-04-15,13,8,53
2022-04-16,0,1,8
2022-04-17,0,0,0
2022-04-18,4,2,3
2022-04-19,13,10,4
2022-04-20,41,11,4
2022-04-21,35,2,0
2022-04-22,22,2,0
2022-04-23,2,2,1
2022-04-24,2,1,4
2022-04-25,19,8,1
2022-04-26,22,4,0
2022-04-27,24,7,0
2022-04-28,38,8,0
2022-04-29,28,2,0
2022-04-30,0,1,1
2022-05-01,0,0,1
2022-05-02,22,15,2
2022-05-03,26,12,1
2022-05-04,31,8,1
2022-05-05,36,9,0
2022-05-06,24,5,1
2022-05-07,0,4,0
2022-05-08,1,1,1
2022-05-09,6,6,0
2022-05-10,4,8,0
2022-05-11,8,9,0
2022-05-12,13,5,0
2022-05-13,8,7,0
2022-05-14,0,3,0
2022-05-15,2,3,1
2022-05-16,28,11,0
2022-05-17,35,10,0
2022-05-18,29,7,1
2022-05-19,30,4,0
2022-05-20,27,7,0
2022-05-21,5,3,0
2022-05-22,4,1,0
2022-05-23,62,7,0
2022-05-24,36,10,0
2022-05-25,39,4,0
2022-05-26,36,4,0
2022-05-27,9,8,0
2022-05-28,1,2,0
2022-05-29,0,1,0
2022-05-30,24,3,0
2022-05-31,39,9,0
2022-06-01,35,7,0
2022-06-02,37,7,0
2022-06-03,32,4,0
2022-06-04,5,1,2
2022-06-05,3,0,0
2022-06-06,15,5,1
2022-06-07,33,4,0
2022-06-08,31,5,1
2022-06-09,38,3,1
2022-06-10,29,4,5
2022-06-11,3,1,5
2022-06-12,0,0,0
2022-06-13,32,4,1
2022-06-14,40,9,4
2022-06-15,24,7,1
2022-06-16,25,12,3
2022-06-17,34,8,42
2022-06-18,1,1,12
2022-06-19,0,0,34
2022-06-20,30,4,3
2022-06-21,30,3,6
2022-06-22,40,8,6
2022-06-23,29,4,2
2022-06-24,21,2,6
2022-06-25,1,2,0
2022-06-26,0,2,6
2022-06-27,29,9,0
2022-06-28,22,12,3
2022-06-29,34,8,0
2022-06-30,27,19,28
2022-07-01,2,4,2
2022-07-02,0,1,0
2022-07-03,0,0,1
2022-07-04,17,2,0
2022-07-05,14,6,1
2022-07-06,39,8,1
2022-07-07,46,8,1
2022-07-08,27,6,0
2022-07-09,1,2,0
2022-07-10,0,1,0
2022-07-11,19,6,3
2022-07-12,20,9,0
2022-07-13,20,8,0
2022-07-14,37,4,0
2022-07-15,22,2,0
2022-07-16,1,1,0
2022-07-17,1,0,0
2022-07-18,24,2,0
2022-07-19,37,3,3
2022-07-20,33,5,6
2022-07-21,22,4,0
2022-07-22,23,3,4
2022-07-23,7,1,0
2022-07-24,3,1,0
2022-07-25,31,3,0
2022-07-26,28,4,0
2022-07-27,32,4,0
2022-07-28,22,7,0
2022-07-29,18,5,0
2022-07-30,0,1,0
2022-07-31,0,0,1
2022-08-01,30,4,0
2022-08-02,30,5,0
2022-08-03,42,4,0
2022-08-04,18,7,0
2022-08-05,5,5,0
2022-08-06,0,2,0
2022-08-07,0,1,4
2022-08-08,30,2,0
2022-08-09,26,4,25
2022-08-10,37,3,6
2022-08-11,34,4,0
2022-08-12,26,3,4
2022-08-13,2,5,0
2022-08-14,0,1,1
2022-08-15,9,3,0
2022-08-16,21,4,0
2022-08-17,21,2,0
2022-08-18,27,8,2
2022-08-19,15,4,2
2022-08-20,0,1,0
2022-08-21,0,0,9
2022-08-22,30,4,5
2022-08-23,22,7,2
2022-08-24,26,3,2
2022-08-25,28,4,0
2022-08-26,34,3,0
2022-08-27,1,4,0
2022-08-28,1,1,0
2022-08-29,12,0,0
2022-08-30,19,0,0
2022-08-31,21,6,0
2022-09-01,28,6,0
2022-09-02,30,4,0
2022-09-03,0,2,0
2022-09-04,0,2,0
2022-09-05,24,3,0
2022-09-06,28,4,0
2022-09-07,23,9,0
2022-09-08,20,4,0
2022-09-09,34,2,1
2022-09-10,1,1,0
2022-09-11,0,0,2
2022-09-12,27,1,0
2022-09-13,22,2,0
2022-09-14,34,7,0
2022-09-15,23,2,1
2022-09-16,26,3,2
2022-09-17,1,1,0
2022-09-18,0,1,2
2022-09-19,35,5,2
2022-09-20,42,2,0
2022-09-21,40,7,0
2022-09-22,29,5,0
2022-09-23,29,3,0
2022-09-24,0,3,4
2022-09-25,0,1,0
2022-09-26,29,4,2
2022-09-27,47,2,0
2022-09-28,36,4,0
2022-09-29,23,2,3
2022-09-30,27,5,0
2022-10-01,1,1,1
2022-10-02,0,0,1
2022-10-03,23,3,3
2022-10-04,49,5,0
2022-10-05,32,4,7
2022-10-06,29,5,1
2022-10-07,28,2,27
2022-10-08,2,1,9
2022-10-09,0,3,1
2022-10-10,32,13,3
2022-10-11,47,7,0
2022-10-12,24,2,0
2022-10-13,25,9,0
2022-10-14,27,6,0
2022-10-15,3,1,6
2022-10-16,2,1,43
2022-10-17,31,8,12
2022-10-18,32,5,29
2022-10-19,42,3,4
2022-10-20,34,2,1
2022-10-21,25,4,0
2022-10-22,3,2,0
2022-10-23,0,3,0
2022-10-24,26,7,0
2022-10-25,31,9,2
2022-10-26,26,7,0
2022-10-27,31,4,0
2022-10-28,25,4,0
2022-10-29,0,2,0
2022-10-30,0,1,0
2022-10-31,27,8,2
2022-11-01,24,9,3
2022-11-02,32,6,8
2022-11-03,41,6,2
2022-11-04,28,2,2
2022-11-05,2,1,4
2022-11-06,1,0,36
2022-11-07,32,3,8
2022-11-08,40,3,3
2022-11-09,25,4,2
2022-11-10,26,5,0
2022-11-11,21,6,1
2022-11-12,2,1,51
2022-11-13,1,1,6
2022-11-14,16,4,3
2022-11-15,17,8,0
2022-11-16,30,3,4
2022-11-17,14,2,3
2022-11-18,26,8,2
2022-11-19,0,0,0
2022-11-20,0,2,7
2022-11-21,25,5,0
2022-11-22,38,6,0
2022-11-23,45,2,1
2022-11-24,29,3,10
2022-11-25,2,7,30
2022-11-26,0,1,47
2022-11-27,0,0,56
2022-11-28,32,6,6
2022-11-29,30,7,4
2022-11-30,47,2,11
2022-12-01,32,7,16
2022-12-02,27,6,4
2022-12-03,0,3,11
2022-12-04,1,1,12
2022-12-05,16,1,13
2022-12-06,17,5,4
2022-12-07,26,3,2
2022-12-08,24,3,6
2022-12-09,21,10,9
2022-12-10,1,1,4
2022-12-11,1,0,2
2022-12-12,31,1,6
2022-12-13,32,6,1
2022-12-14,41,8,3
2022-12-15,34,1,13
2022-12-16,15,3,0
2022-12-17,0,1,11
2022-12-18,0,0,10
2022-12-19,34,2,4
2022-12-20,30,2,1
2022-12-21,31,6,10
2022-12-22,23,9,2
2022-12-23,11,7,2
2022-12-24,0,1,0
2022-12-25,1,0,1
2022-12-26,5,0,0
2022-12-27,6,0,0
2022-12-28,5,1,0
2022-12-29,12,1,2
2022-12-30,4,0,1
2022-12-31,0,1,0
2023-01-01,0,1,14
2023-01-02,7,0,2
2023-01-03,21,1,3
2023-01-04,31,7,3
2023-01-05,22,3,4
2023-01-06,21,4,1
2023-01-07,2,1,2
2023-01-08,0,0,26
2023-01-09,25,2,0
2023-01-10,36,5,3
2023-01-11,32,6,0
2023-01-12,38,6,0
2023-01-13,44,11,2
2023-01-14,1,3,4
2023-01-15,0,0,0
2023-01-16,25,7,2
2023-01-17,39,10,2
2023-01-18,37,5,0
2023-01-19,38,4,6
2023-01-20,26,9,0
2023-01-21,2,1,0
2023-01-22,1,0,16
2023-01-23,48,3,0
2023-01-24,35,2,1
2023-01-25,44,10,0
2023-01-26,57,3,0
2023-01-27,60,4,0
2023-01-28,1,1,0
2023-01-29,0,0,0
2023-01-30,54,24,0
2023-01-31,43,7,0
2023-02-01,39,8,2
2023-02-02,47,11,0
2023-02-03,38,10,0
2023-02-04,0,1,0
2023-02-05,0,0,0
2023-02-06,26,10,0
2023-02-07,41,10,0
2023-02-08,26,22,0
2023-02-09,27,9,0
2023-02-10,25,12,0
2023-02-11,3,2,0
2023-02-12,2,6,0
2023-02-13,2,2,0
2023-02-14,4,8,0
2023-02-15,0,9,0
2023-02-16,4,7,0
2023-02-17,1,9,0
2023-02-18,1,1,0
2023-02-19,0,0,0
2023-02-20,15,9,0
2023-02-21,16,13,0
2023-02-22,27,7,0
2023-02-23,33,8,0
2023-02-24,24,5,1
2023-02-25,0,4,0
2023-02-26,0,6,0
2023-02-27,20,6,0
2023-02-28,30,14,0
2023-03-01,31,7,0
2023-03-02,31,6,0
2023-03-03,32,5,0
2023-03-04,1,1,0
2023-03-05,0,0,0
2023-03-06,40,1,0
2023-03-07,34,11,1
2023-03-08,48,9,0
2023-03-09,37,3,0
2023-03-10,31,5,1
2023-03-11,1,0,0
2023-03-12,1,0,0
2023-03-13,18,7,0
2023-03-14,25,7,1
2023-03-15,20,6,0
2023-03-16,26,10,0
2023-03-17,21,9,0
2023-03-18,0,1,0
2023-03-19,1,0,0
2023-03-20,36,5,0
2023-03-21,28,16,0
2023-03-22,41,6,0
2023-03-23,25,5,0
2023-03-24,0,1,0
2023-03-25,0,0,0
2023-03-26,0,0,6
2023-03-27,23,7,0
2023-03-28,38,5,0
2023-03-29,25,12,0
2023-03-30,43,5,0
2023-03-31,37,2,0
2023-04-01,1,1,15
2023-04-02,0,0,20
2023-04-03,39,3,9
2023-04-04,26,4,0
2023-04-05,35,3,0
2023-04-06,19,3,3
2023-04-07,12,6,4
2023-04-08,0,1,18
2023-04-09,1,1,0
2023-04-10,3,3,2
2023-04-11,33,5,0
2023-04-12,33,10,2
2023-04-13,47,4,0
2023-04-14,31,3,0
2023-04-15,2,0,0
2023-04-16,0,0,3
2023-04-17,29,4,11
2023-04-18,39,7,3
2023-04-19,30,3,0
2023-04-20,37,14,2
2023-04-21,37,5,1
2023-04-22,2,3,4
2023-04-23,0,2,14
2023-04-24,36,3,3
2023-04-25,37,8,1
2023-04-26,35,11,0
2023-04-27,56,7,1
2023-04-28,53,1,0
2023-04-29,1,0,2
2023-04-30,0,0,5
2023-05-01,13,2,1
2023-05-02,21,10,0
2023-05-03,33,5,3
2023-05-04,20,2,0
2023-05-05,27,4,1
2023-05-06,3,1,0
2023-05-07,1,1,1
2023-05-08,21,4,0
2023-05-09,35,4,0
2023-05-10,41,6,0
2023-05-11,25,7,0
2023-05-12,27,3,0
2023-05-13,0,1,0
2023-05-14,1,0,1
2023-05-15,27,4,1
2023-05-16,27,3,0
2023-05-17,22,7,0
2023-05-18,13,4,0
2023-05-19,0,3,0
2023-05-20,0,1,1
2023-05-21,0,0,0
2023-05-22,33,2,1
2023-05-23,21,3,0
2023-05-24,22,9,0
2023-05-25,35,3,0
2023-05-26,33,2,0
2023-05-27,0,2,0
2023-05-28,0,1,0
2023-05-29,8,3,3
2023-05-30,29,6,0
2023-05-31,20,5,3
2023-06-01,22,5,1
2023-06-02,27,4,0
2023-06-03,1,1,1
2023-06-04,0,0,0
2023-06-05,22,3,1
2023-06-06,31,4,3
2023-06-07,22,7,0
2023-06-08,31,7,0
2023-06-09,14,1,0
2023-06-10,1,1,0
2023-06-11,2,0,1
2023-06-12,23,4,16
2023-06-13,18,4,0
2023-06-14,31,5,0
2023-06-15,28,4,1
2023-06-16,36,5,0
2023-06-17,4,0,12
2023-06-18,0,0,0
2023-06-19,12,5,6
2023-06-20,27,8,0
2023-06-21,38,8,4
2023-06-22,26,4,0
2023-06-23,30,2,0
2023-06-24,0,1,3
2023-06-25,0,0,1
2023-06-26,26,6,0
2023-06-27,25,3,2
2023-06-28,34,9,0
2023-06-29,23,7,0
2023-06-30,15,6,0
2023-07-01,0,1,3
2023-07-02,0,0,0
2023-07-03,1,7,0
2023-07-04,21,6,1
2023-07-05,24,5,0
2023-07-06,20,11,0
2023-07-07,25,4,0
2023-07-08,0,1,1
2023-07-09,0,2,0
2023-07-10,20,7,0
2023-07-11,33,17,0
2023-07-12,31,14,0
2023-07-13,33,11,0
2023-07-14,32,10,0
2023-07-15,1,10,1
2023-07-16,1,5,5
2023-07-17,37,23,0
2023-07-18,44,37,0
2023-07-19,35,16,0
2023-07-20,21,22,0
2023-07-21,34,11,1
2023-07-22,0,3,4
2023-07-23,0,2,2
2023-07-24,39,18,4
2023-07-25,44,27,7
2023-07-26,39,27,1
2023-07-27,18,54,4
2023-07-28,25,37,1
2023-07-29,1,0,0
2023-07-30,0,1,0
2023-07-31,19,14,1
2023-08-01,28,34,0
2023-08-02,25,20,0
2023-08-03,34,17,0
2023-08-04,19,9,14
2023-08-05,0,2,1
2023-08-06,0,1,0
2023-08-07,11,7,0
2023-08-08,14,10,3
2023-08-09,13,8,0
2023-08-10,14,14,3
2023-08-11,8,6,4
2023-08-12,0,1,5
2023-08-13,1,1,3
2023-08-14,12,8,2
2023-08-15,13,6,1
2023-08-16,18,4,0
2023-08-17,21,14,0
2023-08-18,25,6,0
2023-08-19,0,1,4
2023-08-20,0,0,20
2023-08-21,14,13,0
2023-08-22,18,5,0
2023-08-23,23,3,0
2023-08-24,17,5,2
2023-08-25,24,5,0
2023-08-26,0,1,0
2023-08-27,1,0,0
2023-08-28,33,0,0
2023-08-29,31,0,0
2023-08-30,29,1,0
2023-08-31,27,4,0
2023-09-01,17,6,1
2023-09-02,0,1,0
2023-09-03,1,0,0
2023-09-04,19,2,0
2023-09-05,21,5,0
2023-09-06,29,3,10
2023-09-07,29,1,2
2023-09-08,16,3,0
2023-09-09,1,1,1
2023-09-10,0,0,0
2023-09-11,31,3,0
2023-09-12,37,8,0
2023-09-13,39,9,0
2023-09-14,30,9,0
2023-09-15,1,6,0
2023-09-16,0,3,0
2023-09-17,0,1,0
2023-09-18,33,6,0
2023-09-19,33,9,0
2023-09-20,30,7,0
2023-09-21,24,4,0
2023-09-22,33,2,0
2023-09-23,2,1,8
2023-09-24,0,0,1
2023-09-25,28,3,0
2023-09-26,26,11,1
2023-09-27,29,7,2
2023-09-28,40,4,1
2023-09-29,39,3,0
2023-09-30,0,1,13
2023-10-01,0,0,12
2023-10-02,26,20,8
2023-10-03,42,22,5
2023-10-04,44,8,6
2023-10-05,32,14,1
2023-10-06,31,11,1
2023-10-07,1,9,3
2023-10-08,0,11,0
2023-10-09,22,3,0
2023-10-10,36,9,0
2023-10-11,41,4,0
2023-10-12,46,1,0
2023-10-13,59,14,0
2023-10-14,1,10,11
2023-10-15,0,8,7
2023-10-16,21,11,0
2023-10-17,32,26,1
2023-10-18,18,24,0
2023-10-19,26,4,0
2023-10-20,23,12,0
2023-10-21,3,3,0
2023-10-22,0,2,0
2023-10-23,44,4,0
2023-10-24,40,5,0
2023-10-25,39,3,0
2023-10-26,28,4,0
2023-10-27,39,11,0
2023-10-28,1,8,7
2023-10-29,0,4,1
2023-10-30,33,7,4
2023-10-31,35,4,0
2023-11-01,32,8,0
2023-11-02,30,7,0
2023-11-03,30,9,0
2023-11-04,0,3,0
2023-11-05,0,2,3
2023-11-06,34,12,2
2023-11-07,34,13,0
2023-11-08,34,4,0
2023-11-09,26,10,0
2023-11-10,22,8,1
2023-11-11,0,3,0
2023-11-12,1,7,15
2023-11-13,24,9,17
2023-11-14,35,3,9
2023-11-15,42,6,1
2023-11-16,25,5,5
2023-11-17,29,7,7
2023-11-18,2,1,10
2023-11-19,0,0,15
2023-11-20,28,2,13
2023-11-21,34,7,0
2023-11-22,31,14,5
2023-11-23,23,5,13
2023-11-24,20,5,9
2023-11-25,0,1,3
2023-11-26,0,1,7
2023-11-27,21,7,4
2023-11-28,24,11,1
2023-11-29,44,9,0
2023-11-30,27,14,2
2023-12-01,19,6,3
2023-12-02,1,1,2
2023-12-03,1,2,1
2023-12-04,16,8,0
2023-12-05,15,9,2
2023-12-06,23,8,0
2023-12-07,23,11,3
2023-12-08,12,4,2
2023-12-09,0,1,0
2023-12-10,0,0,0
2023-12-11,25,6,0
2023-12-12,44,9,7
2023-12-13,28,8,0
2023-12-14,23,9,0
2023-12-15,27,5,0
2023-12-16,3,1,0
2023-12-17,2,1,0
2023-12-18,23,3,0
2023-12-19,27,4,0
2023-12-20,25,6,0
2023-12-21,15,10,0
2023-12-22,1,2,0
2023-12-23,1,1,0
2023-12-24,0,2,1
2023-12-25,0,1,0
2023-12-26,4,1,0
2023-12-27,5,8,0
2023-12-28,4,5,3
2023-12-29,6,14,0
2023-12-30,0,1,0
2023-12-31,0,0,1
2024-01-01,1,0,2
2024-01-02,16,2,0
2024-01-03,21,3,0
2024-01-04,32,10,1
2024-01-05,38,2,0
2024-01-06,1,3,2
2024-01-07,1,1,0
2024-01-08,26,3,0
2024-01-09,26,3,1
2024-01-10,28,6,0
2024-01-11,36,13,1
2024-01-12,33,8,0
2024-01-13,0,5,2
2024-01-14,0,3,0
2024-01-15,25,9,0
2024-01-16,41,2,0
2024-01-17,37,8,1
2024-01-18,39,5,0
2024-01-19,28,4,0
2024-01-20,2,3,0
2024-01-21,0,1,0
2024-01-22,37,4,0
2024-01-23,44,3,0
2024-01-24,34,6,0
2024-01-25,45,6,0
2024-01-26,41,3,0
2024-01-27,0,1,3
2024-01-28,1,0,2
2024-01-29,39,13,5
2024-01-30,38,7,0
2024-01-31,30,10,1
2024-02-01,46,16,0
2024-02-02,35,4,0
2024-02-03,1,5,4
2024-02-04,2,2,0
2024-02-05,33,14,1
2024-02-06,47,17,0
2024-02-07,42,6,2
2024-02-08,32,9,0
2024-02-09,35,2,0
2024-02-10,2,5,0
2024-02-11,1,2,0
2024-02-12,27,9,0
2024-02-13,26,3,0
2024-02-14,36,5,0
2024-02-15,33,3,0
2024-02-16,38,5,0
2024-02-17,3,1,0
2024-02-18,1,0,7
2024-02-19,9,2,1
2024-02-20,30,9,2
2024-02-21,30,3,2
2024-02-22,27,6,0
2024-02-23,37,1,1
2024-02-24,1,1,0
2024-02-25,1,4,0
2024-02-26,35,12,0
2024-02-27,33,5,1
2024-02-28,35,2,0
2024-02-29,31,4,0
2024-03-01,33,3,0
2024-03-02,1,4,0
2024-03-03,0,1,1
2024-03-04,28,6,1
2024-03-05,29,14,0
2024-03-06,32,12,0
2024-03-07,25,4,0
2024-03-08,2,4,0
2024-03-09,1,1,0
2024-03-10,0,0,1
2024-03-11,42,5,1
2024-03-12,42,3,0
2024-03-13,36,2,0
2024-03-14,30,8,0
2024-03-15,42,8,6
2024-03-16,3,1,0
2024-03-17,0,2,0
2024-03-18,42,4,7
2024-03-19,34,6,0
2024-03-20,31,9,0
2024-03-21,45,9,0
2024-03-22,57,9,0
2024-03-23,1,5,0
2024-03-24,1,2,1
2024-03-25,37,3,1
2024-03-26,33,22,0
2024-03-27,25,19,2
2024-03-28,35,4,0
2024-03-29,5,10,1
2024-03-30,2,1,0
2024-03-31,1,0,0
2024-04-01,1,8,0
2024-04-02,14,3,0
2024-04-03,67,3,0
2024-04-04,31,3,1
2024-04-05,32,4,8
2024-04-06,1,1,3
2024-04-07,0,0,4
2024-04-08,33,6,0
2024-04-09,29,9,0
2024-04-10,27,20,0
2024-04-11,32,17,0
2024-04-12,28,8,1
2024-04-13,0,3,0
2024-04-14,0,1,0
2024-04-15,40,3,12
2024-04-16,37,10,0
2024-04-17,44,14,0
2024-04-18,45,7,1
2024-04-19,44,8,1
2024-04-20,0,3,4
2024-04-21,1,5,0
2024-04-22,23,16,0
2024-04-23,35,18,0
2024-04-24,27,10,0
2024-04-25,28,5,0
2024-04-26,16,7,0
2024-04-27,1,1,0
2024-04-28,0,0,0
2024-04-29,55,2,0
2024-04-30,28,12,0
2024-05-01,20,12,0
2024-05-02,42,11,0
2024-05-03,37,4,0
2024-05-04,1,1,0
2024-05-05,1,0,0
2024-05-06,16,6,0
2024-05-07,23,6,0
2024-05-08,21,4,0
2024-05-09,25,8,0
2024-05-10,33,5,0
2024-05-11,2,3,0
2024-05-12,1,3,0
2024-05-13,37,2,0
2024-05-14,38,9,0
2024-05-15,31,11,1
2024-05-16,22,12,0
2024-05-17,3,12,0
2024-05-18,0,1,6
2024-05-19,0,5,0
2024-05-20,25,10,2
2024-05-21,23,9,0
2024-05-22,21,5,0
2024-05-23,20,6,0
2024-05-24,26,7,0
2024-05-25,0,1,1
2024-05-26,0,2,0
2024-05-27,19,9,0
2024-05-28,31,5,0
2024-05-29,27,4,0
2024-05-30,26,10,0
2024-05-31,22,7,0
2024-06-01,0,1,0
2024-06-02,1,0,0
2024-06-03,25,8,0
2024-06-04,34,11,0
2024-06-05,33,8,1
2024-06-06,37,9,1
2024-06-07,33,9,2
2024-06-08,0,1,0
2024-06-09,0,4,0
2024-06-10,27,2,0
2024-06-11,29,3,0
2024-06-12,24,5,0
2024-06-13,29,15,1
2024-06-14,29,13,0
2024-06-15,1,1,0
2024-06-16,0,5,2
2024-06-17,21,12,1
2024-06-18,29,13,0
2024-06-19,28,9,0
2024-06-20,30,13,11
2024-06-21,26,4,20
2024-06-22,1,1,1
2024-06-23,1,0,1
2024-06-24,29,5,0
2024-06-25,43,9,2
2024-06-26,28,9,0
2024-06-27,27,14,0
2024-06-28,1,4,0
2024-06-29,0,7,3
2024-06-30,0,1,1
2024-07-01,19,7,0
2024-07-02,20,6,0
2024-07-03,28,3,0
2024-07-04,30,3,2
2024-07-05,22,5,0
2024-07-06,2,1,0
2024-07-07,0,1,0
2024-07-08,18,13,0
2024-07-09,23,4,0
2024-07-10,17,9,0
2024-07-11,23,10,0
2024-07-12,30,10,0
2024-07-13,2,3,0
2024-07-14,0,5,0
2024-07-15,15,10,0
2024-07-16,26,9,0
2024-07-17,32,6,0
2024-07-18,24,7,0
2024-07-19,23,2,0
2024-07-20,1,0,0
2024-07-21,0,1,1
2024-07-22,25,7,0
2024-07-23,20,2,0
2024-07-24,18,4,0
