,getsentry/sentry,grafana/grafana,elastic/kibana
2022-05-13,25,8,2
2022-05-14,14,0,0
2022-05-15,1,2,3
2022-05-16,42,28,35
2022-05-17,37,35,50
2022-05-18,43,29,53
2022-05-19,36,30,45
2022-05-20,33,27,51
2022-05-21,0,5,0
2022-05-22,0,4,1
2022-05-23,22,62,51
2022-05-24,33,36,70
2022-05-25,33,39,61
2022-05-26,31,36,28
2022-05-27,10,9,2
2022-05-28,0,1,0
2022-05-29,0,0,0
2022-05-30,25,24,28
2022-05-31,29,39,38
2022-06-01,49,35,32
2022-06-02,35,37,25
2022-06-03,36,32,33
2022-06-04,1,5,1
2022-06-05,0,3,1
2022-06-06,35,15,31
2022-06-07,37,33,52
2022-06-08,36,31,40
2022-06-09,20,38,44
2022-06-10,14,29,8
2022-06-11,0,3,0
2022-06-12,0,0,0
2022-06-13,35,32,46
2022-06-14,37,40,45
2022-06-15,45,24,49
2022-06-16,50,25,34
2022-06-17,12,34,25
2022-06-18,1,1,1
2022-06-19,0,0,2
2022-06-20,11,30,34
2022-06-21,41,30,36
2022-06-22,45,40,28
2022-06-23,41,29,52
2022-06-24,31,21,24
2022-06-25,0,1,2
2022-06-26,0,0,5
2022-06-27,50,29,28
2022-06-28,37,22,49
2022-06-29,56,34,57
2022-06-30,42,27,55
2022-07-01,4,2,6
2022-07-02,0,0,1
2022-07-03,0,0,1
2022-07-04,5,17,22
2022-07-05,29,14,53
2022-07-06,46,39,39
2022-07-07,29,46,42
2022-07-08,23,27,50
2022-07-09,1,1,3
2022-07-10,0,0,2
2022-07-11,45,19,45
2022-07-12,41,20,49
2022-07-13,45,20,46
2022-07-14,38,37,51
2022-07-15,34,22,5
2022-07-16,0,1,2
2022-07-17,0,1,1
2022-07-18,27,24,54
2022-07-19,32,37,52
2022-07-20,43,33,53
2022-07-21,38,22,47
2022-07-22,33,23,54
2022-07-23,0,7,1
2022-07-24,1,3,2
2022-07-25,25,31,78
2022-07-26,37,28,70
2022-07-27,48,32,44
2022-07-28,48,22,48
2022-07-29,42,18,31
2022-07-30,0,0,1
2022-07-31,0,0,1
2022-08-01,19,30,38
2022-08-02,59,30,51
2022-08-03,61,42,62
2022-08-04,43,18,43
2022-08-05,20,5,7
2022-08-06,0,0,1
2022-08-07,0,0,1
2022-08-08,46,30,48
2022-08-09,39,26,58
2022-08-10,40,37,40
2022-08-11,47,34,30
2022-08-12,37,26,34
2022-08-13,2,2,3
2022-08-14,0,0,4
2022-08-15,40,9,31
2022-08-16,54,21,38
2022-08-17,49,21,32
2022-08-18,29,27,29
2022-08-19,36,15,3
2022-08-20,1,0,3
2022-08-21,0,0,2
2022-08-22,4,30,31
2022-08-23,4,22,46
2022-08-24,0,26,31
2022-08-25,0,28,24
2022-08-26,0,34,24
2022-08-27,0,1,3
2022-08-28,0,1,1
2022-08-29,80,12,29
2022-08-30,44,19,42
2022-08-31,52,21,32
2022-09-01,41,28,44
2022-09-02,9,30,3
2022-09-03,1,0,1
2022-09-04,0,0,2
2022-09-05,6,24,14
2022-09-06,28,28,41
2022-09-07,44,23,41
2022-09-08,40,20,41
2022-09-09,38,34,54
2022-09-10,0,1,2
2022-09-11,0,0,3
2022-09-12,62,27,42
2022-09-13,42,22,52
2022-09-14,49,34,38
2022-09-15,69,23,56
2022-09-16,31,26,12
2022-09-17,0,1,1
2022-09-18,0,0,2
2022-09-19,60,35,70
2022-09-20,48,42,108
2022-09-21,31,40,58
2022-09-22,22,29,66
2022-09-23,72,29,73
2022-09-24,0,0,5
2022-09-25,0,0,1
2022-09-26,49,29,42
2022-09-27,48,47,58
2022-09-28,55,36,49
2022-09-29,43,23,47
2022-09-30,13,27,35
2022-10-01,1,1,2
2022-10-02,0,0,1
2022-10-03,31,23,35
2022-10-04,44,49,76
2022-10-05,44,32,61
2022-10-06,43,29,46
2022-10-07,22,28,2
2022-10-08,1,2,1
2022-10-09,0,0,2
2022-10-10,39,32,34
2022-10-11,34,47,46
2022-10-12,60,24,42
2022-10-13,52,25,35
2022-10-14,58,27,32
2022-10-15,2,3,1
2022-10-16,0,2,1
2022-10-17,61,31,35
2022-10-18,71,32,38
2022-10-19,62,42,48
2022-10-20,41,34,51
2022-10-21,48,25,5
2022-10-22,2,3,1
2022-10-23,0,0,1
2022-10-24,53,26,30
2022-10-25,76,31,43
2022-10-26,41,26,34
2022-10-27,70,31,40
2022-10-28,36,25,32
2022-10-29,1,0,3
2022-10-30,0,0,3
2022-10-31,46,27,38
2022-11-01,59,24,39
2022-11-02,63,32,55
2022-11-03,54,41,44
2022-11-04,37,28,36
2022-11-05,2,2,3
2022-11-06,1,1,1
2022-11-07,50,32,50
2022-11-08,45,40,57
2022-11-09,39,25,49
2022-11-10,35,26,42
2022-11-11,29,21,5
2022-11-12,1,2,2
2022-11-13,0,1,1
2022-11-14,37,16,60
2022-11-15,72,17,54
2022-11-16,53,30,64
2022-11-17,42,14,49
2022-11-18,36,26,42
2022-11-19,3,0,2
2022-11-20,0,0,1
2022-11-21,34,25,44
2022-11-22,42,38,41
2022-11-23,42,45,46
2022-11-24,18,29,36
2022-11-25,8,2,4
2022-11-26,0,0,1
2022-11-27,0,0,1
2022-11-28,32,32,48
2022-11-29,48,30,60
2022-11-30,29,47,39
2022-12-01,33,32,22
2022-12-02,19,27,33
2022-12-03,4,0,2
2022-12-04,0,1,2
2022-12-05,37,16,33
2022-12-06,39,17,39
2022-12-07,45,26,33
2022-12-08,24,24,23
2022-12-09,44,21,4
2022-12-10,1,1,1
2022-12-11,0,1,3
2022-12-12,15,31,41
2022-12-13,28,32,23
2022-12-14,34,41,43
2022-12-15,38,34,45
2022-12-16,31,15,35
2022-12-17,4,0,2
2022-12-18,0,0,1
2022-12-19,23,34,37
2022-12-20,31,30,32
2022-12-21,43,31,37
2022-12-22,37,23,30
2022-12-23,2,11,10
2022-12-24,0,0,1
2022-12-25,0,1,2
2022-12-26,0,5,5
2022-12-27,3,6,13
2022-12-28,4,5,12
2022-12-29,1,12,21
2022-12-30,3,4,9
2022-12-31,0,0,1
2023-01-01,0,0,1
2023-01-02,0,7,3
2023-01-03,34,21,37
2023-01-04,33,31,54
2023-01-05,39,22,34
2023-01-06,50,21,2
2023-01-07,10,2,1
2023-01-08,0,0,1
2023-01-09,62,25,43
2023-01-10,38,36,43
2023-01-11,75,32,35
2023-01-12,47,38,38
2023-01-13,58,44,26
2023-01-14,5,1,2
2023-01-15,2,0,5
2023-01-16,25,25,21
2023-01-17,39,39,44
2023-01-18,41,37,45
2023-01-19,38,38,39
2023-01-20,35,26,6
2023-01-21,4,2,0
2023-01-22,0,1,2
2023-01-23,48,48,36
2023-01-24,42,35,52
2023-01-25,31,44,43
2023-01-26,50,57,41
2023-01-27,35,60,49
2023-01-28,0,1,4
2023-01-29,0,0,3
2023-01-30,40,54,56
2023-01-31,44,43,49
2023-02-01,49,39,56
2023-02-02,58,47,59
2023-02-03,40,38,12
2023-02-04,1,0,3
2023-02-05,0,0,1
2023-02-06,40,26,53
2023-02-07,49,41,75
2023-02-08,39,26,59
2023-02-09,33,27,65
2023-02-10,63,25,46
2023-02-11,3,3,4
2023-02-12,0,2,1
2023-02-13,69,2,36
2023-02-14,52,4,44
2023-02-15,56,0,57
2023-02-16,44,4,55
2023-02-17,47,1,4
2023-02-18,0,1,1
2023-02-19,2,0,1
2023-02-20,0,15,20
2023-02-21,34,16,68
2023-02-22,48,27,55
2023-02-23,39,33,42
2023-02-24,27,24,44
2023-02-25,2,0,2
2023-02-26,0,0,4
2023-02-27,42,20,47
2023-02-28,53,30,33
2023-03-01,42,31,36
2023-03-02,56,31,40
2023-03-03,34,32,3
2023-03-04,1,1,0
2023-03-05,0,0,1
2023-03-06,36,40,38
2023-03-07,37,34,36
2023-03-08,27,48,43
2023-03-09,46,37,38
2023-03-10,40,31,25
2023-03-11,3,1,5
2023-03-12,0,1,2
2023-03-13,43,18,4
2023-03-14,47,25,7
2023-03-15,69,20,6
2023-03-16,54,26,9
2023-03-17,34,21,3
2023-03-18,2,0,2
2023-03-19,0,1,3
2023-03-20,50,36,37
2023-03-21,54,28,32
2023-03-22,35,41,34
2023-03-23,56,25,40
2023-03-24,39,0,21
2023-03-25,0,0,3
2023-03-26,0,0,2
2023-03-27,45,23,40
2023-03-28,62,38,37
2023-03-29,51,25,37
2023-03-30,43,43,45
2023-03-31,37,37,31
2023-04-01,1,1,2
2023-04-02,0,0,1
2023-04-03,48,39,41
2023-04-04,50,26,37
2023-04-05,53,35,27
2023-04-06,37,19,41
2023-04-07,27,12,2
2023-04-08,2,0,1
2023-04-09,0,1,1
2023-04-10,27,3,30
2023-04-11,45,33,55
2023-04-12,60,33,37
2023-04-13,47,47,42
2023-04-14,49,31,4
2023-04-15,2,2,1
2023-04-16,0,0,1
2023-04-17,55,29,54
2023-04-18,66,39,48
2023-04-19,62,30,50
2023-04-20,71,37,65
2023-04-21,28,37,49
2023-04-22,0,2,5
2023-04-23,0,0,5
2023-04-24,41,36,40
2023-04-25,61,37,87
2023-04-26,55,35,67
2023-04-27,62,56,47
2023-04-28,66,53,27
2023-04-29,2,1,2
2023-04-30,0,0,3
2023-05-01,46,13,22
2023-05-02,58,21,52
2023-05-03,76,33,52
2023-05-04,49,20,47
2023-05-05,57,27,62
2023-05-06,1,3,4
2023-05-07,1,1,3
2023-05-08,53,21,60
2023-05-09,53,35,40
2023-05-10,49,41,35
2023-05-11,53,25,34
2023-05-12,58,27,30
2023-05-13,0,0,3
2023-05-14,0,1,2
2023-05-15,54,27,49
2023-05-16,76,27,46
2023-05-17,64,22,45
2023-05-18,55,13,29
2023-05-19,42,0,2
2023-05-20,1,0,1
2023-05-21,0,0,2
2023-05-22,32,33,34
2023-05-23,57,21,43
2023-05-24,55,22,40
2023-05-25,50,35,24
2023-05-26,48,33,41
2023-05-27,0,0,3
2023-05-28,0,0,2
2023-05-29,14,8,13
2023-05-30,68,29,36
2023-05-31,75,20,42
2023-06-01,62,22,33
2023-06-02,42,27,34
2023-06-03,2,1,2
2023-06-04,0,0,2
2023-06-05,54,22,35
2023-06-06,79,31,42
2023-06-07,50,22,49
2023-06-08,63,31,34
2023-06-09,52,14,32
2023-06-10,4,1,2
2023-06-11,0,2,1
2023-06-12,60,23,35
2023-06-13,81,18,52
2023-06-14,79,31,50
2023-06-15,73,28,63
2023-06-16,73,36,11
2023-06-17,6,4,1
2023-06-18,0,0,2
2023-06-19,19,12,42
2023-06-20,45,27,79
2023-06-21,55,38,47
2023-06-22,55,26,51
2023-06-23,49,30,43
2023-06-24,0,0,4
2023-06-25,0,0,1
2023-06-26,77,26,40
2023-06-27,62,25,49
2023-06-28,70,34,44
2023-06-29,77,23,57
2023-06-30,78,15,46
2023-07-01,1,0,4
2023-07-02,0,0,4
2023-07-03,15,1,29
2023-07-04,27,21,27
2023-07-05,68,24,40
2023-07-06,69,20,43
2023-07-07,57,25,35
2023-07-08,0,0,4
2023-07-09,1,0,1
2023-07-10,67,20,31
2023-07-11,71,33,57
2023-07-12,74,31,39
2023-07-13,65,33,43
2023-07-14,52,32,44
2023-07-15,1,1,3
2023-07-16,0,1,2
2023-07-17,61,37,40
2023-07-18,97,44,43
2023-07-19,62,35,33
2023-07-20,83,21,43
2023-07-21,56,34,4
2023-07-22,5,0,2
2023-07-23,3,0,1
2023-07-24,74,39,32
2023-07-25,82,44,31
2023-07-26,72,39,46
2023-07-27,59,18,30
2023-07-28,47,25,30
2023-07-29,3,1,1
2023-07-30,0,0,1
2023-07-31,64,19,46
2023-08-01,53,28,52
2023-08-02,58,25,36
2023-08-03,59,34,34
2023-08-04,59,19,51
2023-08-05,1,0,1
2023-08-06,0,0,1
2023-08-07,43,11,47
2023-08-08,58,14,46
2023-08-09,50,13,41
2023-08-10,85,14,43
2023-08-11,24,8,45
2023-08-12,3,0,4
2023-08-13,1,1,2
2023-08-14,58,12,61
2023-08-15,64,13,59
2023-08-16,68,18,56
2023-08-17,78,21,38
2023-08-18,64,25,4
2023-08-19,1,0,0
2023-08-20,1,0,0
2023-08-21,6,14,37
2023-08-22,4,18,56
2023-08-23,3,23,63
2023-08-24,1,17,49
2023-08-25,6,24,37
2023-08-26,1,0,8
2023-08-27,0,1,2
2023-08-28,76,33,47
2023-08-29,83,31,47
2023-08-30,61,29,49
2023-08-31,57,27,57
2023-09-01,10,17,51
2023-09-02,0,0,2
2023-09-03,0,1,4
2023-09-04,13,19,29
2023-09-05,45,21,59
2023-09-06,53,29,96
2023-09-07,51,29,65
2023-09-08,48,16,40
2023-09-09,3,1,5
2023-09-10,0,0,1
2023-09-11,44,31,32
2023-09-12,70,37,31
2023-09-13,63,39,33
2023-09-14,57,30,56
2023-09-15,39,1,1
2023-09-16,1,0,1
2023-09-17,0,0,2
2023-09-18,54,33,44
2023-09-19,56,33,43
2023-09-20,82,30,52
2023-09-21,63,24,45
2023-09-22,56,33,29
2023-09-23,0,2,1
2023-09-24,0,0,1
2023-09-25,60,28,47
2023-09-26,55,26,43
2023-09-27,86,29,61
2023-09-28,61,40,61
2023-09-29,54,39,61
2023-09-30,1,0,8
2023-10-01,1,0,3
2023-10-02,49,26,65
2023-10-03,64,42,60
2023-10-04,64,44,69
2023-10-05,63,32,46
2023-10-06,60,31,49
2023-10-07,1,1,3
2023-10-08,0,0,1
2023-10-09,16,22,39
2023-10-10,61,36,41
2023-10-11,70,41,37
2023-10-12,57,46,35
2023-10-13,50,59,62
2023-10-14,2,1,4
2023-10-15,0,0,5
2023-10-16,65,21,51
2023-10-17,60,32,65
2023-10-18,82,18,54
2023-10-19,70,26,55
2023-10-20,42,23,4
2023-10-21,3,3,2
2023-10-22,0,0,1
2023-10-23,84,44,58
2023-10-24,69,40,55
2023-10-25,71,39,63
2023-10-26,59,28,52
2023-10-27,48,39,42
2023-10-28,0,1,2
2023-10-29,0,0,1
2023-10-30,52,33,35
2023-10-31,72,35,40
2023-11-01,64,32,35
2023-11-02,68,30,41
2023-11-03,55,30,42
2023-11-04,1,0,5
2023-11-05,1,0,3
2023-11-06,58,34,43
2023-11-07,66,34,37
2023-11-08,53,34,44
2023-11-09,56,26,46
2023-11-10,28,22,37
2023-11-11,1,0,3
2023-11-12,0,1,1
2023-11-13,36,24,24
2023-11-14,59,35,43
2023-11-15,74,42,50
2023-11-16,73,25,47
2023-11-17,33,29,9
2023-11-18,4,2,3
2023-11-19,0,0,2
2023-11-20,52,28,35
2023-11-21,58,34,35
2023-11-22,48,31,41
2023-11-23,16,23,44
2023-11-24,20,20,17
2023-11-25,0,0,2
2023-11-26,0,0,1
2023-11-27,79,21,36
2023-11-28,57,24,52
2023-11-29,65,44,61
2023-11-30,61,27,45
2023-12-01,60,19,31
2023-12-02,1,1,4
2023-12-03,0,1,1
2023-12-04,57,16,61
2023-12-05,81,15,70
2023-12-06,68,23,48
2023-12-07,62,23,75
2023-12-08,51,12,31
2023-12-09,2,0,3
2023-12-10,0,0,1
2023-12-11,50,25,38
2023-12-12,56,44,35
2023-12-13,52,28,51
2023-12-14,60,23,40
2023-12-15,57,27,23
2023-12-16,1,3,18
2023-12-17,0,2,3
2023-12-18,52,23,45
2023-12-19,70,27,73
2023-12-20,54,25,54
2023-12-21,76,15,42
2023-12-22,37,1,19
2023-12-23,1,1,1
2023-12-24,0,0,1
2023-12-25,0,0,1
2023-12-26,0,4,3
2023-12-27,32,5,6
2023-12-28,20,4,16
2023-12-29,29,6,5
2023-12-30,0,0,3
2023-12-31,0,0,1
2024-01-01,0,1,0
2024-01-02,48,16,34
2024-01-03,43,21,36
2024-01-04,49,32,35
2024-01-05,37,38,26
2024-01-06,4,1,6
2024-01-07,0,1,1
2024-01-08,69,26,34
2024-01-09,64,26,33
2024-01-10,63,28,37
2024-01-11,61,36,33
2024-01-12,74,33,35
2024-01-13,0,0,3
2024-01-14,0,0,3
2024-01-15,26,25,39
2024-01-16,64,41,41
2024-01-17,67,37,49
2024-01-18,55,39,31
2024-01-19,56,28,2
2024-01-20,1,2,3
2024-01-21,0,0,2
2024-01-22,51,37,46
2024-01-23,66,44,30
2024-01-24,61,34,33
2024-01-25,75,45,56
2024-01-26,71,41,52
2024-01-27,3,0,2
2024-01-28,0,1,2
2024-01-29,72,39,44
2024-01-30,85,38,49
2024-01-31,84,30,40
2024-02-01,74,46,43
2024-02-02,58,35,35
2024-02-03,0,1,1
2024-02-04,0,2,2
2024-02-05,62,33,42
2024-02-06,57,47,32
2024-02-07,77,42,47
2024-02-08,37,32,57
2024-02-09,38,35,45
2024-02-10,1,2,2
2024-02-11,1,1,2
2024-02-12,53,27,61
2024-02-13,62,26,75
2024-02-14,42,36,81
2024-02-15,60,33,49
2024-02-16,55,38,4
2024-02-17,4,3,1
2024-02-18,0,1,4
2024-02-19,11,9,40
2024-02-20,66,30,40
2024-02-21,72,30,41
2024-02-22,66,27,60
2024-02-23,60,37,49
2024-02-24,4,1,7
2024-02-25,2,1,6
2024-02-26,71,35,6
2024-02-27,67,33,6
2024-02-28,68,35,5
2024-02-29,75,31,2
2024-03-01,50,33,1
2024-03-02,1,1,1
2024-03-03,0,0,5
2024-03-04,70,28,30
2024-03-05,63,29,64
2024-03-06,75,32,48
2024-03-07,66,25,50
2024-03-08,54,2,41
2024-03-09,3,1,2
2024-03-10,0,0,1
2024-03-11,70,42,38
2024-03-12,75,42,59
2024-03-13,70,36,31
2024-03-14,57,30,42
2024-03-15,55,42,8
2024-03-16,1,3,4
2024-03-17,1,0,1
2024-03-18,74,42,34
2024-03-19,67,34,44
2024-03-20,73,31,30
2024-03-21,70,45,26
2024-03-22,62,57,47
2024-03-23,0,1,3
2024-03-24,0,1,1
2024-03-25,69,37,50
2024-03-26,69,33,45
2024-03-27,63,25,39
2024-03-28,55,35,33
2024-03-29,39,5,19
2024-03-30,0,2,1
2024-03-31,0,1,2
2024-04-01,29,1,18
2024-04-02,78,14,57
2024-04-03,64,67,37
2024-04-04,66,31,57
2024-04-05,41,32,41
2024-04-06,0,1,4
2024-04-07,0,0,2
2024-04-08,58,33,33
2024-04-09,66,29,53
2024-04-10,61,27,51
2024-04-11,74,32,39
2024-04-12,58,28,60
2024-04-13,1,0,6
2024-04-14,0,0,2
2024-04-15,69,40,53
2024-04-16,107,37,79
2024-04-17,73,44,54
2024-04-18,65,45,37
2024-04-19,63,44,8
2024-04-20,0,0,2
2024-04-21,0,1,3
2024-04-22,71,23,46
2024-04-23,71,35,49
2024-04-24,58,27,83
2024-04-25,64,28,58
2024-04-26,75,16,87
2024-04-27,1,1,4
2024-04-28,0,0,1
2024-04-29,63,55,46
2024-04-30,65,28,61
2024-05-01,73,20,49
2024-05-02,60,42,74
2024-05-03,63,37,44
2024-05-04,0,1,2
2024-05-05,0,1,1
2024-05-06,70,16,48
2024-05-07,75,23,41
2024-05-08,61,21,50
2024-05-09,63,25,36
2024-05-10,48,33,47
2024-05-11,5,2,3
2024-05-12,0,1,1
2024-05-13,70,37,48
2024-05-14,87,38,50
2024-05-15,56,31,52
2024-05-16,80,22,58
2024-05-17,46,3,51
2024-05-18,2,0,3
2024-05-19,0,0,3
2024-05-20,36,25,30
2024-05-21,80,23,40
2024-05-22,80,21,59
2024-05-23,63,20,44
2024-05-24,19,26,28
2024-05-25,0,0,2
2024-05-26,0,0,1
2024-05-27,11,19,22
2024-05-28,50,31,32
2024-05-29,70,27,51
2024-05-30,59,26,35
2024-05-31,58,22,46
2024-06-01,0,0,3
2024-06-02,0,1,5
2024-06-03,49,25,42
2024-06-04,95,34,31
2024-06-05,89,33,45
2024-06-06,90,37,40
2024-06-07,52,33,38
2024-06-08,0,0,3
2024-06-09,1,0,4
2024-06-10,85,27,29
2024-06-11,84,29,38
2024-06-12,53,24,27
2024-06-13,76,29,45
2024-06-14,53,29,6
2024-06-15,0,1,1
2024-06-16,0,0,0
2024-06-17,48,21,28
2024-06-18,72,29,58
2024-06-19,27,28,41
2024-06-20,53,30,37
2024-06-21,36,26,43
2024-06-22,0,1,3
2024-06-23,0,1,1
2024-06-24,52,29,30
2024-06-25,57,43,29
2024-06-26,53,28,42
2024-06-27,60,27,38
