,getsentry/sentry,elastic/kibana,grafana/grafana
2017-12-03,0,0,5
2017-12-04,6,24,13
2017-12-05,5,11,22
2017-12-06,6,18,20
2017-12-07,5,11,52
2017-12-08,8,9,39
2017-12-09,1,1,8
2017-12-10,0,0,9
2017-12-11,8,14,35
2017-12-12,11,25,39
2017-12-13,11,22,69
2017-12-14,10,10,36
2017-12-15,5,26,32
2017-12-16,0,3,1
2017-12-17,0,0,0
2017-12-18,25,12,11
2017-12-19,19,10,38
2017-12-20,10,8,18
2017-12-21,22,9,7
2017-12-22,2,3,9
2017-12-23,0,1,2
2017-12-24,0,3,0
2017-12-25,0,5,2
2017-12-26,0,1,7
2017-12-27,0,0,10
2017-12-28,0,2,16
2017-12-29,0,1,3
2017-12-30,0,1,0
2017-12-31,1,0,6
2018-01-01,0,0,3
2018-01-02,17,6,3
2018-01-03,6,6,9
2018-01-04,10,10,6
2018-01-05,18,7,5
2018-01-06,2,2,0
2018-01-07,0,1,0
2018-01-08,6,13,6
2018-01-09,18,16,41
2018-01-10,11,18,18
2018-01-11,11,9,10
2018-01-12,6,9,4
2018-01-13,0,1,0
2018-01-14,0,0,2
2018-01-15,0,4,11
2018-01-16,5,22,31
2018-01-17,17,9,7
2018-01-18,20,11,20
2018-01-19,6,22,10
2018-01-20,1,0,3
2018-01-21,0,0,2
2018-01-22,12,9,13
2018-01-23,9,10,13
2018-01-24,16,6,18
2018-01-25,20,9,35
2018-01-26,14,6,19
2018-01-27,0,3,3
2018-01-28,0,0,1
2018-01-29,6,12,22
2018-01-30,8,17,45
2018-01-31,17,11,58
2018-02-01,13,11,41
2018-02-02,14,14,11
2018-02-03,1,3,6
2018-02-04,0,1,3
2018-02-05,5,11,41
2018-02-06,11,8,13
2018-02-07,12,11,8
2018-02-08,16,25,14
2018-02-09,6,10,17
2018-02-10,1,0,1
2018-02-11,0,1,0
2018-02-12,9,7,16
2018-02-13,18,16,6
2018-02-14,7,13,30
2018-02-15,16,2,21
2018-02-16,22,5,23
2018-02-17,2,0,2
2018-02-18,0,0,2
2018-02-19,0,3,13
2018-02-20,10,4,19
2018-02-21,16,13,29
2018-02-22,16,9,26
2018-02-23,7,17,6
2018-02-24,0,0,1
2018-02-25,0,2,1
2018-02-26,7,2,9
2018-02-27,24,3,13
2018-02-28,14,0,12
2018-03-01,11,0,8
2018-03-02,15,2,2
2018-03-03,0,3,4
2018-03-04,0,7,6
2018-03-05,22,2,6
2018-03-06,30,2,26
2018-03-07,25,9,39
2018-03-08,23,10,14
2018-03-09,26,15,9
2018-03-10,0,1,2
2018-03-11,0,1,1
2018-03-12,16,11,20
2018-03-13,21,7,37
2018-03-14,27,7,26
2018-03-15,24,9,22
2018-03-16,25,17,18
2018-03-17,0,1,1
2018-03-18,0,0,1
2018-03-19,15,10,29
2018-03-20,19,13,38
2018-03-21,16,9,11
2018-03-22,17,15,32
2018-03-23,12,7,38
2018-03-24,1,3,6
2018-03-25,0,2,2
2018-03-26,15,6,14
2018-03-27,21,2,21
2018-03-28,17,18,24
2018-03-29,27,8,6
2018-03-30,5,9,6
2018-03-31,0,0,0
2018-04-01,0,0,0
2018-04-02,23,6,5
2018-04-03,15,10,20
2018-04-04,9,11,19
2018-04-05,30,5,21
2018-04-06,10,5,11
2018-04-07,0,0,1
2018-04-08,0,0,6
2018-04-09,16,6,22
2018-04-10,21,11,24
2018-04-11,5,16,14
2018-04-12,21,11,19
2018-04-13,16,4,29
2018-04-14,0,0,5
2018-04-15,0,0,5
2018-04-16,15,8,56
2018-04-17,16,12,56
2018-04-18,14,16,22
2018-04-19,16,5,21
2018-04-20,7,11,19
2018-04-21,1,0,1
2018-04-22,0,0,5
2018-04-23,17,3,19
2018-04-24,19,3,16
2018-04-25,13,14,10
2018-04-26,29,5,11
2018-04-27,13,9,24
2018-04-28,1,0,2
2018-04-29,0,0,0
2018-04-30,14,14,12
2018-05-01,16,7,3
2018-05-02,25,20,19
2018-05-03,9,13,10
2018-05-04,19,18,4
2018-05-05,1,1,2
2018-05-06,0,0,1
2018-05-07,21,13,23
2018-05-08,18,20,38
2018-05-09,14,13,3
2018-05-10,16,21,2
2018-05-11,14,7,4
2018-05-12,0,0,1
2018-05-13,0,0,0
2018-05-14,12,8,8
2018-05-15,14,17,5
2018-05-16,14,15,10
2018-05-17,20,11,4
2018-05-18,3,24,11
2018-05-19,0,2,3
2018-05-20,0,1,2
2018-05-21,9,9,21
2018-05-22,13,26,2
2018-05-23,17,9,15
2018-05-24,13,21,11
2018-05-25,15,8,10
2018-05-26,0,0,3
2018-05-27,0,0,4
2018-05-28,0,2,23
2018-05-29,8,20,24
2018-05-30,20,24,18
2018-05-31,18,10,15
2018-06-01,12,7,8
2018-06-02,1,0,1
2018-06-03,2,1,0
2018-06-04,9,7,48
2018-06-05,8,12,19
2018-06-06,9,9,10
2018-06-07,13,6,15
2018-06-08,3,17,5
2018-06-09,0,0,2
2018-06-10,0,0,0
2018-06-11,14,4,1
2018-06-12,8,13,8
2018-06-13,8,14,11
2018-06-14,11,25,40
2018-06-15,8,11,38
2018-06-16,0,1,4
2018-06-17,0,0,0
2018-06-18,7,16,20
2018-06-19,8,16,18
2018-06-20,18,13,17
2018-06-21,10,8,12
2018-06-22,24,11,2
2018-06-23,2,0,1
2018-06-24,0,0,0
2018-06-25,9,15,22
2018-06-26,13,12,24
2018-06-27,11,11,6
2018-06-28,7,14,14
2018-06-29,9,11,23
2018-06-30,0,1,4
2018-07-01,0,2,6
2018-07-02,16,10,12
2018-07-03,15,16,8
2018-07-04,2,9,30
2018-07-05,20,8,8
2018-07-06,16,17,17
2018-07-07,2,0,9
2018-07-08,0,0,8
2018-07-09,21,19,23
2018-07-10,9,14,12
2018-07-11,8,19,23
2018-07-12,18,21,9
2018-07-13,11,16,10
2018-07-14,1,2,5
2018-07-15,0,1,13
2018-07-16,16,18,12
2018-07-17,15,30,11
2018-07-18,11,22,12
2018-07-19,21,26,0
2018-07-20,10,16,5
2018-07-21,0,18,2
2018-07-22,0,2,5
2018-07-23,15,19,24
2018-07-24,17,36,31
2018-07-25,24,29,16
2018-07-26,16,22,12
2018-07-27,13,32,36
2018-07-28,1,3,3
2018-07-29,0,1,4
2018-07-30,9,29,18
2018-07-31,12,18,10
2018-08-01,19,28,15
2018-08-02,12,16,39
2018-08-03,13,11,12
2018-08-04,0,1,0
2018-08-05,0,0,13
2018-08-06,4,13,21
2018-08-07,0,18,19
2018-08-08,3,24,20
2018-08-09,0,23,17
2018-08-10,4,18,13
2018-08-11,0,1,0
2018-08-12,0,2,4
2018-08-13,11,15,36
2018-08-14,12,13,49
2018-08-15,21,26,8
2018-08-16,18,35,8
2018-08-17,7,19,18
2018-08-18,0,3,8
2018-08-19,0,0,0
2018-08-20,14,17,11
2018-08-21,22,9,15
2018-08-22,11,16,4
2018-08-23,16,21,10
2018-08-24,16,14,8
2018-08-25,1,1,7
2018-08-26,0,1,5
2018-08-27,19,14,8
2018-08-28,13,23,9
2018-08-29,13,22,18
2018-08-30,30,20,33
2018-08-31,15,17,22
2018-09-01,0,2,1
2018-09-02,0,0,5
2018-09-03,0,5,20
2018-09-04,20,21,27
2018-09-05,52,22,29
2018-09-06,18,13,23
2018-09-07,23,18,15
2018-09-08,0,5,1
2018-09-09,0,0,0
2018-09-10,18,12,34
2018-09-11,27,14,25
2018-09-12,14,16,11
2018-09-13,26,33,26
2018-09-14,14,14,89
2018-09-15,1,0,5
2018-09-16,0,1,2
2018-09-17,11,12,31
2018-09-18,7,13,14
2018-09-19,17,9,14
2018-09-20,17,14,16
2018-09-21,10,10,22
2018-09-22,0,0,3
2018-09-23,0,0,4
2018-09-24,13,12,17
2018-09-25,9,10,27
2018-09-26,11,9,34
2018-09-27,19,18,60
2018-09-28,14,9,47
2018-09-29,0,0,1
2018-09-30,0,0,3
2018-10-01,16,3,25
2018-10-02,19,20,36
2018-10-03,23,21,43
2018-10-04,17,10,24
2018-10-05,5,11,16
2018-10-06,0,0,7
2018-10-07,0,0,1
2018-10-08,9,7,29
2018-10-09,16,1,20
2018-10-10,11,7,71
2018-10-11,23,3,51
2018-10-12,17,0,20
2018-10-13,1,0,11
2018-10-14,0,0,14
2018-10-15,10,8,24
2018-10-16,16,11,30
2018-10-17,14,16,38
2018-10-18,24,22,28
2018-10-19,16,20,26
2018-10-20,0,5,1
2018-10-21,0,1,1
2018-10-22,7,31,62
2018-10-23,14,35,31
2018-10-24,21,44,33
2018-10-25,15,21,27
2018-10-26,8,22,15
2018-10-27,0,0,9
2018-10-28,0,0,17
2018-10-29,27,28,27
2018-10-30,23,28,26
2018-10-31,22,25,41
2018-11-01,18,21,23
2018-11-02,13,17,9
2018-11-03,1,6,3
2018-11-04,0,0,3
2018-11-05,21,14,51
2018-11-06,18,34,54
2018-11-07,20,37,25
2018-11-08,25,30,17
2018-11-09,22,13,84
2018-11-10,1,2,4
2018-11-11,0,0,4
2018-11-12,19,7,22
2018-11-13,26,19,40
2018-11-14,22,16,37
2018-11-15,26,18,48
2018-11-16,18,25,33
2018-11-17,1,7,3
2018-11-18,0,1,2
2018-11-19,21,15,97
2018-11-20,19,16,42
2018-11-21,20,23,28
2018-11-22,8,16,20
2018-11-23,14,14,38
2018-11-24,0,0,1
2018-11-25,0,1,0
2018-11-26,22,21,15
2018-11-27,27,27,15
2018-11-28,21,24,15
2018-11-29,23,17,32
2018-11-30,27,11,53
2018-12-01,1,0,0
2018-12-02,0,0,0
2018-12-03,22,42,32
2018-12-04,13,74,51
2018-12-05,18,29,37
2018-12-06,17,24,33
2018-12-07,21,16,39
2018-12-08,2,4,7
2018-12-09,0,1,14
2018-12-10,13,20,34
2018-12-11,20,25,34
2018-12-12,11,28,32
2018-12-13,14,18,23
2018-12-14,6,34,36
2018-12-15,1,3,7
2018-12-16,0,0,7
2018-12-17,14,21,34
2018-12-18,10,44,53
2018-12-19,21,36,42
2018-12-20,7,32,10
2018-12-21,0,23,17
2018-12-22,0,3,7
2018-12-23,0,1,12
2018-12-24,0,1,4
2018-12-25,0,2,7
2018-12-26,0,8,2
2018-12-27,0,9,5
2018-12-28,0,6,2
2018-12-29,0,0,0
2018-12-30,0,0,1
2018-12-31,0,1,19
2019-01-01,0,0,4
2019-01-02,31,15,52
2019-01-03,20,31,18
2019-01-04,34,27,14
2019-01-05,1,2,5
2019-01-06,0,0,3
2019-01-07,15,12,59
2019-01-08,21,14,32
2019-01-09,18,48,55
2019-01-10,22,34,24
2019-01-11,21,25,29
2019-01-12,1,4,5
2019-01-13,0,1,8
2019-01-14,17,30,32
2019-01-15,26,20,38
2019-01-16,28,31,67
2019-01-17,20,26,46
2019-01-18,19,19,37
2019-01-19,1,0,5
2019-01-20,0,0,0
2019-01-21,7,19,33
2019-01-22,29,24,74
2019-01-23,16,42,48
2019-01-24,30,28,28
2019-01-25,20,30,25
2019-01-26,0,1,11
2019-01-27,0,0,3
2019-01-28,20,30,109
2019-01-29,24,32,65
2019-01-30,38,48,40
2019-01-31,16,51,36
2019-02-01,23,34,45
2019-02-02,1,10,8
2019-02-03,0,3,10
2019-02-04,24,37,56
2019-02-05,25,63,66
2019-02-06,24,38,42
2019-02-07,40,19,35
2019-02-08,29,30,19
2019-02-09,1,4,6
2019-02-10,0,3,7
2019-02-11,9,37,101
2019-02-12,13,22,56
2019-02-13,11,39,41
2019-02-14,17,46,29
2019-02-15,22,26,18
2019-02-16,6,8,16
2019-02-17,0,6,4
2019-02-18,3,21,38
2019-02-19,11,18,36
2019-02-20,17,35,17
2019-02-21,23,25,50
2019-02-22,13,26,12
2019-02-23,0,4,9
2019-02-24,0,0,5
2019-02-25,14,27,18
2019-02-26,11,31,7
2019-02-27,17,19,9
2019-02-28,12,32,3
2019-03-01,24,23,5
2019-03-02,4,6,10
2019-03-03,0,1,1
2019-03-04,11,20,25
2019-03-05,18,31,58
2019-03-06,15,23,73
2019-03-07,13,39,35
2019-03-08,10,35,48
2019-03-09,1,6,16
2019-03-10,0,4,15
2019-03-11,22,30,60
2019-03-12,9,34,51
2019-03-13,12,49,66
2019-03-14,9,32,59
2019-03-15,10,28,31
2019-03-16,0,4,1
2019-03-17,0,1,4
2019-03-18,14,25,23
2019-03-19,14,21,104
2019-03-20,21,32,49
2019-03-21,15,16,25
2019-03-22,14,25,38
2019-03-23,0,1,7
2019-03-24,0,2,11
2019-03-25,9,13,28
2019-03-26,17,19,10
2019-03-27,13,38,18
2019-03-28,18,37,13
2019-03-29,6,24,12
2019-03-30,0,5,2
2019-03-31,0,2,1
2019-04-01,8,30,3
2019-04-02,15,31,6
2019-04-03,17,23,12
2019-04-04,14,25,6
2019-04-05,11,24,7
2019-04-06,0,2,0
2019-04-07,0,2,6
2019-04-08,18,28,11
2019-04-09,18,17,12
2019-04-10,12,26,9
2019-04-11,14,26,9
2019-04-12,17,12,16
2019-04-13,0,4,0
2019-04-14,0,2,0
2019-04-15,19,22,17
2019-04-16,28,25,11
2019-04-17,9,21,10
2019-04-18,25,28,6
2019-04-19,12,18,6
2019-04-20,0,3,2
2019-04-21,0,1,1
2019-04-22,9,12,3
2019-04-23,12,32,8
2019-04-24,26,21,9
2019-04-25,16,15,10
2019-04-26,12,12,10
2019-04-27,0,5,1
2019-04-28,0,4,3
2019-04-29,12,17,9
2019-04-30,17,20,11
2019-05-01,14,18,7
2019-05-02,15,34,5
2019-05-03,9,22,14
2019-05-04,0,2,1
2019-05-05,0,0,0
2019-05-06,10,11,12
2019-05-07,26,23,15
2019-05-08,28,21,12
2019-05-09,13,40,13
2019-05-10,15,35,15
2019-05-11,0,3,1
2019-05-12,0,1,3
2019-05-13,10,3,11
2019-05-14,17,0,17
2019-05-15,16,3,9
2019-05-16,16,2,8
2019-05-17,19,3,5
2019-05-18,0,1,1
2019-05-19,0,0,0
2019-05-20,17,24,11
2019-05-21,27,48,15
2019-05-22,20,34,14
2019-05-23,23,25,9
2019-05-24,18,33,4
2019-05-25,1,8,2
2019-05-26,0,2,0
2019-05-27,7,4,15
2019-05-28,21,25,9
2019-05-29,20,40,7
2019-05-30,15,36,2
2019-05-31,14,36,2
2019-06-01,0,7,0
2019-06-02,0,1,0
2019-06-03,22,28,12
2019-06-04,16,28,8
2019-06-05,16,34,8
2019-06-06,21,41,6
2019-06-07,16,47,3
2019-06-08,0,5,0
2019-06-09,0,4,0
2019-06-10,21,20,8
2019-06-11,31,22,6
2019-06-12,21,34,10
2019-06-13,15,20,19
2019-06-14,7,35,4
2019-06-15,1,0,3
2019-06-16,0,3,0
2019-06-17,14,25,7
2019-06-18,14,24,16
2019-06-19,20,39,6
2019-06-20,16,17,4
2019-06-21,16,9,1
2019-06-22,0,6,2
2019-06-23,0,0,1
2019-06-24,3,15,10
2019-06-25,15,31,17
2019-06-26,24,37,12
2019-06-27,4,30,6
2019-06-28,0,42,8
2019-06-29,0,3,0
2019-06-30,0,0,0
2019-07-01,10,38,9
2019-07-02,10,42,8
2019-07-03,8,30,14
2019-07-04,1,14,7
2019-07-05,2,10,17
2019-07-06,1,7,4
2019-07-07,0,0,0
2019-07-08,9,12,7
2019-07-09,14,39,9
2019-07-10,19,31,12
2019-07-11,15,31,12
2019-07-12,12,30,6
2019-07-13,0,4,0
2019-07-14,0,0,1
2019-07-15,20,39,5
2019-07-16,19,24,9
2019-07-17,13,31,6
2019-07-18,10,31,8
2019-07-19,15,20,6
2019-07-20,0,2,3
2019-07-21,0,3,0
2019-07-22,10,20,4
2019-07-23,15,32,7
2019-07-24,17,30,13
2019-07-25,10,21,4
2019-07-26,10,17,5
2019-07-27,0,0,0
2019-07-28,0,3,2
2019-07-29,18,26,1
2019-07-30,18,30,4
2019-07-31,14,27,4
2019-08-01,11,21,4
2019-08-02,7,20,16
2019-08-03,0,4,8
2019-08-04,0,1,0
2019-08-05,11,17,6
2019-08-06,12,32,15
2019-08-07,21,29,11
2019-08-08,14,30,6
2019-08-09,12,25,7
2019-08-10,0,1,0
2019-08-11,0,2,0
2019-08-12,10,20,7
2019-08-13,13,29,7
2019-08-14,19,27,8
2019-08-15,17,27,6
2019-08-16,12,28,10
2019-08-17,2,2,0
2019-08-18,0,2,3
2019-08-19,18,16,5
2019-08-20,14,22,5
2019-08-21,10,28,6
2019-08-22,13,28,6
2019-08-23,7,20,5
2019-08-24,0,4,0
2019-08-25,0,1,2
2019-08-26,9,21,8
2019-08-27,15,35,3
2019-08-28,2,47,7
2019-08-29,13,41,7
2019-08-30,8,23,9
2019-08-31,0,4,0
2019-09-01,0,1,1
2019-09-02,3,22,9
2019-09-03,7,21,18
2019-09-04,14,25,11
2019-09-05,11,29,7
2019-09-06,6,31,3
2019-09-07,0,10,0
2019-09-08,0,0,1
2019-09-09,16,31,12
2019-09-10,30,21,8
2019-09-11,9,38,7
2019-09-12,22,27,17
2019-09-13,20,37,14
2019-09-14,0,2,0
2019-09-15,0,3,4
2019-09-16,20,25,13
2019-09-17,14,28,24
2019-09-18,11,31,8
2019-09-19,9,35,10
2019-09-20,8,21,15
2019-09-21,0,2,0
2019-09-22,0,0,1
2019-09-23,7,19,19
2019-09-24,13,39,18
2019-09-25,8,37,21
2019-09-26,7,23,7
2019-09-27,10,39,8
2019-09-28,0,1,1
2019-09-29,0,0,0
2019-09-30,17,26,15
2019-10-01,11,20,11
2019-10-02,19,26,14
2019-10-03,17,34,9
2019-10-04,12,19,4
2019-10-05,3,4,0
2019-10-06,1,3,0
2019-10-07,6,28,16
2019-10-08,18,28,25
2019-10-09,25,35,10
2019-10-10,19,36,6
2019-10-11,16,46,14
2019-10-12,0,0,3
2019-10-13,0,1,0
2019-10-14,17,47,8
2019-10-15,18,59,12
2019-10-16,17,47,13
2019-10-17,35,30,5
2019-10-18,28,32,5
2019-10-19,1,2,1
2019-10-20,0,0,0
2019-10-21,12,27,4
2019-10-22,19,39,21
2019-10-23,14,35,4
2019-10-24,12,31,4
2019-10-25,19,44,4
2019-10-26,0,4,1
2019-10-27,0,1,0
2019-10-28,20,24,2
2019-10-29,17,28,7
2019-10-30,25,34,4
2019-10-31,18,24,18
2019-11-01,16,11,17
2019-11-02,1,1,2
2019-11-03,0,1,0
2019-11-04,16,2,6
2019-11-05,16,1,7
2019-11-06,18,9,21
2019-11-07,23,5,20
2019-11-08,23,3,15
2019-11-09,1,0,0
2019-11-10,0,2,0
2019-11-11,9,13,12
2019-11-12,23,17,6
2019-11-13,24,23,11
2019-11-14,19,35,9
2019-11-15,20,26,8
2019-11-16,0,5,0
2019-11-17,0,4,1
2019-11-18,19,31,11
2019-11-19,21,34,11
2019-11-20,24,26,11
2019-11-21,23,37,23
2019-11-22,30,28,11
2019-11-23,0,3,2
2019-11-24,0,1,2
2019-11-25,16,25,14
2019-11-26,22,35,10
2019-11-27,16,19,15
2019-11-28,7,13,3
2019-11-29,4,6,4
2019-11-30,2,2,1
2019-12-01,0,1,2
2019-12-02,18,30,19
2019-12-03,17,27,11
2019-12-04,13,37,17
2019-12-05,22,26,14
2019-12-06,29,24,12
2019-12-07,0,4,0
2019-12-08,0,0,1
2019-12-09,25,29,14
2019-12-10,18,23,16
2019-12-11,24,42,12
2019-12-12,16,36,11
2019-12-13,13,34,15
2019-12-14,0,4,2
2019-12-15,0,1,0
2019-12-16,6,25,5
2019-12-17,12,37,5
2019-12-18,25,38,17
2019-12-19,21,34,8
2019-12-20,2,29,9
2019-12-21,0,2,1
2019-12-22,0,0,0
2019-12-23,0,8,13
2019-12-24,0,4,3
2019-12-25,0,1,1
2019-12-26,0,2,1
2019-12-27,0,1,2
2019-12-28,0,0,0
2019-12-29,0,2,1
2019-12-30,0,4,9
2019-12-31,0,3,4
2020-01-01,0,1,0
2020-01-02,29,14,6
2020-01-03,16,11,8
2020-01-04,0,2,1
2020-01-05,0,2,0
2020-01-06,24,26,7
2020-01-07,23,34,11
2020-01-08,22,30,6
2020-01-09,36,28,6
2020-01-10,15,40,16
2020-01-11,1,5,0
2020-01-12,0,2,1
2020-01-13,34,43,12
2020-01-14,10,67,9
2020-01-15,24,41,15
2020-01-16,17,41,14
2020-01-17,18,26,26
2020-01-18,0,8,1
2020-01-19,0,0,2
2020-01-20,3,14,14
2020-01-21,21,35,12
2020-01-22,27,40,10
2020-01-23,27,31,8
2020-01-24,13,36,13
2020-01-25,0,5,2
2020-01-26,0,2,1
2020-01-27,16,31,14
2020-01-28,21,53,17
2020-01-29,25,29,12
2020-01-30,26,31,23
2020-01-31,14,20,2
2020-02-01,1,2,0
2020-02-02,1,0,0
2020-02-03,18,30,7
2020-02-04,19,30,9
2020-02-05,24,31,7
2020-02-06,22,39,12
2020-02-07,28,30,3
2020-02-08,1,0,11
2020-02-09,0,2,16
2020-02-10,20,32,13
2020-02-11,32,36,22
2020-02-12,22,28,12
2020-02-13,39,29,19
2020-02-14,31,39,15
2020-02-15,3,5,2
2020-02-16,0,5,3
2020-02-17,11,15,11
2020-02-18,30,38,13
2020-02-19,26,34,18
2020-02-20,21,33,15
2020-02-21,46,22,3
2020-02-22,7,1,5
2020-02-23,1,0,0
2020-02-24,36,19,4
2020-02-25,19,40,10
2020-02-26,34,36,8
2020-02-27,23,27,5
2020-02-28,29,38,15
2020-02-29,0,1,1
2020-03-01,0,4,0
2020-03-02,21,25,7
2020-03-03,32,44,12
2020-03-04,12,45,12
2020-03-05,26,32,10
2020-03-06,22,30,10
2020-03-07,1,4,0
2020-03-08,0,0,0
2020-03-09,16,19,6
2020-03-10,18,32,23
2020-03-11,23,28,26
2020-03-12,36,36,10
2020-03-13,23,31,13
2020-03-14,1,2,1
2020-03-15,1,2,2
2020-03-16,36,27,19
2020-03-17,35,41,24
2020-03-18,29,39,19
2020-03-19,20,47,14
2020-03-20,25,44,14
2020-03-21,0,7,0
2020-03-22,0,2,0
2020-03-23,18,53,15
2020-03-24,46,65,26
2020-03-25,17,57,28
2020-03-26,29,54,21
2020-03-27,21,33,13
2020-03-28,2,4,5
2020-03-29,1,1,1
2020-03-30,18,36,17
2020-03-31,21,50,9
2020-04-01,31,40,22
2020-04-02,16,31,25
2020-04-03,20,37,17
2020-04-04,1,8,8
2020-04-05,0,0,4
2020-04-06,20,51,14
2020-04-07,25,38,24
2020-04-08,21,42,20
2020-04-09,27,34,26
2020-04-10,18,22,16
2020-04-11,0,3,6
2020-04-12,1,1,3
2020-04-13,19,30,6
2020-04-14,17,31,24
2020-04-15,30,32,22
2020-04-16,27,41,13
2020-04-17,23,40,13
2020-04-18,0,6,5
2020-04-19,0,1,5
2020-04-20,18,26,23
2020-04-21,20,28,23
2020-04-22,24,38,23
2020-04-23,28,29,25
2020-04-24,24,34,29
2020-04-25,0,3,13
2020-04-26,1,2,10
2020-04-27,20,38,47
2020-04-28,14,27,17
2020-04-29,16,39,21
2020-04-30,17,43,27
2020-05-01,15,7,14
2020-05-02,2,2,5
2020-05-03,1,1,3
2020-05-04,22,63,34
2020-05-05,19,84,35
2020-05-06,22,52,31
2020-05-07,25,51,24
2020-05-08,22,27,15
2020-05-09,1,1,5
2020-05-10,0,3,6
2020-05-11,25,38,36
2020-05-12,26,47,24
2020-05-13,20,42,34
2020-05-14,30,36,44
2020-05-15,22,40,14
2020-05-16,0,2,0
2020-05-17,2,0,1
2020-05-18,13,19,21
2020-05-19,23,34,15
2020-05-20,25,23,26
2020-05-21,20,25,11
2020-05-22,14,10,6
2020-05-23,0,0,1
2020-05-24,2,0,1
2020-05-25,9,11,21
2020-05-26,26,27,13
2020-05-27,21,33,9
2020-05-28,15,28,8
2020-05-29,21,21,8
2020-05-30,1,3,0
2020-05-31,0,1,2
2020-06-01,17,18,10
2020-06-02,20,23,9
2020-06-03,15,38,14
2020-06-04,17,35,10
2020-06-05,12,31,13
2020-06-06,0,1,0
2020-06-07,0,0,0
2020-06-08,18,29,15
2020-06-09,28,38,14
2020-06-10,30,38,9
2020-06-11,25,32,13
2020-06-12,30,30,1
2020-06-13,1,4,1
2020-06-14,0,0,0
2020-06-15,23,35,11
2020-06-16,27,35,18
2020-06-17,22,24,16
2020-06-18,31,44,9
2020-06-19,5,8,0
2020-06-20,0,3,0
2020-06-21,0,0,0
2020-06-22,31,0,16
2020-06-23,15,26,12
2020-06-24,17,29,14
2020-06-25,16,50,15
2020-06-26,22,41,11
2020-06-27,0,3,0
2020-06-28,0,0,1
2020-06-29,33,41,20
2020-06-30,26,45,32
2020-07-01,15,44,28
2020-07-02,26,52,15
2020-07-03,2,24,11
2020-07-04,0,1,5
2020-07-05,0,2,0
2020-07-06,27,47,17
2020-07-07,21,43,15
2020-07-08,17,44,19
2020-07-09,20,68,20
2020-07-10,18,16,9
2020-07-11,0,0,2
2020-07-12,0,0,0
2020-07-13,17,77,19
2020-07-14,24,106,10
2020-07-15,25,71,14
2020-07-16,19,48,16
2020-07-17,22,42,17
2020-07-18,0,1,2
2020-07-19,0,0,0
2020-07-20,14,42,10
2020-07-21,18,46,8
2020-07-22,20,58,15
2020-07-23,12,53,14
2020-07-24,18,12,14
2020-07-25,0,1,1
2020-07-26,1,3,3
2020-07-27,15,32,11
2020-07-28,17,62,10
