,microsoft/vscode,nteract/nteract,nteract/hydrogen
2020-10-21,41,2,0
2020-10-22,58,2,0
2020-10-23,61,1,0
2020-10-24,6,0,0
2020-10-25,15,0,0
2020-10-26,80,9,0
2020-10-27,49,4,0
2020-10-28,78,0,0
2020-10-29,33,1,0
2020-10-30,28,1,0
2020-10-31,1,0,0
2020-11-01,0,0,0
2020-11-02,61,1,0
2020-11-03,59,0,0
2020-11-04,85,0,0
2020-11-05,73,2,0
2020-11-06,49,6,0
2020-11-07,4,5,0
2020-11-08,3,1,0
2020-11-09,86,1,0
2020-11-10,93,0,0
2020-11-11,79,0,0
2020-11-12,58,3,0
2020-11-13,63,0,0
2020-11-14,0,0,0
2020-11-15,7,3,0
2020-11-16,50,1,0
2020-11-17,52,2,0
2020-11-18,72,1,0
2020-11-19,45,5,0
2020-11-20,60,2,0
2020-11-21,4,0,0
2020-11-22,7,0,0
2020-11-23,44,2,0
2020-11-24,76,2,0
2020-11-25,79,2,0
2020-11-26,62,0,0
2020-11-27,51,0,0
2020-11-28,6,2,0
2020-11-29,0,0,0
2020-11-30,43,11,0
2020-12-01,45,4,0
2020-12-02,68,0,0
2020-12-03,36,2,0
2020-12-04,31,5,0
2020-12-05,5,3,0
2020-12-06,3,1,0
2020-12-07,22,1,0
2020-12-08,38,4,0
2020-12-09,44,7,0
2020-12-10,49,0,0
2020-12-11,96,0,0
2020-12-12,2,0,0
2020-12-13,4,0,0
2020-12-14,94,0,0
2020-12-15,86,0,0
2020-12-16,85,0,0
2020-12-17,83,0,0
2020-12-18,102,3,0
2020-12-19,5,0,0
2020-12-20,0,0,0
2020-12-21,34,2,0
2020-12-22,46,1,0
2020-12-23,33,1,0
2020-12-24,31,0,0
2020-12-25,7,0,0
2020-12-26,1,1,0
2020-12-27,0,0,0
2020-12-28,18,0,0
2020-12-29,24,0,0
2020-12-30,15,1,0
2020-12-31,13,1,0
2021-01-01,0,0,0
2021-01-02,2,0,0
2021-01-03,1,0,0
2021-01-04,40,4,1
2021-01-05,79,4,0
2021-01-06,67,2,0
2021-01-07,64,2,0
2021-01-08,55,3,0
2021-01-09,5,1,0
2021-01-10,1,0,0
2021-01-11,68,0,0
2021-01-12,64,2,0
2021-01-13,79,0,0
2021-01-14,58,0,0
2021-01-15,79,0,0
2021-01-16,8,0,0
2021-01-17,0,0,0
2021-01-18,61,0,0
2021-01-19,63,0,0
2021-01-20,55,1,0
2021-01-21,94,1,0
2021-01-22,73,4,0
2021-01-23,4,0,0
2021-01-24,5,0,0
2021-01-25,63,0,0
2021-01-26,41,4,0
2021-01-27,64,1,0
2021-01-28,73,3,0
2021-01-29,13,0,0
2021-01-30,4,0,0
2021-01-31,0,0,1
2021-02-01,72,1,2
2021-02-02,89,0,0
2021-02-03,82,3,0
2021-02-04,101,0,0
2021-02-05,79,1,0
2021-02-06,6,0,0
2021-02-07,2,1,0
2021-02-08,51,0,0
2021-02-09,95,0,1
2021-02-10,77,1,0
2021-02-11,105,4,0
2021-02-12,92,1,0
2021-02-13,11,1,0
2021-02-14,5,0,0
2021-02-15,53,0,0
2021-02-16,64,1,0
2021-02-17,75,1,0
2021-02-18,114,0,0
2021-02-19,99,0,0
2021-02-20,13,3,0
2021-02-21,0,1,0
2021-02-22,108,4,0
2021-02-23,56,5,0
2021-02-24,80,0,0
2021-02-25,54,2,0
2021-02-26,37,0,0
2021-02-27,9,0,0
2021-02-28,1,0,0
2021-03-01,55,0,0
2021-03-02,70,1,0
2021-03-03,44,2,0
2021-03-04,82,1,0
2021-03-05,109,0,0
2021-03-06,27,1,0
2021-03-07,3,0,0
2021-03-08,57,0,0
2021-03-09,91,1,0
2021-03-10,55,0,0
2021-03-11,41,0,0
2021-03-12,57,0,0
2021-03-13,4,0,0
2021-03-14,0,0,0
2021-03-15,46,0,0
2021-03-16,75,9,0
2021-03-17,44,0,0
2021-03-18,48,0,0
2021-03-19,107,2,0
2021-03-20,17,1,0
2021-03-21,3,0,0
2021-03-22,68,1,0
2021-03-23,53,1,0
2021-03-24,98,1,0
2021-03-25,58,0,0
2021-03-26,44,0,0
2021-03-27,8,0,0
2021-03-28,5,0,0
2021-03-29,123,0,1
2021-03-30,69,1,0
2021-03-31,76,6,0
2021-04-01,81,1,0
2021-04-02,39,1,0
2021-04-03,3,0,0
2021-04-04,2,0,0
2021-04-05,59,1,0
2021-04-06,93,2,4
2021-04-07,68,1,0
2021-04-08,84,1,0
2021-04-09,97,3,69
2021-04-10,14,1,2
2021-04-11,3,0,0
2021-04-12,79,0,2
2021-04-13,75,2,41
2021-04-14,97,9,0
2021-04-15,109,9,12
2021-04-16,122,8,0
2021-04-17,10,0,7
2021-04-18,6,0,2
2021-04-19,71,0,0
2021-04-20,108,10,0
2021-04-21,122,1,0
2021-04-22,113,2,0
2021-04-23,90,8,0
2021-04-24,18,0,0
2021-04-25,1,1,0
2021-04-26,89,0,0
2021-04-27,69,0,0
2021-04-28,80,3,0
2021-04-29,50,1,0
2021-04-30,33,6,0
2021-05-01,6,1,0
2021-05-02,7,1,0
2021-05-03,66,0,0
2021-05-04,108,4,0
2021-05-05,72,0,0
2021-05-06,99,1,0
2021-05-07,101,1,0
2021-05-08,10,0,0
2021-05-09,2,0,0
2021-05-10,56,0,0
2021-05-11,65,0,0
2021-05-12,97,0,0
2021-05-13,63,2,0
2021-05-14,56,0,0
2021-05-15,2,2,0
2021-05-16,0,0,0
2021-05-17,44,1,0
2021-05-18,64,1,4
2021-05-19,127,0,0
2021-05-20,71,0,0
2021-05-21,104,0,0
2021-05-22,7,3,0
2021-05-23,1,0,0
2021-05-24,42,1,0
2021-05-25,88,2,0
2021-05-26,100,0,9
2021-05-27,74,8,1
2021-05-28,76,5,27
2021-05-29,14,0,0
2021-05-30,6,0,0
2021-05-31,55,0,0
2021-06-01,57,2,1
2021-06-02,99,2,6
2021-06-03,70,0,0
2021-06-04,79,0,0
2021-06-05,6,0,0
2021-06-06,5,0,0
2021-06-07,82,0,0
2021-06-08,79,0,0
2021-06-09,95,1,0
2021-06-10,68,8,0
2021-06-11,80,2,0
2021-06-12,3,0,0
2021-06-13,1,7,0
2021-06-14,34,0,0
2021-06-15,108,3,0
2021-06-16,85,0,0
2021-06-17,48,0,0
2021-06-18,105,2,0
2021-06-19,9,2,0
2021-06-20,1,3,0
2021-06-21,69,0,1
2021-06-22,45,4,0
2021-06-23,79,0,0
2021-06-24,74,0,0
2021-06-25,72,0,0
2021-06-26,6,0,0
2021-06-27,8,0,0
2021-06-28,82,0,0
2021-06-29,42,0,0
2021-06-30,73,0,0
2021-07-01,78,0,0
2021-07-02,43,0,0
2021-07-03,0,0,0
2021-07-04,5,0,0
2021-07-05,31,0,0
2021-07-06,35,0,0
2021-07-07,105,0,0
2021-07-08,68,0,0
2021-07-09,49,0,0
2021-07-10,5,0,0
2021-07-11,0,0,0
2021-07-12,31,0,0
2021-07-13,47,0,0
2021-07-14,61,0,0
2021-07-15,72,2,0
2021-07-16,84,1,0
2021-07-17,7,0,0
2021-07-18,5,0,0
2021-07-19,51,0,0
2021-07-20,51,0,0
2021-07-21,54,0,0
2021-07-22,55,0,0
2021-07-23,54,0,0
2021-07-24,9,2,0
2021-07-25,4,0,0
2021-07-26,53,1,0
2021-07-27,43,1,0
2021-07-28,52,0,0
2021-07-29,39,0,0
2021-07-30,9,1,0
2021-07-31,0,0,0
2021-08-01,1,0,0
2021-08-02,31,1,0
2021-08-03,71,3,0
2021-08-04,54,1,0
2021-08-05,40,0,0
2021-08-06,60,5,0
2021-08-07,6,0,0
2021-08-08,1,0,0
2021-08-09,22,0,0
2021-08-10,24,0,0
2021-08-11,45,0,0
2021-08-12,48,0,0
2021-08-13,50,0,0
2021-08-14,1,0,0
2021-08-15,1,0,0
2021-08-16,39,0,0
2021-08-17,60,3,0
2021-08-18,59,0,0
2021-08-19,80,0,0
2021-08-20,63,1,0
2021-08-21,7,0,0
2021-08-22,2,0,0
2021-08-23,66,0,0
2021-08-24,47,0,0
2021-08-25,62,2,0
2021-08-26,33,0,0
2021-08-27,25,0,0
2021-08-28,0,2,0
2021-08-29,2,0,0
2021-08-30,55,2,0
2021-08-31,50,0,0
2021-09-01,57,0,0
2021-09-02,56,0,0
2021-09-03,40,0,0
2021-09-04,3,0,0
2021-09-05,0,0,0
2021-09-06,24,0,0
2021-09-07,56,0,0
2021-09-08,31,0,0
2021-09-09,35,0,0
2021-09-10,60,0,0
2021-09-11,9,0,0
2021-09-12,1,0,0
2021-09-13,32,0,0
2021-09-14,62,0,0
2021-09-15,33,1,0
2021-09-16,54,0,0
2021-09-17,61,0,0
2021-09-18,12,0,0
2021-09-19,1,0,0
2021-09-20,61,0,0
2021-09-21,57,0,0
2021-09-22,62,1,0
2021-09-23,52,7,0
2021-09-24,63,0,0
2021-09-25,2,0,0
2021-09-26,1,0,0
2021-09-27,71,4,0
2021-09-28,49,1,0
2021-09-29,69,0,0
2021-09-30,48,0,0
2021-10-01,19,0,0
2021-10-02,0,0,0
2021-10-03,2,0,0
2021-10-04,31,0,0
2021-10-05,7,1,0
2021-10-06,33,8,0
2021-10-07,30,0,0
2021-10-08,50,0,0
2021-10-09,1,0,0
2021-10-10,1,0,0
2021-10-11,52,0,0
2021-10-12,72,0,0
2021-10-13,41,0,0
2021-10-14,51,0,1
2021-10-15,57,0,0
2021-10-16,10,2,1
2021-10-17,1,0,0
2021-10-18,28,0,0
2021-10-19,54,1,0
2021-10-20,44,0,0
2021-10-21,52,0,0
2021-10-22,52,4,0
2021-10-23,9,0,0
2021-10-24,2,0,0
2021-10-25,71,0,0
2021-10-26,46,2,0
2021-10-27,50,5,0
2021-10-28,27,0,0
2021-10-29,24,0,0
2021-10-30,5,0,0
2021-10-31,0,0,0
2021-11-01,70,0,0
2021-11-02,56,4,0
2021-11-03,73,5,0
2021-11-04,61,0,0
2021-11-05,60,0,0
2021-11-06,4,0,0
2021-11-07,3,0,0
2021-11-08,45,0,0
2021-11-09,96,0,0
2021-11-10,84,0,0
2021-11-11,62,0,0
2021-11-12,72,0,0
2021-11-13,1,0,0
2021-11-14,2,0,0
2021-11-15,37,0,0
2021-11-16,43,0,0
2021-11-17,42,0,0
2021-11-18,43,0,0
2021-11-19,68,0,0
2021-11-20,23,0,0
2021-11-21,9,0,0
2021-11-22,43,0,0
2021-11-23,50,0,0
2021-11-24,41,0,0
2021-11-25,29,0,0
2021-11-26,37,0,0
2021-11-27,2,0,0
2021-11-28,8,0,0
2021-11-29,67,0,0
2021-11-30,32,0,0
2021-12-01,60,0,0
2021-12-02,27,0,0
2021-12-03,9,0,0
2021-12-04,0,0,0
2021-12-05,0,0,0
2021-12-06,43,0,0
2021-12-07,69,0,0
2021-12-08,76,0,0
2021-12-09,48,0,0
2021-12-10,42,0,0
2021-12-11,12,0,0
2021-12-12,0,0,0
2021-12-13,31,0,0
2021-12-14,72,0,0
2021-12-15,46,0,0
2021-12-16,39,1,0
2021-12-17,37,0,0
2021-12-18,0,0,0
2021-12-19,0,0,0
2021-12-20,20,0,0
2021-12-21,16,0,0
2021-12-22,19,0,0
2021-12-23,11,1,0
2021-12-24,4,0,0
2021-12-25,0,0,0
2021-12-26,0,0,0
2021-12-27,8,0,0
2021-12-28,38,0,0
2021-12-29,39,0,0
2021-12-30,27,0,0
2021-12-31,7,0,0
2022-01-01,1,0,0
2022-01-02,0,0,0
2022-01-03,24,0,0
2022-01-04,48,5,0
2022-01-05,52,0,0
2022-01-06,46,0,0
2022-01-07,74,0,0
2022-01-08,14,0,0
2022-01-09,6,0,0
2022-01-10,56,0,0
2022-01-11,70,0,0
2022-01-12,74,0,0
2022-01-13,69,0,0
2022-01-14,49,0,0
2022-01-15,10,0,0
2022-01-16,5,0,0
2022-01-17,35,0,0
2022-01-18,57,0,0
2022-01-19,70,0,0
2022-01-20,90,0,0
2022-01-21,160,0,0
2022-01-22,13,0,0
2022-01-23,9,0,0
2022-01-24,80,4,0
2022-01-25,48,0,0
2022-01-26,57,0,0
2022-01-27,67,0,0
2022-01-28,34,0,0
2022-01-29,3,0,0
2022-01-30,2,0,0
2022-01-31,83,0,0
2022-02-01,90,0,0
2022-02-02,60,0,0
2022-02-03,63,0,0
2022-02-04,107,0,0
2022-02-05,23,0,0
2022-02-06,6,0,0
2022-02-07,51,0,0
2022-02-08,77,0,0
2022-02-09,91,0,0
2022-02-10,55,0,0
2022-02-11,56,5,0
2022-02-12,7,0,0
