,rails/rails,django/django,pallets/flask
2018-10-06,11,0.0,0
2018-10-07,15,0.0,0
2018-10-08,19,2.0,0
2018-10-09,17,3.0,0
2018-10-10,15,4.0,0
2018-10-11,16,3.0,0
2018-10-12,10,4.0,0
2018-10-13,3,1.0,1
2018-10-14,6,2.0,0
2018-10-15,10,4.0,0
2018-10-16,14,2.0,0
2018-10-17,24,6.0,0
2018-10-18,11,2.0,0
2018-10-19,20,0.0,0
2018-10-20,18,2.0,0
2018-10-21,13,4.0,0
2018-10-22,16,5.0,0
2018-10-23,18,3.0,2
2018-10-24,7,6.0,2
2018-10-25,12,8.0,2
2018-10-26,5,1.0,0
2018-10-27,5,2.0,2
2018-10-28,8,1.0,0
2018-10-29,7,9.0,0
2018-10-30,19,5.0,1
2018-10-31,3,2.0,0
2018-11-01,4,6.0,0
2018-11-02,5,1.0,0
2018-11-03,4,4.0,0
2018-11-04,5,2.0,1
2018-11-05,8,0.0,0
2018-11-06,13,1.0,0
2018-11-07,9,2.0,2
2018-11-08,22,1.0,0
2018-11-09,10,8.0,0
2018-11-10,5,6.0,0
2018-11-11,6,1.0,0
2018-11-12,6,3.0,1
2018-11-13,17,6.0,6
2018-11-14,10,5.0,0
2018-11-15,5,5.0,0
2018-11-16,8,3.0,0
2018-11-17,3,4.0,0
2018-11-18,3,3.0,0
2018-11-19,17,4.0,0
2018-11-20,16,8.0,0
2018-11-21,9,2.0,0
2018-11-22,8,1.0,0
2018-11-23,11,5.0,0
2018-11-24,5,1.0,0
2018-11-25,7,1.0,0
2018-11-26,14,4.0,0
2018-11-27,14,8.0,0
2018-11-28,22,2.0,1
2018-11-29,8,3.0,0
2018-11-30,11,6.0,0
2018-12-01,7,0.0,0
2018-12-02,6,0.0,0
2018-12-03,12,3.0,0
2018-12-04,21,1.0,0
2018-12-05,15,4.0,0
2018-12-06,5,7.0,0
2018-12-07,9,1.0,0
2018-12-08,1,0.0,2
2018-12-09,2,1.0,0
2018-12-10,9,2.0,0
2018-12-11,4,0.0,0
2018-12-12,21,1.0,0
2018-12-13,17,0.0,0
2018-12-14,21,0.0,0
2018-12-15,6,1.0,0
2018-12-16,6,0.0,0
2018-12-17,8,5.0,0
2018-12-18,18,0.0,0
2018-12-19,8,3.0,0
2018-12-20,17,0.0,0
2018-12-21,19,7.0,2
2018-12-22,0,13.0,0
2018-12-23,3,0.0,0
2018-12-24,4,5.0,0
2018-12-25,1,0.0,0
2018-12-26,11,5.0,0
2018-12-27,10,4.0,0
2018-12-28,14,1.0,0
2018-12-29,3,0.0,0
2018-12-30,12,3.0,0
2018-12-31,12,2.0,0
2019-01-01,14,4.0,0
2019-01-02,11,4.0,0
2019-01-03,13,2.0,0
2019-01-04,19,2.0,2
2019-01-05,22,0.0,7
2019-01-06,2,0.0,40
2019-01-07,7,0.0,15
2019-01-08,17,1.0,0
2019-01-09,17,8.0,0
2019-01-10,12,6.0,0
2019-01-11,14,7.0,0
2019-01-12,0,6.0,3
2019-01-13,7,1.0,0
2019-01-14,14,15.0,0
2019-01-15,9,6.0,0
2019-01-16,23,7.0,0
2019-01-17,57,21.0,0
2019-01-18,18,3.0,1
2019-01-19,10,3.0,0
2019-01-20,4,0.0,0
2019-01-21,10,6.0,0
2019-01-22,16,3.0,0
2019-01-23,12,5.0,0
2019-01-24,17,1.0,0
2019-01-25,12,1.0,2
2019-01-26,16,1.0,0
2019-01-27,2,3.0,0
2019-01-28,17,8.0,0
2019-01-29,14,3.0,0
2019-01-30,22,5.0,0
2019-01-31,16,4.0,0
2019-02-01,19,2.0,0
2019-02-02,6,2.0,0
2019-02-03,1,0.0,0
2019-02-04,20,6.0,0
2019-02-05,20,14.0,0
2019-02-06,12,8.0,0
2019-02-07,20,3.0,0
2019-02-08,16,6.0,0
2019-02-09,9,13.0,0
2019-02-10,4,2.0,0
2019-02-11,21,7.0,0
2019-02-12,16,5.0,0
2019-02-13,18,4.0,0
2019-02-14,16,7.0,0
2019-02-15,15,1.0,0
2019-02-16,15,1.0,0
2019-02-17,9,0.0,0
2019-02-18,10,0.0,0
2019-02-19,18,0.0,0
2019-02-20,21,3.0,0
2019-02-21,18,6.0,0
2019-02-22,13,0.0,0
2019-02-23,13,1.0,2
2019-02-24,7,1.0,2
2019-02-25,29,6.0,0
2019-02-26,21,2.0,0
2019-02-27,11,4.0,0
2019-02-28,6,3.0,0
2019-03-01,12,5.0,0
2019-03-02,0,3.0,0
2019-03-03,13,1.0,0
2019-03-04,10,1.0,0
2019-03-05,10,3.0,0
2019-03-06,17,1.0,2
2019-03-07,24,3.0,0
2019-03-08,24,3.0,0
2019-03-09,26,2.0,0
2019-03-10,7,0.0,0
2019-03-11,30,2.0,0
2019-03-12,26,3.0,0
2019-03-13,15,1.0,0
2019-03-14,7,2.0,0
2019-03-15,11,3.0,0
2019-03-16,9,0.0,0
2019-03-17,17,0.0,0
2019-03-18,18,6.0,0
2019-03-19,22,0.0,0
2019-03-20,14,5.0,0
2019-03-21,5,10.0,0
2019-03-22,19,7.0,0
2019-03-23,10,7.0,0
2019-03-24,8,1.0,0
2019-03-25,11,5.0,0
2019-03-26,19,1.0,0
2019-03-27,12,10.0,0
2019-03-28,9,8.0,0
2019-03-29,14,4.0,0
2019-03-30,14,10.0,0
2019-03-31,33,0.0,0
2019-04-01,18,7.0,0
2019-04-02,21,2.0,0
2019-04-03,31,4.0,0
2019-04-04,32,1.0,0
2019-04-05,22,5.0,0
2019-04-06,3,2.0,0
2019-04-07,3,0.0,0
2019-04-08,15,5.0,0
2019-04-09,25,1.0,0
2019-04-10,15,0.0,0
2019-04-11,28,0.0,0
2019-04-12,27,0.0,2
2019-04-13,11,4.0,0
2019-04-14,14,4.0,0
2019-04-15,21,5.0,2
2019-04-16,30,4.0,0
2019-04-17,12,4.0,0
2019-04-18,11,6.0,0
2019-04-19,32,5.0,0
2019-04-20,7,0.0,0
2019-04-21,8,2.0,0
2019-04-22,18,0.0,0
2019-04-23,27,4.0,0
2019-04-24,12,6.0,0
2019-04-25,10,8.0,0
2019-04-26,8,2.0,0
2019-04-27,4,2.0,0
2019-04-28,2,0.0,0
2019-04-29,5,9.0,0
2019-04-30,13,5.0,0
2019-05-01,15,2.0,0
2019-05-02,10,3.0,0
2019-05-03,5,7.0,0
2019-05-04,2,0.0,7
2019-05-05,6,0.0,2
2019-05-06,8,2.0,9
2019-05-07,9,9.0,0
2019-05-08,14,8.0,1
2019-05-09,9,5.0,0
2019-05-10,5,1.0,0
2019-05-11,25,0.0,0
2019-05-12,13,1.0,0
2019-05-13,14,3.0,2
2019-05-14,5,1.0,0
2019-05-15,6,4.0,0
2019-05-16,4,4.0,25
2019-05-17,3,8.0,18
2019-05-18,9,1.0,3
2019-05-19,4,0.0,14
2019-05-20,8,5.0,0
2019-05-21,7,8.0,0
2019-05-22,15,5.0,0
2019-05-23,10,2.0,5
2019-05-24,2,8.0,7
2019-05-25,2,0.0,5
2019-05-26,2,0.0,0
2019-05-27,3,5.0,0
2019-05-28,19,4.0,0
2019-05-29,5,3.0,0
2019-05-30,1,1.0,0
2019-05-31,11,7.0,29
2019-06-01,5,0.0,12
2019-06-02,8,0.0,0
2019-06-03,5,8.0,0
2019-06-04,14,4.0,0
2019-06-05,18,5.0,0
2019-06-06,18,4.0,0
2019-06-07,6,5.0,0
2019-06-08,3,0.0,0
2019-06-09,4,0.0,0
2019-06-10,4,4.0,1
2019-06-11,4,5.0,0
2019-06-12,5,5.0,12
2019-06-13,17,5.0,3
2019-06-14,13,1.0,0
2019-06-15,9,1.0,0
2019-06-16,2,0.0,0
2019-06-17,7,1.0,0
2019-06-18,3,2.0,0
2019-06-19,9,4.0,1
2019-06-20,10,7.0,0
2019-06-21,5,4.0,4
2019-06-22,4,1.0,2
2019-06-23,2,0.0,6
2019-06-24,4,7.0,0
2019-06-25,5,2.0,0
2019-06-26,1,3.0,3
2019-06-27,10,3.0,2
2019-06-28,2,3.0,0
2019-06-29,1,1.0,0
2019-06-30,4,1.0,0
2019-07-01,3,7.0,11
2019-07-02,3,4.0,3
2019-07-03,5,4.0,3
2019-07-04,5,4.0,3
2019-07-05,4,1.0,0
2019-07-06,4,0.0,0
2019-07-07,2,0.0,3
2019-07-08,13,4.0,4
2019-07-09,6,2.0,0
2019-07-10,14,6.0,6
2019-07-11,7,4.0,0
2019-07-12,17,2.0,0
2019-07-13,1,1.0,0
2019-07-14,9,0.0,0
2019-07-15,13,1.0,0
2019-07-16,20,6.0,0
2019-07-17,9,0.0,0
2019-07-18,4,2.0,0
2019-07-19,10,4.0,0
2019-07-20,4,1.0,0
2019-07-21,1,0.0,2
2019-07-22,9,1.0,4
2019-07-23,14,5.0,0
2019-07-24,23,2.0,1
2019-07-25,25,5.0,1
2019-07-26,53,1.0,0
2019-07-27,9,3.0,0
2019-07-28,12,0.0,0
2019-07-29,24,3.0,0
2019-07-30,8,4.0,0
2019-07-31,31,7.0,0
2019-08-01,31,11.0,8
2019-08-02,17,8.0,0
2019-08-03,7,0.0,0
2019-08-04,4,0.0,0
2019-08-05,12,4.0,0
2019-08-06,12,0.0,0
2019-08-07,23,2.0,0
2019-08-08,8,2.0,0
2019-08-09,9,2.0,1
2019-08-10,3,0.0,0
2019-08-11,0,3.0,0
2019-08-12,7,6.0,0
2019-08-13,3,5.0,1
2019-08-14,4,2.0,0
2019-08-15,14,2.0,0
2019-08-16,10,3.0,2
2019-08-17,2,2.0,0
2019-08-18,14,3.0,0
2019-08-19,12,6.0,0
2019-08-20,10,4.0,0
2019-08-21,7,2.0,0
2019-08-22,12,3.0,0
2019-08-23,5,8.0,0
2019-08-24,5,0.0,1
2019-08-25,1,0.0,2
2019-08-26,14,5.0,0
2019-08-27,13,3.0,0
2019-08-28,10,3.0,1
2019-08-29,10,8.0,0
2019-08-30,3,2.0,0
2019-08-31,2,2.0,0
2019-09-01,3,0.0,0
2019-09-02,8,5.0,2
2019-09-03,24,2.0,0
2019-09-04,18,4.0,0
2019-09-05,19,5.0,0
2019-09-06,18,3.0,0
2019-09-07,5,0.0,0
2019-09-08,15,1.0,0
2019-09-09,13,10.0,0
2019-09-10,6,15.0,0
2019-09-11,7,4.0,0
2019-09-12,7,3.0,0
2019-09-13,30,2.0,0
2019-09-14,14,1.0,0
2019-09-15,8,0.0,0
2019-09-16,21,4.0,0
2019-09-17,11,3.0,0
2019-09-18,17,2.0,0
2019-09-19,6,2.0,0
2019-09-20,8,4.0,0
2019-09-21,3,1.0,0
2019-09-22,4,0.0,0
2019-09-23,15,6.0,11
2019-09-24,23,8.0,5
2019-09-25,9,4.0,0
2019-09-26,4,0.0,0
2019-09-27,1,7.0,0
2019-09-28,14,0.0,0
2019-09-29,2,0.0,0
2019-09-30,15,4.0,0
2019-10-01,11,7.0,0
2019-10-02,17,10.0,0
2019-10-03,13,4.0,0
2019-10-04,20,1.0,0
2019-10-05,2,0.0,0
2019-10-06,10,0.0,1
2019-10-07,21,2.0,0
2019-10-08,7,2.0,2
2019-10-09,4,12.0,0
2019-10-10,13,5.0,0
2019-10-11,16,6.0,0
2019-10-12,3,0.0,0
2019-10-13,8,0.0,4
2019-10-14,7,4.0,2
2019-10-15,10,6.0,0
2019-10-16,8,4.0,0
2019-10-17,14,2.0,0
2019-10-18,3,6.0,3
2019-10-19,10,0.0,0
2019-10-20,0,0.0,0
2019-10-21,14,7.0,0
2019-10-22,2,3.0,0
2019-10-23,5,9.0,0
2019-10-24,7,8.0,0
2019-10-25,6,7.0,0
2019-10-26,1,0.0,1
2019-10-27,3,0.0,0
2019-10-28,2,5.0,2
2019-10-29,4,9.0,2
2019-10-30,11,7.0,0
2019-10-31,6,7.0,0
2019-11-01,4,1.0,0
2019-11-02,2,0.0,2
2019-11-03,3,0.0,0
2019-11-04,9,10.0,0
2019-11-05,3,8.0,0
2019-11-06,9,11.0,0
2019-11-07,6,7.0,0
2019-11-08,10,7.0,0
2019-11-09,6,0.0,0
2019-11-10,12,0.0,0
2019-11-11,1,5.0,0
2019-11-12,2,5.0,0
2019-11-13,14,4.0,1
2019-11-14,6,2.0,0
2019-11-15,13,3.0,0
2019-11-16,11,0.0,0
2019-11-17,3,0.0,0
2019-11-18,3,15.0,0
2019-11-19,8,7.0,16
2019-11-20,5,4.0,0
2019-11-21,17,9.0,0
2019-11-22,11,5.0,0
2019-11-23,3,0.0,0
2019-11-24,10,0.0,1
2019-11-25,3,10.0,0
2019-11-26,3,3.0,0
2019-11-27,5,9.0,0
2019-11-28,7,5.0,0
2019-11-29,0,3.0,0
2019-11-30,4,0.0,0
2019-12-01,1,0.0,0
2019-12-02,7,13.0,0
2019-12-03,17,7.0,0
2019-12-04,18,9.0,0
2019-12-05,7,6.0,0
2019-12-06,19,7.0,0
2019-12-07,2,0.0,0
2019-12-08,3,0.0,0
2019-12-09,20,6.0,0
2019-12-10,11,6.0,0
2019-12-11,7,5.0,0
2019-12-12,8,9.0,0
2019-12-13,16,1.0,0
2019-12-14,8,2.0,0
2019-12-15,9,0.0,0
2019-12-16,11,3.0,0
2019-12-17,36,1.0,0
2019-12-18,44,7.0,0
2019-12-19,19,5.0,0
2019-12-20,23,3.0,0
2019-12-21,9,1.0,0
2019-12-22,9,0.0,0
2019-12-23,10,6.0,0
2019-12-24,5,0.0,0
2019-12-25,10,0.0,0
2019-12-26,4,0.0,0
2019-12-27,22,5.0,0
2019-12-28,7,0.0,0
2019-12-29,5,0.0,0
2019-12-30,1,6.0,0
2019-12-31,9,6.0,0
2020-01-01,1,0.0,0
2020-01-02,14,4.0,0
2020-01-03,10,5.0,0
2020-01-04,11,1.0,0
2020-01-05,6,0.0,0
2020-01-06,11,3.0,0
2020-01-07,19,4.0,0
2020-01-08,14,5.0,0
2020-01-09,12,10.0,0
2020-01-10,14,4.0,0
2020-01-11,6,2.0,0
2020-01-12,3,0.0,0
2020-01-13,8,2.0,0
2020-01-14,10,2.0,0
2020-01-15,13,7.0,0
2020-01-16,6,6.0,0
2020-01-17,8,6.0,0
2020-01-18,0,1.0,0
2020-01-19,10,0.0,0
2020-01-20,8,6.0,0
2020-01-21,12,5.0,0
2020-01-22,3,5.0,0
2020-01-23,16,3.0,0
2020-01-24,9,4.0,0
2020-01-25,2,0.0,0
2020-01-26,6,0.0,0
2020-01-27,17,6.0,0
2020-01-28,5,3.0,0
2020-01-29,11,13.0,0
2020-01-30,7,2.0,0
2020-01-31,0,7.0,0
2020-02-01,3,0.0,0
2020-02-02,4,0.0,0
2020-02-03,2,7.0,0
2020-02-04,5,7.0,0
2020-02-05,12,5.0,0
2020-02-06,8,5.0,4
2020-02-07,13,5.0,0
2020-02-08,4,1.0,0
2020-02-09,14,0.0,2
2020-02-10,23,5.0,13
2020-02-11,8,4.0,20
2020-02-12,11,3.0,2
2020-02-13,14,5.0,0
2020-02-14,6,4.0,0
2020-02-15,1,0.0,1
2020-02-16,12,0.0,0
2020-02-17,2,1.0,0
2020-02-18,3,6.0,0
2020-02-19,2,7.0,0
2020-02-20,13,3.0,0
2020-02-21,6,0.0,0
2020-02-22,4,0.0,0
2020-02-23,0,0.0,0
2020-02-24,22,5.0,0
2020-02-25,26,1.0,0
2020-02-26,12,8.0,0
2020-02-27,31,5.0,1
2020-02-28,12,7.0,2
2020-02-29,3,1.0,0
2020-03-01,0,0.0,0
2020-03-02,3,2.0,1
2020-03-03,8,5.0,0
2020-03-04,21,7.0,1
2020-03-05,14,6.0,1
2020-03-06,7,6.0,0
2020-03-07,4,2.0,0
2020-03-08,0,0.0,0
2020-03-09,6,7.0,0
2020-03-10,9,10.0,0
2020-03-11,5,3.0,3
2020-03-12,14,4.0,0
2020-03-13,8,4.0,0
2020-03-14,4,2.0,0
2020-03-15,0,0.0,0
2020-03-16,11,5.0,2
2020-03-17,5,9.0,0
2020-03-18,8,7.0,1
2020-03-19,10,6.0,0
2020-03-20,7,2.0,0
2020-03-21,9,2.0,0
2020-03-22,3,0.0,0
2020-03-23,6,5.0,0
2020-03-24,8,8.0,2
2020-03-25,3,11.0,2
2020-03-26,4,4.0,0
2020-03-27,5,2.0,0
2020-03-28,5,0.0,0
2020-03-29,9,0.0,0
2020-03-30,6,1.0,0
2020-03-31,12,7.0,0
2020-04-01,3,7.0,0
2020-04-02,3,5.0,6
2020-04-03,3,0.0,5
2020-04-04,5,2.0,11
2020-04-05,6,0.0,0
2020-04-06,5,4.0,0
2020-04-07,8,15.0,7
2020-04-08,13,5.0,2
2020-04-09,3,9.0,0
2020-04-10,9,6.0,0
2020-04-11,8,0.0,0
2020-04-12,4,0.0,0
2020-04-13,14,0.0,0
2020-04-14,14,10.0,0
2020-04-15,6,9.0,0
2020-04-16,6,5.0,2
2020-04-17,4,6.0,0
2020-04-18,5,1.0,0
2020-04-19,4,0.0,0
2020-04-20,8,12.0,0
2020-04-21,5,7.0,0
2020-04-22,6,11.0,0
2020-04-23,8,4.0,0
2020-04-24,10,5.0,0
2020-04-25,10,2.0,0
2020-04-26,4,0.0,0
2020-04-27,9,5.0,0
2020-04-28,8,9.0,0
2020-04-29,8,7.0,0
2020-04-30,5,5.0,0
2020-05-01,22,7.0,0
2020-05-02,11,2.0,0
2020-05-03,8,0.0,0
2020-05-04,16,9.0,0
2020-05-05,35,7.0,0
2020-05-06,24,6.0,0
2020-05-07,19,3.0,0
2020-05-08,13,11.0,1
2020-05-09,15,0.0,0
2020-05-10,11,0.0,0
2020-05-11,11,9.0,0
2020-05-12,23,7.0,0
2020-05-13,17,17.0,0
2020-05-14,17,12.0,0
2020-05-15,13,6.0,0
2020-05-16,12,0.0,0
2020-05-17,21,0.0,0
2020-05-18,20,7.0,2
2020-05-19,21,6.0,0
2020-05-20,21,5.0,0
2020-05-21,9,7.0,0
2020-05-22,4,0.0,0
2020-05-23,15,2.0,6
2020-05-24,16,0.0,0
2020-05-25,9,6.0,0
2020-05-26,16,4.0,0
2020-05-27,12,11.0,0
2020-05-28,16,6.0,0
2020-05-29,12,6.0,0
2020-05-30,1,0.0,0
2020-05-31,12,0.0,0
2020-06-01,21,9.0,0
2020-06-02,13,4.0,0
2020-06-03,14,14.0,1
2020-06-04,19,11.0,0
2020-06-05,11,4.0,2
2020-06-06,2,0.0,1
2020-06-07,7,0.0,3
2020-06-08,4,5.0,1
2020-06-09,5,0.0,0
2020-06-10,12,7.0,0
2020-06-11,7,2.0,0
2020-06-12,3,6.0,1
2020-06-13,12,0.0,0
2020-06-14,13,0.0,0
2020-06-15,11,4.0,0
2020-06-16,5,5.0,0
2020-06-17,9,10.0,0
2020-06-18,5,3.0,2
2020-06-19,16,0.0,0
2020-06-20,20,0.0,0
2020-06-21,4,0.0,1
2020-06-22,9,7.0,0
2020-06-23,6,7.0,3
2020-06-24,6,10.0,1
2020-06-25,7,5.0,0
2020-06-26,0,5.0,0
2020-06-27,4,0.0,0
2020-06-28,2,0.0,0
2020-06-29,10,2.0,0
2020-06-30,8,6.0,0
2020-07-01,4,7.0,1
2020-07-02,8,2.0,2
2020-07-03,2,4.0,1
2020-07-04,2,2.0,0
2020-07-05,3,0.0,4
2020-07-06,13,4.0,4
2020-07-07,12,2.0,0
2020-07-08,8,7.0,4
2020-07-09,7,3.0,0
2020-07-10,3,6.0,0
2020-07-11,1,0.0,0
2020-07-12,1,0.0,0
2020-07-13,7,4.0,0
2020-07-14,6,5.0,0
2020-07-15,4,3.0,0
2020-07-16,4,6.0,0
2020-07-17,4,3.0,0
2020-07-18,5,0.0,1
2020-07-19,4,0.0,0
2020-07-20,6,7.0,0
2020-07-21,2,3.0,2
2020-07-22,7,8.0,0
2020-07-23,7,2.0,4
2020-07-24,4,2.0,3
2020-07-25,10,0.0,0
2020-07-26,6,0.0,1
2020-07-27,9,4.0,0
2020-07-28,7,6.0,8
2020-07-29,6,7.0,1
2020-07-30,10,4.0,0
2020-07-31,12,4.0,2
2020-08-01,4,2.0,2
2020-08-02,2,0.0,0
2020-08-03,7,2.0,0
2020-08-04,6,3.0,0
2020-08-05,3,7.0,0
2020-08-06,6,3.0,0
2020-08-07,6,4.0,3
2020-08-08,3,3.0,0
2020-08-09,0,0.0,0
2020-08-10,8,2.0,0
2020-08-11,4,6.0,0
2020-08-12,8,2.0,0
2020-08-13,2,5.0,1
2020-08-14,16,5.0,0
2020-08-15,5,0.0,0
2020-08-16,0,0.0,0
2020-08-17,11,2.0,0
2020-08-18,4,5.0,0
2020-08-19,8,2.0,0
2020-08-20,5,4.0,0
2020-08-21,3,2.0,0
2020-08-22,4,0.0,0
2020-08-23,12,0.0,2
2020-08-24,8,7.0,1
2020-08-25,11,2.0,0
2020-08-26,31,4.0,1
2020-08-27,2,2.0,0
2020-08-28,0,9.0,0
2020-08-29,2,0.0,0
2020-08-30,4,0.0,0
2020-08-31,6,6.0,1
2020-09-01,9,7.0,0
2020-09-02,11,7.0,0
2020-09-03,10,4.0,0
2020-09-04,7,3.0,0
2020-09-05,7,1.0,0
2020-09-06,6,0.0,0
2020-09-07,5,4.0,0
2020-09-08,12,0.0,0
2020-09-09,6,4.0,0
2020-09-10,4,5.0,0
2020-09-11,4,3.0,0
2020-09-12,1,0.0,0
2020-09-13,3,2.0,0
2020-09-14,4,5.0,0
2020-09-15,6,5.0,1
2020-09-16,10,4.0,0
2020-09-17,5,4.0,0
2020-09-18,1,1.0,0
2020-09-19,4,0.0,0
2020-09-20,5,0.0,0
2020-09-21,10,2.0,0
2020-09-22,18,5.0,0
2020-09-23,13,7.0,0
2020-09-24,10,3.0,0
2020-09-25,9,8.0,1
2020-09-26,5,0.0,0
2020-09-27,1,0.0,0
2020-09-28,3,1.0,2
2020-09-29,6,3.0,0
2020-09-30,4,5.0,0
2020-10-01,3,7.0,0
2020-10-02,69,2.0,0
2020-10-03,9,0.0,1
2020-10-04,2,0.0,0
2020-10-05,7,5.0,0
2020-10-06,10,7.0,0
2020-10-07,22,4.0,1
2020-10-08,3,4.0,0
2020-10-09,6,3.0,0
2020-10-10,1,0.0,0
2020-10-11,2,0.0,0
2020-10-12,2,3.0,2
2020-10-13,13,5.0,0
2020-10-14,7,10.0,0
2020-10-15,5,7.0,3
2020-10-16,5,3.0,0
2020-10-17,0,2.0,0
2020-10-18,2,2.0,0
2020-10-19,3,7.0,0
2020-10-20,1,3.0,0
2020-10-21,16,8.0,1
2020-10-22,11,4.0,0
2020-10-23,5,1.0,0
2020-10-24,4,0.0,0
2020-10-25,6,0.0,0
2020-10-26,8,6.0,0
2020-10-27,25,8.0,0
2020-10-28,13,7.0,0
2020-10-29,23,3.0,1
2020-10-30,118,7.0,0
2020-10-31,14,0.0,0
2020-11-01,17,0.0,9
2020-11-02,34,7.0,0
2020-11-03,21,6.0,0
2020-11-04,10,9.0,0
2020-11-05,13,4.0,6
2020-11-06,13,4.0,0
2020-11-07,6,1.0,0
2020-11-08,4,0.0,0
2020-11-09,32,2.0,0
2020-11-10,7,7.0,0
2020-11-11,4,8.0,0
2020-11-12,3,3.0,0
2020-11-13,4,4.0,0
2020-11-14,2,4.0,2
2020-11-15,5,0.0,0
2020-11-16,3,3.0,0
2020-11-17,9,1.0,2
2020-11-18,3,0.0,0
2020-11-19,6,3.0,0
2020-11-20,2,3.0,0
