,apache/solr,elastic/elasticsearch,blevesearch/bleve
2022-10-02,2,0,0
2022-10-03,2,15,0
2022-10-04,1,21,0
2022-10-05,0,23,0
2022-10-06,0,15,1
2022-10-07,1,3,0
2022-10-08,0,0,0
2022-10-09,0,1,0
2022-10-10,0,25,1
2022-10-11,3,28,0
2022-10-12,4,31,2
2022-10-13,3,19,0
2022-10-14,8,38,0
2022-10-15,6,1,0
2022-10-16,3,0,0
2022-10-17,6,15,0
2022-10-18,9,21,1
2022-10-19,3,13,2
2022-10-20,13,19,1
2022-10-21,12,4,0
2022-10-22,0,0,0
2022-10-23,2,0,0
2022-10-24,13,15,0
2022-10-25,4,15,0
2022-10-26,27,13,0
2022-10-27,2,6,0
2022-10-28,17,7,0
2022-10-29,0,0,0
2022-10-30,3,0,0
2022-10-31,3,18,0
2022-11-01,4,25,0
2022-11-02,0,20,0
2022-11-03,3,25,0
2022-11-04,4,23,0
2022-11-05,0,3,0
2022-11-06,0,0,0
2022-11-07,0,19,0
2022-11-08,4,31,0
2022-11-09,3,28,0
2022-11-10,9,35,0
2022-11-11,6,9,2
2022-11-12,0,0,0
2022-11-13,3,0,0
2022-11-14,1,24,0
2022-11-15,0,29,0
2022-11-16,0,26,0
2022-11-17,1,22,1
2022-11-18,0,27,1
2022-11-19,0,3,0
2022-11-20,0,1,0
2022-11-21,1,21,0
2022-11-22,1,28,0
2022-11-23,0,24,0
2022-11-24,1,30,0
2022-11-25,5,1,0
2022-11-26,0,0,0
2022-11-27,0,1,0
2022-11-28,7,17,0
2022-11-29,2,14,0
2022-11-30,3,13,1
2022-12-01,1,9,1
2022-12-02,4,11,1
2022-12-03,2,0,0
2022-12-04,0,0,0
2022-12-05,1,20,0
2022-12-06,2,24,0
2022-12-07,8,28,0
2022-12-08,1,19,0
2022-12-09,2,3,0
2022-12-10,0,0,0
2022-12-11,0,3,0
2022-12-12,3,31,0
2022-12-13,1,18,0
2022-12-14,0,25,0
2022-12-15,4,15,1
2022-12-16,3,15,0
2022-12-17,0,2,0
2022-12-18,1,1,0
2022-12-19,0,12,1
2022-12-20,3,18,0
2022-12-21,1,27,0
2022-12-22,3,28,0
2022-12-23,0,12,0
2022-12-24,1,1,0
2022-12-25,0,0,0
2022-12-26,0,6,0
2022-12-27,1,9,0
2022-12-28,0,7,0
2022-12-29,0,3,0
2022-12-30,0,7,0
2022-12-31,3,1,0
2023-01-01,0,0,0
2023-01-02,2,0,0
2023-01-03,0,18,0
2023-01-04,4,24,0
2023-01-05,3,17,0
2023-01-06,5,3,0
2023-01-07,0,0,0
2023-01-08,1,0,0
2023-01-09,6,29,0
2023-01-10,5,24,0
2023-01-11,2,30,0
2023-01-12,3,23,0
2023-01-13,6,34,0
2023-01-14,0,3,0
2023-01-15,0,0,0
2023-01-16,2,24,0
2023-01-17,2,30,1
2023-01-18,4,24,0
2023-01-19,5,32,0
2023-01-20,3,4,1
2023-01-21,3,3,0
2023-01-22,1,1,0
2023-01-23,7,39,0
2023-01-24,1,43,0
2023-01-25,2,31,1
2023-01-26,0,30,0
2023-01-27,1,35,0
2023-01-28,0,1,0
2023-01-29,0,0,0
2023-01-30,3,33,0
2023-01-31,0,26,0
2023-02-01,2,30,0
2023-02-02,3,40,0
2023-02-03,3,3,0
2023-02-04,0,3,0
2023-02-05,0,0,0
2023-02-06,13,37,0
2023-02-07,0,47,0
2023-02-08,4,25,0
2023-02-09,1,27,0
2023-02-10,2,26,0
2023-02-11,0,5,0
2023-02-12,0,1,0
2023-02-13,1,25,0
2023-02-14,4,28,0
2023-02-15,3,13,0
2023-02-16,3,19,0
2023-02-17,1,6,0
2023-02-18,1,1,0
2023-02-19,1,0,0
2023-02-20,2,21,0
2023-02-21,2,26,2
2023-02-22,6,25,0
2023-02-23,3,27,0
2023-02-24,1,14,0
2023-02-25,1,1,0
2023-02-26,3,0,0
2023-02-27,5,18,0
2023-02-28,7,24,0
2023-03-01,17,27,0
2023-03-02,17,26,2
2023-03-03,2,3,0
2023-03-04,1,2,0
2023-03-05,0,0,0
2023-03-06,4,26,0
2023-03-07,5,23,0
2023-03-08,2,35,0
2023-03-09,2,17,0
2023-03-10,1,32,0
2023-03-11,1,3,0
2023-03-12,0,0,0
2023-03-13,4,3,0
2023-03-14,4,7,0
2023-03-15,3,5,0
2023-03-16,4,6,0
2023-03-17,4,1,3
2023-03-18,1,3,0
2023-03-19,0,0,0
2023-03-20,5,22,0
2023-03-21,5,32,0
2023-03-22,1,28,0
2023-03-23,4,20,0
2023-03-24,3,22,0
2023-03-25,0,1,0
2023-03-26,0,2,0
2023-03-27,6,41,0
2023-03-28,1,36,0
2023-03-29,6,29,0
2023-03-30,6,34,0
2023-03-31,3,34,0
2023-04-01,1,0,0
2023-04-02,11,0,0
2023-04-03,7,12,1
2023-04-04,8,23,0
2023-04-05,7,34,1
2023-04-06,9,20,0
2023-04-07,2,6,1
2023-04-08,0,0,0
2023-04-09,0,2,0
2023-04-10,5,16,0
2023-04-11,2,39,0
2023-04-12,8,25,0
2023-04-13,0,24,0
2023-04-14,3,5,0
2023-04-15,2,1,0
2023-04-16,1,0,0
2023-04-17,3,48,0
2023-04-18,2,40,0
2023-04-19,4,22,0
2023-04-20,1,43,0
2023-04-21,1,35,0
2023-04-22,0,4,0
2023-04-23,0,0,0
2023-04-24,5,33,0
2023-04-25,7,24,1
2023-04-26,4,22,0
2023-04-27,2,29,0
2023-04-28,1,20,0
2023-04-29,2,3,0
2023-04-30,2,1,0
2023-05-01,4,13,1
2023-05-02,5,28,0
2023-05-03,2,39,0
2023-05-04,1,33,1
2023-05-05,2,21,0
2023-05-06,0,1,0
2023-05-07,0,2,0
2023-05-08,1,18,0
2023-05-09,3,32,0
2023-05-10,3,25,0
2023-05-11,2,25,0
2023-05-12,3,17,0
2023-05-13,0,1,0
2023-05-14,0,0,0
2023-05-15,5,22,0
2023-05-16,1,31,0
2023-05-17,3,28,0
2023-05-18,2,10,1
2023-05-19,1,1,0
2023-05-20,0,0,0
2023-05-21,0,0,0
2023-05-22,2,29,1
2023-05-23,4,24,0
2023-05-24,0,29,0
2023-05-25,2,29,0
2023-05-26,5,22,0
2023-05-27,0,2,0
2023-05-28,0,2,0
2023-05-29,0,8,0
2023-05-30,4,24,0
2023-05-31,2,16,0
2023-06-01,1,32,0
2023-06-02,0,20,0
2023-06-03,0,3,0
2023-06-04,0,0,0
2023-06-05,2,24,0
2023-06-06,2,32,0
2023-06-07,4,33,0
2023-06-08,2,29,0
2023-06-09,4,20,0
2023-06-10,1,2,0
2023-06-11,1,0,0
2023-06-12,0,27,0
2023-06-13,2,25,1
2023-06-14,10,39,0
2023-06-15,4,22,1
2023-06-16,0,6,0
2023-06-17,1,1,0
2023-06-18,0,3,0
2023-06-19,1,17,0
2023-06-20,0,36,0
2023-06-21,1,16,0
2023-06-22,2,36,0
2023-06-23,9,16,1
2023-06-24,0,7,0
2023-06-25,0,1,0
2023-06-26,2,29,0
2023-06-27,4,27,0
2023-06-28,3,28,0
2023-06-29,4,34,0
2023-06-30,3,21,0
2023-07-01,0,2,0
2023-07-02,0,3,0
2023-07-03,0,19,0
2023-07-04,1,20,0
2023-07-05,4,20,0
2023-07-06,12,20,0
2023-07-07,6,33,1
2023-07-08,1,2,0
2023-07-09,1,2,0
2023-07-10,4,36,0
2023-07-11,0,34,0
2023-07-12,1,29,2
2023-07-13,2,22,0
2023-07-14,0,20,1
2023-07-15,1,3,0
2023-07-16,0,0,0
2023-07-17,6,19,0
2023-07-18,1,29,0
2023-07-19,7,22,0
2023-07-20,0,27,0
2023-07-21,5,4,0
2023-07-22,1,0,0
2023-07-23,1,0,0
2023-07-24,2,20,0
2023-07-25,6,28,0
2023-07-26,1,27,0
2023-07-27,2,27,1
2023-07-28,1,18,1
2023-07-29,0,4,0
2023-07-30,0,1,0
2023-07-31,2,20,0
2023-08-01,2,31,0
2023-08-02,0,25,0
2023-08-03,4,26,0
2023-08-04,0,29,0
2023-08-05,2,1,0
2023-08-06,0,2,0
2023-08-07,1,15,0
2023-08-08,4,25,0
2023-08-09,2,28,0
2023-08-10,1,24,0
2023-08-11,1,25,0
2023-08-12,0,4,0
2023-08-13,0,4,0
2023-08-14,1,25,0
2023-08-15,2,36,0
2023-08-16,4,36,0
2023-08-17,4,38,1
2023-08-18,6,6,0
2023-08-19,0,1,0
2023-08-20,0,2,0
2023-08-21,2,26,1
2023-08-22,6,53,0
2023-08-23,4,36,0
2023-08-24,4,21,2
2023-08-25,0,24,1
2023-08-26,0,5,0
2023-08-27,1,4,0
2023-08-28,0,20,0
2023-08-29,3,35,0
2023-08-30,2,24,0
2023-08-31,3,30,3
2023-09-01,9,14,0
2023-09-02,0,2,0
2023-09-03,1,1,0
2023-09-04,0,18,0
2023-09-05,1,16,1
2023-09-06,5,41,0
2023-09-07,1,33,2
2023-09-08,1,47,2
2023-09-09,0,1,0
2023-09-10,1,1,0
2023-09-11,5,36,2
2023-09-12,5,24,0
2023-09-13,4,30,1
2023-09-14,3,19,0
2023-09-15,11,5,1
2023-09-16,1,1,0
2023-09-17,0,1,0
2023-09-18,3,24,0
2023-09-19,7,29,0
2023-09-20,4,26,0
2023-09-21,2,24,0
2023-09-22,4,25,0
2023-09-23,3,3,0
2023-09-24,0,1,0
2023-09-25,0,21,0
2023-09-26,3,22,0
2023-09-27,3,27,0
2023-09-28,0,35,0
2023-09-29,5,39,0
2023-09-30,2,3,0
2023-10-01,2,5,0
2023-10-02,9,38,0
2023-10-03,16,45,0
2023-10-04,3,37,0
2023-10-05,2,28,0
2023-10-06,2,37,0
2023-10-07,0,6,0
2023-10-08,2,3,0
2023-10-09,1,43,0
2023-10-10,4,46,0
2023-10-11,2,46,0
2023-10-12,11,28,0
2023-10-13,2,36,0
2023-10-14,0,3,0
2023-10-15,3,4,0
2023-10-16,1,33,0
2023-10-17,1,33,0
2023-10-18,1,40,0
2023-10-19,2,40,0
2023-10-20,1,5,0
2023-10-21,0,1,0
2023-10-22,0,1,0
2023-10-23,15,20,0
2023-10-24,2,20,0
2023-10-25,0,31,0
2023-10-26,2,34,0
2023-10-27,0,35,0
2023-10-28,0,6,0
2023-10-29,0,3,0
2023-10-30,3,33,0
2023-10-31,3,35,0
2023-11-01,1,23,0
2023-11-02,0,39,0
2023-11-03,0,32,1
2023-11-04,0,3,0
2023-11-05,0,1,0
2023-11-06,1,23,0
2023-11-07,4,30,0
2023-11-08,3,22,1
2023-11-09,0,32,0
2023-11-10,0,30,1
2023-11-11,1,2,0
2023-11-12,0,5,0
2023-11-13,2,38,0
2023-11-14,1,42,0
2023-11-15,2,48,0
2023-11-16,2,46,1
2023-11-17,1,5,0
2023-11-18,0,3,0
2023-11-19,0,4,0
2023-11-20,3,31,0
2023-11-21,1,31,0
2023-11-22,4,35,0
2023-11-23,2,43,0
2023-11-24,1,42,0
2023-11-25,2,2,0
2023-11-26,0,1,0
2023-11-27,1,50,0
2023-11-28,1,35,0
2023-11-29,3,25,0
2023-11-30,4,39,0
2023-12-01,4,45,0
2023-12-02,0,2,0
2023-12-03,1,4,0
2023-12-04,6,33,0
2023-12-05,7,48,0
2023-12-06,1,30,0
2023-12-07,2,36,0
2023-12-08,12,21,0
2023-12-09,0,4,0
2023-12-10,0,3,0
2023-12-11,1,42,0
2023-12-12,6,45,0
2023-12-13,3,17,0
2023-12-14,1,38,0
2023-12-15,2,6,0
2023-12-16,0,3,0
2023-12-17,1,1,0
2023-12-18,1,20,0
2023-12-19,2,25,0
2023-12-20,1,23,0
2023-12-21,1,21,1
2023-12-22,1,19,0
2023-12-23,1,2,0
2023-12-24,0,2,0
2023-12-25,0,2,0
2023-12-26,0,4,0
2023-12-27,0,18,0
2023-12-28,0,8,0
2023-12-29,0,8,0
2023-12-30,0,6,0
2023-12-31,0,2,0
2024-01-01,1,1,0
2024-01-02,0,40,0
2024-01-03,1,34,0
2024-01-04,4,38,0
2024-01-05,2,30,0
2024-01-06,0,4,0
2024-01-07,0,3,0
2024-01-08,2,46,0
2024-01-09,2,50,0
2024-01-10,2,41,1
2024-01-11,0,33,0
2024-01-12,4,35,0
2024-01-13,0,6,0
2024-01-14,1,2,0
2024-01-15,4,17,0
2024-01-16,0,26,0
2024-01-17,3,38,0
2024-01-18,6,46,0
2024-01-19,4,4,0
2024-01-20,1,3,0
2024-01-21,1,4,0
2024-01-22,7,25,0
2024-01-23,1,11,0
2024-01-24,2,31,0
2024-01-25,2,23,0
2024-01-26,3,24,0
2024-01-27,0,3,0
2024-01-28,0,2,0
2024-01-29,1,42,0
2024-01-30,2,42,0
2024-01-31,1,26,0
2024-02-01,2,26,0
2024-02-02,2,28,0
2024-02-03,3,1,0
2024-02-04,1,4,0
2024-02-05,3,30,0
2024-02-06,3,53,0
2024-02-07,1,31,0
2024-02-08,5,35,0
2024-02-09,1,38,0
2024-02-10,0,2,0
2024-02-11,0,2,0
2024-02-12,6,40,0
2024-02-13,4,24,0
2024-02-14,4,30,0
2024-02-15,5,38,0
2024-02-16,4,5,0
2024-02-17,0,1,0
2024-02-18,0,5,0
2024-02-19,5,18,0
2024-02-20,4,18,0
2024-02-21,1,31,0
2024-02-22,0,33,0
2024-02-23,3,26,0
2024-02-24,5,5,0
2024-02-25,1,2,0
2024-02-26,3,6,0
2024-02-27,10,5,0
2024-02-28,3,6,0
2024-02-29,4,4,0
2024-03-01,2,6,0
2024-03-02,1,2,0
2024-03-03,0,4,0
2024-03-04,1,29,0
2024-03-05,3,25,0
2024-03-06,0,29,0
2024-03-07,2,22,0
2024-03-08,2,33,0
2024-03-09,0,5,0
2024-03-10,0,1,0
2024-03-11,2,26,0
2024-03-12,1,42,0
2024-03-13,1,42,0
2024-03-14,3,27,0
2024-03-15,1,2,0
2024-03-16,1,1,0
2024-03-17,0,3,0
2024-03-18,2,25,2
2024-03-19,3,41,0
2024-03-20,4,32,2
2024-03-21,3,42,1
2024-03-22,2,34,0
2024-03-23,2,2,0
2024-03-24,0,2,0
2024-03-25,3,20,0
2024-03-26,3,29,2
2024-03-27,2,34,1
2024-03-28,3,27,0
2024-03-29,0,17,0
2024-03-30,0,7,0
2024-03-31,0,5,0
2024-04-01,0,21,0
2024-04-02,1,28,1
2024-04-03,2,34,0
2024-04-04,1,29,1
2024-04-05,2,23,0
2024-04-06,0,1,0
2024-04-07,0,0,0
2024-04-08,0,27,0
2024-04-09,0,27,2
2024-04-10,12,39,1
2024-04-11,2,30,0
2024-04-12,4,27,0
2024-04-13,0,3,0
2024-04-14,0,2,0
2024-04-15,1,33,1
2024-04-16,2,37,0
2024-04-17,0,24,0
2024-04-18,2,29,2
2024-04-19,3,3,0
2024-04-20,0,4,0
2024-04-21,1,2,0
2024-04-22,1,38,3
2024-04-23,2,30,0
2024-04-24,0,37,0
2024-04-25,0,30,2
2024-04-26,1,24,1
2024-04-27,3,2,0
2024-04-28,1,3,0
2024-04-29,2,38,3
2024-04-30,3,33,0
2024-05-01,2,31,1
2024-05-02,2,35,0
2024-05-03,2,25,4
2024-05-04,0,5,0
2024-05-05,0,2,0
2024-05-06,6,24,0
2024-05-07,0,33,0
2024-05-08,5,30,0
2024-05-09,4,28,0
2024-05-10,0,29,0
2024-05-11,1,4,0
2024-05-12,0,2,0
2024-05-13,1,42,0
2024-05-14,2,35,3
2024-05-15,1,31,0
2024-05-16,1,27,2
