,scala/scala,jetbrains/kotlin,apache/groovy
2023-12-04,2,41,0
2023-12-05,6,82,0
2023-12-06,7,18,2
2023-12-07,3,72,1
2023-12-08,3,37,0
2023-12-09,0,1,3
2023-12-10,0,0,0
2023-12-11,4,10,0
2023-12-12,2,57,0
2023-12-13,5,70,2
2023-12-14,3,29,5
2023-12-15,2,27,1
2023-12-16,0,3,5
2023-12-17,2,3,0
2023-12-18,7,41,3
2023-12-19,13,86,0
2023-12-20,2,29,4
2023-12-21,0,67,3
2023-12-22,5,2,3
2023-12-23,0,0,1
2023-12-24,2,1,1
2023-12-25,0,0,0
2023-12-26,0,2,2
2023-12-27,0,3,1
2023-12-28,1,11,0
2023-12-29,0,4,1
2023-12-30,0,0,6
2023-12-31,0,0,1
2024-01-01,0,0,1
2024-01-02,0,30,1
2024-01-03,2,35,0
2024-01-04,4,36,2
2024-01-05,4,56,4
2024-01-06,0,3,1
2024-01-07,0,0,0
2024-01-08,3,51,1
2024-01-09,0,43,5
2024-01-10,0,57,1
2024-01-11,4,33,6
2024-01-12,1,48,7
2024-01-13,7,0,5
2024-01-14,3,1,1
2024-01-15,6,39,4
2024-01-16,14,55,1
2024-01-17,1,59,0
2024-01-18,12,46,2
2024-01-19,4,55,0
2024-01-20,0,1,2
2024-01-21,0,0,3
2024-01-22,2,42,1
2024-01-23,2,39,2
2024-01-24,1,43,1
2024-01-25,3,22,5
2024-01-26,7,46,3
2024-01-27,1,1,1
2024-01-28,0,1,1
2024-01-29,1,45,3
2024-01-30,7,49,6
2024-01-31,2,52,1
2024-02-01,0,24,0
2024-02-02,4,23,0
2024-02-03,0,0,0
2024-02-04,0,0,2
2024-02-05,1,29,1
2024-02-06,3,23,0
2024-02-07,2,27,1
2024-02-08,6,47,0
2024-02-09,0,64,0
2024-02-10,0,4,0
2024-02-11,0,10,1
2024-02-12,20,52,0
2024-02-13,3,54,0
2024-02-14,2,53,3
2024-02-15,0,58,2
2024-02-16,0,17,0
2024-02-17,0,0,0
2024-02-18,0,7,0
2024-02-19,3,67,0
2024-02-20,0,42,0
2024-02-21,3,49,3
2024-02-22,4,40,12
2024-02-23,6,46,5
2024-02-24,2,0,3
2024-02-25,0,10,1
2024-02-26,2,61,4
2024-02-27,0,69,2
2024-02-28,0,98,0
2024-02-29,0,41,1
2024-03-01,2,31,0
2024-03-02,1,1,0
2024-03-03,0,1,0
2024-03-04,0,45,3
2024-03-05,4,52,1
2024-03-06,1,48,0
2024-03-07,2,56,0
2024-03-08,1,38,6
2024-03-09,1,32,3
2024-03-10,2,3,7
2024-03-11,2,62,2
2024-03-12,0,71,0
2024-03-13,2,52,1
2024-03-14,9,79,0
2024-03-15,1,61,0
2024-03-16,4,3,0
2024-03-17,2,0,0
2024-03-18,0,32,1
2024-03-19,3,46,1
2024-03-20,0,50,0
2024-03-21,1,41,1
2024-03-22,0,40,3
2024-03-23,0,2,0
2024-03-24,4,0,0
2024-03-25,2,31,0
2024-03-26,5,46,8
2024-03-27,3,29,4
2024-03-28,0,49,0
2024-03-29,0,10,0
2024-03-30,1,0,1
2024-03-31,0,4,2
2024-04-01,0,1,0
2024-04-02,1,53,0
2024-04-03,0,56,0
2024-04-04,3,58,2
2024-04-05,2,25,0
2024-04-06,4,0,9
2024-04-07,0,1,0
2024-04-08,12,31,1
2024-04-09,7,31,1
2024-04-10,4,24,1
2024-04-11,4,29,0
2024-04-12,1,54,0
2024-04-13,2,2,0
2024-04-14,0,0,0
2024-04-15,6,42,0
2024-04-16,1,68,1
2024-04-17,4,59,0
2024-04-18,0,70,5
2024-04-19,1,64,10
2024-04-20,0,0,1
2024-04-21,1,0,1
2024-04-22,0,51,1
2024-04-23,0,52,2
2024-04-24,0,42,4
2024-04-25,0,57,1
2024-04-26,0,37,0
2024-04-27,0,7,0
2024-04-28,0,0,1
2024-04-29,0,36,0
2024-04-30,0,31,1
2024-05-01,2,2,3
2024-05-02,0,46,0
2024-05-03,1,14,3
2024-05-04,0,0,1
2024-05-05,1,0,0
2024-05-06,3,36,0
2024-05-07,1,55,0
2024-05-08,5,60,3
2024-05-09,0,9,2
2024-05-10,0,33,2
2024-05-11,0,0,0
2024-05-12,1,4,1
2024-05-13,3,51,1
2024-05-14,0,35,1
2024-05-15,0,76,0
2024-05-16,0,33,1
2024-05-17,0,31,0
2024-05-18,0,5,4
2024-05-19,0,2,4
2024-05-20,1,8,1
2024-05-21,6,47,0
2024-05-22,6,47,0
2024-05-23,0,33,1
2024-05-24,0,13,0
2024-05-25,0,3,0
2024-05-26,0,0,2
2024-05-27,0,68,0
2024-05-28,0,71,1
2024-05-29,2,105,2
2024-05-30,0,67,1
2024-05-31,0,31,0
2024-06-01,1,6,4
2024-06-02,0,0,7
2024-06-03,1,34,2
2024-06-04,7,70,5
2024-06-05,2,43,2
2024-06-06,1,30,1
2024-06-07,1,94,0
2024-06-08,0,1,0
2024-06-09,1,0,0
2024-06-10,1,35,1
2024-06-11,2,66,0
2024-06-12,1,24,3
2024-06-13,2,28,1
2024-06-14,1,34,5
2024-06-15,0,1,12
2024-06-16,0,9,4
2024-06-17,2,88,2
2024-06-18,0,80,2
2024-06-19,3,84,2
2024-06-20,2,38,4
2024-06-21,1,89,2
2024-06-22,4,17,4
2024-06-23,3,1,3
2024-06-24,5,69,13
2024-06-25,1,57,3
2024-06-26,3,45,2
2024-06-27,0,42,1
2024-06-28,0,54,0
2024-06-29,0,23,0
2024-06-30,0,4,1
2024-07-01,0,60,1
2024-07-02,0,95,2
2024-07-03,2,34,1
2024-07-04,0,19,0
2024-07-05,0,48,1
2024-07-06,0,1,5
2024-07-07,0,0,1
2024-07-08,0,37,0
2024-07-09,1,56,2
2024-07-10,5,49,2
2024-07-11,6,33,0
2024-07-12,4,30,1
2024-07-13,0,4,1
2024-07-14,1,0,1
2024-07-15,7,36,0
2024-07-16,1,53,0
2024-07-17,1,39,0
2024-07-18,6,50,1
2024-07-19,0,14,1
2024-07-20,0,1,0
2024-07-21,3,0,0
2024-07-22,3,72,0
2024-07-23,0,37,1
2024-07-24,0,45,0
2024-07-25,0,53,0
2024-07-26,1,29,0
2024-07-27,0,2,0
2024-07-28,0,0,0
2024-07-29,0,34,0
2024-07-30,2,43,0
2024-07-31,3,24,0
2024-08-01,0,18,0
2024-08-02,0,39,0
2024-08-03,0,0,0
2024-08-04,0,0,1
2024-08-05,0,50,0
2024-08-06,1,25,0
2024-08-07,14,54,0
2024-08-08,10,14,0
2024-08-09,2,22,0
2024-08-10,0,1,3
2024-08-11,0,1,0
2024-08-12,0,41,0
2024-08-13,9,21,1
2024-08-14,17,50,0
2024-08-15,11,12,0
2024-08-16,5,17,0
2024-08-17,0,0,0
2024-08-18,0,0,0
2024-08-19,0,25,0
2024-08-20,0,34,0
2024-08-21,1,93,0
2024-08-22,0,38,0
2024-08-23,0,27,0
2024-08-24,0,3,6
2024-08-25,0,0,0
2024-08-26,0,28,0
2024-08-27,0,51,0
2024-08-28,0,33,0
2024-08-29,1,55,1
2024-08-30,0,22,1
2024-08-31,1,4,1
2024-09-01,0,0,0
2024-09-02,3,55,1
2024-09-03,0,104,9
2024-09-04,2,33,3
2024-09-05,0,58,4
2024-09-06,0,76,2
2024-09-07,0,1,1
2024-09-08,0,0,3
2024-09-09,0,39,3
2024-09-10,1,27,2
2024-09-11,1,22,4
2024-09-12,3,31,2
2024-09-13,0,20,3
2024-09-14,0,14,1
2024-09-15,0,5,0
2024-09-16,3,23,0
2024-09-17,1,43,1
2024-09-18,1,33,4
2024-09-19,0,49,2
2024-09-20,0,35,1
2024-09-21,0,102,0
2024-09-22,0,1,0
2024-09-23,1,60,4
2024-09-24,1,40,3
2024-09-25,2,38,1
2024-09-26,1,56,2
2024-09-27,0,59,1
2024-09-28,4,7,1
2024-09-29,2,7,1
2024-09-30,1,27,1
2024-10-01,0,25,1
2024-10-02,0,32,0
2024-10-03,0,18,0
2024-10-04,0,17,0
2024-10-05,0,5,2
2024-10-06,0,0,2
2024-10-07,0,67,1
2024-10-08,0,36,1
2024-10-09,2,73,2
2024-10-10,11,38,1
2024-10-11,1,30,1
2024-10-12,2,0,3
2024-10-13,0,1,1
2024-10-14,2,40,2
2024-10-15,14,40,1
2024-10-16,1,54,1
2024-10-17,0,49,0
2024-10-18,2,22,7
2024-10-19,0,1,0
2024-10-20,1,0,11
2024-10-21,5,14,0
2024-10-22,3,26,0
2024-10-23,7,19,2
2024-10-24,0,14,0
2024-10-25,5,21,0
2024-10-26,1,1,8
2024-10-27,1,0,4
2024-10-28,5,25,1
2024-10-29,2,24,0
2024-10-30,3,53,0
2024-10-31,0,20,0
2024-11-01,2,3,3
2024-11-02,0,1,0
2024-11-03,1,0,5
2024-11-04,4,26,2
2024-11-05,6,26,0
2024-11-06,11,53,0
2024-11-07,2,45,0
2024-11-08,0,38,0
2024-11-09,1,5,4
2024-11-10,1,0,0
2024-11-11,3,47,0
2024-11-12,4,39,1
2024-11-13,8,53,1
2024-11-14,2,53,0
2024-11-15,2,18,0
2024-11-16,0,7,0
2024-11-17,0,0,0
2024-11-18,1,44,1
2024-11-19,0,53,0
2024-11-20,0,24,0
2024-11-21,2,30,0
2024-11-22,5,29,2
2024-11-23,2,0,2
2024-11-24,1,1,3
2024-11-25,5,41,2
2024-11-26,0,39,3
2024-11-27,3,75,0
2024-11-28,2,45,0
2024-11-29,0,33,0
2024-11-30,0,0,0
2024-12-01,0,4,0
2024-12-02,0,53,5
2024-12-03,1,55,3
2024-12-04,0,28,19
2024-12-05,0,54,0
2024-12-06,0,35,0
2024-12-07,0,0,0
2024-12-08,0,0,4
2024-12-09,4,59,1
2024-12-10,0,28,3
2024-12-11,4,30,2
2024-12-12,9,61,0
2024-12-13,4,24,2
2024-12-14,0,10,0
2024-12-15,0,3,0
2024-12-16,3,35,0
2024-12-17,1,15,0
2024-12-18,1,16,0
2024-12-19,8,63,0
2024-12-20,2,30,1
2024-12-21,0,0,0
2024-12-22,3,0,8
2024-12-23,0,7,0
2024-12-24,0,17,0
2024-12-25,2,1,0
2024-12-26,0,0,0
2024-12-27,0,0,5
2024-12-28,2,0,3
2024-12-29,0,0,1
2024-12-30,0,0,0
2024-12-31,0,2,2
2025-01-01,0,0,1
2025-01-02,1,17,4
2025-01-03,1,236,3
2025-01-04,0,0,7
2025-01-05,0,0,7
2025-01-06,9,18,7
2025-01-07,5,69,0
2025-01-08,0,52,0
2025-01-09,0,32,1
2025-01-10,1,50,3
2025-01-11,1,10,10
2025-01-12,0,1,1
2025-01-13,0,59,0
2025-01-14,3,52,3
2025-01-15,1,34,0
2025-01-16,3,36,2
2025-01-17,0,64,1
2025-01-18,0,1,9
2025-01-19,2,0,3
2025-01-20,1,31,3
2025-01-21,2,25,1
2025-01-22,0,37,0
2025-01-23,3,58,0
2025-01-24,0,21,3
2025-01-25,0,0,0
2025-01-26,0,2,0
2025-01-27,0,58,1
2025-01-28,1,63,0
2025-01-29,0,39,0
2025-01-30,11,15,1
2025-01-31,15,61,0
2025-02-01,0,0,0
2025-02-02,0,0,0
2025-02-03,4,47,1
2025-02-04,1,45,0
2025-02-05,0,50,0
2025-02-06,8,59,0
2025-02-07,6,78,0
2025-02-08,0,0,2
2025-02-09,1,0,2
2025-02-10,3,46,1
2025-02-11,1,24,0
2025-02-12,3,75,0
2025-02-13,4,47,0
2025-02-14,1,40,1
2025-02-15,1,9,0
2025-02-16,0,0,4
2025-02-17,4,50,0
2025-02-18,0,53,2
2025-02-19,1,94,0
2025-02-20,1,49,1
2025-02-21,0,44,0
2025-02-22,0,0,1
2025-02-23,0,0,2
2025-02-24,1,27,3
2025-02-25,2,99,0
2025-02-26,2,50,0
2025-02-27,2,44,0
2025-02-28,1,27,1
2025-03-01,1,0,1
2025-03-02,0,0,0
2025-03-03,2,37,0
2025-03-04,1,55,0
2025-03-05,1,15,0
2025-03-06,1,41,0
2025-03-07,0,41,0
2025-03-08,2,0,0
2025-03-09,3,0,1
2025-03-10,3,61,1
2025-03-11,2,66,0
2025-03-12,3,52,0
2025-03-13,1,51,2
2025-03-14,1,40,0
2025-03-15,0,12,2
2025-03-16,0,0,3
2025-03-17,2,79,0
2025-03-18,6,80,0
2025-03-19,0,44,0
2025-03-20,2,49,3
2025-03-21,0,56,1
2025-03-22,0,1,18
2025-03-23,0,0,4
2025-03-24,2,34,0
2025-03-25,2,48,0
2025-03-26,0,43,0
2025-03-27,0,86,0
2025-03-28,1,40,0
2025-03-29,1,1,18
2025-03-30,1,0,7
2025-03-31,1,30,0
2025-04-01,1,55,0
2025-04-02,2,74,1
2025-04-03,4,61,8
2025-04-04,2,47,3
2025-04-05,0,2,0
2025-04-06,0,0,3
2025-04-07,1,35,5
2025-04-08,3,68,2
2025-04-09,0,70,3
2025-04-10,0,38,2
2025-04-11,0,42,2
2025-04-12,0,11,10
2025-04-13,0,4,4
2025-04-14,7,84,7
2025-04-15,14,32,4
2025-04-16,19,53,6
2025-04-17,1,40,2
2025-04-18,0,7,0
2025-04-19,0,0,6
2025-04-20,0,0,0
2025-04-21,0,1,3
2025-04-22,4,111,0
2025-04-23,0,67,0
2025-04-24,0,56,2
2025-04-25,0,32,0
2025-04-26,1,0,2
2025-04-27,0,0,0
2025-04-28,1,45,2
2025-04-29,2,60,0
2025-04-30,0,39,8
2025-05-01,0,13,8
2025-05-02,0,7,1
2025-05-03,0,0,1
2025-05-04,0,0,1
2025-05-05,0,55,3
2025-05-06,6,70,8
2025-05-07,1,78,4
2025-05-08,0,43,1
2025-05-09,0,46,1
2025-05-10,0,0,1
2025-05-11,0,1,0
2025-05-12,0,44,2
2025-05-13,1,78,1
2025-05-14,3,35,3
2025-05-15,4,63,3
2025-05-16,0,25,1
2025-05-17,0,0,1
2025-05-18,0,0,4
2025-05-19,5,67,5
2025-05-20,3,43,0
2025-05-21,1,34,3
2025-05-22,1,14,1
2025-05-23,2,11,2
2025-05-24,1,1,2
2025-05-25,0,0,1
2025-05-26,1,18,4
2025-05-27,0,47,2
2025-05-28,1,7,1
2025-05-29,0,11,1
2025-05-30,0,18,1
2025-05-31,0,0,13
2025-06-01,0,0,2
2025-06-02,2,30,0
2025-06-03,1,46,1
2025-06-04,0,39,5
2025-06-05,3,33,0
2025-06-06,0,23,0
2025-06-07,0,1,2
2025-06-08,0,0,5
2025-06-09,0,2,0
2025-06-10,3,35,1
2025-06-11,0,31,1
2025-06-12,1,68,0
2025-06-13,0,20,0
2025-06-14,0,0,6
2025-06-15,1,0,0
2025-06-16,4,43,0
2025-06-17,2,27,1
2025-06-18,0,25,1
2025-06-19,1,38,1
2025-06-20,0,27,0
2025-06-21,1,0,5
2025-06-22,0,0,1
2025-06-23,0,23,1
2025-06-24,1,35,0
2025-06-25,2,14,0
2025-06-26,0,55,0
2025-06-27,1,33,0
2025-06-28,0,7,3
2025-06-29,0,10,0
2025-06-30,3,93,0
2025-07-01,1,30,0
2025-07-02,0,33,0
2025-07-03,0,38,1
2025-07-04,1,23,9
2025-07-05,1,0,0
2025-07-06,0,0,0
2025-07-07,0,84,0
2025-07-08,0,71,1
2025-07-09,2,63,0
2025-07-10,0,48,2
2025-07-11,0,55,1
2025-07-12,0,2,0
2025-07-13,0,2,0
2025-07-14,6,43,0
2025-07-15,6,72,4
2025-07-16,3,64,9
2025-07-17,1,113,2
2025-07-18,0,46,5
2025-07-19,0,2,5
2025-07-20,0,0,5
2025-07-21,1,36,3
2025-07-22,0,62,3
2025-07-23,0,39,4
2025-07-24,0,26,1
2025-07-25,2,64,4
2025-07-26,0,0,1
2025-07-27,0,0,1
2025-07-28,0,107,5
2025-07-29,0,14,10
2025-07-30,0,68,3
2025-07-31,0,38,13
2025-08-01,0,14,0
2025-08-02,0,1,4
2025-08-03,0,0,12
2025-08-04,1,46,16
2025-08-05,1,45,7
2025-08-06,0,43,3
2025-08-07,5,57,3
2025-08-08,4,30,0
2025-08-09,0,1,0
2025-08-10,0,0,2
2025-08-11,0,39,5
2025-08-12,1,41,3
2025-08-13,1,20,13
2025-08-14,2,57,12
2025-08-15,3,35,0
2025-08-16,0,0,1
2025-08-17,0,0,0
2025-08-18,0,31,3
2025-08-19,4,45,6
2025-08-20,2,14,10
2025-08-21,1,43,0
