,AvaloniaUI/Avalonia,electron/electron,nwjs/nw.js
2022-06-15,3,2,2
2022-06-16,4,3,7
2022-06-17,2,2,0
2022-06-18,0,0,0
2022-06-19,3,0,2
2022-06-20,3,8,0
2022-06-21,20,8,1
2022-06-22,28,11,0
2022-06-23,7,3,0
2022-06-24,26,1,0
2022-06-25,5,0,0
2022-06-26,12,0,0
2022-06-27,29,5,0
2022-06-28,13,10,2
2022-06-29,4,10,0
2022-06-30,14,2,0
2022-07-01,2,1,0
2022-07-02,9,0,0
2022-07-03,10,0,0
2022-07-04,30,1,0
2022-07-05,11,6,0
2022-07-06,32,1,0
2022-07-07,15,3,0
2022-07-08,18,3,2
2022-07-09,9,0,2
2022-07-10,6,0,0
2022-07-11,73,7,0
2022-07-12,23,4,0
2022-07-13,23,4,0
2022-07-14,7,3,0
2022-07-15,31,5,0
2022-07-16,2,0,0
2022-07-17,1,0,0
2022-07-18,14,1,0
2022-07-19,17,7,0
2022-07-20,18,6,0
2022-07-21,20,5,0
2022-07-22,37,1,0
2022-07-23,14,0,0
2022-07-24,16,0,0
2022-07-25,19,5,0
2022-07-26,19,11,0
2022-07-27,20,9,0
2022-07-28,15,2,9
2022-07-29,19,4,8
2022-07-30,6,0,4
2022-07-31,4,0,0
2022-08-01,11,5,2
2022-08-02,27,6,1
2022-08-03,29,12,0
2022-08-04,19,4,4
2022-08-05,10,5,3
2022-08-06,7,1,0
2022-08-07,13,0,0
2022-08-08,5,4,0
2022-08-09,23,4,2
2022-08-10,17,2,2
2022-08-11,10,3,0
2022-08-12,7,1,0
2022-08-13,14,0,0
2022-08-14,5,0,0
2022-08-15,12,8,0
2022-08-16,4,4,0
2022-08-17,5,4,0
2022-08-18,8,3,0
2022-08-19,7,4,0
2022-08-20,5,0,1
2022-08-21,7,0,0
2022-08-22,3,6,9
2022-08-23,5,4,2
2022-08-24,8,3,0
2022-08-25,0,7,0
2022-08-26,2,2,2
2022-08-27,0,0,0
2022-08-28,3,0,0
2022-08-29,7,6,0
2022-08-30,11,1,0
2022-08-31,10,5,2
2022-09-01,7,4,0
2022-09-02,7,1,0
2022-09-03,0,0,1
2022-09-04,0,0,6
2022-09-05,4,2,0
2022-09-06,0,3,2
2022-09-07,20,7,0
2022-09-08,32,5,0
2022-09-09,9,2,0
2022-09-10,8,0,0
2022-09-11,3,0,0
2022-09-12,5,4,2
2022-09-13,10,9,0
2022-09-14,6,2,2
2022-09-15,12,7,0
2022-09-16,7,3,0
2022-09-17,2,0,0
2022-09-18,0,0,0
2022-09-19,6,5,0
2022-09-20,34,4,0
2022-09-21,16,5,1
2022-09-22,3,4,1
2022-09-23,11,6,0
2022-09-24,17,1,1
2022-09-25,14,0,0
2022-09-26,28,7,0
2022-09-27,21,4,8
2022-09-28,16,2,7
2022-09-29,6,1,1
2022-09-30,10,1,3
2022-10-01,4,0,0
2022-10-02,0,0,2
2022-10-03,7,1,11
2022-10-04,1,8,0
2022-10-05,6,4,0
2022-10-06,16,3,0
2022-10-07,6,1,0
2022-10-08,12,0,0
2022-10-09,3,0,0
2022-10-10,26,7,0
2022-10-11,11,7,0
2022-10-12,35,7,0
2022-10-13,13,6,0
2022-10-14,55,1,0
2022-10-15,40,0,0
2022-10-16,15,0,0
2022-10-17,22,6,0
2022-10-18,39,3,0
2022-10-19,27,3,0
2022-10-20,16,4,0
2022-10-21,12,2,0
2022-10-22,12,0,0
2022-10-23,19,0,0
2022-10-24,16,2,0
2022-10-25,20,3,2
2022-10-26,20,2,4
2022-10-27,6,8,3
2022-10-28,4,1,2
2022-10-29,3,0,0
2022-10-30,3,0,0
2022-10-31,4,1,0
2022-11-01,18,3,0
2022-11-02,26,0,2
2022-11-03,14,0,2
2022-11-04,15,0,0
2022-11-05,1,0,0
2022-11-06,6,0,0
2022-11-07,13,3,0
2022-11-08,16,1,0
2022-11-09,25,2,0
2022-11-10,50,1,0
2022-11-11,3,1,0
2022-11-12,3,0,0
2022-11-13,2,0,0
2022-11-14,15,3,0
2022-11-15,14,7,0
2022-11-16,20,3,0
2022-11-17,8,1,0
2022-11-18,18,1,0
2022-11-19,5,1,0
2022-11-20,1,0,0
2022-11-21,17,1,0
2022-11-22,16,3,0
2022-11-23,3,1,0
2022-11-24,9,0,0
2022-11-25,5,0,0
2022-11-26,11,0,0
2022-11-27,8,0,0
2022-11-28,7,1,0
2022-11-29,15,2,0
2022-11-30,24,6,0
2022-12-01,27,5,5
2022-12-02,32,0,2
2022-12-03,16,0,4
2022-12-04,7,0,3
2022-12-05,42,5,0
2022-12-06,38,1,0
2022-12-07,43,0,0
2022-12-08,11,1,2
2022-12-09,35,0,0
2022-12-10,8,0,0
2022-12-11,13,0,0
2022-12-12,28,1,0
2022-12-13,18,4,0
2022-12-14,4,4,0
2022-12-15,24,0,0
2022-12-16,30,0,0
2022-12-17,5,0,2
2022-12-18,4,0,0
2022-12-19,1,0,0
2022-12-20,0,1,0
2022-12-21,10,1,1
2022-12-22,13,1,2
2022-12-23,11,0,0
2022-12-24,0,0,0
2022-12-25,1,0,0
2022-12-26,0,0,0
2022-12-27,12,0,0
2022-12-28,9,0,0
2022-12-29,13,0,0
2022-12-30,6,0,0
2022-12-31,7,0,0
2023-01-01,8,0,0
2023-01-02,9,5,0
2023-01-03,25,0,0
2023-01-04,18,2,0
2023-01-05,29,4,0
2023-01-06,47,0,0
2023-01-07,38,0,0
2023-01-08,11,0,10
2023-01-09,22,3,0
2023-01-10,10,4,3
2023-01-11,21,4,1
2023-01-12,4,5,0
2023-01-13,10,0,2
2023-01-14,3,0,0
2023-01-15,2,0,0
2023-01-16,12,3,0
2023-01-17,20,1,0
2023-01-18,22,5,0
2023-01-19,24,4,0
2023-01-20,25,3,0
2023-01-21,7,1,0
2023-01-22,16,0,0
2023-01-23,13,2,1
2023-01-24,39,1,1
2023-01-25,24,8,1
2023-01-26,14,8,0
2023-01-27,6,1,0
2023-01-28,2,0,0
2023-01-29,28,0,0
2023-01-30,14,1,0
2023-01-31,38,9,0
2023-02-01,23,2,0
2023-02-02,28,5,0
2023-02-03,27,5,0
2023-02-04,17,0,0
2023-02-05,10,0,0
2023-02-06,14,6,13
2023-02-07,13,2,2
2023-02-08,23,8,1
2023-02-09,23,5,0
2023-02-10,14,0,0
2023-02-11,6,1,0
2023-02-12,9,2,0
2023-02-13,24,5,0
2023-02-14,47,9,3
2023-02-15,21,1,0
2023-02-16,27,5,2
2023-02-17,21,6,0
2023-02-18,4,0,0
2023-02-19,15,3,0
2023-02-20,30,3,0
2023-02-21,21,5,0
2023-02-22,15,1,0
2023-02-23,28,1,0
2023-02-24,34,5,1
2023-02-25,37,0,1
2023-02-26,23,0,0
2023-02-27,10,2,0
2023-02-28,22,4,0
2023-03-01,22,5,0
2023-03-02,44,4,0
2023-03-03,38,1,0
2023-03-04,21,0,0
2023-03-05,8,0,0
2023-03-06,14,3,0
2023-03-07,22,4,0
2023-03-08,31,0,0
2023-03-09,14,2,13
2023-03-10,10,0,1
2023-03-11,0,0,2
2023-03-12,0,0,0
2023-03-13,12,2,2
2023-03-14,11,2,0
2023-03-15,10,2,0
2023-03-16,19,1,0
2023-03-17,27,2,0
2023-03-18,14,0,0
2023-03-19,12,0,0
2023-03-20,7,5,0
2023-03-21,13,2,0
2023-03-22,5,1,0
2023-03-23,2,1,0
2023-03-24,21,0,0
2023-03-25,12,0,0
2023-03-26,21,0,0
2023-03-27,3,4,0
2023-03-28,23,5,0
2023-03-29,23,3,0
2023-03-30,13,2,0
2023-03-31,25,4,0
2023-04-01,7,1,4
2023-04-02,9,0,3
2023-04-03,14,3,1
2023-04-04,9,6,1
2023-04-05,7,3,1
2023-04-06,14,4,1
2023-04-07,18,1,0
2023-04-08,4,0,0
2023-04-09,5,0,0
2023-04-10,4,1,0
2023-04-11,14,7,0
2023-04-12,5,2,0
2023-04-13,13,6,0
2023-04-14,20,0,3
2023-04-15,9,0,0
2023-04-16,1,2,0
2023-04-17,16,3,0
2023-04-18,6,2,0
2023-04-19,24,3,1
2023-04-20,8,2,0
2023-04-21,31,1,0
2023-04-22,5,0,0
2023-04-23,9,1,0
2023-04-24,26,2,0
2023-04-25,14,3,0
2023-04-26,14,6,0
2023-04-27,22,2,2
2023-04-28,22,0,9
2023-04-29,6,0,0
2023-04-30,23,0,0
2023-05-01,3,1,0
2023-05-02,6,3,0
2023-05-03,17,4,0
2023-05-04,23,3,0
2023-05-05,19,0,3
2023-05-06,1,0,0
2023-05-07,17,0,0
2023-05-08,22,12,1
2023-05-09,13,2,1
2023-05-10,18,1,0
2023-05-11,11,3,0
2023-05-12,13,2,1
2023-05-13,17,0,0
2023-05-14,9,0,1
2023-05-15,21,8,1
2023-05-16,8,8,3
2023-05-17,27,8,1
2023-05-18,38,3,0
2023-05-19,26,1,12
2023-05-20,7,0,2
2023-05-21,3,0,0
2023-05-22,46,3,0
2023-05-23,35,1,0
2023-05-24,10,11,0
2023-05-25,16,5,0
2023-05-26,14,0,0
2023-05-27,4,0,0
2023-05-28,9,1,1
2023-05-29,56,2,0
2023-05-30,26,5,0
2023-05-31,51,10,1
2023-06-01,9,1,0
2023-06-02,9,1,0
2023-06-03,4,1,0
2023-06-04,14,0,0
2023-06-05,8,5,2
2023-06-06,8,6,0
2023-06-07,20,6,6
2023-06-08,4,16,0
2023-06-09,6,6,0
2023-06-10,0,1,0
2023-06-11,4,0,0
2023-06-12,4,3,0
2023-06-13,9,6,0
2023-06-14,26,5,0
2023-06-15,19,2,0
2023-06-16,16,1,0
2023-06-17,2,0,0
2023-06-18,6,0,0
2023-06-19,7,3,0
2023-06-20,6,4,0
2023-06-21,22,3,0
2023-06-22,2,3,0
2023-06-23,12,0,0
2023-06-24,3,0,0
2023-06-25,0,0,0
2023-06-26,10,4,0
2023-06-27,17,1,0
2023-06-28,7,0,0
2023-06-29,8,1,0
2023-06-30,50,0,0
2023-07-01,2,0,0
2023-07-02,12,0,0
2023-07-03,2,2,0
2023-07-04,4,0,0
2023-07-05,19,2,0
2023-07-06,6,5,0
2023-07-07,14,0,0
2023-07-08,2,0,0
2023-07-09,7,0,0
2023-07-10,5,5,0
2023-07-11,6,2,0
2023-07-12,8,3,0
2023-07-13,13,5,0
2023-07-14,11,0,0
2023-07-15,8,0,0
2023-07-16,12,0,0
2023-07-17,17,2,2
2023-07-18,10,5,0
2023-07-19,16,2,2
2023-07-20,4,3,0
2023-07-21,4,4,1
2023-07-22,0,0,0
2023-07-23,3,0,2
2023-07-24,2,7,1
2023-07-25,13,3,3
2023-07-26,15,3,0
2023-07-27,7,2,2
2023-07-28,9,1,0
2023-07-29,2,0,0
2023-07-30,1,0,2
2023-07-31,1,4,5
2023-08-01,5,4,0
2023-08-02,6,3,0
2023-08-03,1,5,0
2023-08-04,2,1,2
2023-08-05,4,0,0
2023-08-06,1,0,0
2023-08-07,1,5,0
2023-08-08,3,7,0
2023-08-09,0,6,0
2023-08-10,2,5,0
2023-08-11,1,0,0
2023-08-12,4,0,0
2023-08-13,0,0,0
2023-08-14,1,7,0
2023-08-15,7,10,0
2023-08-16,8,5,2
2023-08-17,5,8,3
2023-08-18,12,0,0
2023-08-19,7,0,0
2023-08-20,5,0,0
2023-08-21,2,5,1
2023-08-22,15,4,2
2023-08-23,2,5,3
2023-08-24,8,5,6
2023-08-25,6,4,0
2023-08-26,0,0,0
2023-08-27,0,0,0
2023-08-28,14,6,2
2023-08-29,17,2,1
2023-08-30,19,3,0
2023-08-31,29,3,0
2023-09-01,20,1,0
2023-09-02,1,0,0
2023-09-03,0,0,0
2023-09-04,2,3,0
2023-09-05,1,3,0
2023-09-06,5,3,0
2023-09-07,1,5,0
2023-09-08,8,0,0
2023-09-09,0,0,0
2023-09-10,3,0,0
2023-09-11,0,8,1
2023-09-12,0,4,0
2023-09-13,8,0,1
2023-09-14,5,4,0
2023-09-15,2,1,2
2023-09-16,2,0,0
2023-09-17,0,0,0
2023-09-18,2,5,0
2023-09-19,5,1,0
2023-09-20,6,5,1
2023-09-21,6,3,0
2023-09-22,5,2,0
2023-09-23,5,0,0
2023-09-24,8,0,0
2023-09-25,12,4,0
2023-09-26,1,3,0
2023-09-27,0,8,0
2023-09-28,3,9,0
2023-09-29,3,1,0
2023-09-30,2,0,0
2023-10-01,11,0,0
2023-10-02,4,4,0
2023-10-03,4,2,0
2023-10-04,5,1,0
2023-10-05,0,4,0
2023-10-06,8,3,1
2023-10-07,0,0,0
2023-10-08,0,3,2
2023-10-09,3,4,0
2023-10-10,1,7,1
2023-10-11,0,0,0
2023-10-12,16,5,0
2023-10-13,2,3,0
2023-10-14,0,0,0
2023-10-15,0,0,0
2023-10-16,6,5,0
2023-10-17,6,3,1
2023-10-18,1,8,0
2023-10-19,4,1,1
2023-10-20,0,0,0
2023-10-21,1,0,0
2023-10-22,1,0,2
2023-10-23,1,1,1
2023-10-24,5,1,0
2023-10-25,1,3,0
2023-10-26,4,3,0
2023-10-27,0,0,0
2023-10-28,0,0,0
2023-10-29,0,0,0
2023-10-30,3,1,1
2023-10-31,4,8,6
2023-11-01,0,3,2
2023-11-02,3,2,4
2023-11-03,4,1,0
2023-11-04,0,0,0
2023-11-05,2,0,0
2023-11-06,6,2,0
2023-11-07,6,2,1
2023-11-08,0,0,0
2023-11-09,0,2,0
2023-11-10,0,1,0
2023-11-11,0,0,0
2023-11-12,2,0,0
2023-11-13,4,3,0
2023-11-14,0,1,0
2023-11-15,1,1,0
2023-11-16,1,1,1
2023-11-17,3,2,0
2023-11-18,0,0,0
2023-11-19,2,0,0
2023-11-20,5,2,0
2023-11-21,12,2,0
2023-11-22,4,8,0
2023-11-23,6,0,0
2023-11-24,3,0,0
2023-11-25,2,0,0
2023-11-26,0,0,0
2023-11-27,0,2,0
2023-11-28,2,1,0
2023-11-29,5,2,0
2023-11-30,1,4,9
2023-12-01,6,2,1
2023-12-02,1,0,0
2023-12-03,2,0,0
2023-12-04,2,4,0
2023-12-05,3,2,0
2023-12-06,3,4,0
2023-12-07,5,1,0
2023-12-08,4,1,0
2023-12-09,0,0,0
2023-12-10,0,0,0
2023-12-11,0,1,0
2023-12-12,2,5,0
2023-12-13,1,1,0
2023-12-14,3,2,0
2023-12-15,6,0,0
2023-12-16,1,0,0
2023-12-17,1,0,0
2023-12-18,0,0,0
2023-12-19,0,1,3
2023-12-20,0,1,0
2023-12-21,2,0,1
2023-12-22,6,0,0
2023-12-23,1,0,1
2023-12-24,0,0,0
2023-12-25,0,0,0
2023-12-26,1,0,0
2023-12-27,0,0,0
2023-12-28,1,0,0
2023-12-29,0,0,0
2023-12-30,0,0,0
2023-12-31,0,0,0
2024-01-01,0,0,0
2024-01-02,1,2,0
2024-01-03,5,1,0
2024-01-04,1,6,0
