,minio/minio,seaweedfs/seaweedfs,ceph/ceph
2019-07-09,2,0,38.0
2019-07-10,5,1,36.0
2019-07-11,4,3,27.0
2019-07-12,4,0,50.0
2019-07-13,1,0,17.0
2019-07-14,0,0,0.0
2019-07-15,3,1,33.0
2019-07-16,1,1,49.0
2019-07-17,4,3,49.0
2019-07-18,3,5,25.0
2019-07-19,2,0,56.0
2019-07-20,2,0,11.0
2019-07-21,1,7,1.0
2019-07-22,0,4,52.0
2019-07-23,5,0,33.0
2019-07-24,4,4,33.0
2019-07-25,5,2,61.0
2019-07-26,4,1,66.0
2019-07-27,0,0,10.0
2019-07-28,1,2,7.0
2019-07-29,2,0,156.0
2019-07-30,2,1,45.0
2019-07-31,4,4,53.0
2019-08-01,5,3,38.0
2019-08-02,4,0,27.0
2019-08-03,0,0,70.0
2019-08-04,0,0,5.0
2019-08-05,3,2,48.0
2019-08-06,1,1,65.0
2019-08-07,2,0,34.0
2019-08-08,3,0,44.0
2019-08-09,3,1,26.0
2019-08-10,3,2,0.0
2019-08-11,1,0,3.0
2019-08-12,2,1,41.0
2019-08-13,9,0,23.0
2019-08-14,5,1,22.0
2019-08-15,3,4,58.0
2019-08-16,0,2,36.0
2019-08-17,1,0,5.0
2019-08-18,0,0,1.0
2019-08-19,4,2,52.0
2019-08-20,1,0,49.0
2019-08-21,6,2,28.0
2019-08-22,2,0,31.0
2019-08-23,3,4,97.0
2019-08-24,1,0,23.0
2019-08-25,1,0,10.0
2019-08-26,0,1,46.0
2019-08-27,1,0,54.0
2019-08-28,4,0,81.0
2019-08-29,3,0,22.0
2019-08-30,4,8,40.0
2019-08-31,3,0,2.0
2019-09-01,1,2,0.0
2019-09-02,0,4,15.0
2019-09-03,1,13,44.0
2019-09-04,2,3,36.0
2019-09-05,6,9,62.0
2019-09-06,1,4,42.0
2019-09-07,0,0,5.0
2019-09-08,1,0,2.0
2019-09-09,1,2,42.0
2019-09-10,3,2,49.0
2019-09-11,6,3,68.0
2019-09-12,8,3,40.0
2019-09-13,3,1,114.0
2019-09-14,0,2,6.0
2019-09-15,0,0,6.0
2019-09-16,5,2,64.0
2019-09-17,7,0,51.0
2019-09-18,5,0,68.0
2019-09-19,3,2,44.0
2019-09-20,5,1,25.0
2019-09-21,0,0,3.0
2019-09-22,5,0,27.0
2019-09-23,6,0,35.0
2019-09-24,2,0,34.0
2019-09-25,5,0,41.0
2019-09-26,5,0,52.0
2019-09-27,5,0,61.0
2019-09-28,0,0,35.0
2019-09-29,0,4,14.0
2019-09-30,4,0,37.0
2019-10-01,11,2,53.0
2019-10-02,3,0,47.0
2019-10-03,2,0,27.0
2019-10-04,2,0,57.0
2019-10-05,0,0,62.0
2019-10-06,1,1,12.0
2019-10-07,2,3,20.0
2019-10-08,2,0,47.0
2019-10-09,1,4,30.0
2019-10-10,3,2,64.0
2019-10-11,4,0,37.0
2019-10-12,5,3,8.0
2019-10-13,0,0,0.0
2019-10-14,2,5,17.0
2019-10-15,0,0,40.0
2019-10-16,5,0,35.0
2019-10-17,2,0,16.0
2019-10-18,3,4,24.0
2019-10-19,0,0,14.0
2019-10-20,0,0,3.0
2019-10-21,2,0,37.0
2019-10-22,1,8,44.0
2019-10-23,4,2,60.0
2019-10-24,1,7,43.0
2019-10-25,1,9,48.0
2019-10-26,0,0,5.0
2019-10-27,1,1,23.0
2019-10-28,4,0,53.0
2019-10-29,2,3,44.0
2019-10-30,6,8,39.0
2019-10-31,3,3,23.0
2019-11-01,2,0,63.0
2019-11-02,0,0,17.0
2019-11-03,0,0,17.0
2019-11-04,2,1,74.0
2019-11-05,2,1,51.0
2019-11-06,0,0,55.0
2019-11-07,0,0,58.0
2019-11-08,1,2,66.0
2019-11-09,2,5,23.0
2019-11-10,0,5,10.0
2019-11-11,2,4,47.0
2019-11-12,4,7,66.0
2019-11-13,4,1,46.0
2019-11-14,5,0,37.0
2019-11-15,2,1,34.0
2019-11-16,2,0,11.0
2019-11-17,0,1,22.0
2019-11-18,0,0,42.0
2019-11-19,2,4,43.0
2019-11-20,6,2,103.0
2019-11-21,6,0,69.0
2019-11-22,6,3,43.0
2019-11-23,0,2,7.0
2019-11-24,0,0,21.0
2019-11-25,1,2,26.0
2019-11-26,4,0,59.0
2019-11-27,2,9,40.0
2019-11-28,1,3,35.0
2019-11-29,3,9,8.0
2019-11-30,1,0,0.0
2019-12-01,0,0,1.0
2019-12-02,3,6,49.0
2019-12-03,1,4,66.0
2019-12-04,1,1,55.0
2019-12-05,2,1,46.0
2019-12-06,4,2,34.0
2019-12-07,3,4,15.0
2019-12-08,1,1,9.0
2019-12-09,2,2,50.0
2019-12-10,1,1,80.0
2019-12-11,5,7,41.0
2019-12-12,10,7,103.0
2019-12-13,5,9,60.0
2019-12-14,1,4,7.0
2019-12-15,1,0,15.0
2019-12-16,1,4,67.0
2019-12-17,5,7,63.0
2019-12-18,5,9,37.0
2019-12-19,4,5,54.0
2019-12-20,3,2,76.0
2019-12-21,1,7,14.0
2019-12-22,1,1,27.0
2019-12-23,0,2,39.0
2019-12-24,4,16,28.0
2019-12-25,2,4,13.0
2019-12-26,3,8,16.0
2019-12-27,1,0,4.0
2019-12-28,1,8,9.0
2019-12-29,1,6,1.0
2019-12-30,1,2,6.0
