,commaai/openpilot,carla-simulator/carla,apolloauto/apollo
2022-05-18,13,1,6.3514673152
2022-05-19,8,0,-1.0806597631999995
2022-05-20,7,0,-1.7839944703999997
2022-05-21,3,0,1.240448
2022-05-22,1,0,1.7278847999999998
2022-05-23,8,0,-0.7741977599999998
2022-05-24,11,1,0.857827328
2022-05-25,9,0,0.6023258112000001
2022-05-26,5,2,-1.4443332608
2022-05-27,6,0,-0.6652809216
2022-05-28,1,0,-0.3723790336000001
2022-05-29,0,0,-0.2514903040000001
2022-05-30,6,0,-0.19526440960000002
2022-05-31,3,0,-0.13621770239999997
2022-06-01,8,2,-0.07985070079999998
2022-06-02,12,1,0.9440922624
2022-06-03,19,1,1.5744036864000002
2022-06-04,6,0,2.08
2022-06-05,0,0,-0.5039999999999998
2022-06-06,4,0,0.07040000000000002
2022-06-07,5,0,4.174848
2022-06-08,9,0,-0.39166719999999966
2022-06-09,11,0,-0.65975296
2022-06-10,10,0,-0.15233843200000008
2022-06-11,10,0,-1.0071364608000002
2022-06-12,8,0,3.4706427904
2022-06-13,14,0,1.0477592576000003
2022-06-14,7,0,-0.9172850687999996
2022-06-15,17,0,1.8057669632
2022-06-16,11,0,1.1859640320000002
2022-06-17,11,0,-1.9277305856
2022-06-18,0,0,-0.8032626688000001
2022-06-19,8,0,-0.5019219968000002
2022-06-20,6,0,3.646646272
2022-06-21,14,40,-0.8737759231999997
2022-06-22,13,1,3.9424485376000002
2022-06-23,3,0,-1.4893769727999997
2022-06-24,8,0,-1.3142616064000001
2022-06-25,1,0,-0.6398024704000002
2022-06-26,0,0,-0.3938048000000003
2022-06-27,10,0,7.71219456
2022-06-28,11,0,1.5762385920000006
2022-06-29,5,0,3.8588356608000005
2022-06-30,20,0,0.9810527232000013
2022-07-01,12,3,-0.5719464959999998
2022-07-02,2,0,0.29158584320000003
2022-07-03,0,0,2.4953344
2022-07-04,3,0,0.76855552
2022-07-05,6,0,6.9595991040000005
2022-07-06,11,1,-3.4362297343999995
2022-07-07,19,0,5.115320832
2022-07-08,25,0,-4.6855269376
2022-07-09,9,0,-0.9031936000000005
2022-07-10,0,0,-0.5622872064000002
2022-07-11,6,0,-0.3299912704000003
2022-07-12,13,8,0.8221383680000001
2022-07-13,19,0,2.5512035328000002
2022-07-14,9,0,2.7191905280000004
2022-07-15,4,0,0.1506427904000005
2022-07-16,0,0,5.6871289856
2022-07-17,0,0,5.837206528
2022-07-18,2,0,-3.5720588287999995
2022-07-19,20,1,5.0568922112
2022-07-20,8,1,-4.734063820799999
2022-07-21,16,13,0.009422438399999455
2022-07-22,10,10,5.9394915328
2022-07-23,5,0,-3.3187584
2022-07-24,2,0,5.8831118336
2022-07-25,15,10,-0.3895890943999998
2022-07-26,4,0,-1.321961472
2022-07-27,5,13,0.7340155904000003
2022-07-28,7,1,9.6184160256
2022-07-29,3,3,-1.894255103999999
2022-07-30,0,0,-3.7839261696
2022-07-31,4,0,-1.7890622464000001
2022-08-01,6,2,5.901491507199999
2022-08-02,13,0,13.4055371776
2022-08-03,5,0,5.828017868800002
2022-08-04,6,0,1.5286370304000023
2022-08-05,7,0,0.6470547456000002
2022-08-06,2,0,-6.4270647296000005
2022-08-07,1,0,-2.903519027200001
2022-08-08,7,0,2.133703679999999
2022-08-09,2,0,6.027805696
2022-08-10,1,0,1.846329958400001
2022-08-11,6,0,-4.9331598335999995
2022-08-12,13,0,-2.0600957952
2022-08-13,6,0,-1.1914352640000003
2022-08-14,2,0,0.24499394559999954
2022-08-15,6,0,2.1101849599999998
2022-08-16,11,2,3.2932997120000005
2022-08-17,8,2,-1.7401879551999997
2022-08-18,13,0,-1.4548733952
2022-08-19,12,0,0.3156609023999999
2022-08-20,7,0,3.2151807999999997
2022-08-21,3,0,-1.9986201599999998
2022-08-22,2,0,0.24096460799999997
2022-08-23,12,0,7.1293187072
2022-08-24,7,0,-3.6488955903999996
2022-08-25,10,0,-0.24591769600000002
2022-08-26,8,2,-1.0766215168
2022-08-27,3,0,-0.5713899520000003
2022-08-28,1,0,-0.4000002048000001
2022-08-29,11,1,6.7051312128
2022-08-30,7,1,-0.9920721919999993
2022-08-31,11,0,9.2029929472
2022-09-01,7,0,-0.20875581439999813
2022-09-02,10,0,-3.7543557119999997
2022-09-03,1,0,-1.6096621568000002
