,bitcoin/bitcoin,bitcoinj/bitcoinj,libbitcoin/libbitcoin-system
2023-09-24,1,-0.4910254079999997,0
2023-09-25,1,6.6321470464,0
2023-09-26,2,-1.5956787199999998,0
2023-09-27,13,-0.7173893120000006,0
2023-09-28,6,-0.46695639040000025,0
2023-09-29,10,-0.33591398399999967,0
2023-09-30,24,5.7339625472,0
2023-10-01,0,4.6569984,0
2023-10-02,32,6.20151296,0
2023-10-03,29,-1.4687139839999999,0
2023-10-04,31,-1.4168854528000006,0
2023-10-05,29,0.18118399999999957,0
2023-10-06,14,-0.7925888000000003,0
2023-10-07,2,-0.5420211200000002,0
2023-10-08,31,-0.4248529919999998,0
2023-10-09,18,0.6494150656000004,0
2023-10-10,12,-0.43238051839999925,0
2023-10-11,8,0.7854286848000003,0
2023-10-12,15,0.7226039296,0
2023-10-13,27,-0.327987712,0
2023-10-14,0,-0.16600535040000008,0
2023-10-15,3,0.8979712,0
2023-10-16,10,-0.27606272,0
2023-10-17,11,-0.14035251200000004,0
2023-10-18,7,-0.09782487040000001,0
2023-10-19,14,-0.06491443199999997,0
2023-10-20,25,-0.05239306239999991,0
2023-10-21,0,-0.03289815039999998,0
2023-10-22,0,-0.01692672000000001,0
2023-10-23,17,-0.01438771199999994,0
2023-10-24,18,12.9875306496,0
2023-10-25,8,-2.5999999999999996,0
2023-10-26,10,-1.040000000000001,0
2023-10-27,2,-0.6240000000000004,0
2023-10-28,0,-0.43680000000000013,0
2023-10-29,3,-0.33196800000000015,0
2023-10-30,18,-0.26557440000000015,0
2023-10-31,11,-0.22004736000000014,0
2023-11-01,12,-0.1870402559999992,0
2023-11-02,11,-0.16210155519999953,0
2023-11-03,21,0.0,0
2023-11-04,1,0.0,0
2023-11-05,6,0.0,0
2023-11-06,7,0.0,0
2023-11-07,16,0.0,0
2023-11-08,17,0.0,0
2023-11-09,15,0.0,0
2023-11-10,18,2.0,0
2023-11-11,1,-0.3999999999999999,0
2023-11-12,0,-0.16000000000000014,0
2023-11-13,25,-0.09600000000000007,0
2023-11-14,11,-0.06720000000000002,0
2023-11-15,6,-0.05107200000000003,0
2023-11-16,20,1.9591424,0
2023-11-17,17,-0.4338534399999999,0
2023-11-18,0,-0.18877542400000002,0
2023-11-19,1,2.8790612992,0
2023-11-20,6,-0.6671999999999999,0
2023-11-21,4,0.7089279999999998,0
2023-11-22,23,-0.3848576000000001,0
2023-11-23,10,-0.2146534400000001,0
2023-11-24,6,-0.15338342399999996,0
2023-11-25,4,-0.11982510079999997,0
2023-11-26,2,-0.07631616000000005,0
2023-11-27,2,-0.06359193599999982,0
2023-11-28,21,-0.054334771199999896,0
2023-11-29,13,-0.01438771199999994,0
2023-11-30,14,-0.012469350399999964,0
2023-12-01,7,0.0,0
2023-12-02,1,0.0,0
2023-12-03,1,0.0,0
2023-12-04,20,0.0,0
2023-12-05,14,1.0,0
2023-12-06,11,-0.19999999999999996,0
2023-12-07,15,-0.08000000000000007,0
2023-12-08,22,0.952,0
2023-12-09,6,-0.23359999999999997,0
2023-12-10,1,-0.10553600000000009,0
2023-12-11,20,-0.06842880000000004,0
2023-12-12,14,-0.050526720000000025,0
2023-12-13,10,-0.03992371199999995,0
2023-12-14,12,-0.03289815039999998,0
2023-12-15,13,-0.01692672000000001,0
2023-12-16,0,-0.01438771199999994,0
2023-12-17,1,-0.012469350399999964,0
2023-12-18,6,4.0,0
2023-12-19,3,1.2000000000000002,0
2023-12-20,4,2.28,0
2023-12-21,9,-0.9520000000000002,0
2023-12-22,4,-0.4704000000000003,0
2023-12-23,1,-0.3133440000000002,0
2023-12-24,0,-0.2335872000000001,0
2023-12-25,0,-0.18517248000000008,0
2023-12-26,0,-0.1526906879999998,0
2023-12-27,4,-0.12943298559999977,0
2023-12-28,0,-0.06810183679999975,0
2023-12-29,0,-0.03740805119999989,0
2023-12-30,0,0.0,0
2023-12-31,1,0.0,0
2024-01-01,0,0.0,0
2024-01-02,7,0.0,0
2024-01-03,2,0.0,0
2024-01-04,9,0.0,0
2024-01-05,14,0.0,0
2024-01-06,2,0.0,0
2024-01-07,2,0.0,0
2024-01-08,12,0.0,0
2024-01-09,12,0.0,0
2024-01-10,7,1.0,0
2024-01-11,22,-0.19999999999999996,0
2024-01-12,9,-0.08000000000000007,0
2024-01-13,1,-0.048000000000000036,0
2024-01-14,0,-0.03360000000000001,0
2024-01-15,11,-0.025536000000000014,0
2024-01-16,20,1.9795712,0
2024-01-17,7,-0.4169267199999999,0
2024-01-18,10,-0.17438771200000008,0
2024-01-19,9,-0.10846935040000004,0
2024-01-20,2,-0.06720000000000002,0
2024-01-21,0,-0.05107200000000003,0
2024-01-22,6,-0.04085760000000002,0
2024-01-23,16,-0.03385344000000002,0
2024-01-24,6,-0.02877542399999988,0
2024-01-25,23,-0.02493870079999993,0
2024-01-26,11,0.0,0
2024-01-27,0,0.0,3
2024-01-28,0,0.0,0
2024-01-29,11,0.0,10
2024-01-30,10,0.0,0
2024-01-31,13,4.0,0
2024-02-01,18,-0.7999999999999998,0
2024-02-02,3,-0.3200000000000003,0
2024-02-03,3,-0.19200000000000014,0
2024-02-04,0,-0.13440000000000005,0
2024-02-05,8,-0.10214400000000005,0
2024-02-06,11,-0.08171520000000004,0
2024-02-07,15,0.93229312,0
2024-02-08,15,-0.2575508479999997,2
2024-02-09,21,0.8701225984000001,1
2024-02-10,3,-0.248,0
2024-02-11,4,-0.11360000000000009,0
2024-02-12,14,-0.07353600000000005,3
2024-02-13,18,-0.05402880000000002,1
2024-02-14,1,-0.04246272000000002,5
2024-02-15,10,-0.03481651199999995,0
2024-02-16,11,-0.029396070399999974,0
2024-02-17,1,-0.01438771199999994,4
2024-02-18,1,-0.012469350399999964,5
2024-02-19,4,0.0,1
2024-02-20,14,0.0,2
2024-02-21,14,0.0,1
2024-02-22,2,0.0,1
2024-02-23,3,0.0,0
2024-02-24,0,1.0,8
2024-02-25,0,-0.19999999999999996,1
2024-02-26,15,-0.08000000000000007,2
2024-02-27,19,-0.048000000000000036,5
2024-02-28,24,-0.03360000000000001,0
2024-02-29,17,-0.025536000000000014,2
2024-03-01,25,-0.02042880000000001,1
2024-03-02,3,-0.01692672000000001,0
2024-03-03,1,-0.01438771199999994,0
2024-03-04,11,-0.012469350399999964,0
2024-03-05,16,0.0,2
2024-03-06,6,0.0,1
2024-03-07,9,0.0,0
2024-03-08,11,0.0,0
2024-03-09,3,0.0,0
2024-03-10,2,1.0,0
2024-03-11,20,1.8,8
2024-03-12,28,-0.48,3
2024-03-13,10,-0.20800000000000018,0
2024-03-14,12,0.8704,1
2024-03-15,7,0.707264,1
2024-03-16,0,-0.35150080000000006,3
2024-03-17,5,-0.18578432000000014,4
2024-03-18,28,-0.12984115200000002,0
2024-03-19,10,-0.10038077439999987,0
2024-03-20,18,-0.07090350079999995,0
2024-03-21,12,-0.03735552000000002,0
2024-03-22,11,-0.03131443199999995,1
2024-03-23,3,-0.026857062399999902,2
2024-03-24,0,-0.012469350399999964,2
2024-03-25,13,0.0,0
2024-03-26,29,0.0,0
2024-03-27,14,0.0,0
2024-03-28,6,0.0,8
2024-03-29,7,0.0,9
2024-03-30,1,0.0,0
2024-03-31,1,0.0,0
2024-04-01,9,0.0,0
2024-04-02,15,0.0,0
2024-04-03,4,0.0,0
2024-04-04,12,0.0,0
2024-04-05,8,0.0,2
2024-04-06,9,0.0,0
2024-04-07,6,3.0,0
2024-04-08,5,-0.5999999999999999,0
2024-04-09,16,-0.2400000000000002,0
2024-04-10,10,0.8559999999999999,3
2024-04-11,5,-0.30079999999999996,5
2024-04-12,5,-0.1566080000000001,1
2024-04-13,0,-0.10928640000000006,0
2024-04-14,1,-0.08438016000000004,2
2024-04-15,13,-0.06869913599999983,0
2024-04-16,22,-0.0578368511999999,2
2024-04-17,12,-0.01692672000000001,0
2024-04-18,12,-0.01438771199999994,0
2024-04-19,12,-0.012469350399999964,0
2024-04-20,0,0.0,1
2024-04-21,1,1.0,0
2024-04-22,14,-0.19999999999999996,0
2024-04-23,7,9.92,0
2024-04-24,20,-2.0479999999999996,0
2024-04-25,20,-0.8336000000000007,0
2024-04-26,16,-0.5055360000000004,0
2024-04-27,2,6.6435712,0
2024-04-28,9,-1.6722867199999998,4
2024-04-29,11,7.221324288,11
2024-04-30,15,-2.1177365504,0
2024-05-01,15,-1.01907712,5
2024-05-02,10,-0.687445504,0
2024-05-03,23,-0.41180160000000016,0
2024-05-04,6,-0.3227750400000002,0
2024-05-05,4,0.7358556160000003,0
2024-05-06,11,-0.4226992127999998,0
2024-05-07,8,-0.1951016959999996,0
2024-05-08,10,0.8522451968000002,2
2024-05-09,14,-0.23359999999999997,3
2024-05-10,6,-0.10553600000000009,0
2024-05-11,6,-0.06842880000000004,0
2024-05-12,4,-0.050526720000000025,0
2024-05-13,12,-0.03992371199999995,0
2024-05-14,26,3.9671018496,0
2024-05-15,12,-0.8169267199999999,0
2024-05-16,34,-0.3343877120000002,3
2024-05-17,6,-0.2044693504000001,0
2024-05-18,1,-0.13440000000000005,0
2024-05-19,0,-0.10214400000000005,0
2024-05-20,5,-0.08171520000000004,0
2024-05-21,19,-0.06770688000000004,1
2024-05-22,18,-0.05755084799999976,5
2024-05-23,16,-0.04987740159999986,3
2024-05-24,9,0.0,7
2024-05-25,0,0.0,14
2024-05-26,0,0.0,1
2024-05-27,1,0.0,2
2024-05-28,3,0.0,7
2024-05-29,10,0.0,13
2024-05-30,16,0.0,9
2024-05-31,6,0.0,4
2024-06-01,0,6.0,5
2024-06-02,4,-1.1999999999999997,6
2024-06-03,11,-0.4800000000000004,3
2024-06-04,9,-0.2880000000000002,3
2024-06-05,18,-0.20160000000000006,1
2024-06-06,11,-0.15321600000000007,1
2024-06-07,19,-0.12257280000000007,0
2024-06-08,3,-0.10156032000000006,0
2024-06-09,3,-0.08632627199999963,2
2024-06-10,21,-0.07481610239999978,0
2024-06-11,14,0.0,0
2024-06-12,18,0.0,2
2024-06-13,17,0.0,1
2024-06-14,12,0.0,1
2024-06-15,0,0.0,0
2024-06-16,1,0.0,0
2024-06-17,12,0.0,1
2024-06-18,22,0.0,2
2024-06-19,7,0.0,0
2024-06-20,10,0.0,0
2024-06-21,18,0.0,2
2024-06-22,2,0.0,1
2024-06-23,0,1.0,0
2024-06-24,5,1.8,0
2024-06-25,7,0.52,0
2024-06-26,20,0.5919999999999999,1
2024-06-27,17,4.5904,0
2024-06-28,4,-0.22073600000000004,4
2024-06-29,1,-0.7531008000000003,4
2024-06-30,2,-0.4369203200000003,1
2024-07-01,39,0.6897940479999999,1
2024-07-02,21,-0.4398802943999999,8
2024-07-03,5,-0.2639331328,3
2024-07-04,11,-0.1799194624,2
2024-07-05,8,-0.13493463039999967,1
2024-07-06,5,-0.10227046399999978,4
2024-07-07,0,-0.03289815039999998,23
2024-07-08,11,-0.01692672000000001,13
2024-07-09,13,-0.01438771199999994,3
2024-07-10,7,-0.012469350399999964,2
2024-07-11,14,0.0,0
2024-07-12,9,2.0,0
2024-07-13,1,-0.3999999999999999,0
2024-07-14,3,0.8399999999999999,1
2024-07-15,11,0.704,8
2024-07-16,25,-0.34720000000000006,6
2024-07-17,11,-0.17907200000000012,2
2024-07-18,14,-0.12245760000000008,2
