,rails/rails,sinatra/sinatra,django/django
2024-01-29,18,0,7.0
2024-01-30,10,0,3.0
2024-01-31,7,0,6.0
2024-02-01,10,0,6.0
2024-02-02,4,0,0.0
2024-02-03,0,0,1.0
2024-02-04,2,0,2.0
2024-02-05,5,0,5.0
2024-02-06,15,0,7.0
2024-02-07,7,0,3.0
2024-02-08,13,0,4.0
2024-02-09,32,0,3.0
2024-02-10,9,0,1.0
2024-02-11,2,0,0.0
2024-02-12,7,0,3.0
2024-02-13,19,0,1.0
2024-02-14,47,0,3.0
2024-02-15,11,0,5.0
2024-02-16,13,0,3.0
2024-02-17,4,0,2.0
2024-02-18,4,0,0.0
2024-02-19,8,0,9.0
2024-02-20,50,0,9.0
2024-02-21,23,0,6.0
2024-02-22,5,0,3.0
2024-02-23,7,0,4.0
2024-02-24,5,0,0.0
2024-02-25,6,0,0.0
2024-02-26,3,0,5.0
2024-02-27,13,0,0.0
2024-02-28,5,0,3.0
2024-02-29,2,0,5.0
2024-03-01,13,0,3.0
2024-03-02,0,0,4.0
2024-03-03,3,0,0.0
2024-03-04,2,0,10.0
2024-03-05,6,0,3.0
2024-03-06,7,0,4.0
2024-03-07,12,0,4.0
2024-03-08,5,0,6.0
2024-03-09,0,0,2.0
2024-03-10,1,0,3.0
2024-03-11,4,0,4.0
2024-03-12,7,0,2.0
2024-03-13,7,0,2.0
2024-03-14,8,0,6.0
2024-03-15,7,0,3.0
2024-03-16,3,0,1.0
2024-03-17,0,0,1.0
2024-03-18,8,0,3.0
2024-03-19,12,0,1.0
2024-03-20,5,0,2.0
2024-03-21,7,0,3.0
2024-03-22,4,0,2.0
2024-03-23,0,0,0.0
2024-03-24,5,0,1.0
2024-03-25,20,0,2.0
2024-03-26,12,0,1.0
2024-03-27,3,3,2.0
2024-03-28,5,0,1.0
2024-03-29,6,0,1.0
2024-03-30,4,0,1.0
2024-03-31,1,0,0.0
2024-04-01,3,0,1.0
2024-04-02,4,0,1.0
2024-04-03,11,0,4.0
2024-04-04,13,0,2.0
2024-04-05,8,0,3.0
2024-04-06,5,0,0.0
2024-04-07,1,0,0.0
2024-04-08,10,0,0.0
2024-04-09,25,0,0.0
2024-04-10,11,0,6.0
2024-04-11,14,0,1.0
2024-04-12,8,0,5.0
2024-04-13,2,0,0.0
2024-04-14,6,0,0.0
2024-04-15,7,0,3.0
2024-04-16,6,0,2.0
2024-04-17,8,0,1.0
2024-04-18,25,0,0.0
2024-04-19,16,0,3.0
2024-04-20,3,0,0.0
2024-04-21,3,0,0.0
2024-04-22,20,0,1.0
2024-04-23,17,0,3.0
2024-04-24,10,0,4.0
2024-04-25,3,0,2.0
2024-04-26,12,0,2.0
2024-04-27,0,0,1.0
2024-04-28,4,0,0.0
2024-04-29,8,0,1.0
2024-04-30,20,0,1.0
2024-05-01,35,0,0.0
2024-05-02,18,0,5.0
2024-05-03,11,0,3.0
2024-05-04,4,0,3.0
2024-05-05,3,0,0.0
2024-05-06,9,0,3.0
2024-05-07,12,0,4.0
2024-05-08,4,0,3.0
2024-05-09,7,0,0.0
2024-05-10,6,0,8.0
2024-05-11,7,0,0.0
2024-05-12,6,0,0.0
2024-05-13,39,0,4.0
2024-05-14,29,0,1.0
2024-05-15,9,0,2.0
2024-05-16,7,0,3.0
2024-05-17,7,0,2.0
2024-05-18,2,0,0.0
2024-05-19,1,0,0.0
2024-05-20,8,0,1.0
2024-05-21,8,0,7.0
2024-05-22,9,0,16.0
2024-05-23,37,0,4.0
2024-05-24,21,0,0.0
2024-05-25,6,0,0.0
2024-05-26,1,0,0.0
2024-05-27,12,0,2.0
2024-05-28,18,0,2.0
2024-05-29,21,0,2.0
2024-05-30,17,0,2.0
2024-05-31,33,0,1.0
2024-06-01,5,0,0.0
2024-06-02,4,0,0.0
2024-06-03,13,0,0.0
2024-06-04,14,0,0.0
2024-06-05,7,0,0.0
2024-06-06,6,0,0.0
2024-06-07,7,0,0.0
2024-06-08,9,0,1.0
2024-06-09,5,0,3.0
2024-06-10,6,0,0.0
2024-06-11,8,0,0.0
2024-06-12,27,0,3.0
2024-06-13,20,0,4.0
2024-06-14,6,0,2.0
2024-06-15,2,0,0.0
2024-06-16,2,0,0.0
2024-06-17,6,0,1.0
2024-06-18,6,0,4.0
2024-06-19,10,0,0.0
2024-06-20,5,0,4.0
2024-06-21,15,0,4.0
2024-06-22,3,0,0.0
2024-06-23,2,0,0.0
2024-06-24,7,0,4.0
2024-06-25,2,0,8.0
2024-06-26,21,0,2.0
2024-06-27,0,0,2.0
2024-06-28,6,0,4.0
2024-06-29,4,0,0.0
2024-06-30,3,0,0.0
2024-07-01,4,0,1.0
2024-07-02,4,0,1.0
2024-07-03,4,0,5.0
2024-07-04,1,0,7.0
2024-07-05,8,0,0.0
2024-07-06,5,0,0.0
2024-07-07,2,0,0.0
2024-07-08,4,0,0.0
2024-07-09,2,0,10.0
2024-07-10,1,0,2.0
2024-07-11,13,9,4.0
2024-07-12,0,0,1.0
2024-07-13,13,0,0.0
2024-07-14,3,0,0.0
2024-07-15,4,0,6.0
2024-07-16,12,0,1.0
2024-07-17,6,0,4.0
2024-07-18,2,0,2.0
2024-07-19,9,0,1.0
2024-07-20,0,0,0.0
2024-07-21,1,0,0.0
2024-07-22,9,0,7.0
2024-07-23,9,0,3.0
2024-07-24,5,0,4.0
2024-07-25,11,0,5.0
2024-07-26,10,0,1.0
2024-07-27,7,0,0.0
2024-07-28,8,0,0.0
2024-07-29,20,0,3.0
2024-07-30,13,0,1.0
2024-07-31,39,0,3.0
2024-08-01,16,0,4.0
2024-08-02,10,0,5.0
2024-08-03,1,0,1.0
2024-08-04,5,0,0.0
2024-08-05,4,0,10.0
2024-08-06,11,0,5.0
2024-08-07,14,0,6.0
2024-08-08,23,0,5.0
2024-08-09,13,0,3.0
2024-08-10,4,0,0.0
2024-08-11,19,0,0.0
2024-08-12,23,0,8.0
2024-08-13,11,0,3.0
2024-08-14,9,0,1.0
2024-08-15,15,0,1.0
2024-08-16,25,0,0.0
2024-08-17,7,0,0.0
2024-08-18,1,0,0.0
2024-08-19,7,0,2.0
2024-08-20,11,0,4.0
2024-08-21,36,0,1.0
2024-08-22,11,0,1.0
2024-08-23,25,0,5.0
2024-08-24,5,0,0.0
2024-08-25,3,0,0.0
2024-08-26,11,0,2.0
2024-08-27,28,0,3.0
2024-08-28,17,0,16.0
2024-08-29,1,0,0.0
2024-08-30,6,0,6.0
2024-08-31,0,0,0.0
2024-09-01,5,0,0.0
2024-09-02,22,0,3.0
2024-09-03,10,0,9.0
2024-09-04,22,0,0.0
2024-09-05,9,0,2.0
2024-09-06,16,0,1.0
2024-09-07,13,0,1.0
2024-09-08,12,0,0.0
2024-09-09,15,0,3.0
2024-09-10,9,0,2.0
2024-09-11,21,0,8.0
2024-09-12,7,0,2.0
2024-09-13,21,0,3.0
2024-09-14,18,0,0.0
2024-09-15,9,0,0.0
2024-09-16,17,0,5.0
2024-09-17,2,0,6.0
2024-09-18,14,0,1.0
2024-09-19,22,0,6.0
2024-09-20,19,0,1.0
2024-09-21,8,0,0.0
2024-09-22,0,0,0.0
2024-09-23,5,0,1.0
2024-09-24,9,0,0.0
2024-09-25,15,0,1.0
2024-09-26,18,0,2.0
2024-09-27,6,0,0.0
2024-09-28,13,0,0.0
2024-09-29,8,0,0.0
2024-09-30,25,0,2.0
2024-10-01,19,0,0.0
2024-10-02,16,0,2.0
2024-10-03,9,0,1.0
2024-10-04,20,0,0.0
2024-10-05,20,0,0.0
2024-10-06,10,0,0.0
2024-10-07,12,0,5.0
2024-10-08,22,0,7.0
2024-10-09,10,0,7.0
2024-10-10,14,0,5.0
2024-10-11,14,0,2.0
2024-10-12,7,0,0.0
2024-10-13,2,0,0.0
2024-10-14,20,0,2.0
2024-10-15,16,0,4.0
2024-10-16,23,0,3.0
2024-10-17,13,0,5.0
2024-10-18,48,0,3.0
2024-10-19,20,0,0.0
2024-10-20,2,2,0.0
2024-10-21,7,0,2.0
2024-10-22,10,0,4.0
2024-10-23,20,0,4.0
2024-10-24,19,0,6.0
2024-10-25,7,0,7.0
2024-10-26,5,0,1.0
2024-10-27,2,0,0.0
2024-10-28,5,0,1.0
2024-10-29,26,0,10.0
2024-10-30,22,0,6.0
2024-10-31,15,0,3.0
2024-11-01,7,0,2.0
2024-11-02,0,0,0.0
2024-11-03,4,0,0.0
2024-11-04,7,0,5.0
2024-11-05,0,0,0.0
2024-11-06,0,0,0.0
2024-11-07,0,9,0.0
