,strapi/strapi,decaporg/decap-cms,TryGhost/Ghost
2020-08-22,0,0,1
2020-08-23,1,0,0
2020-08-24,0,0,20
2020-08-25,7,0,16
2020-08-26,10,1,12
2020-08-27,6,3,18
2020-08-28,11,0,5
2020-08-29,0,0,0
2020-08-30,1,2,0
2020-08-31,7,2,17
2020-09-01,2,2,14
2020-09-02,7,0,23
2020-09-03,13,1,10
2020-09-04,8,0,13
2020-09-05,2,0,0
2020-09-06,0,2,0
2020-09-07,1,0,13
2020-09-08,5,5,18
2020-09-09,2,3,5
2020-09-10,0,0,9
2020-09-11,1,0,6
2020-09-12,0,0,0
2020-09-13,0,2,0
2020-09-14,10,0,11
2020-09-15,4,1,16
2020-09-16,4,0,18
2020-09-17,2,0,16
2020-09-18,2,0,30
2020-09-19,0,0,0
2020-09-20,0,7,0
2020-09-21,3,0,15
2020-09-22,87,0,26
2020-09-23,16,0,16
2020-09-24,13,0,30
2020-09-25,9,0,2
2020-09-26,0,0,0
2020-09-27,0,0,0
2020-09-28,5,2,22
2020-09-29,9,1,10
2020-09-30,7,0,15
2020-10-01,12,0,24
2020-10-02,32,0,36
2020-10-03,1,0,0
2020-10-04,3,2,1
2020-10-05,33,0,10
2020-10-06,14,1,8
2020-10-07,12,0,0
2020-10-08,22,0,4
2020-10-09,11,0,8
2020-10-10,3,0,0
2020-10-11,2,2,0
2020-10-12,25,8,5
2020-10-13,8,0,13
2020-10-14,25,1,18
2020-10-15,13,5,10
2020-10-16,17,0,19
2020-10-17,0,0,2
2020-10-18,0,0,0
2020-10-19,7,0,14
2020-10-20,5,1,12
2020-10-21,5,2,13
2020-10-22,22,1,3
2020-10-23,12,0,10
2020-10-24,0,0,0
2020-10-25,0,7,0
2020-10-26,10,2,7
2020-10-27,10,0,21
2020-10-28,7,0,16
2020-10-29,11,0,26
2020-10-30,3,0,3
2020-10-31,3,0,0
2020-11-01,0,0,1
2020-11-02,17,4,15
2020-11-03,25,0,16
2020-11-04,10,0,16
2020-11-05,3,1,25
2020-11-06,11,0,10
2020-11-07,1,0,0
2020-11-08,1,4,0
2020-11-09,24,1,5
2020-11-10,16,0,21
2020-11-11,2,0,8
2020-11-12,4,0,3
2020-11-13,2,0,9
2020-11-14,0,0,0
2020-11-15,0,0,0
2020-11-16,16,0,10
2020-11-17,5,0,22
2020-11-18,6,1,8
2020-11-19,11,0,22
2020-11-20,4,0,15
2020-11-21,0,0,0
2020-11-22,0,0,1
2020-11-23,4,0,41
2020-11-24,1,1,12
2020-11-25,14,0,30
2020-11-26,7,9,7
2020-11-27,2,0,0
2020-11-28,0,0,0
2020-11-29,0,0,0
2020-11-30,7,9,12
2020-12-01,2,0,14
2020-12-02,4,0,18
2020-12-03,2,0,8
2020-12-04,10,0,12
2020-12-05,0,0,0
2020-12-06,0,3,0
2020-12-07,9,0,19
2020-12-08,10,0,15
2020-12-09,5,0,22
2020-12-10,11,0,24
2020-12-11,16,0,12
2020-12-12,0,0,0
2020-12-13,1,4,0
2020-12-14,12,0,12
2020-12-15,0,3,0
2020-12-16,16,0,11
2020-12-17,17,1,1
2020-12-18,10,0,3
2020-12-19,0,0,1
2020-12-20,0,2,0
2020-12-21,6,0,2
2020-12-22,5,0,0
2020-12-23,0,4,1
2020-12-24,0,0,0
2020-12-25,0,0,1
2020-12-26,0,0,0
2020-12-27,0,0,0
2020-12-28,27,0,0
2020-12-29,0,0,0
2020-12-30,0,0,0
2020-12-31,0,0,0
2021-01-01,0,0,1
2021-01-02,0,0,0
2021-01-03,0,0,0
2021-01-04,11,3,7
2021-01-05,3,5,12
2021-01-06,3,0,8
2021-01-07,6,1,8
2021-01-08,29,0,7
2021-01-09,0,0,1
2021-01-10,1,0,0
2021-01-11,7,1,1
2021-01-12,14,1,14
2021-01-13,11,2,17
2021-01-14,7,2,15
2021-01-15,1,0,17
2021-01-16,0,0,0
2021-01-17,0,0,0
2021-01-18,7,1,15
2021-01-19,0,4,15
2021-01-20,3,0,2
2021-01-21,6,0,8
2021-01-22,8,0,11
2021-01-23,0,0,0
2021-01-24,0,0,1
2021-01-25,16,1,15
2021-01-26,16,3,18
2021-01-27,4,1,8
2021-01-28,17,0,3
2021-01-29,25,3,1
2021-01-30,0,0,0
2021-01-31,0,0,0
2021-02-01,14,6,9
2021-02-02,16,0,81
2021-02-03,14,3,12
2021-02-04,2,0,16
2021-02-05,5,1,21
2021-02-06,0,0,0
2021-02-07,0,8,3
2021-02-08,6,2,24
2021-02-09,30,3,42
2021-02-10,11,3,33
2021-02-11,14,1,17
2021-02-12,16,0,28
2021-02-13,0,0,0
2021-02-14,1,1,0
2021-02-15,30,1,15
2021-02-16,28,2,33
2021-02-17,14,0,30
2021-02-18,19,2,32
2021-02-19,13,0,35
2021-02-20,0,0,0
2021-02-21,0,0,0
2021-02-22,11,3,46
2021-02-23,4,3,61
2021-02-24,1,0,42
2021-02-25,7,4,29
2021-02-26,0,0,0
2021-02-27,0,0,0
2021-02-28,0,1,0
2021-03-01,17,0,23
2021-03-02,2,1,37
2021-03-03,9,0,52
2021-03-04,14,0,60
2021-03-05,13,0,32
2021-03-06,0,0,2
2021-03-07,0,0,0
2021-03-08,9,1,19
2021-03-09,20,2,39
2021-03-10,12,2,54
2021-03-11,16,6,4
2021-03-12,25,0,7
2021-03-13,3,0,0
2021-03-14,0,1,0
2021-03-15,28,0,13
2021-03-16,24,0,4
2021-03-17,18,0,9
2021-03-18,43,4,15
2021-03-19,12,0,7
2021-03-20,0,0,1
2021-03-21,0,8,0
2021-03-22,11,1,21
2021-03-23,4,0,20
2021-03-24,6,0,20
2021-03-25,10,0,12
2021-03-26,7,0,2
2021-03-27,0,0,0
2021-03-28,0,0,0
2021-03-29,10,2,6
2021-03-30,43,4,15
2021-03-31,27,2,5
2021-04-01,8,2,26
2021-04-02,15,0,1
2021-04-03,0,0,0
2021-04-04,0,7,0
2021-04-05,0,1,8
2021-04-06,10,3,13
2021-04-07,6,3,13
2021-04-08,9,0,24
2021-04-09,14,0,12
2021-04-10,0,1,4
2021-04-11,0,0,0
2021-04-12,6,2,15
2021-04-13,2,6,9
2021-04-14,3,5,21
2021-04-15,0,0,13
2021-04-16,1,0,22
2021-04-17,0,0,0
2021-04-18,0,2,0
2021-04-19,6,0,15
2021-04-20,14,1,25
2021-04-21,9,0,16
2021-04-22,1,0,24
2021-04-23,0,0,13
2021-04-24,0,0,3
