,apache/mxnet,tensorflow/tensorflow,pytorch/pytorch
2021-06-22,2,85,47
2021-06-23,0,98,50
2021-06-24,1,104,50
2021-06-25,1,71,46
2021-06-26,0,18,9
2021-06-27,0,3,2
2021-06-28,1,49,39
2021-06-29,3,78,34
2021-06-30,4,77,53
2021-07-01,0,78,35
2021-07-02,1,62,11
2021-07-03,0,9,7
2021-07-04,0,8,0
2021-07-05,0,37,0
2021-07-06,3,48,13
2021-07-07,1,71,54
2021-07-08,1,106,38
2021-07-09,0,77,50
2021-07-10,0,21,18
2021-07-11,0,11,10
2021-07-12,0,53,35
2021-07-13,2,73,20
2021-07-14,0,97,21
2021-07-15,0,93,25
2021-07-16,1,84,35
2021-07-17,0,15,5
2021-07-18,0,2,9
2021-07-19,0,57,27
2021-07-20,0,64,51
2021-07-21,0,73,41
2021-07-22,0,81,37
2021-07-23,0,72,35
2021-07-24,0,19,12
2021-07-25,0,4,3
2021-07-26,1,57,36
2021-07-27,0,79,46
2021-07-28,1,76,32
2021-07-29,0,81,28
2021-07-30,1,81,43
2021-07-31,0,36,7
2021-08-01,0,16,1
2021-08-02,1,90,27
2021-08-03,0,79,49
2021-08-04,2,77,28
2021-08-05,0,77,28
2021-08-06,0,80,28
2021-08-07,0,30,7
2021-08-08,0,11,0
2021-08-09,2,69,34
2021-08-10,0,97,35
2021-08-11,0,94,27
2021-08-12,1,79,19
2021-08-13,1,92,36
2021-08-14,2,22,8
2021-08-15,0,9,5
2021-08-16,0,52,29
2021-08-17,1,70,36
2021-08-18,1,88,50
2021-08-19,2,57,34
2021-08-20,0,57,34
2021-08-21,1,19,8
2021-08-22,0,12,1
2021-08-23,1,59,15
2021-08-24,1,75,45
2021-08-25,1,78,45
2021-08-26,1,62,41
2021-08-27,0,57,42
2021-08-28,0,19,9
2021-08-29,0,5,8
2021-08-30,0,44,35
2021-08-31,0,52,34
2021-09-01,0,53,44
2021-09-02,0,49,48
2021-09-03,0,49,11
2021-09-04,0,22,3
2021-09-05,1,14,6
2021-09-06,1,23,1
2021-09-07,0,57,24
2021-09-08,1,63,48
2021-09-09,1,88,37
2021-09-10,2,85,30
2021-09-11,0,32,9
2021-09-12,0,13,6
2021-09-13,1,84,29
2021-09-14,1,82,37
2021-09-15,0,48,41
2021-09-16,1,84,29
2021-09-17,1,81,56
2021-09-18,0,22,12
2021-09-19,0,9,0
2021-09-20,1,33,18
2021-09-21,0,74,34
2021-09-22,1,69,34
2021-09-23,2,92,28
2021-09-24,1,63,39
2021-09-25,0,18,10
2021-09-26,0,8,1
2021-09-27,0,58,13
2021-09-28,7,57,27
2021-09-29,2,64,32
2021-09-30,1,72,34
2021-10-01,0,67,62
2021-10-02,0,34,13
2021-10-03,0,8,4
2021-10-04,1,48,6
2021-10-05,1,77,33
2021-10-06,1,104,39
2021-10-07,1,72,35
2021-10-08,2,72,53
2021-10-09,1,38,26
2021-10-10,0,12,9
2021-10-11,0,70,27
2021-10-12,1,103,31
2021-10-13,2,54,45
2021-10-14,3,73,29
2021-10-15,2,181,38
2021-10-16,0,23,5
2021-10-17,1,13,6
2021-10-18,2,58,34
2021-10-19,4,89,54
2021-10-20,3,105,43
2021-10-21,1,136,34
2021-10-22,0,40,39
2021-10-23,0,9,10
2021-10-24,0,28,5
