,apache/avro,protocolbuffers/protobuf,apache/thrift
2018-04-22,0,0,0
2018-04-23,0,0,0
2018-04-24,0,2,0
2018-04-25,1,3,0
2018-04-26,0,0,0
2018-04-27,0,8,0
2018-04-28,0,1,0
2018-04-29,0,0,0
2018-04-30,0,5,0
2018-05-01,1,0,4
2018-05-02,3,4,1
2018-05-03,2,3,1
2018-05-04,1,1,0
2018-05-05,0,0,0
2018-05-06,0,1,0
2018-05-07,0,7,1
2018-05-08,0,4,0
