,meilisearch/meilisearch,typesense/typesense,elastic/elasticsearch
2023-06-09,0.0,0,20
2023-06-10,0.0,0,2
2023-06-11,0.0,0,0
2023-06-12,1.0,1,27
2023-06-13,0.0,3,25
2023-06-14,3.0,7,39
2023-06-15,0.0,5,22
2023-06-16,0.0,15,6
2023-06-17,0.0,5,1
2023-06-18,0.0,4,3
2023-06-19,1.0,7,17
2023-06-20,7.0,4,36
2023-06-21,1.0,3,16
2023-06-22,14.0,5,36
2023-06-23,3.0,6,16
2023-06-24,0.0,2,7
2023-06-25,0.0,0,1
2023-06-26,23.0,84,29
2023-06-27,43.0,42,27
2023-06-28,39.0,4,28
2023-06-29,28.0,2,34
2023-06-30,2.0,6,21
2023-07-01,1.0,5,2
2023-07-02,0.0,5,3
2023-07-03,9.0,10,19
2023-07-04,2.0,14,20
2023-07-05,2.0,0,20
2023-07-06,10.0,10,20
2023-07-07,0.0,10,33
2023-07-08,0.0,5,2
2023-07-09,0.0,2,2
2023-07-10,6.0,4,36
2023-07-11,0.0,6,34
2023-07-12,6.0,4,29
2023-07-13,4.0,4,22
2023-07-14,11.0,2,20
2023-07-15,0.0,0,3
2023-07-16,0.0,0,0
2023-07-17,2.0,0,19
2023-07-18,6.0,6,29
2023-07-19,1.0,3,22
2023-07-20,3.0,5,27
2023-07-21,0.0,5,4
2023-07-22,0.0,0,0
2023-07-23,0.0,1,0
2023-07-24,5.0,12,20
2023-07-25,6.0,5,28
2023-07-26,3.0,14,27
2023-07-27,3.0,8,27
2023-07-28,0.0,5,18
2023-07-29,1.0,1,4
2023-07-30,0.0,2,1
2023-07-31,1.0,5,20
2023-08-01,2.0,4,31
2023-08-02,0.0,13,25
2023-08-03,0.0,10,26
2023-08-04,0.0,5,29
2023-08-05,1.0,8,1
2023-08-06,0.0,1,2
2023-08-07,0.0,4,15
2023-08-08,11.0,6,25
2023-08-09,1.0,2,28
2023-08-10,13.0,13,24
2023-08-11,0.0,3,25
2023-08-12,0.0,0,4
2023-08-13,0.0,0,4
2023-08-14,1.0,1,25
2023-08-15,0.0,10,36
2023-08-16,1.0,2,36
2023-08-17,0.0,6,38
2023-08-18,0.0,2,6
2023-08-19,0.0,6,1
2023-08-20,0.0,3,2
2023-08-21,0.0,6,26
2023-08-22,1.0,3,53
2023-08-23,3.0,6,36
2023-08-24,1.0,1,21
2023-08-25,0.0,2,24
2023-08-26,0.0,8,5
2023-08-27,0.0,0,4
2023-08-28,2.0,5,20
2023-08-29,0.0,5,35
2023-08-30,0.0,0,24
2023-08-31,0.0,3,30
2023-09-01,0.0,6,14
2023-09-02,0.0,4,2
2023-09-03,0.0,2,1
2023-09-04,2.0,6,18
2023-09-05,1.0,3,16
2023-09-06,6.0,2,41
2023-09-07,2.0,4,33
2023-09-08,3.0,1,47
2023-09-09,0.0,1,1
2023-09-10,0.0,0,1
2023-09-11,11.0,2,36
2023-09-12,8.0,1,24
2023-09-13,0.0,1,30
2023-09-14,0.0,7,19
2023-09-15,0.0,6,5
2023-09-16,0.0,4,1
2023-09-17,0.0,3,1
2023-09-18,2.0,3,24
2023-09-19,0.0,4,29
2023-09-20,0.0,3,26
2023-09-21,2.0,2,24
2023-09-22,0.0,4,25
2023-09-23,0.0,0,3
2023-09-24,0.0,6,1
2023-09-25,0.0,8,21
2023-09-26,2.0,4,22
2023-09-27,0.0,5,27
2023-09-28,0.0,8,35
2023-09-29,0.0,5,39
2023-09-30,0.0,0,3
2023-10-01,0.0,1,5
2023-10-02,0.0,3,38
2023-10-03,1.0,3,45
2023-10-04,0.0,5,37
2023-10-05,2.0,8,28
2023-10-06,0.0,5,37
2023-10-07,0.0,1,6
2023-10-08,0.0,3,3
2023-10-09,5.0,14,43
2023-10-10,3.0,5,46
2023-10-11,9.0,4,46
2023-10-12,7.0,0,28
2023-10-13,14.0,12,36
2023-10-14,0.0,1,3
2023-10-15,0.0,3,4
2023-10-16,3.0,3,33
2023-10-17,1.0,6,33
2023-10-18,4.0,1,40
2023-10-19,1.0,0,40
2023-10-20,0.0,2,5
2023-10-21,0.0,1,1
2023-10-22,0.0,0,1
2023-10-23,6.0,7,20
2023-10-24,1.0,4,20
2023-10-25,0.0,12,31
2023-10-26,1.0,4,34
2023-10-27,0.0,8,35
2023-10-28,0.0,0,6
2023-10-29,0.0,0,3
2023-10-30,82.0,7,33
2023-10-31,12.0,7,35
2023-11-01,4.0,3,23
2023-11-02,13.0,5,39
2023-11-03,0.0,2,32
2023-11-04,0.0,2,3
2023-11-05,0.0,1,1
2023-11-06,6.0,2,23
2023-11-07,0.0,4,30
2023-11-08,5.0,2,22
2023-11-09,9.0,2,32
2023-11-10,1.0,2,30
2023-11-11,0.0,1,2
2023-11-12,1.0,2,5
2023-11-13,5.0,7,38
2023-11-14,2.0,13,42
2023-11-15,1.0,7,48
2023-11-16,0.0,5,46
2023-11-17,0.0,9,5
2023-11-18,0.0,0,3
2023-11-19,0.0,1,4
2023-11-20,5.0,3,31
2023-11-21,1.0,4,31
2023-11-22,1.0,6,35
2023-11-23,4.0,6,43
2023-11-24,0.0,2,42
2023-11-25,1.0,2,2
2023-11-26,0.0,3,1
2023-11-27,3.0,7,50
2023-11-28,11.0,11,35
2023-11-29,0.0,4,25
2023-11-30,0.0,6,39
2023-12-01,0.0,10,45
2023-12-02,0.0,1,2
2023-12-03,0.0,1,4
2023-12-04,0.0,3,33
2023-12-05,0.0,5,48
2023-12-06,7.0,5,30
2023-12-07,0.0,3,36
2023-12-08,0.0,2,21
2023-12-09,0.0,0,4
2023-12-10,0.0,2,3
2023-12-11,2.0,7,42
2023-12-12,2.0,10,45
2023-12-13,2.0,8,17
2023-12-14,31.0,2,38
2023-12-15,0.0,0,6
2023-12-16,0.0,0,3
2023-12-17,0.0,1,1
2023-12-18,7.0,13,20
2023-12-19,12.0,13,25
2023-12-20,9.0,6,23
2023-12-21,2.0,6,21
2023-12-22,0.0,1,19
2023-12-23,0.0,1,2
2023-12-24,0.0,0,2
2023-12-25,0.0,4,2
2023-12-26,0.0,9,4
2023-12-27,0.0,11,18
2023-12-28,0.0,3,8
2023-12-29,0.0,4,8
2023-12-30,0.0,0,6
2023-12-31,0.0,0,2
2024-01-01,0.0,0,1
2024-01-02,3.0,9,40
2024-01-03,3.0,4,34
2024-01-04,0.0,4,38
2024-01-05,0.0,6,30
2024-01-06,0.0,1,4
2024-01-07,0.0,0,3
2024-01-08,2.0,3,46
2024-01-09,1.0,6,50
2024-01-10,1.0,11,41
2024-01-11,9.0,1,33
2024-01-12,1.0,3,35
2024-01-13,0.0,0,6
2024-01-14,0.0,0,2
2024-01-15,1.0,2,17
2024-01-16,15.0,1,26
2024-01-17,2.0,2,38
2024-01-18,2.0,2,46
2024-01-19,0.0,4,4
2024-01-20,0.0,3,3
2024-01-21,0.0,1,4
2024-01-22,7.0,2,25
2024-01-23,0.0,2,11
2024-01-24,1.0,1,31
2024-01-25,1.0,2,23
2024-01-26,0.0,5,24
2024-01-27,0.0,1,3
2024-01-28,0.0,1,2
2024-01-29,0.0,0,42
2024-01-30,0.0,1,42
2024-01-31,0.0,0,26
2024-02-01,9.0,1,26
2024-02-02,0.0,4,28
2024-02-03,0.0,0,1
2024-02-04,0.0,0,4
2024-02-05,0.0,2,30
2024-02-06,3.0,5,53
2024-02-07,9.0,4,31
2024-02-08,64.0,1,35
2024-02-09,0.0,0,38
2024-02-10,0.0,0,2
2024-02-11,0.0,0,2
2024-02-12,5.0,5,40
2024-02-13,5.0,5,24
2024-02-14,5.0,2,30
2024-02-15,5.0,2,38
2024-02-16,0.0,1,5
2024-02-17,0.0,0,1
2024-02-18,0.0,1,5
2024-02-19,1.0,4,18
2024-02-20,2.0,3,18
2024-02-21,4.0,1,31
2024-02-22,3.0,5,33
2024-02-23,0.0,0,26
2024-02-24,0.0,1,5
2024-02-25,0.0,0,2
2024-02-26,13.0,2,6
2024-02-27,0.0,1,5
2024-02-28,1.0,3,6
2024-02-29,1.0,3,4
2024-03-01,0.0,2,6
2024-03-02,0.0,2,2
2024-03-03,0.0,2,4
2024-03-04,2.0,3,29
2024-03-05,16.0,4,25
2024-03-06,1.0,2,29
2024-03-07,0.0,3,22
2024-03-08,0.0,4,33
2024-03-09,0.0,0,5
2024-03-10,0.0,0,1
2024-03-11,1.0,1,26
2024-03-12,7.0,2,42
2024-03-13,9.0,1,42
2024-03-14,1.0,2,27
2024-03-15,0.0,2,2
2024-03-16,0.0,2,1
2024-03-17,0.0,0,3
2024-03-18,4.0,2,25
2024-03-19,20.0,2,41
2024-03-20,5.0,2,32
2024-03-21,3.0,1,42
2024-03-22,1.0,2,34
2024-03-23,0.0,1,2
2024-03-24,0.0,0,2
2024-03-25,15.0,2,20
2024-03-26,15.0,1,29
2024-03-27,14.0,1,34
2024-03-28,3.0,1,27
2024-03-29,0.0,1,17
2024-03-30,0.0,3,7
2024-03-31,0.0,0,5
2024-04-01,0.0,2,21
2024-04-02,2.0,1,28
2024-04-03,2.0,1,34
2024-04-04,16.0,3,29
2024-04-05,1.0,1,23
2024-04-06,0.0,1,1
2024-04-07,0.0,3,0
2024-04-08,0.0,1,27
2024-04-09,1.0,2,27
2024-04-10,0.0,1,39
2024-04-11,2.0,3,30
2024-04-12,0.0,0,27
2024-04-13,0.0,0,3
2024-04-14,1.0,0,2
2024-04-15,0.0,0,33
2024-04-16,18.0,0,37
2024-04-17,6.0,1,24
2024-04-18,2.0,1,29
2024-04-19,0.0,1,3
2024-04-20,0.0,0,4
2024-04-21,0.0,0,2
2024-04-22,4.0,1,38
2024-04-23,1.0,3,30
2024-04-24,4.0,2,37
2024-04-25,2.0,1,30
2024-04-26,0.0,1,24
2024-04-27,0.0,0,2
2024-04-28,0.0,0,3
2024-04-29,0.0,3,38
2024-04-30,2.0,1,33
2024-05-01,0.0,1,31
2024-05-02,2.0,0,35
2024-05-03,1.0,1,25
2024-05-04,0.0,1,5
2024-05-05,0.0,1,2
2024-05-06,1.0,2,24
2024-05-07,5.0,0,33
2024-05-08,0.0,1,30
2024-05-09,0.0,0,28
2024-05-10,0.0,1,29
2024-05-11,0.0,0,4
2024-05-12,0.0,1,2
2024-05-13,0.0,0,42
2024-05-14,8.0,3,35
2024-05-15,5.0,3,31
2024-05-16,5.0,4,27
2024-05-17,0.0,0,42
2024-05-18,0.0,0,3
2024-05-19,0.0,0,6
2024-05-20,15.0,3,18
2024-05-21,7.0,3,26
2024-05-22,5.0,2,37
2024-05-23,3.0,0,35
2024-05-24,0.0,2,28
2024-05-25,0.0,0,2
2024-05-26,0.0,0,1
2024-05-27,4.0,0,30
2024-05-28,11.0,3,32
2024-05-29,8.0,4,35
2024-05-30,18.0,0,24
2024-05-31,0.0,1,24
2024-06-01,0.0,0,1
2024-06-02,0.0,0,4
2024-06-03,1.0,3,29
2024-06-04,3.0,3,34
2024-06-05,19.0,4,35
2024-06-06,38.0,4,22
2024-06-07,0.0,5,22
2024-06-08,1.0,0,1
2024-06-09,0.0,0,0
2024-06-10,6.0,1,30
2024-06-11,6.0,4,33
2024-06-12,13.0,2,37
2024-06-13,5.0,1,31
2024-06-14,0.0,1,2
2024-06-15,0.0,0,2
2024-06-16,0.0,1,3
2024-06-17,4.0,2,30
2024-06-18,1.0,1,33
2024-06-19,1.0,1,30
2024-06-20,8.0,0,26
2024-06-21,0.0,1,44
2024-06-22,0.0,1,2
2024-06-23,0.0,0,0
2024-06-24,6.0,1,19
2024-06-25,10.0,1,28
2024-06-26,7.0,0,32
2024-06-27,4.0,2,29
2024-06-28,0.0,0,34
2024-06-29,0.0,0,1
2024-06-30,0.0,0,2
2024-07-01,1.0,1,31
2024-07-02,8.0,4,39
2024-07-03,0.0,2,40
2024-07-04,2.0,3,16
2024-07-05,0.0,2,24
2024-07-06,0.0,0,0
2024-07-07,2.0,0,1
2024-07-08,8.0,0,35
2024-07-09,6.0,0,26
2024-07-10,47.0,3,28
2024-07-11,12.0,1,31
2024-07-12,0.0,1,21
2024-07-13,0.0,0,1
2024-07-14,0.0,2,0
2024-07-15,7.0,0,28
2024-07-16,8.0,2,316
2024-07-17,5.0,0,31
2024-07-18,1.0,2,40
2024-07-19,0.0,0,31
2024-07-20,0.0,0,10
2024-07-21,0.0,0,2
2024-07-22,1.0,4,24
2024-07-23,1.0,0,18
2024-07-24,9.0,1,20
2024-07-25,19.0,0,37
2024-07-26,0.0,1,37
2024-07-27,0.0,0,7
2024-07-28,0.0,0,0
2024-07-29,4.0,2,30
2024-07-30,17.0,3,31
2024-07-31,15.0,3,16
2024-08-01,1.0,4,20
2024-08-02,0.0,1,15
2024-08-03,0.0,0,0
2024-08-04,0.0,0,1
2024-08-05,0.0,0,23
2024-08-06,1.0,1,26
2024-08-07,2.0,2,22
2024-08-08,2.0,2,23
2024-08-09,0.0,0,18
2024-08-10,0.0,0,0
2024-08-11,0.0,0,0
2024-08-12,0.0,1,28
2024-08-13,0.0,1,17
2024-08-14,2.0,1,20
2024-08-15,0.0,3,24
2024-08-16,0.0,3,2
2024-08-17,0.0,2,1
2024-08-18,0.0,0,0
2024-08-19,0.0,1,21
2024-08-20,0.0,0,29
2024-08-21,2.0,0,25
2024-08-22,0.0,3,27
2024-08-23,0.0,3,25
2024-08-24,0.0,0,5
2024-08-25,0.0,0,3
2024-08-26,0.0,2,23
2024-08-27,0.0,1,29
2024-08-28,0.0,1,32
2024-08-29,0.0,2,42
2024-08-30,13.0,3,26
2024-08-31,0.0,0,3
2024-09-01,1.0,0,2
2024-09-02,25.0,0,11
2024-09-03,13.0,1,24
2024-09-04,13.0,1,40
2024-09-05,12.0,3,23
2024-09-06,1.0,7,32
2024-09-07,0.0,1,4
2024-09-08,0.0,2,3
2024-09-09,2.0,0,36
2024-09-10,5.0,1,27
2024-09-11,8.0,0,35
2024-09-12,9.0,1,30
2024-09-13,4.0,2,16
2024-09-14,2.0,0,4
2024-09-15,1.0,1,1
2024-09-16,8.0,1,25
2024-09-17,37.0,1,43
2024-09-18,6.0,1,62
2024-09-19,25.0,0,40
2024-09-20,0.0,3,44
2024-09-21,0.0,0,12
2024-09-22,0.0,1,2
2024-09-23,10.0,0,42
2024-09-24,17.0,3,37
2024-09-25,12.0,2,37
2024-09-26,1.0,0,56
2024-09-27,2.0,1,36
2024-09-28,1.0,1,3
2024-09-29,1.0,0,3
2024-09-30,8.0,4,36
2024-10-01,18.0,1,43
2024-10-02,4.0,0,36
2024-10-03,12.0,3,40
2024-10-04,2.0,0,48
2024-10-05,0.0,0,2
2024-10-06,0.0,0,5
2024-10-07,6.0,0,38
2024-10-08,5.0,4,47
2024-10-09,2.0,0,37
2024-10-10,3.0,2,47
2024-10-11,0.0,2,46
2024-10-12,0.0,0,2
2024-10-13,0.0,2,1
2024-10-14,22.0,3,57
2024-10-15,3.0,3,52
2024-10-16,13.0,0,44
2024-10-17,14.0,3,33
2024-10-18,0.0,0,32
2024-10-19,1.0,0,3
2024-10-20,5.0,0,1
2024-10-21,11.0,1,41
2024-10-22,0.0,0,46
2024-10-23,1.0,1,46
2024-10-24,0.0,3,59
2024-10-25,0.0,1,47
2024-10-26,0.0,1,3
2024-10-27,0.0,1,1
2024-10-28,14.0,1,37
2024-10-29,3.0,3,29
2024-10-30,5.0,0,34
2024-10-31,1.0,3,32
2024-11-01,0.0,1,44
2024-11-02,1.0,0,8
2024-11-03,0.0,0,3
2024-11-04,13.0,1,31
2024-11-05,13.0,1,38
2024-11-06,7.0,0,45
2024-11-07,17.0,2,44
2024-11-08,1.0,2,42
2024-11-09,0.0,2,1
2024-11-10,0.0,2,1
2024-11-11,0.0,0,38
2024-11-12,11.0,0,35
2024-11-13,8.0,1,35
2024-11-14,6.0,3,38
2024-11-15,0.0,1,13
2024-11-16,0.0,1,1
2024-11-17,0.0,0,1
2024-11-18,22.0,0,36
2024-11-19,2.0,0,47
2024-11-20,76.0,0,51
2024-11-21,16.0,3,48
2024-11-22,0.0,0,50
2024-11-23,0.0,2,6
2024-11-24,0.0,0,4
2024-11-25,5.0,4,41
2024-11-26,7.0,1,31
2024-11-27,15.0,0,37
2024-11-28,12.0,1,25
2024-11-29,0.0,3,20
2024-11-30,0.0,0,7
2024-12-01,0.0,0,3
2024-12-02,21.0,1,22
2024-12-03,3.0,2,42
2024-12-04,22.0,0,46
2024-12-05,12.0,1,36
