,RevenueCat/purchases-ios,apphud/ApphudSDK,bizz84/swiftystorekit
2019-12-28,0.0,0,0
2019-12-29,0.0,1,0
2019-12-30,0.0,0,0
2019-12-31,0.0,0,0
2020-01-01,0.0,0,0
2020-01-02,0.0,0,0
2020-01-03,0.0,0,0
2020-01-04,0.0,0,0
2020-01-05,0.0,1,0
2020-01-06,0.0,0,0
2020-01-07,0.0,0,0
2020-01-08,0.0,0,0
2020-01-09,0.0,0,0
2020-01-10,0.0,0,0
2020-01-11,0.0,4,0
2020-01-12,0.0,0,0
2020-01-13,0.0,0,0
2020-01-14,0.0,0,0
2020-01-15,0.0,0,0
2020-01-16,1.0,0,0
2020-01-17,1.7,0,0
2020-01-18,-0.7050000000000001,0,0
2020-01-19,-0.26949999999999985,0,0
2020-01-20,1.8408375000000001,0,0
2020-01-21,-0.7100452500000001,1,0
2020-01-22,2.7072786375,0,0
2020-01-23,-0.08451899875000013,2,0
2020-01-24,-0.7491162642656248,0,0
2020-01-25,-0.38827734676406245,0,1
2020-01-26,-0.25371605146562504,0,0
2020-01-27,-0.16723779749999998,0,0
2020-01-28,-0.13131627103125007,0,0
2020-01-29,-0.10731951021562505,0,0
2020-01-30,0.9334125759531249,0,0
2020-01-31,-0.35662695646406267,0,0
2020-02-01,-0.11858341323281245,0,0
2020-02-02,-0.05949999999999997,0,0
2020-02-03,-0.0401625,0,0
2020-02-04,-0.029720249999999997,0,0
2020-02-05,0.9767191375000001,0,0
2020-02-06,2.68104272625,0,0
2020-02-07,2.979123283234375,0,0
2020-02-08,-1.5880834132328125,0,0
2020-02-09,-0.6386624999999996,0,0
2020-02-10,-0.38820774999999985,0,0
2020-02-11,-0.27309161249999997,0,0
2020-02-12,-0.20768086124999996,3,0
2020-02-13,4.834128011984375,1,0
2020-02-14,-1.6370426585296878,2,0
2020-02-15,-0.6292571067609374,0,0
2020-02-16,-0.35183365293124996,0,0
2020-02-17,-0.20081249999999998,0,0
2020-02-18,-0.14860125,0,7
2020-02-19,-0.11640431249999998,0,3
2020-02-20,-0.09478636875000002,0,6
2020-02-21,-0.07938358382812523,0,3
2020-02-22,-0.06791706616406262,0,0
2020-02-23,1.0,1,0
2020-02-24,-0.30000000000000004,0,1
2020-02-25,-0.10499999999999993,1,0
2020-02-26,-0.05949999999999997,0,0
2020-02-27,-0.0401625,0,0
2020-02-28,-0.029720249999999997,0,0
2020-02-29,-0.023280862499999996,0,0
2020-03-01,-0.018957273750000003,0,0
2020-03-02,-0.015876716765625045,0,0
2020-03-03,0.9864165867671875,0,0
2020-03-04,-0.30000000000000004,0,0
2020-03-05,1.895,0,0
2020-03-06,-0.6595000000000001,0,0
2020-03-07,-0.25016249999999984,0,0
2020-03-08,-0.14872024999999994,0,0
2020-03-09,-0.10360586249999999,3,0
2020-03-10,-0.07839777375,0,0
2020-03-11,-0.06243844176562503,0,0
2020-03-12,-0.05149796073281253,0,0
2020-03-13,-0.03175343353125009,0,0
2020-03-14,-0.027166826465625047,0,0
2020-03-15,0.0,0,0
2020-03-16,4.0,0,0
2020-03-17,2.8,0,0
2020-03-18,-1.6199999999999999,0,1
2020-03-19,0.3420000000000004,2,0
2020-03-20,0.3013500000000001,0,0
2020-03-21,-0.684531,0,2
2020-03-22,-0.3765044499999998,0,2
2020-03-23,-0.268615045,0,0
2020-03-24,0.7907812879374998,0,0
2020-03-25,3.5291583675062497,0,0
2020-03-26,-0.40157178918125025,0,0
2020-03-27,0.18566600948437517,0,0
2020-03-28,-0.7126226299984375,0,0
2020-03-29,-0.3684536632328124,0,0
2020-03-30,-0.24182436249999995,1,0
2020-03-31,-0.18196347374999997,0,0
2020-04-01,4.855293075734375,0,1
2020-04-02,-1.619328416545313,0,0
2020-04-03,-0.6141676434468748,0,0
2020-04-04,-0.32696012999843743,1,0
2020-04-05,-0.2143959132328125,0,0
2020-04-06,-0.14860125,1,0
2020-04-07,0.8835956875000001,0,0
2020-04-08,-0.39478636875000006,2,0
2020-04-09,-0.18438358382812514,0,0
2020-04-10,-0.1274170661640626,0,9
2020-04-11,-0.0401625,0,0
2020-04-12,-0.029720249999999997,0,0
2020-04-13,-0.023280862499999996,0,0
2020-04-14,-0.018957273750000003,0,0
2020-04-15,-0.015876716765625045,0,0
2020-04-16,-0.013583413232812524,0,0
2020-04-17,1.0,0,0
2020-04-18,-0.30000000000000004,0,0
2020-04-19,-0.10499999999999993,0,0
2020-04-20,-0.05949999999999997,0,0
2020-04-21,-0.0401625,0,0
2020-04-22,-0.029720249999999997,0,0
2020-04-23,-0.023280862499999996,0,0
2020-04-24,-0.018957273750000003,0,0
2020-04-25,-0.015876716765625045,0,0
2020-04-26,-0.013583413232812524,1,0
2020-04-27,0.0,0,0
2020-04-28,0.0,0,0
2020-04-29,1.0,0,0
2020-04-30,1.7,0,0
2020-05-01,0.29499999999999993,0,0
2020-05-02,-0.5694999999999999,0,0
2020-05-03,-0.26416249999999986,0,0
2020-05-04,-0.16954524999999995,1,0
2020-05-05,0.8771161375000001,0,0
2020-05-06,0.60476075125,0,0
2020-05-07,-0.48207212676562505,0,0
2020-05-08,0.7712058794859376,0,0
2020-05-09,-0.44270604323125007,0,0
2020-05-10,-0.18846616323281246,0,0
2020-05-11,0.8874988875,0,0
2020-05-12,2.61759936375,1,0
2020-05-13,0.9304457594843749,0,0
2020-05-14,1.9727590075015626,0,0
2020-05-15,-1.3612031869828125,0,0
2020-05-16,-0.6000844667656248,0,0
2020-05-17,-0.38485002573281235,0,0
2020-05-18,0.7312721387500001,0,0
2020-05-19,-0.5084710130156251,0,0
2020-05-20,0.7260293014703124,0,0
2020-05-21,-0.4888754944796877,0,0
2020-05-22,-0.2199594767625001,1,0
2020-05-23,-0.12997048969843755,0,0
2020-05-24,-0.06344336249999999,0,0
2020-05-25,-0.04867752375,0,0
2020-05-26,-0.03915757926562504,0,0
2020-05-27,-0.032540686982812525,0,0
2020-05-28,0.9841232832343749,0,0
2020-05-29,-0.3135834132328126,0,6
2020-05-30,-0.10499999999999993,0,5
2020-05-31,-0.05949999999999997,2,1
2020-06-01,-0.0401625,0,0
2020-06-02,-0.029720249999999997,0,0
2020-06-03,-0.023280862499999996,0,0
2020-06-04,-0.018957273750000003,0,0
2020-06-05,1.984123283234375,0,1
2020-06-06,-0.6135834132328126,0,5
2020-06-07,-0.20999999999999985,0,4
2020-06-08,1.881,0,0
2020-06-09,2.319675,0,0
2020-06-10,-1.1694404999999999,0,0
2020-06-11,-0.4805617249999997,0,0
2020-06-12,-0.2967395474999999,0,0
2020-06-13,-0.21168143353125007,0,0
2020-06-14,-0.16288930146562502,0,0
2020-06-15,-0.10775713499999999,0,0
2020-06-16,-0.0886252547812501,0,0
2020-06-17,-0.07479697676250018,0,0
2020-06-18,-0.04075023969843757,1,0
2020-06-19,0.0,2,0
2020-06-20,2.0,0,0
2020-06-21,-0.6000000000000001,0,0
2020-06-22,-0.20999999999999985,0,0
2020-06-23,-0.11899999999999994,0,1
2020-06-24,-0.080325,0,0
2020-06-25,-0.05944049999999999,1,4
2020-06-26,-0.04656172499999999,0,5
2020-06-27,-0.037914547500000007,0,0
2020-06-28,-0.03175343353125009,1,0
2020-06-29,-0.027166826465625047,0,0
2020-06-30,0.0,0,0
2020-07-01,1.0,0,0
2020-07-02,-0.30000000000000004,0,0
2020-07-03,-0.10499999999999993,0,0
2020-07-04,-0.05949999999999997,0,0
2020-07-05,-0.0401625,0,0
2020-07-06,-0.029720249999999997,0,0
2020-07-07,-0.023280862499999996,0,0
2020-07-08,0.98104272625,0,0
2020-07-09,1.6841232832343749,0,0
2020-07-10,-0.7185834132328125,0,0
2020-07-11,-0.26949999999999985,0,0
2020-07-12,-0.15916249999999993,0,0
2020-07-13,1.88995475,0,0
2020-07-14,-0.6827213625,0,0
2020-07-15,-0.27551899874999985,1,0
2020-07-16,-0.172791264265625,6,0
2020-07-17,0.8743381532359373,0,0
2020-07-18,-0.38660732646562507,0,1
2020-07-19,-0.15156172499999992,0,6
2020-07-20,-0.09741454749999998,0,1
2020-07-21,-0.07191593353125009,2,0
2020-07-22,3.943112923534375,0,1
2020-07-23,0.7767191374999998,0,0
2020-07-24,-1.03895727375,0,0
2020-07-25,2.5361232832343754,0,0
2020-07-26,-1.1932334132328126,0,0
2020-07-27,-0.5142059999999997,0,0
2020-07-28,1.6689360500000001,0,0
2020-07-29,-0.8428783200000001,0,0
2020-07-30,-0.4005821645625,0,0
2020-07-31,0.7250703260374999,0,0
2020-08-01,0.5356363522843749,0,0
2020-08-02,-0.512070650296875,0,0
2020-08-03,-0.2518119646984375,0,0
2020-08-04,4.8624229525,0,0
2020-08-05,0.39836381646874974,0,0
2020-08-06,-0.20516793896562469,0,0
2020-08-07,0.15026186375000017,0,0
2020-08-08,-0.7596464905156249,0,0
2020-08-09,-0.4228863799984374,0,0
2020-08-10,-0.28909072573281247,1,0
2020-08-11,1.7887691562499999,0,0
2020-08-12,-0.7702992438281253,0,0
2020-08-13,-0.3519086359453126,0,0
2020-08-14,-0.18100081698125003,0,0
2020-08-15,-0.10978512999843756,0,7
2020-08-16,-0.07302391323281252,0,0
2020-08-17,-0.04656172499999999,0,0
2020-08-18,-0.037914547500000007,1,0
2020-08-19,-0.03175343353125009,0,0
2020-08-20,0.9728331735343749,0,0
2020-08-21,-0.30000000000000004,0,0
2020-08-22,-0.10499999999999993,0,0
2020-08-23,-0.05949999999999997,0,0
2020-08-24,-0.0401625,0,0
2020-08-25,-0.029720249999999997,0,0
2020-08-26,4.9767191375,0,0
2020-08-27,-0.5189572737500003,0,0
2020-08-28,0.1591232832343752,0,0
2020-08-29,-0.7160834132328124,0,0
2020-08-30,-0.3653124999999999,0,0
2020-08-31,1.75173625,1,0
2020-09-01,1.2137129375,0,0
2020-09-02,2.04221251875,0,0
2020-09-03,-1.3506217200781252,2,0
2020-09-04,0.38292394332031265,0,0
2020-09-05,-0.6477256299984375,0,0
2020-09-06,-0.34507313823281244,0,0
2020-09-07,-0.23313702249999996,0,0
2020-09-08,-0.1796730685312501,0,0
2020-09-09,0.8544876687531249,0,2
2020-09-10,3.6019221607375,0,0
2020-09-11,-1.3647075134484377,1,0
2020-09-12,-0.4953767167656247,0,0
2020-09-13,-0.2917459132328124,0,0
2020-09-14,2.80962975,0,0
2020-09-15,-0.0421618625000002,0,0
2020-09-16,3.27291927625,0,0
2020-09-17,3.424794188234375,0,0
2020-09-18,-2.1770777802953125,0,0
2020-09-19,-0.9466569029312496,0,0
2020-09-20,-0.5577128374999998,0,1
2020-09-21,-0.39984618375,0,3
2020-09-22,0.6916878759531249,0,0
2020-09-23,-0.5488603639640627,0,0
2020-09-24,-0.2768766490453126,0,0
2020-09-25,3.8067827632406246,0,0
2020-09-26,-1.3080795661640627,0,0
2020-09-27,-0.4497202499999997,0,0
2020-09-28,0.7387191375000002,0,1
2020-09-29,-0.47960727375,0,0
2020-09-30,2.760242283234375,0,0
2020-10-01,-1.0662068632328126,0,0
2020-10-02,-0.4309915949999998,0,0
2020-10-03,-0.2717271170625001,0,0
2020-10-04,-0.19810201543125008,0,0
2020-10-05,-0.10811802374999999,0,0
2020-10-06,-0.08571930426562503,0,0
2020-10-07,0.9295447655171875,0,0
2020-10-08,0.6523698497031248,0,0
2020-10-09,0.5542497603015625,0,0
2020-10-10,-0.4644999999999999,0,0
2020-10-11,-0.2046624999999999,0,0
2020-10-12,-0.12938274999999996,1,0
2020-10-13,-0.09316361249999999,0,0
2020-10-14,-0.07195838625,0,0
2020-10-15,-0.05811485301562505,0,0
2020-10-16,-0.048417403748437574,0,0
2020-10-17,-0.02946012999843757,0,0
2020-10-18,-0.013583413232812524,0,0
2020-10-19,0.0,0,0
2020-10-20,1.0,0,0
2020-10-21,0.7,0,1
2020-10-22,2.595,1,0
2020-10-23,-1.0645,1,0
2020-10-24,-0.4146624999999997,0,0
2020-10-25,-0.2483827499999999,0,0
2020-10-26,-0.17348861249999997,0,0
2020-10-27,0.86860111375,0,0
2020-10-28,-0.40467657801562507,0,0
2020-10-29,-0.1913319512484375,0,0
2020-10-30,-0.12071356352968762,1,0
2020-10-31,-0.08091273969843757,0,0
2020-11-01,-0.029720249999999997,0,0
2020-11-02,-0.023280862499999996,0,0
2020-11-03,-0.018957273750000003,0,1
2020-11-04,-0.015876716765625045,0,0
2020-11-05,0.9864165867671875,0,1
2020-11-06,-0.30000000000000004,0,0
2020-11-07,-0.10499999999999993,0,0
2020-11-08,-0.05949999999999997,0,0
2020-11-09,1.9598375,0,0
2020-11-10,0.3702797499999999,0,0
2020-11-11,0.46671913750000016,0,0
2020-11-12,1.45704272625,0,0
2020-11-13,-0.860701716765625,0,0
2020-11-14,-0.38268641323281233,0,0
2020-11-15,-0.23544447499999993,0,0
2020-11-16,0.82875934,0,0
2020-11-17,-0.43343206978125015,0,0
2020-11-18,0.78643745801875,0,0
2020-11-19,2.5731253225015625,0,0
2020-11-20,3.9095006532359373,0,0
2020-11-21,-1.931387076465625,0,0
2020-11-22,-0.7669433624999996,0,0
2020-11-23,-0.46666502374999985,0,0
2020-11-24,-0.329130829265625,0,0
2020-11-25,-0.2509845244828125,0,0
2020-11-26,-0.18915285051562503,0,0
2020-11-27,-0.15599993227968767,0,0
2020-11-28,-0.1201338235265628,0,0
2020-11-29,-0.06791706616406262,0,0
2020-11-30,0.0,0,0
2020-12-01,3.0,0,0
2020-12-02,0.09999999999999987,0,0
2020-12-03,0.38500000000000023,0,0
2020-12-04,-0.5834999999999999,0,0
2020-12-05,-0.2849874999999999,0,0
2020-12-06,-0.18882324999999994,0,0
2020-12-07,0.8602746625000001,0,0
2020-12-08,0.59012706625,0,0
2020-12-09,1.505131713453125,0,0
2020-12-10,0.15991576978593747,0,0
2020-12-11,-0.6391226299984374,0,0
2020-12-12,-0.3074661632328124,0,0
2020-12-13,-0.19282611249999995,0,0
2020-12-14,-0.14184113625,0,0
2020-12-15,1.888884034484375,0,0
2020-12-16,1.3093444600015625,0,0
2020-12-17,9.125705879485938,0,0
2020-12-18,8.62795645676875,0,0
2020-12-19,-3.8629084132328124,0,0
2020-12-20,-2.2947654999999987,0,0
2020-12-21,-1.3266272249999995,0,0
2020-12-22,7.0768712275,0,0
2020-12-23,-0.0992821060312501,0,0
2020-12-24,-2.2975835974968746,0,0
2020-12-25,-1.227702141621875,0,0
2020-12-26,-0.8451120072656256,0,0
2020-12-27,-0.5371271755593753,0,0
2020-12-28,-0.2889910632328125,0,0
2020-12-29,0.7784992225,1,0
2020-12-30,4.516114444625,0,0
2020-12-31,-1.7612974561593755,0,0
2021-01-01,-0.6252502396984372,0,0
2021-01-02,-0.33766249999999987,0,0
2021-01-03,-0.23053274999999998,0,0
2021-01-04,-0.1718821125,0,5
2021-01-05,1.86463841375,0,0
2021-01-06,-0.7106630855156252,1,0
2021-01-07,-0.3029669970609376,0,4
2021-01-08,9.813082933835938,0,0
2021-01-09,-3.0803250000000006,0,0
2021-01-10,-1.1094404999999994,1,0
2021-01-11,3.358438275,0,0
2021-01-12,-0.6395395475000001,0,0
2021-01-13,-1.04895593353125,0,0
2021-01-14,0.3970245485343752,0,0
2021-01-15,-0.7097227375,1,0
2021-01-16,-0.42281066765625036,0,0
2021-01-17,-0.31817783232812524,0,0
2021-01-18,0.8607275425,0,0
2021-01-19,-0.41218439081250025,0,0
2021-01-20,2.8015087678031247,0,0
2021-01-21,-0.9920406869828127,0,0
2021-01-22,-0.3710392167656248,0,2
2021-01-23,-0.22180366323281242,0,0
2021-01-24,-0.1437683625,0,0
2021-01-25,-0.10811802374999999,3,0
2021-01-26,-0.08571930426562503,0,0
2021-01-27,-0.07045523448281253,0,0
2021-01-28,-0.04763015029687513,3,0
2021-01-29,4.959249760301563,1,0
2021-01-30,-1.5000000000000002,0,0
2021-01-31,-0.5249999999999997,0,0
2021-02-01,0.7025000000000001,0,0
2021-02-02,1.4991875000000001,1,0
2021-02-03,-0.85360125,0,0
2021-02-04,0.6140956875000002,0,0
2021-02-05,1.44605113125,0,0
2021-02-06,-0.8944288338281252,0,0
2021-02-07,-0.4201384286640625,0,0
2021-02-08,0.7753185012500001,0,0
2021-02-09,-0.4638365142656251,1,0
2021-02-10,-0.2330582092640625,0,0
2021-02-11,-0.15218582521562501,0,0
2021-02-12,-0.09395376426562504,0,0
2021-02-13,-0.07505709676406261,0,0
2021-02-14,-0.05044768896562504,0,0
2021-02-15,-0.018957273750000003,0,0
2021-02-16,-0.015876716765625045,0,0
2021-02-17,-0.013583413232812524,0,0
2021-02-18,3.0,0,0
2021-02-19,2.0999999999999996,0,0
2021-02-20,-1.2149999999999999,2,0
2021-02-21,-0.4934999999999997,0,0
2021-02-22,0.7010125,0,0
2021-02-23,-0.50964825,0,0
2021-02-24,2.7359966625000003,0,0
2021-02-25,-1.08621440875,0,0
2021-02-26,-0.45966447154687495,0,0
2021-02-27,-0.2966006399953126,0,0
2021-02-28,-0.18451860219843758,0,0
2021-03-01,-0.10811802374999999,0,0
2021-03-02,0.914280695734375,0,0
2021-03-03,-0.3704552344828126,0,0
2021-03-04,-0.15263015029687504,0,0
2021-03-05,3.8997497603015625,0,0
2021-03-06,-1.2401625000000003,0,0
2021-03-07,-0.4497202499999997,0,0
2021-03-08,1.7387191375000002,0,0
2021-03-09,-0.77960727375,0,0
2021-03-10,0.6552422832343752,0,0
2021-03-11,1.4742931367671877,0,0
2021-03-12,-0.8611540950000001,0,0
2021-03-13,-0.3924473670625,0,0
2021-03-14,-0.26005787793125,0,0
2021-03-15,-0.1479597975,0,0
2021-03-16,-0.11447479603125008,0,0
2021-03-17,2.907314174784375,0,0
2021-03-18,0.046208735734374784,0,0
2021-03-19,1.3396631532359375,5,0
2021-03-20,-0.910666826465625,0,0
2021-03-21,-0.3899874999999998,0,0
2021-03-22,-0.2483232499999999,0,0
2021-03-23,-0.17988783749999998,0,0
2021-03-24,-0.13959318375000002,0,0
2021-03-25,-0.11314914904687512,0,0
2021-03-26,1.9054584960359373,0,0
2021-03-27,-0.6453368467640627,0,0
2021-03-28,-0.2371668264656249,0,0
2021-03-29,-0.11899999999999994,0,0
2021-03-30,-0.080325,1,0
2021-03-31,-0.05944049999999999,2,0
2021-04-01,-0.04656172499999999,0,0
2021-04-02,-0.037914547500000007,0,0
2021-04-03,-0.03175343353125009,0,0
2021-04-04,-0.027166826465625047,0,0
2021-04-05,0.0,0,0
2021-04-06,0.0,0,0
2021-04-07,0.0,0,0
2021-04-08,0.0,0,0
2021-04-09,0.0,0,0
2021-04-10,0.0,0,0
2021-04-11,0.0,0,0
2021-04-12,0.0,0,0
2021-04-13,0.0,0,0
2021-04-14,0.0,1,0
2021-04-15,1.0,0,0
2021-04-16,-0.30000000000000004,1,0
2021-04-17,-0.10499999999999993,0,0
2021-04-18,-0.05949999999999997,0,0
2021-04-19,-0.0401625,0,0
2021-04-20,-0.029720249999999997,0,0
2021-04-21,-0.023280862499999996,0,0
2021-04-22,1.98104272625,0,0
2021-04-23,0.38412328323437483,0,0
2021-04-24,-0.5235834132328124,0,0
2021-04-25,-0.22399999999999987,0,0
2021-04-26,-0.13982499999999998,0,0
2021-04-27,0.900397,0,0
2021-04-28,-0.37628197500000005,1,0
2021-04-29,-0.16619540999999993,0,0
2021-04-30,-0.11021070728125007,1,0
2021-05-01,-0.08320604323125008,0,0
2021-05-02,-0.04330366323281252,0,0
2021-05-03,-0.023280862499999996,2,0
2021-05-04,-0.018957273750000003,3,0
2021-05-05,2.984123283234375,0,0
2021-05-06,0.08641658676718733,1,0
2021-05-07,-0.6149999999999998,0,0
2021-05-08,-0.28349999999999986,0,0
2021-05-09,-0.17998749999999997,0,0
2021-05-10,-0.12932324999999997,0,0
2021-05-11,-0.09956283749999997,0,0
2021-05-12,-0.08015268375000001,0,0
2021-05-13,-0.06658742404687513,0,0
2021-05-14,-0.056626956464062614,1,0
2021-05-15,-0.013583413232812524,0,0
2021-05-16,0.0,0,0
2021-05-17,0.0,2,0
2021-05-18,0.0,0,0
2021-05-19,0.0,0,0
2021-05-20,0.0,1,0
2021-05-21,1.0,0,0
2021-05-22,-0.30000000000000004,0,0
2021-05-23,-0.10499999999999993,0,0
2021-05-24,-0.05949999999999997,0,0
2021-05-25,0.9598375,0,0
2021-05-26,-0.32972025000000005,0,0
2021-05-27,-0.12828086249999993,0,0
2021-05-28,-0.07845727374999997,3,0
2021-05-29,-0.05603921676562504,0,0
2021-05-30,-0.04330366323281252,0,0
2021-05-31,-0.023280862499999996,0,0
2021-06-01,0.98104272625,0,0
2021-06-02,-0.31587671676562507,2,0
2021-06-03,1.8814165867671875,0,0
2021-06-04,-0.6595000000000001,6,0
2021-06-05,-0.25016249999999984,0,0
2021-06-06,-0.14872024999999994,0,0
2021-06-07,-0.10360586249999999,0,0
2021-06-08,-0.07839777375,5,0
2021-06-09,5.937561558234375,0,0
2021-06-10,-1.8514979607328128,0,0
2021-06-11,1.3382465664687504,0,0
2021-06-12,-0.9841668264656249,0,0
2021-06-13,-0.45097499999999985,0,0
2021-06-14,0.7026785000000001,0,0
2021-06-15,1.479989825,1,0
2021-06-16,2.1218158574999997,5,0
2021-06-17,-1.3113220255937503,2,0
2021-06-18,-0.5935775268968748,0,0
2021-06-19,-0.32029868353125,0,0
2021-06-20,-0.23037568896562505,0,0
2021-06-21,-0.15467974874999998,0,0
2021-06-22,-0.12363385176562504,0,0
2021-06-23,0.8977913319859374,0,0
