,netdata/netdata,cacti/cacti,grafana/grafana
2017-11-06,4,0,3
2017-11-07,25,0,1
2017-11-08,4,1,4
2017-11-09,2,0,4
2017-11-10,3,0,1
2017-11-11,3,5,2
2017-11-12,10,4,0
2017-11-13,13,10,14
2017-11-14,20,1,10
2017-11-15,7,0,41
2017-11-16,8,4,22
2017-11-17,4,3,23
2017-11-18,15,15,0
2017-11-19,14,8,0
2017-11-20,2,1,18
2017-11-21,0,1,24
2017-11-22,8,6,14
2017-11-23,5,4,20
2017-11-24,3,0,8
2017-11-25,10,2,0
2017-11-26,1,1,1
2017-11-27,8,0,18
2017-11-28,5,0,11
2017-11-29,6,0,15
2017-11-30,9,0,15
2017-12-01,5,2,25
2017-12-02,2,9,7
2017-12-03,2,10,5
2017-12-04,0,0,13
2017-12-05,4,0,22
2017-12-06,0,0,20
2017-12-07,0,0,52
2017-12-08,9,0,39
2017-12-09,9,0,8
2017-12-10,1,0,9
2017-12-11,3,0,35
2017-12-12,15,0,39
2017-12-13,1,0,69
2017-12-14,4,0,36
2017-12-15,0,0,32
2017-12-16,5,0,1
2017-12-17,10,0,0
2017-12-18,9,0,11
2017-12-19,1,0,38
2017-12-20,9,0,18
2017-12-21,2,2,7
2017-12-22,0,9,9
2017-12-23,5,20,2
2017-12-24,6,10,0
2017-12-25,6,2,2
2017-12-26,19,1,7
2017-12-27,8,4,10
2017-12-28,6,2,16
2017-12-29,0,6,3
2017-12-30,0,3,0
2017-12-31,0,8,6
2018-01-01,0,0,3
2018-01-02,5,0,3
2018-01-03,27,7,9
2018-01-04,12,0,6
2018-01-05,7,1,5
2018-01-06,8,12,0
2018-01-07,9,4,0
2018-01-08,6,0,6
2018-01-09,3,0,41
2018-01-10,13,0,18
2018-01-11,12,2,10
2018-01-12,5,8,4
2018-01-13,12,13,0
2018-01-14,17,25,2
2018-01-15,9,48,11
2018-01-16,0,17,31
2018-01-17,0,5,7
2018-01-18,9,1,20
2018-01-19,10,16,10
2018-01-20,23,18,3
2018-01-21,2,8,2
2018-01-22,6,3,13
2018-01-23,4,4,13
2018-01-24,3,3,18
2018-01-25,35,2,35
2018-01-26,4,0,19
2018-01-27,35,13,3
2018-01-28,4,16,1
2018-01-29,8,0,22
2018-01-30,9,1,45
2018-01-31,0,0,58
2018-02-01,5,0,41
2018-02-02,9,0,11
2018-02-03,2,13,6
2018-02-04,6,19,3
2018-02-05,0,8,41
2018-02-06,3,3,13
2018-02-07,0,17,8
2018-02-08,1,9,14
2018-02-09,0,18,17
2018-02-10,5,20,1
2018-02-11,6,20,0
2018-02-12,4,5,16
2018-02-13,2,6,6
2018-02-14,3,9,30
2018-02-15,0,10,21
2018-02-16,2,1,23
2018-02-17,9,8,2
2018-02-18,7,7,2
2018-02-19,10,13,13
2018-02-20,41,12,19
2018-02-21,5,0,29
2018-02-22,3,9,26
2018-02-23,11,7,6
2018-02-24,14,9,1
2018-02-25,24,14,1
2018-02-26,17,5,9
2018-02-27,3,6,13
2018-02-28,16,0,12
2018-03-01,7,0,8
2018-03-02,0,1,2
2018-03-03,0,10,4
2018-03-04,0,7,6
2018-03-05,14,0,6
2018-03-06,0,3,26
2018-03-07,6,3,39
2018-03-08,9,7,14
2018-03-09,1,3,9
2018-03-10,1,0,2
2018-03-11,21,1,1
2018-03-12,9,1,20
2018-03-13,14,3,37
2018-03-14,1,2,26
2018-03-15,0,1,22
2018-03-16,0,0,18
2018-03-17,0,6,1
2018-03-18,7,10,1
2018-03-19,6,5,29
2018-03-20,2,0,38
2018-03-21,1,9,11
2018-03-22,0,5,32
2018-03-23,0,1,38
2018-03-24,10,6,6
2018-03-25,1,2,2
2018-03-26,13,5,14
2018-03-27,7,0,21
2018-03-28,2,0,24
2018-03-29,5,2,6
2018-03-30,0,6,6
2018-03-31,1,0,0
2018-04-01,0,0,0
2018-04-02,2,0,5
2018-04-03,6,3,20
2018-04-04,0,3,19
2018-04-05,3,1,21
2018-04-06,0,7,11
2018-04-07,0,11,1
2018-04-08,0,15,6
2018-04-09,1,3,22
2018-04-10,3,0,24
2018-04-11,0,0,14
2018-04-12,0,1,19
2018-04-13,0,5,29
2018-04-14,2,4,5
2018-04-15,0,4,5
2018-04-16,7,0,56
2018-04-17,4,0,56
2018-04-18,6,0,22
2018-04-19,2,3,21
2018-04-20,2,0,19
2018-04-21,0,5,1
2018-04-22,2,10,5
2018-04-23,2,2,19
2018-04-24,1,8,16
2018-04-25,1,0,10
2018-04-26,6,1,11
2018-04-27,3,0,24
2018-04-28,0,6,2
2018-04-29,1,4,0
2018-04-30,4,3,12
2018-05-01,9,0,3
2018-05-02,14,0,19
2018-05-03,13,0,10
2018-05-04,0,0,4
2018-05-05,0,0,2
2018-05-06,0,8,1
2018-05-07,6,2,23
2018-05-08,6,6,38
2018-05-09,2,3,3
2018-05-10,12,19,2
2018-05-11,0,14,4
2018-05-12,0,5,1
2018-05-13,0,5,0
2018-05-14,1,1,8
2018-05-15,0,1,5
2018-05-16,0,0,10
2018-05-17,0,0,4
2018-05-18,2,0,11
2018-05-19,1,0,3
2018-05-20,0,0,2
2018-05-21,3,0,21
2018-05-22,2,0,2
2018-05-23,4,0,15
2018-05-24,0,0,11
2018-05-25,6,0,10
2018-05-26,8,0,3
2018-05-27,2,0,4
2018-05-28,5,0,23
2018-05-29,15,0,24
2018-05-30,1,2,18
2018-05-31,12,0,15
2018-06-01,43,0,8
2018-06-02,0,13,1
2018-06-03,0,5,0
2018-06-04,15,1,48
2018-06-05,8,0,19
2018-06-06,5,3,10
2018-06-07,3,0,15
2018-06-08,1,0,5
2018-06-09,0,6,2
2018-06-10,15,5,0
2018-06-11,20,0,1
2018-06-12,0,1,8
2018-06-13,2,0,11
2018-06-14,2,0,40
2018-06-15,2,0,38
2018-06-16,6,0,4
2018-06-17,2,4,0
2018-06-18,5,0,20
2018-06-19,3,0,18
2018-06-20,11,0,17
2018-06-21,13,0,12
2018-06-22,15,0,2
2018-06-23,3,0,1
2018-06-24,7,0,0
2018-06-25,11,0,22
2018-06-26,12,0,24
2018-06-27,5,0,6
2018-06-28,13,0,14
2018-06-29,1,0,23
2018-06-30,2,0,4
2018-07-01,8,0,6
2018-07-02,2,0,12
2018-07-03,9,0,8
2018-07-04,4,3,30
2018-07-05,3,0,8
2018-07-06,12,0,17
2018-07-07,8,0,9
2018-07-08,10,0,8
2018-07-09,3,0,23
2018-07-10,11,0,12
2018-07-11,4,3,23
2018-07-12,4,0,9
2018-07-13,1,0,10
2018-07-14,0,9,5
2018-07-15,0,5,13
2018-07-16,2,0,12
2018-07-17,4,0,11
2018-07-18,15,0,12
2018-07-19,0,1,0
2018-07-20,0,0,5
2018-07-21,0,9,2
2018-07-22,1,2,5
2018-07-23,1,5,24
2018-07-24,3,1,31
2018-07-25,7,3,16
2018-07-26,0,4,12
2018-07-27,4,9,36
2018-07-28,2,8,3
2018-07-29,0,18,4
2018-07-30,0,0,18
2018-07-31,0,5,10
2018-08-01,1,1,15
2018-08-02,8,3,39
2018-08-03,5,3,12
2018-08-04,0,0,0
2018-08-05,3,3,13
2018-08-06,1,7,21
2018-08-07,0,11,19
2018-08-08,0,6,20
2018-08-09,0,6,17
2018-08-10,0,1,13
2018-08-11,0,10,0
2018-08-12,2,1,4
2018-08-13,3,1,36
2018-08-14,4,3,49
2018-08-15,0,4,8
2018-08-16,0,7,8
2018-08-17,1,7,18
2018-08-18,0,23,8
2018-08-19,0,10,0
2018-08-20,0,7,11
2018-08-21,0,5,15
2018-08-22,1,2,4
2018-08-23,0,2,10
2018-08-24,0,4,8
2018-08-25,8,2,7
2018-08-26,0,9,5
2018-08-27,0,0,8
2018-08-28,0,1,9
2018-08-29,2,0,18
2018-08-30,0,3,33
2018-08-31,0,2,22
2018-09-01,0,2,1
2018-09-02,0,18,5
2018-09-03,0,6,20
2018-09-04,0,4,27
2018-09-05,3,0,29
2018-09-06,0,1,23
2018-09-07,0,4,15
2018-09-08,21,8,1
2018-09-09,6,2,0
2018-09-10,14,2,34
2018-09-11,9,0,25
2018-09-12,16,0,11
2018-09-13,5,2,26
2018-09-14,5,0,89
2018-09-15,0,3,5
2018-09-16,3,1,2
2018-09-17,14,3,31
2018-09-18,2,4,14
2018-09-19,2,3,14
2018-09-20,8,3,16
2018-09-21,5,6,22
2018-09-22,12,4,3
2018-09-23,7,22,4
2018-09-24,8,28,17
2018-09-25,2,9,27
2018-09-26,7,1,34
2018-09-27,8,3,60
2018-09-28,5,5,47
2018-09-29,4,2,1
2018-09-30,4,13,3
2018-10-01,5,6,25
2018-10-02,3,0,36
2018-10-03,2,0,43
2018-10-04,4,0,24
2018-10-05,1,0,16
2018-10-06,1,12,7
2018-10-07,0,14,1
2018-10-08,0,3,29
2018-10-09,0,15,20
2018-10-10,0,31,71
2018-10-11,4,14,51
2018-10-12,3,8,20
2018-10-13,2,9,11
2018-10-14,0,12,14
2018-10-15,2,2,24
2018-10-16,9,4,30
2018-10-17,8,1,38
2018-10-18,3,4,28
2018-10-19,2,3,26
2018-10-20,0,12,1
2018-10-21,0,11,1
2018-10-22,11,0,62
2018-10-23,5,5,31
2018-10-24,6,0,33
2018-10-25,9,0,27
2018-10-26,1,2,15
2018-10-27,4,1,9
2018-10-28,0,1,17
2018-10-29,3,3,27
2018-10-30,4,0,26
2018-10-31,5,0,41
2018-11-01,4,3,23
2018-11-02,8,0,9
2018-11-03,0,0,3
2018-11-04,3,0,3
2018-11-05,2,1,51
2018-11-06,2,6,54
2018-11-07,6,0,25
2018-11-08,6,0,17
2018-11-09,3,7,84
2018-11-10,5,8,4
2018-11-11,4,0,4
2018-11-12,12,3,22
2018-11-13,16,4,40
2018-11-14,4,1,37
2018-11-15,6,0,48
2018-11-16,4,1,33
2018-11-17,0,13,3
2018-11-18,3,31,2
2018-11-19,2,2,97
2018-11-20,1,0,42
2018-11-21,8,5,28
2018-11-22,10,1,20
2018-11-23,5,1,38
2018-11-24,2,0,1
2018-11-25,6,0,0
2018-11-26,9,2,15
2018-11-27,5,1,15
2018-11-28,10,0,15
2018-11-29,5,1,32
2018-11-30,13,1,53
2018-12-01,1,2,0
2018-12-02,6,0,0
2018-12-03,10,1,32
2018-12-04,8,0,51
2018-12-05,6,3,37
2018-12-06,8,0,33
2018-12-07,8,0,39
2018-12-08,2,2,7
2018-12-09,4,1,14
2018-12-10,2,0,34
2018-12-11,4,1,34
2018-12-12,9,0,32
2018-12-13,5,0,23
2018-12-14,3,0,36
2018-12-15,2,4,7
2018-12-16,1,10,7
2018-12-17,10,1,34
2018-12-18,8,4,53
2018-12-19,6,3,42
2018-12-20,5,2,10
2018-12-21,1,3,17
2018-12-22,0,0,7
2018-12-23,1,10,12
2018-12-24,1,5,4
2018-12-25,0,1,7
2018-12-26,1,0,2
2018-12-27,1,8,5
2018-12-28,9,1,2
2018-12-29,0,6,0
2018-12-30,4,7,1
2018-12-31,6,8,19
2019-01-01,1,1,4
2019-01-02,4,4,52
2019-01-03,9,7,18
2019-01-04,4,9,14
2019-01-05,2,3,5
2019-01-06,2,0,3
2019-01-07,2,11,59
2019-01-08,5,4,32
2019-01-09,4,0,55
2019-01-10,8,8,24
2019-01-11,2,9,29
2019-01-12,1,32,5
2019-01-13,1,5,8
2019-01-14,6,1,32
2019-01-15,5,8,38
2019-01-16,5,3,67
2019-01-17,8,2,46
2019-01-18,5,1,37
2019-01-19,3,22,5
2019-01-20,4,14,0
2019-01-21,3,1,33
2019-01-22,6,0,74
2019-01-23,5,2,48
2019-01-24,8,0,28
2019-01-25,0,5,25
2019-01-26,0,16,11
2019-01-27,3,8,3
2019-01-28,4,2,109
2019-01-29,8,0,65
2019-01-30,4,3,40
2019-01-31,4,5,36
2019-02-01,3,0,45
2019-02-02,3,8,8
2019-02-03,0,3,10
2019-02-04,6,1,56
2019-02-05,8,6,66
2019-02-06,7,3,42
2019-02-07,3,4,35
2019-02-08,5,5,19
2019-02-09,0,6,6
2019-02-10,0,4,7
2019-02-11,6,4,101
2019-02-12,3,2,56
2019-02-13,7,0,41
2019-02-14,3,2,29
2019-02-15,2,4,18
2019-02-16,1,0,16
2019-02-17,0,1,4
2019-02-18,7,2,38
2019-02-19,5,9,36
2019-02-20,11,4,17
2019-02-21,13,11,50
2019-02-22,6,1,12
2019-02-23,0,18,9
2019-02-24,3,6,5
2019-02-25,8,0,18
2019-02-26,3,7,7
2019-02-27,0,1,9
2019-02-28,8,13,3
2019-03-01,2,6,5
2019-03-02,0,4,10
2019-03-03,0,3,1
2019-03-04,7,3,25
2019-03-05,3,0,58
2019-03-06,4,0,73
2019-03-07,3,2,35
2019-03-08,3,3,48
2019-03-09,2,4,16
2019-03-10,4,14,15
2019-03-11,4,3,60
2019-03-12,5,1,51
2019-03-13,7,7,66
2019-03-14,5,0,59
2019-03-15,2,7,31
2019-03-16,1,8,1
2019-03-17,0,2,4
2019-03-18,4,3,23
2019-03-19,6,1,104
2019-03-20,0,0,49
2019-03-21,4,3,25
2019-03-22,3,2,38
2019-03-23,6,4,7
2019-03-24,3,6,11
2019-03-25,4,1,28
2019-03-26,3,6,10
2019-03-27,4,6,18
2019-03-28,2,3,13
2019-03-29,8,2,12
2019-03-30,10,2,2
2019-03-31,3,4,1
2019-04-01,8,0,3
2019-04-02,8,0,6
2019-04-03,9,0,12
2019-04-04,4,1,6
2019-04-05,6,0,7
2019-04-06,0,0,0
2019-04-07,0,0,6
2019-04-08,0,0,11
2019-04-09,3,0,12
2019-04-10,0,9,9
2019-04-11,6,1,9
2019-04-12,2,0,16
2019-04-13,2,0,0
2019-04-14,0,0,0
2019-04-15,2,0,17
2019-04-16,0,0,11
2019-04-17,7,5,10
2019-04-18,15,2,6
2019-04-19,0,0,6
2019-04-20,5,0,2
2019-04-21,0,0,1
2019-04-22,0,0,3
2019-04-23,2,7,8
2019-04-24,0,2,9
2019-04-25,2,2,10
2019-04-26,1,8,10
2019-04-27,3,5,1
2019-04-28,2,6,3
2019-04-29,2,7,9
2019-04-30,3,0,11
2019-05-01,1,0,7
2019-05-02,3,0,5
2019-05-03,3,0,14
2019-05-04,0,0,1
2019-05-05,1,4,0
2019-05-06,3,0,12
2019-05-07,2,0,15
2019-05-08,1,5,12
2019-05-09,1,1,13
2019-05-10,2,0,15
2019-05-11,2,28,1
2019-05-12,2,3,3
2019-05-13,7,1,11
2019-05-14,3,0,17
2019-05-15,7,0,9
2019-05-16,5,0,8
2019-05-17,6,0,5
2019-05-18,2,27,1
2019-05-19,7,1,0
2019-05-20,3,1,11
2019-05-21,4,0,15
2019-05-22,9,4,14
2019-05-23,10,1,9
2019-05-24,4,4,4
2019-05-25,0,1,2
2019-05-26,0,25,0
2019-05-27,9,1,15
2019-05-28,7,2,9
2019-05-29,2,2,7
2019-05-30,2,3,2
2019-05-31,7,0,2
2019-06-01,0,0,0
2019-06-02,0,1,0
2019-06-03,11,0,12
2019-06-04,10,0,8
2019-06-05,3,0,8
2019-06-06,4,0,6
2019-06-07,9,7,3
2019-06-08,0,1,0
2019-06-09,4,4,0
2019-06-10,2,4,8
2019-06-11,1,3,6
2019-06-12,1,0,10
2019-06-13,7,0,19
2019-06-14,3,0,4
2019-06-15,1,0,3
2019-06-16,0,0,0
2019-06-17,3,0,7
2019-06-18,3,0,16
2019-06-19,2,0,6
2019-06-20,5,0,4
2019-06-21,3,0,1
2019-06-22,0,32,2
2019-06-23,0,53,1
2019-06-24,5,4,10
2019-06-25,3,12,17
2019-06-26,1,0,12
2019-06-27,4,4,6
2019-06-28,3,3,8
2019-06-29,1,8,0
2019-06-30,2,11,0
2019-07-01,3,6,9
2019-07-02,2,3,8
2019-07-03,3,0,14
2019-07-04,4,0,7
2019-07-05,5,3,17
2019-07-06,2,7,4
2019-07-07,2,2,0
2019-07-08,8,2,7
2019-07-09,9,2,9
2019-07-10,20,1,12
2019-07-11,4,9,12
2019-07-12,4,5,6
2019-07-13,0,5,0
2019-07-14,0,1,1
2019-07-15,8,1,5
2019-07-16,6,1,9
2019-07-17,7,1,6
2019-07-18,3,0,8
2019-07-19,3,5,6
2019-07-20,0,1,3
2019-07-21,3,0,0
2019-07-22,5,0,4
2019-07-23,4,0,7
2019-07-24,2,5,13
2019-07-25,8,3,4
2019-07-26,4,0,5
2019-07-27,3,1,0
2019-07-28,2,0,2
2019-07-29,5,0,1
2019-07-30,1,0,4
2019-07-31,3,0,4
2019-08-01,1,5,4
2019-08-02,3,0,16
2019-08-03,0,0,8
2019-08-04,0,2,0
2019-08-05,0,0,6
2019-08-06,5,0,15
2019-08-07,2,0,11
2019-08-08,2,0,6
2019-08-09,10,0,7
2019-08-10,0,0,0
2019-08-11,0,11,0
2019-08-12,9,2,7
2019-08-13,4,0,7
2019-08-14,3,0,8
2019-08-15,9,0,6
2019-08-16,18,5,10
2019-08-17,0,0,0
2019-08-18,0,0,3
2019-08-19,2,1,5
2019-08-20,7,0,5
2019-08-21,5,2,6
2019-08-22,4,3,6
2019-08-23,3,0,5
2019-08-24,3,0,0
2019-08-25,4,1,2
2019-08-26,1,0,8
2019-08-27,5,0,3
2019-08-28,16,0,7
2019-08-29,12,4,7
2019-08-30,5,2,9
2019-08-31,5,1,0
2019-09-01,8,4,1
2019-09-02,11,1,9
2019-09-03,17,0,18
2019-09-04,7,0,11
2019-09-05,6,2,7
2019-09-06,4,2,3
2019-09-07,3,0,0
2019-09-08,3,7,1
2019-09-09,4,15,12
2019-09-10,3,0,8
2019-09-11,7,5,7
2019-09-12,14,2,17
2019-09-13,10,0,14
2019-09-14,4,0,0
2019-09-15,5,7,4
2019-09-16,10,2,13
2019-09-17,19,0,24
2019-09-18,11,2,8
2019-09-19,6,3,10
2019-09-20,13,0,15
2019-09-21,0,3,0
2019-09-22,12,11,1
2019-09-23,4,2,19
2019-09-24,17,1,18
2019-09-25,4,6,21
2019-09-26,0,10,7
2019-09-27,7,4,8
2019-09-28,6,9,1
2019-09-29,9,9,0
2019-09-30,5,0,15
2019-10-01,6,2,11
2019-10-02,7,2,14
2019-10-03,13,0,9
2019-10-04,6,1,4
2019-10-05,6,1,0
2019-10-06,8,0,0
2019-10-07,8,1,16
2019-10-08,7,0,25
2019-10-09,7,0,10
2019-10-10,11,0,6
2019-10-11,6,1,14
2019-10-12,5,6,3
2019-10-13,0,8,0
2019-10-14,9,0,8
2019-10-15,9,0,12
2019-10-16,10,1,13
2019-10-17,13,1,5
2019-10-18,10,0,5
2019-10-19,5,1,1
2019-10-20,1,0,0
2019-10-21,4,2,4
2019-10-22,4,0,21
2019-10-23,1,0,4
2019-10-24,3,0,4
2019-10-25,3,0,4
2019-10-26,0,0,1
2019-10-27,0,0,0
2019-10-28,3,0,2
2019-10-29,2,0,7
2019-10-30,7,0,4
2019-10-31,3,0,18
2019-11-01,7,0,17
2019-11-02,5,0,2
2019-11-03,5,0,0
2019-11-04,7,0,6
2019-11-05,8,0,7
2019-11-06,9,0,21
2019-11-07,7,0,20
2019-11-08,6,0,15
2019-11-09,5,24,0
2019-11-10,6,14,0
2019-11-11,7,0,12
2019-11-12,5,0,6
2019-11-13,2,0,11
2019-11-14,2,0,9
2019-11-15,1,0,8
2019-11-16,5,0,0
2019-11-17,1,2,1
2019-11-18,8,0,11
2019-11-19,5,0,11
2019-11-20,9,0,11
2019-11-21,9,0,23
2019-11-22,5,0,11
2019-11-23,4,0,2
2019-11-24,5,0,2
2019-11-25,7,0,14
2019-11-26,5,1,10
2019-11-27,11,4,15
2019-11-28,4,7,3
2019-11-29,1,11,4
2019-11-30,5,8,1
2019-12-01,5,6,2
2019-12-02,10,3,19
2019-12-03,7,0,11
2019-12-04,11,0,17
2019-12-05,6,0,14
2019-12-06,8,2,12
2019-12-07,7,2,0
2019-12-08,6,0,1
2019-12-09,9,0,14
2019-12-10,6,0,16
2019-12-11,5,1,12
2019-12-12,8,0,11
2019-12-13,10,0,15
2019-12-14,5,0,2
2019-12-15,6,0,0
2019-12-16,5,0,5
2019-12-17,15,2,5
2019-12-18,5,0,17
2019-12-19,8,3,8
2019-12-20,6,3,9
2019-12-21,6,0,1
2019-12-22,5,0,0
2019-12-23,6,0,13
2019-12-24,7,5,3
2019-12-25,5,0,1
2019-12-26,5,0,1
2019-12-27,6,1,2
2019-12-28,5,0,0
2019-12-29,6,0,1
2019-12-30,5,0,9
2019-12-31,6,1,4
2020-01-01,5,0,0
2020-01-02,8,1,6
2020-01-03,7,0,8
2020-01-04,3,7,1
2020-01-05,1,1,0
2020-01-06,3,0,7
2020-01-07,5,0,11
2020-01-08,10,2,6
2020-01-09,12,1,6
2020-01-10,6,0,16
2020-01-11,5,2,0
2020-01-12,5,6,1
2020-01-13,7,0,12
2020-01-14,11,0,9
2020-01-15,9,3,15
2020-01-16,13,4,14
2020-01-17,9,4,26
2020-01-18,2,3,1
2020-01-19,1,4,2
2020-01-20,3,3,14
2020-01-21,2,0,12
2020-01-22,7,1,10
2020-01-23,4,7,8
2020-01-24,8,1,13
2020-01-25,2,0,2
2020-01-26,1,0,1
2020-01-27,6,1,14
2020-01-28,6,0,17
2020-01-29,5,1,12
2020-01-30,6,0,23
2020-01-31,10,0,2
2020-02-01,1,4,0
2020-02-02,0,6,0
2020-02-03,12,0,7
2020-02-04,11,4,9
2020-02-05,8,0,7
2020-02-06,11,2,12
2020-02-07,9,0,3
2020-02-08,9,2,11
2020-02-09,4,0,16
2020-02-10,8,4,13
2020-02-11,10,0,22
2020-02-12,12,0,12
2020-02-13,10,0,19
2020-02-14,6,0,15
2020-02-15,5,0,2
2020-02-16,0,0,3
2020-02-17,7,0,11
2020-02-18,2,0,13
2020-02-19,6,0,18
2020-02-20,4,0,15
2020-02-21,8,4,3
2020-02-22,9,11,5
2020-02-23,5,11,0
2020-02-24,14,4,4
2020-02-25,7,0,10
2020-02-26,8,1,8
2020-02-27,8,2,5
2020-02-28,3,0,15
2020-02-29,0,0,1
2020-03-01,2,3,0
2020-03-02,6,0,7
2020-03-03,2,0,12
2020-03-04,6,2,12
2020-03-05,10,0,10
2020-03-06,16,2,10
2020-03-07,1,4,0
2020-03-08,0,13,0
2020-03-09,15,0,6
2020-03-10,10,3,23
2020-03-11,6,0,26
2020-03-12,14,6,10
2020-03-13,5,3,13
2020-03-14,7,12,1
2020-03-15,6,9,2
2020-03-16,7,1,19
2020-03-17,6,8,24
2020-03-18,6,1,19
2020-03-19,9,3,14
2020-03-20,5,1,14
2020-03-21,5,12,0
2020-03-22,6,16,0
2020-03-23,8,3,15
2020-03-24,6,6,26
2020-03-25,13,9,28
2020-03-26,11,1,21
2020-03-27,5,4,13
2020-03-28,4,5,5
2020-03-29,4,6,1
2020-03-30,16,2,17
2020-03-31,12,1,9
2020-04-01,8,1,22
2020-04-02,5,1,25
2020-04-03,18,2,17
2020-04-04,9,8,8
2020-04-05,0,9,4
2020-04-06,12,6,14
2020-04-07,2,2,24
2020-04-08,3,1,20
2020-04-09,4,3,26
2020-04-10,1,7,16
2020-04-11,0,1,6
2020-04-12,0,0,3
2020-04-13,8,0,6
2020-04-14,6,0,24
2020-04-15,9,1,22
2020-04-16,8,6,13
2020-04-17,8,2,13
2020-04-18,4,2,5
2020-04-19,4,5,5
2020-04-20,14,2,23
2020-04-21,6,0,23
2020-04-22,10,0,23
2020-04-23,4,3,25
2020-04-24,5,4,29
2020-04-25,4,6,13
2020-04-26,6,6,10
2020-04-27,6,0,47
2020-04-28,5,0,17
2020-04-29,5,3,21
2020-04-30,7,0,27
2020-05-01,4,0,14
2020-05-02,4,0,5
2020-05-03,4,5,3
2020-05-04,5,1,34
2020-05-05,4,4,35
2020-05-06,7,0,31
2020-05-07,7,0,24
2020-05-08,5,0,15
2020-05-09,4,0,5
2020-05-10,4,0,6
2020-05-11,14,2,36
2020-05-12,14,4,24
2020-05-13,13,0,34
2020-05-14,16,5,44
2020-05-15,10,0,14
2020-05-16,5,0,0
2020-05-17,4,0,1
2020-05-18,7,1,21
2020-05-19,15,2,15
2020-05-20,9,1,26
2020-05-21,13,5,11
2020-05-22,8,2,6
2020-05-23,5,1,1
2020-05-24,4,4,1
2020-05-25,10,0,21
2020-05-26,20,0,13
2020-05-27,8,0,9
2020-05-28,12,0,8
2020-05-29,7,3,8
2020-05-30,5,2,0
2020-05-31,4,3,2
2020-06-01,5,0,10
2020-06-02,6,0,9
2020-06-03,8,0,14
2020-06-04,8,2,10
2020-06-05,8,0,13
2020-06-06,4,0,0
2020-06-07,4,3,0
2020-06-08,11,1,15
2020-06-09,7,1,14
2020-06-10,8,0,9
2020-06-11,8,0,13
2020-06-12,12,0,1
2020-06-13,4,9,1
2020-06-14,4,2,0
2020-06-15,7,1,11
2020-06-16,11,3,18
2020-06-17,4,0,16
2020-06-18,5,3,9
2020-06-19,6,1,0
2020-06-20,5,2,0
2020-06-21,4,1,0
2020-06-22,7,1,16
2020-06-23,7,0,12
