,rust-lang/rust,nim-lang/Nim,golang/go
2025-06-23,108,0,4
2025-06-24,99,0,9
2025-06-25,97,2,5
2025-06-26,93,0,1
2025-06-27,104,3,7
2025-06-28,87,0,1
2025-06-29,83,0,1
2025-06-30,116,0,11
2025-07-01,127,1,6
2025-07-02,87,0,2
2025-07-03,124,0,1
2025-07-04,132,0,1
2025-07-05,83,0,0
2025-07-06,99,0,0
2025-07-07,122,0,6
2025-07-08,114,2,4
2025-07-09,94,0,2
2025-07-10,128,1,2
2025-07-11,105,0,8
2025-07-12,62,0,0
2025-07-13,80,1,0
2025-07-14,87,4,2
2025-07-15,107,0,8
