,apache/superset,getredash/redash,metabase/metabase
2020-03-05,6,0,1
2020-03-06,4,1,4
2020-03-07,3,0,2
2020-03-08,3,1,0
2020-03-09,3,0,12
2020-03-10,5,2,8
2020-03-11,5,1,6
2020-03-12,2,0,6
2020-03-13,6,0,4
2020-03-14,1,0,1
2020-03-15,0,1,0
2020-03-16,3,1,5
2020-03-17,4,3,2
2020-03-18,5,1,8
2020-03-19,3,0,1
2020-03-20,3,0,2
2020-03-21,0,0,0
2020-03-22,1,0,0
2020-03-23,2,0,3
2020-03-24,11,4,2
2020-03-25,3,0,2
2020-03-26,13,0,1
2020-03-27,6,0,5
2020-03-28,1,0,1
2020-03-29,2,0,0
2020-03-30,4,1,1
2020-03-31,0,1,4
2020-04-01,2,0,2
2020-04-02,5,1,2
2020-04-03,2,3,0
2020-04-04,3,0,0
2020-04-05,0,1,0
2020-04-06,4,2,0
2020-04-07,7,0,0
2020-04-08,2,1,6
2020-04-09,8,0,3
2020-04-10,2,0,2
2020-04-11,3,0,0
2020-04-12,0,1,0
2020-04-13,3,2,2
2020-04-14,8,13,2
2020-04-15,9,0,3
2020-04-16,3,0,2
2020-04-17,6,0,0
2020-04-18,1,0,1
2020-04-19,3,1,0
2020-04-20,4,1,4
2020-04-21,6,1,3
2020-04-22,6,0,0
2020-04-23,2,0,0
2020-04-24,8,3,1
2020-04-25,0,3,0
2020-04-26,0,0,0
2020-04-27,3,0,1
2020-04-28,5,1,4
2020-04-29,8,2,1
2020-04-30,9,2,3
2020-05-01,4,0,2
2020-05-02,1,1,2
2020-05-03,1,3,0
2020-05-04,2,2,2
2020-05-05,7,1,1
2020-05-06,11,1,2
2020-05-07,5,1,0
2020-05-08,5,4,2
2020-05-09,0,0,0
2020-05-10,1,0,0
2020-05-11,5,3,4
2020-05-12,2,5,6
2020-05-13,6,0,4
2020-05-14,4,1,8
2020-05-15,2,2,1
2020-05-16,0,0,0
2020-05-17,4,0,0
2020-05-18,5,0,0
2020-05-19,7,0,2
2020-05-20,12,3,3
2020-05-21,4,2,2
2020-05-22,2,1,1
2020-05-23,1,0,0
2020-05-24,1,4,0
2020-05-25,2,0,1
2020-05-26,5,3,29
2020-05-27,5,1,2
2020-05-28,5,0,5
2020-05-29,0,1,7
2020-05-30,0,0,1
2020-05-31,0,4,0
2020-06-01,2,0,1
2020-06-02,4,1,2
2020-06-03,6,1,1
2020-06-04,5,0,2
2020-06-05,3,0,2
2020-06-06,0,0,0
2020-06-07,1,2,0
2020-06-08,1,0,3
2020-06-09,3,4,0
2020-06-10,10,0,1
2020-06-11,4,4,0
2020-06-12,4,0,4
2020-06-13,0,0,0
2020-06-14,0,0,0
2020-06-15,1,3,5
2020-06-16,7,0,2
2020-06-17,11,1,2
2020-06-18,4,4,3
2020-06-19,2,0,10
2020-06-20,0,0,0
2020-06-21,3,0,0
2020-06-22,10,0,2
2020-06-23,3,3,2
2020-06-24,10,1,1
2020-06-25,7,5,3
2020-06-26,8,0,1
2020-06-27,1,0,0
2020-06-28,0,1,0
2020-06-29,8,3,1
2020-06-30,2,3,1
2020-07-01,5,5,0
2020-07-02,7,4,5
2020-07-03,2,2,1
2020-07-04,3,0,0
2020-07-05,1,0,1
2020-07-06,5,0,7
2020-07-07,4,1,1
2020-07-08,6,2,9
2020-07-09,9,1,8
2020-07-10,9,0,4
2020-07-11,1,0,1
2020-07-12,1,2,0
2020-07-13,4,1,6
2020-07-14,13,2,2
2020-07-15,7,1,3
2020-07-16,5,4,9
2020-07-17,5,1,5
2020-07-18,0,0,3
2020-07-19,1,0,0
2020-07-20,5,0,9
2020-07-21,5,0,13
2020-07-22,6,0,12
2020-07-23,8,2,1
2020-07-24,3,0,4
2020-07-25,1,0,0
2020-07-26,1,0,0
2020-07-27,5,3,4
2020-07-28,8,1,9
2020-07-29,11,0,6
2020-07-30,3,1,4
2020-07-31,8,1,7
2020-08-01,0,0,0
2020-08-02,1,0,0
2020-08-03,3,0,1
2020-08-04,10,1,7
2020-08-05,7,3,1
2020-08-06,5,0,1
2020-08-07,10,0,1
2020-08-08,2,0,1
2020-08-09,1,1,0
2020-08-10,6,0,3
2020-08-11,7,0,4
2020-08-12,5,0,2
2020-08-13,4,0,1
2020-08-14,4,0,0
2020-08-15,0,0,0
2020-08-16,1,0,0
2020-08-17,5,2,8
2020-08-18,4,0,1
2020-08-19,7,4,1
2020-08-20,3,2,1
2020-08-21,4,2,0
2020-08-22,2,0,1
2020-08-23,0,0,0
2020-08-24,4,0,3
2020-08-25,4,3,0
2020-08-26,4,0,0
2020-08-27,11,0,1
2020-08-28,5,0,2
2020-08-29,2,0,2
2020-08-30,1,2,0
2020-08-31,3,0,0
2020-09-01,5,1,0
2020-09-02,12,0,1
2020-09-03,6,0,0
2020-09-04,4,2,0
2020-09-05,0,1,0
2020-09-06,0,0,0
2020-09-07,2,0,0
2020-09-08,1,0,2
2020-09-09,9,0,0
2020-09-10,7,2,0
2020-09-11,4,0,13
2020-09-12,3,0,1
2020-09-13,0,0,0
2020-09-14,19,1,1
2020-09-15,12,0,2
2020-09-16,19,0,2
2020-09-17,8,1,3
2020-09-18,9,0,4
2020-09-19,0,0,0
2020-09-20,1,0,0
2020-09-21,13,2,5
2020-09-22,14,0,3
2020-09-23,16,2,1
2020-09-24,12,1,0
2020-09-25,5,0,2
2020-09-26,5,0,1
2020-09-27,0,0,0
2020-09-28,13,1,4
2020-09-29,11,2,0
2020-09-30,4,0,0
2020-10-01,11,0,0
2020-10-02,10,0,3
2020-10-03,2,1,1
2020-10-04,1,1,0
2020-10-05,4,0,4
2020-10-06,12,1,2
2020-10-07,6,0,9
2020-10-08,4,0,10
2020-10-09,5,2,6
2020-10-10,3,0,3
2020-10-11,2,0,0
2020-10-12,6,0,11
2020-10-13,10,0,3
2020-10-14,14,0,10
2020-10-15,3,2,11
2020-10-16,7,1,15
2020-10-17,0,0,0
2020-10-18,0,0,0
2020-10-19,5,0,11
2020-10-20,8,0,7
2020-10-21,9,0,8
2020-10-22,21,0,21
2020-10-23,9,0,19
2020-10-24,2,0,1
2020-10-25,1,1,1
2020-10-26,15,1,0
2020-10-27,16,0,9
2020-10-28,12,2,2
2020-10-29,11,1,5
2020-10-30,11,0,7
2020-10-31,5,0,1
2020-11-01,1,0,0
2020-11-02,7,1,4
2020-11-03,5,1,4
2020-11-04,12,1,5
2020-11-05,3,1,9
2020-11-06,5,0,10
2020-11-07,2,0,2
2020-11-08,0,1,0
2020-11-09,8,0,8
2020-11-10,13,1,4
2020-11-11,8,0,5
2020-11-12,13,0,7
2020-11-13,4,0,12
2020-11-14,3,0,0
2020-11-15,1,0,0
2020-11-16,5,0,5
2020-11-17,8,0,3
2020-11-18,4,0,5
2020-11-19,4,0,11
2020-11-20,4,1,0
2020-11-21,2,0,0
2020-11-22,0,1,0
2020-11-23,3,0,5
2020-11-24,12,1,7
2020-11-25,12,0,4
2020-11-26,3,0,3
2020-11-27,1,0,4
2020-11-28,1,0,0
2020-11-29,0,0,0
2020-11-30,17,1,4
2020-12-01,5,0,9
2020-12-02,10,0,3
2020-12-03,12,0,4
2020-12-04,6,0,3
2020-12-05,7,0,4
2020-12-06,0,1,0
2020-12-07,2,2,4
2020-12-08,6,1,7
2020-12-09,12,0,16
2020-12-10,8,1,11
2020-12-11,7,0,9
2020-12-12,3,0,0
2020-12-13,2,0,0
2020-12-14,6,1,8
2020-12-15,16,0,8
2020-12-16,16,3,7
2020-12-17,15,0,8
2020-12-18,20,1,4
2020-12-19,7,0,4
2020-12-20,0,0,1
2020-12-21,7,0,5
2020-12-22,10,0,9
2020-12-23,9,0,5
2020-12-24,2,0,0
2020-12-25,1,0,3
2020-12-26,0,0,0
2020-12-27,0,0,0
2020-12-28,0,0,6
2020-12-29,0,0,5
2020-12-30,0,0,2
2020-12-31,0,0,0
2021-01-01,0,0,0
2021-01-02,1,0,0
2021-01-03,0,0,0
2021-01-04,6,0,4
2021-01-05,9,3,9
2021-01-06,21,1,9
2021-01-07,12,0,8
2021-01-08,20,1,10
2021-01-09,10,0,1
2021-01-10,3,0,0
2021-01-11,11,1,2
2021-01-12,11,0,4
2021-01-13,16,1,4
2021-01-14,6,0,10
2021-01-15,16,0,10
2021-01-16,2,0,8
2021-01-17,2,0,0
2021-01-18,5,0,0
2021-01-19,13,0,5
2021-01-20,6,1,4
2021-01-21,15,3,8
2021-01-22,21,0,6
2021-01-23,7,1,3
2021-01-24,3,0,0
2021-01-25,17,0,5
2021-01-26,13,0,11
2021-01-27,10,0,9
2021-01-28,14,2,7
2021-01-29,17,0,15
2021-01-30,4,0,11
2021-01-31,1,0,0
2021-02-01,3,0,8
2021-02-02,13,3,8
2021-02-03,10,0,5
2021-02-04,9,0,5
2021-02-05,11,0,8
2021-02-06,0,0,1
2021-02-07,4,0,1
2021-02-08,5,0,12
2021-02-09,11,0,13
2021-02-10,6,0,11
2021-02-11,11,0,6
2021-02-12,2,0,10
2021-02-13,6,0,4
2021-02-14,2,1,0
2021-02-15,10,1,12
2021-02-16,11,0,9
2021-02-17,15,0,6
2021-02-18,17,0,3
2021-02-19,1,0,12
2021-02-20,6,0,1
2021-02-21,0,0,0
2021-02-22,15,0,7
2021-02-23,15,0,3
2021-02-24,5,0,4
2021-02-25,12,0,10
2021-02-26,9,0,10
2021-02-27,0,0,1
2021-02-28,1,0,0
2021-03-01,11,0,12
2021-03-02,4,0,34
2021-03-03,17,0,7
2021-03-04,9,1,8
2021-03-05,6,0,7
2021-03-06,8,0,2
2021-03-07,4,0,0
2021-03-08,2,0,5
2021-03-09,11,0,3
2021-03-10,6,1,3
2021-03-11,4,1,10
2021-03-12,14,3,10
2021-03-13,1,0,4
2021-03-14,1,0,0
2021-03-15,11,0,10
2021-03-16,8,0,10
2021-03-17,10,1,8
2021-03-18,16,0,4
2021-03-19,4,0,18
2021-03-20,2,0,3
2021-03-21,1,0,0
2021-03-22,5,1,8
2021-03-23,3,0,12
2021-03-24,9,3,6
2021-03-25,8,1,3
2021-03-26,15,2,1
2021-03-27,0,0,3
2021-03-28,0,0,1
2021-03-29,5,0,10
2021-03-30,11,1,11
2021-03-31,9,2,19
2021-04-01,13,0,8
2021-04-02,7,0,13
2021-04-03,3,0,1
2021-04-04,1,0,1
2021-04-05,15,0,10
2021-04-06,9,0,8
2021-04-07,12,1,10
2021-04-08,10,1,5
2021-04-09,15,1,4
2021-04-10,1,2,1
2021-04-11,2,0,0
2021-04-12,13,0,10
2021-04-13,15,0,12
2021-04-14,8,0,11
2021-04-15,9,0,12
2021-04-16,17,0,4
2021-04-17,1,0,1
2021-04-18,1,0,0
2021-04-19,5,2,11
2021-04-20,17,0,7
2021-04-21,6,1,7
2021-04-22,6,0,11
2021-04-23,13,0,10
2021-04-24,4,0,0
2021-04-25,2,0,0
2021-04-26,14,1,14
2021-04-27,15,0,7
2021-04-28,8,0,8
2021-04-29,11,0,8
2021-04-30,9,0,11
2021-05-01,0,0,3
2021-05-02,2,0,4
2021-05-03,6,0,7
2021-05-04,8,0,10
2021-05-05,11,1,9
2021-05-06,9,0,7
2021-05-07,9,0,6
2021-05-08,5,0,0
2021-05-09,0,0,0
2021-05-10,7,1,11
2021-05-11,6,0,4
2021-05-12,6,0,11
2021-05-13,11,0,12
2021-05-14,14,6,4
2021-05-15,1,0,0
2021-05-16,0,0,0
2021-05-17,12,0,4
2021-05-18,6,0,6
2021-05-19,12,0,10
2021-05-20,8,0,8
2021-05-21,15,0,5
2021-05-22,3,0,3
2021-05-23,1,0,0
2021-05-24,11,0,8
2021-05-25,9,0,8
2021-05-26,8,0,4
2021-05-27,10,0,5
2021-05-28,9,0,5
2021-05-29,3,0,0
2021-05-30,0,0,0
2021-05-31,4,0,2
2021-06-01,4,0,5
2021-06-02,7,0,7
2021-06-03,6,0,5
2021-06-04,6,0,11
2021-06-05,3,0,0
2021-06-06,1,0,0
2021-06-07,8,0,8
2021-06-08,14,0,10
2021-06-09,8,0,15
2021-06-10,12,0,7
2021-06-11,5,0,13
2021-06-12,2,0,1
2021-06-13,1,0,0
2021-06-14,9,0,3
2021-06-15,13,1,26
2021-06-16,15,0,27
2021-06-17,9,0,11
2021-06-18,3,0,13
2021-06-19,2,0,1
2021-06-20,2,0,1
2021-06-21,6,0,10
2021-06-22,8,0,9
2021-06-23,11,0,16
2021-06-24,8,0,5
2021-06-25,10,0,6
2021-06-26,1,0,3
2021-06-27,6,0,0
2021-06-28,15,0,8
2021-06-29,16,0,6
2021-06-30,13,0,6
2021-07-01,13,0,6
2021-07-02,9,0,7
2021-07-03,1,0,0
2021-07-04,2,0,0
2021-07-05,7,0,9
2021-07-06,4,0,11
2021-07-07,5,0,5
2021-07-08,11,0,9
2021-07-09,13,0,8
2021-07-10,3,0,1
2021-07-11,0,0,0
2021-07-12,9,0,9
2021-07-13,13,0,6
2021-07-14,10,0,19
2021-07-15,6,0,4
2021-07-16,9,0,4
2021-07-17,0,0,0
2021-07-18,2,0,0
2021-07-19,12,0,14
2021-07-20,9,0,6
2021-07-21,10,0,7
2021-07-22,13,0,8
2021-07-23,5,0,11
2021-07-24,1,0,0
2021-07-25,1,0,0
2021-07-26,13,0,6
2021-07-27,9,1,7
2021-07-28,13,0,18
2021-07-29,5,0,3
2021-07-30,11,0,5
2021-07-31,4,0,2
2021-08-01,1,0,0
2021-08-02,20,1,9
2021-08-03,6,0,14
2021-08-04,10,0,11
2021-08-05,7,0,3
2021-08-06,7,0,10
2021-08-07,4,0,3
2021-08-08,0,0,2
2021-08-09,10,0,5
2021-08-10,16,1,11
2021-08-11,13,0,8
2021-08-12,11,0,7
2021-08-13,11,0,10
2021-08-14,3,0,0
2021-08-15,0,0,0
2021-08-16,11,0,15
2021-08-17,14,0,9
2021-08-18,7,1,9
2021-08-19,8,0,8
2021-08-20,9,0,8
2021-08-21,0,0,0
2021-08-22,1,0,2
2021-08-23,6,0,13
2021-08-24,12,0,15
2021-08-25,6,0,13
2021-08-26,11,0,11
2021-08-27,4,0,9
2021-08-28,0,0,6
2021-08-29,0,0,0
2021-08-30,6,1,8
2021-08-31,8,0,15
2021-09-01,2,0,17
2021-09-02,5,0,6
2021-09-03,3,0,5
2021-09-04,1,0,1
2021-09-05,2,0,0
2021-09-06,3,0,2
2021-09-07,5,0,11
2021-09-08,5,0,14
2021-09-09,9,0,3
2021-09-10,2,0,6
2021-09-11,0,0,2
2021-09-12,2,0,0
2021-09-13,10,0,17
2021-09-14,9,0,12
2021-09-15,7,0,12
2021-09-16,6,0,9
2021-09-17,3,0,5
2021-09-18,1,0,0
2021-09-19,0,0,0
2021-09-20,3,0,16
2021-09-21,6,0,10
2021-09-22,11,0,11
2021-09-23,6,0,19
2021-09-24,5,1,10
2021-09-25,1,0,0
2021-09-26,1,0,0
2021-09-27,16,0,16
2021-09-28,2,0,17
2021-09-29,9,0,13
2021-09-30,11,0,13
2021-10-01,4,1,7
2021-10-02,2,0,0
2021-10-03,3,0,1
2021-10-04,9,0,9
2021-10-05,6,0,16
2021-10-06,7,0,19
2021-10-07,16,0,9
2021-10-08,8,0,10
2021-10-09,0,0,1
2021-10-10,1,0,0
2021-10-11,6,0,10
2021-10-12,2,0,10
2021-10-13,5,0,4
2021-10-14,5,1,10
2021-10-15,9,0,8
2021-10-16,0,0,3
2021-10-17,2,0,5
2021-10-18,8,1,14
2021-10-19,2,0,10
2021-10-20,4,0,11
2021-10-21,6,2,10
2021-10-22,5,0,7
2021-10-23,1,0,0
2021-10-24,0,0,1
2021-10-25,7,0,12
2021-10-26,7,0,13
2021-10-27,6,0,13
2021-10-28,4,1,7
2021-10-29,11,0,6
2021-10-30,1,0,0
2021-10-31,1,0,0
2021-11-01,4,0,10
2021-11-02,7,0,11
2021-11-03,8,0,7
2021-11-04,4,0,12
2021-11-05,6,0,10
2021-11-06,0,0,3
2021-11-07,0,0,0
2021-11-08,5,0,14
2021-11-09,2,0,9
2021-11-10,3,0,6
2021-11-11,10,0,5
2021-11-12,8,0,7
2021-11-13,1,0,0
2021-11-14,3,0,0
2021-11-15,7,1,14
2021-11-16,5,0,8
2021-11-17,4,1,4
2021-11-18,7,1,6
2021-11-19,4,0,4
2021-11-20,0,0,0
2021-11-21,6,0,0
2021-11-22,6,0,6
2021-11-23,12,4,11
2021-11-24,3,0,2
2021-11-25,3,0,2
2021-11-26,1618,0,5
2021-11-27,2,1,1
2021-11-28,0,0,0
2021-11-29,3,0,8
2021-11-30,103,0,7
2021-12-01,11,0,5
2021-12-02,7,0,9
2021-12-03,6,0,11
2021-12-04,3,0,1
2021-12-05,0,0,0
2021-12-06,1,0,24
2021-12-07,2,0,17
2021-12-08,10,0,7
2021-12-09,8,0,7
2021-12-10,6,0,9
2021-12-11,0,0,3
2021-12-12,0,0,0
2021-12-13,5,0,12
2021-12-14,7,0,10
2021-12-15,9,1,8
2021-12-16,10,1,7
2021-12-17,10,0,8
2021-12-18,0,0,2
2021-12-19,0,0,1
2021-12-20,7,0,7
2021-12-21,4,0,11
2021-12-22,9,0,11
2021-12-23,1,0,5
2021-12-24,1,0,5
2021-12-25,0,0,0
2021-12-26,0,0,4
2021-12-27,1,0,5
2021-12-28,0,0,4
2021-12-29,3,0,3
2021-12-30,0,0,2
2021-12-31,1,0,0
2022-01-01,0,0,0
2022-01-02,0,0,0
2022-01-03,2,0,3
2022-01-04,6,0,14
2022-01-05,4,0,9
2022-01-06,1,0,6
2022-01-07,12,0,7
2022-01-08,1,0,4
2022-01-09,1,0,0
2022-01-10,14,0,6
2022-01-11,11,0,13
2022-01-12,7,0,13
2022-01-13,2,0,12
2022-01-14,5,0,17
2022-01-15,1,0,1
2022-01-16,2,0,0
2022-01-17,2,0,12
2022-01-18,4,0,13
2022-01-19,6,3,13
2022-01-20,6,1,30
2022-01-21,2,1,11
2022-01-22,1,0,1
2022-01-23,0,0,0
2022-01-24,8,0,13
2022-01-25,7,0,15
2022-01-26,3,0,17
2022-01-27,8,0,14
2022-01-28,14,1,14
2022-01-29,0,0,0
2022-01-30,0,0,0
2022-01-31,5,0,16
2022-02-01,1,3,26
2022-02-02,7,2,30
2022-02-03,7,0,27
2022-02-04,4,0,20
2022-02-05,0,0,4
2022-02-06,0,0,1
2022-02-07,6,0,7
2022-02-08,10,0,20
2022-02-09,7,2,11
2022-02-10,10,0,11
2022-02-11,10,0,9
2022-02-12,2,0,2
2022-02-13,0,0,5
2022-02-14,13,0,16
2022-02-15,6,0,16
2022-02-16,5,0,8
2022-02-17,7,0,17
2022-02-18,7,0,7
2022-02-19,1,0,1
2022-02-20,1,0,0
2022-02-21,5,0,11
2022-02-22,5,0,5
2022-02-23,11,0,13
2022-02-24,12,0,12
2022-02-25,11,0,9
2022-02-26,0,0,2
2022-02-27,0,0,0
2022-02-28,6,0,5
2022-03-01,10,0,12
2022-03-02,3,1,6
2022-03-03,5,0,6
2022-03-04,7,0,8
2022-03-05,0,0,0
2022-03-06,0,0,1
2022-03-07,8,0,5
2022-03-08,8,0,8
2022-03-09,12,0,6
2022-03-10,10,1,16
2022-03-11,6,0,8
2022-03-12,0,0,3
2022-03-13,0,0,0
2022-03-14,3,0,10
2022-03-15,1,0,7
2022-03-16,10,0,13
2022-03-17,15,0,17
2022-03-18,13,0,15
2022-03-19,0,0,5
2022-03-20,0,0,6
2022-03-21,16,0,15
2022-03-22,8,0,12
2022-03-23,14,0,13
2022-03-24,11,0,25
2022-03-25,7,0,18
2022-03-26,0,0,3
2022-03-27,0,0,3
2022-03-28,6,0,12
2022-03-29,5,0,17
2022-03-30,7,0,25
2022-03-31,13,0,23
2022-04-01,12,0,17
2022-04-02,0,0,6
2022-04-03,2,0,1
2022-04-04,10,0,14
2022-04-05,13,0,13
2022-04-06,20,0,12
2022-04-07,15,0,17
2022-04-08,8,0,13
2022-04-09,4,0,6
2022-04-10,0,0,6
2022-04-11,10,0,20
2022-04-12,9,0,22
2022-04-13,15,0,17
2022-04-14,10,0,12
2022-04-15,12,0,14
2022-04-16,0,0,2
2022-04-17,1,0,0
2022-04-18,3,0,23
2022-04-19,9,0,13
2022-04-20,17,0,12
2022-04-21,6,0,29
2022-04-22,4,0,33
2022-04-23,0,0,5
2022-04-24,0,0,2
2022-04-25,1,0,28
2022-04-26,8,0,33
2022-04-27,10,0,17
2022-04-28,10,1,15
2022-04-29,6,0,31
2022-04-30,0,0,2
2022-05-01,0,0,0
2022-05-02,7,0,23
2022-05-03,6,0,18
2022-05-04,9,0,14
2022-05-05,6,0,11
2022-05-06,2,0,14
2022-05-07,0,0,2
2022-05-08,0,0,1
2022-05-09,4,0,8
2022-05-10,6,0,17
2022-05-11,11,0,22
2022-05-12,9,0,24
2022-05-13,12,0,14
2022-05-14,2,0,4
2022-05-15,0,0,1
2022-05-16,11,0,14
2022-05-17,4,0,9
2022-05-18,5,0,8
2022-05-19,4,0,17
2022-05-20,5,0,7
2022-05-21,0,0,0
2022-05-22,0,0,0
2022-05-23,5,0,10
2022-05-24,2,0,18
2022-05-25,9,0,20
2022-05-26,9,0,8
2022-05-27,3,0,7
2022-05-28,0,0,6
2022-05-29,0,0,0
2022-05-30,0,0,9
2022-05-31,8,0,17
2022-06-01,4,1,9
2022-06-02,7,0,17
2022-06-03,10,0,19
2022-06-04,0,0,0
2022-06-05,3,0,0
2022-06-06,6,0,13
2022-06-07,5,0,15
2022-06-08,10,0,17
2022-06-09,5,0,7
2022-06-10,6,0,12
2022-06-11,0,0,1
2022-06-12,1,0,0
2022-06-13,4,0,18
2022-06-14,5,0,12
2022-06-15,8,0,15
2022-06-16,9,0,17
2022-06-17,6,0,10
2022-06-18,1,0,1
2022-06-19,2,0,0
2022-06-20,4,0,19
2022-06-21,13,0,19
2022-06-22,6,0,9
2022-06-23,7,0,16
2022-06-24,6,0,19
2022-06-25,2,0,1
2022-06-26,0,0,4
2022-06-27,2,0,22
2022-06-28,8,0,10
2022-06-29,7,0,15
2022-06-30,8,0,13
2022-07-01,6,0,11
2022-07-02,0,3,0
2022-07-03,0,4,0
2022-07-04,2,0,14
2022-07-05,9,0,15
2022-07-06,6,3,31
2022-07-07,15,0,16
2022-07-08,6,1,23
2022-07-09,2,0,2
2022-07-10,0,0,0
2022-07-11,3,0,18
2022-07-12,6,1,19
2022-07-13,11,0,29
2022-07-14,5,0,15
2022-07-15,7,1,33
2022-07-16,1,0,1
2022-07-17,2,0,0
2022-07-18,6,0,28
2022-07-19,6,0,15
2022-07-20,13,1,15
2022-07-21,2,0,17
2022-07-22,10,0,19
2022-07-23,4,0,3
2022-07-24,0,0,0
2022-07-25,10,0,20
2022-07-26,12,0,19
2022-07-27,11,0,17
2022-07-28,3,0,22
2022-07-29,12,0,9
2022-07-30,1,0,1
2022-07-31,0,0,0
2022-08-01,6,0,12
2022-08-02,13,0,25
2022-08-03,5,0,18
2022-08-04,10,0,21
2022-08-05,5,0,14
2022-08-06,0,0,1
2022-08-07,0,0,2
2022-08-08,5,0,15
2022-08-09,7,0,9
