,vercel/next.js,gohugoio/hugo,gatsbyjs/gatsby
2021-05-17,5,3,9.583076207500001
2021-05-18,8,0,6.65890443146875
2021-05-19,15,3,7.461754589990624
2021-05-20,3,0,4.220673400959374
2021-05-21,1,0,10.444173154154688
2021-05-22,3,0,-2.1033606152156255
2021-05-23,2,2,-1.157516624999999
2021-05-24,7,2,-0.8272588124999987
2021-05-25,1,0,3.352458687343752
2021-05-26,2,0,1.0672486292656262
2021-05-27,3,0,4.242188035071876
2021-05-28,6,1,5.029876094082812
2021-05-29,3,0,-1.129862871403125
2021-05-30,0,1,-0.6190782304312497
2021-05-31,1,0,4.640805950000001
2021-06-01,4,0,2.2247424400000004
2021-06-02,8,0,4.2520287929375
2021-06-03,8,0,7.035327407575
2021-06-04,3,1,3.65498605235
2021-06-05,3,1,-1.2444753907734376
2021-06-06,1,2,0.2791340722843755
2021-06-07,15,2,11.41666173125
2021-06-08,18,7,7.375820783671875
2021-06-09,17,0,1.2194524670234372
2021-06-10,9,0,8.704739744814063
2021-06-11,15,0,2.170424001945313
2021-06-12,2,0,-1.443057897865624
2021-06-13,3,1,-0.8830703589296864
2021-06-14,10,1,5.3698739694843765
2021-06-15,13,0,-0.10636541247343656
2021-06-16,22,1,1.213730738678126
2021-06-17,17,2,4.316120375629688
2021-06-18,10,19,3.0922705272359376
2021-06-19,0,1,-0.9216247774218749
2021-06-20,4,0,-0.4925092351437498
2021-06-21,4,1,3.6707298100000005
2021-06-22,12,1,14.34193865065625
2021-06-23,6,0,5.107574116768749
2021-06-24,9,5,-0.6246520098171884
2021-06-25,7,1,3.9658359448500002
2021-06-26,0,1,-0.1991720147421865
2021-06-27,0,5,-0.8261322101437487
2021-06-28,6,5,5.437215277500001
2021-06-29,5,7,6.955257966687501
2021-06-30,10,1,4.560815758371875
2021-07-01,13,4,8.583018512101562
2021-07-02,12,0,9.241034225482812
2021-07-03,0,1,-2.050334613864063
2021-07-04,1,5,-1.1634436506953119
2021-07-05,2,9,5.202917369964064
2021-07-06,9,0,7.786413476906251
2021-07-07,10,2,0.32759382815937554
2021-07-08,7,0,1.8436802016187506
2021-07-09,7,0,4.961418095878125
2021-07-10,3,1,-1.2639029685312493
2021-07-11,2,0,-0.7132352028953116
2021-07-12,19,0,5.549758710000001
2021-07-13,5,0,6.044097580656251
2021-07-14,4,1,8.73511813764375
2021-07-15,8,6,8.307020537395312
2021-07-16,13,0,6.1144601783812496
2021-07-17,0,0,-0.8589444357015628
2021-07-18,0,0,-1.193807440215624
2021-07-19,9,1,6.200511235000001
2021-07-20,20,3,1.6783466231562514
2021-07-21,5,10,1.875475106175001
2021-07-22,12,0,3.978675089592188
2021-07-23,11,0,5.853279261984376
2021-07-24,2,0,-1.3569334757343747
2021-07-25,9,1,-0.7367309708031244
2021-07-26,6,3,2.5232964862140634
2021-07-27,10,3,2.3350334326406257
2021-07-28,3,3,1.265594691951563
2021-07-29,7,2,2.3779959345953126
2021-07-30,2,8,-0.6881814964359373
2021-07-31,1,0,0.588689796210938
2021-08-01,2,2,-0.3734532552515621
2021-08-02,9,3,2.7880118737500004
2021-08-03,11,17,4.534839697203125
2021-08-04,6,1,8.228762573345312
2021-08-05,9,0,4.695768977610937
2021-08-06,7,0,7.731847843381249
2021-08-07,0,0,0.3855469961421869
2021-08-08,1,0,-1.0916006005156245
2021-08-09,8,1,11.276984246214063
2021-08-10,7,2,2.2577054672031256
2021-08-11,17,0,5.621770786064063
2021-08-12,16,0,2.432637130179687
2021-08-13,15,0,5.663883157832814
2021-08-14,12,1,-1.5142463248562494
2021-08-15,5,0,-0.8907749488546863
2021-08-16,10,1,8.402462639928126
2021-08-17,8,0,0.6395668713125007
2021-08-18,10,0,1.0128193437562505
2021-08-19,9,1,4.216417526246875
2021-08-20,7,0,7.992316406435938
2021-08-21,0,2,-1.468949351253125
2021-08-22,1,2,-0.7983085802515621
2021-08-23,6,2,5.4817867087500005
2021-08-24,10,0,2.998827515359376
2021-08-25,12,1,2.002225496145313
2021-08-26,3,0,11.139139075146876
2021-08-27,2,0,5.262542463599999
2021-08-28,1,0,-1.6329595798203127
2021-08-29,1,0,-0.9380162478234371
2021-08-30,7,0,6.3849895225000015
2021-08-31,9,3,2.820690799406251
2021-09-01,6,2,5.8922911439718755
2021-09-02,16,6,5.632941208309375
2021-09-03,7,0,4.5086903124546875
2021-09-04,1,5,-1.4777316715406248
2021-09-05,1,0,-0.8295305552515617
2021-09-06,13,0,6.441241326250001
2021-09-07,18,0,6.8597206863906255
2021-09-08,6,0,12.521444318935938
2021-09-09,8,0,6.783298449996874
2021-09-10,4,0,8.905030163639061
2021-09-11,3,0,1.7016809041546872
2021-09-12,1,1,-0.7122362027156239
2021-09-13,14,0,7.811951026250002
2021-09-14,5,0,7.228665813890626
2021-09-15,11,0,10.997457418123439
2021-09-16,18,0,-2.4924021062562502
2021-09-17,13,2,4.578043288606251
2021-09-18,2,0,-1.5398911634953114
2021-09-19,2,1,0.05612431129218942
2021-09-20,7,0,5.258017148090627
2021-09-21,19,0,2.8655619015734386
2021-09-22,9,2,6.898876958785938
2021-09-23,4,1,0.5493876829734372
2021-09-24,6,0,2.010160989532813
2021-09-25,0,0,-0.8679223905937496
2021-09-26,2,0,-0.5622258864656239
2021-09-27,6,0,4.615462459484376
2021-09-28,10,0,0.19029938437031302
2021-09-29,10,0,1.4229097877218755
2021-09-30,9,0,2.4406846557312503
2021-10-01,8,0,3.35857896493125
2021-10-02,1,0,-0.73874889411875
2021-10-03,2,0,0.5860516298921877
2021-10-04,6,0,9.62314850625
2021-10-05,16,2,3.738740463671875
2021-10-06,14,0,-0.15620300569531276
2021-10-07,5,0,1.2558728826828123
2021-10-08,6,0,3.299880820881251
2021-10-09,6,2,-0.8596118221703117
2021-10-10,10,3,-0.5145554813937493
2021-10-11,21,0,10.642242911984376
2021-10-12,6,1,7.612404023557812
2021-10-13,17,0,17.3712851883125
2021-10-14,9,1,6.255101981804685
2021-10-15,16,0,-1.3106977635671884
2021-10-16,5,1,-1.4648177071343744
2021-10-17,7,2,-1.0175157976437477
2021-10-18,17,3,11.238830478750003
2021-10-19,11,4,5.179113803078126
2021-10-20,16,1,1.236142713714063
2021-10-21,17,0,7.672607101129688
2021-10-22,16,2,7.260763288426563
2021-10-23,7,0,-1.8136964858390623
2021-10-24,13,0,-1.0026477525359367
2021-10-25,21,3,15.2839288075
2021-10-26,41,1,0.8370250825625005
2021-10-27,26,0,3.5154456272093757
2021-10-28,27,0,1.6032017144515625
2021-10-29,14,0,12.847745359001564
2021-10-30,13,2,-0.15905998996406234
2021-10-31,3,4,-1.3533446228234367
2021-11-01,14,4,2.1514435725000007
2021-11-02,18,5,12.053190590500002
2021-11-03,24,1,2.0399994016281253
2021-11-04,14,1,2.606679113564063
2021-11-05,10,5,0.7351775257734376
2021-11-06,6,0,-0.9923030823265613
2021-11-07,2,0,-0.6723743490343737
2021-11-08,18,6,9.574698043678126
2021-11-09,23,0,6.668636959703125
2021-11-10,6,1,3.4711590381890622
2021-11-11,24,0,3.636842854970312
2021-11-12,7,4,0.7463189452937502
2021-11-13,5,1,0.053300463825000866
2021-11-14,6,0,-0.713164330071874
2021-11-15,22,6,5.497870687500001
2021-11-16,15,1,3.9993484873437506
2021-11-17,12,5,4.895290426765625
2021-11-18,10,0,-1.2089416416156253
2021-11-19,10,0,1.338339767242188
2021-11-20,2,0,-0.643237584960937
2021-11-21,10,1,-0.39989684308749907
2021-11-22,8,0,6.7055284074640635
2021-11-23,5,0,6.06682456565625
2021-11-24,4,0,1.7879696422062499
2021-11-25,8,0,2.059771834226562
2021-11-26,15,0,4.148281992284375
2021-11-27,0,0,0.0029086239687503568
2021-11-28,3,0,-0.6942365425718744
2021-11-29,10,0,4.53237228875
2021-11-30,15,2,3.1357171476406256
2021-12-01,8,1,1.075216464889063
2021-12-02,8,7,5.274795191951562
2021-12-03,16,3,4.970155509595313
2021-12-04,6,2,-1.1743655689359374
2021-12-05,5,0,-0.6641646381953121
2021-12-06,4,0,2.5562761162140633
2021-12-07,13,4,1.3607841249218757
2021-12-08,11,8,4.386872517757813
2021-12-09,7,1,5.126233711325
2021-12-10,7,7,0.9152427393343747
2021-12-11,2,2,-0.809978243309375
2021-12-12,4,1,-0.4864251527156245
2021-12-13,11,3,-0.32116386374999917
2021-12-14,9,1,3.7452721059531258
2021-12-15,6,0,1.3889927601109378
2021-12-16,17,2,3.4624745273500004
2021-12-17,10,10,6.2744084667265625
2021-12-18,5,0,-0.08917974124687533
2021-12-19,2,0,1.348410294928125
2021-12-20,8,0,0.38796845000000024
2021-12-21,10,0,0.5016966900000008
2021-12-22,8,9,0.5514115554375005
2021-12-23,5,8,-0.42018265867499943
2021-12-24,2,0,-0.2722848433843745
2021-12-25,1,0,-0.20327057250312455
2021-12-26,2,0,-0.14048893576718707
2021-12-27,0,0,-0.0679079373171873
2021-12-28,2,0,2.9493782731625
2021-12-29,2,0,0.6709391381984373
2021-12-30,0,2,3.7470328344484374
2021-12-31,1,0,0.46110114746406206
2022-01-01,5,1,-0.3704875
2022-01-02,3,0,-0.22801274999999988
2022-01-03,9,0,4.833247212500001
2022-01-04,8,7,3.3684273987499997
2022-01-05,12,1,0.2664365647031248
2022-01-06,7,1,5.485198331876562
2022-01-07,1,4,6.079921699151562
2022-01-08,1,1,-1.2048974731593751
2022-01-09,0,0,-0.6453384150359374
2022-01-10,7,0,1.5522917187500007
2022-01-11,5,3,9.453283637421876
2022-01-12,14,9,2.6268494640078126
2022-01-13,8,2,7.8911400118406245
2022-01-14,11,0,4.450210395620312
2022-01-15,1,1,-1.4752298063249998
2022-01-16,2,4,-0.8554334927515619
2022-01-17,14,1,3.424762982500001
2022-01-18,3,0,5.148252611468751
2022-01-19,9,0,2.8479857672718754
2022-01-20,5,0,4.914922881328125
2022-01-21,12,0,1.780077595215625
2022-01-22,1,0,-1.005441550917187
2022-01-23,3,0,-0.5883916652156244
2022-01-24,12,0,0.6027111400000009
2022-01-25,6,0,4.583828520437501
2022-01-26,17,1,1.1922976017625002
2022-01-27,28,7,3.3517854177218753
2022-01-28,9,1,10.2225511230125
2022-01-29,1,1,-1.5355273042625006
2022-01-30,2,0,-0.7692673201078124
2022-01-31,9,0,6.494712741250001
2022-02-01,17,1,1.9168846807343756
2022-02-02,17,0,4.0766398898859375
2022-02-03,10,0,1.9152121887890625
2022-02-04,18,0,5.067760884115626
2022-02-05,14,1,-1.1911516033156246
2022-02-06,28,0,-0.6916842153953118
2022-02-07,14,0,8.569286838750001
2022-02-08,17,0,10.761605407640625
2022-02-09,10,10,2.115848074451562
2022-02-10,16,7,-0.38179128643593785
2022-02-11,15,4,0.054776120773438075
2022-02-12,3,0,-0.7346071857015611
2022-02-13,6,0,0.4815977722843764
2022-02-14,11,4,0.528583083750001
2022-02-15,14,6,4.5463335278593755
2022-02-16,20,5,5.162437023489063
2022-02-17,23,4,2.96252230875625
2022-02-18,24,4,4.096463330590625
2022-02-19,4,2,-1.0015584280515628
2022-02-20,0,0,-0.576213311285937
2022-02-21,14,2,4.591677428234376
2022-02-22,7,0,3.179812778198438
2022-02-23,7,7,5.118965604885938
2022-02-24,10,4,-1.1320889882734377
2022-02-25,17,1,2.3685526514718758
2022-02-26,4,6,-0.7156707252218746
2022-02-27,0,6,-0.43124632517968664
2022-02-28,8,8,5.70968296875
2022-03-01,10,1,14.166824074921875
2022-03-02,17,6,5.034820057757812
2022-03-03,4,0,3.323508674262499
2022-03-04,3,4,-0.4501492039656252
2022-03-05,2,0,-0.9598429390468739
2022-03-06,2,1,-0.678057382607811
2022-03-07,10,0,4.491377885000001
2022-03-08,13,14,4.082804340656251
2022-03-09,7,5,1.9214995033000002
2022-03-10,9,6,4.070908527101563
2022-03-11,14,7,4.001460270920313
2022-03-12,3,4,-1.0459588256953123
2022-03-13,2,0,-0.584280165035937
2022-03-14,11,3,10.58455870625
2022-03-15,9,1,1.5733076661718752
2022-03-16,11,11,3.9354892709921874
2022-03-17,12,3,2.859522254523437
2022-03-18,15,0,4.933705896064064
2022-03-19,2,0,-1.2516075777578122
2022-03-20,1,3,-0.7224391501796867
2022-03-21,12,2,6.504249553750001
2022-03-22,9,5,2.9072154055781256
2022-03-23,7,1,4.959090651807813
2022-03-24,11,0,6.824115017314062
2022-03-25,6,2,-1.4754671922421876
2022-03-26,5,8,-0.8174725382374994
2022-03-27,3,0,-0.5589692027156241
2022-03-28,15,0,1.6076955762500014
2022-03-29,4,0,3.4807409488906256
2022-03-30,21,0,6.241076502685938
2022-03-31,28,0,0.8832451417624996
2022-04-01,19,1,8.202735380659375
2022-04-02,0,0,-1.3715743202875004
2022-04-03,0,1,-0.6974285249999995
2022-04-04,16,0,1.5145223075000005
2022-04-05,19,5,1.426158501468751
2022-04-06,21,0,3.4058983941156256
2022-04-07,10,0,5.211780893746875
2022-04-08,11,7,2.9439031399671873
2022-04-09,1,0,-0.9604710222125001
2022-04-10,0,1,-0.5677971978234371
2022-04-11,22,2,4.6490465825000005
2022-04-12,15,1,1.2266774314687505
2022-04-13,16,2,0.35125180889687535
2022-04-14,13,5,2.4932188153656254
2022-04-15,15,0,0.3593074267625005
2022-04-16,9,5,-0.47407511727812457
2022-04-17,1,4,-0.2828014726437496
2022-04-18,3,5,-0.1883967562499995
2022-04-19,9,0,3.8477962799218757
2022-04-20,6,0,1.4721726275390625
2022-04-21,11,0,7.5471908806625
2022-04-22,10,0,1.9478025121671867
2022-04-23,1,4,-0.8344148706234377
2022-04-24,2,0,-0.4771908525359374
2022-04-25,31,0,5.664318450000001
2022-04-26,16,1,5.138379690000001
2022-04-27,28,5,2.9158930054375
2022-04-28,23,7,3.978032356325
2022-04-29,9,0,3.898399702053125
2022-04-30,5,0,-0.15557125933437455
2022-05-01,3,0,-0.751019132607812
2022-05-02,12,0,-0.500813752499999
2022-05-03,11,1,7.610983644406251
2022-05-04,3,0,0.8807659091906253
2022-05-05,9,0,8.213938338971875
2022-05-06,2,2,0.6319325310281243
2022-05-07,4,0,-0.9282295240078122
2022-05-08,2,6,-0.568321575695312
2022-05-09,4,2,0.6111090474640636
2022-05-10,7,0,2.598550655000001
2022-05-11,7,1,3.4055744908750007
2022-05-12,10,0,2.22400526243125
2022-05-13,11,2,0.28873758528749993
2022-05-14,3,4,-0.5218305488546873
2022-05-15,1,3,-0.2914599675718746
2022-05-16,5,4,7.794465766250001
2022-05-17,29,1,1.0354897982343747
2022-05-18,5,5,1.3029186359171874
2022-05-19,15,0,8.372087089079688
2022-05-20,5,0,5.714305954559375
2022-05-21,3,1,-1.3670238706234379
2022-05-22,31,0,-0.7587534525359373
2022-05-23,27,0,6.467230405000001
2022-05-24,14,1,3.8852538283750007
2022-05-25,5,5,3.8452097986812506
2022-05-26,12,1,-0.15241168485312517
2022-05-27,12,5,3.2072941040375005
2022-05-28,1,1,-0.9461976139328119
2022-05-29,20,3,-0.5433223052515616
2022-05-30,10,3,8.64128781375
2022-05-31,10,8,4.812976515140625
2022-06-01,9,4,9.755268973420312
2022-06-02,8,0,8.219922425992186
2022-06-03,4,1,2.052100139304687
2022-06-04,2,1,-1.4791978545984374
2022-06-05,1,1,-0.9410415226437487
2022-06-06,16,2,0.3232754087500018
2022-06-07,7,2,4.358723367859376
2022-06-08,20,3,2.0038826653328132
2022-06-09,7,0,5.1272704291125
2022-06-10,9,0,-1.1306077930515626
2022-06-11,4,0,-0.5971910274218746
2022-06-12,1,3,-0.3603286726437495
2022-06-13,17,4,8.75077099125
2022-06-14,17,3,-0.10122333176562526
2022-06-15,11,2,0.32650641863593766
2022-06-16,16,7,0.4612386207734376
2022-06-17,7,0,-0.44206893570156175
2022-06-18,3,0,-0.2896063652156244
2022-06-19,7,0,-0.18373736249999953
2022-06-20,17,0,1.8502154712500005
2022-06-21,16,0,5.673512724109375
2022-06-22,13,0,6.200586305410937
2022-06-23,20,0,0.9439391381984368
2022-06-24,35,1,1.2547078344484373
2022-06-25,5,1,-0.6541073525359373
2022-06-26,13,1,-0.4146620249999992
2022-06-27,47,1,1.6876982825000009
2022-06-28,29,4,1.5486086089687505
2022-06-29,40,0,2.4995790180843755
2022-06-30,21,1,3.387117276175
2022-07-01,3,0,4.266559013717187
2022-07-02,3,0,-0.8749928311031253
2022-07-03,1,0,-0.4763427300718748
2022-07-04,6,0,1.6779883325000005
2022-07-05,18,0,2.5514104439687504
2022-07-06,28,0,1.4075527801468752
2022-07-07,13,0,1.45231250838125
2022-07-08,28,0,2.464236709079688
2022-07-09,9,1,-0.6226579752218748
2022-07-10,2,0,-0.3499935376796871
2022-07-11,29,0,1.7792680700000003
2022-07-12,21,0,2.62703726021875
2022-07-13,101,1,1.46763568838125
2022-07-14,20,0,2.5019933863609376
2022-07-15,13,0,2.4139595801468747
2022-07-16,4,0,0.3682763558812501
2022-07-17,1,0,-0.46169583260781233
2022-07-18,52,0,4.71360557
2022-07-19,28,0,8.282420510218751
2022-07-20,29,0,10.69881117588125
2022-07-21,23,0,-0.8807170598890637
2022-07-22,19,0,3.9082417546312502
2022-07-23,1,0,-0.21854144290468724
2022-07-24,1,0,-0.8470756831234361
2022-07-25,12,0,8.416111053714063
2022-07-26,15,1,4.646441768671876
2022-07-27,23,0,3.6193583026796876
2022-07-28,17,0,1.6900700622390625
2022-07-29,13,0,0.9390524628031256
2022-07-30,3,0,-0.8138598638640618
2022-07-31,8,1,-0.5455336881953115
2022-08-01,13,1,2.6132145562140634
2022-08-02,12,0,2.391837692859376
2022-08-03,15,3,6.304812430332813
2022-08-04,17,0,2.9216602059562495
2022-08-05,13,0,0.04462590577343728
2022-08-06,3,0,-0.6341709336390624
2022-08-07,8,1,-0.4082714925718743
2022-08-08,22,0,2.703265623750001
2022-08-09,17,0,1.4607503847031253
2022-08-10,18,0,5.4646778295953125
2022-08-11,22,0,10.074788453782812
2022-08-12,21,0,2.402853583935937
2022-08-13,3,3,-1.1988389731593754
2022-08-14,2,1,-0.6975933900359372
2022-08-15,10,0,6.502406886250001
2022-08-16,18,0,1.9102013434531258
2022-08-17,6,0,4.064855501360938
2022-08-18,7,0,3.916613708084375
2022-08-19,1,3,5.8448431566125
2022-08-20,4,0,-1.3729653799578125
2022-08-21,7,0,-0.7348922476437494
2022-08-22,24,1,0.49946183875000083
2022-08-23,24,0,1.5087094076406262
2022-08-24,23,0,4.433407299451563
2022-08-25,12,0,4.160859308564063
2022-08-26,26,1,2.0298457984921874
2022-08-27,2,0,0.16608579621093744
2022-08-28,7,4,-0.5849999802515621
2022-08-29,12,3,3.6481860287500005
2022-08-30,15,2,2.3313629819843755
2022-08-31,11,1,0.30217322768281274
2022-09-01,7,3,1.4752894611000003
2022-09-02,5,1,2.450571070992188
2022-09-03,3,1,-0.6267473979765622
2022-09-04,1,0,-0.34842567062343716
2022-09-05,12,0,0.7647985749640629
2022-09-06,21,1,1.7210626466875005
2022-09-07,18,0,6.606931679559375
2022-09-08,41,2,5.085061699376562
2022-09-09,11,0,2.946520932682812
2022-09-10,0,0,-0.9724443941187504
2022-09-11,1,0,-0.566229570107812
2022-09-12,16,0,3.6117900287500007
2022-09-13,15,2,3.2967597069843757
2022-09-14,15,4,5.171369572682813
2022-09-15,16,5,1.9030138763187499
2022-09-16,19,0,6.072773369154688
2022-09-17,0,0,-0.2417833672781251
2022-09-18,5,3,-0.7751854601437496
2022-09-19,32,1,4.499789165000001
2022-09-20,15,0,2.1168921379375005
2022-09-21,22,0,9.16360337279375
2022-09-22,23,5,4.4899627855125
2022-09-23,15,5,3.5912715594874998
2022-09-24,3,0,-1.3008396949671877
2022-09-25,2,0,-0.7851455932671866
2022-09-26,16,3,0.4690041287140637
2022-09-27,32,2,3.4872442211718764
2022-09-28,36,0,4.213808010773438
2022-09-29,31,3,0.038248072235937625
2022-09-30,37,0,3.343470615296875
2022-10-01,18,0,-0.7845014302937499
2022-10-02,8,1,-0.4314357751796869
2022-10-03,10,0,0.7210120037500005
2022-10-04,13,6,4.681480089484376
2022-10-05,10,3,4.275230401651562
2022-10-06,25,0,0.10132127852812478
2022-10-07,19,0,3.4159001393046875
2022-10-08,2,0,-0.7536013545984375
2022-10-09,4,0,-0.4391536726437494
2022-10-10,22,0,5.707849991250001
2022-10-11,31,1,5.170386393234375
2022-10-12,13,0,0.9406620886359374
2022-10-13,47,0,2.2054224259921877
2022-10-14,14,1,5.219087639304687
2022-10-15,16,0,-1.0593476045984374
2022-10-16,6,0,-0.6060929851437495
2022-10-17,24,0,1.5892447475000007
2022-10-18,47,0,8.477378669406251
2022-10-19,35,1,0.7438230766906249
2022-10-20,39,0,6.156217095003125
2022-10-21,42,0,-0.19988982161875035
2022-10-22,25,0,-0.7728024357015619
2022-10-23,14,0,-0.5075928902156244
2022-10-24,55,1,5.653983495000001
2022-10-25,58,1,7.121216332718751
2022-10-26,17,5,3.6966492477874997
2022-10-27,39,0,1.7834558148953121
2022-10-28,48,2,0.028155407568750013
2022-10-29,16,0,-0.7078607807671867
2022-10-30,20,0,0.5498825724640635
2022-10-31,23,0,0.5570704725000009
2022-11-01,8,1,2.5740177394062504
2022-11-02,25,0,1.3884891119093754
2022-11-03,37,0,7.454362013384375
2022-11-04,16,0,3.905927852023437
2022-11-05,1,0,-1.0430311331234379
2022-11-06,6,0,-0.5753298112859374
2022-11-07,19,0,6.599818453234375
2022-11-08,20,0,5.990181220698438
