,opencv/opencv,scikit-image/scikit-image,davisking/dlib
2018-12-05,13,0,1
2018-12-06,5,0,2
2018-12-07,5,7,0
2018-12-08,3,0,0
2018-12-09,3,4,0
2018-12-10,2,0,0
2018-12-11,3,0,1
2018-12-12,11,2,0
2018-12-13,8,0,0
2018-12-14,11,0,0
2018-12-15,2,2,0
2018-12-16,3,0,0
2018-12-17,5,1,0
2018-12-18,11,18,0
2018-12-19,10,22,0
2018-12-20,5,16,0
2018-12-21,18,2,0
2018-12-22,6,0,0
2018-12-23,1,0,0
2018-12-24,4,1,0
2018-12-25,8,1,0
2018-12-26,8,8,0
2018-12-27,3,1,0
2018-12-28,2,3,0
2018-12-29,0,1,0
2018-12-30,0,2,0
2018-12-31,1,1,0
2019-01-01,0,1,0
2019-01-02,3,2,0
2019-01-03,3,1,0
2019-01-04,2,2,0
2019-01-05,1,3,1
2019-01-06,1,2,4
2019-01-07,1,0,0
2019-01-08,2,9,2
2019-01-09,15,2,2
2019-01-10,3,6,0
2019-01-11,3,2,0
2019-01-12,1,0,0
2019-01-13,4,0,0
2019-01-14,3,1,0
2019-01-15,5,5,0
2019-01-16,5,0,0
2019-01-17,7,14,0
2019-01-18,9,2,0
2019-01-19,1,1,0
2019-01-20,1,0,2
2019-01-21,8,0,0
2019-01-22,3,1,0
2019-01-23,0,2,0
2019-01-24,6,4,0
2019-01-25,7,1,0
2019-01-26,0,1,0
2019-01-27,0,2,0
2019-01-28,5,3,0
2019-01-29,4,3,0
2019-01-30,4,0,0
2019-01-31,3,2,0
2019-02-01,8,7,0
2019-02-02,1,3,0
2019-02-03,0,2,0
2019-02-04,1,7,0
2019-02-05,5,2,0
2019-02-06,4,1,0
2019-02-07,8,1,1
2019-02-08,19,1,0
2019-02-09,3,5,0
2019-02-10,0,6,0
2019-02-11,8,5,0
2019-02-12,10,1,0
2019-02-13,6,1,0
2019-02-14,14,4,0
2019-02-15,4,7,0
2019-02-16,0,5,0
2019-02-17,0,0,0
2019-02-18,10,3,1
2019-02-19,13,0,0
2019-02-20,4,6,6
2019-02-21,8,1,0
2019-02-22,7,2,0
2019-02-23,5,2,0
2019-02-24,0,2,0
2019-02-25,8,5,0
2019-02-26,11,7,1
2019-02-27,4,1,0
2019-02-28,4,3,0
2019-03-01,10,2,0
2019-03-02,4,2,1
2019-03-03,3,0,3
2019-03-04,12,2,3
2019-03-05,17,1,0
2019-03-06,4,1,0
2019-03-07,13,3,0
2019-03-08,1,5,3
2019-03-09,2,3,0
2019-03-10,1,0,8
2019-03-11,18,0,0
2019-03-12,9,7,0
2019-03-13,16,3,0
2019-03-14,9,1,1
2019-03-15,9,0,4
2019-03-16,2,0,0
2019-03-17,0,0,1
2019-03-18,12,0,7
2019-03-19,10,4,6
2019-03-20,9,0,0
2019-03-21,9,0,0
2019-03-22,5,0,0
2019-03-23,1,0,0
2019-03-24,1,0,0
2019-03-25,5,3,0
2019-03-26,7,4,0
2019-03-27,5,0,0
2019-03-28,9,4,1
2019-03-29,4,0,0
2019-03-30,3,1,0
2019-03-31,15,0,0
2019-04-01,9,0,0
2019-04-02,19,3,0
2019-04-03,9,10,0
2019-04-04,6,1,1
2019-04-05,8,0,0
2019-04-06,3,0,0
2019-04-07,4,0,1
2019-04-08,4,0,0
2019-04-09,1,0,0
2019-04-10,2,0,0
2019-04-11,4,0,0
2019-04-12,10,8,0
2019-04-13,5,0,0
2019-04-14,3,2,3
2019-04-15,6,2,0
2019-04-16,13,2,0
2019-04-17,6,1,0
2019-04-18,1,0,0
2019-04-19,4,0,1
2019-04-20,4,0,0
2019-04-21,3,1,0
2019-04-22,14,0,0
2019-04-23,3,7,0
2019-04-24,7,0,0
2019-04-25,2,4,0
2019-04-26,10,1,2
2019-04-27,3,1,1
2019-04-28,0,1,0
2019-04-29,9,2,0
2019-04-30,15,2,0
2019-05-01,4,3,0
2019-05-02,1,0,0
2019-05-03,3,0,0
2019-05-04,1,0,1
2019-05-05,4,0,2
2019-05-06,2,0,0
2019-05-07,11,0,0
2019-05-08,1,0,0
2019-05-09,0,0,0
2019-05-10,0,3,0
2019-05-11,0,3,0
2019-05-12,0,2,0
2019-05-13,1,1,0
2019-05-14,13,5,1
2019-05-15,12,4,0
2019-05-16,7,2,1
2019-05-17,4,4,2
2019-05-18,3,0,0
2019-05-19,2,5,0
2019-05-20,6,1,4
2019-05-21,2,0,0
2019-05-22,12,0,0
2019-05-23,9,1,0
2019-05-24,5,0,0
2019-05-25,2,3,1
2019-05-26,3,1,0
2019-05-27,23,2,0
2019-05-28,5,6,0
2019-05-29,11,1,0
2019-05-30,6,0,0
2019-05-31,2,1,0
2019-06-01,0,2,1
2019-06-02,3,3,3
2019-06-03,11,3,0
2019-06-04,15,2,0
2019-06-05,7,1,0
2019-06-06,9,0,0
2019-06-07,13,0,0
2019-06-08,5,0,1
2019-06-09,2,11,1
2019-06-10,6,0,0
2019-06-11,16,0,0
2019-06-12,1,0,0
2019-06-13,5,17,0
2019-06-14,17,1,0
2019-06-15,4,0,0
2019-06-16,2,0,0
2019-06-17,3,0,0
2019-06-18,0,3,0
2019-06-19,1,48,0
2019-06-20,13,22,0
2019-06-21,12,1,0
2019-06-22,6,0,0
2019-06-23,3,0,0
2019-06-24,7,9,0
2019-06-25,8,2,0
2019-06-26,14,2,1
2019-06-27,7,0,0
2019-06-28,12,9,0
2019-06-29,7,0,0
2019-06-30,3,7,0
2019-07-01,7,3,0
2019-07-02,13,0,0
2019-07-03,7,0,0
2019-07-04,10,2,1
2019-07-05,2,2,1
2019-07-06,3,8,0
2019-07-07,2,2,0
2019-07-08,1,0,0
2019-07-09,7,5,0
2019-07-10,0,4,0
2019-07-11,2,2,0
2019-07-12,7,3,1
2019-07-13,0,12,0
2019-07-14,0,7,0
2019-07-15,3,1,0
2019-07-16,17,2,0
2019-07-17,1,1,0
2019-07-18,11,0,0
2019-07-19,8,1,2
2019-07-20,3,8,0
2019-07-21,3,1,0
2019-07-22,2,3,0
2019-07-23,1,3,0
2019-07-24,5,2,0
2019-07-25,14,4,0
2019-07-26,4,1,0
2019-07-27,3,13,2
2019-07-28,3,0,0
2019-07-29,1,10,1
2019-07-30,9,1,0
2019-07-31,3,3,0
2019-08-01,5,5,0
2019-08-02,4,0,0
2019-08-03,1,1,0
2019-08-04,4,2,0
2019-08-05,21,3,0
2019-08-06,7,0,0
2019-08-07,6,0,0
2019-08-08,10,0,0
2019-08-09,5,3,0
2019-08-10,0,4,0
