,bitcoin/bitcoin,libbitcoin/libbitcoin-system,bitcoinj/bitcoinj
2024-05-23,16,3,0
2024-05-24,9,7,0
2024-05-25,0,14,0
2024-05-26,0,1,0
2024-05-27,1,2,0
2024-05-28,3,7,0
2024-05-29,10,13,0
2024-05-30,16,9,0
2024-05-31,6,4,0
2024-06-01,0,5,6
2024-06-02,4,6,0
2024-06-03,11,3,0
2024-06-04,9,3,0
2024-06-05,18,1,0
2024-06-06,11,1,0
2024-06-07,19,0,0
2024-06-08,3,0,0
2024-06-09,3,2,0
2024-06-10,21,0,0
2024-06-11,14,0,0
2024-06-12,18,2,0
2024-06-13,17,1,0
2024-06-14,12,1,0
2024-06-15,0,0,0
2024-06-16,1,0,0
2024-06-17,12,1,0
2024-06-18,22,2,0
2024-06-19,7,0,0
2024-06-20,10,0,0
2024-06-21,18,2,0
2024-06-22,2,1,0
2024-06-23,0,0,1
2024-06-24,5,0,2
2024-06-25,7,0,1
2024-06-26,20,1,1
2024-06-27,17,0,5
2024-06-28,4,4,1
2024-06-29,1,4,0
2024-06-30,2,1,0
2024-07-01,39,1,1
2024-07-02,21,8,0
2024-07-03,5,3,0
2024-07-04,11,2,0
2024-07-05,8,1,0
2024-07-06,5,4,0
2024-07-07,0,23,0
2024-07-08,11,13,0
2024-07-09,13,3,0
2024-07-10,7,2,0
2024-07-11,14,0,0
2024-07-12,9,0,2
2024-07-13,1,0,0
2024-07-14,3,1,1
2024-07-15,11,8,1
2024-07-16,25,6,0
2024-07-17,11,2,0
2024-07-18,14,2,0
2024-07-19,18,0,0
2024-07-20,3,0,0
2024-07-21,0,3,0
2024-07-22,14,6,0
2024-07-23,19,0,0
2024-07-24,20,0,0
2024-07-25,32,0,1
2024-07-26,13,4,0
2024-07-27,1,0,0
2024-07-28,1,2,0
2024-07-29,5,0,0
2024-07-30,17,1,0
2024-07-31,24,3,0
2024-08-01,12,5,1
2024-08-02,30,0,3
2024-08-03,6,1,11
2024-08-04,11,2,0
2024-08-05,33,2,2
2024-08-06,16,2,0
2024-08-07,14,2,0
2024-08-08,18,0,0
2024-08-09,14,0,0
2024-08-10,3,0,0
2024-08-11,1,0,0
2024-08-12,23,7,0
2024-08-13,15,2,0
2024-08-14,15,6,0
2024-08-15,4,0,2
2024-08-16,83,0,0
2024-08-17,0,0,0
2024-08-18,0,7,0
