,square/okhttp,jetty/jetty.project,apache/httpcomponents-client
2024-02-18,-0.03175570551562491,0,0
2024-02-19,-0.02753547856718743,5,0
2024-02-20,-0.016797705071874957,4,0
2024-02-21,0.0,8,0
2024-02-22,0.0,4,0
2024-02-23,0.0,5,2
2024-02-24,0.0,0,0
2024-02-25,0.0,0,0
2024-02-26,0.0,9,0
2024-02-27,0.0,9,0
2024-02-28,0.0,7,0
2024-02-29,0.0,6,2
2024-03-01,0.0,9,0
2024-03-02,0.0,2,0
2024-03-03,0.0,0,0
2024-03-04,0.0,0,0
2024-03-05,0.0,1,0
2024-03-06,1.0,2,1
2024-03-07,-0.10000000000000009,0,0
2024-03-08,-0.04500000000000003,0,0
2024-03-09,-0.028500000000000022,0,0
2024-03-10,-0.020662499999999924,0,0
2024-03-11,-0.016116749999999947,0,1
2024-03-12,-0.01316201249999996,1,0
2024-03-13,-0.011093696249999967,8,0
2024-03-14,-0.009568313015624975,0,0
2024-03-15,-0.008398852535937478,1,0
2024-03-16,0.0,0,0
2024-03-17,1.0,0,0
2024-03-18,-0.10000000000000009,0,1
2024-03-19,-0.04500000000000003,5,0
2024-03-20,-0.028500000000000022,3,0
2024-03-21,-0.020662499999999924,2,0
2024-03-22,0.9838832500000001,3,0
2024-03-23,0.8868379875,0,0
2024-03-24,0.8439063037499999,5,0
2024-03-25,-0.18306831301562512,11,0
2024-03-26,-0.10256135253593746,4,0
2024-03-27,-0.0652792499999999,11,0
2024-03-28,-0.04994126249999983,4,0
2024-03-29,-0.040372458749999875,7,0
2024-03-30,-0.0338240217656249,3,0
2024-03-31,1.9709391381984376,0,0
2024-04-01,5.7820328344484375,10,0
2024-04-02,2.301601147464062,10,1
2024-04-03,1.3729999999999996,4,1
2024-04-04,0.4526749999999997,7,0
2024-04-05,1.5682915000000004,1,0
2024-04-06,8.512987975,0,0
2024-04-07,-1.2093347175000002,0,0
2024-04-08,-0.6400808410312497,0,0
2024-04-09,0.5522455530843754,1,1
2024-04-10,0.567356540737501,1,0
2024-04-11,1.628198345110938,2,0
2024-04-12,0.5594884769125003,1,0
2024-04-13,-0.36654124481718725,1,0
2024-04-14,1.7583082277875004,0,0
2024-04-15,3.6253065646765625,2,0
2024-04-16,-0.5671517087500002,2,0
2024-04-17,3.6998972157343752,9,0
2024-04-18,2.391358429448437,7,0
2024-04-19,-0.6335126748171874,5,0
2024-04-20,0.6338429569125001,0,0
2024-04-21,-0.3513842950359371,0,0
2024-04-22,-0.23496591103124945,7,0
2024-04-23,-0.18456925713437458,7,0
2024-04-24,0.8618812673562504,10,0
2024-04-25,-0.18767109081249983,2,1
2024-04-26,-0.12046236169062483,5,0
2024-04-27,-0.06479025385781242,0,0
2024-04-28,-0.0302308130156249,0,1
2024-04-29,0.9754843974640626,0,0
2024-04-30,-0.11316201250000005,3,0
2024-05-01,-0.05609369625,7,0
2024-05-02,-0.038068313015624994,11,0
2024-05-03,-0.029061352535937404,13,0
2024-05-04,-0.016116749999999947,6,0
2024-05-05,-0.01316201249999996,0,0
2024-05-06,-0.011093696249999967,2,0
2024-05-07,-0.009568313015624975,3,0
2024-05-08,-0.008398852535937478,0,0
2024-05-09,0.0,0,0
2024-05-10,0.0,3,0
2024-05-11,0.0,0,0
2024-05-12,0.0,2,0
2024-05-13,1.0,6,0
2024-05-14,0.8999999999999999,3,0
2024-05-15,-0.14500000000000013,0,0
2024-05-16,-0.07350000000000005,4,1
2024-05-17,-0.04916249999999994,1,0
2024-05-18,-0.036779249999999875,0,0
2024-05-19,-0.02927876249999991,1,0
2024-05-20,-0.024255708749999928,7,0
2024-05-21,-0.02066200926562494,2,0
2024-05-22,-0.017967165551562456,7,2
2024-05-23,-0.008398852535937478,10,0
2024-05-24,0.0,0,0
2024-05-25,0.0,1,0
2024-05-26,0.0,0,0
2024-05-27,0.0,14,0
2024-05-28,0.0,5,0
2024-05-29,0.0,1,0
2024-05-30,0.0,6,0
2024-05-31,0.0,0,0
2024-06-01,0.0,0,0
2024-06-02,0.0,1,0
2024-06-03,0.0,1,0
2024-06-04,0.0,8,0
2024-06-05,0.0,0,1
2024-06-06,0.0,1,1
2024-06-07,0.0,0,0
2024-06-08,0.0,0,0
2024-06-09,0.0,0,0
2024-06-10,0.0,1,2
2024-06-11,0.0,5,0
2024-06-12,0.0,10,0
2024-06-13,0.0,8,0
2024-06-14,0.0,2,0
2024-06-15,0.0,0,0
2024-06-16,0.0,0,0
2024-06-17,0.0,2,0
2024-06-18,0.0,5,0
2024-06-19,0.0,15,0
2024-06-20,1.0,10,1
2024-06-21,-0.10000000000000009,16,4
2024-06-22,1.955,1,2
2024-06-23,0.7714999999999999,1,0
2024-06-24,-0.21066250000000009,13,0
2024-06-25,-0.11811675000000002,7,0
2024-06-26,-0.08298701249999983,4,2
2024-06-27,-0.06398969624999978,29,4
2024-06-28,-0.052009088015624844,4,0
2024-06-29,-0.04374825753593737,0,0
2024-06-30,-0.030230322281249916,0,0
2024-07-01,-0.026366018087499932,3,0
2024-07-02,-0.008398852535937478,1,0
2024-07-03,0.0,5,0
2024-07-04,0.0,1,0
2024-07-05,0.0,5,0
2024-07-06,1.0,0,0
2024-07-07,-0.10000000000000009,0,0
2024-07-08,-0.04500000000000003,9,0
2024-07-09,-0.028500000000000022,5,0
2024-07-10,-0.020662499999999924,5,0
2024-07-11,-0.016116749999999947,2,0
2024-07-12,-0.01316201249999996,4,0
2024-07-13,-0.011093696249999967,0,0
2024-07-14,-0.009568313015624975,1,0
2024-07-15,-0.008398852535937478,6,1
2024-07-16,0.0,12,0
2024-07-17,0.0,3,0
2024-07-18,0.0,6,0
2024-07-19,0.0,7,0
2024-07-20,0.0,0,0
2024-07-21,0.0,0,0
2024-07-22,0.0,3,0
2024-07-23,0.0,5,0
2024-07-24,0.0,8,0
2024-07-25,0.0,12,0
2024-07-26,0.0,1,0
2024-07-27,0.0,2,0
2024-07-28,0.0,1,0
2024-07-29,0.0,2,0
2024-07-30,0.0,3,0
2024-07-31,0.0,1,0
2024-08-01,0.0,3,0
2024-08-02,0.0,4,0
2024-08-03,0.0,7,1
2024-08-04,0.0,4,0
2024-08-05,0.0,3,1
2024-08-06,0.0,0,0
2024-08-07,0.0,7,0
2024-08-08,0.0,0,0
2024-08-09,0.0,0,0
2024-08-10,0.0,0,0
2024-08-11,0.0,0,1
2024-08-12,0.0,2,0
2024-08-13,0.0,8,0
2024-08-14,0.0,7,0
2024-08-15,0.0,1,0
2024-08-16,0.0,2,1
2024-08-17,0.0,0,5
2024-08-18,0.0,0,1
2024-08-19,0.0,0,2
2024-08-20,0.0,7,1
2024-08-21,0.0,12,0
2024-08-22,0.0,15,2
2024-08-23,0.0,26,1
2024-08-24,0.0,1,2
