,ionic-team/ionic-framework,flutter/flutter,NativeScript/NativeScript
2024-01-21,0,4,1
2024-01-22,1,23,0
2024-01-23,2,25,0
2024-01-24,5,33,0
2024-01-25,7,26,0
2024-01-26,5,28,0
2024-01-27,0,8,0
2024-01-28,0,0,0
2024-01-29,1,25,0
2024-01-30,3,23,0
2024-01-31,12,39,0
2024-02-01,3,30,0
2024-02-02,4,14,0
2024-02-03,0,4,0
2024-02-04,0,2,0
2024-02-05,3,7,0
2024-02-06,6,11,0
2024-02-07,8,35,0
2024-02-08,3,24,0
2024-02-09,2,23,0
2024-02-10,0,10,1
2024-02-11,0,3,0
2024-02-12,1,14,1
2024-02-13,9,21,0
2024-02-14,10,20,0
2024-02-15,3,13,1
2024-02-16,0,24,0
2024-02-17,0,12,0
2024-02-18,0,5,0
2024-02-19,0,8,0
2024-02-20,0,24,0
2024-02-21,3,22,0
2024-02-22,7,21,0
2024-02-23,0,22,1
2024-02-24,0,11,0
2024-02-25,0,0,0
2024-02-26,1,18,0
2024-02-27,0,16,0
2024-02-28,6,18,0
2024-02-29,2,30,0
2024-03-01,2,19,0
2024-03-02,0,2,0
2024-03-03,0,1,0
2024-03-04,1,17,0
2024-03-05,0,19,0
2024-03-06,14,20,0
2024-03-07,2,24,0
2024-03-08,1,12,0
2024-03-09,1,16,0
2024-03-10,0,3,0
2024-03-11,1,11,0
2024-03-12,9,18,0
2024-03-13,15,22,0
2024-03-14,2,21,0
2024-03-15,4,14,0
2024-03-16,1,15,0
2024-03-17,0,3,0
2024-03-18,3,20,0
2024-03-19,7,21,0
2024-03-20,17,18,0
2024-03-21,3,24,0
2024-03-22,1,17,0
2024-03-23,0,10,0
2024-03-24,0,5,0
2024-03-25,1,22,0
2024-03-26,0,16,0
2024-03-27,13,16,0
2024-03-28,0,17,0
2024-03-29,0,20,0
2024-03-30,0,8,0
2024-03-31,0,4,0
2024-04-01,3,17,0
2024-04-02,4,19,4
2024-04-03,11,36,1
2024-04-04,1,26,0
2024-04-05,1,21,0
2024-04-06,0,6,1
2024-04-07,0,1,2
2024-04-08,2,19,6
2024-04-09,4,12,0
2024-04-10,13,12,0
2024-04-11,0,20,0
2024-04-12,1,15,0
2024-04-13,0,1,0
2024-04-14,0,1,0
2024-04-15,2,10,7
2024-04-16,0,20,3
2024-04-17,14,31,0
2024-04-18,1,26,0
2024-04-19,1,27,1
2024-04-20,0,8,0
2024-04-21,0,4,0
2024-04-22,0,9,0
2024-04-23,5,36,3
2024-04-24,5,17,1
2024-04-25,3,18,0
2024-04-26,1,17,0
2024-04-27,0,8,0
2024-04-28,0,4,0
2024-04-29,4,10,0
2024-04-30,1,14,0
2024-05-01,15,19,1
2024-05-02,1,24,2
2024-05-03,3,22,0
2024-05-04,0,3,0
2024-05-05,0,7,0
2024-05-06,3,17,2
2024-05-07,2,33,2
2024-05-08,2,23,0
2024-05-09,0,13,0
2024-05-10,3,18,0
2024-05-11,0,5,0
2024-05-12,0,1,0
2024-05-13,0,17,0
2024-05-14,1,26,0
2024-05-15,8,12,0
2024-05-16,0,21,0
2024-05-17,0,13,0
2024-05-18,0,5,0
2024-05-19,0,1,0
2024-05-20,0,26,0
2024-05-21,0,24,0
2024-05-22,8,24,0
2024-05-23,0,23,1
2024-05-24,0,16,0
2024-05-25,0,5,0
2024-05-26,0,1,0
2024-05-27,0,9,0
2024-05-28,1,17,0
2024-05-29,0,19,0
2024-05-30,0,26,0
2024-05-31,2,21,0
2024-06-01,0,3,0
2024-06-02,0,0,0
2024-06-03,0,16,0
2024-06-04,1,12,0
2024-06-05,6,16,0
2024-06-06,0,27,0
2024-06-07,0,20,0
2024-06-08,0,2,0
2024-06-09,0,0,0
2024-06-10,0,16,0
2024-06-11,1,4,0
2024-06-12,8,21,0
2024-06-13,0,18,0
2024-06-14,0,8,0
2024-06-15,0,2,0
