,mrdoob/three.js,BabylonJS/Babylon.js,playcanvas/engine
2022-01-09,0,1,0
2022-01-10,6,38,0
2022-01-11,11,33,5
2022-01-12,7,36,1
2022-01-13,16,12,1
2022-01-14,9,23,1
2022-01-15,2,0,2
2022-01-16,0,0,0
2022-01-17,3,13,3
2022-01-18,13,10,4
2022-01-19,19,3,5
2022-01-20,12,25,0
2022-01-21,6,15,2
2022-01-22,2,1,2
2022-01-23,1,2,0
2022-01-24,9,32,0
2022-01-25,20,31,0
2022-01-26,14,27,8
2022-01-27,19,33,8
2022-01-28,10,11,8
2022-01-29,2,1,3
2022-01-30,3,0,1
2022-01-31,21,7,8
2022-02-01,3,16,4
2022-02-02,16,10,0
2022-02-03,3,37,2
2022-02-04,10,6,4
2022-02-05,3,5,2
2022-02-06,10,0,1
2022-02-07,4,20,2
2022-02-08,2,27,2
2022-02-09,5,11,3
2022-02-10,7,15,3
2022-02-11,13,4,3
2022-02-12,0,0,4
2022-02-13,2,1,0
2022-02-14,15,15,1
2022-02-15,4,7,3
2022-02-16,1,6,2
2022-02-17,10,18,0
2022-02-18,7,19,1
2022-02-19,1,3,0
2022-02-20,0,3,0
2022-02-21,3,25,2
2022-02-22,10,34,1
2022-02-23,19,27,2
2022-02-24,11,17,6
2022-02-25,3,13,7
2022-02-26,3,3,0
2022-02-27,0,2,0
2022-02-28,7,13,2
2022-03-01,15,7,5
2022-03-02,5,11,8
2022-03-03,12,18,2
2022-03-04,3,14,2
2022-03-05,3,1,0
2022-03-06,0,0,0
2022-03-07,3,23,2
2022-03-08,4,28,2
2022-03-09,13,27,2
2022-03-10,5,8,5
2022-03-11,1,9,0
2022-03-12,4,0,1
2022-03-13,6,3,0
2022-03-14,3,30,4
2022-03-15,8,11,7
2022-03-16,4,72,2
2022-03-17,0,25,2
2022-03-18,1,37,2
2022-03-19,2,8,0
2022-03-20,0,3,0
2022-03-21,5,41,0
2022-03-22,11,31,4
2022-03-23,7,40,2
2022-03-24,5,29,1
2022-03-25,0,30,0
2022-03-26,3,1,1
2022-03-27,0,0,0
2022-03-28,2,33,3
2022-03-29,0,16,3
2022-03-30,4,19,0
2022-03-31,17,40,0
2022-04-01,5,37,3
2022-04-02,3,0,2
2022-04-03,0,0,1
2022-04-04,3,6,7
2022-04-05,10,7,2
2022-04-06,8,8,5
2022-04-07,5,7,3
2022-04-08,8,8,2
2022-04-09,0,5,0
2022-04-10,0,0,1
2022-04-11,5,13,1
2022-04-12,2,16,2
2022-04-13,4,6,0
2022-04-14,1,7,0
2022-04-15,3,1,0
2022-04-16,0,0,0
2022-04-17,0,0,0
2022-04-18,0,4,0
2022-04-19,1,4,1
2022-04-20,7,8,2
2022-04-21,2,6,0
2022-04-22,2,5,2
2022-04-23,2,0,1
2022-04-24,0,1,0
2022-04-25,2,15,0
2022-04-26,4,5,1
2022-04-27,4,3,4
2022-04-28,2,11,0
2022-04-29,6,4,0
2022-04-30,6,4,0
2022-05-01,2,2,2
2022-05-02,2,2,0
2022-05-03,0,11,0
2022-05-04,0,2,0
2022-05-05,6,19,0
2022-05-06,6,13,0
2022-05-07,3,0,0
2022-05-08,1,0,0
2022-05-09,5,14,0
2022-05-10,4,9,2
2022-05-11,5,10,3
2022-05-12,2,15,1
2022-05-13,0,9,4
2022-05-14,2,2,0
2022-05-15,3,0,2
2022-05-16,2,14,1
2022-05-17,6,14,3
2022-05-18,0,2,2
2022-05-19,2,11,2
2022-05-20,8,8,1
2022-05-21,3,4,0
2022-05-22,1,0,0
2022-05-23,8,13,3
2022-05-24,3,15,1
2022-05-25,17,9,1
2022-05-26,18,8,4
2022-05-27,2,8,0
2022-05-28,1,0,0
2022-05-29,0,0,0
2022-05-30,6,22,4
2022-05-31,3,11,15
2022-06-01,3,18,4
2022-06-02,2,4,0
2022-06-03,6,1,0
2022-06-04,1,0,0
2022-06-05,0,0,0
2022-06-06,0,2,3
2022-06-07,5,6,2
2022-06-08,3,4,1
2022-06-09,6,4,3
2022-06-10,0,1,4
2022-06-11,0,3,0
2022-06-12,0,2,0
2022-06-13,10,10,0
2022-06-14,4,15,2
2022-06-15,3,5,0
2022-06-16,0,8,2
2022-06-17,7,5,2
2022-06-18,0,4,0
2022-06-19,0,0,0
2022-06-20,5,7,2
2022-06-21,3,12,8
2022-06-22,1,4,8
2022-06-23,0,11,4
2022-06-24,1,3,4
2022-06-25,1,0,0
2022-06-26,0,0,2
2022-06-27,0,3,2
2022-06-28,15,11,4
2022-06-29,5,7,5
2022-06-30,4,23,5
2022-07-01,0,0,2
2022-07-02,0,0,0
2022-07-03,0,0,0
2022-07-04,8,1,4
2022-07-05,2,2,1
2022-07-06,0,4,1
2022-07-07,8,9,2
2022-07-08,3,2,7
2022-07-09,0,0,0
2022-07-10,0,2,0
2022-07-11,0,3,8
2022-07-12,7,10,3
2022-07-13,1,5,1
2022-07-14,0,9,5
2022-07-15,2,6,7
2022-07-16,0,3,0
2022-07-17,1,0,1
2022-07-18,6,14,2
2022-07-19,5,9,5
2022-07-20,1,8,1
2022-07-21,1,12,0
2022-07-22,2,6,4
2022-07-23,1,0,0
2022-07-24,0,0,0
2022-07-25,2,9,4
2022-07-26,1,13,3
2022-07-27,4,4,0
2022-07-28,15,9,2
2022-07-29,1,7,0
2022-07-30,0,0,0
2022-07-31,0,1,1
2022-08-01,3,12,8
2022-08-02,12,4,0
2022-08-03,5,8,2
2022-08-04,14,17,6
2022-08-05,3,3,2
2022-08-06,2,0,0
2022-08-07,2,0,0
2022-08-08,1,13,1
2022-08-09,5,19,3
2022-08-10,3,5,1
2022-08-11,3,18,1
2022-08-12,15,8,2
2022-08-13,2,5,0
2022-08-14,0,0,0
2022-08-15,3,13,3
2022-08-16,7,7,4
2022-08-17,4,8,8
2022-08-18,0,14,2
2022-08-19,1,4,2
2022-08-20,0,2,0
2022-08-21,0,0,0
2022-08-22,6,5,2
2022-08-23,8,1,5
2022-08-24,11,7,0
2022-08-25,7,4,6
2022-08-26,2,3,5
2022-08-27,0,0,0
2022-08-28,0,1,0
2022-08-29,9,8,0
2022-08-30,17,19,2
2022-08-31,8,13,0
2022-09-01,0,18,4
2022-09-02,2,19,0
2022-09-03,0,3,0
2022-09-04,0,3,0
2022-09-05,9,22,3
2022-09-06,10,22,1
2022-09-07,1,37,1
2022-09-08,4,20,0
2022-09-09,6,13,3
2022-09-10,0,1,0
2022-09-11,1,0,0
2022-09-12,0,4,0
2022-09-13,12,18,1
2022-09-14,0,21,1
2022-09-15,2,9,1
2022-09-16,0,7,3
2022-09-17,1,1,0
2022-09-18,6,1,0
2022-09-19,9,13,0
2022-09-20,0,13,1
2022-09-21,1,7,3
2022-09-22,2,15,6
2022-09-23,7,22,7
2022-09-24,1,2,0
2022-09-25,3,8,0
2022-09-26,2,17,4
