,cypress-io/cypress,DevExpress/testcafe,seleniumhq/selenium
2023-11-28,2,0,-2.1378334720000005
2023-11-29,4,1,4.9005556735999996
2023-11-30,1,0,-1.9401572351999998
2023-12-01,0,0,10.9917279232
2023-12-02,0,0,-2.0877565951999997
2023-12-03,0,0,2.341087027199999
2023-12-04,0,0,3.1616526336
2023-12-05,4,0,6.9201461248000005
2023-12-06,0,2,14.0915915776
2023-12-07,0,2,8.148592128
2023-12-08,0,0,6.039490457599999
2023-12-09,0,0,-1.7573744639999997
2023-12-10,0,0,-3.2388947968000013
2023-12-11,1,1,6.022575001599999
2023-12-12,1,0,0.9329859584000002
2023-12-13,1,1,4.433139199999999
2023-12-14,3,0,1.0178125824000008
2023-12-15,1,0,0.5327004672000006
2023-12-16,0,0,0.034165452800000606
2023-12-17,0,0,-1.5131003904
2023-12-18,0,0,11.1283109888
2023-12-19,4,4,7.975245824000001
2023-12-20,0,1,7.338684108800001
2023-12-21,0,0,2.0133433344
2023-12-22,2,2,11.752325939199999
2023-12-23,0,0,4.1890740224
2023-12-24,0,0,-4.249825075200001
2023-12-25,0,0,-2.3752721408000017
2023-12-26,5,0,5.327220736
2023-12-27,0,1,8.2978962432
2023-12-28,5,0,4.306755993600001
2023-12-29,4,0,-2.4772491264000003
2023-12-30,0,0,-1.0461722623999998
2023-12-31,0,0,0.4711183360000004
2024-01-01,0,0,5.6670782464
2024-01-02,3,0,-1.1890918400000001
2024-01-03,3,0,7.634525696
2024-01-04,1,0,0.28987115520000106
2024-01-05,4,0,2.0561079296000004
2024-01-06,1,0,0.14372116479999986
2024-01-07,0,0,2.6043518975999995
2024-01-08,1,1,2.3372153856
2024-01-09,5,0,7.2465533952
2024-01-10,5,1,5.2033559552
2024-01-11,4,0,0.028073881600000128
2024-01-12,6,1,2.8275042303999998
2024-01-13,0,0,-2.2390715392000002
2024-01-14,0,0,-0.27069890560000043
2024-01-15,0,1,-0.07914362880000025
2024-01-16,4,0,1.0521928704
2024-01-17,2,0,5.9682530304000005
2024-01-18,3,0,10.9781499904
2024-01-19,2,0,1.4573124607999999
2024-01-20,0,0,6.4014885887999995
2024-01-21,0,0,5.790025728
2024-01-22,5,0,3.552275967999999
2024-01-23,3,0,16.7443198976
2024-01-24,2,0,-0.8473862144000002
2024-01-25,0,0,9.083931955199999
2024-01-26,0,0,2.0321574911999996
2024-01-27,0,0,-3.1009917952000006
2024-01-28,0,0,-2.549898240000001
2024-01-29,1,0,-0.7492566016
2024-01-30,4,0,3.5312154624000005
2024-01-31,0,0,-2.0175996927999984
2024-02-01,2,0,-0.1579105279999995
2024-02-02,2,0,1.1380971520000007
2024-02-03,0,0,-0.9532782591999992
2024-02-04,0,0,-0.45778196479999994
2024-02-05,2,0,1.7388599295999998
2024-02-06,4,0,3.408242688
2024-02-07,0,0,7.884091289600001
2024-02-08,4,0,4.663868928
2024-02-09,4,0,-2.427441152
2024-02-10,0,0,-1.2187167744000007
2024-02-11,0,0,0.1936596991999997
2024-02-12,0,0,0.21940735999999983
2024-02-13,1,0,7.260906496
2024-02-14,1,0,2.8941683712
2024-02-15,4,0,2.9805461504000004
2024-02-16,1,3,0.9439258624000004
2024-02-17,0,1,6.357949747199999
2024-02-18,0,0,-0.48964352000000044
2024-02-19,1,1,8.325575167999999
2024-02-20,3,1,-0.03689482239999986
2024-02-21,1,0,-1.1557566464000004
2024-02-22,6,0,-1.5091013632
2024-02-23,1,0,1.040432128
2024-02-24,0,0,-1.0859412479999997
2024-02-25,0,0,-0.6608591871999997
2024-02-26,0,0,1.5193801728000003
2024-02-27,1,0,-0.7072247807999994
2024-02-28,0,0,-0.39585535999999966
2024-02-29,1,1,0.8113466368000001
2024-03-01,0,0,1.6864772096
2024-03-02,0,0,-0.5598474239999999
2024-03-03,0,0,0.7262036991999998
2024-03-04,1,0,1.63654656
2024-03-05,1,0,0.3984885760000001
2024-03-06,1,0,-0.5044395008000001
2024-03-07,0,0,0.7326156799999999
2024-03-08,2,0,2.611022848
2024-03-09,0,0,0.1736544256000001
2024-03-10,0,0,1.4037409791999997
2024-03-11,4,0,5.273730048
2024-03-12,9,0,-1.5925074944
2024-03-13,1,0,3.2540367871999996
2024-03-14,1,0,5.7285815295999996
2024-03-15,0,1,12.941731328
2024-03-16,0,0,-4.018632806399999
2024-03-17,0,0,-0.8786220032000012
2024-03-18,3,0,5.599850905599999
2024-03-19,0,0,0.6442678272000002
2024-03-20,1,0,4.1234354176
2024-03-21,3,0,2.7079301119999997
2024-03-22,0,0,-0.28922818559999985
2024-03-23,0,0,7.3089180672000005
2024-03-24,0,0,-2.8251765759999996
2024-03-25,1,0,28.668622848
2024-03-26,1,0,7.086583705600002
2024-03-27,1,1,6.112375091199999
2024-03-28,0,0,-2.4390495232000013
2024-03-29,4,1,1.3955326975999984
2024-03-30,0,0,-2.295942656000001
2024-03-31,0,0,-2.2719961088000007
2024-04-01,0,1,2.3667390463999993
2024-04-02,4,0,1.9936409600000013
2024-04-03,2,0,2.878804480000001
2024-04-04,0,0,-0.03768360959999928
2024-04-05,0,0,1.5757422592
2024-04-06,0,0,0.6371826688
2024-04-07,0,0,-0.1645936640000003
2024-04-08,0,0,2.1392285695999997
2024-04-09,1,2,2.844726272
2024-04-10,3,0,3.5352725504
2024-04-11,3,0,-0.7656278015999998
2024-04-12,1,0,2.898904064
2024-04-13,0,0,-1.4533920768
2024-04-14,0,0,2.2174594047999996
2024-04-15,1,0,-1.1251017728
2024-04-16,1,0,-0.6254193664000002
2024-04-17,3,0,-0.4461652991999999
2024-04-18,4,0,-0.32125788159999963
2024-04-19,1,0,-0.22104934399999984
2024-04-20,0,0,-0.13130659839999975
2024-04-21,0,0,-0.10065756159999989
2024-04-22,2,1,-0.04316313599999982
2024-04-23,5,1,-0.03740805119999989
2024-04-24,1,0,0.0
2024-04-25,1,2,0.0
2024-04-26,1,0,0.0
2024-04-27,0,0,0.0
2024-04-28,0,0,0.0
2024-04-29,1,1,0.0
2024-04-30,5,1,0.0
2024-05-01,2,0,0.0
2024-05-02,7,0,0.0
2024-05-03,0,0,0.0
2024-05-04,0,0,0.0
2024-05-05,0,0,0.0
2024-05-06,6,0,0.0
2024-05-07,4,0,0.0
2024-05-08,2,0,0.0
2024-05-09,1,0,0.0
2024-05-10,3,0,0.0
2024-05-11,0,0,0.0
2024-05-12,0,0,0.0
2024-05-13,1,0,0.0
2024-05-14,0,0,0.0
2024-05-15,1,0,0.0
2024-05-16,0,0,0.0
2024-05-17,3,0,0.0
2024-05-18,0,0,0.0
2024-05-19,0,0,0.0
2024-05-20,2,0,0.0
2024-05-21,5,0,0.0
2024-05-22,1,0,0.0
2024-05-23,1,0,0.0
2024-05-24,1,0,0.0
2024-05-25,0,0,0.0
2024-05-26,0,0,0.0
2024-05-27,0,0,0.0
2024-05-28,0,0,0.0
2024-05-29,1,0,0.0
2024-05-30,1,0,0.0
2024-05-31,0,0,0.0
2024-06-01,0,0,0.0
2024-06-02,0,0,0.0
2024-06-03,4,1,0.0
2024-06-04,3,1,0.0
2024-06-05,1,0,0.0
2024-06-06,0,0,0.0
2024-06-07,15,0,0.0
2024-06-08,0,0,0.0
2024-06-09,0,0,0.0
2024-06-10,0,1,0.0
2024-06-11,5,1,0.0
2024-06-12,4,0,0.0
2024-06-13,0,0,0.0
2024-06-14,0,0,0.0
2024-06-15,0,0,0.0
2024-06-16,0,0,0.0
2024-06-17,0,0,0.0
2024-06-18,2,0,0.0
2024-06-19,0,0,0.0
2024-06-20,1,0,0.0
2024-06-21,3,0,0.0
2024-06-22,0,0,0.0
2024-06-23,0,0,0.0
2024-06-24,2,0,0.0
2024-06-25,0,1,0.0
2024-06-26,2,0,0.0
2024-06-27,0,1,0.0
2024-06-28,2,1,0.0
2024-06-29,0,0,0.0
2024-06-30,0,0,0.0
2024-07-01,2,1,0.0
2024-07-02,4,0,0.0
2024-07-03,2,1,0.0
2024-07-04,0,0,0.0
2024-07-05,0,0,0.0
2024-07-06,0,0,0.0
2024-07-07,0,0,0.0
2024-07-08,2,0,0.0
2024-07-09,0,0,0.0
2024-07-10,0,0,0.0
2024-07-11,4,0,0.0
2024-07-12,3,0,0.0
2024-07-13,1,0,0.0
2024-07-14,0,0,0.0
2024-07-15,2,0,0.0
2024-07-16,4,0,0.0
2024-07-17,1,0,0.0
2024-07-18,0,1,0.0
2024-07-19,0,0,0.0
