,moby/moby,containerd/containerd,canonical/lxd
2020-07-07,1.0,1,1
2020-07-08,4.0,3,8
2020-07-09,5.0,3,12
2020-07-10,0.0,6,17
2020-07-11,0.0,2,1
2020-07-12,0.0,0,0
2020-07-13,2.0,4,11
2020-07-14,7.0,2,15
2020-07-15,7.0,8,37
2020-07-16,4.0,12,59
2020-07-17,6.0,2,11
2020-07-18,0.0,2,1
2020-07-19,3.0,1,0
2020-07-20,7.0,5,23
2020-07-21,7.0,6,40
2020-07-22,5.0,6,26
2020-07-23,6.0,8,20
2020-07-24,1.0,2,15
2020-07-25,0.0,0,0
2020-07-26,0.0,0,1
2020-07-27,11.0,1,16
2020-07-28,15.0,11,7
2020-07-29,10.0,12,12
2020-07-30,12.0,8,4
2020-07-31,2.0,5,25
2020-08-01,0.0,0,1
2020-08-02,0.0,0,5
2020-08-03,4.0,6,38
2020-08-04,3.0,3,12
2020-08-05,3.0,12,19
2020-08-06,2.0,3,25
2020-08-07,1.0,1,3
2020-08-08,0.0,3,14
2020-08-09,0.0,1,8
2020-08-10,2.0,2,31
2020-08-11,4.0,73,13
2020-08-12,3.0,5,2
2020-08-13,9.0,2,38
2020-08-14,7.0,1,1
2020-08-15,0.0,2,8
2020-08-16,1.0,1,0
2020-08-17,4.0,6,9
2020-08-18,3.0,0,17
2020-08-19,1.0,1,9
2020-08-20,2.0,6,7
2020-08-21,1.0,4,4
2020-08-22,0.0,1,2
2020-08-23,0.0,2,1
2020-08-24,0.0,14,20
2020-08-25,0.0,8,23
2020-08-26,0.0,3,29
2020-08-27,1.0,4,28
2020-08-28,0.0,0,6
2020-08-29,0.0,0,0
2020-08-30,0.0,0,1
2020-08-31,6.0,1,2
2020-09-01,2.0,2,2
2020-09-02,0.0,5,17
2020-09-03,0.0,9,4
2020-09-04,0.0,3,7
2020-09-05,0.0,0,0
2020-09-06,0.0,2,0
2020-09-07,0.0,1,0
2020-09-08,2.0,2,2
2020-09-09,2.0,2,6
2020-09-10,6.0,8,0
2020-09-11,10.0,5,4
2020-09-12,21.0,2,1
2020-09-13,1.0,0,0
2020-09-14,4.0,2,118
2020-09-15,6.0,8,10
2020-09-16,3.0,3,17
2020-09-17,10.0,4,20
2020-09-18,6.0,7,8
2020-09-19,3.0,0,1
2020-09-20,2.0,1,2
2020-09-21,4.0,3,43
2020-09-22,3.0,7,28
2020-09-23,2.0,3,19
2020-09-24,3.0,9,31
2020-09-25,3.0,3,52
2020-09-26,1.0,2,1
2020-09-27,0.0,0,1
2020-09-28,3.0,3,2
2020-09-29,9.0,2,13
2020-09-30,1.0,4,38
2020-10-01,7.0,8,26
2020-10-02,4.0,1,5
2020-10-03,1.0,2,3
2020-10-04,0.0,0,7
2020-10-05,9.0,0,8
2020-10-06,1.0,5,36
2020-10-07,6.0,14,30
2020-10-08,0.0,9,24
2020-10-09,2.0,2,19
2020-10-10,0.0,3,0
2020-10-11,0.0,0,0
2020-10-12,1.0,5,2
2020-10-13,0.0,5,14
2020-10-14,0.0,7,8
2020-10-15,3.0,8,52
2020-10-16,7.0,2,21
2020-10-17,0.0,0,1
2020-10-18,0.0,0,1
2020-10-19,3.0,3,27
2020-10-20,6.0,4,26
2020-10-21,1.0,0,27
2020-10-22,2.0,2,22
2020-10-23,0.0,0,1
2020-10-24,1.0,0,0
2020-10-25,0.0,0,0
2020-10-26,1.0,6,4
2020-10-27,3.0,4,13
2020-10-28,13.0,4,50
2020-10-29,7.0,6,20
2020-10-30,3.0,3,13
2020-10-31,4.0,3,2
2020-11-01,0.0,1,2
2020-11-02,1.0,2,4
2020-11-03,6.0,5,16
2020-11-04,1.0,2,25
2020-11-05,9.0,1,11
2020-11-06,6.0,2,4
2020-11-07,0.0,0,1
2020-11-08,6.0,0,14
2020-11-09,5.0,4,54
2020-11-10,13.0,12,17
2020-11-11,1.0,13,17
2020-11-12,2.0,1,6
2020-11-13,2.0,3,24
2020-11-14,7.0,0,57
2020-11-15,0.0,0,2
2020-11-16,2.0,4,20
2020-11-17,5.0,6,5
2020-11-18,4.0,3,57
2020-11-19,8.0,7,30
2020-11-20,1.0,0,0
2020-11-21,1.0,0,0
2020-11-22,0.0,1,4
2020-11-23,1.0,2,11
2020-11-24,5.0,2,71
2020-11-25,1.0,2,10
2020-11-26,1.0,0,19
2020-11-27,1.0,0,8
2020-11-28,1.0,0,6
2020-11-29,0.0,0,0
2020-11-30,4.0,22,1
2020-12-01,0.0,5,19
2020-12-02,2.0,7,5
2020-12-03,3.0,2,26
2020-12-04,2.0,8,73
2020-12-05,2.0,0,0
2020-12-06,0.0,1,0
2020-12-07,2.0,6,18
2020-12-08,0.0,3,17
2020-12-09,1.0,7,34
2020-12-10,6.0,1,17
2020-12-11,6.0,7,18
2020-12-12,0.0,2,5
2020-12-13,1.0,0,0
2020-12-14,0.0,7,39
2020-12-15,12.0,4,17
2020-12-16,4.0,5,9
2020-12-17,1.0,3,21
2020-12-18,6.0,2,12
2020-12-19,1.0,2,0
2020-12-20,0.0,0,0
2020-12-21,1.0,1,0
2020-12-22,6.0,5,0
2020-12-23,4.0,5,0
2020-12-24,1.0,2,0
2020-12-25,1.0,0,0
2020-12-26,0.0,0,0
2020-12-27,0.0,0,0
2020-12-28,0.0,3,0
2020-12-29,0.0,1,2
2020-12-30,0.0,0,0
2020-12-31,0.0,2,0
2021-01-01,0.0,0,2
2021-01-02,0.0,0,0
2021-01-03,0.0,2,0
2021-01-04,3.0,6,16
2021-01-05,3.0,4,28
2021-01-06,0.0,3,19
2021-01-07,2.0,1,28
2021-01-08,3.0,9,9
2021-01-09,0.0,0,2
2021-01-10,0.0,0,0
2021-01-11,1.0,4,2
2021-01-12,7.0,15,7
2021-01-13,3.0,3,5
2021-01-14,4.0,2,2
2021-01-15,2.0,1,8
2021-01-16,0.0,0,1
2021-01-17,0.0,0,0
2021-01-18,0.0,1,41
2021-01-19,2.0,5,17
2021-01-20,1.0,3,15
2021-01-21,6.0,4,14
2021-01-22,2.0,15,36
2021-01-23,2.0,2,2
2021-01-24,0.0,4,2
2021-01-25,3.0,1,7
2021-01-26,4.0,4,6
2021-01-27,6.0,2,22
2021-01-28,7.0,2,12
2021-01-29,1.0,1,13
2021-01-30,0.0,0,0
2021-01-31,0.0,1,0
2021-02-01,3.0,5,28
2021-02-02,10.0,4,9
2021-02-03,1.0,2,1
2021-02-04,2.0,14,11
