,balderdashy/sails,expressjs/express,hapijs/hapi
2012-06-25,4,2,0
2012-06-26,1,1,0
2012-06-27,0,5,0
2012-06-28,0,0,0
2012-06-29,0,1,0
2012-06-30,0,1,0
2012-07-01,0,0,0
2012-07-02,0,2,0
2012-07-03,0,6,0
2012-07-04,0,3,0
2012-07-05,0,2,0
2012-07-06,0,8,0
2012-07-07,0,0,0
2012-07-08,1,0,0
2012-07-09,0,0,0
2012-07-10,0,0,2
2012-07-11,0,1,0
2012-07-12,0,2,0
2012-07-13,0,4,0
2012-07-14,0,0,0
2012-07-15,0,0,0
2012-07-16,0,2,0
2012-07-17,0,1,0
2012-07-18,0,3,8
2012-07-19,0,0,1
2012-07-20,0,0,5
2012-07-21,0,1,0
2012-07-22,0,0,0
2012-07-23,0,1,1
2012-07-24,4,12,7
2012-07-25,0,1,6
2012-07-26,0,2,1
2012-07-27,0,0,4
2012-07-28,5,0,0
2012-07-29,5,0,0
2012-07-30,7,0,1
2012-07-31,9,0,4
2012-08-01,0,4,4
2012-08-02,6,0,7
2012-08-03,5,2,2
2012-08-04,0,0,0
2012-08-05,6,0,0
2012-08-06,7,0,0
2012-08-07,1,1,0
2012-08-08,0,0,0
2012-08-09,0,4,0
2012-08-10,3,1,0
2012-08-11,1,1,0
2012-08-12,3,0,0
2012-08-13,4,0,0
2012-08-14,1,5,9
2012-08-15,3,0,0
2012-08-16,0,2,10
2012-08-17,0,0,0
2012-08-18,1,0,1
2012-08-19,1,0,3
2012-08-20,2,0,20
2012-08-21,0,0,4
2012-08-22,1,1,14
2012-08-23,0,0,0
2012-08-24,0,0,0
2012-08-25,0,0,0
2012-08-26,0,0,0
2012-08-27,0,0,0
2012-08-28,0,3,0
2012-08-29,0,6,2
2012-08-30,0,3,3
2012-08-31,0,1,19
2012-09-01,0,0,0
2012-09-02,1,0,0
2012-09-03,6,5,0
2012-09-04,0,2,2
2012-09-05,0,0,0
2012-09-06,5,0,1
2012-09-07,3,0,17
2012-09-08,2,0,3
2012-09-09,5,0,6
2012-09-10,11,0,36
2012-09-11,4,0,18
2012-09-12,0,0,12
2012-09-13,0,2,2
2012-09-14,2,0,10
2012-09-15,0,0,14
2012-09-16,0,0,8
2012-09-17,1,0,10
2012-09-18,3,3,6
2012-09-19,0,1,6
2012-09-20,0,0,13
2012-09-21,0,0,17
2012-09-22,0,0,1
2012-09-23,7,0,0
2012-09-24,6,0,14
2012-09-25,2,2,12
2012-09-26,4,5,4
2012-09-27,2,1,8
2012-09-28,7,0,5
2012-09-29,0,0,0
2012-09-30,0,0,0
2012-10-01,0,0,28
2012-10-02,0,0,3
2012-10-03,11,0,3
2012-10-04,6,0,10
2012-10-05,8,2,26
2012-10-06,0,4,7
2012-10-07,16,0,8
2012-10-08,7,0,6
2012-10-09,0,2,9
2012-10-10,1,16,9
2012-10-11,1,0,7
2012-10-12,1,0,2
2012-10-13,0,0,3
2012-10-14,2,0,0
2012-10-15,2,1,14
2012-10-16,0,1,6
2012-10-17,0,0,3
2012-10-18,3,0,6
2012-10-19,1,3,15
2012-10-20,0,0,3
2012-10-21,0,0,0
2012-10-22,0,0,7
2012-10-23,0,2,12
2012-10-24,19,0,4
2012-10-25,0,0,5
2012-10-26,4,2,11
2012-10-27,0,2,6
2012-10-28,0,0,0
2012-10-29,12,0,5
2012-10-30,8,0,5
2012-10-31,0,0,14
2012-11-01,0,0,13
2012-11-02,0,2,11
2012-11-03,0,0,1
2012-11-04,0,3,2
2012-11-05,0,1,24
2012-11-06,2,0,6
2012-11-07,0,0,27
2012-11-08,24,8,2
2012-11-09,4,0,0
2012-11-10,0,0,0
2012-11-11,2,0,0
2012-11-12,9,0,2
2012-11-13,0,4,8
2012-11-14,14,0,5
2012-11-15,0,0,16
2012-11-16,0,0,11
2012-11-17,8,0,3
2012-11-18,5,0,3
2012-11-19,1,0,8
2012-11-20,3,1,18
2012-11-21,10,6,4
2012-11-22,0,0,0
2012-11-23,1,0,6
2012-11-24,3,0,9
2012-11-25,8,0,0
2012-11-26,14,0,22
2012-11-27,7,0,8
2012-11-28,3,0,7
2012-11-29,14,0,14
2012-11-30,0,0,21
2012-12-01,0,0,2
2012-12-02,0,0,5
2012-12-03,16,0,17
2012-12-04,0,0,14
2012-12-05,0,0,6
2012-12-06,0,4,10
2012-12-07,0,0,14
2012-12-08,0,0,2
2012-12-09,1,0,0
2012-12-10,0,0,5
2012-12-11,3,0,2
2012-12-12,0,0,1
2012-12-13,11,0,1
2012-12-14,3,1,5
2012-12-15,1,0,0
2012-12-16,1,0,0
2012-12-17,0,0,15
2012-12-18,3,0,14
2012-12-19,7,3,0
2012-12-20,17,0,3
2012-12-21,1,0,2
2012-12-22,0,0,0
2012-12-23,36,0,3
2012-12-24,17,0,2
2012-12-25,0,1,3
2012-12-26,14,0,0
2012-12-27,7,0,4
2012-12-28,4,2,0
2012-12-29,14,1,0
2012-12-30,23,0,0
2012-12-31,2,0,5
2013-01-01,5,0,0
2013-01-02,16,0,7
2013-01-03,16,2,7
2013-01-04,1,0,8
2013-01-05,12,2,3
2013-01-06,5,1,0
2013-01-07,31,0,7
2013-01-08,4,0,50
2013-01-09,22,1,7
2013-01-10,3,0,10
2013-01-11,0,1,0
2013-01-12,1,0,1
2013-01-13,6,2,0
2013-01-14,14,1,18
2013-01-15,9,0,7
2013-01-16,31,0,5
2013-01-17,0,0,5
2013-01-18,0,2,7
2013-01-19,11,0,0
2013-01-20,1,0,5
2013-01-21,1,1,5
2013-01-22,0,0,10
2013-01-23,1,1,8
2013-01-24,0,11,14
2013-01-25,0,0,13
2013-01-26,0,1,15
2013-01-27,0,0,4
2013-01-28,3,0,14
2013-01-29,0,0,20
2013-01-30,9,0,10
2013-01-31,7,0,20
2013-02-01,16,0,10
2013-02-02,0,0,7
2013-02-03,0,0,6
2013-02-04,0,0,33
2013-02-05,8,0,24
2013-02-06,0,0,17
2013-02-07,22,1,10
2013-02-08,2,2,31
2013-02-09,8,0,10
2013-02-10,13,0,10
2013-02-11,20,0,19
2013-02-12,0,0,8
2013-02-13,8,5,8
2013-02-14,4,0,14
2013-02-15,10,0,16
2013-02-16,9,0,5
2013-02-17,25,0,12
2013-02-18,9,0,9
2013-02-19,6,1,9
2013-02-20,7,1,16
2013-02-21,21,0,5
2013-02-22,7,2,10
2013-02-23,22,0,0
2013-02-24,1,8,2
2013-02-25,11,0,28
2013-02-26,5,1,17
2013-02-27,6,0,20
2013-02-28,5,1,5
2013-03-01,14,1,14
2013-03-02,13,0,7
2013-03-03,25,0,1
2013-03-04,10,0,25
2013-03-05,6,0,7
2013-03-06,6,2,4
2013-03-07,3,1,4
2013-03-08,4,0,3
2013-03-09,0,0,5
2013-03-10,6,0,4
2013-03-11,5,1,7
2013-03-12,1,1,19
2013-03-13,1,3,21
2013-03-14,8,0,10
2013-03-15,20,0,20
2013-03-16,16,0,1
2013-03-17,6,0,4
2013-03-18,3,0,7
2013-03-19,6,0,14
2013-03-20,4,0,5
2013-03-21,9,0,2
2013-03-22,15,0,7
2013-03-23,2,0,2
2013-03-24,0,0,1
2013-03-25,0,0,0
2013-03-26,7,0,8
2013-03-27,1,0,4
2013-03-28,0,0,9
2013-03-29,1,0,18
2013-03-30,5,0,6
2013-03-31,9,1,0
2013-04-01,13,12,1
2013-04-02,6,2,5
2013-04-03,4,3,5
2013-04-04,1,0,6
2013-04-05,0,1,20
2013-04-06,0,0,8
2013-04-07,26,0,4
2013-04-08,9,0,1
2013-04-09,11,2,4
2013-04-10,2,0,2
2013-04-11,0,3,5
2013-04-12,0,6,9
2013-04-13,8,8,7
2013-04-14,2,0,13
2013-04-15,10,4,4
2013-04-16,6,1,5
2013-04-17,1,0,0
2013-04-18,3,0,2
2013-04-19,4,0,4
2013-04-20,2,0,6
2013-04-21,1,1,9
2013-04-22,5,1,8
2013-04-23,9,1,20
2013-04-24,0,0,7
2013-04-25,4,3,1
2013-04-26,6,1,11
2013-04-27,13,0,1
2013-04-28,1,0,2
2013-04-29,0,2,3
2013-04-30,1,2,7
2013-05-01,2,2,1
2013-05-02,1,0,9
2013-05-03,6,3,2
2013-05-04,4,0,3
2013-05-05,2,0,6
2013-05-06,1,0,14
2013-05-07,4,3,14
2013-05-08,6,0,3
2013-05-09,13,5,1
2013-05-10,0,2,13
2013-05-11,4,3,3
2013-05-12,2,1,1
2013-05-13,9,2,30
2013-05-14,8,0,8
2013-05-15,2,2,5
2013-05-16,2,0,14
2013-05-17,1,1,0
2013-05-18,5,0,0
2013-05-19,2,0,2
2013-05-20,11,1,5
2013-05-21,1,0,1
2013-05-22,4,2,7
2013-05-23,6,0,2
2013-05-24,11,0,7
2013-05-25,0,0,6
2013-05-26,6,1,0
2013-05-27,0,1,5
2013-05-28,1,0,13
2013-05-29,1,0,10
2013-05-30,15,0,12
2013-05-31,5,0,7
2013-06-01,3,0,2
2013-06-02,0,4,2
2013-06-03,26,3,3
2013-06-04,8,0,8
2013-06-05,7,3,2
2013-06-06,15,1,1
2013-06-07,19,0,5
2013-06-08,4,0,0
2013-06-09,5,0,0
2013-06-10,16,0,1
2013-06-11,3,3,1
2013-06-12,6,0,2
2013-06-13,7,0,2
2013-06-14,16,0,4
2013-06-15,0,0,0
2013-06-16,4,0,0
2013-06-17,5,0,14
2013-06-18,0,0,0
2013-06-19,2,0,1
2013-06-20,0,0,0
2013-06-21,2,0,1
2013-06-22,13,1,0
2013-06-23,16,1,0
2013-06-24,5,0,4
2013-06-25,0,0,4
2013-06-26,9,3,4
2013-06-27,8,3,0
2013-06-28,0,1,0
2013-06-29,0,0,0
2013-06-30,0,0,0
2013-07-01,8,1,2
2013-07-02,2,0,2
2013-07-03,7,3,5
2013-07-04,6,3,0
2013-07-05,0,0,1
2013-07-06,1,0,1
2013-07-07,14,0,1
2013-07-08,22,2,1
2013-07-09,10,0,1
2013-07-10,10,0,0
2013-07-11,49,0,3
2013-07-12,10,0,3
2013-07-13,3,1,2
2013-07-14,33,0,6
2013-07-15,28,1,15
2013-07-16,20,1,11
2013-07-17,25,0,10
2013-07-18,34,0,5
2013-07-19,27,0,1
2013-07-20,3,0,9
2013-07-21,5,1,1
2013-07-22,8,0,8
2013-07-23,1,0,0
2013-07-24,17,0,0
2013-07-25,5,0,0
2013-07-26,6,0,0
2013-07-27,0,0,0
2013-07-28,2,0,0
2013-07-29,4,0,0
2013-07-30,1,0,0
2013-07-31,3,0,0
2013-08-01,0,1,1
2013-08-02,1,4,1
2013-08-03,0,1,0
2013-08-04,0,2,0
2013-08-05,0,0,2
2013-08-06,4,0,0
2013-08-07,3,0,3
2013-08-08,4,0,1
2013-08-09,6,1,0
2013-08-10,2,2,0
2013-08-11,14,0,0
2013-08-12,2,0,0
2013-08-13,6,0,0
2013-08-14,2,0,0
2013-08-15,1,1,6
2013-08-16,3,2,0
2013-08-17,0,2,0
2013-08-18,0,0,0
2013-08-19,0,0,0
2013-08-20,4,0,0
2013-08-21,1,0,2
2013-08-22,0,0,0
2013-08-23,2,0,0
2013-08-24,0,1,2
2013-08-25,0,0,0
2013-08-26,0,0,0
2013-08-27,0,2,4
2013-08-28,0,3,12
2013-08-29,3,0,8
2013-08-30,0,0,0
2013-08-31,0,1,0
2013-09-01,0,0,0
2013-09-02,0,5,0
2013-09-03,7,0,2
2013-09-04,5,0,2
2013-09-05,11,0,0
2013-09-06,9,0,4
2013-09-07,1,6,0
2013-09-08,29,6,0
2013-09-09,22,0,5
2013-09-10,18,1,0
2013-09-11,8,0,0
2013-09-12,7,0,0
2013-09-13,0,0,0
2013-09-14,8,0,0
2013-09-15,8,0,0
2013-09-16,26,6,5
2013-09-17,3,1,6
2013-09-18,8,0,3
2013-09-19,3,4,0
2013-09-20,6,0,0
2013-09-21,3,0,0
2013-09-22,0,0,0
2013-09-23,13,0,0
2013-09-24,2,0,0
2013-09-25,5,0,1
2013-09-26,25,0,0
2013-09-27,22,0,3
2013-09-28,0,0,0
2013-09-29,17,0,0
2013-09-30,10,0,10
2013-10-01,13,0,12
2013-10-02,12,0,15
2013-10-03,0,0,2
2013-10-04,0,0,9
2013-10-05,10,0,0
2013-10-06,1,0,0
2013-10-07,20,0,0
2013-10-08,21,0,0
2013-10-09,4,0,0
2013-10-10,17,0,0
2013-10-11,3,0,1
2013-10-12,0,0,0
2013-10-13,19,0,0
2013-10-14,22,1,1
2013-10-15,9,5,0
2013-10-16,0,3,0
2013-10-17,21,6,0
2013-10-18,0,1,0
2013-10-19,0,1,0
2013-10-20,3,0,0
2013-10-21,2,0,1
2013-10-22,1,0,0
2013-10-23,6,1,0
2013-10-24,13,0,0
2013-10-25,11,4,6
2013-10-26,12,0,4
2013-10-27,8,0,0
2013-10-28,14,3,4
2013-10-29,14,2,0
2013-10-30,1,1,6
2013-10-31,2,4,4
2013-11-01,2,1,3
2013-11-02,0,4,0
2013-11-03,10,0,0
2013-11-04,0,0,0
2013-11-05,1,0,0
2013-11-06,5,0,11
2013-11-07,0,0,0
2013-11-08,2,0,0
2013-11-09,0,0,2
2013-11-10,2,3,0
2013-11-11,1,0,1
2013-11-12,0,0,0
2013-11-13,0,0,0
2013-11-14,1,0,5
2013-11-15,0,0,14
2013-11-16,1,0,2
2013-11-17,0,0,2
2013-11-18,0,0,7
2013-11-19,4,1,11
2013-11-20,1,0,4
2013-11-21,1,2,2
2013-11-22,0,0,2
2013-11-23,0,0,0
2013-11-24,0,0,9
2013-11-25,4,0,2
2013-11-26,0,3,0
2013-11-27,5,3,0
2013-11-28,8,3,0
2013-11-29,1,0,0
2013-11-30,0,0,1
2013-12-01,1,1,0
2013-12-02,3,0,2
2013-12-03,3,0,2
2013-12-04,5,0,0
2013-12-05,3,0,1
2013-12-06,15,0,1
2013-12-07,0,0,3
2013-12-08,5,0,2
2013-12-09,23,0,3
2013-12-10,8,0,5
2013-12-11,15,3,7
2013-12-12,9,1,0
2013-12-13,10,0,4
2013-12-14,16,0,11
2013-12-15,16,0,3
2013-12-16,41,0,2
2013-12-17,7,0,3
2013-12-18,10,1,2
2013-12-19,1,0,0
2013-12-20,1,1,1
2013-12-21,0,4,24
2013-12-22,1,1,18
2013-12-23,12,4,4
2013-12-24,0,0,4
2013-12-25,3,0,1
2013-12-26,5,0,0
2013-12-27,19,0,1
2013-12-28,1,0,0
2013-12-29,0,0,3
2013-12-30,2,0,3
2013-12-31,0,0,6
2014-01-01,3,0,0
2014-01-02,21,0,11
2014-01-03,34,6,3
2014-01-04,29,2,6
2014-01-05,16,3,5
2014-01-06,31,0,3
2014-01-07,14,0,3
2014-01-08,2,0,5
2014-01-09,14,0,9
2014-01-10,0,0,1
2014-01-11,1,5,0
2014-01-12,5,0,0
2014-01-13,7,2,0
2014-01-14,6,4,1
2014-01-15,4,0,2
2014-01-16,24,0,4
2014-01-17,29,0,3
2014-01-18,1,0,2
2014-01-19,32,3,5
2014-01-20,40,0,2
2014-01-21,33,0,2
2014-01-22,10,0,1
2014-01-23,8,0,3
2014-01-24,6,0,0
2014-01-25,12,3,5
2014-01-26,1,0,0
2014-01-27,6,0,4
2014-01-28,0,2,0
2014-01-29,1,2,0
2014-01-30,4,4,1
2014-01-31,20,0,4
2014-02-01,5,0,5
2014-02-02,2,0,3
2014-02-03,5,1,2
2014-02-04,4,0,1
2014-02-05,13,0,2
2014-02-06,13,0,4
2014-02-07,5,0,3
2014-02-08,8,3,15
2014-02-09,0,0,0
2014-02-10,15,0,1
2014-02-11,2,0,4
2014-02-12,14,0,10
2014-02-13,9,0,9
2014-02-14,2,0,3
2014-02-15,1,0,9
2014-02-16,1,0,0
2014-02-17,1,0,0
2014-02-18,4,0,3
2014-02-19,2,1,4
2014-02-20,6,0,6
2014-02-21,3,0,6
2014-02-22,8,7,1
2014-02-23,1,1,3
2014-02-24,3,1,2
2014-02-25,4,1,1
2014-02-26,0,0,5
2014-02-27,11,1,0
2014-02-28,1,0,0
2014-03-01,23,2,3
2014-03-02,24,1,0
2014-03-03,10,2,1
2014-03-04,8,0,0
2014-03-05,19,5,0
2014-03-06,42,13,2
2014-03-07,4,0,1
2014-03-08,5,6,4
2014-03-09,0,0,0
2014-03-10,10,8,3
2014-03-11,5,0,6
2014-03-12,5,2,4
2014-03-13,11,2,0
2014-03-14,5,1,2
2014-03-15,3,0,0
2014-03-16,0,0,0
2014-03-17,0,1,2
2014-03-18,20,0,0
2014-03-19,10,1,1
2014-03-20,5,0,0
2014-03-21,1,0,0
2014-03-22,6,0,2
2014-03-23,4,1,0
2014-03-24,0,2,11
2014-03-25,1,5,11
2014-03-26,5,0,5
2014-03-27,5,2,6
2014-03-28,3,1,5
2014-03-29,2,1,7
2014-03-30,0,0,8
2014-03-31,23,1,3
2014-04-01,1,1,7
2014-04-02,0,0,10
2014-04-03,5,0,4
2014-04-04,17,0,7
2014-04-05,0,2,1
2014-04-06,1,0,1
2014-04-07,3,0,5
2014-04-08,1,1,2
2014-04-09,1,1,0
2014-04-10,1,7,0
2014-04-11,0,0,5
2014-04-12,3,0,0
2014-04-13,6,2,1
2014-04-14,1,1,1
2014-04-15,3,2,0
2014-04-16,8,1,0
2014-04-17,0,0,0
2014-04-18,0,1,0
2014-04-19,0,0,0
2014-04-20,0,1,0
2014-04-21,3,2,1
2014-04-22,1,1,0
2014-04-23,17,7,1
2014-04-24,0,17,8
2014-04-25,2,0,4
2014-04-26,2,0,5
2014-04-27,16,2,1
2014-04-28,18,0,4
2014-04-29,9,0,0
2014-04-30,9,1,8
2014-05-01,12,0,5
2014-05-02,1,3,0
2014-05-03,0,0,0
2014-05-04,5,0,0
2014-05-05,7,2,0
2014-05-06,17,0,7
2014-05-07,3,1,0
2014-05-08,15,18,2
2014-05-09,0,10,1
2014-05-10,0,0,0
2014-05-11,2,0,0
2014-05-12,13,4,7
2014-05-13,8,1,7
2014-05-14,0,2,0
2014-05-15,8,0,2
2014-05-16,0,1,0
2014-05-17,0,1,3
2014-05-18,0,15,14
2014-05-19,2,4,2
2014-05-20,9,1,4
2014-05-21,9,18,0
2014-05-22,2,0,0
2014-05-23,0,3,2
2014-05-24,0,0,8
2014-05-25,1,0,4
2014-05-26,0,0,9
2014-05-27,1,0,1
2014-05-28,1,8,2
2014-05-29,0,4,5
2014-05-30,0,6,0
2014-05-31,0,8,0
2014-06-01,0,0,7
2014-06-02,6,2,3
2014-06-03,0,14,1
2014-06-04,1,2,2
2014-06-05,1,4,3
2014-06-06,0,8,0
2014-06-07,1,0,1
2014-06-08,0,2,5
2014-06-09,0,5,11
2014-06-10,1,7,6
2014-06-11,12,2,3
2014-06-12,0,9,6
2014-06-13,1,0,6
2014-06-14,0,1,1
2014-06-15,0,0,3
2014-06-16,0,0,3
2014-06-17,1,0,3
2014-06-18,0,0,0
2014-06-19,0,0,3
2014-06-20,2,9,0
2014-06-21,0,0,0
2014-06-22,0,10,1
2014-06-23,1,4,1
2014-06-24,1,1,0
2014-06-25,0,3,0
2014-06-26,3,4,0
2014-06-27,5,4,2
2014-06-28,1,0,0
2014-06-29,3,0,1
2014-06-30,2,0,0
2014-07-01,7,0,0
2014-07-02,13,0,1
2014-07-03,7,7,0
2014-07-04,0,11,0
2014-07-05,1,2,6
2014-07-06,0,2,1
2014-07-07,2,0,2
2014-07-08,4,2,2
2014-07-09,22,1,4
2014-07-10,10,0,8
2014-07-11,0,20,7
2014-07-12,0,5,4
2014-07-13,1,2,3
2014-07-14,1,2,17
2014-07-15,0,0,1
2014-07-16,5,3,3
2014-07-17,8,2,0
2014-07-18,0,2,0
2014-07-19,0,0,0
2014-07-20,0,0,0
2014-07-21,3,0,0
2014-07-22,1,0,4
2014-07-23,6,18,2
2014-07-24,1,0,1
2014-07-25,16,0,2
2014-07-26,4,10,1
2014-07-27,0,8,0
2014-07-28,5,0,0
2014-07-29,9,0,0
2014-07-30,12,0,1
2014-07-31,1,0,0
2014-08-01,0,0,3
2014-08-02,3,0,1
2014-08-03,1,0,4
2014-08-04,8,10,4
2014-08-05,13,0,8
2014-08-06,15,22,4
2014-08-07,4,5,3
2014-08-08,1,2,3
2014-08-09,6,0,0
2014-08-10,6,0,0
2014-08-11,1,8,2
2014-08-12,5,2,0
2014-08-13,1,0,8
2014-08-14,1,0,0
2014-08-15,4,10,0
2014-08-16,3,0,0
2014-08-17,0,0,0
2014-08-18,4,0,5
2014-08-19,1,11,0
2014-08-20,0,0,0
2014-08-21,0,0,6
2014-08-22,0,0,5
2014-08-23,0,0,1
2014-08-24,0,2,2
2014-08-25,1,0,1
2014-08-26,2,0,1
2014-08-27,0,0,2
2014-08-28,0,6,1
2014-08-29,3,0,2
2014-08-30,0,6,0
2014-08-31,0,0,0
2014-09-01,1,0,0
2014-09-02,1,0,3
2014-09-03,0,0,3
2014-09-04,1,0,2
2014-09-05,1,8,3
2014-09-06,0,0,1
2014-09-07,0,0,8
2014-09-08,2,1,16
2014-09-09,0,29,6
2014-09-10,1,0,3
2014-09-11,1,0,7
2014-09-12,5,1,0
2014-09-13,0,0,2
2014-09-14,0,1,2
2014-09-15,1,0,8
2014-09-16,2,7,0
2014-09-17,3,6,3
2014-09-18,0,8,2
2014-09-19,0,0,3
2014-09-20,0,5,0
2014-09-21,0,0,0
2014-09-22,2,0,12
2014-09-23,8,0,0
2014-09-24,1,4,0
2014-09-25,1,4,2
2014-09-26,5,0,1
2014-09-27,0,0,0
2014-09-28,0,0,0
2014-09-29,0,0,1
2014-09-30,0,0,1
2014-10-01,2,0,5
2014-10-02,7,0,6
2014-10-03,0,2,4
2014-10-04,0,0,7
2014-10-05,0,0,3
2014-10-06,1,0,5
2014-10-07,0,0,1
2014-10-08,0,3,13
2014-10-09,0,5,6
2014-10-10,1,2,3
2014-10-11,0,1,2
2014-10-12,7,0,0
2014-10-13,0,0,0
2014-10-14,4,0,0
2014-10-15,0,0,0
2014-10-16,0,5,1
2014-10-17,0,0,2
2014-10-18,0,14,0
2014-10-19,0,0,0
2014-10-20,0,0,3
2014-10-21,4,0,3
2014-10-22,4,3,4
2014-10-23,0,16,0
2014-10-24,0,2,1
2014-10-25,0,0,0
2014-10-26,0,0,0
2014-10-27,0,0,5
2014-10-28,0,0,14
2014-10-29,0,6,1
2014-10-30,0,0,6
2014-10-31,0,0,5
2014-11-01,0,2,7
2014-11-02,0,0,7
2014-11-03,0,0,2
2014-11-04,0,0,10
2014-11-05,2,0,10
2014-11-06,0,0,9
2014-11-07,0,17,15
2014-11-08,0,0,6
2014-11-09,0,7,5
2014-11-10,1,2,9
2014-11-11,2,0,9
2014-11-12,5,0,8
2014-11-13,2,0,0
2014-11-14,0,0,22
2014-11-15,0,0,3
2014-11-16,6,0,4
2014-11-17,1,0,12
2014-11-18,0,0,20
2014-11-19,1,0,3
2014-11-20,3,0,3
2014-11-21,5,0,4
2014-11-22,3,0,13
2014-11-23,0,11,3
2014-11-24,0,0,6
2014-11-25,0,2,8
2014-11-26,5,0,2
2014-11-27,1,0,3
2014-11-28,0,1,1
2014-11-29,0,2,1
2014-11-30,0,0,4
2014-12-01,2,0,10
2014-12-02,0,0,10
2014-12-03,5,0,6
2014-12-04,2,0,4
2014-12-05,1,0,0
2014-12-06,4,0,2
2014-12-07,0,0,1
2014-12-08,2,0,2
2014-12-09,1,0,7
2014-12-10,10,1,4
2014-12-11,13,4,1
2014-12-12,19,3,0
2014-12-13,0,4,0
2014-12-14,7,0,0
2014-12-15,20,0,0
2014-12-16,21,0,2
2014-12-17,10,0,2
2014-12-18,7,0,1
2014-12-19,14,0,1
2014-12-20,0,0,3
2014-12-21,5,0,0
2014-12-22,11,0,0
2014-12-23,8,0,1
