,mintty/mintty,microsoft/terminal,alacritty/alacritty
2018-01-13,0,0.0,0
2018-01-14,0,0.0,0
2018-01-15,2,0.0,1
2018-01-16,0,0.0,1
2018-01-17,1,0.0,0
2018-01-18,0,0.0,1
2018-01-19,0,4.0,0
2018-01-20,0,-0.7999999999999998,0
2018-01-21,0,-0.3200000000000003,1
2018-01-22,0,-0.19200000000000014,0
2018-01-23,1,-0.13440000000000005,0
2018-01-24,0,-0.10214400000000005,0
2018-01-25,5,-0.08171520000000004,0
2018-01-26,2,-0.06770688000000004,1
2018-01-27,3,-0.05755084799999976,0
2018-01-28,0,-0.04987740159999986,0
2018-01-29,0,0.0,0
2018-01-30,2,0.0,1
2018-01-31,0,0.0,1
2018-02-01,0,0.0,0
2018-02-02,0,0.0,0
2018-02-03,7,0.0,0
2018-02-04,4,0.0,0
2018-02-05,7,0.0,0
2018-02-06,0,0.0,0
2018-02-07,1,0.0,1
2018-02-08,0,0.0,0
2018-02-09,3,0.0,0
2018-02-10,0,0.0,0
2018-02-11,0,0.0,1
2018-02-12,1,0.0,0
2018-02-13,4,0.0,2
2018-02-14,1,2.0,0
2018-02-15,2,-0.3999999999999999,0
2018-02-16,0,-0.16000000000000014,0
2018-02-17,0,-0.09600000000000007,0
2018-02-18,0,-0.06720000000000002,0
2018-02-19,0,-0.05107200000000003,0
2018-02-20,1,-0.04085760000000002,0
2018-02-21,0,-0.03385344000000002,0
2018-02-22,0,-0.02877542399999988,0
2018-02-23,0,-0.02493870079999993,0
2018-02-24,0,0.0,0
2018-02-25,0,0.0,0
2018-02-26,0,0.0,0
2018-02-27,0,0.0,0
2018-02-28,0,0.0,3
2018-03-01,0,0.0,0
2018-03-02,0,0.0,0
2018-03-03,0,0.0,0
2018-03-04,0,0.0,1
2018-03-05,0,0.0,0
2018-03-06,0,0.0,0
2018-03-07,0,0.0,1
2018-03-08,0,0.0,0
2018-03-09,0,0.0,2
2018-03-10,0,0.0,1
2018-03-11,0,0.0,0
2018-03-12,0,0.0,0
2018-03-13,0,0.0,11
2018-03-14,0,0.0,0
2018-03-15,0,0.0,0
2018-03-16,0,0.0,0
2018-03-17,0,0.0,0
2018-03-18,0,0.0,0
2018-03-19,0,0.0,0
2018-03-20,0,0.0,0
2018-03-21,0,0.0,0
2018-03-22,3,0.0,0
2018-03-23,0,0.0,2
2018-03-24,0,0.0,0
2018-03-25,0,0.0,0
2018-03-26,0,0.0,0
2018-03-27,0,0.0,1
2018-03-28,4,0.0,0
2018-03-29,0,0.0,0
2018-03-30,1,0.0,2
2018-03-31,0,0.0,0
2018-04-01,0,0.0,0
2018-04-02,0,0.0,0
2018-04-03,7,0.0,0
2018-04-04,1,0.0,0
2018-04-05,0,0.0,0
2018-04-06,1,0.0,0
2018-04-07,1,0.0,0
2018-04-08,0,0.0,0
2018-04-09,0,0.0,0
2018-04-10,2,0.0,0
2018-04-11,3,0.0,0
2018-04-12,0,0.0,0
2018-04-13,1,0.0,0
2018-04-14,0,0.0,1
2018-04-15,6,0.0,0
2018-04-16,1,0.0,0
2018-04-17,2,0.0,0
2018-04-18,1,0.0,0
2018-04-19,0,0.0,0
2018-04-20,2,0.0,0
2018-04-21,5,0.0,0
2018-04-22,0,0.0,0
2018-04-23,0,0.0,0
2018-04-24,0,0.0,0
2018-04-25,4,12.0,0
2018-04-26,1,-1.3999999999999995,0
2018-04-27,0,-1.1600000000000008,0
2018-04-28,0,-0.6560000000000005,1
2018-04-29,0,-0.45120000000000016,0
2018-04-30,0,0.6599679999999999,0
2018-05-01,0,-0.4706816000000001,1
2018-05-02,0,-0.3035494400000002,0
2018-05-03,0,-0.23757926399999932,0
2018-05-04,0,-0.19761991679999952,0
2018-05-05,0,-0.03800535039999998,1
2018-05-06,0,-0.02042880000000001,0
2018-05-07,0,-0.01692672000000001,0
2018-05-08,0,-0.01438771199999994,0
2018-05-09,0,-0.012469350399999964,0
2018-05-10,0,0.0,0
2018-05-11,2,0.0,2
2018-05-12,0,0.0,0
2018-05-13,0,0.0,0
2018-05-14,0,0.0,4
2018-05-15,0,0.0,0
2018-05-16,0,6.0,0
2018-05-17,1,0.8000000000000003,0
2018-05-18,0,-0.8800000000000003,0
2018-05-19,0,-0.44800000000000034,0
2018-05-20,0,0.7023999999999999,0
2018-05-21,0,0.5795839999999999,0
2018-05-22,0,-0.4536448000000001,0
2018-05-23,0,-0.2704179200000002,0
2018-05-24,1,-0.20177971199999972,0
2018-05-25,0,-0.16272752639999968,2
2018-05-26,0,-0.07090350079999995,0
2018-05-27,0,-0.03735552000000002,0
2018-05-28,0,-0.03131443199999995,0
2018-05-29,0,-0.026857062399999902,1
2018-05-30,1,-0.012469350399999964,1
2018-05-31,0,1.0,0
2018-06-01,4,-0.19999999999999996,0
2018-06-02,0,-0.08000000000000007,74
2018-06-03,0,-0.048000000000000036,0
2018-06-04,0,-0.03360000000000001,0
2018-06-05,1,0.974464,0
2018-06-06,1,0.7795712,0
2018-06-07,1,-0.29692672000000003,2
2018-06-08,2,-0.14238771200000006,1
2018-06-09,0,-0.0940693504,0
2018-06-10,0,-0.05913600000000002,0
2018-06-11,0,-0.04596480000000003,0
2018-06-12,4,-0.03735552000000002,0
2018-06-13,0,-0.03131443199999995,0
2018-06-14,1,-0.026857062399999902,0
2018-06-15,1,-0.012469350399999964,0
2018-06-16,0,0.0,2
2018-06-17,0,0.0,1
2018-06-18,3,0.0,1
2018-06-19,1,0.0,1
2018-06-20,2,0.0,0
2018-06-21,1,0.0,0
2018-06-22,0,0.0,0
2018-06-23,0,0.0,1
2018-06-24,1,0.0,0
2018-06-25,0,0.0,0
2018-06-26,3,0.0,1
2018-06-27,1,0.0,0
2018-06-28,2,0.0,0
2018-06-29,1,0.0,0
2018-06-30,0,0.0,0
2018-07-01,9,0.0,4
2018-07-02,0,0.0,2
2018-07-03,0,0.0,1
2018-07-04,0,0.0,0
2018-07-05,1,0.0,1
2018-07-06,0,0.0,1
2018-07-07,0,0.0,0
2018-07-08,0,0.0,0
2018-07-09,1,0.0,1
2018-07-10,1,0.0,0
2018-07-11,0,0.0,0
2018-07-12,0,0.0,0
2018-07-13,0,0.0,0
2018-07-14,0,0.0,0
2018-07-15,0,0.0,4
2018-07-16,0,0.0,1
2018-07-17,0,0.0,0
2018-07-18,1,0.0,1
2018-07-19,1,0.0,1
2018-07-20,0,0.0,1
2018-07-21,0,0.0,4
2018-07-22,0,0.0,2
2018-07-23,1,0.0,1
2018-07-24,0,0.0,0
2018-07-25,1,0.0,2
2018-07-26,6,0.0,2
2018-07-27,0,0.0,0
2018-07-28,0,0.0,2
2018-07-29,0,0.0,4
2018-07-30,0,0.0,0
2018-07-31,0,0.0,0
2018-08-01,0,0.0,0
2018-08-02,0,0.0,0
2018-08-03,0,0.0,1
2018-08-04,0,0.0,0
2018-08-05,0,0.0,2
2018-08-06,0,0.0,0
2018-08-07,0,0.0,0
2018-08-08,0,0.0,0
2018-08-09,1,0.0,0
2018-08-10,0,0.0,0
2018-08-11,0,0.0,0
2018-08-12,2,0.0,0
2018-08-13,5,0.0,0
2018-08-14,0,0.0,0
2018-08-15,0,0.0,1
2018-08-16,0,0.0,0
2018-08-17,2,0.0,0
2018-08-18,0,0.0,0
2018-08-19,0,1.0,0
2018-08-20,0,-0.19999999999999996,0
2018-08-21,1,-0.08000000000000007,0
2018-08-22,0,-0.048000000000000036,0
2018-08-23,0,-0.03360000000000001,0
2018-08-24,3,-0.025536000000000014,0
2018-08-25,0,-0.02042880000000001,0
2018-08-26,0,-0.01692672000000001,0
2018-08-27,1,-0.01438771199999994,0
2018-08-28,1,-0.012469350399999964,0
2018-08-29,0,0.0,0
2018-08-30,0,0.0,0
2018-08-31,0,0.0,0
2018-09-01,0,0.0,0
2018-09-02,6,0.0,1
2018-09-03,3,0.0,0
2018-09-04,3,0.0,0
2018-09-05,0,0.0,2
2018-09-06,0,0.0,0
2018-09-07,2,0.0,0
2018-09-08,2,0.0,0
2018-09-09,1,0.0,0
2018-09-10,0,1.0,0
2018-09-11,2,0.8,0
2018-09-12,2,0.72,0
2018-09-13,3,-0.32800000000000007,0
2018-09-14,0,-0.16160000000000013,0
2018-09-15,0,-0.10713600000000006,0
2018-09-16,1,-0.07956480000000005,0
2018-09-17,2,-0.06289152000000003,11
2018-09-18,0,-0.05174323199999996,3
2018-09-19,1,-0.043783782399999915,3
2018-09-20,2,2.9731429376,9
2018-09-21,3,2.3875306496000004,0
2018-09-22,4,-0.8400000000000001,1
2018-09-23,2,-0.38400000000000034,2
2018-09-24,3,-0.24480000000000013,3
2018-09-25,3,-0.17740800000000007,1
2018-09-26,0,-0.13789440000000008,2
2018-09-27,2,-0.11206656000000007,1
2018-09-28,0,-0.09394329599999984,3
2018-09-29,0,-0.0805711871999997,1
2018-09-30,0,-0.03740805119999989,2
2018-10-01,0,0.0,0
2018-10-02,1,12.0,0
2018-10-03,4,-2.3999999999999995,3
2018-10-04,5,0.03999999999999915,0
2018-10-05,0,-0.7760000000000004,0
2018-10-06,0,0.5167999999999998,0
2018-10-07,0,-0.5544320000000001,2
2018-10-08,0,0.6412543999999998,0
2018-10-09,1,-0.47665664000000013,0
2018-10-10,0,0.6933186560000006,0
2018-10-11,0,-0.44009492479999957,0
2018-10-12,0,0.8515834879999999,0
2018-10-13,0,-0.3029320704,0
2018-10-14,2,-0.14841651200000003,2
2018-10-15,0,-0.10293207040000002,0
2018-10-16,0,-0.06841651199999996,3
2018-10-17,0,-0.05493207039999999,1
2018-10-18,1,-0.03481651199999995,1
2018-10-19,0,-0.029396070399999974,0
2018-10-20,0,-0.01438771199999994,2
2018-10-21,0,-0.012469350399999964,0
2018-10-22,1,0.0,2
2018-10-23,0,0.0,0
2018-10-24,0,0.0,0
2018-10-25,0,0.0,0
2018-10-26,0,0.0,0
2018-10-27,0,0.0,5
2018-10-28,0,0.0,0
2018-10-29,4,0.0,2
2018-10-30,0,0.0,2
2018-10-31,5,0.0,3
2018-11-01,7,0.0,5
2018-11-02,1,0.0,1
2018-11-03,0,0.0,2
2018-11-04,1,0.0,2
2018-11-05,1,0.0,0
2018-11-06,0,0.0,1
2018-11-07,0,0.0,2
2018-11-08,0,0.0,0
2018-11-09,0,0.0,0
2018-11-10,2,0.0,2
2018-11-11,0,0.0,3
2018-11-12,1,0.0,3
2018-11-13,0,0.0,3
2018-11-14,1,0.0,4
2018-11-15,2,0.0,2
2018-11-16,0,0.0,1
2018-11-17,0,0.0,2
2018-11-18,0,0.0,3
2018-11-19,0,0.0,3
2018-11-20,0,0.0,0
2018-11-21,0,0.0,0
2018-11-22,1,0.0,0
2018-11-23,0,0.0,2
2018-11-24,0,0.0,1
2018-11-25,2,0.0,0
2018-11-26,0,0.0,0
2018-11-27,2,0.0,0
2018-11-28,0,0.0,0
2018-11-29,1,3.0,0
2018-11-30,0,-0.5999999999999999,0
2018-12-01,0,-0.2400000000000002,0
2018-12-02,0,-0.1440000000000001,3
2018-12-03,2,-0.10080000000000003,1
2018-12-04,3,-0.07660800000000004,0
2018-12-05,4,-0.06128640000000003,0
2018-12-06,0,-0.05078016000000003,3
2018-12-07,2,-0.04316313599999982,1
2018-12-08,1,-0.03740805119999989,3
2018-12-09,2,0.0,3
2018-12-10,2,0.0,1
2018-12-11,2,0.0,0
2018-12-12,3,0.0,1
2018-12-13,0,0.0,0
2018-12-14,0,0.0,2
2018-12-15,0,0.0,2
2018-12-16,0,0.0,0
2018-12-17,0,0.0,1
2018-12-18,0,0.0,1
2018-12-19,1,0.0,0
2018-12-20,0,0.0,2
2018-12-21,1,0.0,0
2018-12-22,0,0.0,1
2018-12-23,1,0.0,1
2018-12-24,0,0.0,0
2018-12-25,0,0.0,0
2018-12-26,0,0.0,0
2018-12-27,0,0.0,4
2018-12-28,0,0.0,2
2018-12-29,0,0.0,0
2018-12-30,0,0.0,0
2018-12-31,0,0.0,2
2019-01-01,1,0.0,0
2019-01-02,0,0.0,3
2019-01-03,0,0.0,1
2019-01-04,1,0.0,0
2019-01-05,3,0.0,5
2019-01-06,1,0.0,1
2019-01-07,0,0.0,3
2019-01-08,1,0.0,2
2019-01-09,3,0.0,2
2019-01-10,1,0.0,0
2019-01-11,0,0.0,1
2019-01-12,0,0.0,1
2019-01-13,0,0.0,1
2019-01-14,0,0.0,0
2019-01-15,0,0.0,0
2019-01-16,0,0.0,0
2019-01-17,4,0.0,2
2019-01-18,0,0.0,0
2019-01-19,3,0.0,3
2019-01-20,3,0.0,1
2019-01-21,0,0.0,3
2019-01-22,1,0.0,0
2019-01-23,4,0.0,2
2019-01-24,0,0.0,0
2019-01-25,5,0.0,0
2019-01-26,1,0.0,0
2019-01-27,0,0.0,1
2019-01-28,2,0.0,2
2019-01-29,1,0.0,0
2019-01-30,0,0.0,0
2019-01-31,0,0.0,0
2019-02-01,1,0.0,0
2019-02-02,0,0.0,2
2019-02-03,0,0.0,2
2019-02-04,0,0.0,3
2019-02-05,1,0.0,2
2019-02-06,1,0.0,1
2019-02-07,3,0.0,2
2019-02-08,4,0.0,2
2019-02-09,0,0.0,1
2019-02-10,6,0.0,3
2019-02-11,0,0.0,2
2019-02-12,0,0.0,0
2019-02-13,2,0.0,1
2019-02-14,0,0.0,0
2019-02-15,2,0.0,0
2019-02-16,0,0.0,3
2019-02-17,0,0.0,0
2019-02-18,1,0.0,1
2019-02-19,1,0.0,0
2019-02-20,0,0.0,0
2019-02-21,0,0.0,2
2019-02-22,0,0.0,0
2019-02-23,0,0.0,0
2019-02-24,0,0.0,0
2019-02-25,0,0.0,1
2019-02-26,0,0.0,0
2019-02-27,0,4.0,0
2019-02-28,3,-0.7999999999999998,0
2019-03-01,0,-0.3200000000000003,0
2019-03-02,1,-0.19200000000000014,4
2019-03-03,1,-0.13440000000000005,1
2019-03-04,0,-0.10214400000000005,3
2019-03-05,0,-0.08171520000000004,0
2019-03-06,4,-0.06770688000000004,0
2019-03-07,8,-0.05755084799999976,1
2019-03-08,0,-0.04987740159999986,1
2019-03-09,0,0.0,0
2019-03-10,0,0.0,0
2019-03-11,1,0.0,1
2019-03-12,2,0.0,2
2019-03-13,1,0.0,1
2019-03-14,2,0.0,2
2019-03-15,4,0.0,3
2019-03-16,1,0.0,0
2019-03-17,1,0.0,1
2019-03-18,0,0.0,0
2019-03-19,1,0.0,2
2019-03-20,4,0.0,0
2019-03-21,2,0.0,2
2019-03-22,0,0.0,0
2019-03-23,0,0.0,1
2019-03-24,0,0.0,1
2019-03-25,1,0.0,1
2019-03-26,0,0.0,1
2019-03-27,5,0.0,0
2019-03-28,9,3.0,2
2019-03-29,3,5.4,1
2019-03-30,0,-1.44,2
2019-03-31,0,-0.6240000000000006,1
2019-04-01,2,0.6111999999999997,2
2019-04-02,3,6.521792,2
2019-04-03,0,-1.6945023999999997,1
2019-04-04,1,-0.7813529600000007,5
2019-04-05,1,-0.5143234560000002,0
2019-04-06,2,-0.38447032319999963,1
2019-04-07,0,-0.2739969023999999,1
2019-04-08,1,-0.15992832000000007,4
2019-04-09,0,-0.132874752,6
2019-04-10,5,-0.11318333439999954,3
2019-04-11,1,-0.08728545279999975,2
2019-04-12,1,0.0,0
2019-04-13,0,0.0,0
2019-04-14,0,0.0,1
2019-04-15,0,0.0,0
2019-04-16,0,0.0,0
2019-04-17,1,0.0,1
2019-04-18,1,0.0,0
2019-04-19,0,0.0,5
2019-04-20,0,0.0,1
2019-04-21,0,2.0,2
2019-04-22,0,-0.3999999999999999,4
2019-04-23,1,5.84,3
2019-04-24,0,-1.2959999999999998,1
2019-04-25,1,2.4527999999999994,3
2019-04-26,0,0.06092799999999987,0
2019-04-27,0,-0.6824576000000002,0
2019-04-28,0,-0.41106944000000023,7
2019-04-29,0,2.699851776,1
2019-04-30,2,1.1632929792,2
2019-05-01,4,-0.8131486719999999,1
2019-05-02,0,2.5499749376,0
2019-05-03,4,0.14311014400000022,1
2019-05-04,0,-0.6356037632,1
2019-05-05,0,-0.3488277504000002,0
2019-05-06,1,2.7595622399999997,0
2019-05-07,2,16.212775424,1
2019-05-08,0,-1.7930058751999995,1
2019-05-09,1,7.9998523391999985,1
2019-05-10,3,3.8631101439999997,1
2019-05-11,1,-1.9956037632000005,3
2019-05-12,4,-0.815067750400001,1
2019-05-13,1,5.598858239999999,1
2019-05-14,0,14.609665024,1
2019-05-15,0,1.2595074048000008,0
2019-05-16,0,1.4918408191999997,1
2019-05-17,3,1.1355323392,1
2019-05-18,2,0.4992849920000002,0
2019-05-19,0,-2.0573134848000003,1
2019-05-20,1,2.7541502975999994,1
2019-05-21,5,9.2704096256,0
2019-05-22,1,2.7414751232000016,0
2019-05-23,0,11.1867379712,0
2019-05-24,8,5.7818520576,0
2019-05-25,2,-4.050421760000001,1
2019-05-26,3,-2.129251737600001,0
2019-05-27,4,-1.4334477312000007,0
2019-05-28,1,4.940178432,1
2019-05-29,1,0.9489342464000008,0
2019-05-30,0,5.2552487936,0
2019-05-31,0,-2.373511270399999,0
2019-06-01,0,0.7759519744000005,0
2019-06-02,0,-1.114709504,1
2019-06-03,0,-0.5943808000000004,3
2019-06-04,0,14.56240128,0
2019-06-05,6,-2.347308031999999,0
2019-06-06,2,-0.6875382784000006,3
2019-06-07,8,2.8210203648,1
2019-06-08,0,-1.5531388927999998,1
2019-06-09,4,-0.8134154240000004,5
2019-06-10,1,2.4174932992,0
2019-06-11,3,2.9657343999999997,0
2019-06-12,2,6.604684800000001,0
2019-06-13,0,-1.3640698879999995,2
2019-06-14,0,3.7726360575999993,0
2019-06-15,4,-1.7450281984,4
2019-06-16,1,-0.9301078016000004,5
2019-06-17,1,1.3896166399999996,1
2019-06-18,4,7.132163584,1
2019-06-19,0,0.8615185408000006,1
2019-06-20,1,1.3799501824,1
2019-06-21,3,0.5100238847999998,2
2019-06-22,0,-0.18827991039999992,0
2019-06-23,0,0.08770764799999975,2
2019-06-24,1,2.24930816,0
2019-06-25,0,2.902716416,3
2019-06-26,2,1.5752210432000004,0
2019-06-27,5,0.6423083008000001,0
2019-06-28,0,1.9068105728,1
2019-06-29,0,1.7814530048,1
2019-06-30,0,-1.2564835328000001,1
2019-07-01,0,0.3128395775999997,0
2019-07-02,0,7.3195022336,0
2019-07-03,0,-1.0440046591999996,0
2019-07-04,3,-1.1527883776000003,0
2019-07-05,1,1.3241499647999997,0
2019-07-06,0,0.13878200320000023,2
2019-07-07,1,-0.6988879872,2
2019-07-08,0,0.5806988287999999,2
2019-07-09,2,2.514569728,0
2019-07-10,4,10.0908302336,3
2019-07-11,0,4.331463884800001,0
2019-07-12,0,3.4756484095999998,0
2019-07-13,4,-1.4600381440000003,0
2019-07-14,0,-1.5219632128000007,1
2019-07-15,1,0.02522152959999957,1
2019-07-16,0,2.081763328,1
2019-07-17,2,1.7483559936000002,0
2019-07-18,0,1.6497312768000005,0
2019-07-19,1,2.6225340416000007,0
2019-07-20,0,-1.5008744447999995,0
2019-07-21,0,-0.7510406144000003,0
2019-07-22,4,-0.4600904704000003,1
2019-07-23,0,4.662537728,1
2019-07-24,1,2.7301569536000003,1
2019-07-25,1,7.5869334528,0
2019-07-26,0,2.4917219328,1
2019-07-27,1,-2.1749588992,0
2019-07-28,0,-1.1439574016000007,2
2019-07-29,0,2.2533119999999993,0
2019-07-30,0,6.8358272,1
2019-07-31,1,-1.29118464,0
2019-08-01,0,1.6416179199999996,3
2019-08-02,0,0.5711995904000005,0
2019-08-03,0,-1.2175707135999996,1
2019-08-04,1,-0.6655211520000002,3
2019-08-05,0,2.56345344,0
2019-08-06,1,7.057186304,2
2019-08-07,1,-0.12179486719999932,0
2019-08-08,1,-0.38978027520000036,1
2019-08-09,0,1.0657140735999997,0
2019-08-10,0,-0.9875914751999999,0
2019-08-11,0,0.43428689919999974,0
2019-08-12,2,0.40511743999999983,0
2019-08-13,1,1.407829504,0
2019-08-14,0,2.2141360128000005,0
2019-08-15,0,-0.02791454719999975,2
2019-08-16,0,6.3316841472,0
2019-08-17,0,-1.7784095743999997,0
2019-08-18,0,-0.8221662208000005,1
2019-08-19,0,2.4816199679999995,1
2019-08-20,1,8.0172670976,0
2019-08-21,2,3.6687942656000003,0
2019-08-22,1,-0.2920301568000001,0
2019-08-23,1,0.4169171967999994,0
2019-08-24,0,-1.3401913344,1
2019-08-25,0,-0.8359958528000002,4
2019-08-26,5,1.4489446399999997,1
2019-08-27,2,-0.8363484159999999,0
2019-08-28,0,1.4796126208000004,3
2019-08-29,1,16.2307385344,0
2019-08-30,0,-1.7646449663999992,0
2019-08-31,0,-1.9607861248000011,0
2019-09-01,0,-1.1089963008000008,0
2019-09-02,1,-0.7521254400000003,0
2019-09-03,1,34.429054976,1
2019-09-04,8,2.542846259200002,0
2019-09-05,0,-0.15738726400000225,0
2019-09-06,1,-1.7833832448000004,1
2019-09-07,0,-2.6967543808000003,0
2019-09-08,0,-1.654698700800001,0
2019-09-09,2,2.765631999999999,2
2019-09-10,0,2.2083967999999996,1
2019-09-11,0,1.053946880000002,0
2019-09-12,2,-0.8177955839999986,0
2019-09-13,2,1.0031144960000002,1
2019-09-14,0,-0.9516661759999999,0
2019-09-15,5,-0.5175979008000002,0
2019-09-16,1,3.64436992,2
2019-09-17,0,5.920719872,0
2019-09-18,0,-0.9497092095999997,1
2019-09-19,0,5.8971751424,1
2019-09-20,0,-0.03604920320000016,0
2019-09-21,0,-1.3865887744000003,1
2019-09-22,0,-0.8150059008000005,0
2019-09-23,1,6.432555519999999,0
2019-09-24,0,6.1575813120000005,1
2019-09-25,0,-0.5215917055999997,0
2019-09-26,4,1.3629821951999994,3
2019-09-27,6,4.4737632256,0
2019-09-28,0,-1.0996128767999997,2
2019-09-29,0,-1.2634283008000007,0
2019-09-30,0,4.19821056,0
2019-10-01,5,5.396806656000001,0
2019-10-02,0,3.7156570112000007,1
2019-10-03,0,0.6725808127999997,0
2019-10-04,1,4.2259090432,1
2019-10-05,4,-2.2315410432,1
2019-10-06,3,-1.1956998144000004,1
2019-10-07,0,-0.7821205504000004,0
2019-10-08,0,1.4087936,0
2019-10-09,1,1.1208765440000006,2
2019-10-10,0,-0.9069646847999995,0
2019-10-11,0,2.5244604416,1
2019-10-12,3,-0.8869343231999995,0
2019-10-13,0,-0.43308810240000006,0
2019-10-14,0,-0.23592960000000016,2
2019-10-15,1,6.82448896,2
2019-10-16,4,0.4607631360000004,3
2019-10-17,0,5.9249994752,1
2019-10-18,0,2.0282811391999997,0
2019-10-19,0,-1.7343631360000002,0
