,MonoGame/MonoGame,godotengine/godot,4ian/GDevelop
2017-11-29,0,18,0
2017-11-30,0,14,0
2017-12-01,1,17,0
2017-12-02,0,6,0
2017-12-03,1,10,3
2017-12-04,1,23,2
2017-12-05,0,25,2
2017-12-06,0,56,4
2017-12-07,0,35,0
2017-12-08,0,22,0
2017-12-09,0,66,6
2017-12-10,0,50,2
2017-12-11,0,24,1
2017-12-12,1,13,2
2017-12-13,1,18,0
2017-12-14,1,25,0
2017-12-15,0,46,3
2017-12-16,0,46,10
2017-12-17,0,56,3
2017-12-18,0,19,0
2017-12-19,0,26,1
2017-12-20,0,24,3
2017-12-21,0,17,0
2017-12-22,0,15,1
2017-12-23,0,15,9
2017-12-24,1,14,13
2017-12-25,0,26,5
2017-12-26,0,24,3
2017-12-27,0,25,0
2017-12-28,0,11,0
2017-12-29,1,12,0
2017-12-30,0,8,0
2017-12-31,0,16,0
2018-01-01,0,18,0
2018-01-02,0,10,0
2018-01-03,0,49,0
2018-01-04,0,57,3
2018-01-05,1,30,1
2018-01-06,0,39,2
2018-01-07,0,32,1
2018-01-08,0,40,0
2018-01-09,0,21,19
2018-01-10,2,25,2
2018-01-11,0,36,0
2018-01-12,2,37,0
2018-01-13,0,34,2
2018-01-14,0,17,1
2018-01-15,1,19,0
2018-01-16,0,12,5
2018-01-17,0,8,5
2018-01-18,0,41,5
2018-01-19,0,17,0
2018-01-20,2,17,8
2018-01-21,0,14,3
2018-01-22,0,19,6
2018-01-23,0,7,0
2018-01-24,0,22,1
2018-01-25,0,16,0
2018-01-26,0,10,0
2018-01-27,1,12,5
2018-01-28,1,3,1
2018-01-29,0,5,1
2018-01-30,6,21,2
2018-01-31,0,18,0
2018-02-01,0,21,0
2018-02-02,0,10,0
2018-02-03,0,11,8
2018-02-04,0,6,2
2018-02-05,0,12,1
2018-02-06,0,4,1
2018-02-07,0,7,0
2018-02-08,1,2,0
2018-02-09,0,4,0
2018-02-10,0,2,2
2018-02-11,0,4,6
2018-02-12,4,11,0
2018-02-13,0,29,2
2018-02-14,4,59,0
2018-02-15,0,15,2
2018-02-16,5,17,0
2018-02-17,0,22,9
2018-02-18,0,14,4
2018-02-19,0,54,0
2018-02-20,1,26,1
2018-02-21,38,30,0
2018-02-22,0,27,0
2018-02-23,9,12,3
2018-02-24,2,25,4
2018-02-25,0,12,14
2018-02-26,2,7,0
2018-02-27,0,18,9
2018-02-28,0,10,1
2018-03-01,3,25,0
2018-03-02,0,28,0
2018-03-03,7,20,0
2018-03-04,1,12,0
2018-03-05,0,9,0
2018-03-06,5,17,0
2018-03-07,1,11,0
2018-03-08,1,4,0
2018-03-09,1,10,0
2018-03-10,1,12,6
2018-03-11,2,8,5
2018-03-12,0,2,1
2018-03-13,0,68,0
2018-03-14,1,11,0
2018-03-15,2,30,1
2018-03-16,0,11,0
2018-03-17,0,7,2
2018-03-18,4,12,0
2018-03-19,5,12,0
2018-03-20,0,12,0
2018-03-21,0,13,0
2018-03-22,4,6,0
2018-03-23,2,21,0
2018-03-24,0,8,0
2018-03-25,0,2,2
2018-03-26,0,8,0
2018-03-27,3,11,0
2018-03-28,1,14,0
2018-03-29,0,9,5
2018-03-30,2,16,9
2018-03-31,0,2,6
2018-04-01,0,3,4
2018-04-02,0,6,3
2018-04-03,0,38,6
2018-04-04,0,24,8
2018-04-05,0,9,1
2018-04-06,0,12,0
2018-04-07,1,19,0
2018-04-08,0,27,6
2018-04-09,0,23,1
2018-04-10,0,23,3
2018-04-11,0,11,0
2018-04-12,0,22,0
2018-04-13,0,10,12
2018-04-14,0,3,1
2018-04-15,2,9,3
2018-04-16,0,17,1
2018-04-17,0,7,0
2018-04-18,0,23,0
2018-04-19,0,11,0
2018-04-20,0,7,1
2018-04-21,0,6,0
2018-04-22,0,7,0
2018-04-23,0,7,10
2018-04-24,0,8,15
2018-04-25,1,5,4
2018-04-26,0,6,5
2018-04-27,0,9,4
2018-04-28,0,13,2
2018-04-29,0,14,0
2018-04-30,0,26,3
2018-05-01,0,29,0
2018-05-02,0,22,6
2018-05-03,0,21,0
2018-05-04,0,17,5
2018-05-05,0,17,2
2018-05-06,2,6,0
2018-05-07,0,57,0
2018-05-08,1,42,0
2018-05-09,1,21,2
2018-05-10,0,23,0
2018-05-11,0,25,1
2018-05-12,1,17,0
2018-05-13,2,18,0
2018-05-14,1,14,0
2018-05-15,2,20,0
2018-05-16,1,44,0
2018-05-17,0,26,0
2018-05-18,0,18,0
2018-05-19,0,6,0
2018-05-20,0,5,0
2018-05-21,0,13,2
2018-05-22,0,5,2
2018-05-23,0,17,4
2018-05-24,0,8,2
2018-05-25,0,21,9
2018-05-26,0,23,4
2018-05-27,0,12,14
2018-05-28,0,17,5
2018-05-29,0,15,5
2018-05-30,0,17,0
2018-05-31,1,10,0
2018-06-01,0,6,0
2018-06-02,0,0,0
2018-06-03,0,6,0
2018-06-04,0,1,1
2018-06-05,1,19,0
2018-06-06,6,9,0
2018-06-07,0,23,0
2018-06-08,0,16,0
2018-06-09,0,7,1
2018-06-10,1,6,4
2018-06-11,1,8,8
2018-06-12,0,7,4
2018-06-13,1,23,1
2018-06-14,0,5,2
2018-06-15,0,18,0
2018-06-16,0,3,7
2018-06-17,0,1,5
2018-06-18,3,23,2
2018-06-19,0,6,0
2018-06-20,0,7,2
2018-06-21,0,7,1
2018-06-22,0,9,0
2018-06-23,0,4,15
2018-06-24,1,4,1
2018-06-25,0,19,4
2018-06-26,0,13,0
2018-06-27,0,10,1
2018-06-28,3,7,4
2018-06-29,0,5,1
2018-06-30,1,6,0
2018-07-01,0,17,1
2018-07-02,8,10,0
2018-07-03,8,47,3
2018-07-04,0,35,4
2018-07-05,0,11,1
2018-07-06,0,2,2
2018-07-07,0,4,0
2018-07-08,1,6,2
2018-07-09,0,7,1
2018-07-10,0,19,1
2018-07-11,0,5,7
2018-07-12,0,12,1
2018-07-13,3,4,0
2018-07-14,0,5,0
2018-07-15,0,5,0
2018-07-16,1,13,3
2018-07-17,2,38,0
2018-07-18,0,29,1
2018-07-19,0,9,2
2018-07-20,2,16,6
2018-07-21,1,19,1
2018-07-22,1,20,0
2018-07-23,0,20,2
2018-07-24,1,36,0
2018-07-25,0,52,3
2018-07-26,2,32,0
2018-07-27,0,43,0
2018-07-28,3,20,1
2018-07-29,0,18,0
2018-07-30,0,12,1
2018-07-31,4,8,1
2018-08-01,0,2,1
2018-08-02,4,7,3
2018-08-03,0,3,0
2018-08-04,2,16,0
2018-08-05,0,10,1
2018-08-06,0,8,0
2018-08-07,0,12,3
2018-08-08,0,13,0
2018-08-09,0,12,4
2018-08-10,0,20,1
2018-08-11,0,14,0
2018-08-12,0,9,0
2018-08-13,0,36,7
2018-08-14,0,67,1
2018-08-15,0,20,0
2018-08-16,0,32,5
2018-08-17,0,14,10
2018-08-18,0,22,3
2018-08-19,1,20,5
2018-08-20,0,38,1
2018-08-21,0,38,3
2018-08-22,0,26,4
2018-08-23,0,51,3
2018-08-24,3,49,3
2018-08-25,0,15,8
2018-08-26,0,17,10
2018-08-27,0,51,13
2018-08-28,0,21,1
2018-08-29,0,34,9
2018-08-30,0,16,4
2018-08-31,0,10,2
2018-09-01,0,21,1
2018-09-02,0,9,0
2018-09-03,0,8,6
2018-09-04,0,8,5
2018-09-05,0,15,2
2018-09-06,1,9,2
2018-09-07,0,14,0
2018-09-08,0,14,1
2018-09-09,0,10,14
2018-09-10,0,47,4
2018-09-11,0,15,4
2018-09-12,0,46,2
2018-09-13,0,38,2
2018-09-14,0,39,1
2018-09-15,0,24,0
2018-09-16,0,12,6
2018-09-17,0,24,0
2018-09-18,0,10,11
2018-09-19,0,31,2
2018-09-20,0,46,1
2018-09-21,0,20,0
2018-09-22,1,21,2
2018-09-23,4,25,2
2018-09-24,1,13,0
2018-09-25,0,17,0
2018-09-26,0,8,0
2018-09-27,1,18,1
2018-09-28,0,34,3
2018-09-29,4,23,0
2018-09-30,3,26,1
2018-10-01,8,26,0
2018-10-02,4,68,3
2018-10-03,4,40,1
2018-10-04,13,32,0
2018-10-05,8,35,1
2018-10-06,2,21,0
2018-10-07,14,39,0
2018-10-08,4,10,28
2018-10-09,2,9,3
2018-10-10,0,2,0
2018-10-11,1,20,1
2018-10-12,2,4,0
2018-10-13,0,8,4
2018-10-14,1,10,0
2018-10-15,0,10,3
2018-10-16,0,20,1
2018-10-17,0,11,2
2018-10-18,0,13,9
2018-10-19,0,12,1
2018-10-20,0,8,4
2018-10-21,0,12,10
2018-10-22,0,8,4
2018-10-23,0,12,0
2018-10-24,0,30,0
2018-10-25,0,41,0
2018-10-26,0,11,0
2018-10-27,0,3,0
2018-10-28,2,11,8
2018-10-29,0,31,0
2018-10-30,0,13,0
2018-10-31,0,8,5
2018-11-01,1,34,0
2018-11-02,1,22,0
2018-11-03,0,10,1
2018-11-04,2,14,0
2018-11-05,2,22,4
2018-11-06,0,16,0
2018-11-07,2,7,0
2018-11-08,2,16,1
2018-11-09,0,14,0
2018-11-10,0,27,0
2018-11-11,0,6,2
2018-11-12,1,22,1
2018-11-13,5,12,5
2018-11-14,13,13,2
2018-11-15,0,12,1
2018-11-16,5,26,0
2018-11-17,2,8,2
2018-11-18,0,24,0
2018-11-19,2,21,4
2018-11-20,2,34,0
2018-11-21,1,16,2
2018-11-22,0,30,0
2018-11-23,0,13,1
2018-11-24,0,7,0
2018-11-25,2,10,6
2018-11-26,4,25,0
2018-11-27,0,13,0
2018-11-28,0,31,5
2018-11-29,0,3,0
2018-11-30,0,11,1
2018-12-01,0,7,1
2018-12-02,0,14,0
2018-12-03,0,14,0
2018-12-04,0,19,0
2018-12-05,0,7,1
2018-12-06,0,20,0
2018-12-07,1,22,0
2018-12-08,12,8,0
2018-12-09,9,12,0
2018-12-10,6,9,5
2018-12-11,0,24,3
2018-12-12,0,18,0
2018-12-13,0,21,0
2018-12-14,1,31,0
2018-12-15,2,10,0
2018-12-16,6,16,7
2018-12-17,0,15,2
2018-12-18,0,25,3
2018-12-19,0,8,1
2018-12-20,0,23,4
2018-12-21,0,20,2
2018-12-22,0,3,6
2018-12-23,0,7,1
2018-12-24,0,4,5
2018-12-25,0,3,3
2018-12-26,0,1,8
2018-12-27,0,22,9
2018-12-28,0,3,0
2018-12-29,0,5,3
2018-12-30,0,17,3
2018-12-31,0,4,0
2019-01-01,0,10,0
2019-01-02,1,7,0
2019-01-03,0,20,6
2019-01-04,3,20,0
2019-01-05,3,9,9
2019-01-06,6,8,5
2019-01-07,3,21,0
2019-01-08,0,8,0
2019-01-09,0,17,1
2019-01-10,0,14,4
2019-01-11,0,22,5
2019-01-12,0,0,2
2019-01-13,0,6,3
2019-01-14,0,19,7
2019-01-15,0,17,0
2019-01-16,0,25,0
2019-01-17,9,20,2
2019-01-18,0,26,1
2019-01-19,1,14,2
2019-01-20,2,10,2
2019-01-21,0,28,1
2019-01-22,0,27,1
2019-01-23,7,31,6
2019-01-24,1,22,2
2019-01-25,0,26,0
2019-01-26,0,22,0
2019-01-27,0,34,1
2019-01-28,0,25,30
2019-01-29,1,8,0
2019-01-30,0,8,4
2019-01-31,0,11,0
2019-02-01,0,12,0
2019-02-02,0,0,0
2019-02-03,0,11,3
2019-02-04,0,5,5
2019-02-05,0,4,4
2019-02-06,1,10,7
2019-02-07,1,4,0
2019-02-08,1,34,2
2019-02-09,0,18,18
2019-02-10,1,30,4
2019-02-11,0,9,0
2019-02-12,1,43,1
2019-02-13,0,18,0
2019-02-14,0,14,0
2019-02-15,0,12,0
2019-02-16,2,42,5
2019-02-17,4,9,3
2019-02-18,0,27,1
2019-02-19,2,21,2
2019-02-20,0,50,0
2019-02-21,1,29,0
2019-02-22,2,26,2
2019-02-23,1,26,4
2019-02-24,0,21,1
2019-02-25,0,24,0
2019-02-26,0,23,0
2019-02-27,0,37,0
2019-02-28,0,21,5
2019-03-01,0,34,0
2019-03-02,0,19,8
2019-03-03,0,30,1
2019-03-04,0,61,0
2019-03-05,2,56,1
2019-03-06,0,37,0
2019-03-07,0,30,9
2019-03-08,0,17,0
2019-03-09,0,21,2
2019-03-10,0,8,2
2019-03-11,0,26,7
2019-03-12,0,19,0
2019-03-13,0,10,0
2019-03-14,0,5,1
2019-03-15,0,2,0
2019-03-16,0,29,2
2019-03-17,0,11,7
2019-03-18,1,6,1
2019-03-19,2,9,0
2019-03-20,1,10,0
2019-03-21,0,1,0
2019-03-22,0,4,0
2019-03-23,3,5,0
2019-03-24,0,3,0
2019-03-25,0,3,0
2019-03-26,0,6,3
2019-03-27,0,20,0
2019-03-28,0,5,0
2019-03-29,0,6,0
2019-03-30,0,0,0
2019-03-31,0,6,0
2019-04-01,0,21,4
2019-04-02,0,9,2
2019-04-03,0,18,2
2019-04-04,1,16,1
2019-04-05,0,53,0
2019-04-06,0,36,0
2019-04-07,0,34,6
2019-04-08,0,36,0
2019-04-09,2,25,1
2019-04-10,0,15,1
2019-04-11,0,24,0
2019-04-12,0,15,0
2019-04-13,1,6,16
2019-04-14,1,5,1
2019-04-15,0,27,2
2019-04-16,0,20,1
2019-04-17,0,11,3
2019-04-18,0,15,1
2019-04-19,0,19,1
2019-04-20,0,16,5
2019-04-21,0,23,5
2019-04-22,0,26,4
2019-04-23,0,51,15
2019-04-24,0,23,4
2019-04-25,0,49,1
2019-04-26,0,15,7
2019-04-27,0,15,0
2019-04-28,1,2,0
2019-04-29,0,31,5
2019-04-30,0,63,0
2019-05-01,0,33,2
2019-05-02,0,28,1
2019-05-03,0,20,1
2019-05-04,0,2,0
2019-05-05,0,11,0
2019-05-06,0,14,4
2019-05-07,0,5,5
2019-05-08,0,17,2
2019-05-09,0,7,1
2019-05-10,0,4,7
2019-05-11,1,12,0
2019-05-12,0,5,1
2019-05-13,0,16,0
2019-05-14,0,12,0
2019-05-15,0,13,2
2019-05-16,0,20,1
2019-05-17,0,17,6
2019-05-18,0,11,6
2019-05-19,0,8,5
2019-05-20,2,30,4
2019-05-21,4,33,3
2019-05-22,3,17,2
2019-05-23,0,20,5
2019-05-24,0,43,1
2019-05-25,1,13,0
2019-05-26,1,17,0
2019-05-27,0,27,3
2019-05-28,2,48,8
2019-05-29,0,29,2
2019-05-30,0,32,3
2019-05-31,0,22,2
2019-06-01,0,17,3
2019-06-02,0,8,4
2019-06-03,0,35,0
2019-06-04,0,30,1
2019-06-05,0,8,2
2019-06-06,0,7,2
2019-06-07,0,8,0
2019-06-08,0,8,4
2019-06-09,0,8,3
2019-06-10,0,11,0
2019-06-11,2,34,0
2019-06-12,0,48,0
2019-06-13,0,19,0
2019-06-14,0,24,0
2019-06-15,0,25,3
2019-06-16,0,13,16
2019-06-17,0,23,1
2019-06-18,0,24,0
2019-06-19,5,38,5
2019-06-20,3,21,3
2019-06-21,1,14,2
2019-06-22,1,2,8
2019-06-23,35,12,8
2019-06-24,4,28,3
2019-06-25,7,20,1
2019-06-26,8,23,0
2019-06-27,9,26,3
2019-06-28,8,19,1
2019-06-29,6,32,0
2019-06-30,0,21,6
2019-07-01,2,35,7
2019-07-02,0,32,5
2019-07-03,0,27,0
2019-07-04,1,26,5
2019-07-05,1,33,2
2019-07-06,0,27,0
2019-07-07,0,10,0
2019-07-08,0,31,0
2019-07-09,0,39,1
2019-07-10,0,29,0
2019-07-11,1,27,1
2019-07-12,0,14,0
2019-07-13,0,3,0
2019-07-14,1,7,0
2019-07-15,0,33,0
2019-07-16,1,19,0
2019-07-17,5,21,1
2019-07-18,1,12,0
2019-07-19,4,23,0
2019-07-20,0,23,0
2019-07-21,0,5,0
2019-07-22,0,30,0
2019-07-23,1,11,2
2019-07-24,0,13,0
2019-07-25,0,30,0
2019-07-26,0,13,0
2019-07-27,2,14,6
2019-07-28,0,9,9
2019-07-29,0,41,16
2019-07-30,0,18,6
2019-07-31,0,13,0
2019-08-01,0,15,5
2019-08-02,0,12,0
2019-08-03,0,8,4
2019-08-04,0,7,14
2019-08-05,1,23,0
2019-08-06,0,16,0
2019-08-07,0,28,0
2019-08-08,1,32,0
2019-08-09,16,31,0
2019-08-10,2,8,0
2019-08-11,13,15,1
2019-08-12,2,38,2
2019-08-13,4,26,9
2019-08-14,0,18,3
2019-08-15,0,19,3
2019-08-16,0,3,3
2019-08-17,2,23,0
2019-08-18,0,20,0
2019-08-19,0,13,1
2019-08-20,0,18,1
2019-08-21,4,40,6
2019-08-22,3,30,0
2019-08-23,0,24,5
2019-08-24,0,10,0
2019-08-25,2,23,2
2019-08-26,0,25,0
2019-08-27,0,37,4
2019-08-28,0,27,0
2019-08-29,0,32,1
2019-08-30,0,33,0
2019-08-31,0,13,0
2019-09-01,0,33,0
2019-09-02,0,33,2
2019-09-03,0,40,0
2019-09-04,0,36,0
2019-09-05,0,11,1
2019-09-06,0,12,4
2019-09-07,0,11,0
2019-09-08,0,4,3
2019-09-09,0,3,2
2019-09-10,0,2,2
2019-09-11,2,8,1
2019-09-12,0,1,0
2019-09-13,0,7,0
2019-09-14,0,7,0
2019-09-15,0,4,22
2019-09-16,0,3,0
2019-09-17,0,8,4
2019-09-18,0,5,1
2019-09-19,0,30,2
2019-09-20,0,34,4
2019-09-21,0,8,0
2019-09-22,0,17,2
2019-09-23,0,49,0
2019-09-24,0,37,1
2019-09-25,0,38,0
2019-09-26,0,31,8
2019-09-27,0,23,0
2019-09-28,0,19,0
2019-09-29,0,8,1
2019-09-30,0,14,0
2019-10-01,0,28,1
2019-10-02,0,31,0
2019-10-03,2,31,23
2019-10-04,2,26,0
2019-10-05,1,14,8
2019-10-06,3,20,3
2019-10-07,0,25,5
2019-10-08,0,31,1
2019-10-09,0,23,1
2019-10-10,0,22,0
2019-10-11,0,31,0
2019-10-12,8,13,0
2019-10-13,0,11,4
2019-10-14,0,12,0
2019-10-15,3,12,1
2019-10-16,0,9,6
2019-10-17,0,4,1
2019-10-18,0,5,1
2019-10-19,0,5,9
2019-10-20,0,5,0
2019-10-21,2,21,1
2019-10-22,0,42,1
2019-10-23,0,24,2
2019-10-24,1,32,3
2019-10-25,2,37,1
2019-10-26,0,19,12
2019-10-27,7,14,2
2019-10-28,0,14,1
2019-10-29,1,17,2
2019-10-30,3,14,0
2019-10-31,0,23,0
2019-11-01,0,27,0
2019-11-02,4,26,0
2019-11-03,0,12,1
2019-11-04,0,16,0
2019-11-05,3,9,1
2019-11-06,0,12,1
2019-11-07,8,25,2
2019-11-08,3,30,0
2019-11-09,2,23,0
2019-11-10,0,17,2
2019-11-11,4,24,0
2019-11-12,1,31,1
2019-11-13,0,12,0
2019-11-14,0,12,22
2019-11-15,2,10,4
2019-11-16,0,8,3
2019-11-17,0,8,3
2019-11-18,0,15,0
2019-11-19,1,16,0
2019-11-20,0,18,8
2019-11-21,0,21,3
2019-11-22,0,11,0
2019-11-23,0,5,0
2019-11-24,0,5,2
2019-11-25,2,24,4
2019-11-26,3,17,0
2019-11-27,9,23,0
2019-11-28,1,10,2
2019-11-29,0,13,3
2019-11-30,0,16,0
2019-12-01,0,20,5
2019-12-02,0,7,2
2019-12-03,0,26,1
2019-12-04,0,17,1
2019-12-05,1,15,2
2019-12-06,0,21,8
2019-12-07,0,6,9
2019-12-08,1,3,2
2019-12-09,0,15,4
2019-12-10,7,17,4
2019-12-11,0,27,0
2019-12-12,0,25,1
2019-12-13,0,33,0
2019-12-14,0,17,0
2019-12-15,4,11,5
2019-12-16,0,22,1
2019-12-17,0,26,4
2019-12-18,0,15,0
2019-12-19,0,12,0
2019-12-20,0,11,0
2019-12-21,0,18,4
2019-12-22,0,20,1
2019-12-23,0,7,2
2019-12-24,0,8,4
2019-12-25,0,3,6
2019-12-26,0,7,9
2019-12-27,0,1,15
2019-12-28,0,9,0
2019-12-29,0,9,1
2019-12-30,1,45,0
2019-12-31,0,9,0
2020-01-01,0,15,0
2020-01-02,0,36,5
2020-01-03,0,37,3
2020-01-04,0,12,0
2020-01-05,0,17,2
2020-01-06,0,25,6
2020-01-07,0,19,3
2020-01-08,0,46,0
2020-01-09,3,26,0
2020-01-10,1,57,2
2020-01-11,0,10,0
2020-01-12,4,10,5
2020-01-13,0,39,5
2020-01-14,2,44,2
2020-01-15,0,24,2
2020-01-16,0,57,4
2020-01-17,0,15,1
2020-01-18,10,19,1
2020-01-19,1,34,3
2020-01-20,0,28,2
2020-01-21,4,21,0
2020-01-22,0,32,0
2020-01-23,0,37,0
2020-01-24,0,25,0
2020-01-25,1,11,1
2020-01-26,0,30,3
2020-01-27,0,25,6
2020-01-28,0,24,2
2020-01-29,0,10,0
2020-01-30,0,5,2
2020-01-31,0,40,0
2020-02-01,0,17,4
2020-02-02,0,3,2
2020-02-03,4,13,0
2020-02-04,0,4,0
2020-02-05,0,27,6
2020-02-06,0,20,0
2020-02-07,0,22,1
2020-02-08,0,21,5
2020-02-09,0,23,4
2020-02-10,1,48,2
2020-02-11,3,148,5
2020-02-12,1,30,1
2020-02-13,6,34,0
2020-02-14,0,33,4
2020-02-15,6,17,0
2020-02-16,5,12,1
2020-02-17,2,16,4
2020-02-18,0,21,3
2020-02-19,8,24,2
2020-02-20,2,12,0
2020-02-21,0,17,0
2020-02-22,0,28,8
2020-02-23,0,25,5
2020-02-24,0,10,1
2020-02-25,0,22,7
2020-02-26,2,32,0
2020-02-27,0,41,1
2020-02-28,0,34,0
2020-02-29,1,17,2
2020-03-01,0,11,3
2020-03-02,6,11,4
2020-03-03,0,9,4
2020-03-04,1,33,3
2020-03-05,1,26,2
2020-03-06,2,18,0
2020-03-07,0,10,0
2020-03-08,0,18,3
2020-03-09,0,32,2
2020-03-10,0,18,2
2020-03-11,0,16,1
2020-03-12,2,8,1
2020-03-13,0,9,0
2020-03-14,0,10,5
2020-03-15,1,1,1
2020-03-16,0,10,2
