,iterate-ch/cyberduck,rclone/rclone,aws/aws-cli
2021-02-20,0,0,1
2021-02-21,0,1,0
2021-02-22,0,0,4
2021-02-23,1,12,4
2021-02-24,2,11,3
2021-02-25,0,0,3
2021-02-26,1,0,3
2021-02-27,0,0,0
2021-02-28,0,1,0
2021-03-01,4,1,3
2021-03-02,5,0,4
2021-03-03,6,0,3
2021-03-04,2,1,4
2021-03-05,6,4,5
2021-03-06,0,0,0
2021-03-07,0,1,0
2021-03-08,8,1,4
2021-03-09,6,0,7
2021-03-10,7,1,9
2021-03-11,2,9,5
2021-03-12,5,2,5
2021-03-13,1,7,1
2021-03-14,3,3,0
2021-03-15,5,31,10
2021-03-16,18,11,4
2021-03-17,9,2,3
2021-03-18,6,4,6
2021-03-19,5,0,3
2021-03-20,0,0,0
2021-03-21,0,2,0
2021-03-22,8,8,6
2021-03-23,0,5,3
2021-03-24,4,6,3
2021-03-25,3,1,3
2021-03-26,9,2,7
2021-03-27,3,1,0
2021-03-28,8,0,0
2021-03-29,7,4,4
2021-03-30,17,4,3
2021-03-31,4,5,9
2021-04-01,2,0,6
2021-04-02,0,0,4
2021-04-03,0,3,0
2021-04-04,0,3,0
2021-04-05,0,3,4
2021-04-06,10,5,6
2021-04-07,4,5,7
2021-04-08,3,9,6
2021-04-09,21,0,3
2021-04-10,1,2,0
2021-04-11,0,0,0
2021-04-12,13,11,4
2021-04-13,7,8,4
2021-04-14,20,0,3
2021-04-15,7,0,4
2021-04-16,18,4,0
2021-04-17,0,3,0
2021-04-18,1,1,0
2021-04-19,29,3,3
2021-04-20,15,5,1
2021-04-21,14,2,4
2021-04-22,27,2,3
2021-04-23,4,0,5
2021-04-24,0,2,0
2021-04-25,3,2,0
2021-04-26,11,16,3
2021-04-27,30,3,3
2021-04-28,32,21,6
2021-04-29,28,0,5
2021-04-30,11,6,8
2021-05-01,3,1,0
2021-05-02,1,2,0
2021-05-03,10,2,6
2021-05-04,8,1,3
2021-05-05,16,0,6
2021-05-06,6,0,3
2021-05-07,3,1,3
2021-05-08,0,0,0
2021-05-09,3,0,0
2021-05-10,17,0,3
2021-05-11,3,1,3
2021-05-12,6,1,3
2021-05-13,0,2,0
2021-05-14,1,19,4
2021-05-15,0,0,0
2021-05-16,4,0,0
2021-05-17,3,8,3
2021-05-18,9,4,3
2021-05-19,3,2,3
2021-05-20,6,0,3
2021-05-21,3,2,4
2021-05-22,0,1,0
2021-05-23,0,0,0
2021-05-24,5,0,3
2021-05-25,4,0,3
2021-05-26,7,0,4
2021-05-27,21,0,8
2021-05-28,0,8,8
2021-05-29,0,0,0
2021-05-30,0,0,0
2021-05-31,6,1,0
2021-06-01,9,0,3
2021-06-02,6,0,3
2021-06-03,8,0,3
2021-06-04,3,0,3
2021-06-05,0,0,0
2021-06-06,0,0,0
2021-06-07,1,0,3
2021-06-08,15,3,3
2021-06-09,11,1,3
2021-06-10,3,4,3
2021-06-11,4,11,3
2021-06-12,0,0,0
2021-06-13,0,0,0
2021-06-14,5,1,3
2021-06-15,2,0,3
2021-06-16,7,0,4
2021-06-17,1,0,3
2021-06-18,7,0,0
2021-06-19,0,0,0
2021-06-20,3,0,0
2021-06-21,5,1,3
2021-06-22,3,2,1
2021-06-23,3,0,3
2021-06-24,9,0,3
2021-06-25,3,0,3
2021-06-26,0,0,0
2021-06-27,0,0,0
2021-06-28,4,0,3
2021-06-29,9,0,0
2021-06-30,10,0,3
2021-07-01,13,0,3
2021-07-02,2,0,3
2021-07-03,1,0,0
2021-07-04,0,0,0
2021-07-05,3,11,0
2021-07-06,2,1,5
2021-07-07,3,9,3
2021-07-08,2,5,3
2021-07-09,2,0,3
2021-07-10,1,4,0
2021-07-11,0,1,0
2021-07-12,5,0,3
2021-07-13,0,0,3
2021-07-14,8,2,4
2021-07-15,1,2,4
2021-07-16,0,0,3
2021-07-17,1,0,0
2021-07-18,0,0,0
2021-07-19,5,0,4
2021-07-20,4,9,5
2021-07-21,2,0,3
2021-07-22,7,0,3
2021-07-23,0,0,3
2021-07-24,1,2,0
2021-07-25,2,1,0
2021-07-26,2,0,5
2021-07-27,0,1,3
2021-07-28,0,0,8
2021-07-29,1,1,3
2021-07-30,4,3,5
2021-07-31,0,1,0
2021-08-01,0,4,0
2021-08-02,0,0,3
2021-08-03,5,0,3
2021-08-04,6,0,5
2021-08-05,46,0,3
2021-08-06,3,0,5
2021-08-07,1,0,0
2021-08-08,1,0,0
2021-08-09,3,1,4
2021-08-10,1,4,3
2021-08-11,3,5,3
2021-08-12,7,0,5
2021-08-13,142,3,6
2021-08-14,0,4,0
2021-08-15,0,0,0
2021-08-16,21,1,3
2021-08-17,8,0,3
2021-08-18,13,0,5
2021-08-19,8,6,3
2021-08-20,7,7,4
2021-08-21,0,0,0
2021-08-22,9,0,0
2021-08-23,6,0,3
2021-08-24,10,0,3
2021-08-25,18,0,4
2021-08-26,2,0,4
2021-08-27,2,0,5
2021-08-28,0,0,0
2021-08-29,0,0,0
2021-08-30,15,0,3
2021-08-31,4,8,5
2021-09-01,21,0,6
2021-09-02,22,1,5
2021-09-03,7,1,3
2021-09-04,0,0,0
2021-09-05,0,0,0
2021-09-06,11,2,0
2021-09-07,6,0,3
2021-09-08,3,0,3
2021-09-09,8,1,4
2021-09-10,4,0,3
2021-09-11,3,2,0
2021-09-12,0,1,0
2021-09-13,33,0,3
2021-09-14,1,0,4
2021-09-15,2,0,2
2021-09-16,16,0,4
2021-09-17,12,4,3
2021-09-18,1,1,0
2021-09-19,5,0,0
2021-09-20,11,1,0
2021-09-21,8,0,8
2021-09-22,19,0,6
2021-09-23,33,0,3
2021-09-24,7,0,3
2021-09-25,0,0,0
2021-09-26,0,0,0
2021-09-27,16,0,3
2021-09-28,9,2,6
2021-09-29,13,0,7
2021-09-30,20,7,3
2021-10-01,10,8,3
2021-10-02,1,6,1
2021-10-03,0,0,0
2021-10-04,8,0,3
2021-10-05,0,2,3
2021-10-06,5,0,3
2021-10-07,5,3,3
2021-10-08,0,3,3
2021-10-09,4,3,0
2021-10-10,1,0,0
2021-10-11,25,12,5
2021-10-12,12,2,3
2021-10-13,0,5,4
2021-10-14,10,8,3
2021-10-15,54,19,3
2021-10-16,0,3,0
2021-10-17,18,0,0
2021-10-18,22,4,3
2021-10-19,9,13,3
2021-10-20,23,22,4
2021-10-21,26,8,4
2021-10-22,3,6,4
2021-10-23,6,3,0
2021-10-24,3,0,0
2021-10-25,25,0,3
2021-10-26,16,0,3
2021-10-27,4,1,3
2021-10-28,3,1,4
2021-10-29,7,1,5
2021-10-30,0,4,0
2021-10-31,0,6,0
2021-11-01,4,24,3
2021-11-02,5,3,5
2021-11-03,7,5,5
2021-11-04,7,2,5
2021-11-05,5,4,6
2021-11-06,1,1,0
2021-11-07,0,1,0
2021-11-08,0,1,7
2021-11-09,6,9,3
2021-11-10,10,8,3
2021-11-11,12,10,3
2021-11-12,16,1,3
2021-11-13,0,0,0
2021-11-14,2,0,0
2021-11-15,17,6,3
2021-11-16,23,0,4
2021-11-17,7,3,3
2021-11-18,9,5,6
2021-11-19,2,0,4
2021-11-20,0,0,0
2021-11-21,34,3,0
2021-11-22,22,3,3
2021-11-23,11,4,4
2021-11-24,7,1,3
2021-11-25,5,3,0
2021-11-26,1,0,3
2021-11-27,1,1,0
2021-11-28,0,0,0
2021-11-29,8,0,8
2021-11-30,13,0,3
2021-12-01,9,3,3
2021-12-02,13,0,3
2021-12-03,18,1,3
2021-12-04,4,0,0
2021-12-05,6,0,0
2021-12-06,16,0,3
2021-12-07,8,0,0
2021-12-08,2,0,4
2021-12-09,8,0,4
2021-12-10,9,0,0
2021-12-11,0,0,0
2021-12-12,0,0,0
2021-12-13,4,0,3
2021-12-14,0,0,1
2021-12-15,4,0,0
2021-12-16,4,0,0
2021-12-17,17,0,0
2021-12-18,3,0,0
2021-12-19,0,0,0
2021-12-20,5,0,4
2021-12-21,21,1,3
2021-12-22,19,0,0
2021-12-23,16,0,0
2021-12-24,0,0,0
2021-12-25,0,0,0
2021-12-26,0,0,0
2021-12-27,3,0,0
2021-12-28,0,0,0
2021-12-29,18,0,0
2021-12-30,6,3,0
2021-12-31,2,0,0
2022-01-01,0,0,0
2022-01-02,0,0,0
2022-01-03,1,1,3
2022-01-04,3,0,3
2022-01-05,3,0,3
2022-01-06,23,0,4
2022-01-07,6,0,5
2022-01-08,0,0,0
2022-01-09,4,0,0
2022-01-10,2,1,4
2022-01-11,10,0,4
2022-01-12,12,3,3
2022-01-13,14,4,3
2022-01-14,0,4,3
2022-01-15,2,0,2
2022-01-16,0,12,0
2022-01-17,5,0,0
2022-01-18,2,1,3
2022-01-19,7,0,3
2022-01-20,2,0,5
2022-01-21,0,0,3
2022-01-22,0,0,0
2022-01-23,0,0,0
2022-01-24,4,1,3
2022-01-25,2,5,4
2022-01-26,3,6,3
2022-01-27,6,15,7
2022-01-28,2,3,4
2022-01-29,0,1,0
2022-01-30,0,0,0
2022-01-31,7,0,0
2022-02-01,4,5,2
2022-02-02,9,1,4
2022-02-03,8,3,3
2022-02-04,9,1,8
2022-02-05,1,0,0
2022-02-06,0,0,0
2022-02-07,2,3,3
2022-02-08,1,3,3
2022-02-09,0,1,3
2022-02-10,0,0,4
2022-02-11,1,3,4
2022-02-12,0,0,0
2022-02-13,0,0,0
2022-02-14,7,0,4
2022-02-15,19,0,0
2022-02-16,6,0,3
2022-02-17,11,0,3
2022-02-18,18,1,4
2022-02-19,0,0,0
2022-02-20,0,0,0
2022-02-21,8,0,3
2022-02-22,1,5,3
2022-02-23,0,0,4
2022-02-24,4,0,3
2022-02-25,0,3,3
2022-02-26,0,0,0
2022-02-27,0,0,0
2022-02-28,7,2,3
2022-03-01,4,1,4
2022-03-02,13,0,4
2022-03-03,20,7,4
2022-03-04,12,0,3
2022-03-05,0,0,0
2022-03-06,2,3,0
2022-03-07,6,1,4
2022-03-08,6,2,4
2022-03-09,13,4,3
2022-03-10,7,0,4
2022-03-11,11,0,5
2022-03-12,0,0,1
2022-03-13,0,0,0
2022-03-14,27,3,4
2022-03-15,34,0,4
2022-03-16,12,1,10
2022-03-17,10,1,1
2022-03-18,8,4,3
2022-03-19,0,0,0
2022-03-20,3,0,0
2022-03-21,19,0,4
2022-03-22,11,2,3
2022-03-23,16,0,3
2022-03-24,12,1,3
2022-03-25,11,4,3
2022-03-26,2,0,0
2022-03-27,1,0,0
2022-03-28,12,1,3
2022-03-29,25,0,4
2022-03-30,2,1,4
2022-03-31,8,3,4
2022-04-01,5,2,3
2022-04-02,1,0,0
2022-04-03,3,1,0
2022-04-04,9,9,3
2022-04-05,12,1,4
2022-04-06,31,0,3
2022-04-07,29,1,5
2022-04-08,15,0,4
2022-04-09,0,0,0
2022-04-10,0,0,0
2022-04-11,0,2,5
2022-04-12,1,3,3
2022-04-13,2,3,5
2022-04-14,1,1,7
2022-04-15,0,6,4
2022-04-16,0,0,0
2022-04-17,3,0,0
2022-04-18,0,0,0
2022-04-19,41,0,5
2022-04-20,21,0,3
2022-04-21,2,2,5
2022-04-22,3,2,5
2022-04-23,0,0,0
2022-04-24,2,0,0
2022-04-25,2,2,4
2022-04-26,37,8,3
2022-04-27,17,5,3
2022-04-28,8,4,3
2022-04-29,4,10,3
2022-04-30,0,0,0
2022-05-01,0,2,0
2022-05-02,0,1,3
2022-05-03,0,0,3
2022-05-04,22,0,3
2022-05-05,4,1,5
2022-05-06,10,0,6
2022-05-07,0,1,0
2022-05-08,0,0,0
2022-05-09,5,0,4
2022-05-10,5,0,6
2022-05-11,0,0,3
2022-05-12,6,19,5
2022-05-13,2,7,5
2022-05-14,0,0,0
2022-05-15,0,0,0
2022-05-16,12,5,4
2022-05-17,9,6,10
2022-05-18,8,1,12
2022-05-19,12,3,9
2022-05-20,12,0,7
2022-05-21,0,0,0
2022-05-22,0,0,0
2022-05-23,7,5,5
2022-05-24,15,1,9
2022-05-25,5,0,10
2022-05-26,0,0,4
2022-05-27,1,2,5
2022-05-28,0,0,0
2022-05-29,0,0,0
2022-05-30,2,2,0
2022-05-31,6,4,10
2022-06-01,3,4,7
2022-06-02,10,0,5
2022-06-03,8,0,0
2022-06-04,0,0,0
2022-06-05,0,0,0
2022-06-06,0,0,3
2022-06-07,13,1,3
2022-06-08,8,24,3
2022-06-09,5,2,5
2022-06-10,2,0,3
2022-06-11,1,0,0
2022-06-12,0,3,0
2022-06-13,16,6,3
2022-06-14,18,4,3
2022-06-15,6,0,3
2022-06-16,9,34,3
2022-06-17,19,7,4
2022-06-18,0,2,0
2022-06-19,0,3,0
2022-06-20,11,3,4
2022-06-21,10,17,4
2022-06-22,4,0,4
2022-06-23,18,2,3
2022-06-24,21,0,3
2022-06-25,0,0,1
2022-06-26,0,0,0
2022-06-27,12,2,3
2022-06-28,15,2,3
2022-06-29,4,21,4
2022-06-30,0,0,4
2022-07-01,1,0,3
2022-07-02,1,1,0
2022-07-03,1,1,0
2022-07-04,12,22,0
2022-07-05,9,0,4
2022-07-06,23,2,4
2022-07-07,10,5,3
2022-07-08,1,5,4
2022-07-09,0,5,0
2022-07-10,0,2,0
2022-07-11,6,4,4
2022-07-12,14,0,3
2022-07-13,2,4,3
2022-07-14,8,2,5
2022-07-15,6,0,3
2022-07-16,4,0,0
2022-07-17,2,3,0
2022-07-18,5,2,3
2022-07-19,1,0,6
2022-07-20,5,6,3
2022-07-21,0,0,5
2022-07-22,0,1,3
2022-07-23,0,0,0
2022-07-24,0,0,0
2022-07-25,0,2,3
2022-07-26,2,0,3
2022-07-27,6,0,3
2022-07-28,2,0,3
2022-07-29,1,1,3
2022-07-30,9,0,4
2022-07-31,2,0,0
2022-08-01,0,0,3
2022-08-02,6,0,3
2022-08-03,7,7,3
2022-08-04,7,6,4
2022-08-05,5,18,0
2022-08-06,0,2,0
2022-08-07,0,0,0
2022-08-08,2,2,3
2022-08-09,0,5,3
2022-08-10,8,0,3
2022-08-11,9,2,3
2022-08-12,4,0,3
2022-08-13,3,1,0
2022-08-14,0,0,0
2022-08-15,4,0,3
2022-08-16,6,0,7
2022-08-17,15,0,10
2022-08-18,7,1,8
2022-08-19,2,0,6
2022-08-20,0,0,0
2022-08-21,0,1,0
2022-08-22,2,1,3
2022-08-23,3,0,4
2022-08-24,0,0,5
2022-08-25,2,0,6
2022-08-26,5,0,5
2022-08-27,5,0,0
2022-08-28,0,7,0
2022-08-29,3,0,6
2022-08-30,4,5,3
2022-08-31,10,0,3
2022-09-01,1,0,3
2022-09-02,17,0,3
2022-09-03,0,0,0
2022-09-04,0,0,0
2022-09-05,0,4,0
2022-09-06,7,0,4
2022-09-07,0,0,6
2022-09-08,0,0,3
2022-09-09,5,0,3
2022-09-10,0,0,0
2022-09-11,0,0,0
2022-09-12,2,2,6
2022-09-13,0,1,3
2022-09-14,6,5,4
2022-09-15,12,3,3
2022-09-16,0,5,3
2022-09-17,0,1,0
2022-09-18,0,5,0
2022-09-19,0,2,5
2022-09-20,0,0,3
2022-09-21,5,0,4
2022-09-22,0,0,3
2022-09-23,1,0,3
2022-09-24,0,0,0
2022-09-25,0,0,0
2022-09-26,0,2,3
2022-09-27,0,0,5
2022-09-28,0,1,0
2022-09-29,3,0,3
2022-09-30,2,1,5
2022-10-01,0,0,0
2022-10-02,0,1,0
2022-10-03,0,1,3
2022-10-04,0,2,3
2022-10-05,0,4,3
2022-10-06,2,4,3
2022-10-07,5,2,3
2022-10-08,7,0,0
2022-10-09,0,0,0
2022-10-10,2,1,0
2022-10-11,15,0,0
2022-10-12,2,2,0
2022-10-13,14,4,3
2022-10-14,3,4,5
2022-10-15,0,0,0
2022-10-16,0,0,0
2022-10-17,11,2,3
2022-10-18,5,0,4
2022-10-19,2,1,3
2022-10-20,1,0,3
2022-10-21,37,10,3
2022-10-22,0,0,0
2022-10-23,5,1,0
2022-10-24,3,0,5
2022-10-25,0,3,3
2022-10-26,1,2,3
2022-10-27,5,0,3
2022-10-28,3,2,3
2022-10-29,0,0,0
2022-10-30,1,0,0
2022-10-31,6,2,5
2022-11-01,12,0,7
2022-11-02,1,1,3
2022-11-03,2,7,5
2022-11-04,12,2,3
2022-11-05,0,0,0
2022-11-06,0,0,0
2022-11-07,1,9,4
2022-11-08,6,11,6
2022-11-09,2,1,3
2022-11-10,20,10,3
2022-11-11,9,2,4
2022-11-12,0,0,0
2022-11-13,0,0,0
2022-11-14,11,8,3
2022-11-15,4,4,3
2022-11-16,2,1,4
2022-11-17,4,1,5
2022-11-18,7,1,3
2022-11-19,0,0,0
2022-11-20,1,1,0
2022-11-21,17,2,4
2022-11-22,5,0,3
2022-11-23,2,0,3
2022-11-24,2,6,0
2022-11-25,27,1,0
2022-11-26,0,0,0
2022-11-27,0,0,0
2022-11-28,5,1,4
2022-11-29,8,1,6
2022-11-30,14,0,3
2022-12-01,8,0,4
2022-12-02,3,0,5
2022-12-03,0,5,1
2022-12-04,0,0,0
2022-12-05,15,2,5
2022-12-06,17,14,3
2022-12-07,26,1,3
2022-12-08,4,0,4
2022-12-09,3,4,3
2022-12-10,0,0,0
2022-12-11,7,0,0
2022-12-12,17,13,6
2022-12-13,28,0,5
2022-12-14,18,8,3
2022-12-15,35,18,4
2022-12-16,15,1,3
2022-12-17,1,3,0
2022-12-18,2,0,0
2022-12-19,2,0,4
2022-12-20,18,3,4
2022-12-21,10,1,3
2022-12-22,5,2,3
2022-12-23,3,10,3
2022-12-24,0,0,0
2022-12-25,0,0,0
2022-12-26,0,2,0
2022-12-27,0,0,4
2022-12-28,3,0,3
2022-12-29,0,0,3
2022-12-30,0,1,3
2022-12-31,0,0,0
2023-01-01,0,0,0
2023-01-02,11,0,0
2023-01-03,4,0,3
2023-01-04,12,0,3
2023-01-05,14,0,4
2023-01-06,2,0,5
2023-01-07,15,0,0
2023-01-08,1,0,0
2023-01-09,3,0,4
2023-01-10,6,1,3
2023-01-11,15,5,4
2023-01-12,2,1,3
2023-01-13,0,0,3
2023-01-14,0,0,1
2023-01-15,1,3,0
2023-01-16,1,7,0
2023-01-17,10,3,6
2023-01-18,0,0,3
2023-01-19,17,0,3
2023-01-20,1,4,3
2023-01-21,0,0,1
2023-01-22,0,1,0
2023-01-23,19,0,5
2023-01-24,12,4,4
2023-01-25,24,2,4
2023-01-26,14,2,3
2023-01-27,0,1,4
2023-01-28,0,0,0
2023-01-29,0,0,0
2023-01-30,4,0,3
2023-01-31,4,4,5
2023-02-01,20,6,3
2023-02-02,7,1,3
2023-02-03,9,2,4
2023-02-04,0,6,0
2023-02-05,0,0,0
2023-02-06,8,3,3
2023-02-07,1,0,3
2023-02-08,0,1,3
2023-02-09,4,0,3
2023-02-10,16,1,3
2023-02-11,0,0,0
2023-02-12,0,0,0
2023-02-13,20,1,4
2023-02-14,9,4,3
2023-02-15,20,0,5
2023-02-16,24,0,4
2023-02-17,15,0,3
2023-02-18,0,0,0
2023-02-19,1,0,0
2023-02-20,2,0,3
2023-02-21,3,2,3
2023-02-22,2,1,3
2023-02-23,2,3,3
2023-02-24,3,1,7
2023-02-25,0,0,0
2023-02-26,0,0,0
2023-02-27,3,0,4
2023-02-28,0,3,3
2023-03-01,0,8,3
2023-03-02,0,5,3
2023-03-03,4,7,3
2023-03-04,0,0,0
2023-03-05,2,0,0
2023-03-06,1,3,7
2023-03-07,12,15,4
2023-03-08,8,1,3
2023-03-09,5,5,3
2023-03-10,0,5,5
2023-03-11,0,0,0
2023-03-12,1,0,1
2023-03-13,12,1,3
2023-03-14,8,4,3
2023-03-15,3,8,3
2023-03-16,6,6,3
2023-03-17,5,19,3
2023-03-18,0,0,0
2023-03-19,0,0,0
2023-03-20,9,4,4
2023-03-21,16,4,3
2023-03-22,16,10,7
2023-03-23,2,2,5
2023-03-24,2,14,3
2023-03-25,1,4,0
2023-03-26,2,32,0
2023-03-27,7,11,3
2023-03-28,2,1,3
2023-03-29,4,2,3
2023-03-30,3,1,3
2023-03-31,2,0,3
2023-04-01,2,0,0
2023-04-02,5,0,0
2023-04-03,7,0,3
2023-04-04,7,5,6
2023-04-05,2,4,4
2023-04-06,4,1,3
2023-04-07,1,0,4
2023-04-08,0,3,0
2023-04-09,9,0,0
2023-04-10,0,2,3
2023-04-11,6,0,3
2023-04-12,9,0,3
2023-04-13,0,5,8
2023-04-14,1,0,3
2023-04-15,1,0,0
2023-04-16,0,0,0
2023-04-17,2,0,4
2023-04-18,6,7,3
2023-04-19,1,1,6
2023-04-20,4,4,4
2023-04-21,1,0,3
2023-04-22,0,1,0
2023-04-23,0,0,0
2023-04-24,5,7,5
2023-04-25,0,4,6
2023-04-26,0,0,3
2023-04-27,0,0,3
2023-04-28,3,13,3
2023-04-29,4,0,0
2023-04-30,1,4,0
2023-05-01,11,0,5
2023-05-02,4,1,3
2023-05-03,7,5,3
2023-05-04,1,7,3
2023-05-05,9,1,6
2023-05-06,0,0,0
2023-05-07,0,5,0
2023-05-08,6,1,3
2023-05-09,1,11,6
2023-05-10,4,1,3
2023-05-11,7,1,3
2023-05-12,3,1,1
2023-05-13,0,0,0
2023-05-14,7,7,0
2023-05-15,4,1,3
2023-05-16,11,0,4
2023-05-17,7,6,0
2023-05-18,0,2,3
2023-05-19,4,0,4
2023-05-20,0,0,0
2023-05-21,0,0,0
2023-05-22,2,0,6
2023-05-23,10,0,5
2023-05-24,2,0,4
2023-05-25,8,1,3
2023-05-26,0,0,4
2023-05-27,1,0,0
2023-05-28,0,0,0
2023-05-29,0,0,0
2023-05-30,12,0,3
2023-05-31,0,0,3
2023-06-01,4,0,3
2023-06-02,0,0,3
2023-06-03,0,0,0
2023-06-04,0,0,0
2023-06-05,3,0,3
2023-06-06,3,0,4
2023-06-07,1,1,3
2023-06-08,0,0,3
2023-06-09,0,1,3
2023-06-10,1,7,0
2023-06-11,0,2,0
2023-06-12,7,1,3
2023-06-13,6,3,3
2023-06-14,5,3,0
2023-06-15,5,0,3
2023-06-16,6,0,3
2023-06-17,0,0,0
2023-06-18,0,0,0
2023-06-19,5,0,3
2023-06-20,22,0,3
2023-06-21,1,1,3
2023-06-22,2,2,5
2023-06-23,6,10,3
2023-06-24,0,1,0
2023-06-25,1,2,0
2023-06-26,5,14,3
2023-06-27,11,7,3
2023-06-28,0,4,3
2023-06-29,1,1,4
2023-06-30,2,6,3
2023-07-01,0,2,0
2023-07-02,4,1,1
2023-07-03,3,5,4
2023-07-04,9,0,0
2023-07-05,0,2,5
2023-07-06,11,3,6
2023-07-07,14,4,3
2023-07-08,1,3,0
2023-07-09,0,1,0
2023-07-10,0,2,1
2023-07-11,0,0,3
2023-07-12,0,0,0
2023-07-13,1,0,3
2023-07-14,4,2,0
2023-07-15,1,0,0
2023-07-16,0,2,0
2023-07-17,5,4,7
2023-07-18,0,5,3
2023-07-19,1,0,4
2023-07-20,3,0,6
2023-07-21,0,0,4
2023-07-22,0,5,0
2023-07-23,0,1,0
2023-07-24,2,3,3
2023-07-25,0,9,3
2023-07-26,0,1,4
2023-07-27,0,2,6
2023-07-28,1,7,6
2023-07-29,0,4,0
2023-07-30,0,2,0
2023-07-31,1,0,4
2023-08-01,0,2,3
2023-08-02,6,7,3
2023-08-03,6,6,4
2023-08-04,26,1,3
2023-08-05,0,5,0
2023-08-06,0,0,0
2023-08-07,3,0,3
2023-08-08,6,0,3
2023-08-09,1,11,3
2023-08-10,17,1,3
2023-08-11,11,0,3
2023-08-12,0,13,0
2023-08-13,2,4,0
2023-08-14,1,0,5
2023-08-15,6,0,7
2023-08-16,7,1,3
2023-08-17,6,2,5
2023-08-18,0,6,3
2023-08-19,0,0,0
2023-08-20,1,0,0
2023-08-21,1,2,6
2023-08-22,0,15,4
2023-08-23,0,2,3
2023-08-24,10,17,3
2023-08-25,3,6,5
2023-08-26,0,0,0
2023-08-27,0,1,0
2023-08-28,91,0,5
2023-08-29,14,4,5
2023-08-30,8,3,3
2023-08-31,8,1,6
2023-09-01,5,7,4
2023-09-02,0,1,0
2023-09-03,0,6,0
2023-09-04,2,5,0
2023-09-05,9,10,5
2023-09-06,37,1,5
2023-09-07,5,6,4
2023-09-08,81,8,4
2023-09-09,0,5,0
2023-09-10,1,1,0
2023-09-11,3,4,3
2023-09-12,3,2,4
2023-09-13,1,8,5
2023-09-14,0,1,4
2023-09-15,0,2,3
2023-09-16,0,4,0
2023-09-17,0,0,0
2023-09-18,0,1,3
2023-09-19,2,0,4
2023-09-20,10,1,5
2023-09-21,0,2,0
2023-09-22,7,1,4
2023-09-23,1,7,0
2023-09-24,0,1,0
2023-09-25,33,2,3
2023-09-26,5,0,3
2023-09-27,6,0,4
2023-09-28,0,0,4
2023-09-29,14,2,4
2023-09-30,0,0,0
2023-10-01,9,3,0
2023-10-02,0,2,3
2023-10-03,0,8,3
2023-10-04,7,2,4
2023-10-05,12,0,3
2023-10-06,2,7,3
2023-10-07,0,0,0
2023-10-08,2,0,0
2023-10-09,0,6,0
2023-10-10,7,3,1
2023-10-11,16,3,1
2023-10-12,4,2,3
2023-10-13,2,1,0
2023-10-14,0,0,0
2023-10-15,0,0,0
2023-10-16,3,5,4
2023-10-17,2,1,4
2023-10-18,4,9,7
2023-10-19,0,2,3
2023-10-20,5,2,4
2023-10-21,4,1,0
2023-10-22,3,0,0
2023-10-23,14,5,3
2023-10-24,8,1,5
2023-10-25,4,0,3
