,rails/rails,django/django,pallets/flask
2023-03-28,28,4.0,0
2023-03-29,18,4.0,0
2023-03-30,31,4.0,0
2023-03-31,8,0.0,1
2023-04-01,7,0.0,0
2023-04-02,6,1.0,0
2023-04-03,7,6.0,3
2023-04-04,8,5.0,1
2023-04-05,11,3.0,1
2023-04-06,13,5.0,0
2023-04-07,3,4.0,0
2023-04-08,13,0.0,0
2023-04-09,12,0.0,0
2023-04-10,7,1.0,0
2023-04-11,14,1.0,3
2023-04-12,12,4.0,9
2023-04-13,7,2.0,7
2023-04-14,6,2.0,2
2023-04-15,12,1.0,7
2023-04-16,7,0.0,0
2023-04-17,8,3.0,0
2023-04-18,14,2.0,0
2023-04-19,18,3.0,0
2023-04-20,17,3.0,8
2023-04-21,16,6.0,0
2023-04-22,14,2.0,0
2023-04-23,13,0.0,0
2023-04-24,9,4.0,2
2023-04-25,22,4.0,16
2023-04-26,16,3.0,0
2023-04-27,18,4.0,0
2023-04-28,7,2.0,0
2023-04-29,0,0.0,0
2023-04-30,1,0.0,0
2023-05-01,0,2.0,14
2023-05-02,13,4.0,14
2023-05-03,12,6.0,0
2023-05-04,11,4.0,0
2023-05-05,20,1.0,0
2023-05-06,6,0.0,0
2023-05-07,18,1.0,0
2023-05-08,26,2.0,0
2023-05-09,20,2.0,2
2023-05-10,6,4.0,0
2023-05-11,12,2.0,0
2023-05-12,17,3.0,0
2023-05-13,10,0.0,0
2023-05-14,3,0.0,2
2023-05-15,8,0.0,0
2023-05-16,15,1.0,0
2023-05-17,4,4.0,0
2023-05-18,37,3.0,1
2023-05-19,12,1.0,0
2023-05-20,2,2.0,0
2023-05-21,9,0.0,0
2023-05-22,17,6.0,0
2023-05-23,7,4.0,0
2023-05-24,18,4.0,1
2023-05-25,11,1.0,0
2023-05-26,8,3.0,0
2023-05-27,1,0.0,0
2023-05-28,8,0.0,0
2023-05-29,21,0.0,0
2023-05-30,27,0.0,0
2023-05-31,9,2.0,4
2023-06-01,16,6.0,3
2023-06-02,25,2.0,0
2023-06-03,0,1.0,0
2023-06-04,5,1.0,0
2023-06-05,15,6.0,0
2023-06-06,18,3.0,3
2023-06-07,8,2.0,6
2023-06-08,1,6.0,2
2023-06-09,7,2.0,4
2023-06-10,4,1.0,0
2023-06-11,10,2.0,0
2023-06-12,6,7.0,0
2023-06-13,4,3.0,0
2023-06-14,13,4.0,0
2023-06-15,13,2.0,0
2023-06-16,20,4.0,0
2023-06-17,1,1.0,0
2023-06-18,2,3.0,0
2023-06-19,15,3.0,0
2023-06-20,19,3.0,0
2023-06-21,16,1.0,2
2023-06-22,4,0.0,0
2023-06-23,8,4.0,0
2023-06-24,1,0.0,0
2023-06-25,8,1.0,0
2023-06-26,19,7.0,0
2023-06-27,8,4.0,12
2023-06-28,8,3.0,0
2023-06-29,15,5.0,0
2023-06-30,10,3.0,2
2023-07-01,1,0.0,4
2023-07-02,8,0.0,0
2023-07-03,7,5.0,2
2023-07-04,7,2.0,1
2023-07-05,32,1.0,0
2023-07-06,16,2.0,0
2023-07-07,1,6.0,0
2023-07-08,0,0.0,0
2023-07-09,3,0.0,0
2023-07-10,9,7.0,0
2023-07-11,5,6.0,0
2023-07-12,8,4.0,0
2023-07-13,11,0.0,0
2023-07-14,3,4.0,0
2023-07-15,3,0.0,0
2023-07-16,1,0.0,0
2023-07-17,13,2.0,0
2023-07-18,5,4.0,0
2023-07-19,15,4.0,0
2023-07-20,10,2.0,0
2023-07-21,10,4.0,0
2023-07-22,0,2.0,0
2023-07-23,0,0.0,0
2023-07-24,8,3.0,0
2023-07-25,9,0.0,0
2023-07-26,12,0.0,0
2023-07-27,34,2.0,0
2023-07-28,19,2.0,0
2023-07-29,4,1.0,0
2023-07-30,5,1.0,0
2023-07-31,6,2.0,0
2023-08-01,13,5.0,3
2023-08-02,11,4.0,0
2023-08-03,19,3.0,0
2023-08-04,24,5.0,0
2023-08-05,10,1.0,0
2023-08-06,4,0.0,0
2023-08-07,1,0.0,0
2023-08-08,6,2.0,0
2023-08-09,9,3.0,0
2023-08-10,5,3.0,0
2023-08-11,5,2.0,0
2023-08-12,0,1.0,0
2023-08-13,1,0.0,0
2023-08-14,3,0.0,0
2023-08-15,3,0.0,0
2023-08-16,7,0.0,15
2023-08-17,15,0.0,0
2023-08-18,11,1.0,0
2023-08-19,1,1.0,8
2023-08-20,1,2.0,1
2023-08-21,21,1.0,5
2023-08-22,13,3.0,0
2023-08-23,28,4.0,0
2023-08-24,16,4.0,0
2023-08-25,14,4.0,0
2023-08-26,1,0.0,0
2023-08-27,2,0.0,2
2023-08-28,12,4.0,0
2023-08-29,20,0.0,2
2023-08-30,12,2.0,0
2023-08-31,17,5.0,0
2023-09-01,30,4.0,0
2023-09-02,3,0.0,0
2023-09-03,2,1.0,0
2023-09-04,13,7.0,0
2023-09-05,45,2.0,3
2023-09-06,20,0.0,0
2023-09-07,14,3.0,0
2023-09-08,14,1.0,0
2023-09-09,14,1.0,0
2023-09-10,10,1.0,0
2023-09-11,10,4.0,0
2023-09-12,15,2.0,0
2023-09-13,20,7.0,0
2023-09-14,20,6.0,0
2023-09-15,18,1.0,0
2023-09-16,9,4.0,0
2023-09-17,3,0.0,0
2023-09-18,5,22.0,0
2023-09-19,12,5.0,0
2023-09-20,14,3.0,0
2023-09-21,12,3.0,0
2023-09-22,4,6.0,0
2023-09-23,8,0.0,0
2023-09-24,6,0.0,1
2023-09-25,24,3.0,0
2023-09-26,31,2.0,0
2023-09-27,31,2.0,0
2023-09-28,11,1.0,0
2023-09-29,21,3.0,0
2023-09-30,3,0.0,3
2023-10-01,9,0.0,0
2023-10-02,11,2.0,0
2023-10-03,23,3.0,0
2023-10-04,14,6.0,0
2023-10-05,13,2.0,0
2023-10-06,6,3.0,1
2023-10-07,44,1.0,1
2023-10-08,8,0.0,0
2023-10-09,18,2.0,0
2023-10-10,20,1.0,0
2023-10-11,32,3.0,0
2023-10-12,30,1.0,0
2023-10-13,21,0.0,0
2023-10-14,6,0.0,0
2023-10-15,7,1.0,0
2023-10-16,13,3.0,0
2023-10-17,9,1.0,0
2023-10-18,6,3.0,0
2023-10-19,13,3.0,0
2023-10-20,16,1.0,2
2023-10-21,7,4.0,0
2023-10-22,3,2.0,0
2023-10-23,10,6.0,0
2023-10-24,10,2.0,0
2023-10-25,15,4.0,0
2023-10-26,21,2.0,0
2023-10-27,15,4.0,0
2023-10-28,10,3.0,3
2023-10-29,7,0.0,0
2023-10-30,15,5.0,0
2023-10-31,18,3.0,0
2023-11-01,20,3.0,0
2023-11-02,8,5.0,0
2023-11-03,8,2.0,0
2023-11-04,16,0.0,0
2023-11-05,13,0.0,0
2023-11-06,8,0.0,0
2023-11-07,17,2.0,0
2023-11-08,24,2.0,0
2023-11-09,16,2.0,9
2023-11-10,14,0.0,0
2023-11-11,10,0.0,0
2023-11-12,5,0.0,0
2023-11-13,7,3.0,0
2023-11-14,15,5.0,0
2023-11-15,5,3.0,11
2023-11-16,8,1.0,0
2023-11-17,13,4.0,0
2023-11-18,3,5.0,0
2023-11-19,8,2.0,0
2023-11-20,13,2.0,0
2023-11-21,3,5.0,0
2023-11-22,25,4.0,0
2023-11-23,9,6.0,0
2023-11-24,16,4.0,0
2023-11-25,6,2.0,0
2023-11-26,3,0.0,0
2023-11-27,10,5.0,0
2023-11-28,13,9.0,0
2023-11-29,7,4.0,0
2023-11-30,18,6.0,0
2023-12-01,5,7.0,0
2023-12-02,14,0.0,0
2023-12-03,7,2.0,0
2023-12-04,6,5.0,2
2023-12-05,15,5.0,0
2023-12-06,4,5.0,0
2023-12-07,6,5.0,0
2023-12-08,13,3.0,0
2023-12-09,5,0.0,0
2023-12-10,2,0.0,0
2023-12-11,21,0.0,0
2023-12-12,9,5.0,0
2023-12-13,9,3.0,6
2023-12-14,14,6.0,2
2023-12-15,1,6.0,0
2023-12-16,7,2.0,0
2023-12-17,12,0.0,0
2023-12-18,3,1.0,0
2023-12-19,5,1.0,0
2023-12-20,5,3.0,0
2023-12-21,7,1.0,0
2023-12-22,3,4.0,0
2023-12-23,0,2.0,0
2023-12-24,1,0.0,0
2023-12-25,2,0.0,0
2023-12-26,1,1.0,0
2023-12-27,4,3.0,0
2023-12-28,4,4.0,0
2023-12-29,4,4.0,0
2023-12-30,7,3.0,0
2023-12-31,27,3.0,0
2024-01-01,20,4.0,1
2024-01-02,22,5.0,0
2024-01-03,40,2.0,0
2024-01-04,37,3.0,0
2024-01-05,39,5.0,0
2024-01-06,10,1.0,0
2024-01-07,37,1.0,0
2024-01-08,28,2.0,0
2024-01-09,30,4.0,0
2024-01-10,20,3.0,0
2024-01-11,13,2.0,0
2024-01-12,12,4.0,0
2024-01-13,0,0.0,0
2024-01-14,6,0.0,0
2024-01-15,27,4.0,3
2024-01-16,17,6.0,2
2024-01-17,17,1.0,0
2024-01-18,10,4.0,8
2024-01-19,17,2.0,0
2024-01-20,8,1.0,0
2024-01-21,6,0.0,0
2024-01-22,3,4.0,0
2024-01-23,6,4.0,0
2024-01-24,8,2.0,0
2024-01-25,24,1.0,0
2024-01-26,5,3.0,0
2024-01-27,1,1.0,0
2024-01-28,7,1.0,0
2024-01-29,18,7.0,0
2024-01-30,10,3.0,0
2024-01-31,7,6.0,0
2024-02-01,10,6.0,0
2024-02-02,4,0.0,0
2024-02-03,0,1.0,10
2024-02-04,2,2.0,0
2024-02-05,5,5.0,0
2024-02-06,15,7.0,0
2024-02-07,7,3.0,0
2024-02-08,13,4.0,0
2024-02-09,32,3.0,0
2024-02-10,9,1.0,0
2024-02-11,2,0.0,0
2024-02-12,7,3.0,1
2024-02-13,19,1.0,0
2024-02-14,47,3.0,0
2024-02-15,11,5.0,0
2024-02-16,13,3.0,0
2024-02-17,4,2.0,0
2024-02-18,4,0.0,0
2024-02-19,8,9.0,0
2024-02-20,50,9.0,0
2024-02-21,23,6.0,0
2024-02-22,5,3.0,0
2024-02-23,7,4.0,0
2024-02-24,5,0.0,0
2024-02-25,6,0.0,0
2024-02-26,3,5.0,0
2024-02-27,13,0.0,0
2024-02-28,5,3.0,0
2024-02-29,2,5.0,0
2024-03-01,13,3.0,0
2024-03-02,0,4.0,0
2024-03-03,3,0.0,0
2024-03-04,2,10.0,0
2024-03-05,6,3.0,0
2024-03-06,7,4.0,0
2024-03-07,12,4.0,0
2024-03-08,5,6.0,0
2024-03-09,0,2.0,0
2024-03-10,1,3.0,0
2024-03-11,4,4.0,0
2024-03-12,7,2.0,0
2024-03-13,7,2.0,0
2024-03-14,8,6.0,0
2024-03-15,7,3.0,0
2024-03-16,3,1.0,0
2024-03-17,0,1.0,0
2024-03-18,8,3.0,0
2024-03-19,12,1.0,0
2024-03-20,5,2.0,0
2024-03-21,7,3.0,0
2024-03-22,4,2.0,0
2024-03-23,0,0.0,0
2024-03-24,5,1.0,0
2024-03-25,20,2.0,0
2024-03-26,12,1.0,0
2024-03-27,3,2.0,0
2024-03-28,5,1.0,0
2024-03-29,6,1.0,0
2024-03-30,4,1.0,0
2024-03-31,1,0.0,0
2024-04-01,3,1.0,0
2024-04-02,4,1.0,0
2024-04-03,11,4.0,0
2024-04-04,13,2.0,0
2024-04-05,8,3.0,0
2024-04-06,5,0.0,0
2024-04-07,1,0.0,0
2024-04-08,10,0.0,0
2024-04-09,25,0.0,0
2024-04-10,11,6.0,0
2024-04-11,14,1.0,0
2024-04-12,8,5.0,0
2024-04-13,2,0.0,0
2024-04-14,6,0.0,0
2024-04-15,7,3.0,0
2024-04-16,6,2.0,0
2024-04-17,8,1.0,0
2024-04-18,25,0.0,0
2024-04-19,16,3.0,0
2024-04-20,3,0.0,0
2024-04-21,3,0.0,0
2024-04-22,20,1.0,0
2024-04-23,17,3.0,0
2024-04-24,10,4.0,0
2024-04-25,3,2.0,0
2024-04-26,12,2.0,0
2024-04-27,0,1.0,0
2024-04-28,4,0.0,0
2024-04-29,8,1.0,0
2024-04-30,20,1.0,0
2024-05-01,35,0.0,0
2024-05-02,18,5.0,0
2024-05-03,11,3.0,0
2024-05-04,4,3.0,0
2024-05-05,3,0.0,0
2024-05-06,9,3.0,0
2024-05-07,12,4.0,0
2024-05-08,4,3.0,0
2024-05-09,7,0.0,0
2024-05-10,6,8.0,0
2024-05-11,7,0.0,0
2024-05-12,6,0.0,0
2024-05-13,39,4.0,0
2024-05-14,29,1.0,0
2024-05-15,9,2.0,0
2024-05-16,7,3.0,0
2024-05-17,7,2.0,0
2024-05-18,2,0.0,0
2024-05-19,1,0.0,0
2024-05-20,8,1.0,0
2024-05-21,8,7.0,0
2024-05-22,9,16.0,0
2024-05-23,37,4.0,0
2024-05-24,21,0.0,0
2024-05-25,6,0.0,0
2024-05-26,1,0.0,0
2024-05-27,12,2.0,0
2024-05-28,18,2.0,0
2024-05-29,21,2.0,0
2024-05-30,17,2.0,0
2024-05-31,33,1.0,0
2024-06-01,5,0.0,0
2024-06-02,4,0.0,0
2024-06-03,13,0.0,0
2024-06-04,14,0.0,0
2024-06-05,7,0.0,0
