,MonoGame/MonoGame,godotengine/godot,4ian/GDevelop
2014-01-15,1,0,0
2014-01-16,4,0,0
2014-01-17,7,0,0
2014-01-18,6,0,0
2014-01-19,4,0,0
2014-01-20,9,0,0
2014-01-21,7,0,0
2014-01-22,0,0,0
2014-01-23,0,0,0
2014-01-24,2,0,0
2014-01-25,0,0,0
2014-01-26,1,0,0
2014-01-27,5,0,0
2014-01-28,0,0,0
2014-01-29,1,0,0
2014-01-30,9,0,0
2014-01-31,0,0,0
2014-02-01,1,0,0
2014-02-02,2,0,0
2014-02-03,9,0,0
2014-02-04,3,0,3
2014-02-05,0,0,0
2014-02-06,0,0,3
2014-02-07,1,0,0
2014-02-08,0,0,0
2014-02-09,0,0,0
2014-02-10,1,10,0
2014-02-11,0,8,0
2014-02-12,4,2,0
2014-02-13,0,11,1
2014-02-14,0,9,0
2014-02-15,0,4,0
2014-02-16,4,3,0
2014-02-17,2,5,0
2014-02-18,1,7,0
2014-02-19,0,6,0
2014-02-20,2,1,0
2014-02-21,5,14,0
2014-02-22,0,4,0
2014-02-23,0,9,0
2014-02-24,3,3,3
2014-02-25,9,3,0
2014-02-26,15,12,2
2014-02-27,11,3,0
2014-02-28,3,4,0
2014-03-01,2,0,0
2014-03-02,12,0,0
2014-03-03,10,0,2
2014-03-04,0,0,0
2014-03-05,9,3,0
2014-03-06,14,1,0
2014-03-07,17,2,0
2014-03-08,0,3,0
2014-03-09,5,0,0
2014-03-10,17,0,1
2014-03-11,7,7,0
2014-03-12,51,9,0
2014-03-13,30,2,0
2014-03-14,5,5,0
2014-03-15,0,1,0
2014-03-16,1,0,0
2014-03-17,0,1,0
2014-03-18,0,1,0
2014-03-19,3,3,0
2014-03-20,0,0,0
2014-03-21,0,0,0
2014-03-22,0,0,0
2014-03-23,2,0,0
2014-03-24,2,1,0
2014-03-25,14,0,0
2014-03-26,12,0,0
2014-03-27,11,3,3
2014-03-28,3,1,0
2014-03-29,1,0,0
2014-03-30,0,0,0
2014-03-31,4,7,5
2014-04-01,2,3,0
2014-04-02,6,1,1
2014-04-03,9,7,0
2014-04-04,5,0,0
2014-04-05,0,19,1
2014-04-06,0,4,0
2014-04-07,9,0,1
2014-04-08,12,0,0
2014-04-09,6,0,1
2014-04-10,35,6,1
2014-04-11,6,0,0
2014-04-12,0,0,0
2014-04-13,7,0,0
2014-04-14,9,0,0
2014-04-15,4,2,0
2014-04-16,6,0,2
2014-04-17,14,2,1
2014-04-18,12,2,2
2014-04-19,15,2,0
2014-04-20,16,0,0
2014-04-21,21,0,1
2014-04-22,26,3,0
2014-04-23,14,1,2
2014-04-24,26,7,1
2014-04-25,43,0,0
2014-04-26,21,2,1
2014-04-27,31,1,0
2014-04-28,20,2,4
2014-04-29,49,2,1
2014-04-30,28,2,1
2014-05-01,15,5,0
2014-05-02,22,4,0
2014-05-03,2,0,0
2014-05-04,8,0,0
2014-05-05,15,5,0
2014-05-06,8,10,0
2014-05-07,13,3,0
2014-05-08,37,6,1
2014-05-09,20,0,1
2014-05-10,11,2,0
2014-05-11,25,4,0
2014-05-12,13,4,1
2014-05-13,21,3,0
2014-05-14,14,2,1
2014-05-15,25,0,0
2014-05-16,12,0,0
2014-05-17,14,0,0
2014-05-18,26,0,0
2014-05-19,12,0,0
2014-05-20,30,7,0
2014-05-21,14,6,0
2014-05-22,8,3,0
2014-05-23,4,0,0
2014-05-24,6,3,0
2014-05-25,8,2,2
2014-05-26,4,1,0
2014-05-27,12,0,2
2014-05-28,8,3,0
2014-05-29,20,2,1
2014-05-30,23,0,2
2014-05-31,8,2,0
2014-06-01,19,0,0
2014-06-02,3,2,2
2014-06-03,0,0,0
2014-06-04,12,4,0
2014-06-05,30,0,0
2014-06-06,8,0,0
2014-06-07,6,0,0
2014-06-08,25,0,0
2014-06-09,16,0,0
2014-06-10,24,3,1
2014-06-11,9,13,0
2014-06-12,11,0,0
2014-06-13,17,3,0
2014-06-14,2,0,0
2014-06-15,6,1,0
2014-06-16,0,1,0
2014-06-17,2,10,0
2014-06-18,10,0,0
2014-06-19,0,1,0
2014-06-20,0,0,0
2014-06-21,2,1,0
2014-06-22,2,1,0
2014-06-23,7,1,0
2014-06-24,13,0,0
2014-06-25,11,1,1
2014-06-26,12,3,0
2014-06-27,23,0,0
2014-06-28,0,3,1
2014-06-29,10,5,1
2014-06-30,0,6,10
2014-07-01,5,0,0
2014-07-02,15,7,0
2014-07-03,7,2,1
2014-07-04,0,0,3
2014-07-05,14,0,1
2014-07-06,3,3,0
2014-07-07,1,3,3
2014-07-08,4,0,0
2014-07-09,35,0,2
2014-07-10,8,1,2
2014-07-11,22,0,0
2014-07-12,15,0,2
2014-07-13,18,3,0
2014-07-14,21,0,1
2014-07-15,10,4,1
2014-07-16,13,0,0
2014-07-17,22,0,0
2014-07-18,6,0,0
2014-07-19,10,0,0
2014-07-20,6,0,0
2014-07-21,11,0,0
2014-07-22,10,0,0
2014-07-23,16,0,0
2014-07-24,7,0,0
2014-07-25,0,0,0
2014-07-26,0,0,1
2014-07-27,0,0,2
2014-07-28,2,0,0
2014-07-29,3,0,2
2014-07-30,10,0,3
2014-07-31,6,0,0
2014-08-01,5,0,0
2014-08-02,3,4,0
2014-08-03,28,0,4
2014-08-04,18,0,1
2014-08-05,20,0,0
2014-08-06,16,1,2
2014-08-07,12,0,0
2014-08-08,4,0,6
2014-08-09,4,0,0
2014-08-10,6,0,6
2014-08-11,5,0,1
2014-08-12,12,0,3
2014-08-13,9,2,10
2014-08-14,8,8,7
2014-08-15,3,1,2
2014-08-16,1,0,2
2014-08-17,5,0,1
2014-08-18,0,0,3
2014-08-19,7,0,10
2014-08-20,11,6,1
2014-08-21,11,3,4
2014-08-22,2,3,4
2014-08-23,0,0,2
2014-08-24,0,0,8
2014-08-25,13,4,2
2014-08-26,0,0,3
2014-08-27,1,2,6
2014-08-28,1,2,0
2014-08-29,3,0,4
2014-08-30,10,0,5
2014-08-31,0,0,7
2014-09-01,1,0,6
2014-09-02,7,0,7
2014-09-03,3,1,2
2014-09-04,2,0,1
2014-09-05,0,1,5
2014-09-06,0,1,3
2014-09-07,0,0,5
2014-09-08,1,0,1
2014-09-09,1,0,1
2014-09-10,11,0,0
2014-09-11,2,0,0
2014-09-12,0,0,1
2014-09-13,0,0,1
2014-09-14,0,1,2
2014-09-15,7,5,6
2014-09-16,6,4,3
2014-09-17,2,30,2
2014-09-18,13,4,0
2014-09-19,0,7,6
2014-09-20,2,1,2
2014-09-21,4,4,9
2014-09-22,5,4,2
2014-09-23,3,0,2
2014-09-24,0,3,6
2014-09-25,1,2,3
2014-09-26,3,0,2
2014-09-27,12,0,5
2014-09-28,10,0,5
2014-09-29,3,0,0
2014-09-30,6,0,2
2014-10-01,8,0,0
2014-10-02,3,0,1
2014-10-03,0,4,12
2014-10-04,0,0,1
2014-10-05,0,0,9
2014-10-06,2,0,0
2014-10-07,2,2,4
2014-10-08,16,4,2
2014-10-09,12,2,3
2014-10-10,4,8,2
2014-10-11,4,0,1
2014-10-12,6,1,0
2014-10-13,6,2,3
2014-10-14,12,6,2
2014-10-15,25,1,1
2014-10-16,9,3,1
2014-10-17,17,0,1
2014-10-18,4,0,7
2014-10-19,2,0,2
2014-10-20,1,0,0
2014-10-21,0,0,0
2014-10-22,0,0,1
2014-10-23,1,2,0
2014-10-24,1,4,0
2014-10-25,4,0,0
2014-10-26,2,3,2
2014-10-27,3,2,0
2014-10-28,21,5,1
2014-10-29,4,0,0
2014-10-30,7,0,3
2014-10-31,0,0,2
2014-11-01,0,4,2
2014-11-02,1,12,14
2014-11-03,3,0,1
2014-11-04,2,2,0
2014-11-05,0,0,0
2014-11-06,0,2,0
2014-11-07,0,1,0
2014-11-08,1,1,0
2014-11-09,3,2,2
2014-11-10,0,0,0
2014-11-11,4,3,3
2014-11-12,5,4,0
2014-11-13,1,5,0
2014-11-14,1,0,0
2014-11-15,2,0,0
2014-11-16,2,0,3
2014-11-17,2,1,0
2014-11-18,3,0,0
2014-11-19,9,1,0
2014-11-20,5,0,0
2014-11-21,0,0,1
2014-11-22,1,21,0
2014-11-23,0,0,5
2014-11-24,0,1,4
2014-11-25,22,0,0
2014-11-26,2,1,1
2014-11-27,3,0,3
2014-11-28,2,2,0
2014-11-29,2,0,3
2014-11-30,0,0,5
2014-12-01,4,2,1
2014-12-02,1,2,0
2014-12-03,7,4,0
2014-12-04,0,2,0
2014-12-05,0,0,0
2014-12-06,1,0,10
2014-12-07,0,7,2
2014-12-08,3,10,1
2014-12-09,18,3,1
2014-12-10,1,1,2
2014-12-11,11,0,3
2014-12-12,5,0,1
2014-12-13,3,0,0
2014-12-14,4,0,7
2014-12-15,19,2,1
2014-12-16,18,4,0
2014-12-17,8,10,2
2014-12-18,7,9,0
2014-12-19,0,5,0
2014-12-20,9,5,1
2014-12-21,10,3,10
2014-12-22,14,0,6
2014-12-23,26,1,6
2014-12-24,0,0,2
2014-12-25,6,1,5
2014-12-26,1,0,6
2014-12-27,0,2,0
2014-12-28,3,3,2
2014-12-29,27,0,8
2014-12-30,17,0,4
2014-12-31,5,0,0
2015-01-01,5,0,1
2015-01-02,19,24,7
2015-01-03,8,16,20
2015-01-04,1,4,9
2015-01-05,13,4,5
2015-01-06,4,6,9
2015-01-07,8,7,8
2015-01-08,13,6,6
2015-01-09,9,10,0
2015-01-10,13,15,4
2015-01-11,7,14,2
2015-01-12,5,5,4
2015-01-13,4,14,2
2015-01-14,7,15,4
2015-01-15,11,16,1
2015-01-16,19,7,1
2015-01-17,8,26,2
2015-01-18,11,4,13
2015-01-19,5,4,2
2015-01-20,7,6,5
2015-01-21,6,8,0
2015-01-22,10,4,6
2015-01-23,2,1,0
2015-01-24,4,0,0
2015-01-25,3,1,4
2015-01-26,4,1,3
2015-01-27,9,3,1
2015-01-28,2,0,0
2015-01-29,0,0,2
2015-01-30,3,0,0
2015-01-31,1,1,2
2015-02-01,6,4,0
2015-02-02,28,5,0
2015-02-03,5,1,0
2015-02-04,5,1,0
2015-02-05,2,0,0
2015-02-06,8,0,0
2015-02-07,8,0,0
2015-02-08,4,0,0
2015-02-09,3,0,0
2015-02-10,8,26,0
2015-02-11,13,11,0
2015-02-12,16,5,0
2015-02-13,21,3,0
2015-02-14,3,4,6
2015-02-15,24,11,4
2015-02-16,3,2,0
2015-02-17,17,4,5
2015-02-18,6,6,0
2015-02-19,4,11,1
2015-02-20,5,6,2
2015-02-21,5,5,0
2015-02-22,8,1,0
2015-02-23,7,0,0
2015-02-24,2,3,0
2015-02-25,4,3,2
2015-02-26,0,1,1
2015-02-27,7,2,0
2015-02-28,1,1,3
2015-03-01,1,5,1
2015-03-02,1,3,4
2015-03-03,4,3,7
2015-03-04,1,0,3
2015-03-05,0,1,0
2015-03-06,2,0,1
2015-03-07,0,0,2
2015-03-08,0,6,0
2015-03-09,5,3,7
2015-03-10,10,3,6
2015-03-11,3,2,2
2015-03-12,1,3,4
2015-03-13,2,0,2
2015-03-14,0,3,2
2015-03-15,1,2,11
2015-03-16,8,2,4
2015-03-17,8,2,0
2015-03-18,26,0,7
2015-03-19,7,3,6
2015-03-20,14,8,0
2015-03-21,5,6,0
2015-03-22,2,37,0
2015-03-23,8,12,0
2015-03-24,0,8,0
2015-03-25,0,4,1
2015-03-26,8,2,2
2015-03-27,10,0,1
2015-03-28,12,2,5
2015-03-29,7,0,19
2015-03-30,5,0,5
2015-03-31,7,9,1
2015-04-01,1,3,0
2015-04-02,4,7,8
2015-04-03,5,5,0
2015-04-04,10,1,0
2015-04-05,14,1,0
2015-04-06,1,1,3
2015-04-07,4,18,2
2015-04-08,6,10,0
2015-04-09,7,6,0
2015-04-10,3,0,2
2015-04-11,6,0,1
2015-04-12,3,8,13
2015-04-13,2,3,3
2015-04-14,2,2,0
2015-04-15,0,1,0
2015-04-16,15,0,1
2015-04-17,4,1,0
2015-04-18,1,14,0
2015-04-19,0,1,5
2015-04-20,12,7,1
2015-04-21,4,2,0
2015-04-22,5,3,3
2015-04-23,9,2,4
2015-04-24,5,6,1
2015-04-25,5,4,5
2015-04-26,6,14,1
2015-04-27,9,4,9
2015-04-28,10,4,4
2015-04-29,17,8,3
2015-04-30,5,3,1
2015-05-01,13,11,0
2015-05-02,19,10,5
2015-05-03,2,8,7
2015-05-04,4,23,5
2015-05-05,10,26,5
2015-05-06,7,10,3
2015-05-07,4,11,0
2015-05-08,1,0,3
2015-05-09,1,8,4
2015-05-10,1,14,0
2015-05-11,8,2,1
2015-05-12,17,7,0
2015-05-13,8,0,2
2015-05-14,0,4,5
2015-05-15,1,1,0
2015-05-16,5,11,0
2015-05-17,1,9,0
2015-05-18,3,5,0
2015-05-19,5,0,0
2015-05-20,0,6,1
2015-05-21,0,2,1
2015-05-22,0,2,0
2015-05-23,1,1,0
2015-05-24,0,6,2
2015-05-25,10,5,0
2015-05-26,2,6,0
2015-05-27,5,4,0
2015-05-28,2,1,0
2015-05-29,7,3,0
2015-05-30,1,0,0
2015-05-31,4,2,0
2015-06-01,12,3,2
2015-06-02,4,2,4
2015-06-03,10,1,1
2015-06-04,10,2,4
2015-06-05,2,0,3
2015-06-06,0,7,4
2015-06-07,0,13,6
2015-06-08,13,7,4
2015-06-09,4,4,2
