,sveltejs/svelte,angular/angular,facebook/react
2021-03-14,0,2.0,-1.1151714304000002
2021-03-15,0,12.0,3.307663872
2021-03-16,0,11.0,4.6749256704
2021-03-17,0,12.0,2.0978054144000002
2021-03-18,0,13.0,0.30692341759999997
2021-03-19,0,9.0,3.6818364416
2021-03-20,0,1.0,-1.7413932032
2021-03-21,0,0.0,-0.9065759744000005
2021-03-22,0,12.0,7.3754376191999995
2021-03-23,4,17.0,0.9401016320000002
2021-03-24,9,6.0,5.3875518464
2021-03-25,0,0.0,5.7076356096000005
2021-03-26,0,0.0,3.2639135744
2021-03-27,0,0.0,-0.5779652608000001
2021-03-28,1,0.0,4.198414848
2021-03-29,1,8.0,-1.2922521600000003
2021-03-30,8,17.0,5.509228544
2021-03-31,3,1.0,0.5867486208000003
2021-04-01,1,25.0,8.1432194048
2021-04-02,0,10.0,-3.1076210687999994
2021-04-03,0,0.0,-1.5472433152000002
2021-04-04,0,0.0,-0.9851326464000003
2021-04-05,0,9.0,0.3161987072000003
2021-04-06,0,15.0,3.2756627456
2021-04-07,0,26.0,3.7517485056
2021-04-08,1,4.0,4.3322842112
2021-04-09,1,6.0,7.9931148288000005
2021-04-10,0,0.0,-2.004629504
2021-04-11,1,0.0,0.421427199999999
2021-04-12,3,21.0,1.6120780799999994
2021-04-13,0,34.0,0.5185454079999996
2021-04-14,0,41.0,10.6978134016
2021-04-15,0,13.0,4.7755997184000005
2021-04-16,1,17.0,0.853758976
2021-04-17,0,6.0,-2.4362855424000003
2021-04-18,0,0.0,-1.3924930560000004
2021-04-19,1,41.0,2.0998854656
2021-04-20,0,18.0,5.7142111232
2021-04-21,3,11.0,0.8251214847999999
2021-04-22,1,19.0,1.2812797952000003
2021-04-23,0,9.0,1.3907592192000005
2021-04-24,1,1.0,-0.4531136511999998
2021-04-25,0,2.0,-0.9747158016000003
2021-04-26,0,38.0,2.4048102399999998
2021-04-27,0,19.0,7.951655424
2021-04-28,0,17.0,11.5996034048
2021-04-29,0,18.0,-2.9320511488
2021-04-30,18,16.0,-1.0045801472000013
2021-05-01,3,1.0,-0.42850590720000037
2021-05-02,0,0.0,-1.1413061632000003
2021-05-03,4,26.0,7.2337872895999995
2021-05-04,0,9.0,3.8113571840000002
2021-05-05,0,22.0,2.6765636608000003
2021-05-06,0,21.0,-0.24054364159999952
2021-05-07,0,16.0,4.4168858624
2021-05-08,0,0.0,-1.0496717824
2021-05-09,0,2.0,-1.2875034624000006
2021-05-10,0,24.0,-0.8333359104000004
2021-05-11,0,11.0,0.38052198400000026
2021-05-12,0,5.0,2.3016117248000008
2021-05-13,0,10.0,-0.008716902399999338
2021-05-14,0,9.0,1.298888704
2021-05-15,0,0.0,-0.7857916927999997
2021-05-16,2,0.0,-0.42353981439999994
2021-05-17,0,5.0,0.7608938496
2021-05-18,1,21.0,6.62905088
2021-05-19,1,16.0,2.383331328
2021-05-20,1,9.0,5.4785831936
2021-05-21,0,11.0,-1.1752492032
2021-05-22,0,0.0,-1.2539807744000007
2021-05-23,0,6.0,-0.7745195008000003
2021-05-24,0,17.0,0.45472767999999975
2021-05-25,0,47.0,4.373058048
2021-05-26,2,25.0,0.5705721856000006
2021-05-27,1,27.0,1.8682478592
2021-05-28,0,4.0,-1.2011181055999995
2021-05-29,6,0.0,-0.6312091648
2021-05-30,2,0.0,-0.3717781504000002
2021-05-31,0,0.0,0.7290572799999999
2021-06-01,1,19.0,3.583513088
2021-06-02,1,16.0,2.9404522496000003
2021-06-03,0,29.0,9.690097664
2021-06-04,0,8.0,2.1862981632000005
2021-06-05,0,0.0,-0.26934405120000093
2021-06-06,0,0.0,-1.5849728000000007
2021-06-07,0,16.0,2.029614079999999
2021-06-08,0,29.0,3.691294208
2021-06-09,0,9.0,-0.7973238783999999
2021-06-10,0,8.0,0.8091618303999999
2021-06-11,0,2.0,6.8455665664000005
2021-06-12,0,0.0,-2.295562854399999
2021-06-13,1,0.0,-1.0496885760000005
2021-06-14,0,18.0,6.3454011392
2021-06-15,3,1.0,5.131902464
2021-06-16,0,20.0,-0.3314189312
2021-06-17,0,8.0,0.4299816959999996
2021-06-18,0,15.0,-1.3078585344000002
2021-06-19,2,0.0,-0.8099923967999998
2021-06-20,0,0.0,-0.5847084032
2021-06-21,0,13.0,-0.3797606400000002
2021-06-22,18,7.0,2.6888693760000004
2021-06-23,0,2.0,2.1372895232000007
2021-06-24,1,18.0,4.0100856832
2021-06-25,1,3.0,0.5622858752000002
2021-06-26,13,0.0,-0.06973870080000033
2021-06-27,8,0.0,-0.7774080000000003
2021-06-28,10,11.0,-0.4818944000000003
2021-06-29,12,6.0,0.6450534399999999
2021-06-30,1,10.0,3.519240704
2021-07-01,1,4.0,3.8884016128
2021-07-02,6,10.0,-1.5316288511999998
2021-07-03,1,1.0,-0.7336488960000003
2021-07-04,0,0.0,-0.4392624128000001
2021-07-05,2,0.0,-0.3030421504000001
2021-07-06,1,0.0,-0.22632192000000012
2021-07-07,1,10.0,4.815761408
2021-07-08,9,20.0,10.8453462016
2021-07-09,1,12.0,-0.9218159615999992
2021-07-10,6,0.0,0.3376532479999992
2021-07-11,1,0.0,-1.3040000000000005
2021-07-12,7,41.0,1.2131199999999995
2021-07-13,1,5.0,8.028224
2021-07-14,8,5.0,1.5919488
2021-07-15,0,12.0,1.0170111999999996
2021-07-16,0,9.0,4.271089664000001
2021-07-17,2,0.0,-2.1977330688
2021-07-18,0,0.0,-1.0827957248000004
2021-07-19,0,0.0,2.2664046591999996
2021-07-20,0,21.0,0.8589608960000001
2021-07-21,23,8.0,0.9233626112000004
2021-07-22,6,7.0,0.9528720384000002
2021-07-23,11,9.0,-0.9514008575999999
2021-07-24,0,1.0,-0.5235423231999998
2021-07-25,0,0.0,-0.35037450239999995
2021-07-26,14,5.0,4.79009024
2021-07-27,8,5.0,3.8310538240000005
2021-07-28,0,9.0,1.4591054848
2021-07-29,0,1.0,-0.32756756480000027
2021-07-30,0,4.0,2.0982858751999998
2021-07-31,0,0.0,-1.1446187008000002
2021-08-01,0,0.0,-0.6186240000000004
2021-08-02,1,19.0,5.5590144
2021-08-03,6,15.0,2.4558054400000007
2021-08-04,8,6.0,0.43789772800000026
2021-08-05,0,2.0,0.8082769919999999
2021-08-06,0,2.0,0.9438240767999999
2021-08-07,0,0.0,-0.9992484864000001
2021-08-08,1,0.0,0.4146751487999998
2021-08-09,0,5.0,1.4024524799999998
2021-08-10,0,15.0,1.2068372480000003
2021-08-11,0,3.0,5.133850009600001
2021-08-12,0,5.0,1.3570361344000004
2021-08-13,1,2.0,0.6436964351999999
2021-08-14,0,0.0,-0.12041492480000016
2021-08-15,4,0.0,0.16060497919999972
2021-08-16,2,21.0,3.2808852479999997
2021-08-17,1,8.0,0.7305209856000001
2021-08-18,0,7.0,5.9307671552
2021-08-19,0,8.0,-1.0140387327999996
2021-08-20,12,1.0,4.8118025216
2021-08-21,0,0.0,-1.8888829952
2021-08-22,0,0.0,2.0477596671999994
2021-08-23,0,3.0,1.7642264576
2021-08-24,6,0.0,3.6859887616
2021-08-25,1,12.0,0.2452153344000001
2021-08-26,0,14.0,1.6900477952
2021-08-27,8,0.0,-1.3806414848
2021-08-28,1,0.0,0.25930997759999996
2021-08-29,0,0.0,-0.7257626624
2021-08-30,0,3.0,3.572040704
2021-08-31,0,0.0,-1.1306703871999997
2021-09-01,2,4.0,4.4419135488000006
2021-09-02,2,14.0,-0.35943833599999975
2021-09-03,0,0.0,-0.8229306368000001
2021-09-04,0,0.0,-0.4764787712000002
2021-09-05,0,0.0,-0.31210291200000007
2021-09-06,0,0.0,10.7585437696
2021-09-07,0,11.0,8.614769152000001
2021-09-08,0,4.0,-0.23493980159999994
2021-09-09,0,25.0,3.9031347199999993
2021-09-10,8,9.0,0.5856655359999996
2021-09-11,0,0.0,-0.8869653504000008
2021-09-12,0,0.0,-0.3344128000000006
2021-09-13,0,10.0,0.8868812799999997
2021-09-14,0,17.0,1.8122388480000005
2021-09-15,5,20.0,2.613011353600001
2021-09-16,0,11.0,-1.5383087103999997
2021-09-17,0,13.0,5.2483207168
2021-09-18,0,0.0,-1.6992067583999995
2021-09-19,0,1.0,-0.8005880832000004
2021-09-20,0,11.0,11.4878590976
2021-09-21,0,10.0,10.2246598656
2021-09-22,7,10.0,3.1509752831999998
2021-09-23,0,29.0,-0.23353169920000072
2021-09-24,0,12.0,5.6613622783999995
2021-09-25,1,0.0,-3.005558272
2021-09-26,1,0.0,-1.6711297024000007
2021-09-27,0,13.0,7.867752959999999
2021-09-28,1,7.0,1.3188904960000007
2021-09-29,1,18.0,1.7592660992000004
2021-09-30,6,3.0,4.970973900800001
2021-10-01,2,85.0,-0.4802623488000002
2021-10-02,0,0.0,-0.6687337472000001
2021-10-03,4,1.0,-1.2161580032000003
2021-10-04,0,22.0,1.2526003199999995
2021-10-05,0,13.0,0.027136512000000335
2021-10-06,0,28.0,2.1748445184000005
2021-10-07,2,8.0,-0.0683088895999997
2021-10-08,0,10.0,2.2399263744000004
2021-10-09,0,1.0,-1.0416595967999998
2021-10-10,1,1.0,-0.4945200128000002
2021-10-11,0,6.0,1.6790404095999998
2021-10-12,2,17.0,0.36667545600000007
2021-10-13,0,11.0,2.4528566272
2021-10-14,0,9.0,2.0901543936
2021-10-15,0,8.0,4.9422240768000005
2021-10-16,0,0.0,-1.7243044864
2021-10-17,3,0.0,-0.8286016512000005
2021-10-18,0,17.0,2.48030976
2021-10-19,1,15.0,5.014803456
2021-10-20,2,5.0,2.2553910272
2021-10-21,1,10.0,5.347014553599999
2021-10-22,1,0.0,-1.2909315071999998
2021-10-23,0,0.0,-1.3539423232000003
2021-10-24,1,0.0,0.16028149759999977
2021-10-25,1,10.0,-0.7586969600000002
2021-10-26,0,15.0,-0.5187906560000002
2021-10-27,0,5.0,2.5920211968
2021-10-28,0,4.0,0.09511720960000047
2021-10-29,0,45.0,-0.6330541055999996
2021-10-30,0,0.0,-0.3461019647999999
2021-10-31,0,0.0,2.8218039296
2021-11-01,2,2.0,5.275404288
2021-11-02,3,3.0,0.4607082496000001
2021-11-03,1,12.0,1.9047910399999997
2021-11-04,3,20.0,2.791110144
2021-11-05,0,18.0,-0.46600376320000003
2021-11-06,1,0.0,0.041828249599999534
2021-11-07,0,0.0,-0.7972249600000003
2021-11-08,2,15.0,2.475410944
2021-11-09,3,17.0,4.997381836800001
2021-11-10,0,25.0,-1.7352228863999997
2021-11-11,1,0.0,1.1942264831999996
2021-11-12,0,0.0,1.0788855808000002
2021-11-13,0,0.0,-0.9193998336
2021-11-14,1,0.0,-0.49735946240000023
2021-11-15,1,3.0,10.6509776896
2021-11-16,2,9.0,2.5370045440000006
2021-11-17,1,9.0,-2.0956639232
2021-11-18,0,8.0,2.9224728575999994
2021-11-19,5,13.0,0.5277711359999999
2021-11-20,0,1.0,-1.2226101248
2021-11-21,0,1.0,-0.7293355008000004
2021-11-22,0,6.0,-0.5187379200000003
2021-11-23,1,7.0,2.5877575680000007
2021-11-24,0,14.0,0.05811138560000084
2021-11-25,0,0.0,2.3890887679999997
2021-11-26,1,0.0,-0.9154042879999998
2021-11-27,0,0.0,-0.4674528256
2021-11-28,0,0.0,-0.2791467008000001
2021-11-29,0,14.0,-0.18762240000000008
2021-11-30,2,19.0,0.8521830399999999
2021-12-01,3,10.0,-0.3213762559999998
2021-12-02,3,4.0,4.8174240768
2021-12-03,1,3.0,0.8963675136000004
2021-12-04,0,0.0,0.12899194879999987
2021-12-05,0,0.0,-0.6255360000000003
2021-12-06,1,1.0,1.6355711999999998
2021-12-07,0,4.0,0.34019327999999993
2021-12-08,0,10.0,8.438796287999999
2021-12-09,0,5.0,-1.1394965503999996
2021-12-10,1,6.0,-0.16142080000000036
2021-12-11,0,0.0,-0.9047208960000002
2021-12-12,0,0.0,-0.5361200128000001
2021-12-13,8,0.0,1.6218244095999998
2021-12-14,1,16.0,2.311302656
2021-12-15,0,7.0,5.0023683072
2021-12-16,0,1.0,-1.7153142783999995
2021-12-17,1,0.0,0.16526141439999986
2021-12-18,0,0.0,-0.6667290624000002
2021-12-19,0,0.0,-0.41153495040000015
2021-12-20,0,0.0,-0.29635584000000015
2021-12-21,2,0.0,2.764271616
2021-12-22,0,0.0,0.20480184320000028
2021-12-23,0,0.0,1.4158368768000003
2021-12-24,2,0.0,-0.7157428223999999
2021-12-25,1,0.0,-0.3231877120000002
2021-12-26,0,0.0,-0.21867735040000008
2021-12-27,2,0.0,-0.15402240000000006
2021-12-28,2,0.0,-0.12228096000000008
2021-12-29,0,0.0,-0.10094745599999985
2021-12-30,1,0.0,-0.08564920319999986
2021-12-31,0,0.0,-0.041244774399999844
2022-01-01,1,0.0,-0.02493870079999993
2022-01-02,1,0.0,0.0
2022-01-03,2,0.0,0.0
2022-01-04,3,48.0,2.0
2022-01-05,1,12.0,0.6000000000000001
2022-01-06,9,15.0,-0.3600000000000001
2022-01-07,0,10.0,0.8239999999999998
2022-01-08,1,0.0,-0.31520000000000004
2022-01-09,3,0.0,-0.1646720000000001
2022-01-10,0,8.0,0.8856063999999999
2022-01-11,5,13.0,1.71211776
2022-01-12,6,6.0,1.4487618560000002
2022-01-13,0,10.0,0.33224478720000006
2022-01-14,11,0.0,-0.5189960704000002
2022-01-15,1,1.0,-0.28312371200000014
2022-01-16,1,0.0,-0.19917015040000008
2022-01-17,0,0.0,-0.14245632000000008
2022-01-18,0,8.0,0.885365248
2022-01-19,0,10.0,2.7044729856000003
2022-01-20,0,7.0,5.2493591552000005
2022-01-21,0,7.0,1.4726735872
2022-01-22,0,0.0,-1.2700693504000005
2022-01-23,0,0.0,-0.6543360000000005
2022-01-24,1,27.0,1.5573631999999997
2022-01-25,1,3.0,-0.7322291200000001
2022-01-26,7,35.0,1.5756513279999997
2022-01-27,2,13.0,0.28552079360000016
2022-01-28,0,9.0,0.39828551680000035
2022-01-29,0,0.0,-0.5450512383999997
2022-01-30,0,0.0,-0.27346565120000005
2022-01-31,1,32.0,-0.1665254400000001
2022-02-01,1,14.0,3.871230976
2022-02-02,7,16.0,0.0952430592000002
2022-02-03,1,20.0,-0.5861309440000002
2022-02-04,0,8.0,0.6717468671999999
2022-02-05,0,0.0,-0.4092570623999999
2022-02-06,0,0.0,-0.2282133504000001
2022-02-07,0,11.0,2.8447488
2022-02-08,0,13.0,1.2782643200000001
2022-02-09,1,9.0,4.259986432
2022-02-10,0,1.0,1.6113060864000002
2022-02-11,0,3.0,3.7738039295999997
2022-02-12,0,0.0,-1.6381957120000001
2022-02-13,0,0.0,-0.8368277504000006
2022-02-14,1,9.0,-0.5601177600000004
2022-02-15,0,2.0,-0.42376857599999995
2022-02-16,0,12.0,1.6602165248
2022-02-17,2,2.0,3.3501985792000006
2022-02-18,0,12.0,0.8498565120000003
2022-02-19,1,0.0,0.07465338880000016
2022-02-20,0,0.0,-0.681546752
2022-02-21,0,0.0,0.6385279999999998
2022-02-22,1,6.0,-0.4582016000000001
2022-02-23,0,7.0,7.719759359999999
2022-02-24,0,17.0,4.1891240960000005
2022-02-25,1,6.0,3.9896282112
2022-02-26,2,0.0,-2.1851155456000004
2022-02-27,0,0.0,-1.0965552128000007
2022-02-28,1,9.0,2.2767159296
2022-03-01,1,9.0,2.867365888
2022-03-02,1,3.0,2.5363280895999996
2022-03-03,6,7.0,0.39676518400000016
2022-03-04,0,3.0,-0.3004413951999998
2022-03-05,0,0.0,-0.9241503743999997
2022-03-06,1,0.0,-0.5486465024000001
2022-03-07,0,11.0,0.6501606399999997
2022-03-08,0,15.0,5.522742784
2022-03-09,0,7.0,1.4909406208000004
2022-03-10,0,6.0,2.7102895104
2022-03-11,0,0.0,-1.4571795455999998
2022-03-12,0,0.0,4.269537587199999
2022-03-13,0,0.0,-0.47891415040000007
2022-03-14,0,4.0,1.0494924799999996
2022-03-15,0,3.0,3.0006215679999997
2022-03-16,0,6.0,2.5927090176000003
2022-03-17,1,2.0,0.4370338816000001
2022-03-18,0,0.0,-0.2018388992000002
2022-03-19,0,0.0,-0.8924118016000002
2022-03-20,0,0.0,0.45773312
2022-03-21,1,9.0,0.390352896
2022-03-22,0,5.0,0.44466114560000003
2022-03-23,0,1.0,1.4554099712000002
2022-03-24,0,18.0,3.2766895104000002
2022-03-25,0,20.0,3.8372844544
2022-03-26,0,2.0,-1.5348912128
2022-03-27,0,0.0,-0.7345608704000005
2022-03-28,0,5.0,0.5227847679999997
2022-03-29,0,24.0,8.4452146176
2022-03-30,3,5.0,6.849894297600001
2022-03-31,2,2.0,0.22090434559999972
2022-04-01,1,2.0,1.0472768511999995
2022-04-02,0,0.0,-1.7217519616
2022-04-03,0,0.0,0.001000447999999654
2022-04-04,1,6.0,2.12459008
2022-04-05,0,3.0,1.792004608
2022-04-06,3,2.0,0.6798063616000003
2022-04-07,0,7.0,6.8286198784000005
2022-04-08,12,5.0,17.7634965504
2022-04-09,0,0.0,-3.0144079871999994
2022-04-10,1,0.0,-2.6434291712000015
2022-04-11,3,19.0,8.433673727999999
2022-04-12,8,32.0,1.8804417536000004
2022-04-13,1,6.0,-1.6557750272000007
2022-04-14,3,8.0,-0.7412452352000007
2022-04-15,0,10.0,-0.37543239679999996
2022-04-16,7,0.0,0.8272775168000013
2022-04-17,0,0.0,-1.1717304319999995
2022-04-18,0,15.0,-0.5634859008000003
2022-04-19,2,5.0,2.5959244800000003
2022-04-20,5,32.0,4.073276416000001
2022-04-21,0,9.0,-0.4051619839999998
2022-04-22,0,4.0,0.1713586175999997
2022-04-23,0,0.0,-0.6815105024000001
2022-04-24,0,0.0,-0.41385277440000007
2022-04-25,1,3.0,0.7044948992
2022-04-26,0,7.0,6.58793984
2022-04-27,0,19.0,-0.6537615359999998
2022-04-28,0,10.0,1.0452978687999999
2022-04-29,0,9.0,-0.943261184
2022-04-30,11,0.0,-0.4955930624000002
2022-05-01,0,0.0,-0.3412501504000002
2022-05-02,0,21.0,-0.2526643200000001
2022-05-03,1,9.0,5.795624448
2022-05-04,1,15.0,-0.37096765439999935
2022-05-05,0,16.0,2.1844733952
2022-05-06,1,5.0,1.9907552256
2022-05-07,0,0.0,-1.1145387008
2022-05-08,0,0.0,-0.5708160000000004
2022-05-09,0,19.0,-0.39290880000000017
2022-05-10,0,8.0,0.7006028799999998
2022-05-11,0,4.0,0.5588526080000004
2022-05-12,0,6.0,4.5187296256
2022-05-13,2,8.0,-0.2344126463999996
2022-05-14,0,0.0,0.2378288127999999
2022-05-15,0,0.0,-0.6165440512000001
2022-05-16,1,23.0,1.6580351999999998
2022-05-17,1,6.0,-0.64663552
2022-05-18,3,5.0,3.647405568
2022-05-19,0,3.0,0.9465445376000001
2022-05-20,0,4.0,0.09103656960000017
2022-05-21,0,2.0,-0.6967331840000001
2022-05-22,0,0.0,-0.37811466240000013
2022-05-23,0,28.0,2.7363332095999997
2022-05-24,0,7.0,0.20483737600000018
2022-05-25,0,7.0,2.4009608192
2022-05-26,0,2.0,1.0641669120000001
2022-05-27,0,9.0,1.1156204544000001
2022-05-28,0,0.0,0.1464655871999999
2022-05-29,0,0.0,-0.6560917504000002
2022-05-30,0,0.0,0.6089830399999998
2022-05-31,2,11.0,6.512351744
2022-06-01,0,6.0,0.29189447680000025
2022-06-02,0,15.0,-1.1638795264000001
2022-06-03,1,9.0,0.3499342847999998
2022-06-04,0,0.0,-0.6273768447999999
2022-06-05,0,0.0,-0.3857072128000001
2022-06-06,0,20.0,7.7285303296
2022-06-07,0,4.0,1.1926676480000002
2022-06-08,1,6.0,5.5874272256
2022-06-09,0,2.0,-1.1604896767999997
2022-06-10,0,21.0,0.7853345791999995
2022-06-11,0,0.0,-1.1354757120000003
2022-06-12,2,0.0,-0.6957077504000003
2022-06-13,0,6.0,4.49494784
2022-06-14,0,6.0,4.598380544
2022-06-15,0,9.0,0.06709422080000027
2022-06-16,0,3.0,0.6840936447999999
2022-06-17,0,3.0,2.8484733952
2022-06-18,0,0.0,0.5734752256
2022-06-19,0,0.0,0.8365012991999996
2022-06-20,2,0.0,-0.07747840000000039
2022-06-21,0,17.0,0.14417152
2022-06-22,0,14.0,-0.7687280639999997
2022-06-23,0,6.0,1.5345678336000002
2022-06-24,0,9.0,-0.6949506047999998
2022-06-25,1,1.0,0.6236634112000001
2022-06-26,0,0.0,0.5455289344000002
2022-06-27,0,25.0,0.5617303552000001
2022-06-28,0,18.0,1.5646748672
2022-06-29,0,32.0,3.3706853376
2022-06-30,1,9.0,5.8865412096
2022-07-01,2,15.0,-1.924340224
2022-07-02,0,0.0,-0.9070302208000006
2022-07-03,0,0.0,-0.5732152320000002
2022-07-04,4,0.0,-0.42198538240000005
2022-07-05,0,0.0,1.6788222976
2022-07-06,2,18.0,1.3480467456
2022-07-07,1,6.0,1.2390234112000003
2022-07-08,0,14.0,3.1934086144000005
2022-07-09,0,0.0,-1.2104854527999998
2022-07-10,3,0.0,-0.5342720000000004
2022-07-11,5,22.0,0.6488703999999997
2022-07-12,1,19.0,9.53981696
2022-07-13,0,17.0,0.7143695360000004
2022-07-14,2,7.0,-0.6172827648000005
2022-07-15,1,8.0,-1.0750210048000004
2022-07-16,0,0.0,-0.6680255488
2022-07-17,4,0.0,-0.4744662016000001
2022-07-18,0,16.0,1.6685772799999998
2022-07-19,3,9.0,4.329522688
2022-07-20,0,10.0,-1.3875554303999993
2022-07-21,0,4.0,2.31921664
2022-07-22,0,6.0,0.04100423680000009
2022-07-23,0,0.0,-0.6715413504000003
2022-07-24,0,0.0,-0.39253760000000026
2022-07-25,2,0.0,1.7152025599999998
2022-07-26,0,0.0,0.37638297600000015
2022-07-27,1,0.0,-0.5436996607999998
2022-07-28,2,0.0,-0.30955571200000004
2022-07-29,0,0.0,1.824710144
2022-07-30,0,0.0,0.4635322368000002
2022-07-31,0,0.0,-0.4388629504000001
2022-08-01,2,24.0,-0.23028224000000017
2022-08-02,2,5.0,0.8390978560000001
2022-08-03,0,4.0,1.6760015872
2022-08-04,0,10.0,-0.5588629504
2022-08-05,0,6.0,0.7377177599999998
2022-08-06,2,0.0,-0.37530214399999995
2022-08-07,0,0.0,-0.2120624128
2022-08-08,3,13.0,0.8680298496
2022-08-09,0,6.0,-0.29138432000000003
2022-08-10,0,6.0,0.846222848
2022-08-11,0,5.0,1.6903264256000001
2022-08-12,0,7.0,2.4445345792
2022-08-13,0,0.0,-0.847923712
2022-08-14,2,0.0,-0.40249815040000025
2022-08-15,0,2.0,-0.2536627200000001
2022-08-16,0,62.0,0.813311488
2022-08-17,0,5.0,0.6531383296
2022-08-18,0,8.0,0.610472448
2022-08-19,1,0.0,0.5799750656
2022-08-20,0,0.0,-0.42970183679999985
2022-08-21,0,0.0,0.7754559487999999
2022-08-22,0,24.0,0.6724352
