,webpack/webpack,rollup/rollup,parcel-bundler/parcel
2023-07-11,-0.0340839155515624,0,0
2023-07-12,1.9784391349640627,0,0
2023-07-13,-0.21109369625000016,0,0
2023-07-14,-0.09956831301562505,0,1
2023-07-15,-0.06539885253593752,0,0
2023-07-16,-0.04132499999999985,0,1
2023-07-17,-0.032233499999999894,3,0
2023-07-18,-0.02632402499999992,0,1
2023-07-19,-0.022187392499999934,0,1
2023-07-20,-0.01913662603124995,0,0
2023-07-21,-0.016797705071874957,0,0
2023-07-22,0.0,0,0
2023-07-23,0.0,1,0
2023-07-24,0.0,0,0
2023-07-25,0.0,0,2
2023-07-26,0.0,0,0
2023-07-27,0.0,0,2
2023-07-28,0.0,2,1
2023-07-29,0.0,0,0
2023-07-30,1.0,1,0
2023-07-31,-0.10000000000000009,1,4
2023-08-01,-0.04500000000000003,0,1
2023-08-02,1.9715,0,0
2023-08-03,-0.2206625000000001,4,0
2023-08-04,-0.10611675000000001,2,1
2023-08-05,-0.07016201250000001,0,0
2023-08-06,-0.05241869624999981,0,0
2023-08-07,0.9581981869843751,0,0
2023-08-08,-0.13472287753593748,0,0
2023-08-09,3.9328126075,4,0
2023-08-10,1.5523633739687497,0,0
2023-08-11,-0.4174602050718752,0,1
2023-08-12,-0.22011675000000008,0,0
2023-08-13,0.8471879875000004,1,0
2023-08-14,-0.2168856962499997,0,0
2023-08-15,-0.13944986301562476,0,1
2023-08-16,-0.10759766253593729,0,1
2023-08-17,-0.08112314456249975,0,1
2023-08-18,-0.06884878617499982,0,0
2023-08-19,0.9700402824281251,0,0
2023-08-20,-0.11109369625000005,0,0
2023-08-21,3.945431686984375,0,0
2023-08-22,-0.43689885253593785,3,1
2023-08-23,-0.20066250000000005,0,1
2023-08-24,0.86988325,0,0
2023-08-25,-0.19581201249999974,1,1
2023-08-26,1.8794393037500001,0,0
2023-08-27,-0.29071636301562503,0,0
2023-08-28,0.8365638624640627,0,0
2023-08-29,-0.21139000206249997,0,0
2023-08-30,-0.13308242264374975,1,0
2023-08-31,-0.07182719624999988,0,0
2023-09-01,-0.056554838015624824,0,0
2023-09-02,-0.04670299503593736,0,0
2023-09-03,-0.03229863853124991,0,0
2023-09-04,-0.027891401321874926,0,0
2023-09-05,-0.009568313015624975,0,0
2023-09-06,10.991601147464063,3,0
2023-09-07,-1.100000000000001,0,1
2023-09-08,-0.4950000000000004,0,1
2023-09-09,1.6864999999999997,0,0
2023-09-10,-0.4272874999999994,5,2
2023-09-11,-0.2672842499999995,0,3
2023-09-12,2.7982178625000005,0,0
2023-09-13,-0.46335565874999973,2,1
2023-09-14,-0.2724849431718747,0,1
2023-09-15,-0.20421140289531226,1,1
2023-09-16,-0.08417489249999971,0,0
2023-09-17,-0.0674868760312498,0,1
2023-09-18,0.9437162574281251,1,1
2023-09-19,0.86671891125,0,0
2023-09-20,-0.17370493904687506,0,0
2023-09-21,-0.09869655760781249,1,2
2023-09-22,-0.04916249999999994,0,1
2023-09-23,-0.036779249999999875,0,0
2023-09-24,-0.02927876249999991,2,0
2023-09-25,-0.024255708749999928,0,1
2023-09-26,0.9793379907343751,0,2
2023-09-27,0.8820328344484375,0,4
2023-09-28,-0.1533988525359376,2,0
2023-09-29,-0.07350000000000005,9,0
2023-09-30,-0.04916249999999994,1,1
2023-10-01,2.96322075,0,4
2023-10-02,0.6707212374999998,1,1
2023-10-03,-0.25925570875000015,1,5
2023-10-04,3.848837990734375,0,3
2023-10-05,0.4915453344484374,4,1
2023-10-06,-0.35741160253593746,6,0
2023-10-07,-0.21460278749999995,2,0
2023-10-08,-0.1575931012499996,0,0
2023-10-09,-0.1249281352968746,4,2
2023-10-10,-0.1035296706234372,1,1
2023-10-11,-0.06593565003593731,1,4
2023-10-12,-0.04936694831249987,0,1
2023-10-13,1.956836276840625,2,0
2023-10-14,-0.20839885253593765,2,0
2023-10-15,-0.09000000000000007,7,1
2023-10-16,-0.057000000000000044,1,0
2023-10-17,-0.04132499999999985,0,0
2023-10-18,-0.032233499999999894,1,5
2023-10-19,-0.02632402499999992,0,0
2023-10-20,-0.022187392499999934,1,0
2023-10-21,-0.01913662603124995,2,0
2023-10-22,-0.016797705071874957,0,0
2023-10-23,0.0,0,4
2023-10-24,0.0,0,2
2023-10-25,0.0,0,1
2023-10-26,0.0,0,0
2023-10-27,0.0,0,0
2023-10-28,0.0,2,0
2023-10-29,0.0,1,1
2023-10-30,0.0,1,0
2023-10-31,1.0,5,0
2023-11-01,-0.10000000000000009,0,0
2023-11-02,-0.04500000000000003,0,2
2023-11-03,-0.028500000000000022,4,2
2023-11-04,-0.020662499999999924,0,1
2023-11-05,-0.016116749999999947,0,0
2023-11-06,-0.01316201249999996,0,1
2023-11-07,-0.011093696249999967,0,3
2023-11-08,-0.009568313015624975,0,0
2023-11-09,-0.008398852535937478,0,1
2023-11-10,0.0,1,0
2023-11-11,0.0,2,0
2023-11-12,0.0,2,2
2023-11-13,0.0,0,1
2023-11-14,0.0,2,2
2023-11-15,0.0,0,3
2023-11-16,0.0,0,2
2023-11-17,0.0,1,0
2023-11-18,0.0,2,0
2023-11-19,0.0,1,0
2023-11-20,0.0,0,0
2023-11-21,0.0,2,1
2023-11-22,0.0,0,0
2023-11-23,0.0,0,1
2023-11-24,0.0,2,1
2023-11-25,0.0,1,1
2023-11-26,0.0,6,1
2023-11-27,0.0,0,1
2023-11-28,0.0,0,0
2023-11-29,0.0,0,1
2023-11-30,0.0,3,1
2023-12-01,0.0,0,0
2023-12-02,0.0,0,0
2023-12-03,1.0,1,0
2023-12-04,0.8999999999999999,0,0
2023-12-05,-0.14500000000000013,0,2
2023-12-06,-0.07350000000000005,0,1
2023-12-07,0.9508375,2,5
2023-12-08,0.86322075,1,1
2023-12-09,-0.17427876250000002,0,0
2023-12-10,-0.09775570874999998,0,0
2023-12-11,-0.06982450926562489,2,1
2023-12-12,-0.05474641555156232,1,1
2023-12-13,-0.03767761503593739,2,5
2023-12-14,-0.024255708749999928,0,3
2023-12-15,-0.02066200926562494,0,2
2023-12-16,-0.017967165551562456,0,0
2023-12-17,-0.008398852535937478,2,0
2023-12-18,0.0,0,0
2023-12-19,2.0,0,1
2023-12-20,-0.20000000000000018,0,0
2023-12-21,-0.09000000000000007,0,0
2023-12-22,-0.057000000000000044,0,0
2023-12-23,-0.04132499999999985,1,0
2023-12-24,-0.032233499999999894,0,0
2023-12-25,-0.02632402499999992,0,0
2023-12-26,-0.022187392499999934,2,0
2023-12-27,-0.01913662603124995,0,0
2023-12-28,13.983202294928125,0,0
2023-12-29,10.599999999999998,0,0
2023-12-30,-1.8300000000000014,3,0
2023-12-31,-0.9390000000000007,0,0
2024-01-01,-0.6312749999999991,0,0
2024-01-02,0.5264155000000017,0,1
2024-01-03,-0.47766917499999895,0,0
2024-01-04,6.641744102500001,3,3
2024-01-05,0.004419262781250044,1,0
2024-01-06,-0.6680661916906246,3,0
2024-01-07,-0.36140298043124985,0,0
2024-01-08,0.8137004875000006,0,0
2024-01-09,1.7554265537500005,0,0
2024-01-10,3.637180849484375,0,0
2024-01-11,9.382283261214063,2,0
2024-01-12,11.664265612640625,1,0
2024-01-13,6.010197969232811,1,0
2024-01-14,5.193555634964062,0,0
2024-01-15,3.26099027875,0,0
2024-01-16,0.44281624448437595,1,0
2024-01-17,0.7971518614328139,0,0
2024-01-18,-0.0431855821343734,0,0
2024-01-19,1.1580775584500016,0,0
2024-01-20,4.186830997937501,0,0
2024-01-21,-1.021256023342187,2,0
2024-01-22,-0.5508575176468744,0,0
2024-01-23,15.644913299670312,0,0
2024-01-24,5.167973706289062,0,0
2024-01-25,-1.5739358023531258,0,0
2024-01-26,7.1146365269125,0,0
2024-01-27,0.5868960401828129,0,0
2024-01-28,-1.027144770149999,0,0
2024-01-29,-0.6834037126796867,0,0
2024-01-30,6.508066772500001,0,0
2024-01-31,0.8989921180000007,0,0
2024-02-01,12.146110568315626,0,0
2024-02-02,-0.7633655627515634,2,0
2024-02-03,-0.9853713966249997,0,0
2024-02-04,-0.6559696963187496,0,0
2024-02-05,0.5617222074281263,0,0
2024-02-06,3.565839851250001,0,0
2024-02-07,-0.7213884961093746,0,0
2024-02-08,0.556191342467188,1,0
2024-02-09,2.6130580294750003,4,0
2024-02-10,-0.5625201459828122,3,0
2024-02-11,-0.24952786503593735,0,0
2024-02-12,0.8300957537500002,0,0
2024-02-13,-0.23204734801562465,0,0
2024-02-14,4.846815632901563,0,0
2024-02-15,10.38732485610625,3,0
2024-02-16,3.611488098234374,3,0
2024-02-17,-0.19072054158281326,0,0
2024-02-18,2.2198289298921874,0,0
2024-02-19,7.193535053750001,0,0
2024-02-20,-1.3194751255156247,0,0
2024-02-21,5.244604278714063,0,0
2024-02-22,3.8582134636718752,1,0
2024-02-23,-0.19952644960156185,1,0
2024-02-24,-0.815742676723437,0,0
2024-02-25,-0.5016147644453116,0,0
2024-02-26,-0.3543663615828115,0,0
2024-02-27,7.718038613267188,0,0
2024-02-28,4.9843201897125,0,0
2024-02-29,1.9139596281562494,0,0
2024-03-01,0.09267162345624969,0,0
2024-03-02,-0.6228625756953121,1,0
2024-03-03,-0.3918078525359367,0,0
2024-03-04,3.7075159000000006,0,0
2024-03-05,2.3632656050000005,1,0
2024-03-06,3.321288530875,2,0
2024-03-07,-0.8200437996312501,0,0
2024-03-08,-0.4383417505124997,0,0
2024-03-09,-0.27521937062343704,0,0
2024-03-10,-0.19204715253593685,0,0
2024-03-11,15.851672177500001,1,0
2024-03-12,9.2757976091875,2,0
2024-03-13,11.073324865809374,0,0
2024-03-14,7.685530190329686,0,0
2024-03-15,9.737304589856251,1,0
2024-03-16,-2.5056555,0,0
2024-03-17,0.5185110500000016,0,0
2024-03-18,4.719575972500002,0,0
2024-03-19,0.454652670500002,0,0
2024-03-20,5.7641277400031266,0,0
2024-03-21,13.512018440401564,0,0
2024-03-22,-0.3662010681234378,0,0
2024-03-23,-1.4376578065468748,0,0
2024-03-24,-0.8963166979312492,0,0
2024-03-25,9.408222421468752,0,0
2024-03-26,0.5283946868343756,0,0
2024-03-27,-1.0268493024968746,2,0
2024-03-28,-0.6515053649312494,4,0
2024-03-29,0.5118709445140638,0,0
2024-03-30,-0.44761191407031153,0,0
2024-03-31,-0.2256513300718745,0,0
2024-04-01,-0.16576098749999962,0,0
2024-04-02,4.86146697734375,0,0
2024-04-03,0.3807580986093748,0,0
2024-04-04,2.6450402824281247,0,0
2024-04-05,-0.4985936962500004,0,0
2024-04-06,-0.27638081301562467,0,0
2024-04-07,-0.1951451025359372,0,0
2024-04-08,2.8560856875000002,0,0
2024-04-09,1.58301925625,0,0
2024-04-10,0.566578701171875,0,0
2024-04-11,3.6396563355546876,0,0
2024-04-12,9.398908708417187,0,0
2024-04-13,1.6766281923921869,0,0
2024-04-14,-0.9563820375000004,0,0
2024-04-15,-0.5783718637499997,0,0
2024-04-16,1.579353655953126,0,0
2024-04-17,0.4687700701109384,0,0
2024-04-18,2.5592888219125007,0,0
2024-04-19,-0.5990951045984373,0,0
2024-04-20,2.6326153709500004,0,0
2024-04-21,1.4489105355937502,0,0
2024-04-22,2.535375167392188,0,0
2024-04-23,0.44080034499999987,0,0
2024-04-24,3.57629614021875,0,0
2024-04-25,1.3201776431625,0,0
2024-04-26,1.4206891709171878,0,0
2024-04-27,-0.5578144213578125,0,0
2024-04-28,-0.3361451190468745,0,0
2024-04-29,-0.2535682848890619,0,0
2024-04-30,0.8171971096312506,0,0
2024-05-01,3.7623028193765626,0,0
2024-05-02,-0.5401835220984377,0,0
2024-05-03,-0.283419428675,0,0
2024-05-04,-0.17059683110312493,0,0
2024-05-05,-0.1155644550718746,0,0
2024-05-06,-0.07762901249999975,0,0
2024-05-07,12.936258253750001,0,0
2024-05-08,3.646056901984374,0,0
2024-05-09,-1.1316721045984384,0,0
2024-05-10,-0.6290954101437504,0,0
2024-05-11,-0.4111124999999991,0,0
2024-05-12,-0.3128302499999989,0,0
2024-05-13,-0.2516899124999992,0,0
2024-05-14,-0.21002811374999936,0,0
2024-05-15,-0.17985655045312451,0,0
2024-05-16,-0.1570266480453121,0,0
2024-05-17,-0.041994262679687394,0,0
2024-05-18,0.0,0,0
2024-05-19,0.0,0,0
2024-05-20,0.0,0,0
2024-05-21,0.0,0,0
2024-05-22,6.0,0,0
2024-05-23,-0.6000000000000005,0,0
2024-05-24,-0.2700000000000002,0,0
2024-05-25,0.8289999999999998,0,0
2024-05-26,-0.22397499999999965,0,0
2024-05-27,-0.14170049999999973,0,0
2024-05-28,-0.10747207499999979,0,0
2024-05-29,-0.08722467749999974,0,0
2024-05-30,-0.0735266280937498,0,0
2024-05-31,2.9364448722843752,0,0
2024-06-01,0.6889063037499998,0,0
2024-06-02,-0.24456831301562515,0,0
2024-06-03,-0.13889885253593756,0,0
2024-06-04,4.9095125,0,0
2024-06-05,9.43098725,0,0
2024-06-06,2.719397212499999,0,0
2024-06-07,5.96105689875,0,0
2024-06-08,-1.3081111352968755,0,0
2024-06-09,-0.7509736206234368,0,0
2024-06-10,21.482473584964062,0,0
2024-06-11,15.40380689375,0,0
2024-06-12,-3.114243827578126,0,0
2024-06-13,-1.7111862653359378,0,0
2024-06-14,-1.167492651171873,0,0
2024-06-15,-0.8270671012531222,0,0
2024-06-16,-0.6384577427515605,0,0
2024-06-17,-0.4809775424999986,0,0
2024-06-18,0.5898105811562511,0,0
2024-06-19,19.542995609928127,0,0
2024-06-20,2.8038206543531237,0,0
2024-06-21,6.571499999999999,0,0
2024-06-22,-1.6156625000000013,0,0
2024-06-23,-0.9318667499999989,0,0
2024-06-24,-0.6668095124999988,0,0
2024-06-25,-0.5202176962499983,0,0
2024-06-26,-0.4261863005156237,0,0
2024-06-27,-0.3605296940984365,0,0
2024-06-28,-0.30456818579687417,0,0
2024-06-29,-0.1185407668046872,0,0
2024-06-30,0.9328091797125002,0,0
2024-07-01,0.8999999999999999,0,0
2024-07-02,-0.14500000000000013,0,0
2024-07-03,0.9265,0,0
2024-07-04,1.8508375,0,0
2024-07-05,-0.2817792500000001,0,0
2024-07-06,-0.1477787625,0,0
2024-07-07,-0.1019182087499999,0,0
2024-07-08,-0.07810375926562474,0,0
2024-07-09,-0.06336267805156232,0,0
2024-07-10,14.954183426214062,0,0
2024-07-11,2.4682442944843737,0,0
2024-07-12,-1.1025354785671881,0,0
2024-07-13,-0.6242977050718754,0,0
2024-07-14,-0.42393749999999897,0,0
2024-07-15,-0.32440124999999886,0,0
2024-07-16,1.7381028125000009,0,0
2024-07-17,2.5809465062500005,0,0
2024-07-18,1.4221005197656251,0,0
2024-07-19,-0.5562560401015624,0,0
2024-07-20,-0.2504204101437499,0,0
2024-07-21,-0.15122099999999972,0,0
2024-07-22,-0.11599927499999961,0,0
2024-07-23,4.906093070000001,0,0
2024-07-24,14.42125826021875,0,0
2024-07-25,-0.7926900366187513,0,0
2024-07-26,2.038166816360937,0,0
2024-07-27,-0.8926102050718752,0,0
2024-07-28,-0.5540212499999987,0,0
2024-07-29,-0.413723812499999,0,0
2024-07-30,5.6689970812500015,0,0
2024-07-31,10.124240728671875,0,0
2024-08-01,7.393901308335937,0,0
2024-08-02,25.26516781019531,0,0
2024-08-03,-3.579578791582815,0,0
2024-08-04,-1.8206845576078123,0,0
