,MonoGame/MonoGame,4ian/GDevelop,godotengine/godot
2022-06-08,0,6,27
2022-06-09,0,2,21
2022-06-10,0,0,35
2022-06-11,0,0,12
2022-06-12,1,1,18
2022-06-13,1,4,25
2022-06-14,1,1,35
2022-06-15,0,2,32
2022-06-16,0,4,30
2022-06-17,0,0,29
2022-06-18,0,0,9
2022-06-19,0,0,23
2022-06-20,0,0,20
2022-06-21,0,3,12
2022-06-22,1,0,27
2022-06-23,0,0,52
2022-06-24,0,0,23
2022-06-25,2,0,16
2022-06-26,0,0,14
2022-06-27,0,4,23
2022-06-28,0,2,35
2022-06-29,0,0,19
2022-06-30,4,4,26
2022-07-01,0,1,28
2022-07-02,0,1,16
2022-07-03,0,2,19
2022-07-04,0,0,23
2022-07-05,0,2,25
2022-07-06,0,5,33
2022-07-07,0,1,26
2022-07-08,0,2,23
2022-07-09,0,0,5
2022-07-10,0,0,9
2022-07-11,0,3,7
2022-07-12,0,2,7
2022-07-13,0,8,32
2022-07-14,1,0,12
2022-07-15,0,0,9
2022-07-16,0,0,13
2022-07-17,0,0,24
2022-07-18,0,7,34
2022-07-19,0,0,24
2022-07-20,0,0,30
2022-07-21,0,1,31
2022-07-22,0,4,32
2022-07-23,0,0,12
2022-07-24,9,4,26
2022-07-25,9,4,33
2022-07-26,14,5,45
2022-07-27,0,2,62
2022-07-28,0,2,40
2022-07-29,0,7,54
2022-07-30,0,0,34
2022-07-31,0,0,48
2022-08-01,0,3,42
2022-08-02,0,1,54
2022-08-03,1,6,37
2022-08-04,0,3,62
2022-08-05,0,7,49
2022-08-06,0,0,19
2022-08-07,0,0,32
2022-08-08,0,2,46
2022-08-09,0,2,31
2022-08-10,0,2,36
2022-08-11,1,4,16
2022-08-12,0,7,21
2022-08-13,0,0,8
2022-08-14,0,0,8
2022-08-15,0,0,26
2022-08-16,0,5,10
2022-08-17,0,3,15
2022-08-18,0,2,44
2022-08-19,0,0,30
2022-08-20,0,0,15
2022-08-21,0,2,5
2022-08-22,0,3,89
2022-08-23,1,0,65
2022-08-24,0,1,58
2022-08-25,0,3,69
2022-08-26,0,3,56
2022-08-27,0,0,39
2022-08-28,1,3,26
2022-08-29,0,2,47
2022-08-30,0,6,72
2022-08-31,0,2,38
2022-09-01,0,2,60
2022-09-02,0,1,46
2022-09-03,0,0,25
2022-09-04,0,0,14
2022-09-05,0,4,43
2022-09-06,0,1,46
2022-09-07,0,0,65
2022-09-08,0,0,35
2022-09-09,0,3,23
2022-09-10,1,0,15
2022-09-11,0,0,9
2022-09-12,3,2,30
2022-09-13,8,3,44
2022-09-14,0,7,47
2022-09-15,0,2,29
2022-09-16,0,4,47
2022-09-17,0,0,32
2022-09-18,2,0,25
2022-09-19,0,2,55
2022-09-20,0,1,38
2022-09-21,0,2,47
2022-09-22,0,2,19
2022-09-23,0,3,26
2022-09-24,0,0,17
2022-09-25,0,0,26
2022-09-26,0,0,39
2022-09-27,0,3,30
2022-09-28,0,5,43
2022-09-29,0,5,19
2022-09-30,0,3,35
2022-10-01,0,0,7
2022-10-02,0,0,12
2022-10-03,0,1,62
2022-10-04,0,5,54
2022-10-05,0,1,63
2022-10-06,0,4,35
2022-10-07,0,4,36
2022-10-08,0,0,23
2022-10-09,0,0,23
2022-10-10,0,0,42
2022-10-11,0,1,55
2022-10-12,0,5,27
2022-10-13,0,5,46
2022-10-14,0,3,25
2022-10-15,0,0,17
2022-10-16,0,2,17
2022-10-17,0,1,30
2022-10-18,0,2,24
2022-10-19,0,2,30
2022-10-20,0,2,19
2022-10-21,0,7,20
2022-10-22,0,1,16
2022-10-23,0,0,13
2022-10-24,0,4,23
2022-10-25,0,3,15
2022-10-26,0,2,13
2022-10-27,0,3,30
2022-10-28,0,3,25
2022-10-29,0,3,15
2022-10-30,0,2,12
2022-10-31,0,3,81
2022-11-01,0,0,24
2022-11-02,0,3,73
2022-11-03,0,3,25
2022-11-04,0,3,25
2022-11-05,0,1,11
2022-11-06,0,0,21
2022-11-07,0,7,19
2022-11-08,0,2,19
2022-11-09,0,4,15
2022-11-10,0,5,13
2022-11-11,0,0,41
2022-11-12,0,0,20
2022-11-13,0,0,21
2022-11-14,0,2,53
2022-11-15,0,6,52
2022-11-16,0,1,24
2022-11-17,0,0,46
2022-11-18,0,3,31
2022-11-19,0,0,20
2022-11-20,0,0,37
2022-11-21,0,1,27
2022-11-22,0,1,40
2022-11-23,0,3,41
2022-11-24,0,2,53
2022-11-25,0,4,38
2022-11-26,0,0,8
2022-11-27,0,1,11
2022-11-28,0,6,39
2022-11-29,0,1,35
2022-11-30,0,5,35
2022-12-01,0,3,29
2022-12-02,0,6,30
2022-12-03,0,0,19
2022-12-04,0,2,28
2022-12-05,0,2,45
2022-12-06,0,4,57
2022-12-07,0,6,51
2022-12-08,0,8,17
2022-12-09,0,7,29
2022-12-10,0,0,32
2022-12-11,0,0,33
2022-12-12,0,13,49
2022-12-13,0,7,40
2022-12-14,0,2,23
2022-12-15,0,1,54
2022-12-16,0,3,27
2022-12-17,0,0,51
2022-12-18,0,0,12
2022-12-19,0,6,29
2022-12-20,0,5,35
2022-12-21,0,6,59
2022-12-22,0,7,22
2022-12-23,0,9,42
2022-12-24,0,2,10
2022-12-25,0,0,3
2022-12-26,0,5,10
2022-12-27,0,3,8
2022-12-28,0,0,9
2022-12-29,0,1,14
2022-12-30,0,3,10
2022-12-31,0,0,4
2023-01-01,0,0,10
2023-01-02,0,2,8
2023-01-03,0,4,54
2023-01-04,0,1,9
2023-01-05,0,4,30
2023-01-06,0,1,28
2023-01-07,0,0,22
2023-01-08,0,1,33
2023-01-09,0,7,45
2023-01-10,0,3,34
2023-01-11,0,3,46
2023-01-12,0,3,67
2023-01-13,0,2,58
2023-01-14,0,3,27
2023-01-15,0,2,25
2023-01-16,0,7,67
2023-01-17,0,5,40
2023-01-18,0,5,52
2023-01-19,0,1,57
2023-01-20,0,7,52
2023-01-21,0,3,49
2023-01-22,1,3,36
2023-01-23,0,0,70
2023-01-24,0,3,36
2023-01-25,0,0,60
2023-01-26,0,0,81
2023-01-27,0,2,63
2023-01-28,0,2,33
2023-01-29,0,0,33
2023-01-30,0,3,65
2023-01-31,0,4,85
2023-02-01,0,5,70
2023-02-02,0,10,58
2023-02-03,0,2,43
2023-02-04,0,0,14
2023-02-05,0,0,5
2023-02-06,0,3,66
2023-02-07,0,1,45
2023-02-08,0,2,28
2023-02-09,0,4,35
2023-02-10,0,4,42
2023-02-11,0,0,59
2023-02-12,0,0,30
2023-02-13,0,3,62
2023-02-14,0,6,39
2023-02-15,0,4,35
2023-02-16,0,6,65
2023-02-17,0,2,53
2023-02-18,0,1,12
2023-02-19,0,1,17
2023-02-20,0,5,44
2023-02-21,0,6,55
2023-02-22,0,3,44
2023-02-23,0,6,29
2023-02-24,0,12,30
2023-02-25,3,2,13
2023-02-26,0,0,32
2023-02-27,0,6,30
2023-02-28,0,4,10
2023-03-01,0,8,12
2023-03-02,0,4,28
2023-03-03,0,2,31
2023-03-04,0,0,11
2023-03-05,0,0,21
2023-03-06,0,0,46
2023-03-07,0,5,34
2023-03-08,0,2,30
2023-03-09,0,7,28
2023-03-10,0,6,36
2023-03-11,0,0,5
2023-03-12,0,0,8
2023-03-13,0,2,5
2023-03-14,0,4,9
2023-03-15,0,0,35
2023-03-16,0,4,34
2023-03-17,0,3,4
2023-03-18,0,0,4
2023-03-19,0,2,7
2023-03-20,0,7,25
2023-03-21,0,4,16
2023-03-22,0,1,8
2023-03-23,0,4,5
2023-03-24,0,7,3
2023-03-25,0,0,27
2023-03-26,0,3,7
2023-03-27,0,5,26
2023-03-28,0,3,8
2023-03-29,0,3,7
2023-03-30,0,2,15
2023-03-31,0,5,15
2023-04-01,0,0,5
2023-04-02,0,0,13
2023-04-03,0,2,46
2023-04-04,0,6,10
2023-04-05,0,3,26
2023-04-06,0,1,11
2023-04-07,0,3,25
2023-04-08,0,0,19
2023-04-09,1,1,6
2023-04-10,0,0,31
2023-04-11,0,4,43
2023-04-12,0,2,34
2023-04-13,0,7,30
2023-04-14,0,0,9
2023-04-15,0,1,6
2023-04-16,0,0,9
2023-04-17,0,0,28
2023-04-18,15,3,41
2023-04-19,3,2,14
2023-04-20,4,3,26
2023-04-21,0,3,13
2023-04-22,0,0,10
2023-04-23,0,0,10
2023-04-24,0,0,27
2023-04-25,0,2,36
2023-04-26,0,1,28
2023-04-27,0,0,31
2023-04-28,1,2,21
2023-04-29,0,0,8
2023-04-30,0,0,4
2023-05-01,0,1,11
2023-05-02,0,2,8
2023-05-03,0,1,20
2023-05-04,0,1,4
2023-05-05,1,0,27
2023-05-06,0,0,11
2023-05-07,1,0,11
2023-05-08,0,0,51
2023-05-09,0,1,34
2023-05-10,0,0,33
2023-05-11,0,1,34
2023-05-12,0,3,56
2023-05-13,0,1,9
2023-05-14,0,1,9
2023-05-15,0,1,42
2023-05-16,0,3,20
2023-05-17,0,4,33
2023-05-18,0,3,25
2023-05-19,0,9,24
2023-05-20,0,0,13
2023-05-21,0,0,8
2023-05-22,0,5,49
2023-05-23,0,10,30
2023-05-24,0,4,45
2023-05-25,0,5,17
2023-05-26,0,1,30
2023-05-27,0,0,23
2023-05-28,0,0,8
2023-05-29,0,0,52
2023-05-30,0,1,47
2023-05-31,0,1,35
2023-06-01,0,3,13
2023-06-02,0,1,39
2023-06-03,0,1,9
2023-06-04,0,0,4
2023-06-05,0,0,31
2023-06-06,0,2,29
2023-06-07,0,4,42
2023-06-08,0,2,29
2023-06-09,0,5,47
2023-06-10,0,0,15
2023-06-11,0,1,9
2023-06-12,0,2,70
2023-06-13,0,2,38
2023-06-14,0,7,39
2023-06-15,0,2,60
2023-06-16,0,2,45
2023-06-17,0,0,6
2023-06-18,0,0,32
2023-06-19,0,1,54
2023-06-20,0,2,56
2023-06-21,0,7,45
2023-06-22,0,5,42
2023-06-23,0,1,33
2023-06-24,0,0,8
2023-06-25,0,0,7
2023-06-26,0,2,35
2023-06-27,0,0,12
2023-06-28,0,1,18
2023-06-29,0,2,17
2023-06-30,0,1,2
2023-07-01,0,0,8
2023-07-02,0,0,10
2023-07-03,0,3,23
2023-07-04,0,0,6
2023-07-05,0,1,17
2023-07-06,0,0,12
2023-07-07,0,2,52
2023-07-08,0,0,33
2023-07-09,0,1,14
2023-07-10,0,1,26
2023-07-11,0,2,18
2023-07-12,0,2,80
2023-07-13,0,2,6
2023-07-14,0,0,43
2023-07-15,0,0,6
2023-07-16,0,0,6
2023-07-17,0,1,31
2023-07-18,0,4,35
2023-07-19,0,0,10
2023-07-20,0,0,19
2023-07-21,0,0,40
2023-07-22,0,0,6
2023-07-23,0,0,10
2023-07-24,0,2,43
2023-07-25,0,1,33
2023-07-26,0,3,43
2023-07-27,0,5,25
2023-07-28,0,4,12
2023-07-29,0,0,4
2023-07-30,0,0,9
2023-07-31,0,2,25
2023-08-01,0,0,47
2023-08-02,0,5,46
2023-08-03,0,1,47
2023-08-04,0,1,27
2023-08-05,0,0,8
2023-08-06,0,0,5
2023-08-07,0,0,61
2023-08-08,0,2,34
2023-08-09,0,2,30
2023-08-10,0,2,20
2023-08-11,0,4,16
2023-08-12,0,1,11
2023-08-13,0,2,8
2023-08-14,0,1,26
2023-08-15,0,0,14
2023-08-16,0,2,42
2023-08-17,0,3,63
2023-08-18,0,2,13
2023-08-19,0,0,15
2023-08-20,0,0,7
2023-08-21,0,0,33
2023-08-22,0,3,8
2023-08-23,0,6,7
2023-08-24,0,3,10
2023-08-25,0,3,32
2023-08-26,0,0,4
2023-08-27,0,0,11
2023-08-28,0,1,66
2023-08-29,0,5,61
2023-08-30,0,1,29
2023-08-31,0,4,18
2023-09-01,0,5,20
2023-09-02,0,1,20
2023-09-03,0,0,12
2023-09-04,0,1,17
2023-09-05,0,3,26
2023-09-06,0,5,30
2023-09-07,0,5,39
2023-09-08,0,1,29
2023-09-09,0,0,6
2023-09-10,11,0,4
2023-09-11,0,1,35
2023-09-12,0,0,31
2023-09-13,1,2,12
2023-09-14,0,0,29
2023-09-15,0,2,29
2023-09-16,0,1,25
2023-09-17,1,0,13
2023-09-18,0,3,18
2023-09-19,0,2,24
2023-09-20,0,0,42
2023-09-21,0,2,23
2023-09-22,2,1,20
2023-09-23,0,3,10
2023-09-24,0,0,32
2023-09-25,0,1,49
2023-09-26,0,0,86
2023-09-27,0,5,35
2023-09-28,0,0,25
2023-09-29,1,4,31
2023-09-30,0,0,18
2023-10-01,0,0,11
2023-10-02,0,3,42
2023-10-03,0,3,51
2023-10-04,1,4,37
2023-10-05,0,2,48
2023-10-06,0,5,32
2023-10-07,0,0,7
2023-10-08,0,3,12
2023-10-09,0,2,51
2023-10-10,0,8,39
2023-10-11,0,4,35
2023-10-12,0,12,11
2023-10-13,0,2,56
2023-10-14,0,0,7
2023-10-15,0,0,9
2023-10-16,1,5,58
2023-10-17,0,7,36
2023-10-18,0,9,27
2023-10-19,0,8,12
2023-10-20,0,5,43
2023-10-21,0,0,20
2023-10-22,0,0,21
2023-10-23,0,3,39
2023-10-24,0,0,33
2023-10-25,1,6,36
2023-10-26,0,3,47
2023-10-27,0,1,38
2023-10-28,0,1,30
2023-10-29,0,1,6
2023-10-30,0,6,49
2023-10-31,0,1,27
2023-11-01,0,0,38
2023-11-02,0,6,24
2023-11-03,0,4,14
2023-11-04,0,0,7
2023-11-05,0,0,3
2023-11-06,0,2,28
2023-11-07,0,1,20
2023-11-08,0,1,18
2023-11-09,0,1,46
2023-11-10,0,2,42
2023-11-11,0,0,16
2023-11-12,0,1,26
2023-11-13,0,4,20
2023-11-14,0,0,32
2023-11-15,0,2,23
2023-11-16,0,3,20
2023-11-17,0,3,8
2023-11-18,0,0,4
2023-11-19,0,1,6
2023-11-20,0,1,14
2023-11-21,0,5,16
2023-11-22,0,7,24
2023-11-23,3,3,18
2023-11-24,1,1,9
2023-11-25,0,0,6
2023-11-26,0,0,6
2023-11-27,0,2,11
2023-11-28,0,7,22
2023-11-29,4,4,15
2023-11-30,0,1,7
2023-12-01,1,4,8
2023-12-02,0,0,9
2023-12-03,0,0,1
2023-12-04,0,8,63
2023-12-05,0,3,31
2023-12-06,0,1,16
2023-12-07,0,5,11
2023-12-08,0,1,46
2023-12-09,0,0,7
2023-12-10,10,0,5
2023-12-11,0,4,27
2023-12-12,0,2,24
2023-12-13,0,6,23
2023-12-14,0,2,33
2023-12-15,1,5,9
2023-12-16,1,0,24
2023-12-17,0,0,8
2023-12-18,1,3,28
2023-12-19,0,3,50
2023-12-20,0,4,25
2023-12-21,0,2,14
2023-12-22,0,1,15
2023-12-23,0,0,2
2023-12-24,0,0,3
2023-12-25,0,0,6
2023-12-26,0,1,5
2023-12-27,0,2,6
2023-12-28,0,0,3
2023-12-29,0,0,2
2023-12-30,0,0,8
2023-12-31,3,0,5
2024-01-01,0,0,3
2024-01-02,0,1,50
2024-01-03,0,1,44
2024-01-04,0,4,55
2024-01-05,0,3,33
2024-01-06,0,0,22
2024-01-07,0,0,11
2024-01-08,0,4,62
2024-01-09,0,3,44
2024-01-10,1,2,25
2024-01-11,1,1,45
2024-01-12,0,4,12
2024-01-13,0,0,4
2024-01-14,0,0,9
2024-01-15,0,3,41
2024-01-16,0,1,43
2024-01-17,0,3,35
2024-01-18,0,6,37
2024-01-19,0,0,15
2024-01-20,0,0,6
2024-01-21,0,1,4
2024-01-22,2,3,36
2024-01-23,0,3,12
2024-01-24,0,2,36
2024-01-25,0,7,26
2024-01-26,0,9,46
2024-01-27,0,0,3
2024-01-28,1,0,9
2024-01-29,1,7,59
2024-01-30,0,5,31
2024-01-31,3,1,38
2024-02-01,0,2,10
2024-02-02,0,2,28
2024-02-03,0,1,32
2024-02-04,1,0,18
2024-02-05,6,2,45
2024-02-06,0,0,17
2024-02-07,0,3,42
2024-02-08,0,5,35
2024-02-09,0,6,38
2024-02-10,1,0,5
2024-02-11,0,0,16
2024-02-12,0,1,57
2024-02-13,4,2,94
2024-02-14,0,1,38
2024-02-15,1,1,43
2024-02-16,0,3,40
2024-02-17,0,0,33
2024-02-18,0,0,43
2024-02-19,0,7,47
2024-02-20,1,1,50
2024-02-21,0,1,30
2024-02-22,0,3,61
2024-02-23,0,7,55
2024-02-24,0,0,8
2024-02-25,1,0,18
2024-02-26,0,1,40
2024-02-27,0,4,75
2024-02-28,0,8,25
2024-02-29,0,2,49
2024-03-01,2,4,47
2024-03-02,0,0,9
2024-03-03,0,0,9
2024-03-04,0,2,69
2024-03-05,3,5,49
2024-03-06,1,4,34
2024-03-07,1,2,21
2024-03-08,0,5,45
2024-03-09,0,1,34
2024-03-10,0,0,20
2024-03-11,0,1,28
2024-03-12,13,1,18
2024-03-13,6,1,30
2024-03-14,4,11,32
2024-03-15,0,0,37
2024-03-16,0,0,11
2024-03-17,0,0,7
2024-03-18,0,0,10
2024-03-19,0,0,8
2024-03-20,0,0,12
2024-03-21,2,1,12
2024-03-22,2,3,4
2024-03-23,0,0,12
2024-03-24,0,0,76
2024-03-25,0,1,28
2024-03-26,0,3,30
2024-03-27,0,7,12
2024-03-28,0,3,25
2024-03-29,0,0,6
2024-03-30,0,0,8
2024-03-31,0,0,9
2024-04-01,1,0,8
2024-04-02,0,3,5
2024-04-03,0,3,7
2024-04-04,0,1,102
2024-04-05,0,2,54
2024-04-06,0,0,29
2024-04-07,0,0,6
2024-04-08,1,1,92
2024-04-09,0,2,39
2024-04-10,0,0,67
2024-04-11,0,0,21
2024-04-12,3,0,34
2024-04-13,0,0,39
2024-04-14,0,0,8
2024-04-15,0,2,38
2024-04-16,2,2,37
2024-04-17,0,2,50
2024-04-18,0,2,52
2024-04-19,0,3,33
2024-04-20,0,0,9
2024-04-21,0,2,3
2024-04-22,0,1,51
2024-04-23,0,3,41
2024-04-24,1,1,35
2024-04-25,1,3,33
2024-04-26,0,0,67
2024-04-27,0,0,10
2024-04-28,0,0,5
2024-04-29,0,2,45
2024-04-30,0,0,31
2024-05-01,0,0,45
2024-05-02,0,1,63
2024-05-03,0,0,22
2024-05-04,0,0,22
2024-05-05,0,1,6
2024-05-06,0,1,26
2024-05-07,0,0,60
2024-05-08,1,0,51
2024-05-09,3,0,14
2024-05-10,9,1,32
2024-05-11,3,0,26
2024-05-12,1,0,10
2024-05-13,1,1,44
2024-05-14,0,1,52
2024-05-15,0,1,34
2024-05-16,0,0,11
