,balderdashy/sails,hapijs/hapi,expressjs/express
2015-02-22,0,0,0
2015-02-23,0,0,4
2015-02-24,1,1,0
2015-02-25,0,0,0
2015-02-26,1,0,0
2015-02-27,0,0,0
2015-02-28,0,0,0
2015-03-01,4,0,12
2015-03-02,2,0,2
2015-03-03,1,2,1
2015-03-04,0,2,0
2015-03-05,2,5,0
2015-03-06,4,6,0
2015-03-07,2,2,0
2015-03-08,0,0,0
2015-03-09,0,4,0
2015-03-10,0,4,0
2015-03-11,0,7,0
2015-03-12,2,0,0
2015-03-13,2,4,0
2015-03-14,3,0,0
2015-03-15,0,0,0
2015-03-16,0,0,0
2015-03-17,5,0,22
2015-03-18,0,0,1
2015-03-19,0,0,0
2015-03-20,6,0,1
2015-03-21,0,0,0
2015-03-22,1,0,0
2015-03-23,1,0,0
2015-03-24,1,0,0
2015-03-25,0,0,0
2015-03-26,4,0,0
2015-03-27,1,0,0
2015-03-28,2,0,0
2015-03-29,3,0,0
2015-03-30,0,0,0
2015-03-31,1,0,0
2015-04-01,6,0,0
2015-04-02,0,0,0
2015-04-03,0,0,0
2015-04-04,2,0,0
2015-04-05,1,0,0
2015-04-06,0,0,0
2015-04-07,1,0,0
2015-04-08,4,0,0
2015-04-09,3,0,0
2015-04-10,1,0,0
2015-04-11,4,0,2
2015-04-12,0,1,0
2015-04-13,0,0,0
2015-04-14,1,3,0
2015-04-15,0,0,0
2015-04-16,0,0,0
2015-04-17,3,0,0
2015-04-18,3,0,0
2015-04-19,0,0,0
2015-04-20,0,7,0
2015-04-21,1,0,0
2015-04-22,3,0,0
2015-04-23,3,0,0
2015-04-24,1,1,0
2015-04-25,0,0,0
2015-04-26,0,0,0
2015-04-27,0,0,0
2015-04-28,0,0,0
2015-04-29,0,0,0
2015-04-30,0,0,0
2015-05-01,0,0,0
2015-05-02,0,0,2
2015-05-03,0,0,0
2015-05-04,1,0,0
2015-05-05,0,1,0
2015-05-06,3,0,0
2015-05-07,0,0,0
2015-05-08,0,1,0
2015-05-09,0,0,0
2015-05-10,2,0,0
2015-05-11,0,0,0
2015-05-12,0,6,0
2015-05-13,0,0,0
2015-05-14,1,1,0
2015-05-15,0,1,0
2015-05-16,3,1,0
2015-05-17,0,4,0
2015-05-18,11,1,22
2015-05-19,5,3,0
2015-05-20,7,8,0
2015-05-21,0,18,0
2015-05-22,0,5,0
2015-05-23,0,0,0
2015-05-24,0,0,0
2015-05-25,0,0,0
2015-05-26,1,0,0
2015-05-27,0,2,0
2015-05-28,0,7,0
2015-05-29,0,7,0
2015-05-30,0,4,0
2015-05-31,0,0,0
2015-06-01,1,0,0
2015-06-02,0,0,0
2015-06-03,2,0,0
2015-06-04,1,1,0
2015-06-05,1,0,0
2015-06-06,0,1,0
2015-06-07,0,0,0
2015-06-08,0,0,0
2015-06-09,0,0,0
2015-06-10,0,0,0
2015-06-11,0,0,0
2015-06-12,1,0,0
2015-06-13,0,0,0
2015-06-14,0,0,0
2015-06-15,0,2,0
2015-06-16,0,1,0
2015-06-17,0,1,3
2015-06-18,0,0,0
2015-06-19,8,0,26
2015-06-20,0,0,13
2015-06-21,0,1,1
2015-06-22,0,0,0
2015-06-23,0,0,0
2015-06-24,0,1,0
2015-06-25,1,1,0
2015-06-26,0,1,0
2015-06-27,0,0,0
2015-06-28,1,0,0
2015-06-29,3,2,0
2015-06-30,0,0,0
2015-07-01,1,1,0
2015-07-02,0,0,0
2015-07-03,2,6,0
2015-07-04,0,0,0
2015-07-05,0,0,0
2015-07-06,2,2,14
2015-07-07,6,0,7
2015-07-08,1,0,0
2015-07-09,0,0,0
2015-07-10,1,2,0
2015-07-11,0,1,0
2015-07-12,0,2,0
2015-07-13,0,2,0
2015-07-14,2,1,0
2015-07-15,0,0,0
2015-07-16,17,2,0
2015-07-17,1,0,0
2015-07-18,0,0,0
2015-07-19,3,0,0
2015-07-20,0,0,0
2015-07-21,0,0,0
2015-07-22,0,1,0
2015-07-23,0,1,0
2015-07-24,1,1,0
2015-07-25,0,2,1
2015-07-26,0,0,0
2015-07-27,0,1,0
2015-07-28,0,0,3
2015-07-29,0,8,2
2015-07-30,6,1,0
2015-07-31,0,0,10
2015-08-01,0,0,0
2015-08-02,0,0,0
2015-08-03,0,0,4
2015-08-04,0,1,0
2015-08-05,0,2,0
2015-08-06,0,0,0
2015-08-07,0,12,0
2015-08-08,0,9,0
2015-08-09,0,2,0
2015-08-10,0,2,0
2015-08-11,0,8,0
2015-08-12,1,15,0
2015-08-13,0,3,0
2015-08-14,0,2,0
2015-08-15,0,3,0
2015-08-16,1,1,0
2015-08-17,0,1,0
2015-08-18,0,1,0
2015-08-19,7,2,0
2015-08-20,17,0,0
2015-08-21,2,0,0
2015-08-22,3,0,0
2015-08-23,0,0,0
2015-08-24,2,2,0
2015-08-25,6,0,0
2015-08-26,0,1,0
2015-08-27,1,1,0
2015-08-28,3,2,0
2015-08-29,6,0,0
2015-08-30,0,0,0
2015-08-31,0,0,0
2015-09-01,3,1,0
2015-09-02,2,2,0
2015-09-03,0,0,0
2015-09-04,2,2,0
2015-09-05,2,2,0
2015-09-06,0,1,0
2015-09-07,1,2,0
2015-09-08,4,2,0
2015-09-09,0,1,0
2015-09-10,3,2,0
2015-09-11,1,2,0
2015-09-12,0,0,0
2015-09-13,2,0,0
2015-09-14,2,0,0
2015-09-15,1,0,0
2015-09-16,3,0,0
2015-09-17,1,0,0
2015-09-18,1,1,0
2015-09-19,0,0,0
2015-09-20,1,2,0
2015-09-21,3,3,0
2015-09-22,4,0,0
2015-09-23,8,3,0
2015-09-24,1,2,0
2015-09-25,0,5,0
2015-09-26,0,0,0
2015-09-27,0,5,0
2015-09-28,0,1,0
2015-09-29,0,8,0
2015-09-30,2,2,0
2015-10-01,0,5,0
2015-10-02,2,12,0
2015-10-03,1,16,0
2015-10-04,0,4,0
2015-10-05,1,5,0
2015-10-06,1,3,0
2015-10-07,0,1,0
2015-10-08,0,1,0
2015-10-09,0,1,0
2015-10-10,0,0,0
2015-10-11,0,0,0
2015-10-12,0,2,0
2015-10-13,0,0,0
2015-10-14,0,4,0
2015-10-15,0,3,0
2015-10-16,0,9,0
2015-10-17,0,1,0
2015-10-18,0,0,0
2015-10-19,0,8,0
2015-10-20,0,4,0
2015-10-21,0,2,0
2015-10-22,0,0,0
2015-10-23,1,10,0
2015-10-24,0,1,0
2015-10-25,4,2,0
2015-10-26,0,5,0
2015-10-27,1,0,0
2015-10-28,0,0,0
2015-10-29,1,2,0
2015-10-30,0,4,0
2015-10-31,0,4,0
2015-11-01,0,1,0
2015-11-02,0,0,0
2015-11-03,0,2,0
2015-11-04,0,0,0
2015-11-05,0,5,0
2015-11-06,0,0,0
2015-11-07,0,0,10
2015-11-08,0,0,0
2015-11-09,0,0,0
2015-11-10,0,0,0
2015-11-11,0,1,0
2015-11-12,0,1,0
2015-11-13,0,2,0
2015-11-14,0,3,0
2015-11-15,0,0,0
2015-11-16,0,0,0
2015-11-17,1,0,0
2015-11-18,0,0,0
2015-11-19,0,0,0
2015-11-20,4,0,0
2015-11-21,0,8,0
2015-11-22,0,0,0
2015-11-23,0,1,0
2015-11-24,0,1,0
2015-11-25,3,0,0
2015-11-26,0,0,0
2015-11-27,0,0,0
2015-11-28,0,0,0
2015-11-29,0,0,0
2015-11-30,0,0,0
2015-12-01,0,0,0
2015-12-02,0,0,0
2015-12-03,0,0,0
2015-12-04,0,0,0
2015-12-05,0,2,0
2015-12-06,0,0,0
2015-12-07,0,0,0
2015-12-08,0,0,0
2015-12-09,0,0,0
2015-12-10,0,1,0
2015-12-11,0,0,0
2015-12-12,0,1,0
2015-12-13,2,3,0
2015-12-14,0,0,0
2015-12-15,0,0,5
2015-12-16,0,0,0
2015-12-17,0,0,0
2015-12-18,5,0,7
2015-12-19,0,0,0
2015-12-20,0,0,0
2015-12-21,0,2,0
2015-12-22,2,3,0
2015-12-23,23,4,0
2015-12-24,3,0,0
2015-12-25,0,0,0
2015-12-26,0,0,0
2015-12-27,0,5,0
2015-12-28,3,0,0
2015-12-29,0,1,0
2015-12-30,0,1,0
2015-12-31,0,0,0
2016-01-01,0,4,0
2016-01-02,0,6,0
2016-01-03,2,0,0
2016-01-04,1,2,0
2016-01-05,2,0,0
2016-01-06,8,7,0
2016-01-07,11,0,0
2016-01-08,11,0,0
2016-01-09,8,1,0
2016-01-10,2,1,0
2016-01-11,9,0,0
2016-01-12,0,0,0
2016-01-13,3,0,1
2016-01-14,26,0,0
2016-01-15,7,0,0
2016-01-16,0,0,0
2016-01-17,8,0,6
2016-01-18,6,0,1
2016-01-19,3,0,0
2016-01-20,5,0,2
2016-01-21,2,0,0
2016-01-22,0,0,5
2016-01-23,1,0,0
2016-01-24,0,0,0
2016-01-25,5,0,0
2016-01-26,1,0,0
2016-01-27,21,0,0
2016-01-28,10,2,0
2016-01-29,0,1,0
2016-01-30,0,0,0
2016-01-31,1,0,0
2016-02-01,4,1,0
2016-02-02,7,0,0
2016-02-03,4,0,0
2016-02-04,2,1,0
2016-02-05,13,0,0
2016-02-06,0,0,0
2016-02-07,1,0,0
2016-02-08,3,0,0
2016-02-09,9,0,0
2016-02-10,19,0,3
2016-02-11,7,0,0
2016-02-12,1,0,0
2016-02-13,0,0,0
2016-02-14,0,0,0
2016-02-15,6,0,0
2016-02-16,2,0,0
2016-02-17,1,0,0
2016-02-18,1,0,0
2016-02-19,1,0,0
2016-02-20,0,0,0
2016-02-21,0,0,0
2016-02-22,0,2,0
2016-02-23,0,1,0
2016-02-24,1,1,0
2016-02-25,6,3,1
2016-02-26,2,0,0
2016-02-27,0,0,0
2016-02-28,6,0,0
2016-02-29,11,1,0
2016-03-01,3,2,1
2016-03-02,5,1,0
2016-03-03,4,3,0
2016-03-04,3,0,0
2016-03-05,0,0,0
2016-03-06,0,0,0
2016-03-07,2,2,0
2016-03-08,3,2,0
2016-03-09,2,8,0
2016-03-10,4,3,0
2016-03-11,0,12,0
2016-03-12,20,0,0
2016-03-13,26,0,0
2016-03-14,3,0,0
2016-03-15,10,0,0
2016-03-16,0,0,0
