,getsentry/sentry,elastic/kibana,grafana/grafana
2022-02-09,19,35,40
2022-02-10,20,49,36
2022-02-11,18,41,33
2022-02-12,0,2,0
2022-02-13,0,0,0
2022-02-14,31,35,1
2022-02-15,38,43,27
2022-02-16,28,48,25
2022-02-17,21,43,30
2022-02-18,17,2,28
2022-02-19,0,0,2
2022-02-20,0,0,0
2022-02-21,9,14,17
2022-02-22,24,22,13
2022-02-23,50,37,20
2022-02-24,27,34,25
2022-02-25,25,4,22
2022-02-26,1,0,1
2022-02-27,0,1,0
2022-02-28,27,30,17
2022-03-01,40,34,18
2022-03-02,43,24,27
2022-03-03,41,40,33
2022-03-04,38,32,23
2022-03-05,3,0,0
2022-03-06,0,1,0
2022-03-07,46,39,8
2022-03-08,30,41,11
2022-03-09,29,59,11
2022-03-10,23,46,12
2022-03-11,28,3,11
2022-03-12,3,0,1
2022-03-13,0,0,0
2022-03-14,36,37,17
2022-03-15,44,61,18
2022-03-16,32,56,21
2022-03-17,34,38,19
2022-03-18,32,42,17
2022-03-19,0,2,1
2022-03-20,0,1,0
2022-03-21,21,51,25
2022-03-22,23,36,19
2022-03-23,28,39,22
2022-03-24,29,64,18
2022-03-25,22,9,12
2022-03-26,1,0,4
2022-03-27,0,3,0
2022-03-28,31,59,0
2022-03-29,53,79,23
2022-03-30,60,58,26
2022-03-31,28,50,31
2022-04-01,32,40,24
2022-04-02,1,3,2
2022-04-03,0,0,0
2022-04-04,42,37,28
2022-04-05,48,27,32
2022-04-06,29,32,35
2022-04-07,52,44,19
2022-04-08,28,6,22
2022-04-09,0,1,0
2022-04-10,0,1,0
2022-04-11,27,41,15
2022-04-12,33,39,33
2022-04-13,32,46,27
2022-04-14,30,52,23
2022-04-15,17,21,13
2022-04-16,1,5,0
2022-04-17,0,2,0
2022-04-18,28,28,4
2022-04-19,46,63,13
2022-04-20,43,39,41
2022-04-21,31,29,35
2022-04-22,24,5,22
2022-04-23,0,0,2
2022-04-24,0,1,2
2022-04-25,47,16,19
2022-04-26,35,33,22
2022-04-27,42,36,24
2022-04-28,39,29,38
2022-04-29,38,28,28
2022-04-30,0,1,0
2022-05-01,0,1,0
2022-05-02,16,25,22
2022-05-03,45,36,26
2022-05-04,33,55,31
2022-05-05,44,27,36
2022-05-06,23,34,24
2022-05-07,3,0,0
2022-05-08,1,1,1
2022-05-09,40,27,6
2022-05-10,47,35,4
2022-05-11,42,48,8
2022-05-12,38,46,13
2022-05-13,25,2,8
2022-05-14,14,0,0
2022-05-15,1,3,2
2022-05-16,42,35,28
2022-05-17,37,50,35
2022-05-18,43,53,29
2022-05-19,36,45,30
2022-05-20,33,51,27
2022-05-21,0,0,5
2022-05-22,0,1,4
2022-05-23,22,51,62
2022-05-24,33,70,36
2022-05-25,33,61,39
2022-05-26,31,28,36
2022-05-27,10,2,9
2022-05-28,0,0,1
2022-05-29,0,0,0
2022-05-30,25,28,24
2022-05-31,29,38,39
2022-06-01,49,32,35
2022-06-02,35,25,37
2022-06-03,36,33,32
2022-06-04,1,1,5
2022-06-05,0,1,3
2022-06-06,35,31,15
2022-06-07,37,52,33
2022-06-08,36,40,31
2022-06-09,20,44,38
2022-06-10,14,8,29
2022-06-11,0,0,3
2022-06-12,0,0,0
2022-06-13,35,46,32
2022-06-14,37,45,40
2022-06-15,45,49,24
2022-06-16,50,34,25
2022-06-17,12,25,34
2022-06-18,1,1,1
2022-06-19,0,2,0
2022-06-20,11,34,30
2022-06-21,41,36,30
2022-06-22,45,28,40
2022-06-23,41,52,29
2022-06-24,31,24,21
2022-06-25,0,2,1
2022-06-26,0,5,0
2022-06-27,50,28,29
2022-06-28,37,49,22
2022-06-29,56,57,34
2022-06-30,42,55,27
2022-07-01,4,6,2
2022-07-02,0,1,0
2022-07-03,0,1,0
2022-07-04,5,22,17
2022-07-05,29,53,14
2022-07-06,46,39,39
2022-07-07,29,42,46
2022-07-08,23,50,27
2022-07-09,1,3,1
2022-07-10,0,2,0
2022-07-11,45,45,19
2022-07-12,41,49,20
2022-07-13,45,46,20
2022-07-14,38,51,37
2022-07-15,34,5,22
2022-07-16,0,2,1
2022-07-17,0,1,1
2022-07-18,27,54,24
2022-07-19,32,52,37
2022-07-20,43,53,33
2022-07-21,38,47,22
2022-07-22,33,54,23
2022-07-23,0,1,7
2022-07-24,1,2,3
2022-07-25,25,78,31
2022-07-26,37,70,28
2022-07-27,48,44,32
2022-07-28,48,48,22
2022-07-29,42,31,18
2022-07-30,0,1,0
2022-07-31,0,1,0
2022-08-01,19,38,30
2022-08-02,59,51,30
2022-08-03,61,62,42
2022-08-04,43,43,18
2022-08-05,20,7,5
2022-08-06,0,1,0
2022-08-07,0,1,0
2022-08-08,46,48,30
2022-08-09,39,58,26
2022-08-10,40,40,37
2022-08-11,47,30,34
2022-08-12,37,34,26
2022-08-13,2,3,2
2022-08-14,0,4,0
2022-08-15,40,31,9
2022-08-16,54,38,21
2022-08-17,49,32,21
2022-08-18,29,29,27
2022-08-19,36,3,15
2022-08-20,1,3,0
2022-08-21,0,2,0
2022-08-22,4,31,30
2022-08-23,4,46,22
2022-08-24,0,31,26
2022-08-25,0,24,28
2022-08-26,0,24,34
2022-08-27,0,3,1
2022-08-28,0,1,1
2022-08-29,80,29,12
2022-08-30,44,42,19
2022-08-31,52,32,21
2022-09-01,41,44,28
2022-09-02,9,3,30
2022-09-03,1,1,0
2022-09-04,0,2,0
2022-09-05,6,14,24
2022-09-06,28,41,28
2022-09-07,44,41,23
2022-09-08,40,41,20
2022-09-09,38,54,34
2022-09-10,0,2,1
2022-09-11,0,3,0
2022-09-12,62,42,27
2022-09-13,42,52,22
2022-09-14,49,38,34
2022-09-15,69,56,23
2022-09-16,31,12,26
2022-09-17,0,1,1
2022-09-18,0,2,0
2022-09-19,60,70,35
2022-09-20,48,108,42
2022-09-21,31,58,40
2022-09-22,22,66,29
2022-09-23,72,73,29
2022-09-24,0,5,0
2022-09-25,0,1,0
2022-09-26,49,42,29
2022-09-27,48,58,47
2022-09-28,55,49,36
2022-09-29,43,47,23
2022-09-30,13,35,27
2022-10-01,1,2,1
2022-10-02,0,1,0
2022-10-03,31,35,23
2022-10-04,44,76,49
2022-10-05,44,61,32
2022-10-06,43,46,29
2022-10-07,22,2,28
2022-10-08,1,1,2
2022-10-09,0,2,0
2022-10-10,39,34,32
2022-10-11,34,46,47
2022-10-12,60,42,24
2022-10-13,52,35,25
2022-10-14,58,32,27
2022-10-15,2,1,3
2022-10-16,0,1,2
2022-10-17,61,35,31
2022-10-18,71,38,32
2022-10-19,62,48,42
2022-10-20,41,51,34
2022-10-21,48,5,25
2022-10-22,2,1,3
2022-10-23,0,1,0
2022-10-24,53,30,26
2022-10-25,76,43,31
2022-10-26,41,34,26
2022-10-27,70,40,31
2022-10-28,36,32,25
2022-10-29,1,3,0
2022-10-30,0,3,0
2022-10-31,46,38,27
2022-11-01,59,39,24
2022-11-02,63,55,32
2022-11-03,54,44,41
2022-11-04,37,36,28
2022-11-05,2,3,2
2022-11-06,1,1,1
2022-11-07,50,50,32
2022-11-08,45,57,40
2022-11-09,39,49,25
2022-11-10,35,42,26
2022-11-11,29,5,21
2022-11-12,1,2,2
2022-11-13,0,1,1
2022-11-14,37,60,16
2022-11-15,72,54,17
2022-11-16,53,64,30
2022-11-17,42,49,14
2022-11-18,36,42,26
2022-11-19,3,2,0
2022-11-20,0,1,0
2022-11-21,34,44,25
2022-11-22,42,41,38
2022-11-23,42,46,45
2022-11-24,18,36,29
2022-11-25,8,4,2
2022-11-26,0,1,0
2022-11-27,0,1,0
2022-11-28,32,48,32
2022-11-29,48,60,30
2022-11-30,29,39,47
2022-12-01,33,22,32
2022-12-02,19,33,27
2022-12-03,4,2,0
2022-12-04,0,2,1
2022-12-05,37,33,16
2022-12-06,39,39,17
2022-12-07,45,33,26
2022-12-08,24,23,24
2022-12-09,44,4,21
2022-12-10,1,1,1
2022-12-11,0,3,1
2022-12-12,15,41,31
2022-12-13,28,23,32
2022-12-14,34,43,41
2022-12-15,38,45,34
2022-12-16,31,35,15
2022-12-17,4,2,0
2022-12-18,0,1,0
2022-12-19,23,37,34
2022-12-20,31,32,30
2022-12-21,43,37,31
2022-12-22,37,30,23
2022-12-23,2,10,11
2022-12-24,0,1,0
2022-12-25,0,2,1
2022-12-26,0,5,5
2022-12-27,3,13,6
2022-12-28,4,12,5
2022-12-29,1,21,12
2022-12-30,3,9,4
2022-12-31,0,1,0
2023-01-01,0,1,0
2023-01-02,0,3,7
2023-01-03,34,37,21
2023-01-04,33,54,31
2023-01-05,39,34,22
2023-01-06,50,2,21
2023-01-07,10,1,2
2023-01-08,0,1,0
2023-01-09,62,43,25
2023-01-10,38,43,36
2023-01-11,75,35,32
2023-01-12,47,38,38
2023-01-13,58,26,44
2023-01-14,5,2,1
2023-01-15,2,5,0
2023-01-16,25,21,25
2023-01-17,39,44,39
2023-01-18,41,45,37
2023-01-19,38,39,38
2023-01-20,35,6,26
2023-01-21,4,0,2
2023-01-22,0,2,1
2023-01-23,48,36,48
2023-01-24,42,52,35
2023-01-25,31,43,44
2023-01-26,50,41,57
2023-01-27,35,49,60
2023-01-28,0,4,1
2023-01-29,0,3,0
2023-01-30,40,56,54
2023-01-31,44,49,43
2023-02-01,49,56,39
2023-02-02,58,59,47
2023-02-03,40,12,38
2023-02-04,1,3,0
2023-02-05,0,1,0
2023-02-06,40,53,26
2023-02-07,49,75,41
2023-02-08,39,59,26
2023-02-09,33,65,27
2023-02-10,63,46,25
2023-02-11,3,4,3
2023-02-12,0,1,2
2023-02-13,69,36,2
2023-02-14,52,44,4
2023-02-15,56,57,0
2023-02-16,44,55,4
2023-02-17,47,4,1
2023-02-18,0,1,1
2023-02-19,2,1,0
2023-02-20,0,20,15
2023-02-21,34,68,16
2023-02-22,48,55,27
2023-02-23,39,42,33
2023-02-24,27,44,24
2023-02-25,2,2,0
2023-02-26,0,4,0
2023-02-27,42,47,20
2023-02-28,53,33,30
2023-03-01,42,36,31
2023-03-02,56,40,31
2023-03-03,34,3,32
2023-03-04,1,0,1
2023-03-05,0,1,0
2023-03-06,36,38,40
2023-03-07,37,36,34
2023-03-08,27,43,48
2023-03-09,46,38,37
2023-03-10,40,25,31
2023-03-11,3,5,1
2023-03-12,0,2,1
2023-03-13,43,4,18
2023-03-14,47,7,25
2023-03-15,69,6,20
2023-03-16,54,9,26
2023-03-17,34,3,21
2023-03-18,2,2,0
2023-03-19,0,3,1
2023-03-20,50,37,36
2023-03-21,54,32,28
2023-03-22,35,34,41
2023-03-23,56,40,25
2023-03-24,39,21,0
2023-03-25,0,3,0
2023-03-26,0,2,0
2023-03-27,45,40,23
2023-03-28,62,37,38
2023-03-29,51,37,25
2023-03-30,43,45,43
2023-03-31,37,31,37
2023-04-01,1,2,1
2023-04-02,0,1,0
2023-04-03,48,41,39
2023-04-04,50,37,26
2023-04-05,53,27,35
2023-04-06,37,41,19
2023-04-07,27,2,12
2023-04-08,2,1,0
2023-04-09,0,1,1
2023-04-10,27,30,3
2023-04-11,45,55,33
2023-04-12,60,37,33
2023-04-13,47,42,47
2023-04-14,49,4,31
2023-04-15,2,1,2
2023-04-16,0,1,0
2023-04-17,55,54,29
2023-04-18,66,48,39
2023-04-19,62,50,30
2023-04-20,71,65,37
2023-04-21,28,49,37
2023-04-22,0,5,2
2023-04-23,0,5,0
2023-04-24,41,40,36
2023-04-25,61,87,37
2023-04-26,55,67,35
2023-04-27,62,47,56
2023-04-28,66,27,53
2023-04-29,2,2,1
2023-04-30,0,3,0
2023-05-01,46,22,13
2023-05-02,58,52,21
2023-05-03,76,52,33
2023-05-04,49,47,20
2023-05-05,57,62,27
2023-05-06,1,4,3
2023-05-07,1,3,1
2023-05-08,53,60,21
2023-05-09,53,40,35
2023-05-10,49,35,41
2023-05-11,53,34,25
2023-05-12,58,30,27
2023-05-13,0,3,0
2023-05-14,0,2,1
2023-05-15,54,49,27
2023-05-16,76,46,27
2023-05-17,64,45,22
2023-05-18,55,29,13
2023-05-19,42,2,0
2023-05-20,1,1,0
2023-05-21,0,2,0
2023-05-22,32,34,33
2023-05-23,57,43,21
2023-05-24,55,40,22
2023-05-25,50,24,35
2023-05-26,48,41,33
2023-05-27,0,3,0
2023-05-28,0,2,0
2023-05-29,14,13,8
2023-05-30,68,36,29
2023-05-31,75,42,20
2023-06-01,62,33,22
2023-06-02,42,34,27
2023-06-03,2,2,1
2023-06-04,0,2,0
2023-06-05,54,35,22
2023-06-06,79,42,31
2023-06-07,50,49,22
2023-06-08,63,34,31
2023-06-09,52,32,14
2023-06-10,4,2,1
2023-06-11,0,1,2
2023-06-12,60,35,23
2023-06-13,81,52,18
2023-06-14,79,50,31
2023-06-15,73,63,28
2023-06-16,73,11,36
2023-06-17,6,1,4
2023-06-18,0,2,0
2023-06-19,19,42,12
2023-06-20,45,79,27
2023-06-21,55,47,38
2023-06-22,55,51,26
2023-06-23,49,43,30
2023-06-24,0,4,0
2023-06-25,0,1,0
2023-06-26,77,40,26
2023-06-27,62,49,25
2023-06-28,70,44,34
2023-06-29,77,57,23
2023-06-30,78,46,15
2023-07-01,1,4,0
2023-07-02,0,4,0
2023-07-03,15,29,1
2023-07-04,27,27,21
2023-07-05,68,40,24
2023-07-06,69,43,20
2023-07-07,57,35,25
2023-07-08,0,4,0
2023-07-09,1,1,0
2023-07-10,67,31,20
2023-07-11,71,57,33
2023-07-12,74,39,31
2023-07-13,65,43,33
2023-07-14,52,44,32
2023-07-15,1,3,1
2023-07-16,0,2,1
2023-07-17,61,40,37
2023-07-18,97,43,44
2023-07-19,62,33,35
2023-07-20,83,43,21
2023-07-21,56,4,34
2023-07-22,5,2,0
2023-07-23,3,1,0
2023-07-24,74,32,39
2023-07-25,82,31,44
2023-07-26,72,46,39
2023-07-27,59,30,18
2023-07-28,47,30,25
2023-07-29,3,1,1
2023-07-30,0,1,0
2023-07-31,64,46,19
2023-08-01,53,52,28
2023-08-02,58,36,25
2023-08-03,59,34,34
2023-08-04,59,51,19
2023-08-05,1,1,0
2023-08-06,0,1,0
2023-08-07,43,47,11
2023-08-08,58,46,14
2023-08-09,50,41,13
2023-08-10,85,43,14
2023-08-11,24,45,8
2023-08-12,3,4,0
2023-08-13,1,2,1
2023-08-14,58,61,12
2023-08-15,64,59,13
2023-08-16,68,56,18
2023-08-17,78,38,21
2023-08-18,64,4,25
2023-08-19,1,0,0
2023-08-20,1,0,0
2023-08-21,6,37,14
2023-08-22,4,56,18
2023-08-23,3,63,23
2023-08-24,1,49,17
2023-08-25,6,37,24
2023-08-26,1,8,0
2023-08-27,0,2,1
2023-08-28,76,47,33
2023-08-29,83,47,31
2023-08-30,61,49,29
2023-08-31,57,57,27
2023-09-01,10,51,17
2023-09-02,0,2,0
2023-09-03,0,4,1
2023-09-04,13,29,19
2023-09-05,45,59,21
2023-09-06,53,96,29
2023-09-07,51,65,29
2023-09-08,48,40,16
2023-09-09,3,5,1
2023-09-10,0,1,0
2023-09-11,44,32,31
2023-09-12,70,31,37
2023-09-13,63,33,39
2023-09-14,57,56,30
2023-09-15,39,1,1
2023-09-16,1,1,0
2023-09-17,0,2,0
2023-09-18,54,44,33
2023-09-19,56,43,33
2023-09-20,82,52,30
2023-09-21,63,45,24
2023-09-22,56,29,33
2023-09-23,0,1,2
2023-09-24,0,1,0
2023-09-25,60,47,28
2023-09-26,55,43,26
2023-09-27,86,61,29
2023-09-28,61,61,40
2023-09-29,54,61,39
2023-09-30,1,8,0
2023-10-01,1,3,0
2023-10-02,49,65,26
2023-10-03,64,60,42
2023-10-04,64,69,44
2023-10-05,63,46,32
2023-10-06,60,49,31
2023-10-07,1,3,1
2023-10-08,0,1,0
2023-10-09,16,39,22
2023-10-10,61,41,36
2023-10-11,70,37,41
2023-10-12,57,35,46
2023-10-13,50,62,59
2023-10-14,2,4,1
2023-10-15,0,5,0
2023-10-16,65,51,21
2023-10-17,60,65,32
2023-10-18,82,54,18
2023-10-19,70,55,26
2023-10-20,42,4,23
2023-10-21,3,2,3
2023-10-22,0,1,0
2023-10-23,84,58,44
2023-10-24,69,55,40
2023-10-25,71,63,39
2023-10-26,59,52,28
2023-10-27,48,42,39
2023-10-28,0,2,1
2023-10-29,0,1,0
2023-10-30,52,35,33
2023-10-31,72,40,35
2023-11-01,64,35,32
2023-11-02,68,41,30
2023-11-03,55,42,30
2023-11-04,1,5,0
2023-11-05,1,3,0
2023-11-06,58,43,34
2023-11-07,66,37,34
2023-11-08,53,44,34
2023-11-09,56,46,26
2023-11-10,28,37,22
2023-11-11,1,3,0
2023-11-12,0,1,1
2023-11-13,36,24,24
2023-11-14,59,43,35
2023-11-15,74,50,42
2023-11-16,73,47,25
2023-11-17,33,9,29
2023-11-18,4,3,2
2023-11-19,0,2,0
2023-11-20,52,35,28
2023-11-21,58,35,34
2023-11-22,48,41,31
2023-11-23,16,44,23
2023-11-24,20,17,20
2023-11-25,0,2,0
2023-11-26,0,1,0
2023-11-27,79,36,21
2023-11-28,57,52,24
2023-11-29,65,61,44
2023-11-30,61,45,27
2023-12-01,60,31,19
2023-12-02,1,4,1
2023-12-03,0,1,1
2023-12-04,57,61,16
2023-12-05,81,70,15
2023-12-06,68,48,23
2023-12-07,62,75,23
2023-12-08,51,31,12
2023-12-09,2,3,0
2023-12-10,0,1,0
2023-12-11,50,38,25
2023-12-12,56,35,44
2023-12-13,52,51,28
2023-12-14,60,40,23
2023-12-15,57,23,27
2023-12-16,1,18,3
2023-12-17,0,3,2
2023-12-18,52,45,23
2023-12-19,70,73,27
2023-12-20,54,54,25
2023-12-21,76,42,15
2023-12-22,37,19,1
2023-12-23,1,1,1
2023-12-24,0,1,0
2023-12-25,0,1,0
2023-12-26,0,3,4
2023-12-27,32,6,5
2023-12-28,20,16,4
2023-12-29,29,5,6
2023-12-30,0,3,0
2023-12-31,0,1,0
2024-01-01,0,0,1
2024-01-02,48,34,16
2024-01-03,43,36,21
2024-01-04,49,35,32
2024-01-05,37,26,38
2024-01-06,4,6,1
2024-01-07,0,1,1
2024-01-08,69,34,26
2024-01-09,64,33,26
2024-01-10,63,37,28
2024-01-11,61,33,36
2024-01-12,74,35,33
2024-01-13,0,3,0
2024-01-14,0,3,0
2024-01-15,26,39,25
2024-01-16,64,41,41
2024-01-17,67,49,37
2024-01-18,55,31,39
2024-01-19,56,2,28
2024-01-20,1,3,2
2024-01-21,0,2,0
2024-01-22,51,46,37
2024-01-23,66,30,44
2024-01-24,61,33,34
2024-01-25,75,56,45
2024-01-26,71,52,41
2024-01-27,3,2,0
2024-01-28,0,2,1
2024-01-29,72,44,39
2024-01-30,85,49,38
2024-01-31,84,40,30
2024-02-01,74,43,46
2024-02-02,58,35,35
2024-02-03,0,1,1
2024-02-04,0,2,2
2024-02-05,62,42,33
2024-02-06,57,32,47
2024-02-07,77,47,42
2024-02-08,37,57,32
2024-02-09,38,45,35
2024-02-10,1,2,2
2024-02-11,1,2,1
2024-02-12,53,61,27
2024-02-13,62,75,26
2024-02-14,42,81,36
2024-02-15,60,49,33
2024-02-16,55,4,38
2024-02-17,4,1,3
2024-02-18,0,4,1
2024-02-19,11,40,9
2024-02-20,66,40,30
2024-02-21,72,41,30
2024-02-22,66,60,27
2024-02-23,60,49,37
2024-02-24,4,7,1
2024-02-25,2,6,1
2024-02-26,71,6,35
2024-02-27,67,6,33
2024-02-28,68,5,35
2024-02-29,75,2,31
2024-03-01,50,1,33
2024-03-02,1,1,1
2024-03-03,0,5,0
2024-03-04,70,30,28
2024-03-05,63,64,29
2024-03-06,75,48,32
2024-03-07,66,50,25
2024-03-08,54,41,2
2024-03-09,3,2,1
2024-03-10,0,1,0
2024-03-11,70,38,42
2024-03-12,75,59,42
2024-03-13,70,31,36
2024-03-14,57,42,30
2024-03-15,55,8,42
2024-03-16,1,4,3
2024-03-17,1,1,0
2024-03-18,74,34,42
2024-03-19,67,44,34
2024-03-20,73,30,31
2024-03-21,70,26,45
2024-03-22,62,47,57
2024-03-23,0,3,1
2024-03-24,0,1,1
2024-03-25,69,50,37
2024-03-26,69,45,33
2024-03-27,63,39,25
2024-03-28,55,33,35
2024-03-29,39,19,5
2024-03-30,0,1,2
2024-03-31,0,2,1
2024-04-01,29,18,1
2024-04-02,78,57,14
2024-04-03,64,37,67
2024-04-04,66,57,31
2024-04-05,41,41,32
2024-04-06,0,4,1
2024-04-07,0,2,0
2024-04-08,58,33,33
2024-04-09,66,53,29
2024-04-10,61,51,27
2024-04-11,74,39,32
2024-04-12,58,60,28
2024-04-13,1,6,0
2024-04-14,0,2,0
2024-04-15,69,53,40
2024-04-16,107,79,37
2024-04-17,73,54,44
2024-04-18,65,37,45
2024-04-19,63,8,44
2024-04-20,0,2,0
2024-04-21,0,3,1
2024-04-22,71,46,23
2024-04-23,71,49,35
2024-04-24,58,83,27
2024-04-25,64,58,28
2024-04-26,75,87,16
2024-04-27,1,4,1
2024-04-28,0,1,0
2024-04-29,63,46,55
2024-04-30,65,61,28
2024-05-01,73,49,20
2024-05-02,60,74,42
2024-05-03,63,44,37
2024-05-04,0,2,1
2024-05-05,0,1,1
2024-05-06,70,48,16
2024-05-07,75,41,23
2024-05-08,61,50,21
2024-05-09,63,36,25
2024-05-10,48,47,33
2024-05-11,5,3,2
2024-05-12,0,1,1
2024-05-13,70,48,37
2024-05-14,87,50,38
2024-05-15,56,52,31
2024-05-16,80,58,22
2024-05-17,46,51,3
2024-05-18,2,3,0
2024-05-19,0,3,0
2024-05-20,36,30,25
2024-05-21,80,40,23
2024-05-22,80,59,21
2024-05-23,63,44,20
2024-05-24,19,28,26
2024-05-25,0,2,0
2024-05-26,0,1,0
2024-05-27,11,22,19
2024-05-28,50,32,31
2024-05-29,70,51,27
2024-05-30,59,35,26
2024-05-31,58,46,22
2024-06-01,0,3,0
2024-06-02,0,5,1
2024-06-03,49,42,25
2024-06-04,95,31,34
2024-06-05,89,45,33
2024-06-06,90,40,37
2024-06-07,52,38,33
2024-06-08,0,3,0
2024-06-09,1,4,0
2024-06-10,85,29,27
2024-06-11,84,38,29
2024-06-12,53,27,24
2024-06-13,76,45,29
2024-06-14,53,6,29
2024-06-15,0,1,1
2024-06-16,0,0,0
2024-06-17,48,28,21
2024-06-18,72,58,29
2024-06-19,27,41,28
2024-06-20,53,37,30
2024-06-21,36,43,26
2024-06-22,0,3,1
2024-06-23,0,1,1
2024-06-24,52,30,29
2024-06-25,57,29,43
2024-06-26,53,42,28
2024-06-27,60,38,27
