,gatsbyjs/gatsby,gohugoio/hugo,vercel/next.js
2021-01-29,0.2194096119515625,0,9
2021-01-30,-1.191180622685937,0,2
2021-01-31,-0.7821148876796864,0,0
2021-02-01,-0.5618055374999983,4,5
2021-02-02,3.5460828423437514,0,4
2021-02-03,3.2191604140468755,0,7
2021-02-04,4.166893089409375,3,5
2021-02-05,5.030506970071875,0,6
2021-02-06,-0.1163762988546877,3,1
2021-02-07,-0.6764147050718747,0,5
2021-02-08,7.563572450000001,2,0
2021-02-09,13.869918415,3,5
2021-02-10,7.874178900437499,0,0
2021-02-11,7.874574031543749,0,5
2021-02-12,7.796038834778124,0,4
2021-02-13,-2.284369337023437,0,0
2021-02-14,-0.3486337782312485,1,0
2021-02-15,6.952628889964064,2,2
2021-02-16,3.4126354271250015,4,6
2021-02-17,9.497059896978126,0,3
2021-02-18,5.9621144943046875,18,7
2021-02-19,20.090474631984375,5,6
2021-02-20,-1.2985801680156261,1,1
2021-02-21,2.0737504283906256,0,1
2021-02-22,18.376287804484377,1,5
2021-02-23,11.894295024589063,4,3
2021-02-24,7.747747355884375,1,10
2021-02-25,12.014556949148439,1,6
2021-02-26,12.660463775479688,0,2
2021-02-27,1.426698350868751,0,3
2021-02-28,-0.6280651668218735,1,0
2021-03-01,21.157403180365627,0,7
2021-03-02,17.358999498293752,0,9
2021-03-03,3.815856907796876,3,8
2021-03-04,0.8693593750390627,1,5
2021-03-05,9.654807724370315,0,4
2021-03-06,-2.77346605253906,0,0
2021-03-07,-1.664888635653122,0,1
2021-03-08,7.853727835039065,0,11
2021-03-09,6.2124503743187525,1,7
2021-03-10,5.066093198345314,0,3
2021-03-11,5.228258657620312,1,3
2021-03-12,-1.6675509273499998,0,6
2021-03-13,-0.9732659163312489,2,0
2021-03-14,-0.6923158429312486,4,1
2021-03-15,7.537405883750002,0,8
2021-03-16,1.8201842753593753,0,9
2021-03-17,3.018073861801563,0,5
2021-03-18,5.025175114853125,0,11
2021-03-19,2.843429841139063,0,10
2021-03-20,-0.033713467751562254,3,2
2021-03-21,-0.6872963499999996,11,0
2021-03-22,4.524322392500001,0,8
2021-03-23,6.129673857125001,0,11
2021-03-24,0.770627880665625,0,10
2021-03-25,5.143703212829688,0,1
2021-03-26,5.8586454142625,0,6
2021-03-27,-1.3519813135281247,0,0
2021-03-28,-0.7491160356593745,1,3
2021-03-29,4.488290078714064,1,12
2021-03-30,12.106840536171877,2,3
2021-03-31,-1.8479491712890628,0,4
2021-04-01,3.0358751412171876,2,7
2021-04-02,2.9743240430843754,0,7
2021-04-03,-1.046567556324999,0,0
2021-04-04,-0.6281197802515617,0,2
2021-04-05,3.5767753562500006,0,4
2021-04-06,8.260823383671875,1,6
2021-04-07,5.636502618117188,1,4
2021-04-08,3.574792082032812,0,8
2021-04-09,10.763201962937499,2,3
2021-04-10,-1.9467981622062505,0,0
2021-04-11,0.9415682898562507,0,2
2021-04-12,11.0790373525,2,10
2021-04-13,4.1512156441875,0,5
2021-04-14,2.346422836465625,0,5
2021-04-15,1.5906945048171879,3,7
2021-04-16,3.8290586121703134,1,4
2021-04-17,-0.24951404386718656,0,6
2021-04-18,-0.8707682729312489,0,6
2021-04-19,6.454812443968751,0,11
2021-04-20,12.869009561240626,13,34
2021-04-21,3.9416968189749992,2,8
2021-04-22,12.366625731471874,2,9
2021-04-23,6.655431657059374,3,5
2021-04-24,-2.1872240689359375,0,1
2021-04-25,-1.2973061631953116,3,3
2021-04-26,6.087201598714064,1,3
2021-04-27,1.5871409863906267,1,3
2021-04-28,5.796370547529689,0,8
2021-04-29,6.516736326403125,2,3
2021-04-30,7.370669736315625,3,7
2021-05-01,3.1619964973562498,11,1
2021-05-02,-1.4937115103234373,5,0
2021-05-03,8.12324083875,2,2
2021-05-04,4.450210132640626,1,1
2021-05-05,4.4761878694515636,0,10
2021-05-06,15.493533818782813,0,5
2021-05-07,0.37204569937343734,0,14
2021-05-08,-1.7137998686781244,1,0
2021-05-09,-1.0820648504015615,1,0
2021-05-10,1.2457273960703148,1,14
2021-05-11,11.232378680359377,0,6
2021-05-12,5.238333809082812,0,6
2021-05-13,4.367118132940625,0,9
2021-05-14,-1.5446605252312502,1,10
2021-05-15,-0.9211689321578114,0,1
2021-05-16,-0.5605590826078113,0,5
2021-05-17,9.583076207500001,3,5
2021-05-18,6.65890443146875,0,8
2021-05-19,7.461754589990624,3,15
2021-05-20,4.220673400959374,0,3
2021-05-21,10.444173154154688,0,1
2021-05-22,-2.1033606152156255,0,3
2021-05-23,-1.157516624999999,2,2
2021-05-24,-0.8272588124999987,2,7
2021-05-25,3.352458687343752,0,1
2021-05-26,1.0672486292656262,0,2
2021-05-27,4.242188035071876,0,3
2021-05-28,5.029876094082812,1,6
2021-05-29,-1.129862871403125,0,3
2021-05-30,-0.6190782304312497,1,0
2021-05-31,4.640805950000001,0,1
2021-06-01,2.2247424400000004,0,4
2021-06-02,4.2520287929375,0,8
2021-06-03,7.035327407575,0,8
2021-06-04,3.65498605235,1,3
2021-06-05,-1.2444753907734376,1,3
2021-06-06,0.2791340722843755,2,1
2021-06-07,11.41666173125,2,15
2021-06-08,7.375820783671875,7,18
2021-06-09,1.2194524670234372,0,17
2021-06-10,8.704739744814063,0,9
2021-06-11,2.170424001945313,0,15
2021-06-12,-1.443057897865624,0,2
2021-06-13,-0.8830703589296864,1,3
2021-06-14,5.3698739694843765,1,10
2021-06-15,-0.10636541247343656,0,13
2021-06-16,1.213730738678126,1,22
2021-06-17,4.316120375629688,2,17
2021-06-18,3.0922705272359376,19,10
2021-06-19,-0.9216247774218749,1,0
2021-06-20,-0.4925092351437498,0,4
2021-06-21,3.6707298100000005,1,4
2021-06-22,14.34193865065625,1,12
2021-06-23,5.107574116768749,0,6
2021-06-24,-0.6246520098171884,5,9
2021-06-25,3.9658359448500002,1,7
2021-06-26,-0.1991720147421865,1,0
2021-06-27,-0.8261322101437487,5,0
2021-06-28,5.437215277500001,5,6
2021-06-29,6.955257966687501,7,5
2021-06-30,4.560815758371875,1,10
2021-07-01,8.583018512101562,4,13
2021-07-02,9.241034225482812,0,12
2021-07-03,-2.050334613864063,1,0
2021-07-04,-1.1634436506953119,5,1
2021-07-05,5.202917369964064,9,2
2021-07-06,7.786413476906251,0,9
2021-07-07,0.32759382815937554,2,10
2021-07-08,1.8436802016187506,0,7
2021-07-09,4.961418095878125,0,7
2021-07-10,-1.2639029685312493,1,3
2021-07-11,-0.7132352028953116,0,2
2021-07-12,5.549758710000001,0,19
2021-07-13,6.044097580656251,0,5
2021-07-14,8.73511813764375,1,4
2021-07-15,8.307020537395312,6,8
2021-07-16,6.1144601783812496,0,13
2021-07-17,-0.8589444357015628,0,0
2021-07-18,-1.193807440215624,0,0
2021-07-19,6.200511235000001,1,9
2021-07-20,1.6783466231562514,3,20
2021-07-21,1.875475106175001,10,5
2021-07-22,3.978675089592188,0,12
2021-07-23,5.853279261984376,0,11
2021-07-24,-1.3569334757343747,0,2
2021-07-25,-0.7367309708031244,1,9
2021-07-26,2.5232964862140634,3,6
2021-07-27,2.3350334326406257,3,10
2021-07-28,1.265594691951563,3,3
2021-07-29,2.3779959345953126,2,7
2021-07-30,-0.6881814964359373,8,2
2021-07-31,0.588689796210938,0,1
2021-08-01,-0.3734532552515621,2,2
2021-08-02,2.7880118737500004,3,9
2021-08-03,4.534839697203125,17,11
2021-08-04,8.228762573345312,1,6
2021-08-05,4.695768977610937,0,9
2021-08-06,7.731847843381249,0,7
2021-08-07,0.3855469961421869,0,0
2021-08-08,-1.0916006005156245,0,1
2021-08-09,11.276984246214063,1,8
2021-08-10,2.2577054672031256,2,7
2021-08-11,5.621770786064063,0,17
2021-08-12,2.432637130179687,0,16
2021-08-13,5.663883157832814,0,15
2021-08-14,-1.5142463248562494,1,12
2021-08-15,-0.8907749488546863,0,5
2021-08-16,8.402462639928126,1,10
2021-08-17,0.6395668713125007,0,8
2021-08-18,1.0128193437562505,0,10
2021-08-19,4.216417526246875,1,9
2021-08-20,7.992316406435938,0,7
2021-08-21,-1.468949351253125,2,0
2021-08-22,-0.7983085802515621,2,1
2021-08-23,5.4817867087500005,2,6
2021-08-24,2.998827515359376,0,10
2021-08-25,2.002225496145313,1,12
2021-08-26,11.139139075146876,0,3
2021-08-27,5.262542463599999,0,2
2021-08-28,-1.6329595798203127,0,1
2021-08-29,-0.9380162478234371,0,1
2021-08-30,6.3849895225000015,0,7
2021-08-31,2.820690799406251,3,9
2021-09-01,5.8922911439718755,2,6
2021-09-02,5.632941208309375,6,16
2021-09-03,4.5086903124546875,0,7
2021-09-04,-1.4777316715406248,5,1
2021-09-05,-0.8295305552515617,0,1
2021-09-06,6.441241326250001,0,13
2021-09-07,6.8597206863906255,0,18
2021-09-08,12.521444318935938,0,6
2021-09-09,6.783298449996874,0,8
2021-09-10,8.905030163639061,0,4
2021-09-11,1.7016809041546872,0,3
2021-09-12,-0.7122362027156239,1,1
2021-09-13,7.811951026250002,0,14
2021-09-14,7.228665813890626,0,5
2021-09-15,10.997457418123439,0,11
2021-09-16,-2.4924021062562502,0,18
2021-09-17,4.578043288606251,2,13
2021-09-18,-1.5398911634953114,0,2
2021-09-19,0.05612431129218942,1,2
2021-09-20,5.258017148090627,0,7
2021-09-21,2.8655619015734386,0,19
2021-09-22,6.898876958785938,2,9
2021-09-23,0.5493876829734372,1,4
2021-09-24,2.010160989532813,0,6
2021-09-25,-0.8679223905937496,0,0
2021-09-26,-0.5622258864656239,0,2
2021-09-27,4.615462459484376,0,6
2021-09-28,0.19029938437031302,0,10
2021-09-29,1.4229097877218755,0,10
2021-09-30,2.4406846557312503,0,9
2021-10-01,3.35857896493125,0,8
2021-10-02,-0.73874889411875,0,1
2021-10-03,0.5860516298921877,0,2
2021-10-04,9.62314850625,0,6
2021-10-05,3.738740463671875,2,16
2021-10-06,-0.15620300569531276,0,14
2021-10-07,1.2558728826828123,0,5
2021-10-08,3.299880820881251,0,6
2021-10-09,-0.8596118221703117,2,6
2021-10-10,-0.5145554813937493,3,10
2021-10-11,10.642242911984376,0,21
2021-10-12,7.612404023557812,1,6
2021-10-13,17.3712851883125,0,17
2021-10-14,6.255101981804685,1,9
2021-10-15,-1.3106977635671884,0,16
2021-10-16,-1.4648177071343744,1,5
2021-10-17,-1.0175157976437477,2,7
2021-10-18,11.238830478750003,3,17
2021-10-19,5.179113803078126,4,11
2021-10-20,1.236142713714063,1,16
2021-10-21,7.672607101129688,0,17
2021-10-22,7.260763288426563,2,16
2021-10-23,-1.8136964858390623,0,7
2021-10-24,-1.0026477525359367,0,13
2021-10-25,15.2839288075,3,21
2021-10-26,0.8370250825625005,1,41
2021-10-27,3.5154456272093757,0,26
2021-10-28,1.6032017144515625,0,27
2021-10-29,12.847745359001564,0,14
2021-10-30,-0.15905998996406234,2,13
2021-10-31,-1.3533446228234367,4,3
2021-11-01,2.1514435725000007,4,14
2021-11-02,12.053190590500002,5,18
2021-11-03,2.0399994016281253,1,24
2021-11-04,2.606679113564063,1,14
2021-11-05,0.7351775257734376,5,10
2021-11-06,-0.9923030823265613,0,6
2021-11-07,-0.6723743490343737,0,2
2021-11-08,9.574698043678126,6,18
2021-11-09,6.668636959703125,0,23
2021-11-10,3.4711590381890622,1,6
2021-11-11,3.636842854970312,0,24
2021-11-12,0.7463189452937502,4,7
2021-11-13,0.053300463825000866,1,5
2021-11-14,-0.713164330071874,0,6
2021-11-15,5.497870687500001,6,22
2021-11-16,3.9993484873437506,1,15
2021-11-17,4.895290426765625,5,12
2021-11-18,-1.2089416416156253,0,10
2021-11-19,1.338339767242188,0,10
2021-11-20,-0.643237584960937,0,2
2021-11-21,-0.39989684308749907,1,10
2021-11-22,6.7055284074640635,0,8
2021-11-23,6.06682456565625,0,5
2021-11-24,1.7879696422062499,0,4
2021-11-25,2.059771834226562,0,8
2021-11-26,4.148281992284375,0,15
2021-11-27,0.0029086239687503568,0,0
2021-11-28,-0.6942365425718744,0,3
2021-11-29,4.53237228875,0,10
2021-11-30,3.1357171476406256,2,15
2021-12-01,1.075216464889063,1,8
2021-12-02,5.274795191951562,7,8
2021-12-03,4.970155509595313,3,16
2021-12-04,-1.1743655689359374,2,6
2021-12-05,-0.6641646381953121,0,5
2021-12-06,2.5562761162140633,0,4
2021-12-07,1.3607841249218757,4,13
2021-12-08,4.386872517757813,8,11
2021-12-09,5.126233711325,1,7
2021-12-10,0.9152427393343747,7,7
2021-12-11,-0.809978243309375,2,2
2021-12-12,-0.4864251527156245,1,4
2021-12-13,-0.32116386374999917,3,11
2021-12-14,3.7452721059531258,1,9
2021-12-15,1.3889927601109378,0,6
2021-12-16,3.4624745273500004,2,17
2021-12-17,6.2744084667265625,10,10
2021-12-18,-0.08917974124687533,0,5
2021-12-19,1.348410294928125,0,2
2021-12-20,0.38796845000000024,0,8
2021-12-21,0.5016966900000008,0,10
2021-12-22,0.5514115554375005,9,8
2021-12-23,-0.42018265867499943,8,5
2021-12-24,-0.2722848433843745,0,2
2021-12-25,-0.20327057250312455,0,1
2021-12-26,-0.14048893576718707,0,2
2021-12-27,-0.0679079373171873,0,0
2021-12-28,2.9493782731625,0,2
2021-12-29,0.6709391381984373,0,2
2021-12-30,3.7470328344484374,2,0
2021-12-31,0.46110114746406206,0,1
2022-01-01,-0.3704875,1,5
2022-01-02,-0.22801274999999988,0,3
2022-01-03,4.833247212500001,0,9
2022-01-04,3.3684273987499997,7,8
2022-01-05,0.2664365647031248,1,12
2022-01-06,5.485198331876562,1,7
2022-01-07,6.079921699151562,4,1
2022-01-08,-1.2048974731593751,1,1
2022-01-09,-0.6453384150359374,0,0
2022-01-10,1.5522917187500007,0,7
2022-01-11,9.453283637421876,3,5
2022-01-12,2.6268494640078126,9,14
2022-01-13,7.8911400118406245,2,8
2022-01-14,4.450210395620312,0,11
2022-01-15,-1.4752298063249998,1,1
2022-01-16,-0.8554334927515619,4,2
2022-01-17,3.424762982500001,1,14
2022-01-18,5.148252611468751,0,3
2022-01-19,2.8479857672718754,0,9
2022-01-20,4.914922881328125,0,5
2022-01-21,1.780077595215625,0,12
2022-01-22,-1.005441550917187,0,1
2022-01-23,-0.5883916652156244,0,3
2022-01-24,0.6027111400000009,0,12
2022-01-25,4.583828520437501,0,6
2022-01-26,1.1922976017625002,1,17
2022-01-27,3.3517854177218753,7,28
2022-01-28,10.2225511230125,1,9
2022-01-29,-1.5355273042625006,1,1
2022-01-30,-0.7692673201078124,0,2
2022-01-31,6.494712741250001,0,9
2022-02-01,1.9168846807343756,1,17
2022-02-02,4.0766398898859375,0,17
2022-02-03,1.9152121887890625,0,10
2022-02-04,5.067760884115626,0,18
2022-02-05,-1.1911516033156246,1,14
2022-02-06,-0.6916842153953118,0,28
2022-02-07,8.569286838750001,0,14
2022-02-08,10.761605407640625,0,17
2022-02-09,2.115848074451562,10,10
2022-02-10,-0.38179128643593785,7,16
2022-02-11,0.054776120773438075,4,15
2022-02-12,-0.7346071857015611,0,3
2022-02-13,0.4815977722843764,0,6
2022-02-14,0.528583083750001,4,11
2022-02-15,4.5463335278593755,6,14
2022-02-16,5.162437023489063,5,20
2022-02-17,2.96252230875625,4,23
2022-02-18,4.096463330590625,4,24
2022-02-19,-1.0015584280515628,2,4
2022-02-20,-0.576213311285937,0,0
2022-02-21,4.591677428234376,2,14
2022-02-22,3.179812778198438,0,7
2022-02-23,5.118965604885938,7,7
2022-02-24,-1.1320889882734377,4,10
2022-02-25,2.3685526514718758,1,17
2022-02-26,-0.7156707252218746,6,4
2022-02-27,-0.43124632517968664,6,0
2022-02-28,5.70968296875,8,8
2022-03-01,14.166824074921875,1,10
2022-03-02,5.034820057757812,6,17
2022-03-03,3.323508674262499,0,4
2022-03-04,-0.4501492039656252,4,3
2022-03-05,-0.9598429390468739,0,2
2022-03-06,-0.678057382607811,1,2
2022-03-07,4.491377885000001,0,10
2022-03-08,4.082804340656251,14,13
2022-03-09,1.9214995033000002,5,7
2022-03-10,4.070908527101563,6,9
2022-03-11,4.001460270920313,7,14
2022-03-12,-1.0459588256953123,4,3
2022-03-13,-0.584280165035937,0,2
2022-03-14,10.58455870625,3,11
2022-03-15,1.5733076661718752,1,9
2022-03-16,3.9354892709921874,11,11
2022-03-17,2.859522254523437,3,12
2022-03-18,4.933705896064064,0,15
2022-03-19,-1.2516075777578122,0,2
2022-03-20,-0.7224391501796867,3,1
2022-03-21,6.504249553750001,2,12
2022-03-22,2.9072154055781256,5,9
2022-03-23,4.959090651807813,1,7
2022-03-24,6.824115017314062,0,11
2022-03-25,-1.4754671922421876,2,6
2022-03-26,-0.8174725382374994,8,5
2022-03-27,-0.5589692027156241,0,3
2022-03-28,1.6076955762500014,0,15
2022-03-29,3.4807409488906256,0,4
2022-03-30,6.241076502685938,0,21
2022-03-31,0.8832451417624996,0,28
2022-04-01,8.202735380659375,1,19
2022-04-02,-1.3715743202875004,0,0
2022-04-03,-0.6974285249999995,1,0
2022-04-04,1.5145223075000005,0,16
2022-04-05,1.426158501468751,5,19
2022-04-06,3.4058983941156256,0,21
2022-04-07,5.211780893746875,0,10
2022-04-08,2.9439031399671873,7,11
2022-04-09,-0.9604710222125001,0,1
2022-04-10,-0.5677971978234371,1,0
2022-04-11,4.6490465825000005,2,22
2022-04-12,1.2266774314687505,1,15
2022-04-13,0.35125180889687535,2,16
2022-04-14,2.4932188153656254,5,13
2022-04-15,0.3593074267625005,0,15
2022-04-16,-0.47407511727812457,5,9
2022-04-17,-0.2828014726437496,4,1
2022-04-18,-0.1883967562499995,5,3
2022-04-19,3.8477962799218757,0,9
2022-04-20,1.4721726275390625,0,6
2022-04-21,7.5471908806625,0,11
2022-04-22,1.9478025121671867,0,10
2022-04-23,-0.8344148706234377,4,1
2022-04-24,-0.4771908525359374,0,2
2022-04-25,5.664318450000001,0,31
2022-04-26,5.138379690000001,1,16
2022-04-27,2.9158930054375,5,28
2022-04-28,3.978032356325,7,23
2022-04-29,3.898399702053125,0,9
2022-04-30,-0.15557125933437455,0,5
2022-05-01,-0.751019132607812,0,3
2022-05-02,-0.500813752499999,0,12
2022-05-03,7.610983644406251,1,11
2022-05-04,0.8807659091906253,0,3
2022-05-05,8.213938338971875,0,9
2022-05-06,0.6319325310281243,2,2
2022-05-07,-0.9282295240078122,0,4
2022-05-08,-0.568321575695312,6,2
2022-05-09,0.6111090474640636,2,4
2022-05-10,2.598550655000001,0,7
2022-05-11,3.4055744908750007,1,7
2022-05-12,2.22400526243125,0,10
2022-05-13,0.28873758528749993,2,11
2022-05-14,-0.5218305488546873,4,3
2022-05-15,-0.2914599675718746,3,1
2022-05-16,7.794465766250001,4,5
2022-05-17,1.0354897982343747,1,29
2022-05-18,1.3029186359171874,5,5
2022-05-19,8.372087089079688,0,15
2022-05-20,5.714305954559375,0,5
2022-05-21,-1.3670238706234379,1,3
2022-05-22,-0.7587534525359373,0,31
2022-05-23,6.467230405000001,0,27
2022-05-24,3.8852538283750007,1,14
2022-05-25,3.8452097986812506,5,5
2022-05-26,-0.15241168485312517,1,12
2022-05-27,3.2072941040375005,5,12
2022-05-28,-0.9461976139328119,1,1
2022-05-29,-0.5433223052515616,3,20
2022-05-30,8.64128781375,3,10
2022-05-31,4.812976515140625,8,10
2022-06-01,9.755268973420312,4,9
2022-06-02,8.219922425992186,0,8
2022-06-03,2.052100139304687,1,4
2022-06-04,-1.4791978545984374,1,2
2022-06-05,-0.9410415226437487,1,1
2022-06-06,0.3232754087500018,2,16
2022-06-07,4.358723367859376,2,7
2022-06-08,2.0038826653328132,3,20
2022-06-09,5.1272704291125,0,7
2022-06-10,-1.1306077930515626,0,9
2022-06-11,-0.5971910274218746,0,4
2022-06-12,-0.3603286726437495,3,1
2022-06-13,8.75077099125,4,17
2022-06-14,-0.10122333176562526,3,17
2022-06-15,0.32650641863593766,2,11
2022-06-16,0.4612386207734376,7,16
2022-06-17,-0.44206893570156175,0,7
2022-06-18,-0.2896063652156244,0,3
2022-06-19,-0.18373736249999953,0,7
2022-06-20,1.8502154712500005,0,17
2022-06-21,5.673512724109375,0,16
2022-06-22,6.200586305410937,0,13
2022-06-23,0.9439391381984368,0,20
2022-06-24,1.2547078344484373,1,35
2022-06-25,-0.6541073525359373,1,5
2022-06-26,-0.4146620249999992,1,13
2022-06-27,1.6876982825000009,1,47
2022-06-28,1.5486086089687505,4,29
2022-06-29,2.4995790180843755,0,40
2022-06-30,3.387117276175,1,21
2022-07-01,4.266559013717187,0,3
2022-07-02,-0.8749928311031253,0,3
2022-07-03,-0.4763427300718748,0,1
2022-07-04,1.6779883325000005,0,6
2022-07-05,2.5514104439687504,0,18
2022-07-06,1.4075527801468752,0,28
2022-07-07,1.45231250838125,0,13
2022-07-08,2.464236709079688,0,28
2022-07-09,-0.6226579752218748,1,9
2022-07-10,-0.3499935376796871,0,2
2022-07-11,1.7792680700000003,0,29
2022-07-12,2.62703726021875,0,21
2022-07-13,1.46763568838125,1,101
2022-07-14,2.5019933863609376,0,20
2022-07-15,2.4139595801468747,0,13
2022-07-16,0.3682763558812501,0,4
2022-07-17,-0.46169583260781233,0,1
2022-07-18,4.71360557,0,52
2022-07-19,8.282420510218751,0,28
2022-07-20,10.69881117588125,0,29
2022-07-21,-0.8807170598890637,0,23
2022-07-22,3.9082417546312502,0,19
2022-07-23,-0.21854144290468724,0,1
2022-07-24,-0.8470756831234361,0,1
2022-07-25,8.416111053714063,0,12
2022-07-26,4.646441768671876,1,15
2022-07-27,3.6193583026796876,0,23
2022-07-28,1.6900700622390625,0,17
2022-07-29,0.9390524628031256,0,13
2022-07-30,-0.8138598638640618,0,3
2022-07-31,-0.5455336881953115,1,8
2022-08-01,2.6132145562140634,1,13
2022-08-02,2.391837692859376,0,12
2022-08-03,6.304812430332813,3,15
2022-08-04,2.9216602059562495,0,17
2022-08-05,0.04462590577343728,0,13
2022-08-06,-0.6341709336390624,0,3
2022-08-07,-0.4082714925718743,1,8
2022-08-08,2.703265623750001,0,22
2022-08-09,1.4607503847031253,0,17
2022-08-10,5.4646778295953125,0,18
2022-08-11,10.074788453782812,0,22
2022-08-12,2.402853583935937,0,21
2022-08-13,-1.1988389731593754,3,3
2022-08-14,-0.6975933900359372,1,2
2022-08-15,6.502406886250001,0,10
2022-08-16,1.9102013434531258,0,18
2022-08-17,4.064855501360938,0,6
2022-08-18,3.916613708084375,0,7
2022-08-19,5.8448431566125,3,1
2022-08-20,-1.3729653799578125,0,4
2022-08-21,-0.7348922476437494,0,7
2022-08-22,0.49946183875000083,1,24
2022-08-23,1.5087094076406262,0,24
2022-08-24,4.433407299451563,0,23
2022-08-25,4.160859308564063,0,12
2022-08-26,2.0298457984921874,1,26
2022-08-27,0.16608579621093744,0,2
2022-08-28,-0.5849999802515621,4,7
2022-08-29,3.6481860287500005,3,12
2022-08-30,2.3313629819843755,2,15
2022-08-31,0.30217322768281274,1,11
2022-09-01,1.4752894611000003,3,7
2022-09-02,2.450571070992188,1,5
2022-09-03,-0.6267473979765622,1,3
2022-09-04,-0.34842567062343716,0,1
2022-09-05,0.7647985749640629,0,12
2022-09-06,1.7210626466875005,1,21
2022-09-07,6.606931679559375,0,18
2022-09-08,5.085061699376562,2,41
2022-09-09,2.946520932682812,0,11
2022-09-10,-0.9724443941187504,0,0
2022-09-11,-0.566229570107812,0,1
2022-09-12,3.6117900287500007,0,16
2022-09-13,3.2967597069843757,2,15
2022-09-14,5.171369572682813,4,15
2022-09-15,1.9030138763187499,5,16
2022-09-16,6.072773369154688,0,19
2022-09-17,-0.2417833672781251,0,0
2022-09-18,-0.7751854601437496,3,5
2022-09-19,4.499789165000001,1,32
2022-09-20,2.1168921379375005,0,15
2022-09-21,9.16360337279375,0,22
2022-09-22,4.4899627855125,5,23
2022-09-23,3.5912715594874998,5,15
2022-09-24,-1.3008396949671877,0,3
2022-09-25,-0.7851455932671866,0,2
2022-09-26,0.4690041287140637,3,16
2022-09-27,3.4872442211718764,2,32
2022-09-28,4.213808010773438,0,36
2022-09-29,0.038248072235937625,3,31
2022-09-30,3.343470615296875,0,37
2022-10-01,-0.7845014302937499,0,18
2022-10-02,-0.4314357751796869,1,8
2022-10-03,0.7210120037500005,0,10
2022-10-04,4.681480089484376,6,13
2022-10-05,4.275230401651562,3,10
2022-10-06,0.10132127852812478,0,25
2022-10-07,3.4159001393046875,0,19
2022-10-08,-0.7536013545984375,0,2
2022-10-09,-0.4391536726437494,0,4
2022-10-10,5.707849991250001,0,22
2022-10-11,5.170386393234375,1,31
2022-10-12,0.9406620886359374,0,13
2022-10-13,2.2054224259921877,0,47
2022-10-14,5.219087639304687,1,14
2022-10-15,-1.0593476045984374,0,16
2022-10-16,-0.6060929851437495,0,6
2022-10-17,1.5892447475000007,0,24
2022-10-18,8.477378669406251,0,47
2022-10-19,0.7438230766906249,1,35
2022-10-20,6.156217095003125,0,39
2022-10-21,-0.19988982161875035,0,42
2022-10-22,-0.7728024357015619,0,25
2022-10-23,-0.5075928902156244,0,14
2022-10-24,5.653983495000001,1,55
2022-10-25,7.121216332718751,1,58
2022-10-26,3.6966492477874997,5,17
2022-10-27,1.7834558148953121,0,39
2022-10-28,0.028155407568750013,2,48
2022-10-29,-0.7078607807671867,0,16
2022-10-30,0.5498825724640635,0,20
2022-10-31,0.5570704725000009,0,23
2022-11-01,2.5740177394062504,1,8
2022-11-02,1.3884891119093754,0,25
2022-11-03,7.454362013384375,0,37
2022-11-04,3.905927852023437,0,16
2022-11-05,-1.0430311331234379,0,1
2022-11-06,-0.5753298112859374,0,6
2022-11-07,6.599818453234375,0,19
2022-11-08,5.990181220698438,0,20
