,MonoGame/MonoGame,4ian/GDevelop,godotengine/godot
2017-11-21,3,2,39
2017-11-22,1,1,22
2017-11-23,4,0,13
2017-11-24,2,3,34
2017-11-25,0,0,26
2017-11-26,2,1,44
2017-11-27,2,5,17
2017-11-28,2,1,15
2017-11-29,0,0,18
2017-11-30,0,0,14
2017-12-01,1,0,17
2017-12-02,0,0,6
2017-12-03,1,3,10
2017-12-04,1,2,23
2017-12-05,0,2,25
2017-12-06,0,4,56
2017-12-07,0,0,35
2017-12-08,0,0,22
2017-12-09,0,6,66
2017-12-10,0,2,50
2017-12-11,0,1,24
2017-12-12,1,2,13
2017-12-13,1,0,18
2017-12-14,1,0,25
2017-12-15,0,3,46
2017-12-16,0,10,46
2017-12-17,0,3,56
2017-12-18,0,0,19
2017-12-19,0,1,26
2017-12-20,0,3,24
2017-12-21,0,0,17
2017-12-22,0,1,15
2017-12-23,0,9,15
2017-12-24,1,13,14
2017-12-25,0,5,26
2017-12-26,0,3,24
2017-12-27,0,0,25
2017-12-28,0,0,11
2017-12-29,1,0,12
2017-12-30,0,0,8
2017-12-31,0,0,16
2018-01-01,0,0,18
2018-01-02,0,0,10
2018-01-03,0,0,49
2018-01-04,0,3,57
2018-01-05,1,1,30
2018-01-06,0,2,39
2018-01-07,0,1,32
2018-01-08,0,0,40
2018-01-09,0,19,21
2018-01-10,2,2,25
2018-01-11,0,0,36
2018-01-12,2,0,37
2018-01-13,0,2,34
2018-01-14,0,1,17
2018-01-15,1,0,19
2018-01-16,0,5,12
2018-01-17,0,5,8
2018-01-18,0,5,41
2018-01-19,0,0,17
2018-01-20,2,8,17
2018-01-21,0,3,14
2018-01-22,0,6,19
2018-01-23,0,0,7
2018-01-24,0,1,22
2018-01-25,0,0,16
2018-01-26,0,0,10
2018-01-27,1,5,12
2018-01-28,1,1,3
2018-01-29,0,1,5
2018-01-30,6,2,21
2018-01-31,0,0,18
2018-02-01,0,0,21
2018-02-02,0,0,10
2018-02-03,0,8,11
2018-02-04,0,2,6
2018-02-05,0,1,12
2018-02-06,0,1,4
2018-02-07,0,0,7
2018-02-08,1,0,2
2018-02-09,0,0,4
2018-02-10,0,2,2
2018-02-11,0,6,4
2018-02-12,4,0,11
2018-02-13,0,2,29
2018-02-14,4,0,59
2018-02-15,0,2,15
2018-02-16,5,0,17
2018-02-17,0,9,22
2018-02-18,0,4,14
2018-02-19,0,0,54
2018-02-20,1,1,26
2018-02-21,38,0,30
2018-02-22,0,0,27
2018-02-23,9,3,12
2018-02-24,2,4,25
2018-02-25,0,14,12
2018-02-26,2,0,7
2018-02-27,0,9,18
2018-02-28,0,1,10
2018-03-01,3,0,25
2018-03-02,0,0,28
2018-03-03,7,0,20
2018-03-04,1,0,12
2018-03-05,0,0,9
2018-03-06,5,0,17
2018-03-07,1,0,11
2018-03-08,1,0,4
2018-03-09,1,0,10
2018-03-10,1,6,12
2018-03-11,2,5,8
2018-03-12,0,1,2
2018-03-13,0,0,68
2018-03-14,1,0,11
2018-03-15,2,1,30
2018-03-16,0,0,11
2018-03-17,0,2,7
2018-03-18,4,0,12
2018-03-19,5,0,12
2018-03-20,0,0,12
2018-03-21,0,0,13
2018-03-22,4,0,6
2018-03-23,2,0,21
2018-03-24,0,0,8
2018-03-25,0,2,2
2018-03-26,0,0,8
2018-03-27,3,0,11
2018-03-28,1,0,14
2018-03-29,0,5,9
2018-03-30,2,9,16
2018-03-31,0,6,2
2018-04-01,0,4,3
2018-04-02,0,3,6
2018-04-03,0,6,38
2018-04-04,0,8,24
2018-04-05,0,1,9
2018-04-06,0,0,12
2018-04-07,1,0,19
2018-04-08,0,6,27
2018-04-09,0,1,23
2018-04-10,0,3,23
2018-04-11,0,0,11
2018-04-12,0,0,22
2018-04-13,0,12,10
2018-04-14,0,1,3
2018-04-15,2,3,9
2018-04-16,0,1,17
2018-04-17,0,0,7
2018-04-18,0,0,23
2018-04-19,0,0,11
2018-04-20,0,1,7
2018-04-21,0,0,6
2018-04-22,0,0,7
2018-04-23,0,10,7
2018-04-24,0,15,8
2018-04-25,1,4,5
2018-04-26,0,5,6
2018-04-27,0,4,9
2018-04-28,0,2,13
2018-04-29,0,0,14
2018-04-30,0,3,26
2018-05-01,0,0,29
2018-05-02,0,6,22
2018-05-03,0,0,21
2018-05-04,0,5,17
2018-05-05,0,2,17
2018-05-06,2,0,6
2018-05-07,0,0,57
2018-05-08,1,0,42
2018-05-09,1,2,21
2018-05-10,0,0,23
2018-05-11,0,1,25
2018-05-12,1,0,17
2018-05-13,2,0,18
2018-05-14,1,0,14
2018-05-15,2,0,20
2018-05-16,1,0,44
2018-05-17,0,0,26
2018-05-18,0,0,18
2018-05-19,0,0,6
2018-05-20,0,0,5
2018-05-21,0,2,13
2018-05-22,0,2,5
2018-05-23,0,4,17
2018-05-24,0,2,8
2018-05-25,0,9,21
2018-05-26,0,4,23
2018-05-27,0,14,12
2018-05-28,0,5,17
2018-05-29,0,5,15
2018-05-30,0,0,17
2018-05-31,1,0,10
2018-06-01,0,0,6
2018-06-02,0,0,0
2018-06-03,0,0,6
2018-06-04,0,1,1
2018-06-05,1,0,19
2018-06-06,6,0,9
2018-06-07,0,0,23
2018-06-08,0,0,16
2018-06-09,0,1,7
2018-06-10,1,4,6
2018-06-11,1,8,8
2018-06-12,0,4,7
2018-06-13,1,1,23
2018-06-14,0,2,5
2018-06-15,0,0,18
2018-06-16,0,7,3
2018-06-17,0,5,1
2018-06-18,3,2,23
2018-06-19,0,0,6
2018-06-20,0,2,7
2018-06-21,0,1,7
2018-06-22,0,0,9
2018-06-23,0,15,4
2018-06-24,1,1,4
2018-06-25,0,4,19
2018-06-26,0,0,13
2018-06-27,0,1,10
2018-06-28,3,4,7
2018-06-29,0,1,5
2018-06-30,1,0,6
2018-07-01,0,1,17
2018-07-02,8,0,10
2018-07-03,8,3,47
2018-07-04,0,4,35
2018-07-05,0,1,11
2018-07-06,0,2,2
2018-07-07,0,0,4
2018-07-08,1,2,6
2018-07-09,0,1,7
2018-07-10,0,1,19
2018-07-11,0,7,5
2018-07-12,0,1,12
2018-07-13,3,0,4
2018-07-14,0,0,5
2018-07-15,0,0,5
2018-07-16,1,3,13
2018-07-17,2,0,38
2018-07-18,0,1,29
2018-07-19,0,2,9
2018-07-20,2,6,16
2018-07-21,1,1,19
2018-07-22,1,0,20
2018-07-23,0,2,20
2018-07-24,1,0,36
2018-07-25,0,3,52
2018-07-26,2,0,32
2018-07-27,0,0,43
2018-07-28,3,1,20
2018-07-29,0,0,18
2018-07-30,0,1,12
2018-07-31,4,1,8
2018-08-01,0,1,2
2018-08-02,4,3,7
2018-08-03,0,0,3
2018-08-04,2,0,16
2018-08-05,0,1,10
2018-08-06,0,0,8
2018-08-07,0,3,12
2018-08-08,0,0,13
2018-08-09,0,4,12
2018-08-10,0,1,20
2018-08-11,0,0,14
2018-08-12,0,0,9
2018-08-13,0,7,36
2018-08-14,0,1,67
2018-08-15,0,0,20
2018-08-16,0,5,32
2018-08-17,0,10,14
2018-08-18,0,3,22
2018-08-19,1,5,20
2018-08-20,0,1,38
2018-08-21,0,3,38
2018-08-22,0,4,26
2018-08-23,0,3,51
2018-08-24,3,3,49
2018-08-25,0,8,15
2018-08-26,0,10,17
2018-08-27,0,13,51
2018-08-28,0,1,21
2018-08-29,0,9,34
2018-08-30,0,4,16
2018-08-31,0,2,10
2018-09-01,0,1,21
2018-09-02,0,0,9
2018-09-03,0,6,8
2018-09-04,0,5,8
2018-09-05,0,2,15
2018-09-06,1,2,9
2018-09-07,0,0,14
2018-09-08,0,1,14
2018-09-09,0,14,10
2018-09-10,0,4,47
2018-09-11,0,4,15
2018-09-12,0,2,46
2018-09-13,0,2,38
2018-09-14,0,1,39
2018-09-15,0,0,24
2018-09-16,0,6,12
2018-09-17,0,0,24
2018-09-18,0,11,10
2018-09-19,0,2,31
2018-09-20,0,1,46
2018-09-21,0,0,20
2018-09-22,1,2,21
2018-09-23,4,2,25
2018-09-24,1,0,13
2018-09-25,0,0,17
2018-09-26,0,0,8
2018-09-27,1,1,18
2018-09-28,0,3,34
2018-09-29,4,0,23
2018-09-30,3,1,26
2018-10-01,8,0,26
2018-10-02,4,3,68
2018-10-03,4,1,40
2018-10-04,13,0,32
2018-10-05,8,1,35
2018-10-06,2,0,21
2018-10-07,14,0,39
2018-10-08,4,28,10
2018-10-09,2,3,9
2018-10-10,0,0,2
2018-10-11,1,1,20
2018-10-12,2,0,4
2018-10-13,0,4,8
2018-10-14,1,0,10
2018-10-15,0,3,10
2018-10-16,0,1,20
2018-10-17,0,2,11
2018-10-18,0,9,13
2018-10-19,0,1,12
2018-10-20,0,4,8
2018-10-21,0,10,12
2018-10-22,0,4,8
2018-10-23,0,0,12
2018-10-24,0,0,30
2018-10-25,0,0,41
2018-10-26,0,0,11
2018-10-27,0,0,3
2018-10-28,2,8,11
2018-10-29,0,0,31
2018-10-30,0,0,13
2018-10-31,0,5,8
2018-11-01,1,0,34
2018-11-02,1,0,22
2018-11-03,0,1,10
2018-11-04,2,0,14
2018-11-05,2,4,22
2018-11-06,0,0,16
2018-11-07,2,0,7
2018-11-08,2,1,16
2018-11-09,0,0,14
2018-11-10,0,0,27
2018-11-11,0,2,6
2018-11-12,1,1,22
2018-11-13,5,5,12
2018-11-14,13,2,13
2018-11-15,0,1,12
2018-11-16,5,0,26
2018-11-17,2,2,8
2018-11-18,0,0,24
2018-11-19,2,4,21
2018-11-20,2,0,34
2018-11-21,1,2,16
2018-11-22,0,0,30
2018-11-23,0,1,13
2018-11-24,0,0,7
2018-11-25,2,6,10
2018-11-26,4,0,25
2018-11-27,0,0,13
2018-11-28,0,5,31
2018-11-29,0,0,3
2018-11-30,0,1,11
2018-12-01,0,1,7
2018-12-02,0,0,14
2018-12-03,0,0,14
2018-12-04,0,0,19
2018-12-05,0,1,7
2018-12-06,0,0,20
2018-12-07,1,0,22
2018-12-08,12,0,8
2018-12-09,9,0,12
2018-12-10,6,5,9
2018-12-11,0,3,24
2018-12-12,0,0,18
2018-12-13,0,0,21
2018-12-14,1,0,31
2018-12-15,2,0,10
2018-12-16,6,7,16
2018-12-17,0,2,15
2018-12-18,0,3,25
2018-12-19,0,1,8
2018-12-20,0,4,23
2018-12-21,0,2,20
2018-12-22,0,6,3
2018-12-23,0,1,7
2018-12-24,0,5,4
2018-12-25,0,3,3
2018-12-26,0,8,1
2018-12-27,0,9,22
2018-12-28,0,0,3
2018-12-29,0,3,5
2018-12-30,0,3,17
2018-12-31,0,0,4
2019-01-01,0,0,10
2019-01-02,1,0,7
2019-01-03,0,6,20
2019-01-04,3,0,20
2019-01-05,3,9,9
2019-01-06,6,5,8
2019-01-07,3,0,21
2019-01-08,0,0,8
2019-01-09,0,1,17
2019-01-10,0,4,14
2019-01-11,0,5,22
2019-01-12,0,2,0
2019-01-13,0,3,6
2019-01-14,0,7,19
2019-01-15,0,0,17
2019-01-16,0,0,25
2019-01-17,9,2,20
2019-01-18,0,1,26
2019-01-19,1,2,14
2019-01-20,2,2,10
2019-01-21,0,1,28
2019-01-22,0,1,27
2019-01-23,7,6,31
2019-01-24,1,2,22
2019-01-25,0,0,26
2019-01-26,0,0,22
2019-01-27,0,1,34
2019-01-28,0,30,25
2019-01-29,1,0,8
2019-01-30,0,4,8
2019-01-31,0,0,11
2019-02-01,0,0,12
2019-02-02,0,0,0
2019-02-03,0,3,11
2019-02-04,0,5,5
2019-02-05,0,4,4
2019-02-06,1,7,10
2019-02-07,1,0,4
2019-02-08,1,2,34
2019-02-09,0,18,18
2019-02-10,1,4,30
2019-02-11,0,0,9
2019-02-12,1,1,43
2019-02-13,0,0,18
2019-02-14,0,0,14
2019-02-15,0,0,12
2019-02-16,2,5,42
2019-02-17,4,3,9
2019-02-18,0,1,27
2019-02-19,2,2,21
2019-02-20,0,0,50
2019-02-21,1,0,29
2019-02-22,2,2,26
2019-02-23,1,4,26
2019-02-24,0,1,21
2019-02-25,0,0,24
2019-02-26,0,0,23
2019-02-27,0,0,37
2019-02-28,0,5,21
2019-03-01,0,0,34
2019-03-02,0,8,19
2019-03-03,0,1,30
2019-03-04,0,0,61
2019-03-05,2,1,56
2019-03-06,0,0,37
2019-03-07,0,9,30
2019-03-08,0,0,17
2019-03-09,0,2,21
2019-03-10,0,2,8
2019-03-11,0,7,26
2019-03-12,0,0,19
2019-03-13,0,0,10
2019-03-14,0,1,5
2019-03-15,0,0,2
2019-03-16,0,2,29
2019-03-17,0,7,11
2019-03-18,1,1,6
2019-03-19,2,0,9
2019-03-20,1,0,10
2019-03-21,0,0,1
2019-03-22,0,0,4
2019-03-23,3,0,5
2019-03-24,0,0,3
2019-03-25,0,0,3
2019-03-26,0,3,6
2019-03-27,0,0,20
2019-03-28,0,0,5
2019-03-29,0,0,6
2019-03-30,0,0,0
2019-03-31,0,0,6
2019-04-01,0,4,21
2019-04-02,0,2,9
2019-04-03,0,2,18
2019-04-04,1,1,16
2019-04-05,0,0,53
2019-04-06,0,0,36
2019-04-07,0,6,34
2019-04-08,0,0,36
2019-04-09,2,1,25
2019-04-10,0,1,15
2019-04-11,0,0,24
2019-04-12,0,0,15
2019-04-13,1,16,6
2019-04-14,1,1,5
2019-04-15,0,2,27
2019-04-16,0,1,20
2019-04-17,0,3,11
2019-04-18,0,1,15
2019-04-19,0,1,19
2019-04-20,0,5,16
2019-04-21,0,5,23
2019-04-22,0,4,26
2019-04-23,0,15,51
2019-04-24,0,4,23
2019-04-25,0,1,49
2019-04-26,0,7,15
2019-04-27,0,0,15
2019-04-28,1,0,2
2019-04-29,0,5,31
2019-04-30,0,0,63
2019-05-01,0,2,33
2019-05-02,0,1,28
2019-05-03,0,1,20
2019-05-04,0,0,2
2019-05-05,0,0,11
2019-05-06,0,4,14
2019-05-07,0,5,5
2019-05-08,0,2,17
2019-05-09,0,1,7
2019-05-10,0,7,4
2019-05-11,1,0,12
2019-05-12,0,1,5
2019-05-13,0,0,16
2019-05-14,0,0,12
2019-05-15,0,2,13
2019-05-16,0,1,20
2019-05-17,0,6,17
2019-05-18,0,6,11
2019-05-19,0,5,8
2019-05-20,2,4,30
2019-05-21,4,3,33
2019-05-22,3,2,17
2019-05-23,0,5,20
2019-05-24,0,1,43
2019-05-25,1,0,13
2019-05-26,1,0,17
2019-05-27,0,3,27
2019-05-28,2,8,48
2019-05-29,0,2,29
2019-05-30,0,3,32
2019-05-31,0,2,22
2019-06-01,0,3,17
2019-06-02,0,4,8
2019-06-03,0,0,35
2019-06-04,0,1,30
2019-06-05,0,2,8
2019-06-06,0,2,7
2019-06-07,0,0,8
2019-06-08,0,4,8
2019-06-09,0,3,8
2019-06-10,0,0,11
2019-06-11,2,0,34
2019-06-12,0,0,48
2019-06-13,0,0,19
2019-06-14,0,0,24
2019-06-15,0,3,25
2019-06-16,0,16,13
2019-06-17,0,1,23
2019-06-18,0,0,24
2019-06-19,5,5,38
2019-06-20,3,3,21
2019-06-21,1,2,14
2019-06-22,1,8,2
2019-06-23,35,8,12
2019-06-24,4,3,28
2019-06-25,7,1,20
2019-06-26,8,0,23
2019-06-27,9,3,26
2019-06-28,8,1,19
2019-06-29,6,0,32
2019-06-30,0,6,21
2019-07-01,2,7,35
2019-07-02,0,5,32
2019-07-03,0,0,27
2019-07-04,1,5,26
2019-07-05,1,2,33
2019-07-06,0,0,27
2019-07-07,0,0,10
2019-07-08,0,0,31
2019-07-09,0,1,39
2019-07-10,0,0,29
2019-07-11,1,1,27
2019-07-12,0,0,14
2019-07-13,0,0,3
2019-07-14,1,0,7
2019-07-15,0,0,33
2019-07-16,1,0,19
2019-07-17,5,1,21
2019-07-18,1,0,12
2019-07-19,4,0,23
2019-07-20,0,0,23
2019-07-21,0,0,5
2019-07-22,0,0,30
2019-07-23,1,2,11
2019-07-24,0,0,13
2019-07-25,0,0,30
2019-07-26,0,0,13
2019-07-27,2,6,14
2019-07-28,0,9,9
2019-07-29,0,16,41
2019-07-30,0,6,18
2019-07-31,0,0,13
2019-08-01,0,5,15
2019-08-02,0,0,12
2019-08-03,0,4,8
2019-08-04,0,14,7
2019-08-05,1,0,23
2019-08-06,0,0,16
2019-08-07,0,0,28
2019-08-08,1,0,32
2019-08-09,16,0,31
2019-08-10,2,0,8
2019-08-11,13,1,15
2019-08-12,2,2,38
2019-08-13,4,9,26
2019-08-14,0,3,18
2019-08-15,0,3,19
2019-08-16,0,3,3
2019-08-17,2,0,23
2019-08-18,0,0,20
2019-08-19,0,1,13
2019-08-20,0,1,18
2019-08-21,4,6,40
2019-08-22,3,0,30
2019-08-23,0,5,24
2019-08-24,0,0,10
2019-08-25,2,2,23
2019-08-26,0,0,25
2019-08-27,0,4,37
2019-08-28,0,0,27
2019-08-29,0,1,32
2019-08-30,0,0,33
2019-08-31,0,0,13
2019-09-01,0,0,33
2019-09-02,0,2,33
2019-09-03,0,0,40
2019-09-04,0,0,36
2019-09-05,0,1,11
2019-09-06,0,4,12
2019-09-07,0,0,11
2019-09-08,0,3,4
2019-09-09,0,2,3
2019-09-10,0,2,2
2019-09-11,2,1,8
2019-09-12,0,0,1
2019-09-13,0,0,7
2019-09-14,0,0,7
2019-09-15,0,22,4
2019-09-16,0,0,3
2019-09-17,0,4,8
2019-09-18,0,1,5
2019-09-19,0,2,30
2019-09-20,0,4,34
2019-09-21,0,0,8
2019-09-22,0,2,17
2019-09-23,0,0,49
2019-09-24,0,1,37
2019-09-25,0,0,38
2019-09-26,0,8,31
2019-09-27,0,0,23
2019-09-28,0,0,19
2019-09-29,0,1,8
2019-09-30,0,0,14
2019-10-01,0,1,28
2019-10-02,0,0,31
2019-10-03,2,23,31
2019-10-04,2,0,26
2019-10-05,1,8,14
2019-10-06,3,3,20
2019-10-07,0,5,25
2019-10-08,0,1,31
2019-10-09,0,1,23
2019-10-10,0,0,22
2019-10-11,0,0,31
2019-10-12,8,0,13
2019-10-13,0,4,11
2019-10-14,0,0,12
2019-10-15,3,1,12
2019-10-16,0,6,9
2019-10-17,0,1,4
2019-10-18,0,1,5
2019-10-19,0,9,5
2019-10-20,0,0,5
2019-10-21,2,1,21
2019-10-22,0,1,42
2019-10-23,0,2,24
2019-10-24,1,3,32
2019-10-25,2,1,37
2019-10-26,0,12,19
2019-10-27,7,2,14
2019-10-28,0,1,14
2019-10-29,1,2,17
2019-10-30,3,0,14
2019-10-31,0,0,23
2019-11-01,0,0,27
2019-11-02,4,0,26
2019-11-03,0,1,12
2019-11-04,0,0,16
2019-11-05,3,1,9
2019-11-06,0,1,12
2019-11-07,8,2,25
2019-11-08,3,0,30
2019-11-09,2,0,23
2019-11-10,0,2,17
2019-11-11,4,0,24
2019-11-12,1,1,31
2019-11-13,0,0,12
2019-11-14,0,22,12
2019-11-15,2,4,10
2019-11-16,0,3,8
2019-11-17,0,3,8
2019-11-18,0,0,15
2019-11-19,1,0,16
2019-11-20,0,8,18
2019-11-21,0,3,21
2019-11-22,0,0,11
2019-11-23,0,0,5
2019-11-24,0,2,5
2019-11-25,2,4,24
2019-11-26,3,0,17
2019-11-27,9,0,23
2019-11-28,1,2,10
2019-11-29,0,3,13
2019-11-30,0,0,16
2019-12-01,0,5,20
2019-12-02,0,2,7
2019-12-03,0,1,26
2019-12-04,0,1,17
2019-12-05,1,2,15
2019-12-06,0,8,21
2019-12-07,0,9,6
2019-12-08,1,2,3
2019-12-09,0,4,15
2019-12-10,7,4,17
2019-12-11,0,0,27
2019-12-12,0,1,25
2019-12-13,0,0,33
2019-12-14,0,0,17
2019-12-15,4,5,11
2019-12-16,0,1,22
2019-12-17,0,4,26
2019-12-18,0,0,15
2019-12-19,0,0,12
2019-12-20,0,0,11
2019-12-21,0,4,18
2019-12-22,0,1,20
2019-12-23,0,2,7
2019-12-24,0,4,8
2019-12-25,0,6,3
2019-12-26,0,9,7
2019-12-27,0,15,1
2019-12-28,0,0,9
2019-12-29,0,1,9
2019-12-30,1,0,45
2019-12-31,0,0,9
2020-01-01,0,0,15
2020-01-02,0,5,36
2020-01-03,0,3,37
2020-01-04,0,0,12
2020-01-05,0,2,17
2020-01-06,0,6,25
2020-01-07,0,3,19
2020-01-08,0,0,46
2020-01-09,3,0,26
2020-01-10,1,2,57
2020-01-11,0,0,10
2020-01-12,4,5,10
2020-01-13,0,5,39
2020-01-14,2,2,44
2020-01-15,0,2,24
2020-01-16,0,4,57
2020-01-17,0,1,15
2020-01-18,10,1,19
2020-01-19,1,3,34
2020-01-20,0,2,28
2020-01-21,4,0,21
2020-01-22,0,0,32
2020-01-23,0,0,37
2020-01-24,0,0,25
2020-01-25,1,1,11
2020-01-26,0,3,30
2020-01-27,0,6,25
2020-01-28,0,2,24
2020-01-29,0,0,10
2020-01-30,0,2,5
2020-01-31,0,0,40
2020-02-01,0,4,17
2020-02-02,0,2,3
2020-02-03,4,0,13
2020-02-04,0,0,4
2020-02-05,0,6,27
2020-02-06,0,0,20
2020-02-07,0,1,22
2020-02-08,0,5,21
2020-02-09,0,4,23
2020-02-10,1,2,48
2020-02-11,3,5,148
2020-02-12,1,1,30
2020-02-13,6,0,34
2020-02-14,0,4,33
2020-02-15,6,0,17
2020-02-16,5,1,12
2020-02-17,2,4,16
2020-02-18,0,3,21
2020-02-19,8,2,24
2020-02-20,2,0,12
2020-02-21,0,0,17
2020-02-22,0,8,28
2020-02-23,0,5,25
2020-02-24,0,1,10
2020-02-25,0,7,22
2020-02-26,2,0,32
2020-02-27,0,1,41
2020-02-28,0,0,34
2020-02-29,1,2,17
2020-03-01,0,3,11
2020-03-02,6,4,11
2020-03-03,0,4,9
2020-03-04,1,3,33
2020-03-05,1,2,26
2020-03-06,2,0,18
2020-03-07,0,0,10
2020-03-08,0,3,18
2020-03-09,0,2,32
2020-03-10,0,2,18
2020-03-11,0,1,16
2020-03-12,2,1,8
2020-03-13,0,0,9
2020-03-14,0,5,10
2020-03-15,1,1,1
2020-03-16,0,2,10
2020-03-17,0,3,19
2020-03-18,0,6,32
2020-03-19,2,3,15
2020-03-20,3,1,17
2020-03-21,0,1,6
2020-03-22,0,6,7
2020-03-23,2,1,6
2020-03-24,3,2,16
2020-03-25,6,3,13
2020-03-26,1,0,30
2020-03-27,11,0,19
2020-03-28,0,1,14
2020-03-29,1,2,3
2020-03-30,0,2,23
2020-03-31,3,2,17
2020-04-01,0,3,15
2020-04-02,1,0,21
2020-04-03,0,0,15
2020-04-04,0,3,18
2020-04-05,2,8,10
2020-04-06,0,0,19
2020-04-07,2,1,21
2020-04-08,0,3,15
2020-04-09,0,4,12
2020-04-10,6,6,40
2020-04-11,9,2,8
2020-04-12,0,4,11
2020-04-13,7,4,22
2020-04-14,0,5,19
2020-04-15,1,2,15
2020-04-16,4,4,13
2020-04-17,0,1,28
2020-04-18,0,15,6
2020-04-19,0,1,5
2020-04-20,0,3,24
2020-04-21,0,1,29
2020-04-22,3,2,18
2020-04-23,1,2,15
2020-04-24,4,3,16
2020-04-25,2,0,8
2020-04-26,0,1,11
2020-04-27,0,4,16
2020-04-28,0,0,21
2020-04-29,0,11,36
2020-04-30,0,3,29
2020-05-01,2,9,17
2020-05-02,0,3,6
2020-05-03,0,2,17
2020-05-04,0,4,11
2020-05-05,0,1,17
2020-05-06,0,0,16
2020-05-07,0,0,22
2020-05-08,0,7,16
2020-05-09,0,1,26
2020-05-10,1,10,33
2020-05-11,2,0,30
2020-05-12,0,0,22
2020-05-13,2,2,15
2020-05-14,1,5,16
2020-05-15,0,1,21
2020-05-16,1,5,27
