,rails/rails,pallets/flask,django/django
2018-06-23,7,0,0.0
2018-06-24,5,0,0.0
2018-06-25,9,0,5.0
2018-06-26,12,0,0.0
2018-06-27,9,2,4.0
2018-06-28,8,4,7.0
2018-06-29,13,4,8.0
2018-06-30,8,0,3.0
2018-07-01,6,0,0.0
2018-07-02,8,0,6.0
2018-07-03,8,0,0.0
2018-07-04,16,0,4.0
2018-07-05,7,0,4.0
2018-07-06,8,0,3.0
2018-07-07,8,0,2.0
2018-07-08,12,0,0.0
2018-07-09,6,0,13.0
2018-07-10,6,0,9.0
2018-07-11,4,2,12.0
2018-07-12,7,0,0.0
2018-07-13,4,0,3.0
2018-07-14,5,0,1.0
2018-07-15,8,0,0.0
2018-07-16,11,0,2.0
2018-07-17,6,0,1.0
2018-07-18,9,0,4.0
2018-07-19,8,0,8.0
2018-07-20,21,3,6.0
2018-07-21,8,0,2.0
2018-07-22,17,0,2.0
2018-07-23,3,0,1.0
2018-07-24,3,2,3.0
2018-07-25,6,0,6.0
2018-07-26,22,0,5.0
2018-07-27,5,0,5.0
2018-07-28,6,0,0.0
2018-07-29,8,0,0.0
2018-07-30,11,0,4.0
2018-07-31,24,0,4.0
2018-08-01,6,0,8.0
2018-08-02,6,0,10.0
2018-08-03,6,0,7.0
2018-08-04,1,0,5.0
2018-08-05,5,0,2.0
2018-08-06,2,0,3.0
2018-08-07,8,0,5.0
2018-08-08,10,0,4.0
2018-08-09,9,0,0.0
2018-08-10,6,0,2.0
2018-08-11,13,0,0.0
2018-08-12,7,0,1.0
2018-08-13,14,0,2.0
2018-08-14,10,0,0.0
2018-08-15,14,0,2.0
2018-08-16,18,0,9.0
2018-08-17,5,0,7.0
2018-08-18,5,0,6.0
2018-08-19,23,0,1.0
2018-08-20,17,0,8.0
2018-08-21,4,0,5.0
2018-08-22,32,0,4.0
2018-08-23,19,0,5.0
2018-08-24,6,1,0.0
2018-08-25,8,0,3.0
2018-08-26,0,0,0.0
2018-08-27,7,0,2.0
2018-08-28,10,0,7.0
2018-08-29,21,0,2.0
2018-08-30,21,0,1.0
2018-08-31,10,0,5.0
2018-09-01,3,0,1.0
2018-09-02,6,0,0.0
2018-09-03,5,0,1.0
2018-09-04,6,0,1.0
2018-09-05,9,0,0.0
2018-09-06,20,0,1.0
2018-09-07,8,0,0.0
2018-09-08,8,0,3.0
2018-09-09,8,1,0.0
2018-09-10,8,0,9.0
2018-09-11,19,0,7.0
2018-09-12,21,0,1.0
2018-09-13,27,0,3.0
2018-09-14,10,0,4.0
2018-09-15,8,0,0.0
2018-09-16,9,0,1.0
2018-09-17,15,6,5.0
2018-09-18,29,0,6.0
2018-09-19,28,4,3.0
2018-09-20,25,0,0.0
2018-09-21,18,3,0.0
2018-09-22,4,0,0.0
2018-09-23,9,2,0.0
2018-09-24,13,0,0.0
2018-09-25,15,0,11.0
2018-09-26,18,0,11.0
2018-09-27,33,0,1.0
2018-09-28,34,0,2.0
2018-09-29,2,0,2.0
2018-09-30,11,1,0.0
2018-10-01,12,0,15.0
2018-10-02,37,0,14.0
2018-10-03,26,0,5.0
2018-10-04,28,0,7.0
2018-10-05,32,0,1.0
2018-10-06,11,0,0.0
2018-10-07,15,0,0.0
2018-10-08,19,0,2.0
2018-10-09,17,0,3.0
2018-10-10,15,0,4.0
2018-10-11,16,0,3.0
2018-10-12,10,0,4.0
2018-10-13,3,1,1.0
2018-10-14,6,0,2.0
2018-10-15,10,0,4.0
2018-10-16,14,0,2.0
2018-10-17,24,0,6.0
2018-10-18,11,0,2.0
2018-10-19,20,0,0.0
2018-10-20,18,0,2.0
2018-10-21,13,0,4.0
2018-10-22,16,0,5.0
2018-10-23,18,2,3.0
2018-10-24,7,2,6.0
2018-10-25,12,2,8.0
2018-10-26,5,0,1.0
2018-10-27,5,2,2.0
2018-10-28,8,0,1.0
2018-10-29,7,0,9.0
2018-10-30,19,1,5.0
2018-10-31,3,0,2.0
2018-11-01,4,0,6.0
2018-11-02,5,0,1.0
2018-11-03,4,0,4.0
2018-11-04,5,1,2.0
2018-11-05,8,0,0.0
2018-11-06,13,0,1.0
2018-11-07,9,2,2.0
2018-11-08,22,0,1.0
2018-11-09,10,0,8.0
2018-11-10,5,0,6.0
2018-11-11,6,0,1.0
2018-11-12,6,1,3.0
2018-11-13,17,6,6.0
2018-11-14,10,0,5.0
2018-11-15,5,0,5.0
2018-11-16,8,0,3.0
2018-11-17,3,0,4.0
2018-11-18,3,0,3.0
2018-11-19,17,0,4.0
2018-11-20,16,0,8.0
2018-11-21,9,0,2.0
2018-11-22,8,0,1.0
2018-11-23,11,0,5.0
2018-11-24,5,0,1.0
2018-11-25,7,0,1.0
2018-11-26,14,0,4.0
2018-11-27,14,0,8.0
2018-11-28,22,1,2.0
2018-11-29,8,0,3.0
2018-11-30,11,0,6.0
2018-12-01,7,0,0.0
2018-12-02,6,0,0.0
2018-12-03,12,0,3.0
2018-12-04,21,0,1.0
2018-12-05,15,0,4.0
2018-12-06,5,0,7.0
2018-12-07,9,0,1.0
2018-12-08,1,2,0.0
2018-12-09,2,0,1.0
2018-12-10,9,0,2.0
2018-12-11,4,0,0.0
2018-12-12,21,0,1.0
2018-12-13,17,0,0.0
2018-12-14,21,0,0.0
2018-12-15,6,0,1.0
2018-12-16,6,0,0.0
2018-12-17,8,0,5.0
2018-12-18,18,0,0.0
2018-12-19,8,0,3.0
2018-12-20,17,0,0.0
2018-12-21,19,2,7.0
2018-12-22,0,0,13.0
2018-12-23,3,0,0.0
2018-12-24,4,0,5.0
2018-12-25,1,0,0.0
2018-12-26,11,0,5.0
2018-12-27,10,0,4.0
2018-12-28,14,0,1.0
2018-12-29,3,0,0.0
2018-12-30,12,0,3.0
2018-12-31,12,0,2.0
2019-01-01,14,0,4.0
2019-01-02,11,0,4.0
2019-01-03,13,0,2.0
2019-01-04,19,2,2.0
2019-01-05,22,7,0.0
2019-01-06,2,40,0.0
2019-01-07,7,15,0.0
2019-01-08,17,0,1.0
2019-01-09,17,0,8.0
2019-01-10,12,0,6.0
2019-01-11,14,0,7.0
2019-01-12,0,3,6.0
2019-01-13,7,0,1.0
2019-01-14,14,0,15.0
2019-01-15,9,0,6.0
2019-01-16,23,0,7.0
2019-01-17,57,0,21.0
2019-01-18,18,1,3.0
2019-01-19,10,0,3.0
2019-01-20,4,0,0.0
2019-01-21,10,0,6.0
2019-01-22,16,0,3.0
2019-01-23,12,0,5.0
2019-01-24,17,0,1.0
2019-01-25,12,2,1.0
2019-01-26,16,0,1.0
2019-01-27,2,0,3.0
2019-01-28,17,0,8.0
2019-01-29,14,0,3.0
2019-01-30,22,0,5.0
2019-01-31,16,0,4.0
2019-02-01,19,0,2.0
2019-02-02,6,0,2.0
2019-02-03,1,0,0.0
2019-02-04,20,0,6.0
2019-02-05,20,0,14.0
2019-02-06,12,0,8.0
2019-02-07,20,0,3.0
2019-02-08,16,0,6.0
2019-02-09,9,0,13.0
2019-02-10,4,0,2.0
2019-02-11,21,0,7.0
2019-02-12,16,0,5.0
2019-02-13,18,0,4.0
2019-02-14,16,0,7.0
2019-02-15,15,0,1.0
2019-02-16,15,0,1.0
2019-02-17,9,0,0.0
2019-02-18,10,0,0.0
2019-02-19,18,0,0.0
2019-02-20,21,0,3.0
2019-02-21,18,0,6.0
2019-02-22,13,0,0.0
2019-02-23,13,2,1.0
2019-02-24,7,2,1.0
2019-02-25,29,0,6.0
2019-02-26,21,0,2.0
2019-02-27,11,0,4.0
2019-02-28,6,0,3.0
2019-03-01,12,0,5.0
2019-03-02,0,0,3.0
2019-03-03,13,0,1.0
2019-03-04,10,0,1.0
2019-03-05,10,0,3.0
2019-03-06,17,2,1.0
2019-03-07,24,0,3.0
2019-03-08,24,0,3.0
2019-03-09,26,0,2.0
2019-03-10,7,0,0.0
2019-03-11,30,0,2.0
2019-03-12,26,0,3.0
2019-03-13,15,0,1.0
2019-03-14,7,0,2.0
2019-03-15,11,0,3.0
2019-03-16,9,0,0.0
2019-03-17,17,0,0.0
2019-03-18,18,0,6.0
2019-03-19,22,0,0.0
2019-03-20,14,0,5.0
2019-03-21,5,0,10.0
2019-03-22,19,0,7.0
2019-03-23,10,0,7.0
2019-03-24,8,0,1.0
2019-03-25,11,0,5.0
2019-03-26,19,0,1.0
2019-03-27,12,0,10.0
2019-03-28,9,0,8.0
2019-03-29,14,0,4.0
2019-03-30,14,0,10.0
2019-03-31,33,0,0.0
2019-04-01,18,0,7.0
2019-04-02,21,0,2.0
2019-04-03,31,0,4.0
2019-04-04,32,0,1.0
2019-04-05,22,0,5.0
2019-04-06,3,0,2.0
2019-04-07,3,0,0.0
2019-04-08,15,0,5.0
2019-04-09,25,0,1.0
2019-04-10,15,0,0.0
2019-04-11,28,0,0.0
2019-04-12,27,2,0.0
2019-04-13,11,0,4.0
2019-04-14,14,0,4.0
2019-04-15,21,2,5.0
2019-04-16,30,0,4.0
2019-04-17,12,0,4.0
2019-04-18,11,0,6.0
2019-04-19,32,0,5.0
2019-04-20,7,0,0.0
2019-04-21,8,0,2.0
2019-04-22,18,0,0.0
2019-04-23,27,0,4.0
2019-04-24,12,0,6.0
2019-04-25,10,0,8.0
2019-04-26,8,0,2.0
2019-04-27,4,0,2.0
2019-04-28,2,0,0.0
2019-04-29,5,0,9.0
2019-04-30,13,0,5.0
2019-05-01,15,0,2.0
2019-05-02,10,0,3.0
2019-05-03,5,0,7.0
2019-05-04,2,7,0.0
2019-05-05,6,2,0.0
2019-05-06,8,9,2.0
2019-05-07,9,0,9.0
2019-05-08,14,1,8.0
2019-05-09,9,0,5.0
2019-05-10,5,0,1.0
2019-05-11,25,0,0.0
2019-05-12,13,0,1.0
2019-05-13,14,2,3.0
2019-05-14,5,0,1.0
2019-05-15,6,0,4.0
2019-05-16,4,25,4.0
2019-05-17,3,18,8.0
2019-05-18,9,3,1.0
2019-05-19,4,14,0.0
2019-05-20,8,0,5.0
2019-05-21,7,0,8.0
2019-05-22,15,0,5.0
2019-05-23,10,5,2.0
2019-05-24,2,7,8.0
2019-05-25,2,5,0.0
2019-05-26,2,0,0.0
2019-05-27,3,0,5.0
2019-05-28,19,0,4.0
2019-05-29,5,0,3.0
2019-05-30,1,0,1.0
2019-05-31,11,29,7.0
2019-06-01,5,12,0.0
2019-06-02,8,0,0.0
2019-06-03,5,0,8.0
2019-06-04,14,0,4.0
2019-06-05,18,0,5.0
2019-06-06,18,0,4.0
2019-06-07,6,0,5.0
2019-06-08,3,0,0.0
2019-06-09,4,0,0.0
2019-06-10,4,1,4.0
2019-06-11,4,0,5.0
2019-06-12,5,12,5.0
2019-06-13,17,3,5.0
2019-06-14,13,0,1.0
2019-06-15,9,0,1.0
2019-06-16,2,0,0.0
2019-06-17,7,0,1.0
2019-06-18,3,0,2.0
2019-06-19,9,1,4.0
2019-06-20,10,0,7.0
2019-06-21,5,4,4.0
2019-06-22,4,2,1.0
2019-06-23,2,6,0.0
2019-06-24,4,0,7.0
2019-06-25,5,0,2.0
2019-06-26,1,3,3.0
2019-06-27,10,2,3.0
2019-06-28,2,0,3.0
2019-06-29,1,0,1.0
2019-06-30,4,0,1.0
2019-07-01,3,11,7.0
2019-07-02,3,3,4.0
2019-07-03,5,3,4.0
2019-07-04,5,3,4.0
2019-07-05,4,0,1.0
2019-07-06,4,0,0.0
2019-07-07,2,3,0.0
2019-07-08,13,4,4.0
2019-07-09,6,0,2.0
2019-07-10,14,6,6.0
2019-07-11,7,0,4.0
2019-07-12,17,0,2.0
2019-07-13,1,0,1.0
2019-07-14,9,0,0.0
2019-07-15,13,0,1.0
2019-07-16,20,0,6.0
2019-07-17,9,0,0.0
2019-07-18,4,0,2.0
2019-07-19,10,0,4.0
2019-07-20,4,0,1.0
2019-07-21,1,2,0.0
2019-07-22,9,4,1.0
2019-07-23,14,0,5.0
2019-07-24,23,1,2.0
2019-07-25,25,1,5.0
2019-07-26,53,0,1.0
2019-07-27,9,0,3.0
2019-07-28,12,0,0.0
2019-07-29,24,0,3.0
2019-07-30,8,0,4.0
2019-07-31,31,0,7.0
2019-08-01,31,8,11.0
2019-08-02,17,0,8.0
2019-08-03,7,0,0.0
2019-08-04,4,0,0.0
2019-08-05,12,0,4.0
2019-08-06,12,0,0.0
2019-08-07,23,0,2.0
2019-08-08,8,0,2.0
2019-08-09,9,1,2.0
2019-08-10,3,0,0.0
2019-08-11,0,0,3.0
2019-08-12,7,0,6.0
2019-08-13,3,1,5.0
2019-08-14,4,0,2.0
2019-08-15,14,0,2.0
2019-08-16,10,2,3.0
2019-08-17,2,0,2.0
2019-08-18,14,0,3.0
2019-08-19,12,0,6.0
2019-08-20,10,0,4.0
2019-08-21,7,0,2.0
2019-08-22,12,0,3.0
2019-08-23,5,0,8.0
2019-08-24,5,1,0.0
2019-08-25,1,2,0.0
2019-08-26,14,0,5.0
2019-08-27,13,0,3.0
2019-08-28,10,1,3.0
2019-08-29,10,0,8.0
2019-08-30,3,0,2.0
2019-08-31,2,0,2.0
2019-09-01,3,0,0.0
2019-09-02,8,2,5.0
2019-09-03,24,0,2.0
2019-09-04,18,0,4.0
2019-09-05,19,0,5.0
2019-09-06,18,0,3.0
2019-09-07,5,0,0.0
2019-09-08,15,0,1.0
2019-09-09,13,0,10.0
2019-09-10,6,0,15.0
2019-09-11,7,0,4.0
2019-09-12,7,0,3.0
2019-09-13,30,0,2.0
2019-09-14,14,0,1.0
2019-09-15,8,0,0.0
2019-09-16,21,0,4.0
2019-09-17,11,0,3.0
2019-09-18,17,0,2.0
2019-09-19,6,0,2.0
2019-09-20,8,0,4.0
2019-09-21,3,0,1.0
2019-09-22,4,0,0.0
2019-09-23,15,11,6.0
2019-09-24,23,5,8.0
2019-09-25,9,0,4.0
2019-09-26,4,0,0.0
2019-09-27,1,0,7.0
2019-09-28,14,0,0.0
2019-09-29,2,0,0.0
2019-09-30,15,0,4.0
2019-10-01,11,0,7.0
2019-10-02,17,0,10.0
2019-10-03,13,0,4.0
2019-10-04,20,0,1.0
2019-10-05,2,0,0.0
2019-10-06,10,1,0.0
2019-10-07,21,0,2.0
2019-10-08,7,2,2.0
2019-10-09,4,0,12.0
2019-10-10,13,0,5.0
2019-10-11,16,0,6.0
2019-10-12,3,0,0.0
2019-10-13,8,4,0.0
2019-10-14,7,2,4.0
2019-10-15,10,0,6.0
2019-10-16,8,0,4.0
2019-10-17,14,0,2.0
2019-10-18,3,3,6.0
2019-10-19,10,0,0.0
2019-10-20,0,0,0.0
2019-10-21,14,0,7.0
2019-10-22,2,0,3.0
2019-10-23,5,0,9.0
2019-10-24,7,0,8.0
2019-10-25,6,0,7.0
2019-10-26,1,1,0.0
2019-10-27,3,0,0.0
2019-10-28,2,2,5.0
2019-10-29,4,2,9.0
2019-10-30,11,0,7.0
2019-10-31,6,0,7.0
2019-11-01,4,0,1.0
2019-11-02,2,2,0.0
2019-11-03,3,0,0.0
2019-11-04,9,0,10.0
2019-11-05,3,0,8.0
2019-11-06,9,0,11.0
2019-11-07,6,0,7.0
2019-11-08,10,0,7.0
2019-11-09,6,0,0.0
2019-11-10,12,0,0.0
2019-11-11,1,0,5.0
2019-11-12,2,0,5.0
2019-11-13,14,1,4.0
2019-11-14,6,0,2.0
2019-11-15,13,0,3.0
2019-11-16,11,0,0.0
2019-11-17,3,0,0.0
2019-11-18,3,0,15.0
2019-11-19,8,16,7.0
2019-11-20,5,0,4.0
2019-11-21,17,0,9.0
2019-11-22,11,0,5.0
2019-11-23,3,0,0.0
2019-11-24,10,1,0.0
2019-11-25,3,0,10.0
2019-11-26,3,0,3.0
2019-11-27,5,0,9.0
2019-11-28,7,0,5.0
2019-11-29,0,0,3.0
2019-11-30,4,0,0.0
2019-12-01,1,0,0.0
2019-12-02,7,0,13.0
2019-12-03,17,0,7.0
2019-12-04,18,0,9.0
2019-12-05,7,0,6.0
2019-12-06,19,0,7.0
2019-12-07,2,0,0.0
2019-12-08,3,0,0.0
2019-12-09,20,0,6.0
2019-12-10,11,0,6.0
2019-12-11,7,0,5.0
2019-12-12,8,0,9.0
2019-12-13,16,0,1.0
2019-12-14,8,0,2.0
2019-12-15,9,0,0.0
2019-12-16,11,0,3.0
2019-12-17,36,0,1.0
2019-12-18,44,0,7.0
2019-12-19,19,0,5.0
2019-12-20,23,0,3.0
2019-12-21,9,0,1.0
2019-12-22,9,0,0.0
2019-12-23,10,0,6.0
2019-12-24,5,0,0.0
2019-12-25,10,0,0.0
2019-12-26,4,0,0.0
2019-12-27,22,0,5.0
2019-12-28,7,0,0.0
2019-12-29,5,0,0.0
2019-12-30,1,0,6.0
2019-12-31,9,0,6.0
2020-01-01,1,0,0.0
2020-01-02,14,0,4.0
2020-01-03,10,0,5.0
2020-01-04,11,0,1.0
2020-01-05,6,0,0.0
2020-01-06,11,0,3.0
2020-01-07,19,0,4.0
2020-01-08,14,0,5.0
2020-01-09,12,0,10.0
2020-01-10,14,0,4.0
2020-01-11,6,0,2.0
2020-01-12,3,0,0.0
2020-01-13,8,0,2.0
2020-01-14,10,0,2.0
2020-01-15,13,0,7.0
2020-01-16,6,0,6.0
2020-01-17,8,0,6.0
2020-01-18,0,0,1.0
2020-01-19,10,0,0.0
2020-01-20,8,0,6.0
2020-01-21,12,0,5.0
2020-01-22,3,0,5.0
2020-01-23,16,0,3.0
2020-01-24,9,0,4.0
2020-01-25,2,0,0.0
2020-01-26,6,0,0.0
2020-01-27,17,0,6.0
2020-01-28,5,0,3.0
2020-01-29,11,0,13.0
2020-01-30,7,0,2.0
2020-01-31,0,0,7.0
2020-02-01,3,0,0.0
2020-02-02,4,0,0.0
2020-02-03,2,0,7.0
2020-02-04,5,0,7.0
2020-02-05,12,0,5.0
2020-02-06,8,4,5.0
2020-02-07,13,0,5.0
2020-02-08,4,0,1.0
2020-02-09,14,2,0.0
2020-02-10,23,13,5.0
2020-02-11,8,20,4.0
2020-02-12,11,2,3.0
2020-02-13,14,0,5.0
2020-02-14,6,0,4.0
2020-02-15,1,1,0.0
2020-02-16,12,0,0.0
2020-02-17,2,0,1.0
2020-02-18,3,0,6.0
2020-02-19,2,0,7.0
2020-02-20,13,0,3.0
2020-02-21,6,0,0.0
2020-02-22,4,0,0.0
2020-02-23,0,0,0.0
2020-02-24,22,0,5.0
2020-02-25,26,0,1.0
2020-02-26,12,0,8.0
2020-02-27,31,1,5.0
2020-02-28,12,2,7.0
2020-02-29,3,0,1.0
2020-03-01,0,0,0.0
2020-03-02,3,1,2.0
2020-03-03,8,0,5.0
2020-03-04,21,1,7.0
2020-03-05,14,1,6.0
2020-03-06,7,0,6.0
2020-03-07,4,0,2.0
2020-03-08,0,0,0.0
2020-03-09,6,0,7.0
2020-03-10,9,0,10.0
2020-03-11,5,3,3.0
2020-03-12,14,0,4.0
2020-03-13,8,0,4.0
2020-03-14,4,0,2.0
2020-03-15,0,0,0.0
2020-03-16,11,2,5.0
2020-03-17,5,0,9.0
2020-03-18,8,1,7.0
2020-03-19,10,0,6.0
2020-03-20,7,0,2.0
2020-03-21,9,0,2.0
2020-03-22,3,0,0.0
2020-03-23,6,0,5.0
2020-03-24,8,2,8.0
2020-03-25,3,2,11.0
2020-03-26,4,0,4.0
2020-03-27,5,0,2.0
2020-03-28,5,0,0.0
2020-03-29,9,0,0.0
2020-03-30,6,0,1.0
2020-03-31,12,0,7.0
2020-04-01,3,0,7.0
2020-04-02,3,6,5.0
2020-04-03,3,5,0.0
2020-04-04,5,11,2.0
2020-04-05,6,0,0.0
