,sickchill/sickchill,Sonarr/Sonarr,midgetspy/sick-beard
2014-10-11,0,1.0,1
2014-10-12,4,5.0,0
2014-10-13,16,6.0,0
2014-10-14,8,5.0,1
2014-10-15,2,0.0,1
2014-10-16,7,4.0,2
2014-10-17,2,4.0,0
2014-10-18,3,5.0,0
2014-10-19,0,0.0,0
2014-10-20,0,3.0,0
2014-10-21,3,3.0,0
2014-10-22,6,0.0,1
2014-10-23,2,1.0,1
2014-10-24,2,4.0,0
2014-10-25,0,2.0,0
2014-10-26,0,3.0,0
2014-10-27,8,2.0,1
2014-10-28,5,3.0,1
2014-10-29,11,4.0,0
2014-10-30,12,0.0,0
2014-10-31,3,3.0,1
2014-11-01,3,1.0,0
2014-11-02,5,3.0,0
2014-11-03,9,2.0,0
2014-11-04,1,3.0,0
2014-11-05,7,9.0,0
2014-11-06,4,4.0,0
2014-11-07,8,3.0,0
2014-11-08,4,1.0,0
2014-11-09,10,0.0,0
2014-11-10,10,0.0,3
2014-11-11,8,1.0,3
2014-11-12,4,0.0,0
2014-11-13,9,2.0,0
2014-11-14,0,12.0,0
2014-11-15,4,1.0,0
2014-11-16,16,6.0,4
2014-11-17,10,4.0,3
2014-11-18,1,0.0,4
2014-11-19,4,20.0,0
2014-11-20,5,7.0,0
2014-11-21,2,7.0,0
2014-11-22,11,7.0,0
2014-11-23,16,4.0,0
2014-11-24,7,4.0,0
2014-11-25,11,5.0,3
2014-11-26,11,4.0,0
2014-11-27,11,2.0,0
2014-11-28,7,1.0,0
2014-11-29,11,8.0,0
2014-11-30,6,6.0,0
2014-12-01,3,0.0,0
2014-12-02,10,10.0,1
2014-12-03,4,4.0,0
2014-12-04,0,8.0,1
2014-12-05,1,13.0,0
2014-12-06,6,4.0,2
2014-12-07,9,5.0,0
2014-12-08,24,1.0,0
2014-12-09,1,3.0,0
2014-12-10,8,13.0,0
2014-12-11,11,1.0,0
2014-12-12,9,5.0,0
2014-12-13,26,5.0,0
2014-12-14,11,8.0,0
2014-12-15,11,10.0,0
2014-12-16,7,6.0,0
2014-12-17,13,8.0,0
2014-12-18,16,0.0,0
2014-12-19,23,2.0,0
2014-12-20,20,6.0,0
2014-12-21,19,8.0,0
2014-12-22,11,4.0,0
2014-12-23,1,6.0,1
2014-12-24,5,6.0,0
2014-12-25,0,2.0,0
2014-12-26,1,4.0,0
2014-12-27,1,3.0,0
2014-12-28,0,0.0,0
2014-12-29,0,0.0,2
2014-12-30,5,5.0,1
2014-12-31,1,6.0,0
2015-01-01,0,6.0,1
2015-01-02,0,3.0,0
2015-01-03,2,0.0,0
2015-01-04,0,4.0,0
2015-01-05,0,2.0,0
2015-01-06,3,2.0,0
2015-01-07,0,0.0,0
2015-01-08,3,0.0,0
2015-01-09,1,9.0,0
2015-01-10,1,9.0,1
2015-01-11,0,6.0,0
2015-01-12,1,0.0,0
2015-01-13,2,0.0,1
2015-01-14,23,1.0,0
2015-01-15,5,4.0,0
2015-01-16,0,9.0,2
2015-01-17,2,0.0,1
2015-01-18,14,9.0,0
2015-01-19,10,1.0,0
2015-01-20,9,7.0,0
2015-01-21,4,10.0,0
2015-01-22,5,6.0,0
2015-01-23,4,5.0,0
2015-01-24,4,4.0,0
2015-01-25,4,2.0,0
2015-01-26,11,0.0,0
2015-01-27,4,2.0,0
2015-01-28,3,2.0,0
2015-01-29,33,4.0,0
2015-01-30,3,4.0,0
2015-01-31,9,2.0,1
2015-02-01,4,4.0,6
2015-02-02,4,6.0,6
2015-02-03,2,10.0,2
2015-02-04,2,10.0,0
2015-02-05,4,3.0,0
2015-02-06,3,4.0,3
2015-02-07,0,28.0,0
2015-02-08,0,5.0,0
2015-02-09,6,5.0,0
2015-02-10,3,8.0,0
2015-02-11,2,5.0,0
2015-02-12,6,1.0,0
2015-02-13,6,1.0,0
2015-02-14,4,21.0,0
2015-02-15,43,0.0,0
2015-02-16,33,0.0,0
2015-02-17,12,2.0,0
2015-02-18,19,4.0,0
2015-02-19,25,2.0,2
2015-02-20,17,0.0,0
2015-02-21,14,7.0,0
2015-02-22,16,5.0,0
2015-02-23,17,4.0,0
2015-02-24,19,3.0,1
2015-02-25,7,1.0,0
2015-02-26,14,2.0,1
2015-02-27,13,2.0,0
2015-02-28,3,1.0,0
2015-03-01,19,6.0,0
2015-03-02,10,0.0,0
2015-03-03,31,1.0,0
2015-03-04,48,5.0,0
2015-03-05,26,4.0,0
2015-03-06,12,0.0,1
2015-03-07,5,1.0,0
2015-03-08,8,4.0,2
2015-03-09,14,6.0,0
2015-03-10,13,5.0,1
2015-03-11,19,0.0,0
2015-03-12,18,2.0,0
2015-03-13,18,1.0,0
2015-03-14,6,2.0,0
2015-03-15,15,5.0,0
2015-03-16,22,2.0,0
2015-03-17,21,4.0,0
2015-03-18,17,6.0,1
2015-03-19,23,3.0,1
2015-03-20,12,1.0,0
2015-03-21,19,0.0,0
2015-03-22,17,0.0,0
2015-03-23,12,5.0,0
2015-03-24,10,1.0,0
2015-03-25,26,5.0,0
2015-03-26,11,3.0,0
2015-03-27,6,0.0,0
2015-03-28,9,1.0,0
2015-03-29,14,0.0,0
2015-03-30,13,1.0,0
2015-03-31,6,0.0,0
2015-04-01,16,0.0,1
2015-04-02,13,4.0,0
2015-04-03,8,0.0,0
2015-04-04,8,0.0,0
2015-04-05,13,0.0,0
2015-04-06,13,0.0,0
2015-04-07,0,6.0,0
2015-04-08,10,1.0,0
2015-04-09,5,1.0,0
2015-04-10,14,2.0,0
2015-04-11,8,4.0,0
2015-04-12,9,0.0,0
2015-04-13,11,1.0,0
2015-04-14,22,0.0,0
2015-04-15,12,5.0,0
2015-04-16,14,1.0,0
2015-04-17,21,0.0,0
2015-04-18,11,4.0,0
2015-04-19,0,2.0,0
2015-04-20,9,0.0,0
2015-04-21,13,1.0,0
2015-04-22,11,7.0,0
2015-04-23,4,1.0,0
2015-04-24,30,0.0,0
2015-04-25,21,5.0,0
2015-04-26,17,3.0,0
2015-04-27,4,1.0,0
2015-04-28,1,4.0,0
2015-04-29,3,0.0,0
2015-04-30,10,1.0,8
2015-05-01,4,2.0,0
2015-05-02,2,4.0,0
2015-05-03,1,3.0,0
2015-05-04,16,0.0,0
2015-05-05,4,16.0,0
2015-05-06,9,0.0,0
2015-05-07,3,2.0,0
2015-05-08,1,1.0,0
2015-05-09,8,2.0,0
2015-05-10,5,1.0,0
2015-05-11,1,10.0,0
2015-05-12,6,4.0,0
2015-05-13,0,5.0,0
2015-05-14,4,3.0,0
2015-05-15,0,9.0,0
2015-05-16,6,0.0,0
2015-05-17,1,4.0,0
2015-05-18,1,0.0,0
2015-05-19,10,1.0,0
2015-05-20,4,0.0,0
2015-05-21,1,8.0,0
2015-05-22,2,1.0,0
2015-05-23,0,0.0,0
2015-05-24,0,6.0,0
2015-05-25,0,5.0,0
2015-05-26,5,4.0,0
2015-05-27,3,5.0,0
2015-05-28,3,3.0,0
2015-05-29,1,3.0,0
2015-05-30,0,0.0,0
2015-05-31,1,2.0,0
2015-06-01,2,2.0,0
2015-06-02,0,3.0,0
2015-06-03,0,5.0,0
2015-06-04,0,4.0,0
2015-06-05,1,3.0,0
2015-06-06,10,3.0,0
2015-06-07,4,8.0,0
2015-06-08,3,4.0,0
2015-06-09,1,1.0,0
2015-06-10,9,0.0,0
2015-06-11,11,0.0,0
2015-06-12,2,0.0,0
2015-06-13,9,2.0,0
2015-06-14,6,0.0,0
2015-06-15,5,2.0,0
2015-06-16,6,2.0,0
2015-06-17,14,3.0,0
2015-06-18,2,3.0,0
2015-06-19,4,1.0,0
2015-06-20,2,1.0,0
2015-06-21,7,0.0,0
2015-06-22,22,4.0,0
2015-06-23,22,0.0,0
2015-06-24,0,0.0,0
2015-06-25,27,1.0,0
2015-06-26,12,3.0,0
2015-06-27,3,0.0,0
2015-06-28,12,9.0,0
2015-06-29,19,0.0,0
2015-06-30,6,0.0,0
2015-07-01,15,5.0,0
2015-07-02,12,2.0,0
2015-07-03,12,3.0,0
2015-07-04,12,1.0,0
2015-07-05,5,0.0,0
2015-07-06,9,1.0,0
2015-07-07,13,6.0,0
2015-07-08,24,7.0,0
2015-07-09,28,4.0,0
2015-07-10,28,1.0,0
2015-07-11,21,1.0,0
2015-07-12,23,2.0,0
2015-07-13,17,1.0,0
2015-07-14,28,3.0,0
2015-07-15,13,0.0,0
2015-07-16,41,2.0,0
2015-07-17,33,9.0,0
2015-07-18,28,2.0,0
2015-07-19,17,4.0,0
2015-07-20,25,7.0,0
2015-07-21,31,1.0,0
2015-07-22,31,7.0,0
2015-07-23,17,1.0,0
2015-07-24,26,1.0,0
2015-07-25,20,0.0,0
2015-07-26,16,6.0,0
2015-07-27,17,1.0,0
2015-07-28,39,6.0,0
2015-07-29,62,1.0,0
2015-07-30,78,0.0,0
2015-07-31,9,4.0,0
2015-08-01,32,6.0,0
2015-08-02,33,2.0,0
2015-08-03,29,3.0,0
2015-08-04,27,2.0,0
2015-08-05,9,0.0,0
2015-08-06,20,0.0,0
2015-08-07,5,0.0,0
2015-08-08,9,2.0,0
2015-08-09,22,1.0,0
2015-08-10,3,0.0,0
2015-08-11,10,6.0,0
2015-08-12,3,3.0,0
2015-08-13,16,0.0,0
2015-08-14,4,1.0,0
2015-08-15,4,4.0,0
2015-08-16,9,5.0,0
2015-08-17,21,2.0,0
2015-08-18,9,1.0,0
2015-08-19,11,0.0,0
2015-08-20,2,0.0,0
2015-08-21,13,0.0,0
2015-08-22,7,1.0,0
2015-08-23,0,0.0,0
2015-08-24,13,1.0,0
2015-08-25,13,0.0,0
2015-08-26,5,3.0,0
2015-08-27,5,2.0,0
2015-08-28,21,0.0,0
2015-08-29,0,1.0,0
2015-08-30,31,1.0,0
2015-08-31,13,0.0,0
2015-09-01,1,2.0,0
2015-09-02,5,2.0,0
2015-09-03,16,3.0,0
2015-09-04,0,1.0,0
2015-09-05,23,0.0,0
2015-09-06,59,0.0,0
2015-09-07,21,0.0,0
2015-09-08,24,0.0,0
2015-09-09,39,0.0,0
2015-09-10,18,0.0,0
2015-09-11,14,3.0,0
2015-09-12,21,0.0,0
2015-09-13,15,0.0,0
2015-09-14,12,0.0,0
2015-09-15,3,0.0,0
2015-09-16,18,0.0,0
2015-09-17,12,0.0,0
2015-09-18,9,0.0,0
2015-09-19,8,0.0,0
2015-09-20,27,3.0,0
2015-09-21,55,2.0,0
2015-09-22,20,2.0,0
2015-09-23,22,2.0,0
2015-09-24,9,3.0,0
2015-09-25,25,0.0,0
2015-09-26,27,0.0,0
2015-09-27,31,1.0,0
2015-09-28,22,0.0,0
2015-09-29,26,0.0,0
2015-09-30,32,0.0,0
2015-10-01,33,2.0,0
2015-10-02,28,0.0,0
2015-10-03,45,8.0,0
2015-10-04,59,4.0,0
2015-10-05,37,0.0,0
2015-10-06,35,0.0,0
2015-10-07,49,1.0,0
2015-10-08,28,4.0,0
2015-10-09,41,8.0,0
2015-10-10,38,6.0,0
2015-10-11,24,3.0,0
2015-10-12,19,0.0,0
2015-10-13,30,3.0,0
2015-10-14,42,0.0,0
2015-10-15,19,1.0,0
2015-10-16,16,1.0,0
2015-10-17,18,1.0,0
2015-10-18,33,3.0,0
2015-10-19,41,1.0,0
2015-10-20,21,3.0,0
2015-10-21,29,1.0,0
2015-10-22,34,3.0,0
2015-10-23,14,0.0,0
2015-10-24,16,0.0,0
2015-10-25,15,3.0,0
2015-10-26,15,1.0,0
2015-10-27,30,0.0,0
2015-10-28,18,2.0,0
2015-10-29,20,1.0,0
2015-10-30,16,1.0,0
2015-10-31,14,0.0,0
2015-11-01,5,0.0,0
2015-11-02,20,2.0,0
2015-11-03,46,3.0,0
2015-11-04,9,0.0,0
2015-11-05,56,0.0,0
2015-11-06,21,1.0,0
2015-11-07,68,0.0,0
2015-11-08,85,0.0,0
2015-11-09,17,0.0,0
2015-11-10,11,0.0,0
2015-11-11,1,0.0,0
2015-11-12,6,0.0,0
2015-11-13,0,0.0,0
2015-11-14,24,0.0,0
2015-11-15,17,3.0,0
2015-11-16,122,5.0,0
2015-11-17,34,0.0,0
2015-11-18,37,0.0,0
2015-11-19,28,2.0,0
2015-11-20,27,0.0,0
2015-11-21,44,0.0,0
2015-11-22,20,2.0,0
2015-11-23,26,0.0,0
2015-11-24,29,10.0,0
2015-11-25,24,1.0,0
2015-11-26,52,1.0,0
2015-11-27,38,0.0,0
2015-11-28,51,0.0,0
2015-11-29,74,0.0,0
2015-11-30,46,1.0,0
2015-12-01,33,1.0,0
2015-12-02,25,0.0,0
2015-12-03,38,0.0,0
2015-12-04,29,0.0,0
2015-12-05,18,1.0,0
2015-12-06,33,1.0,0
2015-12-07,26,0.0,0
2015-12-08,30,1.0,0
2015-12-09,17,1.0,0
2015-12-10,29,1.0,0
2015-12-11,24,0.0,0
2015-12-12,16,1.0,0
2015-12-13,12,0.0,0
2015-12-14,27,1.0,0
2015-12-15,8,0.0,0
2015-12-16,8,1.0,0
2015-12-17,36,2.0,0
2015-12-18,29,1.0,0
2015-12-19,35,1.0,0
2015-12-20,10,4.0,0
2015-12-21,24,0.0,0
2015-12-22,24,0.0,0
2015-12-23,20,0.0,0
2015-12-24,4,2.0,0
2015-12-25,5,0.0,0
2015-12-26,18,2.0,0
2015-12-27,10,2.0,0
2015-12-28,7,5.0,0
2015-12-29,24,1.0,0
2015-12-30,46,2.0,0
2015-12-31,9,0.0,0
2016-01-01,3,0.0,0
2016-01-02,0,2.0,0
2016-01-03,14,0.0,0
2016-01-04,19,0.0,0
2016-01-05,30,1.0,0
2016-01-06,19,2.0,0
2016-01-07,56,4.0,0
2016-01-08,23,0.0,0
2016-01-09,9,1.0,0
2016-01-10,18,0.0,0
2016-01-11,18,0.0,0
2016-01-12,19,0.0,2
2016-01-13,6,0.0,0
2016-01-14,10,0.0,0
2016-01-15,13,4.0,0
2016-01-16,23,9.0,0
2016-01-17,2,4.0,0
2016-01-18,10,0.0,0
2016-01-19,15,0.0,0
2016-01-20,14,9.0,0
2016-01-21,11,3.0,0
2016-01-22,18,0.0,0
2016-01-23,21,0.0,0
2016-01-24,26,0.0,0
2016-01-25,3,1.0,0
2016-01-26,2,0.0,0
2016-01-27,15,1.0,0
2016-01-28,18,5.0,0
2016-01-29,39,0.0,0
2016-01-30,15,2.0,0
2016-01-31,19,2.0,0
