,apache/avro,protocolbuffers/protobuf,apache/thrift
2021-11-02,0,4,0
2021-11-03,0,1,0
2021-11-04,0,4,0
2021-11-05,0,5,0
2021-11-06,0,2,0
2021-11-07,0,6,0
2021-11-08,0,3,0
2021-11-09,0,5,0
2021-11-10,0,4,0
2021-11-11,0,5,0
2021-11-12,0,4,0
2021-11-13,0,2,2
2021-11-14,0,0,3
2021-11-15,0,1,2
2021-11-16,1,6,0
2021-11-17,1,7,0
2021-11-18,0,0,0
2021-11-19,0,5,1
2021-11-20,0,0,0
2021-11-21,0,1,0
2021-11-22,0,10,0
2021-11-23,0,0,1
2021-11-24,0,13,0
2021-11-25,0,0,0
2021-11-26,0,0,0
2021-11-27,0,0,0
2021-11-28,0,0,0
2021-11-29,0,4,0
2021-11-30,0,3,0
2021-12-01,0,3,0
2021-12-02,0,3,0
2021-12-03,0,9,0
2021-12-04,2,4,0
2021-12-05,0,3,1
2021-12-06,0,4,2
2021-12-07,0,2,0
2021-12-08,0,3,0
2021-12-09,2,4,0
2021-12-10,0,5,0
2021-12-11,1,0,0
2021-12-12,1,0,0
2021-12-13,0,1,2
2021-12-14,2,6,0
2021-12-15,1,1,0
2021-12-16,0,9,1
2021-12-17,0,2,1
2021-12-18,3,0,0
2021-12-19,0,1,0
2021-12-20,1,0,0
2021-12-21,2,1,0
2021-12-22,4,6,0
2021-12-23,1,1,0
2021-12-24,0,0,0
2021-12-25,0,0,0
2021-12-26,0,0,0
2021-12-27,0,0,0
2021-12-28,0,8,0
2021-12-29,0,17,0
2021-12-30,0,6,0
2021-12-31,0,9,0
2022-01-01,0,4,0
2022-01-02,0,1,0
2022-01-03,0,7,0
2022-01-04,0,1,0
2022-01-05,16,12,1
2022-01-06,0,1,0
2022-01-07,6,13,1
2022-01-08,0,6,1
2022-01-09,0,10,2
2022-01-10,6,24,0
2022-01-11,1,8,1
2022-01-12,1,11,0
2022-01-13,3,6,0
2022-01-14,1,1,0
2022-01-15,1,0,0
2022-01-16,0,2,0
2022-01-17,1,18,4
2022-01-18,0,3,2
2022-01-19,4,3,0
2022-01-20,5,4,4
2022-01-21,1,12,2
2022-01-22,0,4,0
2022-01-23,0,0,0
2022-01-24,3,6,0
2022-01-25,2,5,0
2022-01-26,0,2,2
2022-01-27,0,8,4
2022-01-28,0,14,0
2022-01-29,0,2,1
2022-01-30,8,0,2
2022-01-31,5,1,0
2022-02-01,12,8,3
2022-02-02,9,12,3
2022-02-03,2,7,1
2022-02-04,11,3,5
2022-02-05,1,1,1
2022-02-06,0,14,0
2022-02-07,4,5,0
2022-02-08,1,5,2
2022-02-09,1,17,5
2022-02-10,3,3,1
2022-02-11,1,9,0
2022-02-12,0,1,1
2022-02-13,0,0,0
2022-02-14,0,2,0
2022-02-15,0,5,1
2022-02-16,2,7,2
2022-02-17,1,13,2
2022-02-18,2,11,0
2022-02-19,1,12,0
2022-02-20,0,21,0
2022-02-21,7,1,1
2022-02-22,0,14,0
2022-02-23,0,11,2
2022-02-24,7,11,0
2022-02-25,6,13,0
2022-02-26,0,5,2
2022-02-27,0,9,0
2022-02-28,2,15,0
2022-03-01,0,7,1
2022-03-02,0,8,3
2022-03-03,5,7,0
2022-03-04,0,7,0
2022-03-05,0,7,8
2022-03-06,0,16,2
2022-03-07,1,7,0
2022-03-08,4,8,1
2022-03-09,0,10,1
2022-03-10,2,14,2
2022-03-11,0,3,1
2022-03-12,0,2,0
2022-03-13,0,15,1
2022-03-14,0,15,1
2022-03-15,0,7,0
2022-03-16,0,9,2
2022-03-17,0,7,1
2022-03-18,5,8,0
2022-03-19,0,1,2
2022-03-20,2,0,0
2022-03-21,0,2,0
2022-03-22,3,5,0
2022-03-23,0,4,0
2022-03-24,3,7,0
2022-03-25,0,3,0
2022-03-26,0,2,0
2022-03-27,0,0,0
2022-03-28,0,4,0
2022-03-29,4,13,0
2022-03-30,2,8,1
2022-03-31,0,6,1
2022-04-01,0,5,1
2022-04-02,0,1,0
2022-04-03,0,3,0
2022-04-04,0,5,0
2022-04-05,0,12,0
2022-04-06,0,10,0
2022-04-07,0,4,0
2022-04-08,0,5,0
2022-04-09,0,0,0
2022-04-10,0,0,0
2022-04-11,0,2,1
2022-04-12,0,5,1
2022-04-13,6,1,2
2022-04-14,1,2,1
2022-04-15,0,5,0
2022-04-16,1,0,1
2022-04-17,0,0,0
2022-04-18,4,10,1
2022-04-19,12,7,4
2022-04-20,4,7,3
2022-04-21,5,8,3
2022-04-22,0,16,0
2022-04-23,0,0,1
2022-04-24,0,1,0
2022-04-25,2,6,1
2022-04-26,0,17,0
2022-04-27,1,9,4
2022-04-28,0,7,1
2022-04-29,0,6,0
2022-04-30,1,1,0
2022-05-01,0,0,0
2022-05-02,1,2,0
2022-05-03,4,12,1
2022-05-04,2,7,0
2022-05-05,1,6,4
2022-05-06,0,11,5
2022-05-07,0,4,1
2022-05-08,1,0,2
2022-05-09,1,7,2
2022-05-10,0,14,2
2022-05-11,1,4,1
2022-05-12,1,8,2
2022-05-13,0,12,0
2022-05-14,0,3,0
2022-05-15,0,0,0
2022-05-16,2,8,0
2022-05-17,1,13,0
2022-05-18,0,6,1
2022-05-19,1,16,0
2022-05-20,0,14,0
2022-05-21,0,2,2
2022-05-22,1,0,0
2022-05-23,0,4,1
2022-05-24,0,5,1
2022-05-25,0,8,0
2022-05-26,0,10,1
2022-05-27,0,10,0
2022-05-28,0,3,0
2022-05-29,0,0,0
2022-05-30,0,1,0
2022-05-31,1,8,0
2022-06-01,0,6,1
2022-06-02,0,9,0
2022-06-03,0,3,0
2022-06-04,0,0,0
2022-06-05,0,0,1
2022-06-06,0,1,0
2022-06-07,2,4,1
2022-06-08,0,5,2
2022-06-09,2,10,0
2022-06-10,0,9,1
2022-06-11,0,2,0
2022-06-12,0,1,0
2022-06-13,1,1,1
2022-06-14,0,3,0
2022-06-15,0,3,0
2022-06-16,1,2,0
2022-06-17,3,4,0
2022-06-18,1,6,0
2022-06-19,0,4,0
2022-06-20,0,0,0
2022-06-21,5,10,1
2022-06-22,0,13,0
2022-06-23,1,8,0
2022-06-24,2,4,0
2022-06-25,0,0,0
2022-06-26,0,0,0
2022-06-27,0,17,0
2022-06-28,5,5,0
2022-06-29,2,7,0
2022-06-30,0,22,0
2022-07-01,7,9,4
2022-07-02,0,3,0
2022-07-03,0,0,0
2022-07-04,3,2,0
2022-07-05,0,1,0
2022-07-06,1,17,0
2022-07-07,1,5,0
2022-07-08,0,6,0
2022-07-09,0,1,0
2022-07-10,0,0,0
2022-07-11,1,13,0
2022-07-12,1,10,0
2022-07-13,0,5,0
2022-07-14,0,9,0
2022-07-15,0,6,0
2022-07-16,0,1,0
2022-07-17,0,1,0
2022-07-18,0,8,0
2022-07-19,0,22,0
2022-07-20,1,11,0
2022-07-21,2,14,0
2022-07-22,0,1,0
2022-07-23,0,0,0
2022-07-24,0,0,0
2022-07-25,4,6,0
2022-07-26,0,11,0
2022-07-27,0,9,0
2022-07-28,1,5,0
2022-07-29,0,1,0
2022-07-30,0,0,1
2022-07-31,0,0,1
2022-08-01,0,1,0
2022-08-02,0,17,1
2022-08-03,0,6,1
2022-08-04,1,14,0
2022-08-05,1,1,0
2022-08-06,0,0,1
2022-08-07,1,0,0
2022-08-08,2,6,0
2022-08-09,1,12,0
2022-08-10,1,8,1
2022-08-11,1,12,0
2022-08-12,0,24,0
2022-08-13,0,0,0
2022-08-14,0,0,0
2022-08-15,2,1,0
2022-08-16,0,7,0
2022-08-17,2,7,0
2022-08-18,0,2,0
2022-08-19,0,0,0
2022-08-20,0,1,0
2022-08-21,0,1,0
2022-08-22,0,7,0
2022-08-23,0,17,0
2022-08-24,1,11,0
2022-08-25,1,6,3
2022-08-26,2,4,0
2022-08-27,0,2,0
2022-08-28,0,5,0
2022-08-29,1,8,1
2022-08-30,1,4,7
2022-08-31,0,2,1
2022-09-01,1,5,3
2022-09-02,0,4,1
2022-09-03,0,2,3
2022-09-04,0,0,0
2022-09-05,0,0,7
2022-09-06,0,4,1
2022-09-07,0,11,1
2022-09-08,1,4,5
2022-09-09,3,15,6
2022-09-10,0,1,3
2022-09-11,0,0,4
2022-09-12,0,12,1
2022-09-13,0,12,1
2022-09-14,2,9,5
2022-09-15,0,28,1
2022-09-16,1,15,0
2022-09-17,0,1,1
2022-09-18,0,2,1
2022-09-19,0,16,3
2022-09-20,0,3,0
2022-09-21,0,3,2
2022-09-22,0,5,0
2022-09-23,1,17,2
2022-09-24,0,2,1
2022-09-25,0,0,0
2022-09-26,0,11,1
2022-09-27,0,9,4
2022-09-28,1,6,0
2022-09-29,0,10,0
2022-09-30,0,16,0
2022-10-01,0,3,0
2022-10-02,0,0,0
2022-10-03,0,12,0
2022-10-04,0,17,0
2022-10-05,0,5,0
2022-10-06,0,12,0
2022-10-07,0,26,0
2022-10-08,0,2,5
2022-10-09,0,1,1
2022-10-10,1,14,1
2022-10-11,1,20,3
2022-10-12,1,3,1
2022-10-13,0,10,0
2022-10-14,2,7,3
2022-10-15,0,0,1
2022-10-16,0,0,2
2022-10-17,0,2,1
2022-10-18,1,5,0
2022-10-19,1,6,0
2022-10-20,2,3,0
2022-10-21,1,1,2
2022-10-22,0,0,0
2022-10-23,0,0,3
2022-10-24,0,6,0
2022-10-25,0,12,5
2022-10-26,1,7,2
2022-10-27,1,16,0
2022-10-28,0,9,0
2022-10-29,0,0,0
2022-10-30,0,0,0
2022-10-31,0,14,0
2022-11-01,0,13,0
2022-11-02,0,8,1
2022-11-03,1,18,0
2022-11-04,2,22,0
2022-11-05,0,11,0
2022-11-06,0,1,0
2022-11-07,1,7,0
2022-11-08,0,11,0
2022-11-09,1,5,0
2022-11-10,0,8,0
2022-11-11,1,7,0
2022-11-12,0,0,0
2022-11-13,0,0,0
2022-11-14,6,15,0
2022-11-15,0,10,0
2022-11-16,1,9,0
2022-11-17,0,11,0
2022-11-18,2,6,4
2022-11-19,0,1,0
2022-11-20,0,0,5
2022-11-21,0,9,0
2022-11-22,0,8,3
2022-11-23,1,10,0
2022-11-24,0,4,0
2022-11-25,1,0,1
2022-11-26,0,1,0
2022-11-27,0,3,0
2022-11-28,0,15,0
2022-11-29,0,19,0
2022-11-30,2,9,0
2022-12-01,0,25,0
2022-12-02,1,14,0
2022-12-03,0,3,0
2022-12-04,0,0,0
2022-12-05,0,15,0
2022-12-06,1,10,0
2022-12-07,1,12,0
2022-12-08,1,22,0
2022-12-09,0,21,0
2022-12-10,0,7,0
2022-12-11,0,0,0
2022-12-12,1,7,0
2022-12-13,1,25,0
2022-12-14,0,20,0
2022-12-15,0,22,0
2022-12-16,1,15,0
2022-12-17,0,7,0
2022-12-18,1,2,0
2022-12-19,1,12,0
2022-12-20,1,14,0
2022-12-21,0,9,0
2022-12-22,0,8,0
2022-12-23,0,5,0
2022-12-24,0,0,0
2022-12-25,0,1,0
2022-12-26,0,0,0
2022-12-27,0,7,0
2022-12-28,0,12,0
2022-12-29,0,8,0
2022-12-30,0,2,0
2022-12-31,1,1,0
2023-01-01,1,0,2
2023-01-02,0,2,0
2023-01-03,2,8,1
2023-01-04,8,15,0
2023-01-05,2,5,0
2023-01-06,2,9,0
2023-01-07,0,1,0
2023-01-08,0,0,0
2023-01-09,0,5,0
2023-01-10,1,11,0
2023-01-11,0,9,0
2023-01-12,1,4,0
2023-01-13,0,5,0
2023-01-14,0,8,0
2023-01-15,0,2,0
2023-01-16,0,2,1
2023-01-17,0,16,0
2023-01-18,0,20,0
2023-01-19,0,15,0
2023-01-20,0,17,0
2023-01-21,0,21,0
2023-01-22,0,0,0
2023-01-23,0,4,0
2023-01-24,0,6,0
2023-01-25,0,20,0
2023-01-26,0,12,0
2023-01-27,1,11,0
2023-01-28,0,3,0
2023-01-29,0,1,0
2023-01-30,0,4,0
2023-01-31,3,23,0
2023-02-01,0,13,0
2023-02-02,0,20,1
2023-02-03,0,26,1
2023-02-04,0,3,0
2023-02-05,0,0,0
2023-02-06,0,8,3
2023-02-07,2,18,0
2023-02-08,1,21,0
2023-02-09,2,13,0
2023-02-10,0,23,0
2023-02-11,0,1,0
2023-02-12,0,1,0
2023-02-13,1,10,1
2023-02-14,0,25,2
2023-02-15,0,12,2
2023-02-16,6,23,2
2023-02-17,4,17,0
2023-02-18,5,0,0
2023-02-19,2,0,1
2023-02-20,0,0,0
2023-02-21,0,12,4
2023-02-22,0,8,0
2023-02-23,0,13,1
2023-02-24,0,31,1
2023-02-25,0,5,0
2023-02-26,1,0,0
2023-02-27,0,10,0
2023-02-28,0,19,0
2023-03-01,1,20,3
2023-03-02,0,5,1
2023-03-03,0,7,0
2023-03-04,0,0,0
2023-03-05,0,0,0
2023-03-06,0,30,0
2023-03-07,0,19,0
2023-03-08,1,8,0
2023-03-09,2,6,1
2023-03-10,0,10,0
2023-03-11,0,1,0
2023-03-12,0,0,0
2023-03-13,3,7,0
2023-03-14,0,12,0
2023-03-15,0,5,0
2023-03-16,0,9,0
2023-03-17,0,11,2
2023-03-18,0,2,1
2023-03-19,0,0,0
2023-03-20,0,15,0
2023-03-21,3,21,0
2023-03-22,0,14,0
2023-03-23,1,4,0
2023-03-24,0,6,0
2023-03-25,0,1,0
2023-03-26,0,0,0
2023-03-27,1,7,0
2023-03-28,0,13,0
2023-03-29,0,12,0
2023-03-30,0,10,0
2023-03-31,0,7,0
2023-04-01,0,0,0
2023-04-02,0,0,0
2023-04-03,0,2,0
2023-04-04,0,4,0
2023-04-05,0,2,1
2023-04-06,0,4,2
2023-04-07,0,6,0
2023-04-08,0,0,1
2023-04-09,0,1,1
2023-04-10,0,7,0
2023-04-11,1,6,0
2023-04-12,0,12,0
2023-04-13,0,9,0
2023-04-14,0,11,2
2023-04-15,0,2,0
2023-04-16,0,0,0
2023-04-17,0,14,0
2023-04-18,0,16,0
2023-04-19,0,10,2
2023-04-20,1,16,2
2023-04-21,0,10,0
2023-04-22,0,2,0
2023-04-23,1,0,0
2023-04-24,0,9,0
2023-04-25,0,12,0
2023-04-26,0,11,0
2023-04-27,0,23,6
2023-04-28,0,14,0
2023-04-29,0,5,0
2023-04-30,0,0,0
2023-05-01,0,11,0
2023-05-02,0,20,0
2023-05-03,0,16,0
2023-05-04,0,26,0
2023-05-05,2,13,0
2023-05-06,0,4,0
2023-05-07,0,9,0
2023-05-08,1,18,0
2023-05-09,1,16,0
2023-05-10,1,5,0
2023-05-11,1,10,1
2023-05-12,1,13,0
2023-05-13,0,1,0
2023-05-14,0,7,0
2023-05-15,0,25,1
2023-05-16,0,15,0
2023-05-17,0,5,1
2023-05-18,0,7,0
2023-05-19,0,12,1
2023-05-20,0,1,0
2023-05-21,0,0,0
2023-05-22,0,7,1
2023-05-23,0,29,0
2023-05-24,0,29,0
2023-05-25,2,26,1
2023-05-26,0,21,0
2023-05-27,0,3,0
2023-05-28,0,0,0
2023-05-29,0,0,0
2023-05-30,0,22,0
2023-05-31,3,24,0
2023-06-01,0,13,0
2023-06-02,0,7,0
2023-06-03,0,0,0
2023-06-04,0,0,1
2023-06-05,0,12,0
2023-06-06,0,8,0
2023-06-07,1,6,0
2023-06-08,1,10,0
2023-06-09,0,11,0
2023-06-10,0,0,2
2023-06-11,0,0,0
2023-06-12,0,9,0
2023-06-13,1,8,0
2023-06-14,5,10,0
2023-06-15,2,8,2
2023-06-16,4,11,1
2023-06-17,0,1,1
2023-06-18,0,1,0
2023-06-19,1,3,0
2023-06-20,0,12,0
2023-06-21,1,9,2
2023-06-22,0,14,5
2023-06-23,0,12,0
2023-06-24,0,0,0
2023-06-25,0,0,0
2023-06-26,1,11,0
2023-06-27,0,7,2
2023-06-28,0,7,0
2023-06-29,0,8,1
2023-06-30,0,10,0
2023-07-01,0,3,0
2023-07-02,0,1,0
2023-07-03,0,3,0
2023-07-04,0,2,0
2023-07-05,0,7,1
2023-07-06,0,15,1
2023-07-07,0,7,2
2023-07-08,3,2,2
