,typesense/typesense,elastic/elasticsearch,meilisearch/meilisearch
2018-09-18,0.0,33,1.0
2018-09-19,0.0,32,0.0
2018-09-20,0.0,32,1.0
2018-09-21,0.0,12,3.0
2018-09-22,0.0,8,0.0
2018-09-23,0.0,0,0.0
2018-09-24,0.0,24,3.0
2018-09-25,0.0,27,1.0
2018-09-26,0.0,26,2.0
2018-09-27,0.0,20,3.0
2018-09-28,0.0,30,0.0
2018-09-29,0.0,3,0.0
2018-09-30,0.0,5,0.0
2018-10-01,0.0,14,0.0
2018-10-02,0.0,33,0.0
2018-10-03,0.0,21,1.0
2018-10-04,0.0,22,1.0
2018-10-05,0.0,23,0.0
2018-10-06,0.0,6,0.0
2018-10-07,0.0,0,0.0
2018-10-08,0.0,7,0.0
2018-10-09,0.0,1,1.0
2018-10-10,0.0,4,1.0
2018-10-11,0.0,4,2.0
2018-10-12,0.0,6,0.0
2018-10-13,0.0,1,0.0
2018-10-14,0.0,4,0.0
2018-10-15,0.0,20,0.0
2018-10-16,0.0,32,0.0
2018-10-17,0.0,26,3.0
2018-10-18,0.0,22,3.0
2018-10-19,0.0,34,0.0
2018-10-20,0.0,16,0.0
2018-10-21,0.0,3,4.0
2018-10-22,0.0,19,0.0
2018-10-23,0.0,44,0.0
2018-10-24,0.0,37,0.0
2018-10-25,0.0,36,0.0
2018-10-26,0.0,38,0.0
2018-10-27,0.0,3,0.0
2018-10-28,0.0,3,0.0
2018-10-29,0.0,31,0.0
2018-10-30,0.0,35,0.0
2018-10-31,0.0,24,0.0
2018-11-01,0.0,27,0.0
2018-11-02,0.0,26,0.0
2018-11-03,0.0,2,0.0
2018-11-04,0.0,2,0.0
2018-11-05,0.0,21,0.0
2018-11-06,0.0,30,0.0
2018-11-07,0.0,26,0.0
2018-11-08,0.0,39,0.0
2018-11-09,0.0,17,0.0
2018-11-10,0.0,3,0.0
2018-11-11,0.0,1,0.0
2018-11-12,0.0,19,0.0
2018-11-13,0.0,29,0.0
2018-11-14,0.0,26,0.0
2018-11-15,0.0,24,0.0
2018-11-16,0.0,23,0.0
2018-11-17,0.0,3,0.0
2018-11-18,0.0,1,0.0
2018-11-19,0.0,23,0.0
2018-11-20,0.0,24,0.0
2018-11-21,0.0,39,0.0
2018-11-22,0.0,13,0.0
2018-11-23,0.0,15,0.0
2018-11-24,0.0,3,0.0
2018-11-25,0.0,1,0.0
2018-11-26,0.0,30,0.0
2018-11-27,0.0,41,0.0
2018-11-28,0.0,30,0.0
2018-11-29,0.0,38,0.0
2018-11-30,0.0,32,0.0
2018-12-01,0.0,5,0.0
2018-12-02,0.0,2,22.0
2018-12-03,0.0,22,0.0
2018-12-04,0.0,23,0.0
2018-12-05,0.0,38,0.0
2018-12-06,0.0,28,11.0
2018-12-07,0.0,38,8.0
2018-12-08,0.0,4,0.0
2018-12-09,0.0,7,5.0
2018-12-10,0.0,27,10.0
2018-12-11,0.0,38,4.0
2018-12-12,0.0,27,0.0
2018-12-13,0.0,29,3.0
2018-12-14,0.0,33,0.0
2018-12-15,0.0,3,2.0
2018-12-16,0.0,2,0.0
2018-12-17,0.0,29,4.0
2018-12-18,0.0,42,4.0
2018-12-19,0.0,52,2.0
2018-12-20,0.0,24,0.0
2018-12-21,0.0,17,0.0
2018-12-22,0.0,5,0.0
2018-12-23,0.0,9,0.0
2018-12-24,0.0,6,4.0
2018-12-25,0.0,0,0.0
2018-12-26,0.0,0,0.0
2018-12-27,0.0,8,3.0
2018-12-28,0.0,11,4.0
2018-12-29,0.0,0,7.0
2018-12-30,0.0,0,0.0
2018-12-31,0.0,7,13.0
2019-01-01,0.0,1,6.0
2019-01-02,0.0,23,5.0
2019-01-03,0.0,25,0.0
2019-01-04,0.0,19,0.0
2019-01-05,0.0,2,1.0
2019-01-06,0.0,1,21.0
2019-01-07,0.0,32,1.0
2019-01-08,0.0,21,4.0
2019-01-09,0.0,36,3.0
2019-01-10,0.0,30,12.0
2019-01-11,0.0,35,0.0
2019-01-12,0.0,3,6.0
2019-01-13,0.0,3,0.0
2019-01-14,0.0,22,5.0
2019-01-15,0.0,43,1.0
2019-01-16,0.0,23,2.0
2019-01-17,0.0,20,0.0
2019-01-18,0.0,29,0.0
2019-01-19,0.0,2,0.0
2019-01-20,0.0,3,0.0
2019-01-21,0.0,22,0.0
2019-01-22,0.0,30,0.0
2019-01-23,0.0,32,1.0
2019-01-24,0.0,46,1.0
2019-01-25,0.0,45,4.0
2019-01-26,0.0,6,0.0
2019-01-27,0.0,6,0.0
2019-01-28,0.0,25,2.0
2019-01-29,0.0,32,0.0
2019-01-30,0.0,46,2.0
2019-01-31,0.0,43,0.0
2019-02-01,0.0,56,0.0
2019-02-02,0.0,10,7.0
2019-02-03,0.0,8,8.0
2019-02-04,0.0,37,0.0
2019-02-05,0.0,50,0.0
2019-02-06,0.0,19,5.0
2019-02-07,0.0,0,4.0
2019-02-08,0.0,18,0.0
2019-02-09,2.0,8,0.0
2019-02-10,-0.6000000000000001,1,2.0
2019-02-11,-0.20999999999999985,32,6.0
2019-02-12,-0.11899999999999994,25,5.0
2019-02-13,-0.080325,15,3.0
2019-02-14,-0.05944049999999999,21,0.0
2019-02-15,-0.04656172499999999,38,0.0
2019-02-16,-0.037914547500000007,8,0.0
2019-02-17,-0.03175343353125009,1,8.0
2019-02-18,-0.027166826465625047,27,4.0
2019-02-19,0.0,35,0.0
2019-02-20,0.0,38,1.0
2019-02-21,0.0,20,14.0
2019-02-22,0.0,22,10.0
2019-02-23,0.0,2,6.0
2019-02-24,0.0,0,4.0
2019-02-25,0.0,24,2.0
2019-02-26,0.0,17,0.0
2019-02-27,0.0,31,0.0
2019-02-28,0.0,17,0.0
2019-03-01,0.0,17,0.0
2019-03-02,0.0,3,0.0
2019-03-03,0.0,1,0.0
2019-03-04,0.0,35,0.0
2019-03-05,0.0,26,6.0
2019-03-06,0.0,19,0.0
2019-03-07,0.0,20,0.0
2019-03-08,0.0,23,0.0
2019-03-09,0.0,3,0.0
2019-03-10,0.0,3,4.0
2019-03-11,0.0,18,0.0
2019-03-12,0.0,22,0.0
2019-03-13,0.0,17,0.0
2019-03-14,0.0,21,0.0
2019-03-15,0.0,27,0.0
2019-03-16,0.0,5,0.0
2019-03-17,0.0,5,0.0
2019-03-18,0.0,23,0.0
2019-03-19,0.0,23,0.0
2019-03-20,0.0,28,0.0
2019-03-21,0.0,28,0.0
2019-03-22,0.0,18,0.0
2019-03-23,0.0,10,0.0
2019-03-24,0.0,0,3.0
2019-03-25,0.0,9,0.0
2019-03-26,0.0,28,0.0
2019-03-27,0.0,38,0.0
2019-03-28,0.0,30,0.0
2019-03-29,0.0,24,0.0
2019-03-30,0.0,6,0.0
2019-03-31,0.0,1,0.0
2019-04-01,0.0,26,0.0
2019-04-02,0.0,22,0.0
2019-04-03,0.0,22,0.0
2019-04-04,0.0,27,0.0
2019-04-05,0.0,24,0.0
2019-04-06,0.0,3,0.0
2019-04-07,0.0,5,0.0
2019-04-08,0.0,32,0.0
2019-04-09,0.0,25,0.0
2019-04-10,0.0,25,0.0
2019-04-11,0.0,17,0.0
2019-04-12,0.0,16,0.0
2019-04-13,0.0,0,1.0
2019-04-14,0.0,2,0.0
2019-04-15,0.0,14,1.0
2019-04-16,0.0,21,0.0
2019-04-17,0.0,23,0.0
2019-04-18,0.0,23,0.0
2019-04-19,0.0,23,0.0
2019-04-20,0.0,3,0.0
2019-04-21,0.0,0,0.0
2019-04-22,1.0,12,0.0
2019-04-23,1.7,18,0.0
2019-04-24,-0.7050000000000001,16,0.0
2019-04-25,-0.26949999999999985,22,0.0
2019-04-26,-0.15916249999999993,19,0.0
2019-04-27,-0.11004524999999998,3,0.0
2019-04-28,0.9172786375,1,0.0
2019-04-29,0.63448100125,17,45.0
2019-04-30,0.541208735734375,20,0.0
2019-05-01,-0.5098368467640626,20,0.0
2019-05-02,-0.23182932646562493,21,2.0
2019-05-03,-0.12938274999999996,15,0.0
2019-05-04,0.9068363875000001,5,0.0
2019-05-05,-0.37195838625000005,1,0.0
2019-05-06,-0.16311485301562498,22,2.0
2019-05-07,-0.10791740374843754,25,0.0
2019-05-08,-0.06962262999843757,27,0.0
2019-05-09,-0.04330366323281252,36,0.0
2019-05-10,-0.023280862499999996,25,0.0
2019-05-11,2.98104272625,0,0.0
2019-05-12,-0.9158767167656252,2,0.0
2019-05-13,-0.3285834132328123,1,0.0
2019-05-14,1.8215000000000001,9,0.0
2019-05-15,-0.7204875000000001,8,19.0
2019-05-16,-0.29916074999999986,7,10.0
2019-05-17,-0.18884258749999994,4,0.0
2019-05-18,-0.13719682125,2,0.0
2019-05-19,-0.10707065029687513,1,0.0
2019-05-20,-0.08731196469843756,19,6.0
2019-05-21,-0.037914547500000007,34,8.0
2019-05-22,-0.03175343353125009,44,4.0
2019-05-23,-0.027166826465625047,28,3.0
2019-05-24,0.0,34,2.0
2019-05-25,1.0,8,1.0
2019-05-26,1.7,2,1.0
2019-05-27,0.29499999999999993,10,0.0
2019-05-28,-0.5694999999999999,32,1.0
2019-05-29,-0.26416249999999986,19,2.0
2019-05-30,-0.16954524999999995,27,0.0
2019-05-31,1.8771161375,17,0.0
2019-06-01,-0.6952392487500001,1,0.0
2019-06-02,0.7129278732343751,1,0.0
2019-06-03,-0.4832941205140626,21,1.0
2019-06-04,-0.22836854323125,14,0.0
2019-06-05,-0.13252391323281248,28,0.0
2019-06-06,-0.08672422499999999,24,0.0
2019-06-07,0.9323652025,17,0.0
2019-06-08,-0.35503429603125014,3,0.0
2019-06-09,-0.15112410021562497,3,0.0
2019-06-10,-0.07537671676562502,34,0.0
2019-06-11,-0.05374591323281252,30,0.0
2019-06-12,0.97027975,22,0.0
2019-06-13,-0.32328086250000004,27,0.0
2019-06-14,0.8760427262500001,15,0.0
2019-06-15,-0.37537671676562506,0,0.0
2019-06-16,-0.15874591323281245,1,0.0
2019-06-17,-0.08922024999999997,14,0.0
2019-06-18,-0.06344336249999999,23,2.0
2019-06-19,-0.04867752375,24,0.0
2019-06-20,-0.03915757926562504,31,0.0
2019-06-21,-0.032540686982812525,20,0.0
2019-06-22,-0.015876716765625045,1,2.0
2019-06-23,-0.013583413232812524,2,0.0
2019-06-24,0.0,26,0.0
2019-06-25,1.0,37,2.0
2019-06-26,0.7,25,17.0
2019-06-27,-0.40499999999999997,25,1.0
2019-06-28,-0.1644999999999999,21,5.0
2019-06-29,-0.09966249999999996,5,0.0
2019-06-30,-0.06988275,7,0.0
2019-07-01,-0.05300111249999999,27,6.0
2019-07-02,-0.04223813625,23,0.0
2019-07-03,-0.03483399051562505,27,0.0
2019-07-04,-0.02946012999843757,18,0.0
2019-07-05,-0.013583413232812524,20,0.0
2019-07-06,0.0,0,0.0
2019-07-07,0.0,0,0.0
2019-07-08,0.0,16,0.0
2019-07-09,1.0,23,0.0
2019-07-10,-0.30000000000000004,33,0.0
2019-07-11,-0.10499999999999993,29,0.0
2019-07-12,-0.05949999999999997,38,0.0
2019-07-13,-0.0401625,4,0.0
2019-07-14,-0.029720249999999997,3,0.0
2019-07-15,-0.023280862499999996,36,0.0
2019-07-16,-0.018957273750000003,34,0.0
2019-07-17,-0.015876716765625045,38,0.0
2019-07-18,-0.013583413232812524,32,0.0
2019-07-19,0.0,18,0.0
2019-07-20,0.0,4,0.0
2019-07-21,0.0,3,0.0
2019-07-22,0.0,26,0.0
2019-07-23,0.0,21,0.0
2019-07-24,0.0,26,0.0
2019-07-25,0.0,25,0.0
2019-07-26,0.0,17,0.0
2019-07-27,0.0,0,0.0
2019-07-28,0.0,2,0.0
2019-07-29,0.0,28,0.0
2019-07-30,0.0,22,0.0
2019-07-31,0.0,17,0.0
2019-08-01,0.0,25,0.0
2019-08-02,0.0,19,0.0
2019-08-03,0.0,3,0.0
2019-08-04,0.0,4,0.0
2019-08-05,0.0,14,0.0
2019-08-06,0.0,27,0.0
2019-08-07,0.0,21,0.0
2019-08-08,0.0,35,0.0
2019-08-09,0.0,19,0.0
2019-08-10,1.0,2,0.0
2019-08-11,-0.30000000000000004,4,0.0
2019-08-12,-0.10499999999999993,27,0.0
2019-08-13,-0.05949999999999997,33,0.0
2019-08-14,-0.0401625,28,0.0
2019-08-15,-0.029720249999999997,19,0.0
2019-08-16,-0.023280862499999996,31,14.0
2019-08-17,2.98104272625,2,0.0
2019-08-18,0.08412328323437479,0,0.0
2019-08-19,-0.6285834132328123,10,3.0
2019-08-20,-0.28349999999999986,25,0.0
2019-08-21,-0.17998749999999997,32,0.0
2019-08-22,-0.12932324999999997,29,0.0
2019-08-23,-0.09956283749999997,26,0.0
2019-08-24,-0.08015268375000001,4,0.0
2019-08-25,-0.06658742404687513,2,0.0
2019-08-26,-0.056626956464062614,29,0.0
2019-08-27,-0.013583413232812524,12,0.0
2019-08-28,0.0,19,3.0
2019-08-29,0.0,36,4.0
2019-08-30,0.0,11,5.0
2019-08-31,0.0,3,0.0
2019-09-01,0.0,1,2.0
2019-09-02,0.0,11,2.0
2019-09-03,1.0,16,1.0
2019-09-04,0.7,35,2.0
2019-09-05,-0.40499999999999997,23,19.0
2019-09-06,-0.1644999999999999,19,0.0
2019-09-07,0.9003375,4,0.0
2019-09-08,-0.36988275000000004,0,0.0
2019-09-09,-0.15800111249999993,22,0.0
2019-09-10,0.8982618637500001,27,0.0
2019-09-11,0.6250035094843749,43,0.0
2019-09-12,-0.46418037999843753,15,1.0
2019-09-13,-0.2013642757328124,9,0.0
2019-09-14,-0.11861977374999996,0,6.0
2019-09-15,-0.08575946676562504,2,0.0
2019-09-16,-0.06658452573281251,18,9.0
2019-09-17,0.95776186375,17,7.0
2019-09-18,-0.3348339905156251,25,8.0
2019-09-19,-0.13446012999843748,24,15.0
2019-09-20,-0.07308341323281249,21,0.0
2019-09-21,-0.0401625,0,0.0
2019-09-22,-0.029720249999999997,1,0.0
2019-09-23,-0.023280862499999996,26,0.0
2019-09-24,-0.018957273750000003,27,7.0
2019-09-25,4.984123283234375,47,0.0
2019-09-26,-0.5135834132328128,14,2.0
2019-09-27,-0.8249999999999997,24,0.0
2019-09-28,1.5975000000000001,4,0.0
2019-09-29,-0.8603125,0,0.0
2019-09-30,0.6012362500000001,35,0.0
2019-10-01,-0.5651245625,32,0.0
2019-10-02,-0.3033922312499999,24,2.0
2019-10-03,0.7827186424218748,19,6.0
2019-10-04,-0.4705180079296877,33,8.0
2019-10-05,-0.18621821073281244,7,0.0
2019-10-06,0.8854657039687499,0,0.0
2019-10-07,-0.3862866002156251,27,6.0
2019-10-08,-0.15059696676562495,18,10.0
2019-10-09,-0.09636427573281249,25,15.0
2019-10-10,-0.05911977375,23,16.0
2019-10-11,-0.04559696676562504,26,7.0
2019-10-12,-0.03686427573281252,5,0.0
2019-10-13,1.98104272625,6,0.0
2019-10-14,-0.6158767167656252,31,5.0
2019-10-15,-0.2235834132328124,32,8.0
2019-10-16,-0.11899999999999994,15,4.0
2019-10-17,-0.080325,14,10.0
2019-10-18,1.9405595,19,7.0
2019-10-19,-0.6465617250000001,1,0.0
2019-10-20,-0.24791454749999986,0,0.0
2019-10-21,-0.15075343353125004,22,3.0
2019-10-22,-0.10749182646562504,16,4.0
2019-10-23,-0.05944049999999999,27,9.0
2019-10-24,-0.04656172499999999,22,2.0
2019-10-25,-0.037914547500000007,21,0.0
2019-10-26,2.96824656646875,1,4.0
2019-10-27,1.0728331735343748,0,0.0
2019-10-28,-0.9149999999999998,21,5.0
2019-10-29,0.6115000000000003,41,9.0
2019-10-30,-0.5394875,26,6.0
2019-10-31,-0.2744857499999999,36,12.0
2019-11-01,-0.18878308749999995,23,0.0
2019-11-02,-0.14359604625,2,0.0
2019-11-03,0.8847350522031249,0,0.0
2019-11-04,-0.3957845357296877,5,14.0
2019-11-05,-0.15112410021562497,6,13.0
2019-11-06,-0.07537671676562502,5,6.0
2019-11-07,-0.05374591323281252,8,0.0
2019-11-08,-0.029720249999999997,3,0.0
2019-11-09,-0.023280862499999996,2,6.0
2019-11-10,-0.018957273750000003,0,5.0
2019-11-11,-0.015876716765625045,20,4.0
2019-11-12,0.9864165867671875,18,10.0
2019-11-13,0.7,20,10.0
2019-11-14,0.595,22,2.0
2019-11-15,-0.4644999999999999,25,2.0
2019-11-16,-0.2046624999999999,1,0.0
2019-11-17,-0.12938274999999996,2,10.0
2019-11-18,-0.09316361249999999,26,4.0
2019-11-19,1.92804161375,28,5.0
2019-11-20,0.3418851469843749,22,30.0
2019-11-21,-0.5584174037484375,26,6.0
2019-11-22,-0.2534601299984374,32,11.0
2019-11-23,-0.15340841323281248,1,0.0
2019-11-24,-0.099603,1,0.0
2019-11-25,-0.07628197499999999,16,13.0
2019-11-26,-0.061195410000000006,21,5.0
2019-11-27,-0.05071070728125009,19,8.0
2019-11-28,-0.04304354323125009,12,14.0
2019-11-29,-0.013583413232812524,14,10.0
2019-11-30,0.0,0,0.0
2019-12-01,0.0,0,0.0
2019-12-02,0.0,14,5.0
2019-12-03,0.0,11,2.0
2019-12-04,0.0,20,4.0
2019-12-05,0.0,9,6.0
2019-12-06,0.0,22,2.0
2019-12-07,0.0,1,4.0
2019-12-08,0.0,1,4.0
2019-12-09,1.0,20,6.0
2019-12-10,-0.30000000000000004,15,5.0
2019-12-11,-0.10499999999999993,16,0.0
2019-12-12,-0.05949999999999997,26,8.0
2019-12-13,-0.0401625,15,36.0
2019-12-14,-0.029720249999999997,0,0.0
2019-12-15,1.9767191375,3,0.0
2019-12-16,-0.6189572737500001,16,0.0
2019-12-17,-0.2258767167656249,17,4.0
2019-12-18,-0.13258341323281247,22,2.0
2019-12-19,-0.080325,22,2.0
2019-12-20,-0.05944049999999999,29,2.0
2019-12-21,-0.04656172499999999,0,0.0
2019-12-22,-0.037914547500000007,0,0.0
2019-12-23,-0.03175343353125009,7,0.0
2019-12-24,-0.027166826465625047,9,0.0
2019-12-25,0.0,0,0.0
2019-12-26,0.0,7,0.0
2019-12-27,0.0,2,0.0
2019-12-28,0.0,0,0.0
2019-12-29,0.0,1,0.0
2019-12-30,0.0,5,14.0
2019-12-31,0.0,0,4.0
2020-01-01,0.0,0,0.0
2020-01-02,0.0,12,0.0
2020-01-03,0.0,21,0.0
2020-01-04,0.0,0,0.0
2020-01-05,0.0,2,0.0
2020-01-06,0.0,31,0.0
2020-01-07,0.0,20,2.0
2020-01-08,0.0,34,7.0
2020-01-09,0.0,25,3.0
2020-01-10,0.0,21,0.0
2020-01-11,0.0,1,0.0
2020-01-12,0.0,1,0.0
2020-01-13,0.0,24,2.0
2020-01-14,0.0,47,6.0
2020-01-15,0.0,27,2.0
2020-01-16,0.0,24,10.0
2020-01-17,0.0,23,1.0
2020-01-18,0.0,0,0.0
2020-01-19,0.0,0,4.0
2020-01-20,0.0,21,0.0
2020-01-21,0.0,13,2.0
2020-01-22,0.0,28,3.0
2020-01-23,0.0,19,1.0
2020-01-24,0.0,30,2.0
2020-01-25,0.0,4,0.0
2020-01-26,0.0,0,0.0
2020-01-27,0.0,27,0.0
2020-01-28,0.0,30,0.0
2020-01-29,0.0,22,0.0
2020-01-30,5.0,30,2.0
2020-01-31,-1.5000000000000002,33,0.0
2020-02-01,-0.5249999999999997,3,0.0
2020-02-02,-0.2974999999999999,5,0.0
2020-02-03,0.7991875,22,0.0
2020-02-04,-0.44860125000000006,17,0.0
2020-02-05,-0.22140431249999992,27,0.0
2020-02-06,-0.15428636874999999,22,0.0
2020-02-07,-0.11954608382812523,31,0.0
2020-02-08,-0.09763731616406263,7,0.0
2020-02-09,-0.023280862499999996,5,0.0
2020-02-10,1.98104272625,30,4.0
2020-02-11,0.38412328323437483,25,53.0
2020-02-12,0.47641658676718757,31,2.0
2020-02-13,-0.5239999999999999,15,2.0
2020-02-14,-0.2448249999999999,17,3.0
2020-02-15,0.840897,3,0.0
2020-02-16,2.583555525,3,0.0
2020-02-17,-0.09591566000000018,9,2.0
2020-02-18,1.2515084302187502,21,0.0
2020-02-19,1.01433668301875,25,0.0
2020-02-20,0.9508321200015626,26,0.0
2020-02-21,0.9048124742671877,24,0.0
2020-02-22,0.8721548887500001,3,0.0
2020-02-23,0.8352050994843752,3,0.0
2020-02-24,-1.1954980622796876,25,0.0
2020-02-25,0.3901312710359377,29,3.0
2020-02-26,0.3114213807359374,30,0.0
2020-02-27,2.311837967503125,27,9.0
2020-02-28,-1.2673370324968751,14,3.0
2020-02-29,-0.5580590324968748,3,0.0
2020-03-01,0.654782442503125,1,0.0
2020-03-02,0.4675911275031248,26,2.0
2020-03-03,-0.5635657127156251,27,1.0
2020-03-04,1.730823421984375,24,1.0
2020-03-05,2.2140055487515626,28,1.0
2020-03-06,1.7589036864703123,17,12.0
2020-03-07,0.5722486478015627,3,0.0
2020-03-08,-0.21606313624999984,3,0.0
2020-03-09,0.09673800948437516,30,3.0
2020-03-10,-0.8096701049984374,26,5.0
2020-03-11,2.5446737017671874,30,5.0
2020-03-12,-1.2175708422812503,21,0.0
2020-03-13,-0.5631132730124999,25,0.0
2020-03-14,-0.3577960499953126,2,0.0
2020-03-15,3.7647706905203124,0,0.0
2020-03-16,-1.3511615669812502,25,4.0
2020-03-17,2.4806972825015627,21,0.0
2020-03-18,0.7915447655171874,41,0.0
2020-03-19,-1.123280150296875,30,2.0
2020-03-20,1.4518687603015628,30,2.0
2020-03-21,0.06738905000000006,2,0.0
2020-03-22,1.244685155,0,0.0
2020-03-23,2.9832100454374997,59,0.0
2020-03-24,-1.7075921991812502,57,3.0
2020-03-25,2.275852302203125,33,10.0
2020-03-26,3.6328893517703125,38,22.0
2020-03-27,-1.1234527364656248,25,16.0
2020-03-28,-1.2196534322812496,8,3.0
2020-03-29,-0.6970690407312499,2,0.0
2020-03-30,1.5293608082359373,26,1.0
2020-03-31,-0.9492800310281253,33,11.0
2020-04-01,1.53266996331875,35,9.0
2020-04-02,3.115302618453125,29,6.0
2020-04-03,-1.6294160972765628,26,5.0
2020-04-04,1.3177657170703128,8,4.0
2020-04-05,0.02152986176718752,1,6.0
2020-04-06,-0.7680050474999999,33,3.0
2020-04-07,-0.4211961585312499,40,1.0
2020-04-08,-0.29802982396562494,34,0.0
2020-04-09,0.79281447146875,14,10.0
2020-04-10,-0.46695566852812526,29,13.0
2020-04-11,-0.22052906293125002,0,0.0
2020-04-12,-0.11021070728125007,1,0.0
2020-04-13,-0.08320604323125008,18,0.0
2020-04-14,-0.04330366323281252,23,0.0
2020-04-15,-0.023280862499999996,38,2.0
2020-04-16,-0.018957273750000003,32,2.0
2020-04-17,1.984123283234375,31,0.0
2020-04-18,1.3864165867671874,3,0.0
2020-04-19,-0.8099999999999999,1,0.0
2020-04-20,-0.3289999999999998,25,1.0
2020-04-21,-0.19932499999999992,28,2.0
2020-04-22,-0.1397655,29,2.0
2020-04-23,-0.10600222499999998,22,0.0
2020-04-24,-0.0844762725,30,1.0
2020-04-25,-0.0696679810312501,3,0.0
2020-04-26,-0.05892025999687514,1,0.0
2020-04-27,0.9728331735343749,22,4.0
2020-04-28,-0.30000000000000004,29,28.0
2020-04-29,-0.10499999999999993,38,7.0
2020-04-30,0.9405,35,5.0
2020-05-01,0.6598375,2,1.0
2020-05-02,-0.43472025,0,0.0
2020-05-03,-0.1877808624999999,2,0.0
2020-05-04,-0.11861977374999996,31,2.0
2020-05-05,3.914240533234375,57,0.0
2020-05-06,-1.2665845257328128,29,0.0
2020-05-07,0.5377618637500003,22,6.0
2020-05-08,-0.572833990515625,23,0.0
2020-05-09,0.7048898700015624,1,0.0
2020-05-10,1.5080355867671875,0,0.0
2020-05-11,-0.83828595,30,10.0
2020-05-12,0.6249506550000001,38,10.0
2020-05-13,0.45404977043749983,37,10.0
2020-05-14,2.41166382331875,30,8.0
2020-05-15,-1.163098079265625,27,2.0
2020-05-16,-0.49376491198281225,3,0.0
2020-05-17,-0.30217401426562496,3,0.0
2020-05-18,2.7811745407359374,21,2.0
2020-05-19,-1.0585657127156252,20,18.0
2020-05-20,0.5803234219843751,19,11.0
2020-05-21,3.4351680487515623,14,0.0
2020-05-22,-0.4867010635296878,2,7.0
2020-05-23,2.0905890103015627,1,4.0
2020-05-24,-1.3530050875,0,0.0
2020-05-25,-0.6217420712499997,13,5.0
2020-05-26,1.591545487203125,25,12.0
2020-05-27,0.09696128655156233,30,4.0
2020-05-28,-0.7141474242656249,23,21.0
2020-05-29,0.6101098584546875,27,4.0
2020-05-30,2.4330928090531247,2,3.0
2020-05-31,2.8341834364703122,0,14.0
2020-06-01,-0.6915322146984375,14,7.0
2020-06-02,-0.9998579099999997,32,5.0
2020-06-03,-0.5439184572812499,13,9.0
2020-06-04,-0.37563515573125006,25,16.0
2020-06-05,1.7385732255171875,24,8.0
2020-06-06,2.204407761984375,3,2.0
2020-06-07,-0.2703235210296877,0,0.0
2020-06-08,-0.8572143805109376,22,0.0
2020-06-09,-0.434035369696875,27,3.0
2020-06-10,3.7469885867671877,18,9.0
2020-06-11,-1.3758849750000002,28,2.0
2020-06-12,2.4425226150000006,31,3.0
2020-06-13,0.7500938827187498,1,1.0
2020-06-14,2.8305957494875003,1,2.0
2020-06-15,-1.7640079564640625,26,15.0
2020-06-16,0.2338056367671879,23,2.0
2020-06-17,-0.7833148449999999,31,0.0
