,RevenueCat/purchases-ios,apphud/ApphudSDK,bizz84/swiftystorekit
2020-05-30,-0.08000000000000007,0,5
2020-05-31,-0.048000000000000036,2,1
2020-06-01,-0.03360000000000001,0,0
2020-06-02,-0.025536000000000014,0,0
2020-06-03,-0.02042880000000001,0,0
2020-06-04,-0.01692672000000001,0,0
2020-06-05,1.985612288,0,1
2020-06-06,-0.4124693503999999,0,5
2020-06-07,-0.16000000000000014,0,4
2020-06-08,1.904,0,0
2020-06-09,2.5328,0,0
2020-06-10,-0.811072,0,0
2020-06-11,-0.3768576000000003,0,0
2020-06-12,-0.24505344000000015,0,0
2020-06-13,-0.18064742399999995,0,0
2020-06-14,-0.1424043008,0,0
2020-06-15,-0.09513984000000006,0,0
2020-06-16,-0.07955558399999992,0,0
2020-06-17,-0.06810183679999975,0,0
2020-06-18,-0.03740805119999989,1,0
2020-06-19,0.0,2,0
2020-06-20,2.0,0,0
2020-06-21,-0.3999999999999999,0,0
2020-06-22,-0.16000000000000014,0,0
2020-06-23,-0.09600000000000007,0,1
2020-06-24,-0.06720000000000002,0,0
2020-06-25,-0.05107200000000003,1,4
2020-06-26,-0.04085760000000002,0,5
2020-06-27,-0.03385344000000002,0,0
2020-06-28,-0.02877542399999988,1,0
2020-06-29,-0.02493870079999993,0,0
2020-06-30,0.0,0,0
2020-07-01,1.0,0,0
2020-07-02,-0.19999999999999996,0,0
2020-07-03,-0.08000000000000007,0,0
2020-07-04,-0.048000000000000036,0,0
2020-07-05,-0.03360000000000001,0,0
2020-07-06,-0.025536000000000014,0,0
2020-07-07,-0.02042880000000001,0,0
2020-07-08,0.9830732799999999,0,0
2020-07-09,1.785612288,0,0
2020-07-10,-0.49246935039999995,0,0
2020-07-11,-0.20800000000000018,0,0
2020-07-12,-0.12960000000000008,0,0
2020-07-13,1.907264,0,0
2020-07-14,-0.47150079999999994,0,0
2020-07-15,-0.21778432000000017,1,0
2020-07-16,-0.14424115200000004,6,0
2020-07-17,0.8915552256000001,0,0
2020-07-18,-0.2760107007999999,0,1
2020-07-19,-0.12085760000000009,0,6
2020-07-20,-0.08185344000000006,0,1
2020-07-21,-0.06237542399999989,2,0
2020-07-22,3.9495252992000003,0,1
2020-07-23,1.1795712000000003,0,0
2020-07-24,-0.7369267200000003,0,0
2020-07-25,2.6336122879999997,0,0
2020-07-26,-0.8428693504,0,0
2020-07-27,-0.40934400000000026,0,0
2020-07-28,1.7232127999999998,0,0
2020-07-29,-0.60936448,0,0
2020-07-30,-0.32801228799999993,0,0
2020-07-31,0.7640607744000001,0,0
2020-08-01,0.6570811392,0,0
2020-08-02,-0.37423513599999986,0,0
2020-08-03,-0.2062656512,0,0
2020-08-04,4.8845465599999995,0,0
2020-08-05,0.9120885760000004,0,0
2020-08-06,0.12909649919999977,0,0
2020-08-07,0.3626444799999997,0,0
2020-08-08,-0.5753144320000001,0,0
2020-08-09,-0.34973706240000013,0,0
2020-08-10,-0.2472853504000001,1,0
2020-08-11,1.8153728,0,0
2020-08-12,-0.5517567999999997,0,0
2020-08-13,-0.28847769599999984,0,0
2020-08-14,-0.15225313279999997,0,0
2020-08-15,-0.09405706239999992,0,7
2020-08-16,-0.06354135039999999,0,0
2020-08-17,-0.04085760000000002,0,0
2020-08-18,-0.03385344000000002,1,0
2020-08-19,-0.02877542399999988,0,0
2020-08-20,0.9750612992000001,0,0
2020-08-21,-0.19999999999999996,0,0
2020-08-22,-0.08000000000000007,0,0
2020-08-23,-0.048000000000000036,0,0
2020-08-24,-0.03360000000000001,0,0
2020-08-25,-0.025536000000000014,0,0
2020-08-26,4.9795712,0,0
2020-08-27,-0.01692671999999984,0,0
2020-08-28,0.3856122879999997,0,0
2020-08-29,-0.5324693504000002,0,0
2020-08-30,-0.29600000000000015,0,0
2020-08-31,1.7907199999999999,1,0
2020-09-01,1.43872,0,0
2020-09-02,2.3094016,0,0
2020-09-03,-0.9652940799999998,2,0
2020-09-04,0.5031388159999999,0,0
2020-09-05,-0.4891290624,0,0
2020-09-06,-0.2851989504000001,0,0
2020-09-07,-0.19931904000000011,0,0
2020-09-08,-0.15751526399999993,0,0
2020-09-09,0.8699697152000001,0,2
2020-09-10,3.7114693632000004,0,0
2020-09-11,-0.9343347711999999,1,0
2020-09-12,-0.38238771200000027,0,0
2020-09-13,-0.2380693504000001,0,0
2020-09-14,2.840064,0,0
2020-09-15,0.2774272000000001,0,0
2020-09-16,3.4613580799999997,0,0
2020-09-17,3.893905408,0,0
2020-09-18,-1.5388201983999998,0,0
2020-09-19,-0.7520854016000004,0,0
2020-09-20,-0.46122240000000025,0,1
2020-09-21,-0.34135296000000015,0,3
2020-09-22,0.730514944,0,0
2020-09-23,-0.4216466431999999,0,0
2020-09-24,-0.23465379839999984,0,0
2020-09-25,3.8301840384000005,0,0
2020-09-26,-0.8959467519999996,0,0
2020-09-27,-0.3455360000000003,0,0
2020-09-28,0.7875711999999999,0,1
2020-09-29,-0.35132672,0,0
2020-09-30,2.803468288,0,0
2020-10-01,-0.7421845504,0,0
2020-10-02,-0.34130688000000026,0,0
2020-10-03,-0.22708684799999987,0,0
2020-10-04,-0.1711062015999999,0,0
2020-10-05,-0.09353472000000004,0,0
2020-10-06,-0.07567411199999997,0,0
2020-10-07,0.9367504896,0,0
2020-10-08,0.7568368640000003,0,0
2020-10-09,0.6825919488000001,0,0
2020-10-10,-0.32800000000000007,0,0
2020-10-11,-0.16160000000000013,0,0
2020-10-12,-0.10713600000000006,1,0
2020-10-13,-0.07956480000000005,0,0
2020-10-14,-0.06289152000000003,0,0
2020-10-15,-0.05174323199999996,0,0
2020-10-16,-0.043783782399999915,0,0
2020-10-17,-0.026857062399999902,0,0
2020-10-18,-0.012469350399999964,0,0
2020-10-19,0.0,0,0
2020-10-20,1.0,0,0
2020-10-21,0.8,0,1
2020-10-22,2.7199999999999998,1,0
2020-10-23,-0.728,1,0
2020-10-24,-0.3216000000000003,0,0
2020-10-25,-0.20313600000000012,0,0
2020-10-26,-0.14676480000000006,0,0
2020-10-27,0.8860364799999999,0,0
2020-10-28,-0.2926008319999999,0,0
2020-10-29,-0.1576372224,0,0
2020-10-30,-0.1036324863999998,1,0
2020-10-31,-0.0710080511999999,0,0
2020-11-01,-0.025536000000000014,0,0
2020-11-02,-0.02042880000000001,0,0
2020-11-03,-0.01692672000000001,0,1
2020-11-04,-0.01438771199999994,0,0
2020-11-05,0.9875306496,0,1
2020-11-06,-0.19999999999999996,0,0
2020-11-07,-0.08000000000000007,0,0
2020-11-08,-0.048000000000000036,0,0
2020-11-09,1.9664,0,0
2020-11-10,0.5744640000000001,0,0
2020-11-11,0.6195711999999999,0,0
2020-11-12,1.6070732799999998,0,0
2020-11-13,-0.609587712,0,0
2020-11-14,-0.3051413504000002,0,0
2020-11-15,-0.1959936000000001,0,0
2020-11-16,0.8529817599999999,0,0
2020-11-17,-0.3172029439999999,0,0
2020-11-18,0.8228892672,0,0
2020-11-19,2.6912894976,0,0
2020-11-20,4.2451552256000005,0,0
2020-11-21,-1.3384747008,0,0
2020-11-22,-0.5980288000000005,0,0
2020-11-23,-0.3832627200000003,0,0
2020-11-24,-0.27942451200000007,0,0
2020-11-25,-0.21836247040000006,0,0
2020-11-26,-0.16731187200000003,0,0
2020-11-27,-0.14026608639999982,0,0
2020-11-28,-0.10934661119999958,0,0
2020-11-29,-0.062346751999999825,0,0
2020-11-30,0.0,0,0
2020-12-01,3.0,0,0
2020-12-02,0.40000000000000013,0,0
2020-12-03,0.5599999999999998,0,0
2020-12-04,-0.42400000000000015,0,0
2020-12-05,-0.22880000000000014,0,0
2020-12-06,-0.1582080000000001,0,0
2020-12-07,0.8795776,0,0
2020-12-08,0.7032550399999999,0,0
2020-12-09,1.639481344,0,0
2020-12-10,0.4032775168000001,0,0
2020-12-11,-0.46845706240000007,0,0
2020-12-12,-0.24760535040000015,0,0
2020-12-13,-0.16116480000000008,0,0
2020-12-14,-0.12202752000000006,0,0
2020-12-15,1.902291968,0,0
2020-12-16,1.5188606976,0,0
2020-12-17,9.3818285056,0,0
2020-12-18,9.7046735872,0,0
2020-12-19,-2.3756693504000004,0,0
2020-12-20,-1.7582720000000012,0,0
2020-12-21,-1.0839296000000007,0,0
2020-12-22,7.21872896,0,0
2020-12-23,0.7930511360000003,0,0
2020-12-24,-1.7336629248000004,0,0
2020-12-25,-1.0163652608,0,0
2020-12-26,-0.7270727679999991,0,0
2020-12-27,-0.46910791679999964,0,0
2020-12-28,-0.25250775040000006,0,0
2020-12-29,0.8032998399999999,1,0
2020-12-30,4.634118144,0,0
2020-12-31,-1.2229179391999994,0,0
2021-01-01,-0.4854080512000003,0,0
2021-01-02,-0.2736000000000002,0,0
2021-01-03,-0.19353600000000007,0,0
2021-01-04,-0.1481088000000001,0,5
2021-01-05,1.88092928,0,0
2021-01-06,-0.4990213119999999,1,0
2021-01-07,-0.24440791039999982,0,4
2021-01-08,9.841653248,0,0
2021-01-09,-2.0671999999999997,0,0
2021-01-10,-0.8510720000000007,1,0
2021-01-11,3.4791423999999997,0,0
2021-01-12,-0.16985344000000002,0,0
2021-01-13,-0.8041354240000003,0,0
2021-01-14,0.4987732991999998,0,0
2021-01-15,-0.5516672000000001,1,0
2021-01-16,-0.3596211199999995,0,0
2021-01-17,-0.2799447039999997,0,0
2021-01-18,0.87826432,0,0
2021-01-19,-0.30001356799999973,0,0
2021-01-20,2.8353060864,0,0
2021-01-21,-0.6773960703999999,0,0
2021-01-22,-0.2879877120000002,0,2
2021-01-23,-0.18200535040000007,0,0
2021-01-24,-0.12122880000000004,0,0
2021-01-25,-0.09353472000000004,3,0
2021-01-26,-0.07567411199999997,0,0
2021-01-27,-0.0632495104,0,0
2021-01-28,-0.04316313599999982,3,0
2021-01-29,4.9625919488,1,0
2021-01-30,-0.9999999999999998,0,0
2021-01-31,-0.40000000000000036,0,0
2021-02-01,0.7599999999999998,0,0
2021-02-02,1.6320000000000001,1,0
2021-02-03,-0.60768,0,0
2021-02-04,0.6898559999999998,0,0
2021-02-05,1.5857663999999998,0,0
2021-02-06,-0.6446745599999997,0,0
2021-02-07,-0.34184755200000005,0,0
2021-02-08,0.81261568,0,0
2021-02-09,-0.34097715199999995,1,0
2021-02-10,-0.19274557439999995,0,0
2021-02-11,-0.1307230208,0,0
2021-02-12,-0.08184115199999997,0,0
2021-02-13,-0.06678077439999985,0,0
2021-02-14,-0.04536750079999994,0,0
2021-02-15,-0.01692672000000001,0,0
2021-02-16,-0.01438771199999994,0,0
2021-02-17,-0.012469350399999964,0,0
2021-02-18,3.0,0,0
2021-02-19,2.4000000000000004,0,0
2021-02-20,-0.8400000000000001,2,0
2021-02-21,-0.38400000000000034,0,0
2021-02-22,0.7551999999999999,0,0
2021-02-23,-0.377408,0,0
2021-02-24,2.7821056,0,0
2021-02-25,-0.76006656,0,0
2021-02-26,-0.3675432960000001,0,0
2021-02-27,-0.2501071871999998,0,0
2021-02-28,-0.15863685119999993,0,0
2021-03-01,-0.09353472000000004,0,0
2021-03-02,0.924325888,0,0
2021-03-03,-0.26324951039999994,0,0
2021-03-04,-0.1231631359999999,0,0
2021-03-05,3.9145919488,0,0
2021-03-06,-0.8335999999999998,0,0
2021-03-07,-0.3455360000000003,0,0
2021-03-08,1.7875712,0,0
2021-03-09,-0.5513267199999999,0,0
2021-03-10,0.7234682879999998,0,0
2021-03-11,1.6098154496,0,0
2021-03-12,-0.61490688,0,0
2021-03-13,-0.31662284799999996,0,0
2021-03-14,-0.22033500159999997,0,0
2021-03-15,-0.12658944000000005,0,0
2021-03-16,-0.10027622399999991,0,0
2021-03-17,2.9172769792,0,0
2021-03-18,0.3517588480000001,0,0
2021-03-19,1.5187552256,5,0
2021-03-20,-0.6489387008,0,0
2021-03-21,-0.3088000000000002,0,0
2021-03-22,-0.2062080000000001,0,0
2021-03-23,-0.15402240000000006,0,0
2021-03-24,-0.12228096000000008,0,0
2021-03-25,-0.10094745599999985,0,0
2021-03-26,1.9143507968000002,0,0
2021-03-27,-0.44124477439999976,0,0
2021-03-28,-0.18493870080000008,0,0
2021-03-29,-0.09600000000000007,0,0
2021-03-30,-0.06720000000000002,1,0
2021-03-31,-0.05107200000000003,2,0
2021-04-01,-0.04085760000000002,0,0
2021-04-02,-0.03385344000000002,0,0
2021-04-03,-0.02877542399999988,0,0
2021-04-04,-0.02493870079999993,0,0
2021-04-05,0.0,0,0
2021-04-06,0.0,0,0
2021-04-07,0.0,0,0
2021-04-08,0.0,0,0
2021-04-09,0.0,0,0
2021-04-10,0.0,0,0
2021-04-11,0.0,0,0
2021-04-12,0.0,0,0
2021-04-13,0.0,0,0
2021-04-14,0.0,1,0
2021-04-15,1.0,0,0
2021-04-16,-0.19999999999999996,1,0
2021-04-17,-0.08000000000000007,0,0
2021-04-18,-0.048000000000000036,0,0
2021-04-19,-0.03360000000000001,0,0
2021-04-20,-0.025536000000000014,0,0
2021-04-21,-0.02042880000000001,0,0
2021-04-22,1.98307328,0,0
2021-04-23,0.5856122880000001,0,0
2021-04-24,-0.37246935040000007,0,0
2021-04-25,-0.17600000000000016,0,0
2021-04-26,-0.11520000000000005,0,0
2021-04-27,0.9153279999999999,0,0
2021-04-28,-0.2663936,1,0
2021-04-29,-0.1342822400000001,0,0
2021-04-30,-0.09370214399999993,1,0
2021-05-01,-0.07292641279999988,0,0
2021-05-02,-0.03800535039999998,0,0
2021-05-03,-0.02042880000000001,2,0
2021-05-04,-0.01692672000000001,3,0
2021-05-05,2.985612288,0,0
2021-05-06,0.38753064960000017,1,0
2021-05-07,-0.44000000000000017,0,0
2021-05-08,-0.22400000000000017,0,0
2021-05-09,-0.14880000000000007,0,0
2021-05-10,-0.11020800000000006,0,0
2021-05-11,-0.08682240000000005,0,0
2021-05-12,-0.07120896000000004,0,0
2021-05-13,-0.06008985599999983,0,0
2021-05-14,-0.05179576319999983,1,0
2021-05-15,-0.012469350399999964,0,0
2021-05-16,0.0,0,0
2021-05-17,0.0,2,0
2021-05-18,0.0,0,0
2021-05-19,0.0,0,0
2021-05-20,0.0,1,0
2021-05-21,1.0,0,0
2021-05-22,-0.19999999999999996,0,0
2021-05-23,-0.08000000000000007,0,0
2021-05-24,-0.048000000000000036,0,0
2021-05-25,0.9664,0,0
2021-05-26,-0.22553599999999996,0,0
2021-05-27,-0.10042880000000008,0,0
2021-05-28,-0.06492672000000005,3,0
2021-05-29,-0.04798771199999995,0,0
2021-05-30,-0.03800535039999998,0,0
2021-05-31,-0.02042880000000001,0,0
2021-06-01,0.9830732799999999,0,0
2021-06-02,-0.2143877119999999,2,0
2021-06-03,1.9075306496,0,0
2021-06-04,-0.44799999999999995,6,0
2021-06-05,-0.19360000000000016,0,0
2021-06-06,-0.12153600000000009,0,0
2021-06-07,-0.08762880000000003,0,0
2021-06-08,-0.06799872000000004,5,0
2021-06-09,5.944754688,0,0
2021-06-10,-1.2463227903999998,0,0
2021-06-11,1.4912245759999996,0,0
2021-06-12,-0.7129387008000001,0,0
2021-06-13,-0.3616000000000002,0,0
2021-06-14,0.7507839999999999,0,0
2021-06-15,1.6102272,1,0
2021-06-16,2.36736768,5,0
2021-06-17,-0.9351838719999996,2,0
2021-06-18,-0.4782695424000001,0,0
2021-06-19,-0.26551142400000005,0,0
2021-06-20,-0.1972395008,0,0
2021-06-21,-0.13439232000000007,0,0
2021-06-22,-0.109527552,0,0
2021-06-23,0.9079750656000001,0,0
2021-06-24,0.7318981632000003,0,0
2021-06-25,5.6825919488,0,0
2021-06-26,-1.3279999999999998,0,0
2021-06-27,-0.5616000000000004,1,0
2021-06-28,3.6528639999999997,0,0
2021-06-29,1.9524352,0,0
2021-06-30,0.8894284799999999,0,0
2021-07-01,2.0141127679999995,1,0
2021-07-02,1.8331826176,1,0
2021-07-03,-1.2377396224,0,0
2021-07-04,-0.6843393024000002,0,0
2021-07-05,-0.42486528000000023,3,0
2021-07-06,-0.3265966079999999,1,0
2021-07-07,4.7352116224000005,0,0
2021-07-08,2.8217499648000004,0,0
2021-07-09,3.6811180032,2,0
2021-07-10,-1.6405711872,3,0
2021-07-11,-0.7974080512000005,0,0
2021-07-12,3.4979199999999997,0,0
2021-07-13,2.827712,2,0
2021-07-14,2.5859711999999995,0,0
2021-07-15,1.44621056,1,0
2021-07-16,-1.4509311999999999,2,0
2021-07-17,-0.7903599616,2,0
2021-07-18,-0.5246059520000002,1,0
2021-07-19,8.64763392,6,0
2021-07-20,-1.0835809279999995,0,0
2021-07-21,1.8435784703999998,0,0
2021-07-22,1.7297915904,0,0
2021-07-23,-0.28344053759999976,9,0
2021-07-24,-0.8848320512000003,0,0
2021-07-25,-0.5341952000000003,0,0
2021-07-26,-0.3981772800000002,0,0
2021-07-27,-0.3179105279999996,0,0
2021-07-28,-0.2642144255999997,3,0
2021-07-29,-0.12684144639999984,1,0
2021-07-30,2.9025020928000003,0,0
2021-07-31,-0.6517957631999997,0,0
2021-08-01,-0.2524693504000002,0,0
2021-08-02,2.856,3,0
2021-08-03,5.2992,0,0
2021-08-04,1.483392,0,0
2021-08-05,0.7147135999999996,0,1
2021-08-06,2.9204198399999997,0,0
2021-08-07,-1.4253711359999999,0,0
2021-08-08,-0.7687104512000004,0,0
2021-08-09,3.4908390399999996,0,0
2021-08-10,4.808518144000001,0,0
2021-08-11,2.1624839168000003,0,0
2021-08-12,-1.7055478784,0,0
2021-08-13,-0.8762903552000003,0,0
2021-08-14,-0.5782335488,0,0
2021-08-15,-0.41920860160000006,0,0
2021-08-16,2.70757632,0,0
2021-08-17,2.1591736320000003,0,0
2021-08-18,0.9560894464000005,0,0
2021-08-19,-0.9163669503999998,0,1
2021-08-20,-0.45467740160000014,0,0
2021-08-21,0.7265919999999999,0,0
2021-08-22,-0.4050944000000001,0,0
2021-08-23,2.7568614399999998,0,0
2021-08-24,1.217199104,2,0
