,facebook/react,emberjs/ember.js,angular/angular
2023-05-13,0,0,-4.653342372026563
2023-05-14,0,0,-2.5055917249999995
2023-05-15,5,1,10.209306615000001
2023-05-16,2,0,4.006943744906248
2023-05-17,15,2,2.9044980330499994
2023-05-18,9,4,-3.7533671060609377
2023-05-19,1,0,6.500005228110938
2023-05-20,2,0,-4.1622828667578124
2023-05-21,0,0,-1.9541530793968742
2023-05-22,3,2,9.7495604525
2023-05-23,5,0,13.7614342850625
2023-05-24,4,0,2.6966872878156245
2023-05-25,10,0,0.9777505105296882
2023-05-26,4,0,-4.957946986378125
2023-05-27,0,0,-2.536321614123437
2023-05-28,0,3,-1.7314297065953124
2023-05-29,0,0,-1.20592553625
2023-05-30,2,0,20.043274813078124
2023-05-31,13,0,-0.08773722234218972
2023-06-01,6,0,13.159030477903126
2023-06-02,5,0,-5.631471149687499
2023-06-03,2,0,-3.844996392629686
2023-06-04,3,0,-2.186262749999999
2023-06-05,13,0,-1.5388648624999999
2023-06-06,7,1,7.82364171375
2023-06-07,3,1,4.355392006671874
2023-06-08,10,0,3.870818652251562
2023-06-09,1,0,-2.1942793419109385
2023-06-10,1,0,-2.553717371721875
2023-06-11,0,0,-1.3019490764656245
2023-06-12,1,2,18.1124102375
2023-06-13,5,4,8.625050636249998
2023-06-14,4,0,16.964763959109376
2023-06-15,13,0,-6.352984368220312
2023-06-16,13,0,-3.649183087487498
2023-06-17,0,0,-3.7555429893937498
2023-06-18,0,0,0.672793036034375
2023-06-19,0,0,5.39766286125
2023-06-20,13,0,10.941036575203125
2023-06-21,3,0,4.377725877092186
2023-06-22,10,0,5.8213292791328115
2023-06-23,6,0,-0.4853840821499995
2023-06-24,0,2,-4.710629173962499
2023-06-25,0,0,-2.501876797715624
2023-06-26,1,4,15.285625972203125
2023-06-27,7,0,0.5941694324265621
2023-06-28,5,2,-1.8980399185968757
2023-06-29,2,12,-2.392067542914062
2023-06-30,3,4,15.832055710751563
2023-07-01,0,0,-6.728143009387501
2023-07-02,1,0,-2.755304391896874
2023-07-03,5,1,-1.6855629412499995
2023-07-04,1,0,-1.2250929387656257
2023-07-05,5,0,5.042827773932812
2023-07-06,21,0,-1.3807268416765632
2023-07-07,1,0,-1.3278578839640622
2023-07-08,7,0,-0.7613643150140632
2023-07-09,0,0,-0.5449764381906254
2023-07-10,0,0,7.781516
2023-07-11,6,1,16.430594575
2023-07-12,5,0,-6.677024505
2023-07-13,8,0,12.414782425656252
2023-07-14,10,0,8.9508228038375
2023-07-15,0,0,-7.089432913232812
2023-07-16,0,0,-3.2184316499999985
2023-07-17,2,1,16.9110679225
2023-07-18,1,0,2.7645568146249984
2023-07-19,1,4,5.799658388090625
2023-07-20,1,1,-1.672156895173437
2023-07-21,2,0,2.359402642265626
2023-07-22,0,0,-4.747211699976563
2023-07-23,0,0,-2.457740085992187
2023-07-24,1,2,3.4330476737500004
2023-07-25,10,2,1.2996605439531237
2023-07-26,3,0,3.3062146334203115
2023-07-27,7,0,7.898392860234374
2023-07-28,4,0,10.256102041128123
2023-07-29,0,0,-6.500305333523437
2023-07-30,0,0,-2.8008442051296862
2023-07-31,0,2,-1.7005188187499996
2023-08-01,4,0,27.775741896171876
2023-08-02,4,0,-6.647060813226563
2023-08-03,2,0,0.34766309772500215
2023-08-04,7,4,3.91899652993125
2023-08-05,0,0,-4.655780797045313
2023-08-06,0,0,-2.323625948492187
2023-08-07,7,3,5.5588817375
2023-08-08,1,0,2.8104952237499994
2023-08-09,4,2,0.593537080046874
2023-08-10,14,0,5.030917597201562
2023-08-11,9,2,2.270070486473437
2023-08-12,1,0,-3.5219475502890627
2023-08-13,0,2,-0.7166048433624992
2023-08-14,14,0,17.63043290875
2023-08-15,6,0,8.398258890140625
2023-08-16,16,0,-5.185241688223437
2023-08-17,14,3,6.217986788540626
2023-08-18,6,1,1.8096012204437493
2023-08-19,0,1,-4.66333071895625
2023-08-20,0,0,-2.3989228906468743
2023-08-21,4,2,9.397156644484376
2023-08-22,11,1,2.4754981369703106
2023-08-23,6,2,2.7699994745921863
2023-08-24,2,1,-1.0775434070234375
2023-08-25,2,6,-1.8119224103718752
2023-08-26,2,0,-1.8865313996875002
2023-08-27,0,0,-1.1238526301296874
2023-08-28,2,1,28.24047470125
2023-08-29,14,2,29.700365911828122
2023-08-30,7,0,-3.237818316670312
2023-08-31,5,0,8.29312640626094
2023-09-01,3,0,2.69311618332344
2023-09-02,0,0,-8.988851706464061
2023-09-03,0,0,-4.765768175732811
2023-09-04,0,0,-3.3107825762499994
2023-09-05,13,0,20.463794187546874
2023-09-06,3,0,1.0539830023890584
2023-09-07,14,0,4.220844142732812
2023-09-08,4,6,-0.4137264193250001
2023-09-09,0,0,-4.924636256143749
2023-09-10,0,0,-2.546275122026562
2023-09-11,9,0,1.3685501625000003
2023-09-12,3,0,14.86327632875
2023-09-13,5,0,0.5958517893906237
2023-09-14,12,0,4.117099141739063
2023-09-15,13,0,4.008790840750001
2023-09-16,0,0,-5.078101096154687
2023-09-17,0,0,-2.418224816896874
2023-09-18,7,3,19.44234926625
2023-09-19,1,0,13.538185408453124
2023-09-20,5,0,2.5746346465359373
2023-09-21,6,0,-7.776698268567187
2023-09-22,5,0,17.238497692729688
2023-09-23,2,0,-8.74667891998594
2023-09-24,0,0,-3.922224081595311
2023-09-25,4,0,2.506856138750001
2023-09-26,1,0,10.645703349171875
2023-09-27,10,0,9.80472473503281
2023-09-28,4,0,-7.532170391576563
2023-09-29,3,1,19.725083792456253
2023-09-30,0,0,-8.896287302078127
2023-10-01,0,0,-3.8753394903890612
2023-10-02,9,0,4.7352575562500006
2023-10-03,12,0,1.2589832836718742
2023-10-04,13,0,28.487926769117188
2023-10-05,10,0,8.478844908990624
2023-10-06,3,0,4.408010592025001
2023-10-07,0,0,-9.278018735609376
2023-10-08,0,0,-4.674185791854686
2023-10-09,9,0,25.10409677125
2023-10-10,7,0,38.45224651389062
2023-10-11,3,0,-4.332521236457815
2023-10-12,6,0,-3.6153304151640597
2023-10-13,2,0,-1.3516126650124995
2023-10-14,0,0,-7.547448516140625
2023-10-15,1,0,-4.2898450984921865
2023-10-16,5,0,13.045167822500002
2023-10-17,5,3,-0.11144967068750233
2023-10-18,4,4,24.330056439215625
2023-10-19,4,0,-0.9476003636421897
2023-10-20,4,0,-8.007399839382812
2023-10-21,3,0,-3.9459259532203115
2023-10-22,0,0,-2.5485778558625
2023-10-23,6,0,17.2003225825
2023-10-24,2,0,20.887922990499998
2023-10-25,6,2,12.451720670915623
2023-10-26,1,0,-6.050415406848437
2023-10-27,4,0,7.668766218593751
2023-10-28,0,0,-8.396652295560937
2023-10-29,0,0,-4.170403387499999
2023-10-30,8,3,-2.8588133512499994
2023-10-31,11,0,34.828039016453125
2023-11-01,7,0,-7.843096415860941
2023-11-02,18,0,15.39066664710625
2023-11-03,6,0,-1.0321213244312517
2023-11-04,0,2,-2.113163730881249
2023-11-05,0,0,-5.2582129484921865
2023-11-06,6,1,18.0459318375
2023-11-07,13,0,-7.43063144125
2023-11-08,19,0,12.832301385921875
2023-11-09,15,3,27.18834109155781
2023-11-10,15,0,-5.892137111257814
2023-11-11,3,0,-8.287299660762498
2023-11-12,2,0,-4.325515165423436
2023-11-13,6,0,17.123767572585937
2023-11-14,12,0,0.890348261671873
2023-11-15,7,1,-0.4759942359046869
2023-11-16,10,0,1.9317609205015618
2023-11-17,4,3,5.992988698245311
2023-11-18,0,2,-5.9503006972734385
2023-11-19,0,0,-2.6542418058624992
2023-11-20,0,0,17.297367762500002
2023-11-21,3,2,-1.9776642240625018
2023-11-22,1,0,-4.513191145546875
2023-11-23,2,0,-2.2618014234390618
2023-11-24,0,0,-1.4617550080062502
2023-11-25,0,0,-1.035225027051563
2023-11-26,0,0,-0.7403551830609377
2023-11-27,3,1,4.52340748625
2023-11-28,8,0,15.103556012703123
2023-11-29,6,0,10.037531564748438
2023-11-30,3,0,30.049582933835936
2023-12-01,5,2,2.0076874999999994
2023-12-02,0,1,-10.468363749999998
2023-12-03,0,0,-4.145748562499998
2023-12-04,9,0,2.2959024687500005
2023-12-05,5,0,26.578599712421877
2023-12-06,6,0,3.0324464563203115
2023-12-07,3,0,-2.711020921957811
2023-12-08,6,2,21.101715237946873
2023-12-09,0,0,-12.230753620364066
2023-12-10,0,0,-5.256242310474997
2023-12-11,12,9,12.755731653234376
2023-12-12,6,29,6.821676112423437
2023-12-13,2,0,17.26682915711875
2023-12-14,4,0,-1.3658016279515621
2023-12-15,10,2,2.053708119148439
2023-12-16,7,0,-7.114930962067188
2023-12-17,1,0,-3.8179753705187496
2023-12-18,2,0,14.631120295
2023-12-19,2,0,15.09972163675
2023-12-20,8,3,-6.828551615193751
2023-12-21,0,0,-3.2309670669
2023-12-22,0,0,-3.5946877359765628
2023-12-23,0,0,-2.0719205499843754
2023-12-24,0,2,-1.424941794828125
2023-12-25,0,0,-1.00393837875
2023-12-26,0,1,-0.8162472950156258
2023-12-27,0,0,-0.6836393400515639
2023-12-28,0,0,-0.38437978891875063
2023-12-29,0,0,-0.07250367322968766
2023-12-30,0,0,-0.027166826465625047
2023-12-31,0,0,0.0
2024-01-01,0,0,0.0
2024-01-02,3,4,0.0
2024-01-03,1,2,18.0
2024-01-04,0,2,11.6
2024-01-05,0,0,-4.989999999999999
2024-01-06,0,0,-3.455999999999998
2024-01-07,0,0,-1.9444249999999994
2024-01-08,1,0,2.6632730000000002
2024-01-09,4,0,10.795375225
2024-01-10,4,3,34.88355391
2024-01-11,4,0,-13.257616280531252
2024-01-12,9,0,-2.986470170706248
2024-01-13,0,0,-4.288664958489062
2024-01-14,1,0,-2.4876535264656248
2024-01-15,4,1,-1.7859528075
2024-01-16,3,0,1.6086063241874997
2024-01-17,3,0,18.968536466615625
2024-01-18,7,0,1.484547096098435
2024-01-19,12,0,4.300414932671876
2024-01-20,2,0,-5.376201063529686
2024-01-21,0,0,-2.5588234896984368
2024-01-22,6,7,2.3495696625000004
2024-01-23,10,0,13.58512281625
2024-01-24,6,0,13.827536838453124
2024-01-25,14,0,27.304414619473437
2024-01-26,21,0,10.369635133720312
2024-01-27,4,0,-13.512498886751562
2024-01-28,1,0,-6.274731582328123
2024-01-29,13,0,7.023922105000001
2024-01-30,10,0,10.7935680029375
2024-01-31,6,0,17.47637610381875
2024-02-01,23,0,11.961147635462499
2024-02-02,22,3,-7.700449411968751
2024-02-03,1,0,-7.462606045521874
2024-02-04,4,0,-4.098144068320312
2024-02-05,20,0,21.36156882625
2024-02-06,25,0,31.783681536828123
2024-02-07,8,1,7.560447201923438
2024-02-08,9,0,-1.1480915433640622
2024-02-09,15,0,-3.652396315178123
2024-02-10,1,1,-7.658334001415625
2024-02-11,2,0,-4.317588016164061
2024-02-12,5,0,8.9386115675
2024-02-13,9,0,-0.9845308761250013
2024-02-14,16,0,5.2973851625218735
2024-02-15,7,1,4.413628258829686
2024-02-16,11,0,-5.494550151790627
2024-02-17,3,0,-2.4901768893859373
2024-02-18,3,0,-1.5196804926296874
2024-02-19,6,0,-1.0427190975
2024-02-20,19,1,8.184681905062499
2024-02-21,9,0,19.635234094878125
2024-02-22,10,0,-6.261256971320314
2024-02-23,8,0,10.154898700015625
2024-02-24,3,0,-6.275796632328126
2024-02-25,1,0,-2.7802197499999988
2024-02-26,8,0,1.1935814875000006
2024-02-27,11,0,18.772209198749998
2024-02-28,4,0,4.343447027859375
2024-02-29,7,0,-3.8347618272046873
2024-03-01,5,0,-3.1395612703859372
2024-03-02,0,0,-2.511014111184375
2024-03-03,2,0,-0.649585622759375
2024-03-04,2,4,5.61759956625
2024-03-05,7,0,4.940573500953125
2024-03-06,17,1,26.104288585723438
2024-03-07,6,0,5.147412537173436
2024-03-08,7,0,-5.966446132840623
2024-03-09,1,0,-2.9742495689640602
2024-03-10,0,0,-3.505143724482812
2024-03-11,12,0,22.742467966984375
2024-03-12,5,1,2.8101840044078124
2024-03-13,10,0,-1.5577953892546867
2024-03-14,11,0,-1.5650682763312496
2024-03-15,4,0,23.686974088515626
2024-03-16,1,0,23.295164440478125
2024-03-17,0,0,-13.630143235729687
2024-03-18,12,0,3.3445594797843787
2024-03-19,12,1,-0.13552137914062534
2024-03-20,9,0,-1.1441650245078128
2024-03-21,11,1,-4.8666055043875
2024-03-22,25,0,12.159794413540626
2024-03-23,1,0,-6.542549892368752
2024-03-24,1,0,-3.1557640893000007
2024-03-25,10,0,-1.8713527916812502
2024-03-26,21,8,-1.023893309639063
2024-03-27,12,8,-0.7875612684375005
2024-03-28,22,3,-0.5236804139578128
2024-03-29,13,3,-0.35227617241406267
2024-03-30,3,0,-0.23815075148437567
2024-03-31,0,0,-0.20375119849218784
2024-04-01,13,1,0.0
2024-04-02,28,0,0.0
2024-04-03,20,0,0.0
2024-04-04,6,2,0.0
2024-04-05,6,1,0.0
2024-04-06,1,0,0.0
2024-04-07,0,1,0.0
2024-04-08,20,0,0.0
2024-04-09,15,0,0.0
2024-04-10,26,1,0.0
2024-04-11,9,2,0.0
2024-04-12,7,0,0.0
2024-04-13,0,0,0.0
2024-04-14,0,0,0.0
2024-04-15,7,4,0.0
2024-04-16,8,0,0.0
2024-04-17,7,0,0.0
2024-04-18,20,0,0.0
2024-04-19,10,2,0.0
2024-04-20,5,0,0.0
2024-04-21,3,0,0.0
2024-04-22,6,6,0.0
2024-04-23,18,3,0.0
2024-04-24,9,1,0.0
2024-04-25,12,33,0.0
2024-04-26,4,0,0.0
2024-04-27,2,0,0.0
2024-04-28,0,0,0.0
2024-04-29,3,0,0.0
2024-04-30,3,4,0.0
2024-05-01,8,0,0.0
2024-05-02,8,1,0.0
2024-05-03,15,3,0.0
2024-05-04,0,0,0.0
2024-05-05,0,0,0.0
2024-05-06,8,1,0.0
2024-05-07,15,0,0.0
2024-05-08,10,2,0.0
2024-05-09,5,6,0.0
2024-05-10,4,5,0.0
2024-05-11,9,0,0.0
2024-05-12,0,0,0.0
2024-05-13,4,3,0.0
2024-05-14,7,2,0.0
2024-05-15,14,0,0.0
2024-05-16,10,0,0.0
2024-05-17,18,0,0.0
2024-05-18,1,0,0.0
2024-05-19,2,0,0.0
2024-05-20,9,0,0.0
2024-05-21,9,1,0.0
2024-05-22,3,3,0.0
2024-05-23,9,0,0.0
2024-05-24,3,1,0.0
2024-05-25,2,0,0.0
2024-05-26,1,0,0.0
2024-05-27,0,0,0.0
2024-05-28,10,0,0.0
2024-05-29,16,0,0.0
2024-05-30,7,0,0.0
2024-05-31,15,0,0.0
2024-06-01,0,0,0.0
2024-06-02,0,0,0.0
2024-06-03,12,3,0.0
2024-06-04,4,3,0.0
2024-06-05,5,3,0.0
2024-06-06,9,0,0.0
2024-06-07,8,0,0.0
2024-06-08,2,0,0.0
2024-06-09,0,0,0.0
2024-06-10,15,1,0.0
2024-06-11,15,1,0.0
2024-06-12,8,0,0.0
2024-06-13,4,0,0.0
2024-06-14,10,1,0.0
2024-06-15,1,0,0.0
2024-06-16,0,0,0.0
2024-06-17,6,1,0.0
2024-06-18,2,0,0.0
2024-06-19,2,0,0.0
2024-06-20,6,0,0.0
2024-06-21,15,0,0.0
2024-06-22,6,0,0.0
2024-06-23,0,0,0.0
2024-06-24,4,0,0.0
2024-06-25,13,0,0.0
2024-06-26,10,0,0.0
2024-06-27,5,0,0.0
2024-06-28,5,0,0.0
2024-06-29,0,0,0.0
2024-06-30,1,0,0.0
2024-07-01,10,0,0.0
2024-07-02,4,0,0.0
2024-07-03,4,0,0.0
2024-07-04,4,0,0.0
2024-07-05,0,11,0.0
2024-07-06,1,0,0.0
2024-07-07,0,0,0.0
2024-07-08,6,4,0.0
2024-07-09,5,0,0.0
2024-07-10,9,0,0.0
2024-07-11,9,2,0.0
2024-07-12,11,2,0.0
2024-07-13,3,4,0.0
2024-07-14,0,0,0.0
2024-07-15,7,0,0.0
2024-07-16,15,0,0.0
2024-07-17,6,0,0.0
2024-07-18,16,0,0.0
2024-07-19,1,0,0.0
2024-07-20,1,0,0.0
2024-07-21,0,0,0.0
2024-07-22,9,0,0.0
2024-07-23,9,0,0.0
2024-07-24,13,0,0.0
2024-07-25,21,3,0.0
2024-07-26,10,0,0.0
2024-07-27,0,0,0.0
2024-07-28,0,0,0.0
2024-07-29,27,0,0.0
2024-07-30,18,0,0.0
2024-07-31,5,0,0.0
2024-08-01,4,0,0.0
2024-08-02,11,0,0.0
2024-08-03,1,0,0.0
2024-08-04,0,0,0.0
2024-08-05,3,2,0.0
2024-08-06,13,2,0.0
2024-08-07,2,3,0.0
2024-08-08,10,0,0.0
2024-08-09,8,0,0.0
2024-08-10,0,0,0.0
2024-08-11,0,0,0.0
2024-08-12,8,0,0.0
2024-08-13,6,0,0.0
2024-08-14,10,0,0.0
2024-08-15,8,0,0.0
2024-08-16,13,0,0.0
2024-08-17,2,0,0.0
2024-08-18,1,0,0.0
2024-08-19,5,3,0.0
2024-08-20,7,0,0.0
2024-08-21,6,5,0.0
2024-08-22,14,6,0.0
2024-08-23,6,1,0.0
2024-08-24,0,0,0.0
2024-08-25,0,0,0.0
2024-08-26,2,11,0.0
2024-08-27,8,5,0.0
2024-08-28,9,1,0.0
2024-08-29,7,0,0.0
2024-08-30,5,0,0.0
2024-08-31,0,0,0.0
2024-09-01,0,0,0.0
2024-09-02,0,0,0.0
2024-09-03,4,0,0.0
2024-09-04,5,0,0.0
2024-09-05,3,0,0.0
2024-09-06,6,0,0.0
2024-09-07,4,0,0.0
2024-09-08,1,0,0.0
2024-09-09,9,0,0.0
2024-09-10,8,0,0.0
2024-09-11,3,1,0.0
2024-09-12,8,11,0.0
2024-09-13,6,4,0.0
2024-09-14,3,0,0.0
2024-09-15,0,0,0.0
2024-09-16,12,1,0.0
2024-09-17,5,0,0.0
2024-09-18,10,0,0.0
2024-09-19,7,0,0.0
2024-09-20,2,5,0.0
2024-09-21,0,0,0.0
2024-09-22,0,0,0.0
2024-09-23,5,4,0.0
2024-09-24,3,2,0.0
2024-09-25,5,0,0.0
2024-09-26,14,0,0.0
2024-09-27,1,0,0.0
2024-09-28,0,0,0.0
2024-09-29,0,0,0.0
2024-09-30,9,3,0.0
2024-10-01,6,0,0.0
2024-10-02,2,0,0.0
2024-10-03,2,0,0.0
2024-10-04,0,0,0.0
2024-10-05,0,0,0.0
2024-10-06,0,2,0.0
2024-10-07,10,0,0.0
2024-10-08,1,0,0.0
2024-10-09,8,0,0.0
2024-10-10,15,0,0.0
2024-10-11,2,0,0.0
2024-10-12,1,0,0.0
2024-10-13,1,0,0.0
2024-10-14,5,0,0.0
2024-10-15,5,0,0.0
2024-10-16,4,0,0.0
2024-10-17,4,0,0.0
2024-10-18,11,4,0.0
2024-10-19,0,0,0.0
2024-10-20,7,0,0.0
2024-10-21,2,1,0.0
2024-10-22,3,1,0.0
2024-10-23,4,2,0.0
2024-10-24,1,0,0.0
2024-10-25,2,0,0.0
2024-10-26,0,0,0.0
2024-10-27,0,0,0.0
2024-10-28,3,0,0.0
2024-10-29,0,6,0.0
2024-10-30,3,0,0.0
2024-10-31,2,0,0.0
2024-11-01,2,0,0.0
2024-11-02,0,0,0.0
2024-11-03,0,0,0.0
2024-11-04,0,0,0.0
2024-11-05,0,0,0.0
2024-11-06,0,0,0.0
2024-11-07,0,0,0.0
2024-11-08,0,0,0.0
2024-11-09,0,0,0.0
2024-11-10,0,0,0.0
2024-11-11,0,0,0.0
2024-11-12,0,0,0.0
2024-11-13,0,0,0.0
2024-11-14,0,0,0.0
2024-11-15,0,0,0.0
2024-11-16,0,0,0.0
2024-11-17,0,0,0.0
2024-11-18,0,0,0.0
2024-11-19,0,0,0.0
2024-11-20,0,0,0.0
2024-11-21,0,0,0.0
2024-11-22,0,0,0.0
2024-11-23,0,0,0.0
2024-11-24,0,0,0.0
2024-11-25,0,0,0.0
2024-11-26,0,0,0.0
2024-11-27,0,0,0.0
2024-11-28,0,0,0.0
2024-11-29,0,0,0.0
2024-11-30,0,0,0.0
2024-12-01,0,0,0.0
2024-12-02,0,0,0.0
2024-12-03,0,0,0.0
2024-12-04,0,0,0.0
2024-12-05,0,0,0.0
2024-12-06,0,0,0.0
2024-12-07,0,0,0.0
2024-12-08,0,0,0.0
2024-12-09,0,0,0.0
2024-12-10,0,0,0.0
2024-12-11,0,0,0.0
2024-12-12,0,0,0.0
2024-12-13,0,0,0.0
2024-12-14,0,0,0.0
2024-12-15,0,0,0.0
2024-12-16,0,0,0.0
2024-12-17,0,0,0.0
