,cacti/cacti,grafana/grafana,netdata/netdata
2013-12-12,0,5,0.0
2013-12-13,0,4,0.0
2013-12-14,0,0,0.0
2013-12-15,0,3,0.0
2013-12-16,0,3,0.0
2013-12-17,0,4,0.0
2013-12-18,0,0,0.0
2013-12-19,0,2,0.0
2013-12-20,0,6,0.0
2013-12-21,0,1,0.0
2013-12-22,0,4,0.0
2013-12-23,0,7,0.0
2013-12-24,0,11,0.0
2013-12-25,0,4,0.0
2013-12-26,0,10,0.0
2013-12-27,0,7,0.0
2013-12-28,0,5,0.0
2013-12-29,0,12,0.0
2013-12-30,0,6,0.0
2013-12-31,0,2,0.0
2014-01-01,0,5,0.0
2014-01-02,0,2,0.0
2014-01-03,0,10,0.0
2014-01-04,0,2,0.0
2014-01-05,0,1,0.0
2014-01-06,0,7,0.0
2014-01-07,0,3,0.0
2014-01-08,0,2,0.0
2014-01-09,0,0,0.0
2014-01-10,0,1,0.0
2014-01-11,0,1,0.0
2014-01-12,0,5,0.0
2014-01-13,0,1,0.0
2014-01-14,0,3,0.0
2014-01-15,0,1,0.0
2014-01-16,0,0,0.0
2014-01-17,0,0,0.0
2014-01-18,0,0,0.0
2014-01-19,0,5,0.0
2014-01-20,0,16,0.0
2014-01-21,0,6,0.0
2014-01-22,0,4,0.0
2014-01-23,0,11,0.0
2014-01-24,0,6,0.0
2014-01-25,0,1,0.0
2014-01-26,0,0,0.0
2014-01-27,0,4,0.0
2014-01-28,0,1,0.0
2014-01-29,0,2,0.0
2014-01-30,0,0,0.0
2014-01-31,0,1,0.0
2014-02-01,0,16,0.0
2014-02-02,0,1,0.0
2014-02-03,0,0,0.0
2014-02-04,0,0,0.0
2014-02-05,0,18,0.0
2014-02-06,0,5,0.0
2014-02-07,0,7,0.0
2014-02-08,0,8,0.0
2014-02-09,0,7,0.0
2014-02-10,0,4,0.0
2014-02-11,0,6,0.0
2014-02-12,0,9,0.0
2014-02-13,0,6,0.0
2014-02-14,0,3,0.0
2014-02-15,0,7,0.0
2014-02-16,0,0,0.0
2014-02-17,0,1,0.0
2014-02-18,0,4,0.0
2014-02-19,0,3,0.0
2014-02-20,0,3,0.0
2014-02-21,0,5,0.0
2014-02-22,0,0,0.0
2014-02-23,0,2,0.0
2014-02-24,0,3,0.0
2014-02-25,0,5,0.0
2014-02-26,0,9,0.0
2014-02-27,0,5,0.0
2014-02-28,0,4,0.0
2014-03-01,0,2,0.0
2014-03-02,0,4,0.0
2014-03-03,0,2,0.0
2014-03-04,0,5,0.0
2014-03-05,0,5,0.0
2014-03-06,0,2,0.0
2014-03-07,0,6,0.0
2014-03-08,0,2,0.0
2014-03-09,0,2,0.0
2014-03-10,0,4,0.0
2014-03-11,0,3,0.0
2014-03-12,0,2,0.0
2014-03-13,0,0,0.0
2014-03-14,0,0,0.0
2014-03-15,0,0,0.0
2014-03-16,0,1,0.0
2014-03-17,0,3,0.0
2014-03-18,0,6,0.0
2014-03-19,0,5,0.0
2014-03-20,0,0,0.0
2014-03-21,0,0,0.0
2014-03-22,0,0,2.0
2014-03-23,0,6,10.0
2014-03-24,0,5,-4.75
2014-03-25,0,0,8.0
2014-03-26,0,13,-2.890625
2014-03-27,0,6,1.703125
2014-03-28,0,3,-0.880859375
2014-03-29,0,2,9.01171875
2014-03-30,7,3,-2.30206298828125
2014-03-31,0,4,-2.85186767578125
2014-04-01,0,4,-0.9846649169921875
2014-04-02,0,4,2.5940093994140625
2014-04-03,0,4,0.31109619140625
2014-04-04,0,2,-2.3574676513671875
2014-04-05,0,8,-0.8350372314453125
2014-04-06,0,6,4.5635833740234375
2014-04-07,0,3,0.249908447265625
2014-04-08,0,3,-3.1764373779296875
2014-04-09,0,2,1.847991943359375
2014-04-10,0,5,-1.1839599609375
2014-04-11,0,3,-0.3388519287109375
2014-04-12,0,0,7.882232666015625
2014-04-13,0,2,3.9925994873046875
2014-04-14,0,2,-3.9625091552734375
2014-04-15,0,2,-1.933258056640625
2014-04-16,0,3,1.19610595703125
2014-04-17,0,4,4.576446533203125
2014-04-18,0,1,-2.5082244873046875
2014-04-19,0,0,-2.5098419189453125
2014-04-20,0,2,-1.1468048095703125
2014-04-21,0,7,1.2507781982421875
2014-04-22,0,3,0.5284576416015625
2014-04-23,0,2,0.468505859375
2014-04-24,0,1,4.4210052490234375
2014-04-25,0,3,-1.6097259521484375
2014-04-26,0,0,3.8896331787109375
2014-04-27,0,3,10.179351806640625
2014-04-28,0,3,-4.2373046875
2014-04-29,0,0,0.53338623046875
2014-04-30,0,7,-3.367340087890625
2014-05-01,0,2,10.728363037109375
2014-05-02,0,0,7.267791748046875
2014-05-03,0,2,-0.967620849609375
2014-05-04,0,0,-0.771270751953125
2014-05-05,0,1,-3.513397216796875
2014-05-06,0,4,-2.185089111328125
2014-05-07,0,0,2.033966064453125
2014-05-08,0,0,-2.0417633056640625
2014-05-09,0,5,3.3340301513671875
2014-05-10,0,0,3.6505584716796875
2014-05-11,0,0,-1.5807952880859375
2014-05-12,0,0,-2.8690338134765625
2014-05-13,0,2,-0.0394744873046875
2014-05-14,0,0,-2.0320587158203125
2014-05-15,0,3,-0.9300537109375
2014-05-16,0,0,4.3850860595703125
2014-05-17,0,0,-2.916778564453125
2014-05-18,0,0,1.065155029296875
2014-05-19,0,5,2.49072265625
2014-05-20,0,16,7.465728759765625
2014-05-21,0,0,-3.7988128662109375
2014-05-22,0,3,1.297515869140625
2014-05-23,0,6,-1.16650390625
2014-05-24,0,0,0.768524169921875
2014-05-25,0,4,-1.5203704833984375
2014-05-26,0,1,-1.50665283203125
2014-05-27,0,6,-0.776336669921875
2014-05-28,0,0,-0.523193359375
2014-05-29,0,0,-0.361846923828125
2014-05-30,0,5,3.804718017578125
2014-05-31,0,7,-1.138671875
2014-06-01,0,1,5.92279052734375
2014-06-02,0,5,-1.9208221435546875
2014-06-03,0,6,-2.1046600341796875
2014-06-04,0,1,-0.8359375
2014-06-05,0,0,-0.5078125
2014-06-06,0,14,0.6455078125
2014-06-07,0,7,-0.7667236328125
2014-06-08,0,6,-0.335540771484375
2014-06-09,0,2,-0.1972808837890625
2014-06-10,0,1,-0.1416168212890625
2014-06-11,0,4,-0.049163818359375
2014-06-12,0,4,-0.0205078125
2014-06-13,0,2,-0.01611328125
2014-06-14,0,7,0.986907958984375
2014-06-15,2,0,2.4890899658203125
2014-06-16,0,3,-1.625
2014-06-17,0,2,-0.4375
2014-06-18,0,1,-0.2265625
2014-06-19,0,1,-0.14453125
2014-06-20,0,8,-0.1025390625
2014-06-21,0,6,-0.07763671875
2014-06-22,0,9,-0.061431884765625
2014-06-23,0,0,-0.0501861572265625
2014-06-24,0,2,-0.0327301025390625
2014-06-25,0,2,0.0
2014-06-26,0,1,0.0
2014-06-27,0,4,0.0
2014-06-28,4,0,0.0
2014-06-29,0,0,0.0
2014-06-30,0,10,0.0
2014-07-01,0,2,0.0
2014-07-02,0,4,0.0
2014-07-03,0,5,0.0
2014-07-04,0,1,0.0
2014-07-05,0,0,0.0
2014-07-06,0,0,0.0
2014-07-07,0,1,0.0
2014-07-08,0,1,0.0
2014-07-09,0,0,0.0
2014-07-10,0,0,0.0
2014-07-11,0,0,0.0
2014-07-12,0,0,0.0
2014-07-13,0,5,0.0
2014-07-14,0,5,0.0
2014-07-15,0,3,0.0
2014-07-16,0,5,0.0
2014-07-17,0,2,0.0
2014-07-18,0,1,0.0
2014-07-19,1,3,0.0
2014-07-20,0,4,0.0
2014-07-21,0,2,0.0
2014-07-22,0,1,0.0
2014-07-23,0,5,0.0
2014-07-24,0,0,0.0
2014-07-25,0,4,0.0
2014-07-26,0,0,0.0
2014-07-27,0,0,0.0
2014-07-28,0,6,0.0
2014-07-29,0,5,0.0
2014-07-30,0,6,0.0
2014-07-31,0,17,0.0
2014-08-01,0,4,0.0
2014-08-02,0,0,0.0
2014-08-03,0,4,0.0
2014-08-04,0,3,0.0
2014-08-05,0,5,0.0
2014-08-06,0,10,0.0
2014-08-07,0,16,0.0
2014-08-08,0,15,0.0
2014-08-09,0,7,0.0
2014-08-10,0,11,0.0
2014-08-11,0,25,0.0
2014-08-12,0,13,0.0
2014-08-13,0,14,0.0
2014-08-14,0,9,0.0
2014-08-15,0,12,0.0
2014-08-16,0,9,0.0
2014-08-17,0,3,0.0
2014-08-18,2,6,0.0
2014-08-19,0,5,0.0
2014-08-20,0,11,0.0
2014-08-21,0,14,0.0
2014-08-22,0,10,0.0
2014-08-23,0,2,0.0
2014-08-24,0,3,0.0
2014-08-25,0,8,0.0
2014-08-26,0,13,0.0
2014-08-27,0,6,0.0
2014-08-28,0,3,0.0
2014-08-29,0,7,0.0
2014-08-30,0,0,0.0
2014-08-31,0,0,0.0
2014-09-01,0,3,0.0
2014-09-02,0,5,0.0
2014-09-03,0,11,0.0
2014-09-04,0,10,0.0
2014-09-05,0,10,0.0
2014-09-06,0,5,0.0
2014-09-07,0,1,0.0
2014-09-08,0,2,0.0
2014-09-09,0,14,0.0
2014-09-10,0,5,0.0
2014-09-11,0,10,0.0
2014-09-12,0,2,0.0
2014-09-13,0,7,0.0
2014-09-14,0,0,0.0
2014-09-15,0,2,0.0
2014-09-16,0,9,0.0
2014-09-17,0,15,0.0
2014-09-18,0,11,0.0
2014-09-19,0,8,0.0
2014-09-20,0,13,0.0
2014-09-21,0,6,0.0
2014-09-22,0,9,1.0
2014-09-23,0,7,-0.5
2014-09-24,0,19,-0.125
2014-09-25,0,2,-0.0625
2014-09-26,0,0,-0.0390625
2014-09-27,0,1,-0.02734375
2014-09-28,0,0,-0.0205078125
2014-09-29,0,8,-0.01611328125
2014-09-30,0,19,-0.013092041015625
2014-10-01,0,18,-0.0109100341796875
2014-10-02,0,15,0.0
2014-10-03,0,3,2.0
2014-10-04,0,1,-1.0
2014-10-05,0,6,-0.25
2014-10-06,0,7,-0.125
2014-10-07,0,10,-0.078125
2014-10-08,0,4,0.9453125
2014-10-09,0,4,-0.541015625
2014-10-10,0,5,-0.1572265625
2014-10-11,0,2,-0.08868408203125
2014-10-12,0,1,-0.060882568359375
2014-10-13,0,4,-0.02734375
2014-10-14,0,1,-0.0205078125
2014-10-15,0,10,-0.01611328125
2014-10-16,0,3,-0.013092041015625
2014-10-17,0,2,-0.0109100341796875
2014-10-18,0,1,0.0
2014-10-19,0,3,0.0
2014-10-20,0,4,0.0
2014-10-21,0,0,0.0
2014-10-22,0,1,0.0
2014-10-23,0,4,0.0
2014-10-24,0,6,0.0
2014-10-25,0,1,0.0
2014-10-26,0,1,0.0
2014-10-27,0,1,0.0
2014-10-28,4,7,0.0
2014-10-29,1,2,0.0
2014-10-30,0,1,0.0
2014-10-31,0,0,0.0
2014-11-01,0,0,0.0
2014-11-02,0,2,1.0
2014-11-03,3,2,-0.5
2014-11-04,10,0,-0.125
2014-11-05,1,0,-0.0625
2014-11-06,0,9,-0.0390625
2014-11-07,0,8,-0.02734375
2014-11-08,1,6,-0.0205078125
2014-11-09,1,1,-0.01611328125
2014-11-10,6,3,-0.013092041015625
2014-11-11,0,13,-0.0109100341796875
2014-11-12,1,9,0.0
2014-11-13,0,4,0.0
2014-11-14,0,14,0.0
2014-11-15,0,1,0.0
2014-11-16,0,0,0.0
2014-11-17,5,7,0.0
2014-11-18,0,3,0.0
2014-11-19,0,6,0.0
2014-11-20,0,9,0.0
2014-11-21,2,8,0.0
2014-11-22,1,1,0.0
2014-11-23,3,1,0.0
2014-11-24,0,6,0.0
2014-11-25,0,1,0.0
2014-11-26,0,5,0.0
2014-11-27,0,9,0.0
2014-11-28,0,4,0.0
2014-11-29,0,0,0.0
2014-11-30,0,0,0.0
2014-12-01,0,2,0.0
2014-12-02,0,6,0.0
2014-12-03,5,0,0.0
2014-12-04,3,1,0.0
2014-12-05,0,0,0.0
2014-12-06,1,0,0.0
2014-12-07,6,0,1.0
2014-12-08,2,1,-0.5
2014-12-09,1,2,-0.125
2014-12-10,0,2,-0.0625
2014-12-11,2,6,-0.0390625
2014-12-12,11,0,-0.02734375
2014-12-13,0,0,-0.0205078125
2014-12-14,0,0,-0.01611328125
2014-12-15,1,18,-0.013092041015625
2014-12-16,2,8,-0.0109100341796875
2014-12-17,5,6,0.0
2014-12-18,6,5,0.0
2014-12-19,3,11,0.0
2014-12-20,1,0,0.0
2014-12-21,1,0,0.0
2014-12-22,3,1,1.0
2014-12-23,4,2,-0.5
2014-12-24,16,1,-0.125
2014-12-25,6,0,-0.0625
2014-12-26,2,3,-0.0390625
2014-12-27,3,0,-0.02734375
2014-12-28,6,4,-0.0205078125
2014-12-29,4,6,-0.01611328125
2014-12-30,13,17,-0.013092041015625
2014-12-31,2,11,-0.0109100341796875
2015-01-01,4,4,0.0
2015-01-02,3,0,0.0
2015-01-03,11,0,0.0
2015-01-04,5,18,0.0
2015-01-05,7,14,0.0
2015-01-06,1,12,0.0
2015-01-07,1,5,0.0
2015-01-08,2,16,0.0
2015-01-09,0,7,0.0
2015-01-10,0,1,0.0
2015-01-11,0,4,0.0
2015-01-12,13,17,0.0
2015-01-13,5,2,0.0
2015-01-14,6,12,0.0
2015-01-15,3,9,0.0
2015-01-16,0,24,0.0
2015-01-17,5,6,0.0
2015-01-18,2,6,0.0
2015-01-19,3,8,0.0
2015-01-20,0,11,0.0
2015-01-21,0,13,0.0
2015-01-22,0,2,0.0
2015-01-23,5,3,0.0
2015-01-24,2,0,0.0
2015-01-25,4,2,0.0
2015-01-26,1,10,0.0
2015-01-27,1,11,0.0
2015-01-28,0,14,0.0
2015-01-29,0,6,0.0
2015-01-30,0,8,0.0
2015-01-31,0,1,0.0
2015-02-01,3,8,0.0
2015-02-02,0,13,0.0
2015-02-03,0,18,0.0
2015-02-04,0,19,0.0
2015-02-05,2,15,0.0
2015-02-06,4,15,0.0
2015-02-07,1,11,0.0
2015-02-08,0,6,0.0
2015-02-09,1,4,0.0
2015-02-10,2,6,0.0
2015-02-11,0,8,0.0
2015-02-12,0,8,0.0
2015-02-13,0,10,0.0
2015-02-14,0,3,0.0
2015-02-15,0,17,0.0
2015-02-16,0,4,0.0
2015-02-17,0,3,0.0
2015-02-18,1,11,0.0
2015-02-19,0,3,0.0
2015-02-20,0,8,0.0
2015-02-21,0,2,0.0
2015-02-22,0,6,0.0
2015-02-23,0,18,0.0
2015-02-24,0,6,4.0
2015-02-25,0,8,-2.0
2015-02-26,1,9,-0.5
2015-02-27,0,2,-0.25
2015-02-28,1,17,-0.15625
2015-03-01,1,3,-0.109375
2015-03-02,1,6,-0.08203125
2015-03-03,0,26,-0.064453125
2015-03-04,0,8,-0.0523681640625
2015-03-05,0,16,-0.04364013671875
2015-03-06,0,4,0.0
2015-03-07,0,22,0.0
2015-03-08,3,0,0.0
2015-03-09,0,3,0.0
2015-03-10,0,19,0.0
2015-03-11,0,12,0.0
2015-03-12,0,13,3.0
2015-03-13,0,8,-1.5
2015-03-14,0,4,-0.375
2015-03-15,0,0,-0.1875
2015-03-16,0,0,12.8828125
2015-03-17,0,13,-4.58203125
2015-03-18,0,6,-0.6865234375
2015-03-19,0,5,13.88916015625
2015-03-20,0,11,-5.922088623046875
2015-03-21,0,9,-2.0913238525390625
2015-03-22,0,8,-0.7744140625
2015-03-23,3,8,-1.36767578125
2015-03-24,2,12,-0.673126220703125
2015-03-25,0,24,1.5614776611328125
2015-03-26,0,14,-2.187652587890625
2015-03-27,0,9,1.148101806640625
2015-03-28,1,10,0.459014892578125
2015-03-29,11,20,7.4938201904296875
2015-03-30,5,16,-5.041656494140625
2015-03-31,1,10,-1.440673828125
2015-04-01,0,9,-0.7676544189453125
2015-04-02,2,8,3.5025482177734375
2015-04-03,3,0,-2.3520660400390625
2015-04-04,9,2,2.25701904296875
2015-04-05,8,0,-1.943023681640625
2015-04-06,4,5,0.3291015625
2015-04-07,2,9,-0.8950653076171875
2015-04-08,0,5,-0.32421875
2015-04-09,0,5,-0.208984375
2015-04-10,2,11,0.8470458984375
2015-04-11,0,0,-0.61932373046875
2015-04-12,0,20,-0.184783935546875
2015-04-13,0,10,-0.1113433837890625
2015-04-14,0,5,-0.052154541015625
2015-04-15,0,16,-0.0382537841796875
2015-04-16,0,3,-0.0205078125
2015-04-17,0,1,-0.01611328125
2015-04-18,0,0,-0.013092041015625
2015-04-19,0,14,-0.0109100341796875
2015-04-20,1,25,0.0
2015-04-21,0,11,0.0
2015-04-22,0,15,0.0
2015-04-23,8,11,0.0
2015-04-24,1,6,0.0
2015-04-25,8,7,0.0
2015-04-26,0,9,0.0
2015-04-27,3,14,0.0
2015-04-28,0,13,0.0
2015-04-29,0,31,0.0
2015-04-30,0,9,0.0
2015-05-01,6,11,0.0
2015-05-02,0,6,0.0
2015-05-03,3,1,0.0
2015-05-04,3,5,0.0
2015-05-05,6,14,1.0
2015-05-06,0,6,-0.5
2015-05-07,0,8,-0.125
2015-05-08,0,5,0.9375
2015-05-09,0,7,-0.5390625
2015-05-10,0,2,0.84765625
2015-05-11,0,5,-0.5830078125
2015-05-12,0,4,-0.18017578125
2015-05-13,0,10,-0.102935791015625
2015-05-14,0,5,-0.0704803466796875
2015-05-15,0,5,-0.04345703125
2015-05-16,6,4,-0.033599853515625
2015-05-17,0,3,-0.0270233154296875
2015-05-18,8,12,-0.013092041015625
2015-05-19,5,7,-0.0109100341796875
2015-05-20,2,6,0.0
2015-05-21,0,5,0.0
2015-05-22,0,2,0.0
2015-05-23,0,1,0.0
2015-05-24,0,0,0.0
2015-05-25,6,8,0.0
2015-05-26,1,2,0.0
2015-05-27,5,5,0.0
2015-05-28,5,3,0.0
2015-05-29,3,4,0.0
2015-05-30,4,0,0.0
2015-05-31,1,0,0.0
2015-06-01,2,9,0.0
2015-06-02,0,11,0.0
2015-06-03,0,24,0.0
2015-06-04,0,6,0.0
2015-06-05,0,5,0.0
2015-06-06,0,1,0.0
2015-06-07,0,0,0.0
2015-06-08,3,6,0.0
2015-06-09,0,4,0.0
2015-06-10,1,6,0.0
2015-06-11,0,6,0.0
2015-06-12,0,3,0.0
2015-06-13,0,11,0.0
2015-06-14,0,2,0.0
2015-06-15,4,2,0.0
2015-06-16,1,0,0.0
2015-06-17,5,1,0.0
2015-06-18,0,4,0.0
2015-06-19,0,8,0.0
2015-06-20,0,0,0.0
2015-06-21,0,0,0.0
2015-06-22,0,10,0.0
2015-06-23,0,1,0.0
2015-06-24,0,2,0.0
2015-06-25,0,3,0.0
2015-06-26,0,13,0.0
2015-06-27,0,1,0.0
2015-06-28,0,1,0.0
2015-06-29,0,10,0.0
2015-06-30,0,11,0.0
2015-07-01,2,1,0.0
2015-07-02,1,3,0.0
2015-07-03,2,4,0.0
2015-07-04,0,2,0.0
2015-07-05,0,0,0.0
2015-07-06,3,11,0.0
2015-07-07,0,7,0.0
2015-07-08,1,18,0.0
2015-07-09,0,8,0.0
2015-07-10,0,12,0.0
2015-07-11,0,0,0.0
2015-07-12,8,1,0.0
2015-07-13,0,6,0.0
2015-07-14,0,5,0.0
2015-07-15,0,11,0.0
2015-07-16,0,6,0.0
2015-07-17,1,10,0.0
2015-07-18,0,7,0.0
2015-07-19,7,1,0.0
2015-07-20,4,10,0.0
2015-07-21,0,11,0.0
2015-07-22,0,1,0.0
2015-07-23,0,1,0.0
2015-07-24,0,2,0.0
2015-07-25,0,0,0.0
2015-07-26,3,0,0.0
2015-07-27,4,2,0.0
2015-07-28,4,0,0.0
2015-07-29,0,6,0.0
2015-07-30,6,5,0.0
2015-07-31,1,6,0.0
2015-08-01,0,3,0.0
2015-08-02,15,0,0.0
2015-08-03,6,2,0.0
2015-08-04,0,9,0.0
2015-08-05,1,10,0.0
2015-08-06,0,4,0.0
2015-08-07,8,4,0.0
2015-08-08,4,6,0.0
2015-08-09,13,7,0.0
2015-08-10,3,18,0.0
2015-08-11,3,49,0.0
2015-08-12,0,5,0.0
2015-08-13,5,5,0.0
2015-08-14,0,5,0.0
2015-08-15,0,4,0.0
2015-08-16,0,5,0.0
2015-08-17,0,14,0.0
2015-08-18,0,16,0.0
2015-08-19,0,4,0.0
2015-08-20,0,7,0.0
2015-08-21,0,13,0.0
2015-08-22,5,5,0.0
2015-08-23,2,2,0.0
2015-08-24,0,6,0.0
2015-08-25,0,9,0.0
2015-08-26,1,4,0.0
2015-08-27,0,2,0.0
2015-08-28,0,3,0.0
2015-08-29,0,0,0.0
2015-08-30,0,3,0.0
2015-08-31,0,20,0.0
2015-09-01,0,10,0.0
2015-09-02,0,11,0.0
2015-09-03,0,13,0.0
2015-09-04,0,11,0.0
2015-09-05,0,10,0.0
2015-09-06,0,5,0.0
2015-09-07,0,6,0.0
2015-09-08,7,18,0.0
2015-09-09,0,14,0.0
2015-09-10,0,16,0.0
2015-09-11,0,10,0.0
2015-09-12,0,2,1.0
2015-09-13,0,2,3.5
2015-09-14,0,5,0.875
2015-09-15,0,11,-2.0625
2015-09-16,0,9,0.3359375
2015-09-17,0,10,-0.87109375
2015-09-18,0,19,-0.3720703125
2015-09-19,3,9,-0.24267578125
2015-09-20,0,0,-0.178131103515625
2015-09-21,0,12,13.861038208007812
2015-09-22,0,9,-7.103424072265625
2015-09-23,0,19,-0.7988433837890625
2015-09-24,0,6,-1.388092041015625
2015-09-25,0,7,-0.6827850341796875
2015-09-26,0,1,-0.4453125
2015-09-27,0,2,0.673828125
2015-09-28,0,11,-0.7529296875
2015-09-29,0,15,2.67120361328125
2015-09-30,0,15,-1.731353759765625
2015-10-01,0,13,-0.427154541015625
2015-10-02,0,7,-0.2257537841796875
2015-10-03,0,1,10.8623046875
2015-10-04,0,1,-4.59814453125
2015-10-05,0,1,-1.949615478515625
2015-10-06,0,7,-0.8717498779296875
2015-10-07,0,3,-0.531463623046875
2015-10-08,0,11,-0.3725738525390625
2015-10-09,0,3,-0.2529296875
2015-10-10,0,6,-0.19775390625
2015-10-11,0,1,0.839874267578125
2015-10-12,0,0,1.3668975830078125
2015-10-13,1,4,0.8640899658203125
2015-10-14,1,15,-1.3125
2015-10-15,0,1,0.5859375
2015-10-16,0,7,-0.73046875
2015-10-17,0,2,0.7216796875
2015-10-18,0,0,2.32568359375
2015-10-19,0,1,-1.750396728515625
2015-10-20,0,1,0.4658355712890625
