,plotly/plotly.js,highcharts/highcharts,apache/echarts
2015-09-07,1,5,10.0
2015-09-08,7,0,10.0
2015-09-09,12,0,10.0
2015-09-10,25,7,4.0
2015-09-11,19,6,6.0
2015-09-12,1,0,2.0
2015-09-13,0,0,4.0
2015-09-14,33,8,0.0
2015-09-15,18,20,3.0
2015-09-16,28,6,3.0
2015-09-17,12,12,2.0
2015-09-18,33,8,0.0
2015-09-19,0,0,0.0
2015-09-20,0,1,0.0
2015-09-21,34,0,4.0
2015-09-22,15,7,2.0
2015-09-23,10,11,5.0
2015-09-24,26,9,7.0
2015-09-25,12,4,8.0
2015-09-26,1,0,1.0
2015-09-27,0,3,2.0
2015-09-28,14,9,5.0
2015-09-29,20,3,3.0
2015-09-30,4,13,1.0
2015-10-01,19,7,0.0
2015-10-02,9,10,0.0
2015-10-03,0,6,1.0
2015-10-04,2,0,2.0
2015-10-05,13,3,7.0
2015-10-06,15,12,2.0
2015-10-07,33,11,1.0
2015-10-08,26,4,8.0
2015-10-09,15,2,6.0
2015-10-10,2,0,4.0
2015-10-11,0,1,0.0
2015-10-12,10,8,3.0
2015-10-13,33,5,10.0
2015-10-14,36,3,20.0
2015-10-15,34,1,7.0
2015-10-16,8,1,9.0
2015-10-17,0,1,3.0
2015-10-18,0,0,4.0
2015-10-19,5,11,6.0
2015-10-20,12,7,2.0
2015-10-21,6,3,14.0
2015-10-22,18,1,4.0
2015-10-23,9,14,8.0
2015-10-24,0,4,1.0
2015-10-25,6,4,5.0
2015-10-26,14,8,10.0
2015-10-27,17,10,11.0
2015-10-28,36,12,7.0
2015-10-29,21,6,9.0
2015-10-30,30,6,4.0
2015-10-31,0,3,3.0
2015-11-01,0,0,3.0
2015-11-02,28,0,6.0
2015-11-03,39,0,9.0
2015-11-04,28,0,10.0
2015-11-05,27,0,11.0
2015-11-06,10,15,7.0
2015-11-07,4,0,1.0
2015-11-08,0,0,2.0
2015-11-09,5,4,15.0
2015-11-10,27,9,8.0
2015-11-11,24,8,14.0
2015-11-12,9,6,9.0
2015-11-13,18,2,2.0
2015-11-14,0,0,0.0
2015-11-15,18,0,2.0
2015-11-16,48,8,11.0
2015-11-17,56,5,8.0
2015-11-18,9,4,7.0
2015-11-19,1,0,13.0
2015-11-20,17,0,2.0
2015-11-21,0,0,3.0
2015-11-22,0,0,3.0
2015-11-23,6,0,10.0
2015-11-24,24,6,10.0
2015-11-25,10,9,18.0
2015-11-26,0,3,12.0
2015-11-27,4,1,16.0
2015-11-28,0,0,9.0
2015-11-29,0,5,21.0
2015-11-30,11,17,13.0
2015-12-01,8,13,8.0
2015-12-02,18,12,13.0
2015-12-03,21,17,4.0
2015-12-04,8,7,2.0
2015-12-05,0,1,0.0
2015-12-06,0,0,3.0
2015-12-07,13,9,6.0
2015-12-08,12,5,7.0
2015-12-09,4,10,4.0
2015-12-10,11,13,10.0
2015-12-11,2,14,8.0
2015-12-12,0,7,0.0
2015-12-13,0,0,0.0
2015-12-14,12,4,12.0
2015-12-15,12,11,3.0
