,nwjs/nw.js,electron/electron,AvaloniaUI/Avalonia
2022-08-13,0,0,14
2022-08-14,0,0,5
2022-08-15,0,8,12
2022-08-16,0,4,4
2022-08-17,0,4,5
2022-08-18,0,3,8
2022-08-19,0,4,7
2022-08-20,1,0,5
2022-08-21,0,0,7
2022-08-22,9,6,3
2022-08-23,2,4,5
2022-08-24,0,3,8
2022-08-25,0,7,0
2022-08-26,2,2,2
2022-08-27,0,0,0
2022-08-28,0,0,3
2022-08-29,0,6,7
2022-08-30,0,1,11
2022-08-31,2,5,10
2022-09-01,0,4,7
2022-09-02,0,1,7
2022-09-03,1,0,0
2022-09-04,6,0,0
2022-09-05,0,2,4
2022-09-06,2,3,0
2022-09-07,0,7,20
2022-09-08,0,5,32
2022-09-09,0,2,9
2022-09-10,0,0,8
2022-09-11,0,0,3
2022-09-12,2,4,5
2022-09-13,0,9,10
2022-09-14,2,2,6
2022-09-15,0,7,12
2022-09-16,0,3,7
2022-09-17,0,0,2
2022-09-18,0,0,0
2022-09-19,0,5,6
2022-09-20,0,4,34
2022-09-21,1,5,16
2022-09-22,1,4,3
2022-09-23,0,6,11
2022-09-24,1,1,17
2022-09-25,0,0,14
2022-09-26,0,7,28
2022-09-27,8,4,21
2022-09-28,7,2,16
2022-09-29,1,1,6
2022-09-30,3,1,10
2022-10-01,0,0,4
2022-10-02,2,0,0
2022-10-03,11,1,7
2022-10-04,0,8,1
2022-10-05,0,4,6
2022-10-06,0,3,16
2022-10-07,0,1,6
2022-10-08,0,0,12
2022-10-09,0,0,3
2022-10-10,0,7,26
2022-10-11,0,7,11
2022-10-12,0,7,35
2022-10-13,0,6,13
2022-10-14,0,1,55
2022-10-15,0,0,40
2022-10-16,0,0,15
2022-10-17,0,6,22
2022-10-18,0,3,39
2022-10-19,0,3,27
2022-10-20,0,4,16
2022-10-21,0,2,12
2022-10-22,0,0,12
2022-10-23,0,0,19
2022-10-24,0,2,16
2022-10-25,2,3,20
2022-10-26,4,2,20
2022-10-27,3,8,6
2022-10-28,2,1,4
2022-10-29,0,0,3
2022-10-30,0,0,3
2022-10-31,0,1,4
2022-11-01,0,3,18
2022-11-02,2,0,26
2022-11-03,2,0,14
2022-11-04,0,0,15
2022-11-05,0,0,1
2022-11-06,0,0,6
2022-11-07,0,3,13
2022-11-08,0,1,16
2022-11-09,0,2,25
2022-11-10,0,1,50
2022-11-11,0,1,3
2022-11-12,0,0,3
2022-11-13,0,0,2
2022-11-14,0,3,15
2022-11-15,0,7,14
2022-11-16,0,3,20
2022-11-17,0,1,8
2022-11-18,0,1,18
2022-11-19,0,1,5
2022-11-20,0,0,1
2022-11-21,0,1,17
2022-11-22,0,3,16
2022-11-23,0,1,3
2022-11-24,0,0,9
2022-11-25,0,0,5
2022-11-26,0,0,11
2022-11-27,0,0,8
2022-11-28,0,1,7
2022-11-29,0,2,15
2022-11-30,0,6,24
2022-12-01,5,5,27
2022-12-02,2,0,32
2022-12-03,4,0,16
2022-12-04,3,0,7
2022-12-05,0,5,42
2022-12-06,0,1,38
2022-12-07,0,0,43
2022-12-08,2,1,11
2022-12-09,0,0,35
2022-12-10,0,0,8
2022-12-11,0,0,13
2022-12-12,0,1,28
2022-12-13,0,4,18
2022-12-14,0,4,4
2022-12-15,0,0,24
2022-12-16,0,0,30
2022-12-17,2,0,5
2022-12-18,0,0,4
2022-12-19,0,0,1
2022-12-20,0,1,0
2022-12-21,1,1,10
2022-12-22,2,1,13
2022-12-23,0,0,11
2022-12-24,0,0,0
2022-12-25,0,0,1
2022-12-26,0,0,0
2022-12-27,0,0,12
2022-12-28,0,0,9
2022-12-29,0,0,13
2022-12-30,0,0,6
2022-12-31,0,0,7
2023-01-01,0,0,8
2023-01-02,0,5,9
2023-01-03,0,0,25
2023-01-04,0,2,18
2023-01-05,0,4,29
2023-01-06,0,0,47
2023-01-07,0,0,38
2023-01-08,10,0,11
2023-01-09,0,3,22
2023-01-10,3,4,10
2023-01-11,1,4,21
2023-01-12,0,5,4
2023-01-13,2,0,10
2023-01-14,0,0,3
2023-01-15,0,0,2
2023-01-16,0,3,12
2023-01-17,0,1,20
2023-01-18,0,5,22
2023-01-19,0,4,24
2023-01-20,0,3,25
2023-01-21,0,1,7
2023-01-22,0,0,16
2023-01-23,1,2,13
2023-01-24,1,1,39
2023-01-25,1,8,24
2023-01-26,0,8,14
2023-01-27,0,1,6
2023-01-28,0,0,2
2023-01-29,0,0,28
2023-01-30,0,1,14
2023-01-31,0,9,38
2023-02-01,0,2,23
2023-02-02,0,5,28
2023-02-03,0,5,27
2023-02-04,0,0,17
2023-02-05,0,0,10
2023-02-06,13,6,14
2023-02-07,2,2,13
2023-02-08,1,8,23
2023-02-09,0,5,23
2023-02-10,0,0,14
2023-02-11,0,1,6
2023-02-12,0,2,9
2023-02-13,0,5,24
2023-02-14,3,9,47
2023-02-15,0,1,21
2023-02-16,2,5,27
2023-02-17,0,6,21
2023-02-18,0,0,4
2023-02-19,0,3,15
2023-02-20,0,3,30
2023-02-21,0,5,21
2023-02-22,0,1,15
2023-02-23,0,1,28
2023-02-24,1,5,34
2023-02-25,1,0,37
2023-02-26,0,0,23
2023-02-27,0,2,10
2023-02-28,0,4,22
2023-03-01,0,5,22
2023-03-02,0,4,44
2023-03-03,0,1,38
2023-03-04,0,0,21
2023-03-05,0,0,8
2023-03-06,0,3,14
2023-03-07,0,4,22
2023-03-08,0,0,31
2023-03-09,13,2,14
2023-03-10,1,0,10
2023-03-11,2,0,0
2023-03-12,0,0,0
2023-03-13,2,2,12
2023-03-14,0,2,11
2023-03-15,0,2,10
2023-03-16,0,1,19
2023-03-17,0,2,27
2023-03-18,0,0,14
2023-03-19,0,0,12
2023-03-20,0,5,7
2023-03-21,0,2,13
2023-03-22,0,1,5
2023-03-23,0,1,2
2023-03-24,0,0,21
2023-03-25,0,0,12
2023-03-26,0,0,21
2023-03-27,0,4,3
2023-03-28,0,5,23
2023-03-29,0,3,23
2023-03-30,0,2,13
2023-03-31,0,4,25
2023-04-01,4,1,7
2023-04-02,3,0,9
2023-04-03,1,3,14
2023-04-04,1,6,9
2023-04-05,1,3,7
2023-04-06,1,4,14
2023-04-07,0,1,18
2023-04-08,0,0,4
2023-04-09,0,0,5
2023-04-10,0,1,4
2023-04-11,0,7,14
2023-04-12,0,2,5
2023-04-13,0,6,13
2023-04-14,3,0,20
2023-04-15,0,0,9
2023-04-16,0,2,1
2023-04-17,0,3,16
2023-04-18,0,2,6
2023-04-19,1,3,24
2023-04-20,0,2,8
2023-04-21,0,1,31
2023-04-22,0,0,5
2023-04-23,0,1,9
2023-04-24,0,2,26
2023-04-25,0,3,14
2023-04-26,0,6,14
2023-04-27,2,2,22
2023-04-28,9,0,22
2023-04-29,0,0,6
2023-04-30,0,0,23
2023-05-01,0,1,3
2023-05-02,0,3,6
2023-05-03,0,4,17
2023-05-04,0,3,23
2023-05-05,3,0,19
2023-05-06,0,0,1
2023-05-07,0,0,17
2023-05-08,1,12,22
2023-05-09,1,2,13
2023-05-10,0,1,18
2023-05-11,0,3,11
2023-05-12,1,2,13
2023-05-13,0,0,17
2023-05-14,1,0,9
2023-05-15,1,8,21
2023-05-16,3,8,8
2023-05-17,1,8,27
2023-05-18,0,3,38
2023-05-19,12,1,26
2023-05-20,2,0,7
2023-05-21,0,0,3
2023-05-22,0,3,46
2023-05-23,0,1,35
2023-05-24,0,11,10
2023-05-25,0,5,16
2023-05-26,0,0,14
2023-05-27,0,0,4
2023-05-28,1,1,9
2023-05-29,0,2,56
2023-05-30,0,5,26
2023-05-31,1,10,51
2023-06-01,0,1,9
2023-06-02,0,1,9
2023-06-03,0,1,4
2023-06-04,0,0,14
2023-06-05,2,5,8
2023-06-06,0,6,8
2023-06-07,6,6,20
2023-06-08,0,16,4
2023-06-09,0,6,6
2023-06-10,0,1,0
2023-06-11,0,0,4
2023-06-12,0,3,4
2023-06-13,0,6,9
2023-06-14,0,5,26
2023-06-15,0,2,19
2023-06-16,0,1,16
2023-06-17,0,0,2
2023-06-18,0,0,6
2023-06-19,0,3,7
2023-06-20,0,4,6
2023-06-21,0,3,22
2023-06-22,0,3,2
2023-06-23,0,0,12
2023-06-24,0,0,3
2023-06-25,0,0,0
2023-06-26,0,4,10
2023-06-27,0,1,17
2023-06-28,0,0,7
2023-06-29,0,1,8
2023-06-30,0,0,50
2023-07-01,0,0,2
2023-07-02,0,0,12
2023-07-03,0,2,2
2023-07-04,0,0,4
2023-07-05,0,2,19
2023-07-06,0,5,6
2023-07-07,0,0,14
2023-07-08,0,0,2
2023-07-09,0,0,7
2023-07-10,0,5,5
2023-07-11,0,2,6
2023-07-12,0,3,8
2023-07-13,0,5,13
2023-07-14,0,0,11
2023-07-15,0,0,8
2023-07-16,0,0,12
2023-07-17,2,2,17
2023-07-18,0,5,10
2023-07-19,2,2,16
2023-07-20,0,3,4
2023-07-21,1,4,4
2023-07-22,0,0,0
2023-07-23,2,0,3
2023-07-24,1,7,2
2023-07-25,3,3,13
2023-07-26,0,3,15
2023-07-27,2,2,7
2023-07-28,0,1,9
2023-07-29,0,0,2
2023-07-30,2,0,1
2023-07-31,5,4,1
2023-08-01,0,4,5
2023-08-02,0,3,6
2023-08-03,0,5,1
2023-08-04,2,1,2
2023-08-05,0,0,4
2023-08-06,0,0,1
2023-08-07,0,5,1
2023-08-08,0,7,3
2023-08-09,0,6,0
2023-08-10,0,5,2
2023-08-11,0,0,1
2023-08-12,0,0,4
2023-08-13,0,0,0
2023-08-14,0,7,1
2023-08-15,0,10,7
2023-08-16,2,5,8
2023-08-17,3,8,5
2023-08-18,0,0,12
2023-08-19,0,0,7
2023-08-20,0,0,5
2023-08-21,1,5,2
2023-08-22,2,4,15
2023-08-23,3,5,2
2023-08-24,6,5,8
2023-08-25,0,4,6
2023-08-26,0,0,0
2023-08-27,0,0,0
2023-08-28,2,6,14
2023-08-29,1,2,17
2023-08-30,0,3,19
2023-08-31,0,3,29
2023-09-01,0,1,20
2023-09-02,0,0,1
2023-09-03,0,0,0
2023-09-04,0,3,2
2023-09-05,0,3,1
2023-09-06,0,3,5
2023-09-07,0,5,1
2023-09-08,0,0,8
2023-09-09,0,0,0
2023-09-10,0,0,3
2023-09-11,1,8,0
2023-09-12,0,4,0
2023-09-13,1,0,8
2023-09-14,0,4,5
2023-09-15,2,1,2
2023-09-16,0,0,2
2023-09-17,0,0,0
2023-09-18,0,5,2
2023-09-19,0,1,5
2023-09-20,1,5,6
2023-09-21,0,3,6
2023-09-22,0,2,5
2023-09-23,0,0,5
2023-09-24,0,0,8
2023-09-25,0,4,12
2023-09-26,0,3,1
2023-09-27,0,8,0
2023-09-28,0,9,3
2023-09-29,0,1,3
2023-09-30,0,0,2
2023-10-01,0,0,11
2023-10-02,0,4,4
2023-10-03,0,2,4
2023-10-04,0,1,5
2023-10-05,0,4,0
2023-10-06,1,3,8
2023-10-07,0,0,0
2023-10-08,2,3,0
2023-10-09,0,4,3
2023-10-10,1,7,1
2023-10-11,0,0,0
2023-10-12,0,5,16
2023-10-13,0,3,2
2023-10-14,0,0,0
2023-10-15,0,0,0
2023-10-16,0,5,6
2023-10-17,1,3,6
2023-10-18,0,8,1
2023-10-19,1,1,4
2023-10-20,0,0,0
2023-10-21,0,0,1
2023-10-22,2,0,1
2023-10-23,1,1,1
2023-10-24,0,1,5
2023-10-25,0,3,1
2023-10-26,0,3,4
2023-10-27,0,0,0
2023-10-28,0,0,0
2023-10-29,0,0,0
2023-10-30,1,1,3
2023-10-31,6,8,4
2023-11-01,2,3,0
2023-11-02,4,2,3
2023-11-03,0,1,4
2023-11-04,0,0,0
2023-11-05,0,0,2
2023-11-06,0,2,6
2023-11-07,1,2,6
2023-11-08,0,0,0
2023-11-09,0,2,0
2023-11-10,0,1,0
2023-11-11,0,0,0
2023-11-12,0,0,2
2023-11-13,0,3,4
2023-11-14,0,1,0
2023-11-15,0,1,1
2023-11-16,1,1,1
2023-11-17,0,2,3
2023-11-18,0,0,0
2023-11-19,0,0,2
2023-11-20,0,2,5
2023-11-21,0,2,12
2023-11-22,0,8,4
2023-11-23,0,0,6
2023-11-24,0,0,3
2023-11-25,0,0,2
2023-11-26,0,0,0
2023-11-27,0,2,0
2023-11-28,0,1,2
2023-11-29,0,2,5
2023-11-30,9,4,1
2023-12-01,1,2,6
2023-12-02,0,0,1
2023-12-03,0,0,2
2023-12-04,0,4,2
2023-12-05,0,2,3
2023-12-06,0,4,3
2023-12-07,0,1,5
2023-12-08,0,1,4
2023-12-09,0,0,0
2023-12-10,0,0,0
2023-12-11,0,1,0
2023-12-12,0,5,2
2023-12-13,0,1,1
2023-12-14,0,2,3
2023-12-15,0,0,6
2023-12-16,0,0,1
2023-12-17,0,0,1
2023-12-18,0,0,0
2023-12-19,3,1,0
2023-12-20,0,1,0
2023-12-21,1,0,2
2023-12-22,0,0,6
2023-12-23,1,0,1
2023-12-24,0,0,0
2023-12-25,0,0,0
2023-12-26,0,0,1
2023-12-27,0,0,0
2023-12-28,0,0,1
2023-12-29,0,0,0
2023-12-30,0,0,0
2023-12-31,0,0,0
2024-01-01,0,0,0
2024-01-02,0,2,1
2024-01-03,0,1,5
2024-01-04,0,6,1
2024-01-05,0,4,0
2024-01-06,0,0,0
2024-01-07,0,1,0
2024-01-08,0,2,2
2024-01-09,0,2,1
2024-01-10,0,5,4
2024-01-11,0,6,1
2024-01-12,0,3,2
2024-01-13,0,0,2
2024-01-14,0,0,0
2024-01-15,0,2,2
2024-01-16,0,2,1
2024-01-17,0,2,3
2024-01-18,0,5,2
2024-01-19,0,1,1
2024-01-20,0,0,1
2024-01-21,0,0,3
2024-01-22,0,0,3
2024-01-23,0,1,1
2024-01-24,0,5,1
2024-01-25,0,3,2
2024-01-26,0,2,5
2024-01-27,0,0,1
2024-01-28,0,0,1
2024-01-29,0,3,5
2024-01-30,0,7,0
2024-01-31,13,4,5
2024-02-01,4,1,5
2024-02-02,1,2,0
2024-02-03,1,0,5
2024-02-04,0,0,1
2024-02-05,1,4,3
2024-02-06,0,5,5
2024-02-07,0,0,3
2024-02-08,0,4,10
2024-02-09,0,4,6
2024-02-10,0,0,2
2024-02-11,0,0,2
2024-02-12,0,2,0
2024-02-13,0,0,1
2024-02-14,0,5,5
2024-02-15,0,1,2
2024-02-16,0,2,4
2024-02-17,7,2,1
2024-02-18,0,0,1
2024-02-19,0,1,2
2024-02-20,0,1,8
2024-02-21,1,4,1
2024-02-22,0,2,5
2024-02-23,0,1,1
2024-02-24,0,0,5
2024-02-25,0,0,0
2024-02-26,1,3,1
2024-02-27,0,2,3
2024-02-28,0,2,1
2024-02-29,0,3,7
2024-03-01,0,2,4
2024-03-02,0,0,1
2024-03-03,0,0,0
2024-03-04,1,2,1
2024-03-05,3,1,12
2024-03-06,0,3,16
2024-03-07,0,1,10
2024-03-08,0,2,5
2024-03-09,0,0,11
2024-03-10,0,1,3
2024-03-11,0,0,4
2024-03-12,0,2,1
2024-03-13,0,3,2
2024-03-14,0,1,2
2024-03-15,0,1,9
2024-03-16,0,0,0
2024-03-17,0,0,0
2024-03-18,0,0,4
2024-03-19,0,4,2
2024-03-20,0,1,2
2024-03-21,0,8,0
2024-03-22,0,2,0
2024-03-23,13,0,1
2024-03-24,0,1,1
2024-03-25,0,2,7
2024-03-26,3,2,0
2024-03-27,0,6,0
2024-03-28,1,4,3
2024-03-29,0,1,3
2024-03-30,0,0,5
2024-03-31,0,0,0
2024-04-01,0,2,5
2024-04-02,1,0,1
2024-04-03,0,0,1
2024-04-04,0,1,3
2024-04-05,0,0,5
2024-04-06,0,0,4
2024-04-07,0,0,1
2024-04-08,0,2,1
2024-04-09,0,2,2
2024-04-10,0,4,6
2024-04-11,0,3,3
2024-04-12,0,2,5
2024-04-13,0,0,3
2024-04-14,0,0,1
2024-04-15,0,5,1
2024-04-16,0,1,3
2024-04-17,6,3,4
2024-04-18,3,2,5
2024-04-19,2,6,2
2024-04-20,3,0,8
2024-04-21,1,0,0
2024-04-22,0,3,2
2024-04-23,0,4,4
2024-04-24,0,2,5
2024-04-25,0,0,11
2024-04-26,0,0,6
2024-04-27,0,0,0
2024-04-28,0,0,0
2024-04-29,3,5,1
2024-04-30,1,0,7
2024-05-01,0,2,3
2024-05-02,0,0,3
2024-05-03,0,0,1
2024-05-04,0,1,1
2024-05-05,2,0,2
2024-05-06,4,0,4
2024-05-07,1,3,1
2024-05-08,0,2,2
2024-05-09,0,3,5
2024-05-10,2,2,2
2024-05-11,1,1,1
2024-05-12,0,0,1
2024-05-13,0,9,4
2024-05-14,2,6,7
2024-05-15,2,6,0
2024-05-16,1,0,2
2024-05-17,0,1,0
2024-05-18,0,0,0
2024-05-19,0,0,0
2024-05-20,0,1,1
2024-05-21,1,1,1
2024-05-22,4,0,0
2024-05-23,0,1,0
2024-05-24,1,1,2
2024-05-25,2,0,2
2024-05-26,0,1,0
2024-05-27,0,1,0
2024-05-28,0,1,1
2024-05-29,0,4,3
2024-05-30,0,2,1
2024-05-31,0,2,1
2024-06-01,0,0,0
2024-06-02,0,0,0
2024-06-03,0,1,0
2024-06-04,0,1,2
2024-06-05,0,4,4
2024-06-06,0,4,3
2024-06-07,0,5,1
2024-06-08,0,0,2
2024-06-09,0,0,0
2024-06-10,0,8,0
2024-06-11,8,6,1
2024-06-12,3,10,0
2024-06-13,1,19,4
2024-06-14,0,10,2
2024-06-15,0,0,0
2024-06-16,0,1,0
2024-06-17,0,5,1
2024-06-18,0,7,2
2024-06-19,1,4,4
2024-06-20,0,4,0
2024-06-21,0,1,0
2024-06-22,0,1,0
2024-06-23,0,0,0
2024-06-24,0,1,0
2024-06-25,5,2,10
2024-06-26,0,2,10
2024-06-27,0,6,2
2024-06-28,0,1,5
2024-06-29,0,0,0
2024-06-30,0,0,2
2024-07-01,0,4,3
2024-07-02,0,4,2
2024-07-03,3,1,2
2024-07-04,0,0,4
2024-07-05,0,2,0
2024-07-06,0,0,0
2024-07-07,0,0,0
2024-07-08,0,7,7
2024-07-09,0,2,0
2024-07-10,0,3,2
2024-07-11,0,3,1
2024-07-12,0,0,1
2024-07-13,0,2,2
2024-07-14,0,2,0
2024-07-15,0,6,1
2024-07-16,0,2,2
2024-07-17,5,6,6
2024-07-18,1,2,0
2024-07-19,1,3,3
2024-07-20,0,0,2
2024-07-21,0,0,1
2024-07-22,0,6,2
2024-07-23,0,2,0
2024-07-24,1,2,2
2024-07-25,0,7,3
2024-07-26,0,1,2
2024-07-27,0,2,0
2024-07-28,0,0,2
2024-07-29,0,3,5
2024-07-30,3,6,0
2024-07-31,0,3,3
2024-08-01,0,3,5
2024-08-02,0,3,0
2024-08-03,0,1,6
2024-08-04,0,0,1
2024-08-05,0,8,5
2024-08-06,0,2,0
2024-08-07,0,4,3
2024-08-08,0,0,0
2024-08-09,0,5,0
2024-08-10,0,1,0
2024-08-11,0,1,0
2024-08-12,0,4,1
2024-08-13,6,1,4
2024-08-14,2,3,0
2024-08-15,1,1,5
2024-08-16,1,2,5
2024-08-17,0,0,1
2024-08-18,0,0,0
2024-08-19,0,7,7
2024-08-20,0,5,3
2024-08-21,1,2,0
2024-08-22,0,6,1
2024-08-23,0,9,1
2024-08-24,0,1,0
2024-08-25,0,0,0
2024-08-26,6,3,2
2024-08-27,1,0,1
2024-08-28,2,0,0
2024-08-29,0,2,0
2024-08-30,0,0,2
2024-08-31,0,0,0
2024-09-01,0,0,0
2024-09-02,0,0,1
2024-09-03,0,0,0
2024-09-04,0,7,0
2024-09-05,0,7,1
2024-09-06,0,5,0
2024-09-07,0,1,0
2024-09-08,0,1,0
2024-09-09,0,5,0
2024-09-10,0,3,0
2024-09-11,6,2,0
2024-09-12,1,6,19
2024-09-13,0,0,0
2024-09-14,0,0,5
2024-09-15,2,0,0
2024-09-16,0,4,0
2024-09-17,2,9,0
2024-09-18,1,3,5
2024-09-19,0,1,0
2024-09-20,0,5,1
2024-09-21,0,1,0
2024-09-22,0,0,0
2024-09-23,0,7,2
2024-09-24,0,7,7
2024-09-25,0,4,4
2024-09-26,0,7,1
2024-09-27,0,3,3
2024-09-28,0,0,1
2024-09-29,0,1,1
2024-09-30,0,3,7
2024-10-01,0,7,0
2024-10-02,0,4,4
2024-10-03,0,1,2
2024-10-04,0,0,1
2024-10-05,0,0,0
2024-10-06,0,0,1
2024-10-07,2,1,5
2024-10-08,0,2,1
2024-10-09,0,5,0
2024-10-10,0,1,5
2024-10-11,0,7,2
2024-10-12,0,0,1
2024-10-13,0,0,0
2024-10-14,8,3,2
2024-10-15,1,4,2
2024-10-16,0,6,0
2024-10-17,1,4,0
2024-10-18,0,2,1
2024-10-19,0,0,0
2024-10-20,0,0,0
2024-10-21,1,4,2
2024-10-22,1,1,1
2024-10-23,0,2,1
2024-10-24,0,1,1
2024-10-25,0,1,1
2024-10-26,0,0,0
2024-10-27,0,0,1
2024-10-28,0,2,1
2024-10-29,0,10,0
2024-10-30,0,2,1
2024-10-31,0,3,6
2024-11-01,0,3,1
2024-11-02,0,3,1
2024-11-03,0,0,3
2024-11-04,0,8,2
2024-11-05,0,3,3
2024-11-06,0,2,1
2024-11-07,0,1,0
2024-11-08,0,1,3
2024-11-09,0,0,0
2024-11-10,0,0,3
