,plotly/plotly.js,apache/echarts,highcharts/highcharts
2018-01-27,1,0.0,0
2018-01-28,0,1.0,6
2018-01-29,11,4.0,12
2018-01-30,23,6.0,12
2018-01-31,9,4.0,17
2018-02-01,17,1.0,18
2018-02-02,20,0.0,5
2018-02-03,0,0.0,0
2018-02-04,11,0.0,0
2018-02-05,12,0.0,8
2018-02-06,14,0.0,0
2018-02-07,5,1.0,0
2018-02-08,29,2.0,3
2018-02-09,10,2.0,26
2018-02-10,0,1.0,3
2018-02-11,0,1.0,0
2018-02-12,14,4.0,10
2018-02-13,4,2.0,16
2018-02-14,5,3.0,16
2018-02-15,3,0.0,8
2018-02-16,22,0.0,13
2018-02-17,6,0.0,9
2018-02-18,0,0.0,4
2018-02-19,14,0.0,5
2018-02-20,14,0.0,17
2018-02-21,5,2.0,3
2018-02-22,2,2.0,3
2018-02-23,7,1.0,2
2018-02-24,0,2.0,10
2018-02-25,4,3.0,6
2018-02-26,11,11.0,6
2018-02-27,12,5.0,19
2018-02-28,29,6.0,6
2018-03-01,22,5.0,5
2018-03-02,17,2.0,33
2018-03-03,1,0.0,0
2018-03-04,0,0.0,0
2018-03-05,26,4.0,12
2018-03-06,16,5.0,14
2018-03-07,22,4.0,12
2018-03-08,8,2.0,18
2018-03-09,10,4.0,17
2018-03-10,0,0.0,0
2018-03-11,0,0.0,0
2018-03-12,5,7.0,22
2018-03-13,5,0.0,24
2018-03-14,6,2.0,15
2018-03-15,11,0.0,22
2018-03-16,4,3.0,30
2018-03-17,1,0.0,0
2018-03-18,0,0.0,0
2018-03-19,7,1.0,9
2018-03-20,5,4.0,20
2018-03-21,2,2.0,9
2018-03-22,3,0.0,29
2018-03-23,6,3.0,9
2018-03-24,0,1.0,0
2018-03-25,0,3.0,0
2018-03-26,12,1.0,7
2018-03-27,16,0.0,11
2018-03-28,29,1.0,0
2018-03-29,16,5.0,0
2018-03-30,13,1.0,0
2018-03-31,0,0.0,0
2018-04-01,0,0.0,0
2018-04-02,2,2.0,0
2018-04-03,1,5.0,40
2018-04-04,8,2.0,7
2018-04-05,15,2.0,8
2018-04-06,18,0.0,10
2018-04-07,0,0.0,0
2018-04-08,0,3.0,0
2018-04-09,11,1.0,9
2018-04-10,11,1.0,1
2018-04-11,17,4.0,9
2018-04-12,9,0.0,2
2018-04-13,13,7.0,9
2018-04-14,0,0.0,0
2018-04-15,0,0.0,0
2018-04-16,29,6.0,38
2018-04-17,29,3.0,9
2018-04-18,7,10.0,14
2018-04-19,6,1.0,8
2018-04-20,1,5.0,46
2018-04-21,0,2.0,0
2018-04-22,8,3.0,0
2018-04-23,0,3.0,0
2018-04-24,10,3.0,4
2018-04-25,4,1.0,8
2018-04-26,20,4.0,3
2018-04-27,10,5.0,3
2018-04-28,0,4.0,0
2018-04-29,1,2.0,0
2018-04-30,20,0.0,3
2018-05-01,21,0.0,0
2018-05-02,10,7.0,11
2018-05-03,6,2.0,6
2018-05-04,0,5.0,15
2018-05-05,0,0.0,0
2018-05-06,1,4.0,0
2018-05-07,1,3.0,13
2018-05-08,1,1.0,16
2018-05-09,14,0.0,0
2018-05-10,6,0.0,1
2018-05-11,10,0.0,0
2018-05-12,0,0.0,0
2018-05-13,0,0.0,0
2018-05-14,6,1.0,2
2018-05-15,3,0.0,2
2018-05-16,10,0.0,1
2018-05-17,14,0.0,0
2018-05-18,12,0.0,0
2018-05-19,0,0.0,0
2018-05-20,0,0.0,0
2018-05-21,5,7.0,0
2018-05-22,19,0.0,0
2018-05-23,24,0.0,0
2018-05-24,9,0.0,7
2018-05-25,6,0.0,1
2018-05-26,0,0.0,0
2018-05-27,0,0.0,0
2018-05-28,7,1.0,6
2018-05-29,11,8.0,16
2018-05-30,14,1.0,6
2018-05-31,7,0.0,6
2018-06-01,9,0.0,12
2018-06-02,1,0.0,0
2018-06-03,0,0.0,0
2018-06-04,10,0.0,8
2018-06-05,12,0.0,2
2018-06-06,13,0.0,2
2018-06-07,9,1.0,0
2018-06-08,6,0.0,4
2018-06-09,0,0.0,0
2018-06-10,0,0.0,0
2018-06-11,23,0.0,10
2018-06-12,3,1.0,11
2018-06-13,3,9.0,8
2018-06-14,2,1.0,10
2018-06-15,9,0.0,9
2018-06-16,0,0.0,0
2018-06-17,0,0.0,0
2018-06-18,9,1.0,12
2018-06-19,6,2.0,11
2018-06-20,8,1.0,5
2018-06-21,15,2.0,3
2018-06-22,0,0.0,8
2018-06-23,0,0.0,0
2018-06-24,0,0.0,2
2018-06-25,0,2.0,3
2018-06-26,5,0.0,18
2018-06-27,28,0.0,8
2018-06-28,14,0.0,12
2018-06-29,11,0.0,3
2018-06-30,0,0.0,0
2018-07-01,1,0.0,0
2018-07-02,1,0.0,5
2018-07-03,11,2.0,5
2018-07-04,12,0.0,15
2018-07-05,21,0.0,5
2018-07-06,8,0.0,12
2018-07-07,0,0.0,5
2018-07-08,1,0.0,3
2018-07-09,10,0.0,24
2018-07-10,5,0.0,3
2018-07-11,7,1.0,1
2018-07-12,5,0.0,4
2018-07-13,7,0.0,7
2018-07-14,0,0.0,0
2018-07-15,0,0.0,0
2018-07-16,5,0.0,2
2018-07-17,2,0.0,9
2018-07-18,15,0.0,15
2018-07-19,4,0.0,3
2018-07-20,8,0.0,3
2018-07-21,0,0.0,0
2018-07-22,0,0.0,0
2018-07-23,3,0.0,12
2018-07-24,3,0.0,11
2018-07-25,2,0.0,14
2018-07-26,4,2.0,4
2018-07-27,4,2.0,7
2018-07-28,0,0.0,0
2018-07-29,0,2.0,0
2018-07-30,4,0.0,13
2018-07-31,19,0.0,43
2018-08-01,6,0.0,17
2018-08-02,8,0.0,17
2018-08-03,6,0.0,5
2018-08-04,1,0.0,0
2018-08-05,0,0.0,0
2018-08-06,2,0.0,3
2018-08-07,5,1.0,24
2018-08-08,5,0.0,7
2018-08-09,13,2.0,9
2018-08-10,7,3.0,9
2018-08-11,0,0.0,0
2018-08-12,0,0.0,0
2018-08-13,10,1.0,6
2018-08-14,10,0.0,8
2018-08-15,16,3.0,35
2018-08-16,23,1.0,39
2018-08-17,29,0.0,17
2018-08-18,0,0.0,0
2018-08-19,0,0.0,0
2018-08-20,11,0.0,13
2018-08-21,30,0.0,12
2018-08-22,16,0.0,35
2018-08-23,16,0.0,17
2018-08-24,9,0.0,17
2018-08-25,0,1.0,0
2018-08-26,0,2.0,0
2018-08-27,13,3.0,27
2018-08-28,5,0.0,9
2018-08-29,18,0.0,24
2018-08-30,12,0.0,15
2018-08-31,9,0.0,12
2018-09-01,12,0.0,0
2018-09-02,0,0.0,0
2018-09-03,0,20.0,34
2018-09-04,11,15.0,5
2018-09-05,20,6.0,33
2018-09-06,9,2.0,29
2018-09-07,29,1.0,30
2018-09-08,2,0.0,2
2018-09-09,0,5.0,0
2018-09-10,23,5.0,24
2018-09-11,18,4.0,7
2018-09-12,9,4.0,6
2018-09-13,7,1.0,26
2018-09-14,12,3.0,32
2018-09-15,7,0.0,0
2018-09-16,2,0.0,0
2018-09-17,13,0.0,18
2018-09-18,8,0.0,7
2018-09-19,4,2.0,86
2018-09-20,5,0.0,11
2018-09-21,9,18.0,6
2018-09-22,2,0.0,0
2018-09-23,0,0.0,0
2018-09-24,11,0.0,5
2018-09-25,10,0.0,13
2018-09-26,3,1.0,85
2018-09-27,5,0.0,29
2018-09-28,21,0.0,9
2018-09-29,0,0.0,0
2018-09-30,18,0.0,2
2018-10-01,9,0.0,7
2018-10-02,22,0.0,15
2018-10-03,17,0.0,10
2018-10-04,20,0.0,7
2018-10-05,20,0.0,12
2018-10-06,2,0.0,0
2018-10-07,2,0.0,0
2018-10-08,7,4.0,26
2018-10-09,8,0.0,15
2018-10-10,15,5.0,12
2018-10-11,11,6.0,7
2018-10-12,21,2.0,11
2018-10-13,3,0.0,0
2018-10-14,3,0.0,6
2018-10-15,14,19.0,35
2018-10-16,9,6.0,23
2018-10-17,11,8.0,16
2018-10-18,12,4.0,50
2018-10-19,21,1.0,16
2018-10-20,3,0.0,1
2018-10-21,3,0.0,1
2018-10-22,18,2.0,7
2018-10-23,23,1.0,1
2018-10-24,33,1.0,7
2018-10-25,19,0.0,3
2018-10-26,25,1.0,7
2018-10-27,0,0.0,0
2018-10-28,2,0.0,0
2018-10-29,26,5.0,21
2018-10-30,17,2.0,6
2018-10-31,20,1.0,16
2018-11-01,16,0.0,8
2018-11-02,9,0.0,5
2018-11-03,0,0.0,0
2018-11-04,12,5.0,0
2018-11-05,18,0.0,5
2018-11-06,26,0.0,5
2018-11-07,14,0.0,60
2018-11-08,20,0.0,5
2018-11-09,23,0.0,10
2018-11-10,5,0.0,0
2018-11-11,3,0.0,0
2018-11-12,23,2.0,17
2018-11-13,23,0.0,2
2018-11-14,5,0.0,0
2018-11-15,3,6.0,1
2018-11-16,21,0.0,3
2018-11-17,7,2.0,0
2018-11-18,4,0.0,0
2018-11-19,23,0.0,60
2018-11-20,18,2.0,12
2018-11-21,47,0.0,35
2018-11-22,16,0.0,11
2018-11-23,31,0.0,17
2018-11-24,6,0.0,0
2018-11-25,1,0.0,2
2018-11-26,30,0.0,13
2018-11-27,10,1.0,46
2018-11-28,8,0.0,13
2018-11-29,16,3.0,69
2018-11-30,23,0.0,24
2018-12-01,0,0.0,0
2018-12-02,2,1.0,2
2018-12-03,7,4.0,38
2018-12-04,1,7.0,133
2018-12-05,17,0.0,14
2018-12-06,21,0.0,9
2018-12-07,15,0.0,34
2018-12-08,2,0.0,33
2018-12-09,0,0.0,8
2018-12-10,0,0.0,44
2018-12-11,19,2.0,3
2018-12-12,21,0.0,22
2018-12-13,13,3.0,8
2018-12-14,4,1.0,4
2018-12-15,1,0.0,0
2018-12-16,6,0.0,0
2018-12-17,32,1.0,54
2018-12-18,8,1.0,6
2018-12-19,15,2.0,18
2018-12-20,4,2.0,15
2018-12-21,37,0.0,23
2018-12-22,2,0.0,0
2018-12-23,0,0.0,0
2018-12-24,5,0.0,2
2018-12-25,0,0.0,0
2018-12-26,5,0.0,0
2018-12-27,2,2.0,0
2018-12-28,0,2.0,0
2018-12-29,0,1.0,0
2018-12-30,0,0.0,0
2018-12-31,5,1.0,0
2019-01-01,7,3.0,0
2019-01-02,12,5.0,0
2019-01-03,16,4.0,11
2019-01-04,14,3.0,17
2019-01-05,0,0.0,0
2019-01-06,2,0.0,0
2019-01-07,20,0.0,37
2019-01-08,43,0.0,11
2019-01-09,16,3.0,18
2019-01-10,17,3.0,13
2019-01-11,5,0.0,24
2019-01-12,5,10.0,5
2019-01-13,8,1.0,3
2019-01-14,36,1.0,6
2019-01-15,21,0.0,3
2019-01-16,25,1.0,18
2019-01-17,18,2.0,16
2019-01-18,32,0.0,20
2019-01-19,0,0.0,0
2019-01-20,8,0.0,0
2019-01-21,25,0.0,11
2019-01-22,14,0.0,7
2019-01-23,14,15.0,16
2019-01-24,8,6.0,1
2019-01-25,6,0.0,24
2019-01-26,0,0.0,0
2019-01-27,0,0.0,0
2019-01-28,7,10.0,22
2019-01-29,11,0.0,23
2019-01-30,3,0.0,4
2019-01-31,8,3.0,0
2019-02-01,16,0.0,7
2019-02-02,0,0.0,2
2019-02-03,0,0.0,1
2019-02-04,12,0.0,19
2019-02-05,13,0.0,19
2019-02-06,11,0.0,14
2019-02-07,7,0.0,2
2019-02-08,6,0.0,15
2019-02-09,0,0.0,0
2019-02-10,4,0.0,0
2019-02-11,21,0.0,17
2019-02-12,26,0.0,11
2019-02-13,13,0.0,8
2019-02-14,13,8.0,12
2019-02-15,20,5.0,13
2019-02-16,1,0.0,0
2019-02-17,0,0.0,0
2019-02-18,21,1.0,0
2019-02-19,21,3.0,6
2019-02-20,17,0.0,6
2019-02-21,10,1.0,6
2019-02-22,0,0.0,5
2019-02-23,0,0.0,1
2019-02-24,0,1.0,0
2019-02-25,14,6.0,1
2019-02-26,16,1.0,11
2019-02-27,10,2.0,26
2019-02-28,5,2.0,18
2019-03-01,14,0.0,13
2019-03-02,2,0.0,0
2019-03-03,4,0.0,0
2019-03-04,16,2.0,21
2019-03-05,16,1.0,14
2019-03-06,9,2.0,42
2019-03-07,9,0.0,30
2019-03-08,9,1.0,9
2019-03-09,0,2.0,0
2019-03-10,0,0.0,1
2019-03-11,1,2.0,13
2019-03-12,11,2.0,16
2019-03-13,10,0.0,8
2019-03-14,2,0.0,18
2019-03-15,2,0.0,8
2019-03-16,1,0.0,0
2019-03-17,0,0.0,1
2019-03-18,11,5.0,31
2019-03-19,14,1.0,12
2019-03-20,16,0.0,20
2019-03-21,6,1.0,21
2019-03-22,16,0.0,38
2019-03-23,1,0.0,0
2019-03-24,2,0.0,0
2019-03-25,21,2.0,20
2019-03-26,16,1.0,18
2019-03-27,15,0.0,17
2019-03-28,30,1.0,21
2019-03-29,14,2.0,13
2019-03-30,0,0.0,0
2019-03-31,1,0.0,0
2019-04-01,20,0.0,16
2019-04-02,18,1.0,3
2019-04-03,9,0.0,8
2019-04-04,19,1.0,14
2019-04-05,14,0.0,3
2019-04-06,1,0.0,0
2019-04-07,0,0.0,0
2019-04-08,24,0.0,23
2019-04-09,13,2.0,20
2019-04-10,7,2.0,11
2019-04-11,12,2.0,17
2019-04-12,2,3.0,0
2019-04-13,0,0.0,0
2019-04-14,0,0.0,0
2019-04-15,7,1.0,3
2019-04-16,4,0.0,0
2019-04-17,13,0.0,0
2019-04-18,9,1.0,0
2019-04-19,4,0.0,0
2019-04-20,0,0.0,0
2019-04-21,0,0.0,0
2019-04-22,1,3.0,0
2019-04-23,2,1.0,45
2019-04-24,18,0.0,10
2019-04-25,8,0.0,19
2019-04-26,6,0.0,12
2019-04-27,0,0.0,0
2019-04-28,0,0.0,0
2019-04-29,17,0.0,7
2019-04-30,23,0.0,2
2019-05-01,13,0.0,0
2019-05-02,8,0.0,3
2019-05-03,3,0.0,6
2019-05-04,2,0.0,0
2019-05-05,1,3.0,0
2019-05-06,11,4.0,21
2019-05-07,16,3.0,17
2019-05-08,23,0.0,5
2019-05-09,7,1.0,21
2019-05-10,1,0.0,5
2019-05-11,0,1.0,1
2019-05-12,0,0.0,0
2019-05-13,15,2.0,6
2019-05-14,9,1.0,0
2019-05-15,13,2.0,6
2019-05-16,11,0.0,25
2019-05-17,19,2.0,1
2019-05-18,1,0.0,0
2019-05-19,0,0.0,0
2019-05-20,13,0.0,13
2019-05-21,23,1.0,10
2019-05-22,25,8.0,21
2019-05-23,14,0.0,6
2019-05-24,10,0.0,15
2019-05-25,0,0.0,0
2019-05-26,0,0.0,0
2019-05-27,7,0.0,7
2019-05-28,8,1.0,9
2019-05-29,4,2.0,8
2019-05-30,3,7.0,0
2019-05-31,7,0.0,5
2019-06-01,0,0.0,0
2019-06-02,0,0.0,0
2019-06-03,1,0.0,12
2019-06-04,1,3.0,12
2019-06-05,5,0.0,9
2019-06-06,0,0.0,15
2019-06-07,0,0.0,21
2019-06-08,0,0.0,0
2019-06-09,1,0.0,2
2019-06-10,1,1.0,0
2019-06-11,17,1.0,18
2019-06-12,0,0.0,10
2019-06-13,7,0.0,2
2019-06-14,71,0.0,3
2019-06-15,0,0.0,0
2019-06-16,0,0.0,0
2019-06-17,21,2.0,19
2019-06-18,5,3.0,11
2019-06-19,2,1.0,35
2019-06-20,3,4.0,5
2019-06-21,6,0.0,6
2019-06-22,0,0.0,0
2019-06-23,0,0.0,0
2019-06-24,0,1.0,19
2019-06-25,9,2.0,47
2019-06-26,28,6.0,50
2019-06-27,12,2.0,11
2019-06-28,14,3.0,72
2019-06-29,0,0.0,0
2019-06-30,0,0.0,1
2019-07-01,1,0.0,42
2019-07-02,21,0.0,28
2019-07-03,18,0.0,16
2019-07-04,6,0.0,8
2019-07-05,12,0.0,12
2019-07-06,0,0.0,0
2019-07-07,0,0.0,0
2019-07-08,6,0.0,17
2019-07-09,0,3.0,7
2019-07-10,0,0.0,11
2019-07-11,8,1.0,3
2019-07-12,6,0.0,18
2019-07-13,0,0.0,0
2019-07-14,0,0.0,0
2019-07-15,4,2.0,7
2019-07-16,1,0.0,5
2019-07-17,7,0.0,10
2019-07-18,16,0.0,9
2019-07-19,14,0.0,0
2019-07-20,1,0.0,0
2019-07-21,0,0.0,0
2019-07-22,15,0.0,2
2019-07-23,15,0.0,23
2019-07-24,6,1.0,10
2019-07-25,3,0.0,5
2019-07-26,7,0.0,0
2019-07-27,3,0.0,0
2019-07-28,0,0.0,0
2019-07-29,4,0.0,5
2019-07-30,6,0.0,36
2019-07-31,11,2.0,19
2019-08-01,3,0.0,12
2019-08-02,16,2.0,12
2019-08-03,4,0.0,0
2019-08-04,0,0.0,0
2019-08-05,1,0.0,11
2019-08-06,6,0.0,10
2019-08-07,6,0.0,13
2019-08-08,2,0.0,8
2019-08-09,0,0.0,14
2019-08-10,0,0.0,0
2019-08-11,0,0.0,1
2019-08-12,0,0.0,11
2019-08-13,15,0.0,6
2019-08-14,8,0.0,54
2019-08-15,0,0.0,25
2019-08-16,0,0.0,7
2019-08-17,0,0.0,0
2019-08-18,0,0.0,0
2019-08-19,2,5.0,10
2019-08-20,5,1.0,9
2019-08-21,5,1.0,11
2019-08-22,3,2.0,2
2019-08-23,0,0.0,30
2019-08-24,0,0.0,0
2019-08-25,0,0.0,0
2019-08-26,1,2.0,19
2019-08-27,5,2.0,8
2019-08-28,7,6.0,16
2019-08-29,0,2.0,14
2019-08-30,15,6.0,7
2019-08-31,0,0.0,0
2019-09-01,0,3.0,0
2019-09-02,0,3.0,11
2019-09-03,2,5.0,21
2019-09-04,15,0.0,13
2019-09-05,4,0.0,36
2019-09-06,10,5.0,4
2019-09-07,0,2.0,1
2019-09-08,0,12.0,0
2019-09-09,7,12.0,34
2019-09-10,20,13.0,8
2019-09-11,10,22.0,17
2019-09-12,1,5.0,23
2019-09-13,15,0.0,18
2019-09-14,8,0.0,0
2019-09-15,0,0.0,0
2019-09-16,7,6.0,29
2019-09-17,4,7.0,21
2019-09-18,10,6.0,34
2019-09-19,12,5.0,15
2019-09-20,13,9.0,18
2019-09-21,3,0.0,1
2019-09-22,3,0.0,0
2019-09-23,16,14.0,3
2019-09-24,11,13.0,11
2019-09-25,9,3.0,3
2019-09-26,6,6.0,39
2019-09-27,4,3.0,10
2019-09-28,3,0.0,5
2019-09-29,0,5.0,0
2019-09-30,7,0.0,2
2019-10-01,5,0.0,4
2019-10-02,7,0.0,29
2019-10-03,5,0.0,36
2019-10-04,8,2.0,0
2019-10-05,0,0.0,0
2019-10-06,3,0.0,0
2019-10-07,6,0.0,0
2019-10-08,4,4.0,0
2019-10-09,4,0.0,5
2019-10-10,2,1.0,3
2019-10-11,8,0.0,0
2019-10-12,5,0.0,0
2019-10-13,2,0.0,4
2019-10-14,5,3.0,16
2019-10-15,9,6.0,19
2019-10-16,8,4.0,16
2019-10-17,3,1.0,22
2019-10-18,2,8.0,3
2019-10-19,0,0.0,0
2019-10-20,0,0.0,0
2019-10-21,6,6.0,16
2019-10-22,11,10.0,0
2019-10-23,17,6.0,5
2019-10-24,7,6.0,5
2019-10-25,18,5.0,0
2019-10-26,1,0.0,0
2019-10-27,0,0.0,0
2019-10-28,13,2.0,12
2019-10-29,17,3.0,14
2019-10-30,12,8.0,7
2019-10-31,7,2.0,6
2019-11-01,2,2.0,43
2019-11-02,0,0.0,3
2019-11-03,0,0.0,0
2019-11-04,2,4.0,8
2019-11-05,0,1.0,13
2019-11-06,1,8.0,13
2019-11-07,0,13.0,28
2019-11-08,3,5.0,24
2019-11-09,9,0.0,0
2019-11-10,0,0.0,0
2019-11-11,0,0.0,18
2019-11-12,2,1.0,7
2019-11-13,3,1.0,19
2019-11-14,4,1.0,10
2019-11-15,3,3.0,11
2019-11-16,3,0.0,1
2019-11-17,2,1.0,1
2019-11-18,6,3.0,9
2019-11-19,1,2.0,22
2019-11-20,7,1.0,4
2019-11-21,6,6.0,7
2019-11-22,6,2.0,11
2019-11-23,0,0.0,0
2019-11-24,0,0.0,0
2019-11-25,10,3.0,9
2019-11-26,5,6.0,9
2019-11-27,0,4.0,24
2019-11-28,0,18.0,10
2019-11-29,5,7.0,3
2019-11-30,0,0.0,0
2019-12-01,0,4.0,0
2019-12-02,1,14.0,0
2019-12-03,5,0.0,17
2019-12-04,3,0.0,6
2019-12-05,7,0.0,16
2019-12-06,1,1.0,1
2019-12-07,6,0.0,2
2019-12-08,3,0.0,0
2019-12-09,6,0.0,29
2019-12-10,4,4.0,7
2019-12-11,6,9.0,26
2019-12-12,7,6.0,14
2019-12-13,1,2.0,8
2019-12-14,0,1.0,0
2019-12-15,0,1.0,3
2019-12-16,14,0.0,18
2019-12-17,0,0.0,9
2019-12-18,12,1.0,5
2019-12-19,5,4.0,2
2019-12-20,11,1.0,1
2019-12-21,1,2.0,0
2019-12-22,0,3.0,0
2019-12-23,5,3.0,4
2019-12-24,8,1.0,0
2019-12-25,2,0.0,0
2019-12-26,4,0.0,0
2019-12-27,10,3.0,0
2019-12-28,1,1.0,0
2019-12-29,2,3.0,0
2019-12-30,9,5.0,0
2019-12-31,5,4.0,0
2020-01-01,0,1.0,0
2020-01-02,15,1.0,0
2020-01-03,0,3.0,2
2020-01-04,0,0.0,0
2020-01-05,1,0.0,0
2020-01-06,14,3.0,3
2020-01-07,12,7.0,29
2020-01-08,11,2.0,19
2020-01-09,0,5.0,36
2020-01-10,4,1.0,6
2020-01-11,2,3.0,0
2020-01-12,0,0.0,1
2020-01-13,7,6.0,6
2020-01-14,0,2.0,19
2020-01-15,0,2.0,2
2020-01-16,0,2.0,21
2020-01-17,0,0.0,5
2020-01-18,0,0.0,0
2020-01-19,0,0.0,2
2020-01-20,0,0.0,19
2020-01-21,0,0.0,9
2020-01-22,2,0.0,10
2020-01-23,1,0.0,8
2020-01-24,7,0.0,12
2020-01-25,0,0.0,0
2020-01-26,0,0.0,0
2020-01-27,2,0.0,7
2020-01-28,11,0.0,1
2020-01-29,13,0.0,5
2020-01-30,10,1.0,19
2020-01-31,14,0.0,4
2020-02-01,1,2.0,0
2020-02-02,2,0.0,0
2020-02-03,8,1.0,13
2020-02-04,5,0.0,20
2020-02-05,2,0.0,6
2020-02-06,0,1.0,10
2020-02-07,0,0.0,8
2020-02-08,3,0.0,0
2020-02-09,0,0.0,0
2020-02-10,7,1.0,25
2020-02-11,8,0.0,15
2020-02-12,13,2.0,14
2020-02-13,8,0.0,21
2020-02-14,3,4.0,13
2020-02-15,3,4.0,0
2020-02-16,0,6.0,0
2020-02-17,0,2.0,1
2020-02-18,1,3.0,3
2020-02-19,1,9.0,4
2020-02-20,4,6.0,1
2020-02-21,0,6.0,1
2020-02-22,0,3.0,0
2020-02-23,0,2.0,0
2020-02-24,1,2.0,14
2020-02-25,3,6.0,11
2020-02-26,0,4.0,7
2020-02-27,0,2.0,10
2020-02-28,0,2.0,29
2020-02-29,0,1.0,0
2020-03-01,0,3.0,2
2020-03-02,4,7.0,3
2020-03-03,11,0.0,5
2020-03-04,0,3.0,10
2020-03-05,3,3.0,8
2020-03-06,1,2.0,34
2020-03-07,0,1.0,0
2020-03-08,4,1.0,0
2020-03-09,8,0.0,4
2020-03-10,23,2.0,15
2020-03-11,25,2.0,3
2020-03-12,11,2.0,6
2020-03-13,17,2.0,4
2020-03-14,8,1.0,1
2020-03-15,5,1.0,0
2020-03-16,10,5.0,17
