,seaweedfs/seaweedfs,minio/minio,ceph/ceph
2019-04-25,4,1,48.0
2019-04-26,2,2,23.0
2019-04-27,0,1,7.0
2019-04-28,0,0,35.0
2019-04-29,3,4,45.0
2019-04-30,4,1,28.0
2019-05-01,0,2,95.0
2019-05-02,1,5,28.0
2019-05-03,7,2,13.0
2019-05-04,8,0,6.0
2019-05-05,1,0,4.0
2019-05-06,13,1,47.0
2019-05-07,1,4,40.0
2019-05-08,0,0,39.0
2019-05-09,0,1,54.0
2019-05-10,1,1,45.0
2019-05-11,2,1,3.0
2019-05-12,1,1,4.0
2019-05-13,0,2,32.0
2019-05-14,0,4,18.0
2019-05-15,4,1,13.0
2019-05-16,1,3,8.0
2019-05-17,3,2,11.0
2019-05-18,5,0,0.0
2019-05-19,3,0,2.0
2019-05-20,6,1,6.0
2019-05-21,0,0,19.0
2019-05-22,1,7,3.0
2019-05-23,3,1,13.0
2019-05-24,5,1,8.0
2019-05-25,2,0,1.0
2019-05-26,6,0,1.0
2019-05-27,2,0,16.0
2019-05-28,8,2,37.0
2019-05-29,3,6,58.0
2019-05-30,6,3,43.0
2019-05-31,4,3,35.0
2019-06-01,5,1,2.0
2019-06-02,0,0,1.0
2019-06-03,4,4,43.0
2019-06-04,5,4,48.0
2019-06-05,10,1,43.0
2019-06-06,5,1,39.0
2019-06-07,1,2,19.0
2019-06-08,0,1,19.0
2019-06-09,0,2,5.0
2019-06-10,0,1,13.0
2019-06-11,5,5,44.0
2019-06-12,0,4,43.0
2019-06-13,1,2,22.0
2019-06-14,3,0,40.0
2019-06-15,1,5,6.0
2019-06-16,3,0,2.0
2019-06-17,3,1,18.0
2019-06-18,1,3,26.0
2019-06-19,0,3,34.0
2019-06-20,5,3,46.0
2019-06-21,10,4,31.0
2019-06-22,7,0,4.0
2019-06-23,9,1,7.0
2019-06-24,2,2,57.0
2019-06-25,1,5,28.0
2019-06-26,3,1,23.0
2019-06-27,3,6,22.0
2019-06-28,3,0,25.0
2019-06-29,1,1,21.0
2019-06-30,2,0,6.0
2019-07-01,4,1,22.0
2019-07-02,0,1,116.0
2019-07-03,6,5,36.0
2019-07-04,0,1,25.0
2019-07-05,0,7,32.0
2019-07-06,0,2,1.0
2019-07-07,0,0,3.0
2019-07-08,4,1,33.0
2019-07-09,0,2,38.0
2019-07-10,1,5,36.0
2019-07-11,3,4,27.0
2019-07-12,0,4,50.0
2019-07-13,0,1,17.0
2019-07-14,0,0,0.0
2019-07-15,1,3,33.0
2019-07-16,1,1,49.0
2019-07-17,3,4,49.0
2019-07-18,5,3,25.0
2019-07-19,0,2,56.0
2019-07-20,0,2,11.0
2019-07-21,7,1,1.0
2019-07-22,4,0,52.0
2019-07-23,0,5,33.0
2019-07-24,4,4,33.0
2019-07-25,2,5,61.0
2019-07-26,1,4,66.0
2019-07-27,0,0,10.0
2019-07-28,2,1,7.0
2019-07-29,0,2,156.0
2019-07-30,1,2,45.0
2019-07-31,4,4,53.0
2019-08-01,3,5,38.0
2019-08-02,0,4,27.0
2019-08-03,0,0,70.0
2019-08-04,0,0,5.0
2019-08-05,2,3,48.0
2019-08-06,1,1,65.0
2019-08-07,0,2,34.0
2019-08-08,0,3,44.0
2019-08-09,1,3,26.0
2019-08-10,2,3,0.0
2019-08-11,0,1,3.0
2019-08-12,1,2,41.0
2019-08-13,0,9,23.0
2019-08-14,1,5,22.0
2019-08-15,4,3,58.0
2019-08-16,2,0,36.0
2019-08-17,0,1,5.0
2019-08-18,0,0,1.0
2019-08-19,2,4,52.0
2019-08-20,0,1,49.0
2019-08-21,2,6,28.0
2019-08-22,0,2,31.0
2019-08-23,4,3,97.0
2019-08-24,0,1,23.0
2019-08-25,0,1,10.0
2019-08-26,1,0,46.0
2019-08-27,0,1,54.0
2019-08-28,0,4,81.0
2019-08-29,0,3,22.0
2019-08-30,8,4,40.0
2019-08-31,0,3,2.0
2019-09-01,2,1,0.0
2019-09-02,4,0,15.0
2019-09-03,13,1,44.0
2019-09-04,3,2,36.0
2019-09-05,9,6,62.0
2019-09-06,4,1,42.0
2019-09-07,0,0,5.0
2019-09-08,0,1,2.0
2019-09-09,2,1,42.0
2019-09-10,2,3,49.0
2019-09-11,3,6,68.0
2019-09-12,3,8,40.0
2019-09-13,1,3,114.0
2019-09-14,2,0,6.0
2019-09-15,0,0,6.0
2019-09-16,2,5,64.0
2019-09-17,0,7,51.0
2019-09-18,0,5,68.0
2019-09-19,2,3,44.0
2019-09-20,1,5,25.0
2019-09-21,0,0,3.0
2019-09-22,0,5,27.0
2019-09-23,0,6,35.0
2019-09-24,0,2,34.0
2019-09-25,0,5,41.0
2019-09-26,0,5,52.0
2019-09-27,0,5,61.0
2019-09-28,0,0,35.0
2019-09-29,4,0,14.0
2019-09-30,0,4,37.0
2019-10-01,2,11,53.0
2019-10-02,0,3,47.0
2019-10-03,0,2,27.0
2019-10-04,0,2,57.0
2019-10-05,0,0,62.0
2019-10-06,1,1,12.0
2019-10-07,3,2,20.0
2019-10-08,0,2,47.0
2019-10-09,4,1,30.0
2019-10-10,2,3,64.0
2019-10-11,0,4,37.0
2019-10-12,3,5,8.0
2019-10-13,0,0,0.0
2019-10-14,5,2,17.0
2019-10-15,0,0,40.0
2019-10-16,0,5,35.0
2019-10-17,0,2,16.0
2019-10-18,4,3,24.0
2019-10-19,0,0,14.0
2019-10-20,0,0,3.0
2019-10-21,0,2,37.0
2019-10-22,8,1,44.0
2019-10-23,2,4,60.0
2019-10-24,7,1,43.0
2019-10-25,9,1,48.0
2019-10-26,0,0,5.0
2019-10-27,1,1,23.0
2019-10-28,0,4,53.0
2019-10-29,3,2,44.0
2019-10-30,8,6,39.0
2019-10-31,3,3,23.0
2019-11-01,0,2,63.0
2019-11-02,0,0,17.0
2019-11-03,0,0,17.0
2019-11-04,1,2,74.0
2019-11-05,1,2,51.0
2019-11-06,0,0,55.0
2019-11-07,0,0,58.0
2019-11-08,2,1,66.0
2019-11-09,5,2,23.0
2019-11-10,5,0,10.0
2019-11-11,4,2,47.0
2019-11-12,7,4,66.0
2019-11-13,1,4,46.0
2019-11-14,0,5,37.0
2019-11-15,1,2,34.0
2019-11-16,0,2,11.0
2019-11-17,1,0,22.0
2019-11-18,0,0,42.0
2019-11-19,4,2,43.0
2019-11-20,2,6,103.0
2019-11-21,0,6,69.0
2019-11-22,3,6,43.0
2019-11-23,2,0,7.0
2019-11-24,0,0,21.0
2019-11-25,2,1,26.0
2019-11-26,0,4,59.0
2019-11-27,9,2,40.0
2019-11-28,3,1,35.0
2019-11-29,9,3,8.0
2019-11-30,0,1,0.0
2019-12-01,0,0,1.0
2019-12-02,6,3,49.0
2019-12-03,4,1,66.0
2019-12-04,1,1,55.0
2019-12-05,1,2,46.0
2019-12-06,2,4,34.0
2019-12-07,4,3,15.0
2019-12-08,1,1,9.0
2019-12-09,2,2,50.0
2019-12-10,1,1,80.0
2019-12-11,7,5,41.0
2019-12-12,7,10,103.0
2019-12-13,9,5,60.0
2019-12-14,4,1,7.0
2019-12-15,0,1,15.0
2019-12-16,4,1,67.0
2019-12-17,7,5,63.0
2019-12-18,9,5,37.0
2019-12-19,5,4,54.0
2019-12-20,2,3,76.0
2019-12-21,7,1,14.0
2019-12-22,1,1,27.0
2019-12-23,2,0,39.0
2019-12-24,16,4,28.0
2019-12-25,4,2,13.0
2019-12-26,8,3,16.0
2019-12-27,0,1,4.0
2019-12-28,8,1,9.0
2019-12-29,6,1,1.0
2019-12-30,2,1,6.0
2019-12-31,1,2,4.0
2020-01-01,11,1,2.0
2020-01-02,0,2,17.0
2020-01-03,6,5,14.0
2020-01-04,1,2,4.0
2020-01-05,0,2,12.0
2020-01-06,0,4,31.0
2020-01-07,2,3,54.0
2020-01-08,6,3,26.0
2020-01-09,3,4,56.0
2020-01-10,1,4,35.0
2020-01-11,0,5,23.0
2020-01-12,0,0,2.0
2020-01-13,1,4,35.0
2020-01-14,0,1,44.0
2020-01-15,0,7,40.0
2020-01-16,2,8,33.0
2020-01-17,0,6,46.0
2020-01-18,1,4,13.0
2020-01-19,4,2,16.0
2020-01-20,2,4,40.0
2020-01-21,3,5,52.0
2020-01-22,7,3,78.0
2020-01-23,2,1,78.0
2020-01-24,6,2,50.0
2020-01-25,18,1,5.0
2020-01-26,6,0,31.0
2020-01-27,4,3,38.0
2020-01-28,2,1,175.0
2020-01-29,2,3,44.0
2020-01-30,4,2,77.0
2020-01-31,4,1,74.0
2020-02-01,0,3,7.0
2020-02-02,1,4,6.0
2020-02-03,0,2,61.0
2020-02-04,4,5,38.0
2020-02-05,3,5,45.0
2020-02-06,0,7,26.0
2020-02-07,0,8,53.0
2020-02-08,0,1,13.0
2020-02-09,2,0,26.0
2020-02-10,6,0,57.0
2020-02-11,1,2,37.0
2020-02-12,2,3,54.0
2020-02-13,2,8,111.0
2020-02-14,4,1,26.0
2020-02-15,0,0,28.0
2020-02-16,0,2,13.0
2020-02-17,3,1,41.0
2020-02-18,1,1,50.0
2020-02-19,1,1,86.0
2020-02-20,2,2,53.0
2020-02-21,0,3,76.0
2020-02-22,3,0,23.0
2020-02-23,7,2,15.0
2020-02-24,9,3,69.0
2020-02-25,7,2,59.0
2020-02-26,10,6,56.0
2020-02-27,12,2,83.0
2020-02-28,0,0,55.0
2020-02-29,0,0,17.0
2020-03-01,0,0,43.0
2020-03-02,10,0,70.0
2020-03-03,8,3,58.0
2020-03-04,2,3,85.0
2020-03-05,1,5,80.0
2020-03-06,2,5,70.0
2020-03-07,10,0,49.0
2020-03-08,5,2,16.0
2020-03-09,9,4,50.0
2020-03-10,11,1,81.0
2020-03-11,6,4,49.0
2020-03-12,4,6,106.0
2020-03-13,8,2,45.0
2020-03-14,10,5,14.0
2020-03-15,5,1,21.0
2020-03-16,3,2,41.0
2020-03-17,4,4,38.0
2020-03-18,2,2,57.0
2020-03-19,0,5,34.0
2020-03-20,6,5,44.0
2020-03-21,7,2,19.0
2020-03-22,14,4,10.0
2020-03-23,18,6,36.0
2020-03-24,15,2,50.0
2020-03-25,10,4,71.0
2020-03-26,10,2,57.0
2020-03-27,11,2,44.0
2020-03-28,5,3,9.0
2020-03-29,7,1,11.0
2020-03-30,3,1,36.0
2020-03-31,1,3,37.0
2020-04-01,4,7,38.0
2020-04-02,3,6,27.0
2020-04-03,8,0,53.0
2020-04-04,3,3,2.0
2020-04-05,12,0,1.0
2020-04-06,4,3,17.0
2020-04-07,3,4,61.0
2020-04-08,7,9,119.0
2020-04-09,9,6,37.0
2020-04-10,10,7,13.0
2020-04-11,9,1,7.0
2020-04-12,14,2,1.0
2020-04-13,8,6,69.0
2020-04-14,7,9,52.0
2020-04-15,0,5,37.0
2020-04-16,5,5,24.0
2020-04-17,8,4,40.0
2020-04-18,17,4,6.0
2020-04-19,6,3,2.0
2020-04-20,10,1,42.0
2020-04-21,9,4,32.0
2020-04-22,8,7,38.0
2020-04-23,14,4,39.0
2020-04-24,1,5,41.0
2020-04-25,0,2,18.0
2020-04-26,4,1,22.0
2020-04-27,3,7,24.0
2020-04-28,8,6,34.0
2020-04-29,7,6,33.0
2020-04-30,9,5,28.0
2020-05-01,2,7,28.0
2020-05-02,2,2,1.0
2020-05-03,0,1,1.0
2020-05-04,2,7,42.0
2020-05-05,2,3,43.0
2020-05-06,3,5,42.0
2020-05-07,5,6,40.0
2020-05-08,1,6,35.0
2020-05-09,3,3,17.0
2020-05-10,2,1,0.0
2020-05-11,4,5,12.0
2020-05-12,1,3,44.0
2020-05-13,9,4,25.0
2020-05-14,0,8,73.0
2020-05-15,4,7,51.0
2020-05-16,3,4,3.0
2020-05-17,5,2,4.0
2020-05-18,14,5,31.0
2020-05-19,2,6,41.0
2020-05-20,0,6,31.0
2020-05-21,2,7,22.0
2020-05-22,4,7,43.0
2020-05-23,0,4,9.0
2020-05-24,0,4,9.0
2020-05-25,4,7,19.0
2020-05-26,3,5,21.0
2020-05-27,1,7,84.0
2020-05-28,4,8,34.0
2020-05-29,6,6,49.0
2020-05-30,0,3,1.0
2020-05-31,0,0,2.0
2020-06-01,0,3,20.0
2020-06-02,3,5,69.0
2020-06-03,0,3,59.0
2020-06-04,2,2,26.0
2020-06-05,6,5,46.0
2020-06-06,0,0,10.0
2020-06-07,0,1,1.0
2020-06-08,2,3,32.0
2020-06-09,0,5,44.0
2020-06-10,7,7,15.0
2020-06-11,7,5,26.0
2020-06-12,1,4,21.0
2020-06-13,1,3,4.0
2020-06-14,0,3,12.0
2020-06-15,1,4,24.0
2020-06-16,1,3,30.0
2020-06-17,6,12,63.0
2020-06-18,2,2,53.0
2020-06-19,11,5,39.0
2020-06-20,8,2,15.0
2020-06-21,5,1,1.0
2020-06-22,1,7,40.0
2020-06-23,4,3,46.0
2020-06-24,5,2,91.0
2020-06-25,6,2,67.0
2020-06-26,4,3,20.0
2020-06-27,6,2,9.0
2020-06-28,9,2,9.0
2020-06-29,0,4,18.0
2020-06-30,4,5,58.0
2020-07-01,2,4,30.0
2020-07-02,0,4,24.0
2020-07-03,4,4,32.0
2020-07-04,2,2,0.0
2020-07-05,4,2,46.0
2020-07-06,3,2,33.0
2020-07-07,0,2,36.0
2020-07-08,7,4,95.0
2020-07-09,0,5,38.0
2020-07-10,6,7,27.0
2020-07-11,8,10,17.0
2020-07-12,2,4,2.0
2020-07-13,8,5,54.0
2020-07-14,4,5,32.0
2020-07-15,6,4,34.0
2020-07-16,9,6,86.0
2020-07-17,9,7,48.0
2020-07-18,0,3,11.0
2020-07-19,0,4,10.0
2020-07-20,5,7,58.0
2020-07-21,13,5,26.0
2020-07-22,6,5,44.0
2020-07-23,4,5,29.0
2020-07-24,9,6,22.0
2020-07-25,4,3,8.0
2020-07-26,6,1,3.0
2020-07-27,3,5,36.0
2020-07-28,3,6,47.0
2020-07-29,2,0,49.0
2020-07-30,11,1,56.0
2020-07-31,2,3,41.0
2020-08-01,10,2,17.0
2020-08-02,0,1,7.0
2020-08-03,7,4,36.0
2020-08-04,0,6,31.0
2020-08-05,8,6,32.0
2020-08-06,6,2,41.0
2020-08-07,1,8,32.0
2020-08-08,7,2,2.0
2020-08-09,7,1,7.0
2020-08-10,3,5,61.0
2020-08-11,2,4,19.0
2020-08-12,3,2,21.0
2020-08-13,3,8,21.0
2020-08-14,4,2,21.0
2020-08-15,4,4,12.0
2020-08-16,18,2,11.0
2020-08-17,15,2,42.0
2020-08-18,14,8,58.0
2020-08-19,19,4,31.0
2020-08-20,3,9,35.0
2020-08-21,0,2,44.0
2020-08-22,1,4,22.0
2020-08-23,8,2,1.0
2020-08-24,6,11,53.0
2020-08-25,1,4,28.0
2020-08-26,10,7,41.0
2020-08-27,2,4,74.0
2020-08-28,0,5,37.0
2020-08-29,4,0,28.0
2020-08-30,5,0,15.0
2020-08-31,22,5,53.0
2020-09-01,5,7,48.0
2020-09-02,12,4,45.0
2020-09-03,11,5,83.0
2020-09-04,8,6,22.0
2020-09-05,1,3,10.0
2020-09-06,14,0,32.0
2020-09-07,7,1,26.0
2020-09-08,0,7,33.0
2020-09-09,5,4,45.0
2020-09-10,25,11,55.0
2020-09-11,14,2,67.0
2020-09-12,11,4,5.0
2020-09-13,1,2,9.0
2020-09-14,4,3,44.0
2020-09-15,6,6,31.0
2020-09-16,8,6,29.0
2020-09-17,5,5,29.0
2020-09-18,3,11,50.0
2020-09-19,3,1,16.0
2020-09-20,11,0,8.0
2020-09-21,3,10,57.0
2020-09-22,12,4,42.0
2020-09-23,11,8,44.0
2020-09-24,15,5,39.0
2020-09-25,16,6,51.0
2020-09-26,1,3,6.0
2020-09-27,5,1,11.0
2020-09-28,6,3,14.0
2020-09-29,0,4,26.0
2020-09-30,6,9,23.0
2020-10-01,3,4,17.0
2020-10-02,2,4,28.0
2020-10-03,8,3,6.0
2020-10-04,9,1,17.0
2020-10-05,5,2,17.0
2020-10-06,1,4,26.0
2020-10-07,1,1,25.0
2020-10-08,9,3,21.0
2020-10-09,11,5,15.0
2020-10-10,15,1,11.0
2020-10-11,4,0,2.0
2020-10-12,10,6,27.0
2020-10-13,5,2,65.0
2020-10-14,7,5,30.0
2020-10-15,11,4,21.0
2020-10-16,5,5,10.0
2020-10-17,2,4,6.0
2020-10-18,3,1,2.0
2020-10-19,8,2,30.0
2020-10-20,4,2,66.0
2020-10-21,13,1,26.0
2020-10-22,16,2,42.0
2020-10-23,4,0,35.0
2020-10-24,13,5,9.0
2020-10-25,22,2,9.0
2020-10-26,5,5,18.0
2020-10-27,8,3,17.0
2020-10-28,15,7,34.0
2020-10-29,8,5,57.0
2020-10-30,27,4,15.0
2020-10-31,7,4,15.0
2020-11-01,9,0,30.0
2020-11-02,5,5,27.0
2020-11-03,12,8,65.0
2020-11-04,6,9,31.0
2020-11-05,2,7,33.0
2020-11-06,0,3,25.0
2020-11-07,4,0,10.0
2020-11-08,3,1,0.0
2020-11-09,5,2,40.0
2020-11-10,1,6,28.0
2020-11-11,14,3,28.0
2020-11-12,18,9,34.0
2020-11-13,10,1,27.0
2020-11-14,2,2,14.0
2020-11-15,7,2,20.0
2020-11-16,13,1,60.0
2020-11-17,12,4,48.0
2020-11-18,4,5,70.0
2020-11-19,1,4,30.0
2020-11-20,3,13,67.0
2020-11-21,2,3,6.0
2020-11-22,2,1,15.0
2020-11-23,5,3,32.0
2020-11-24,0,5,30.0
2020-11-25,4,7,38.0
2020-11-26,12,3,22.0
2020-11-27,3,3,30.0
2020-11-28,7,1,5.0
2020-11-29,1,2,4.0
2020-11-30,4,0,23.0
2020-12-01,3,6,101.0
2020-12-02,7,6,69.0
2020-12-03,5,9,25.0
2020-12-04,2,3,47.0
2020-12-05,2,3,27.0
2020-12-06,0,0,19.0
2020-12-07,13,5,16.0
2020-12-08,2,10,39.0
2020-12-09,4,5,51.0
2020-12-10,5,7,54.0
2020-12-11,3,3,75.0
2020-12-12,7,5,25.0
2020-12-13,12,5,7.0
2020-12-14,17,2,39.0
2020-12-15,2,4,64.0
2020-12-16,11,5,37.0
2020-12-17,9,3,63.0
2020-12-18,19,5,26.0
2020-12-19,1,4,14.0
2020-12-20,1,1,22.0
2020-12-21,6,3,19.0
2020-12-22,13,5,18.0
2020-12-23,13,5,19.0
2020-12-24,15,3,31.0
2020-12-25,3,1,1.0
2020-12-26,3,1,6.0
2020-12-27,3,2,8.0
2020-12-28,10,1,7.0
2020-12-29,3,3,5.0
2020-12-30,6,4,7.0
2020-12-31,3,3,4.0
2021-01-01,1,1,11.0
2021-01-02,2,4,5.0
2021-01-03,9,1,4.0
2021-01-04,5,6,13.0
2021-01-05,14,7,24.0
2021-01-06,6,7,29.0
2021-01-07,4,3,36.0
2021-01-08,3,5,41.0
2021-01-09,0,0,18.0
2021-01-10,3,1,4.0
2021-01-11,10,3,48.0
2021-01-12,7,5,41.0
2021-01-13,21,4,49.0
2021-01-14,6,0,60.0
2021-01-15,16,6,49.0
2021-01-16,2,2,29.0
2021-01-17,3,5,4.0
2021-01-18,11,3,14.0
2021-01-19,7,8,27.0
2021-01-20,7,6,38.0
2021-01-21,1,1,26.0
2021-01-22,2,5,46.0
2021-01-23,5,1,14.0
2021-01-24,6,1,8.0
2021-01-25,7,8,36.0
2021-01-26,3,5,73.0
2021-01-27,15,4,48.0
2021-01-28,14,6,48.0
2021-01-29,0,2,39.0
2021-01-30,5,2,5.0
2021-01-31,0,1,20.0
2021-02-01,7,7,76.0
2021-02-02,1,7,55.0
2021-02-03,7,4,74.0
2021-02-04,1,5,46.0
2021-02-05,11,10,48.0
2021-02-06,4,3,2.0
2021-02-07,5,4,12.0
2021-02-08,4,6,43.0
2021-02-09,14,9,58.0
2021-02-10,3,7,27.0
2021-02-11,5,8,19.0
2021-02-12,4,1,18.0
2021-02-13,4,4,12.0
2021-02-14,6,1,15.0
2021-02-15,5,0,26.0
2021-02-16,20,2,28.0
2021-02-17,12,5,58.0
2021-02-18,14,8,48.0
2021-02-19,13,3,33.0
2021-02-20,10,6,29.0
2021-02-21,5,0,19.0
2021-02-22,9,7,36.0
2021-02-23,6,5,40.0
2021-02-24,5,6,65.0
2021-02-25,1,4,51.0
2021-02-26,4,3,73.0
2021-02-27,3,2,12.0
2021-02-28,0,2,6.0
2021-03-01,24,8,68.0
2021-03-02,3,2,69.0
2021-03-03,7,7,88.0
2021-03-04,3,8,78.0
2021-03-05,3,5,52.0
2021-03-06,7,6,23.0
2021-03-07,7,1,23.0
2021-03-08,16,7,25.0
2021-03-09,7,9,65.0
2021-03-10,14,5,99.0
2021-03-11,16,3,50.0
2021-03-12,14,4,53.0
2021-03-13,2,2,6.0
2021-03-14,3,0,10.0
2021-03-15,9,3,53.0
2021-03-16,11,5,48.0
2021-03-17,3,5,60.0
2021-03-18,0,5,31.0
2021-03-19,3,7,72.0
2021-03-20,4,3,17.0
2021-03-21,1,2,21.0
2021-03-22,6,0,36.0
2021-03-23,11,3,31.0
2021-03-24,8,10,69.0
2021-03-25,9,6,32.0
2021-03-26,0,5,33.0
2021-03-27,0,5,7.0
2021-03-28,0,0,9.0
2021-03-29,10,2,107.0
2021-03-30,13,5,19.0
2021-03-31,3,7,49.0
2021-04-01,3,3,54.0
2021-04-02,6,2,21.0
2021-04-03,1,2,30.0
2021-04-04,2,3,6.0
2021-04-05,5,3,26.0
2021-04-06,10,9,57.0
2021-04-07,4,9,44.0
2021-04-08,3,4,45.0
2021-04-09,5,6,18.0
2021-04-10,2,2,17.0
2021-04-11,3,0,7.0
2021-04-12,6,3,48.0
2021-04-13,1,0,45.0
2021-04-14,12,2,44.0
2021-04-15,13,12,43.0
2021-04-16,4,1,75.0
2021-04-17,0,2,6.0
2021-04-18,10,1,11.0
2021-04-19,2,1,65.0
2021-04-20,2,1,19.0
2021-04-21,8,6,37.0
2021-04-22,4,4,68.0
2021-04-23,3,19,14.0
2021-04-24,3,3,8.0
2021-04-25,0,5,4.0
2021-04-26,3,3,28.0
2021-04-27,7,10,32.0
2021-04-28,10,6,49.0
2021-04-29,3,8,54.0
2021-04-30,4,3,16.0
2021-05-01,6,3,9.0
2021-05-02,0,0,21.0
2021-05-03,2,2,11.0
2021-05-04,0,5,51.0
2021-05-05,3,8,37.0
2021-05-06,12,10,64.0
2021-05-07,6,6,51.0
2021-05-08,2,1,26.0
2021-05-09,6,2,4.0
2021-05-10,11,4,34.0
2021-05-11,6,7,56.0
2021-05-12,7,4,57.0
2021-05-13,7,4,26.0
2021-05-14,3,5,37.0
2021-05-15,1,1,12.0
2021-05-16,1,2,8.0
2021-05-17,2,6,25.0
2021-05-18,1,6,53.0
2021-05-19,1,5,60.0
2021-05-20,3,5,50.0
2021-05-21,12,5,53.0
2021-05-22,3,2,5.0
2021-05-23,5,0,7.0
2021-05-24,12,3,33.0
2021-05-25,0,4,59.0
2021-05-26,9,7,68.0
2021-05-27,2,8,56.0
2021-05-28,2,5,11.0
2021-05-29,4,1,14.0
2021-05-30,1,1,1.0
2021-05-31,9,0,20.0
2021-06-01,0,9,43.0
2021-06-02,7,2,32.0
2021-06-03,1,4,50.0
2021-06-04,1,7,45.0
2021-06-05,4,1,22.0
2021-06-06,4,1,2.0
2021-06-07,11,6,26.0
2021-06-08,1,2,35.0
2021-06-09,1,7,33.0
2021-06-10,1,4,24.0
2021-06-11,4,5,39.0
2021-06-12,1,0,22.0
2021-06-13,5,1,10.0
2021-06-14,1,7,37.0
2021-06-15,4,1,52.0
2021-06-16,1,6,50.0
2021-06-17,0,2,49.0
2021-06-18,1,6,24.0
2021-06-19,2,0,24.0
2021-06-20,2,0,5.0
2021-06-21,0,2,42.0
2021-06-22,3,1,21.0
2021-06-23,2,4,61.0
2021-06-24,2,6,36.0
2021-06-25,2,2,30.0
2021-06-26,2,2,10.0
2021-06-27,3,1,9.0
2021-06-28,3,1,35.0
2021-06-29,5,3,46.0
2021-06-30,5,6,45.0
2021-07-01,9,3,51.0
2021-07-02,9,3,35.0
2021-07-03,6,0,7.0
2021-07-04,0,1,4.0
2021-07-05,9,1,32.0
2021-07-06,2,3,17.0
2021-07-07,0,1,34.0
2021-07-08,0,6,17.0
2021-07-09,3,8,28.0
2021-07-10,0,2,5.0
2021-07-11,1,0,2.0
2021-07-12,6,9,15.0
2021-07-13,3,6,63.0
2021-07-14,0,6,77.0
2021-07-15,3,6,29.0
2021-07-16,7,4,12.0
2021-07-17,0,1,4.0
2021-07-18,0,0,10.0
2021-07-19,4,3,24.0
2021-07-20,5,2,42.0
2021-07-21,7,7,32.0
2021-07-22,5,7,61.0
2021-07-23,3,2,21.0
2021-07-24,7,3,19.0
2021-07-25,4,2,3.0
2021-07-26,1,5,33.0
2021-07-27,6,3,46.0
2021-07-28,0,6,59.0
2021-07-29,5,2,21.0
2021-07-30,2,7,60.0
2021-07-31,6,0,20.0
2021-08-01,11,1,6.0
2021-08-02,10,1,32.0
2021-08-03,3,3,32.0
2021-08-04,5,6,33.0
2021-08-05,1,4,49.0
2021-08-06,6,1,40.0
2021-08-07,10,0,4.0
2021-08-08,5,2,4.0
2021-08-09,16,3,28.0
2021-08-10,22,3,42.0
2021-08-11,5,2,32.0
2021-08-12,2,4,20.0
2021-08-13,14,9,50.0
2021-08-14,22,0,5.0
2021-08-15,11,0,0.0
2021-08-16,13,2,49.0
