,4ian/GDevelop,godotengine/godot,MonoGame/MonoGame
2021-10-14,3,35,2
2021-10-15,1,35,0
2021-10-16,0,15,0
2021-10-17,0,9,1
2021-10-18,1,32,2
2021-10-19,0,28,0
2021-10-20,2,27,0
2021-10-21,3,33,0
2021-10-22,2,31,0
2021-10-23,0,19,0
2021-10-24,1,13,3
2021-10-25,4,20,0
2021-10-26,0,26,3
2021-10-27,2,24,0
2021-10-28,4,30,0
2021-10-29,1,34,0
2021-10-30,0,15,0
2021-10-31,0,15,0
2021-11-01,3,29,0
2021-11-02,1,22,0
2021-11-03,0,25,0
2021-11-04,2,23,0
2021-11-05,0,12,0
2021-11-06,0,14,0
2021-11-07,4,17,0
2021-11-08,1,29,0
2021-11-09,2,26,0
2021-11-10,1,28,0
2021-11-11,3,25,0
2021-11-12,2,28,0
2021-11-13,0,10,0
2021-11-14,0,5,0
2021-11-15,1,23,0
2021-11-16,5,15,0
2021-11-17,0,26,0
2021-11-18,0,27,0
2021-11-19,2,33,0
2021-11-20,3,22,0
2021-11-21,2,12,0
2021-11-22,0,28,0
2021-11-23,4,31,0
2021-11-24,8,14,0
2021-11-25,1,26,0
2021-11-26,0,19,0
2021-11-27,2,7,0
2021-11-28,0,7,0
2021-11-29,2,24,0
2021-11-30,2,26,0
2021-12-01,3,28,0
2021-12-02,5,27,0
2021-12-03,4,32,0
2021-12-04,0,6,0
2021-12-05,1,11,0
2021-12-06,0,39,0
2021-12-07,1,18,0
2021-12-08,1,14,0
2021-12-09,1,23,0
2021-12-10,5,44,0
2021-12-11,1,13,0
2021-12-12,1,15,0
2021-12-13,0,14,0
2021-12-14,2,12,0
2021-12-15,6,34,0
2021-12-16,1,23,0
2021-12-17,4,11,0
2021-12-18,0,7,0
2021-12-19,0,1,0
2021-12-20,0,9,0
2021-12-21,2,24,0
2021-12-22,2,7,0
2021-12-23,4,13,0
2021-12-24,2,9,0
2021-12-25,1,2,0
2021-12-26,1,6,0
2021-12-27,4,4,0
2021-12-28,4,9,0
2021-12-29,1,6,0
2021-12-30,1,10,0
2021-12-31,0,8,0
2022-01-01,0,3,0
2022-01-02,2,13,0
2022-01-03,2,20,0
2022-01-04,2,46,0
2022-01-05,1,51,0
2022-01-06,3,58,0
2022-01-07,3,35,0
2022-01-08,1,22,0
2022-01-09,1,15,0
2022-01-10,10,32,0
2022-01-11,3,22,1
2022-01-12,4,48,0
2022-01-13,3,32,0
2022-01-14,4,34,0
2022-01-15,1,15,0
2022-01-16,1,16,0
2022-01-17,1,41,0
2022-01-18,1,45,0
2022-01-19,3,40,0
2022-01-20,1,37,0
2022-01-21,1,21,0
2022-01-22,6,29,0
2022-01-23,8,29,0
2022-01-24,1,31,0
2022-01-25,1,28,0
2022-01-26,2,18,3
2022-01-27,7,24,0
2022-01-28,2,42,0
2022-01-29,2,10,0
2022-01-30,0,12,0
2022-01-31,3,31,0
2022-02-01,3,26,0
2022-02-02,4,23,0
2022-02-03,2,39,0
2022-02-04,2,36,0
2022-02-05,0,35,0
2022-02-06,0,33,0
2022-02-07,1,38,0
2022-02-08,0,65,0
2022-02-09,2,37,0
2022-02-10,2,47,0
2022-02-11,4,38,0
2022-02-12,0,41,0
2022-02-13,3,10,0
2022-02-14,1,37,0
2022-02-15,0,30,0
2022-02-16,4,40,0
2022-02-17,4,27,0
2022-02-18,2,25,0
2022-02-19,1,23,0
2022-02-20,1,16,0
2022-02-21,3,21,0
2022-02-22,6,22,0
2022-02-23,1,21,0
2022-02-24,2,14,0
2022-02-25,3,10,0
2022-02-26,0,8,0
2022-02-27,0,8,0
2022-02-28,1,22,0
2022-03-01,4,20,0
2022-03-02,3,17,0
2022-03-03,2,20,0
2022-03-04,5,56,0
2022-03-05,0,23,0
2022-03-06,0,21,0
2022-03-07,2,28,0
2022-03-08,2,24,0
2022-03-09,2,31,0
2022-03-10,3,27,0
2022-03-11,4,23,0
2022-03-12,0,20,0
2022-03-13,1,31,0
2022-03-14,0,21,0
2022-03-15,1,25,0
2022-03-16,4,25,0
2022-03-17,2,33,0
2022-03-18,0,41,0
2022-03-19,0,7,0
2022-03-20,0,18,0
2022-03-21,4,25,0
2022-03-22,0,27,0
2022-03-23,1,14,0
2022-03-24,1,16,0
2022-03-25,1,28,0
2022-03-26,0,14,0
2022-03-27,1,25,0
2022-03-28,2,51,0
2022-03-29,1,31,0
2022-03-30,0,30,0
2022-03-31,0,36,0
2022-04-01,4,27,0
2022-04-02,0,2,0
2022-04-03,0,8,0
2022-04-04,1,38,0
2022-04-05,1,26,0
2022-04-06,5,20,0
2022-04-07,0,13,0
2022-04-08,1,16,0
2022-04-09,0,8,0
2022-04-10,0,8,0
2022-04-11,1,36,0
2022-04-12,1,35,0
2022-04-13,1,36,0
2022-04-14,3,9,0
2022-04-15,2,5,0
2022-04-16,0,8,0
2022-04-17,0,12,0
2022-04-18,0,1,0
2022-04-19,2,15,0
2022-04-20,2,11,2
2022-04-21,2,3,0
2022-04-22,1,17,1
2022-04-23,2,6,2
2022-04-24,2,14,4
2022-04-25,1,34,2
2022-04-26,1,31,7
2022-04-27,3,41,3
2022-04-28,3,31,1
2022-04-29,2,25,2
2022-04-30,0,18,4
2022-05-01,0,13,1
2022-05-02,3,21,0
2022-05-03,0,27,2
2022-05-04,2,24,1
2022-05-05,3,48,2
2022-05-06,3,19,1
2022-05-07,1,7,0
2022-05-08,1,8,0
2022-05-09,0,17,0
2022-05-10,3,33,0
2022-05-11,1,18,0
2022-05-12,4,39,6
2022-05-13,6,23,1
2022-05-14,0,5,1
2022-05-15,0,6,0
2022-05-16,8,53,0
2022-05-17,0,48,0
2022-05-18,4,33,0
2022-05-19,5,15,0
2022-05-20,4,30,0
2022-05-21,2,11,1
2022-05-22,1,13,0
2022-05-23,4,32,0
2022-05-24,4,33,0
2022-05-25,10,34,0
2022-05-26,0,15,0
2022-05-27,4,15,0
2022-05-28,0,8,0
2022-05-29,0,7,0
2022-05-30,1,9,0
2022-05-31,1,21,0
2022-06-01,8,21,0
2022-06-02,2,17,0
2022-06-03,7,26,0
2022-06-04,0,10,0
2022-06-05,0,13,0
2022-06-06,2,12,0
2022-06-07,2,29,0
2022-06-08,6,27,0
2022-06-09,2,21,0
2022-06-10,0,35,0
2022-06-11,0,12,0
2022-06-12,1,18,1
2022-06-13,4,25,1
2022-06-14,1,35,1
2022-06-15,2,32,0
2022-06-16,4,30,0
2022-06-17,0,29,0
2022-06-18,0,9,0
2022-06-19,0,23,0
2022-06-20,0,20,0
2022-06-21,3,12,0
2022-06-22,0,27,1
2022-06-23,0,52,0
2022-06-24,0,23,0
2022-06-25,0,16,2
2022-06-26,0,14,0
2022-06-27,4,23,0
2022-06-28,2,35,0
2022-06-29,0,19,0
2022-06-30,4,26,4
2022-07-01,1,28,0
2022-07-02,1,16,0
2022-07-03,2,19,0
2022-07-04,0,23,0
2022-07-05,2,25,0
2022-07-06,5,33,0
2022-07-07,1,26,0
2022-07-08,2,23,0
2022-07-09,0,5,0
2022-07-10,0,9,0
2022-07-11,3,7,0
2022-07-12,2,7,0
2022-07-13,8,32,0
2022-07-14,0,12,1
2022-07-15,0,9,0
2022-07-16,0,13,0
2022-07-17,0,24,0
2022-07-18,7,34,0
2022-07-19,0,24,0
2022-07-20,0,30,0
2022-07-21,1,31,0
2022-07-22,4,32,0
2022-07-23,0,12,0
2022-07-24,4,26,9
2022-07-25,4,33,9
2022-07-26,5,45,14
2022-07-27,2,62,0
2022-07-28,2,40,0
2022-07-29,7,54,0
2022-07-30,0,34,0
2022-07-31,0,48,0
2022-08-01,3,42,0
2022-08-02,1,54,0
2022-08-03,6,37,1
2022-08-04,3,62,0
2022-08-05,7,49,0
2022-08-06,0,19,0
2022-08-07,0,32,0
2022-08-08,2,46,0
2022-08-09,2,31,0
2022-08-10,2,36,0
2022-08-11,4,16,1
2022-08-12,7,21,0
2022-08-13,0,8,0
2022-08-14,0,8,0
2022-08-15,0,26,0
2022-08-16,5,10,0
2022-08-17,3,15,0
2022-08-18,2,44,0
2022-08-19,0,30,0
2022-08-20,0,15,0
2022-08-21,2,5,0
2022-08-22,3,89,0
2022-08-23,0,65,1
2022-08-24,1,58,0
2022-08-25,3,69,0
2022-08-26,3,56,0
2022-08-27,0,39,0
2022-08-28,3,26,1
2022-08-29,2,47,0
2022-08-30,6,72,0
2022-08-31,2,38,0
2022-09-01,2,60,0
2022-09-02,1,46,0
2022-09-03,0,25,0
2022-09-04,0,14,0
2022-09-05,4,43,0
2022-09-06,1,46,0
2022-09-07,0,65,0
2022-09-08,0,35,0
2022-09-09,3,23,0
2022-09-10,0,15,1
2022-09-11,0,9,0
2022-09-12,2,30,3
2022-09-13,3,44,8
2022-09-14,7,47,0
2022-09-15,2,29,0
2022-09-16,4,47,0
2022-09-17,0,32,0
2022-09-18,0,25,2
2022-09-19,2,55,0
2022-09-20,1,38,0
2022-09-21,2,47,0
2022-09-22,2,19,0
2022-09-23,3,26,0
2022-09-24,0,17,0
2022-09-25,0,26,0
2022-09-26,0,39,0
2022-09-27,3,30,0
2022-09-28,5,43,0
2022-09-29,5,19,0
2022-09-30,3,35,0
2022-10-01,0,7,0
2022-10-02,0,12,0
2022-10-03,1,62,0
2022-10-04,5,54,0
2022-10-05,1,63,0
2022-10-06,4,35,0
2022-10-07,4,36,0
2022-10-08,0,23,0
2022-10-09,0,23,0
2022-10-10,0,42,0
2022-10-11,1,55,0
2022-10-12,5,27,0
2022-10-13,5,46,0
2022-10-14,3,25,0
2022-10-15,0,17,0
2022-10-16,2,17,0
2022-10-17,1,30,0
2022-10-18,2,24,0
2022-10-19,2,30,0
2022-10-20,2,19,0
2022-10-21,7,20,0
2022-10-22,1,16,0
2022-10-23,0,13,0
2022-10-24,4,23,0
2022-10-25,3,15,0
2022-10-26,2,13,0
2022-10-27,3,30,0
2022-10-28,3,25,0
2022-10-29,3,15,0
2022-10-30,2,12,0
2022-10-31,3,81,0
2022-11-01,0,24,0
2022-11-02,3,73,0
2022-11-03,3,25,0
2022-11-04,3,25,0
2022-11-05,1,11,0
2022-11-06,0,21,0
2022-11-07,7,19,0
2022-11-08,2,19,0
2022-11-09,4,15,0
2022-11-10,5,13,0
2022-11-11,0,41,0
2022-11-12,0,20,0
2022-11-13,0,21,0
2022-11-14,2,53,0
2022-11-15,6,52,0
2022-11-16,1,24,0
2022-11-17,0,46,0
2022-11-18,3,31,0
2022-11-19,0,20,0
2022-11-20,0,37,0
2022-11-21,1,27,0
2022-11-22,1,40,0
2022-11-23,3,41,0
2022-11-24,2,53,0
2022-11-25,4,38,0
2022-11-26,0,8,0
2022-11-27,1,11,0
2022-11-28,6,39,0
2022-11-29,1,35,0
2022-11-30,5,35,0
2022-12-01,3,29,0
2022-12-02,6,30,0
2022-12-03,0,19,0
2022-12-04,2,28,0
2022-12-05,2,45,0
2022-12-06,4,57,0
2022-12-07,6,51,0
2022-12-08,8,17,0
2022-12-09,7,29,0
2022-12-10,0,32,0
2022-12-11,0,33,0
2022-12-12,13,49,0
2022-12-13,7,40,0
2022-12-14,2,23,0
2022-12-15,1,54,0
2022-12-16,3,27,0
2022-12-17,0,51,0
2022-12-18,0,12,0
2022-12-19,6,29,0
2022-12-20,5,35,0
2022-12-21,6,59,0
2022-12-22,7,22,0
2022-12-23,9,42,0
2022-12-24,2,10,0
2022-12-25,0,3,0
2022-12-26,5,10,0
2022-12-27,3,8,0
2022-12-28,0,9,0
2022-12-29,1,14,0
2022-12-30,3,10,0
2022-12-31,0,4,0
2023-01-01,0,10,0
2023-01-02,2,8,0
2023-01-03,4,54,0
2023-01-04,1,9,0
2023-01-05,4,30,0
2023-01-06,1,28,0
2023-01-07,0,22,0
2023-01-08,1,33,0
2023-01-09,7,45,0
2023-01-10,3,34,0
2023-01-11,3,46,0
2023-01-12,3,67,0
2023-01-13,2,58,0
2023-01-14,3,27,0
2023-01-15,2,25,0
2023-01-16,7,67,0
2023-01-17,5,40,0
2023-01-18,5,52,0
2023-01-19,1,57,0
2023-01-20,7,52,0
2023-01-21,3,49,0
2023-01-22,3,36,1
2023-01-23,0,70,0
2023-01-24,3,36,0
2023-01-25,0,60,0
2023-01-26,0,81,0
2023-01-27,2,63,0
2023-01-28,2,33,0
2023-01-29,0,33,0
2023-01-30,3,65,0
2023-01-31,4,85,0
2023-02-01,5,70,0
2023-02-02,10,58,0
2023-02-03,2,43,0
2023-02-04,0,14,0
2023-02-05,0,5,0
2023-02-06,3,66,0
2023-02-07,1,45,0
2023-02-08,2,28,0
2023-02-09,4,35,0
2023-02-10,4,42,0
2023-02-11,0,59,0
2023-02-12,0,30,0
2023-02-13,3,62,0
2023-02-14,6,39,0
2023-02-15,4,35,0
2023-02-16,6,65,0
2023-02-17,2,53,0
2023-02-18,1,12,0
2023-02-19,1,17,0
2023-02-20,5,44,0
2023-02-21,6,55,0
2023-02-22,3,44,0
2023-02-23,6,29,0
2023-02-24,12,30,0
2023-02-25,2,13,3
2023-02-26,0,32,0
2023-02-27,6,30,0
2023-02-28,4,10,0
2023-03-01,8,12,0
2023-03-02,4,28,0
2023-03-03,2,31,0
2023-03-04,0,11,0
2023-03-05,0,21,0
2023-03-06,0,46,0
2023-03-07,5,34,0
2023-03-08,2,30,0
2023-03-09,7,28,0
2023-03-10,6,36,0
2023-03-11,0,5,0
2023-03-12,0,8,0
2023-03-13,2,5,0
2023-03-14,4,9,0
2023-03-15,0,35,0
2023-03-16,4,34,0
2023-03-17,3,4,0
2023-03-18,0,4,0
2023-03-19,2,7,0
2023-03-20,7,25,0
2023-03-21,4,16,0
2023-03-22,1,8,0
2023-03-23,4,5,0
2023-03-24,7,3,0
2023-03-25,0,27,0
2023-03-26,3,7,0
2023-03-27,5,26,0
2023-03-28,3,8,0
2023-03-29,3,7,0
2023-03-30,2,15,0
2023-03-31,5,15,0
2023-04-01,0,5,0
2023-04-02,0,13,0
2023-04-03,2,46,0
2023-04-04,6,10,0
2023-04-05,3,26,0
2023-04-06,1,11,0
2023-04-07,3,25,0
2023-04-08,0,19,0
2023-04-09,1,6,1
2023-04-10,0,31,0
2023-04-11,4,43,0
2023-04-12,2,34,0
2023-04-13,7,30,0
2023-04-14,0,9,0
2023-04-15,1,6,0
2023-04-16,0,9,0
2023-04-17,0,28,0
2023-04-18,3,41,15
2023-04-19,2,14,3
2023-04-20,3,26,4
2023-04-21,3,13,0
2023-04-22,0,10,0
2023-04-23,0,10,0
2023-04-24,0,27,0
2023-04-25,2,36,0
2023-04-26,1,28,0
2023-04-27,0,31,0
2023-04-28,2,21,1
2023-04-29,0,8,0
2023-04-30,0,4,0
2023-05-01,1,11,0
2023-05-02,2,8,0
2023-05-03,1,20,0
2023-05-04,1,4,0
2023-05-05,0,27,1
2023-05-06,0,11,0
2023-05-07,0,11,1
2023-05-08,0,51,0
2023-05-09,1,34,0
2023-05-10,0,33,0
2023-05-11,1,34,0
2023-05-12,3,56,0
2023-05-13,1,9,0
2023-05-14,1,9,0
2023-05-15,1,42,0
2023-05-16,3,20,0
2023-05-17,4,33,0
2023-05-18,3,25,0
2023-05-19,9,24,0
2023-05-20,0,13,0
2023-05-21,0,8,0
2023-05-22,5,49,0
2023-05-23,10,30,0
2023-05-24,4,45,0
2023-05-25,5,17,0
2023-05-26,1,30,0
2023-05-27,0,23,0
2023-05-28,0,8,0
2023-05-29,0,52,0
2023-05-30,1,47,0
2023-05-31,1,35,0
2023-06-01,3,13,0
2023-06-02,1,39,0
2023-06-03,1,9,0
2023-06-04,0,4,0
2023-06-05,0,31,0
2023-06-06,2,29,0
2023-06-07,4,42,0
2023-06-08,2,29,0
2023-06-09,5,47,0
2023-06-10,0,15,0
2023-06-11,1,9,0
2023-06-12,2,70,0
2023-06-13,2,38,0
2023-06-14,7,39,0
2023-06-15,2,60,0
2023-06-16,2,45,0
2023-06-17,0,6,0
2023-06-18,0,32,0
2023-06-19,1,54,0
2023-06-20,2,56,0
2023-06-21,7,45,0
2023-06-22,5,42,0
2023-06-23,1,33,0
2023-06-24,0,8,0
2023-06-25,0,7,0
2023-06-26,2,35,0
2023-06-27,0,12,0
2023-06-28,1,18,0
2023-06-29,2,17,0
2023-06-30,1,2,0
2023-07-01,0,8,0
2023-07-02,0,10,0
2023-07-03,3,23,0
2023-07-04,0,6,0
2023-07-05,1,17,0
2023-07-06,0,12,0
2023-07-07,2,52,0
2023-07-08,0,33,0
2023-07-09,1,14,0
2023-07-10,1,26,0
2023-07-11,2,18,0
2023-07-12,2,80,0
2023-07-13,2,6,0
2023-07-14,0,43,0
2023-07-15,0,6,0
2023-07-16,0,6,0
2023-07-17,1,31,0
2023-07-18,4,35,0
2023-07-19,0,10,0
2023-07-20,0,19,0
2023-07-21,0,40,0
2023-07-22,0,6,0
2023-07-23,0,10,0
2023-07-24,2,43,0
2023-07-25,1,33,0
2023-07-26,3,43,0
2023-07-27,5,25,0
2023-07-28,4,12,0
2023-07-29,0,4,0
2023-07-30,0,9,0
2023-07-31,2,25,0
2023-08-01,0,47,0
2023-08-02,5,46,0
2023-08-03,1,47,0
2023-08-04,1,27,0
2023-08-05,0,8,0
2023-08-06,0,5,0
2023-08-07,0,61,0
2023-08-08,2,34,0
2023-08-09,2,30,0
2023-08-10,2,20,0
2023-08-11,4,16,0
2023-08-12,1,11,0
2023-08-13,2,8,0
2023-08-14,1,26,0
2023-08-15,0,14,0
2023-08-16,2,42,0
2023-08-17,3,63,0
2023-08-18,2,13,0
2023-08-19,0,15,0
2023-08-20,0,7,0
2023-08-21,0,33,0
2023-08-22,3,8,0
2023-08-23,6,7,0
2023-08-24,3,10,0
2023-08-25,3,32,0
2023-08-26,0,4,0
2023-08-27,0,11,0
2023-08-28,1,66,0
2023-08-29,5,61,0
2023-08-30,1,29,0
2023-08-31,4,18,0
2023-09-01,5,20,0
2023-09-02,1,20,0
2023-09-03,0,12,0
2023-09-04,1,17,0
2023-09-05,3,26,0
2023-09-06,5,30,0
2023-09-07,5,39,0
2023-09-08,1,29,0
2023-09-09,0,6,0
2023-09-10,0,4,11
2023-09-11,1,35,0
2023-09-12,0,31,0
2023-09-13,2,12,1
2023-09-14,0,29,0
2023-09-15,2,29,0
2023-09-16,1,25,0
2023-09-17,0,13,1
2023-09-18,3,18,0
2023-09-19,2,24,0
2023-09-20,0,42,0
2023-09-21,2,23,0
2023-09-22,1,20,2
2023-09-23,3,10,0
2023-09-24,0,32,0
2023-09-25,1,49,0
2023-09-26,0,86,0
2023-09-27,5,35,0
2023-09-28,0,25,0
2023-09-29,4,31,1
2023-09-30,0,18,0
2023-10-01,0,11,0
2023-10-02,3,42,0
2023-10-03,3,51,0
2023-10-04,4,37,1
2023-10-05,2,48,0
2023-10-06,5,32,0
2023-10-07,0,7,0
2023-10-08,3,12,0
2023-10-09,2,51,0
2023-10-10,8,39,0
2023-10-11,4,35,0
2023-10-12,12,11,0
2023-10-13,2,56,0
2023-10-14,0,7,0
2023-10-15,0,9,0
2023-10-16,5,58,1
2023-10-17,7,36,0
2023-10-18,9,27,0
2023-10-19,8,12,0
2023-10-20,5,43,0
2023-10-21,0,20,0
2023-10-22,0,21,0
2023-10-23,3,39,0
2023-10-24,0,33,0
2023-10-25,6,36,1
2023-10-26,3,47,0
2023-10-27,1,38,0
2023-10-28,1,30,0
2023-10-29,1,6,0
2023-10-30,6,49,0
2023-10-31,1,27,0
2023-11-01,0,38,0
2023-11-02,6,24,0
2023-11-03,4,14,0
2023-11-04,0,7,0
2023-11-05,0,3,0
2023-11-06,2,28,0
2023-11-07,1,20,0
2023-11-08,1,18,0
2023-11-09,1,46,0
2023-11-10,2,42,0
2023-11-11,0,16,0
2023-11-12,1,26,0
2023-11-13,4,20,0
2023-11-14,0,32,0
2023-11-15,2,23,0
2023-11-16,3,20,0
2023-11-17,3,8,0
2023-11-18,0,4,0
2023-11-19,1,6,0
2023-11-20,1,14,0
2023-11-21,5,16,0
2023-11-22,7,24,0
2023-11-23,3,18,3
2023-11-24,1,9,1
2023-11-25,0,6,0
2023-11-26,0,6,0
2023-11-27,2,11,0
2023-11-28,7,22,0
2023-11-29,4,15,4
2023-11-30,1,7,0
2023-12-01,4,8,1
2023-12-02,0,9,0
2023-12-03,0,1,0
2023-12-04,8,63,0
2023-12-05,3,31,0
2023-12-06,1,16,0
2023-12-07,5,11,0
2023-12-08,1,46,0
2023-12-09,0,7,0
2023-12-10,0,5,10
2023-12-11,4,27,0
2023-12-12,2,24,0
2023-12-13,6,23,0
2023-12-14,2,33,0
2023-12-15,5,9,1
2023-12-16,0,24,1
2023-12-17,0,8,0
2023-12-18,3,28,1
2023-12-19,3,50,0
2023-12-20,4,25,0
2023-12-21,2,14,0
2023-12-22,1,15,0
2023-12-23,0,2,0
2023-12-24,0,3,0
2023-12-25,0,6,0
2023-12-26,1,5,0
2023-12-27,2,6,0
2023-12-28,0,3,0
2023-12-29,0,2,0
2023-12-30,0,8,0
2023-12-31,0,5,3
2024-01-01,0,3,0
2024-01-02,1,50,0
2024-01-03,1,44,0
2024-01-04,4,55,0
2024-01-05,3,33,0
2024-01-06,0,22,0
2024-01-07,0,11,0
2024-01-08,4,62,0
2024-01-09,3,44,0
2024-01-10,2,25,1
2024-01-11,1,45,1
2024-01-12,4,12,0
2024-01-13,0,4,0
2024-01-14,0,9,0
2024-01-15,3,41,0
2024-01-16,1,43,0
2024-01-17,3,35,0
2024-01-18,6,37,0
2024-01-19,0,15,0
2024-01-20,0,6,0
2024-01-21,1,4,0
2024-01-22,3,36,2
2024-01-23,3,12,0
2024-01-24,2,36,0
2024-01-25,7,26,0
2024-01-26,9,46,0
2024-01-27,0,3,0
2024-01-28,0,9,1
2024-01-29,7,59,1
2024-01-30,5,31,0
2024-01-31,1,38,3
2024-02-01,2,10,0
2024-02-02,2,28,0
2024-02-03,1,32,0
2024-02-04,0,18,1
2024-02-05,2,45,6
2024-02-06,0,17,0
2024-02-07,3,42,0
2024-02-08,5,35,0
2024-02-09,6,38,0
2024-02-10,0,5,1
2024-02-11,0,16,0
2024-02-12,1,57,0
2024-02-13,2,94,4
2024-02-14,1,38,0
2024-02-15,1,43,1
2024-02-16,3,40,0
2024-02-17,0,33,0
2024-02-18,0,43,0
2024-02-19,7,47,0
2024-02-20,1,50,1
2024-02-21,1,30,0
2024-02-22,3,61,0
2024-02-23,7,55,0
2024-02-24,0,8,0
2024-02-25,0,18,1
2024-02-26,1,40,0
2024-02-27,4,75,0
2024-02-28,8,25,0
2024-02-29,2,49,0
2024-03-01,4,47,2
2024-03-02,0,9,0
2024-03-03,0,9,0
2024-03-04,2,69,0
2024-03-05,5,49,3
2024-03-06,4,34,1
2024-03-07,2,21,1
2024-03-08,5,45,0
2024-03-09,1,34,0
2024-03-10,0,20,0
2024-03-11,1,28,0
2024-03-12,1,18,13
2024-03-13,1,30,6
2024-03-14,11,32,4
2024-03-15,0,37,0
2024-03-16,0,11,0
2024-03-17,0,7,0
2024-03-18,0,10,0
2024-03-19,0,8,0
2024-03-20,0,12,0
2024-03-21,1,12,2
2024-03-22,3,4,2
2024-03-23,0,12,0
2024-03-24,0,76,0
2024-03-25,1,28,0
2024-03-26,3,30,0
2024-03-27,7,12,0
2024-03-28,3,25,0
2024-03-29,0,6,0
2024-03-30,0,8,0
2024-03-31,0,9,0
2024-04-01,0,8,1
2024-04-02,3,5,0
2024-04-03,3,7,0
2024-04-04,1,102,0
2024-04-05,2,54,0
2024-04-06,0,29,0
2024-04-07,0,6,0
2024-04-08,1,92,1
2024-04-09,2,39,0
2024-04-10,0,67,0
2024-04-11,0,21,0
2024-04-12,0,34,3
2024-04-13,0,39,0
2024-04-14,0,8,0
2024-04-15,2,38,0
2024-04-16,2,37,2
2024-04-17,2,50,0
2024-04-18,2,52,0
2024-04-19,3,33,0
2024-04-20,0,9,0
2024-04-21,2,3,0
2024-04-22,1,51,0
2024-04-23,3,41,0
2024-04-24,1,35,1
2024-04-25,3,33,1
2024-04-26,0,67,0
2024-04-27,0,10,0
2024-04-28,0,5,0
2024-04-29,2,45,0
2024-04-30,0,31,0
2024-05-01,0,45,0
2024-05-02,1,63,0
2024-05-03,0,22,0
2024-05-04,0,22,0
2024-05-05,1,6,0
2024-05-06,1,26,0
2024-05-07,0,60,0
2024-05-08,0,51,1
2024-05-09,0,14,3
2024-05-10,1,32,9
2024-05-11,0,26,3
2024-05-12,0,10,1
2024-05-13,1,44,1
2024-05-14,1,52,0
2024-05-15,1,34,0
2024-05-16,0,11,0
2024-05-17,0,24,4
2024-05-18,0,9,6
2024-05-19,0,13,1
2024-05-20,5,28,0
2024-05-21,3,34,0
2024-05-22,1,19,3
2024-05-23,2,30,5
2024-05-24,6,9,2
2024-05-25,0,16,0
2024-05-26,0,6,0
2024-05-27,2,12,0
2024-05-28,6,64,0
2024-05-29,1,45,0
2024-05-30,0,53,3
2024-05-31,4,26,0
2024-06-01,0,5,13
2024-06-02,1,10,0
2024-06-03,9,35,7
2024-06-04,3,23,4
2024-06-05,4,15,6
2024-06-06,3,7,6
2024-06-07,6,31,12
2024-06-08,1,8,20
2024-06-09,0,6,0
2024-06-10,3,35,1
2024-06-11,1,42,0
2024-06-12,0,36,0
2024-06-13,3,30,0
2024-06-14,7,29,0
2024-06-15,0,7,0
