,neovim/neovim,microsoft/vscode,pulsar-edit/pulsar
2019-01-20,7,7,0
2019-01-21,3,42,0
2019-01-22,4,52,1
2019-01-23,4,50,0
2019-01-24,0,78,14
2019-01-25,1,63,6
2019-01-26,14,12,2
2019-01-27,10,14,0
2019-01-28,0,86,3
2019-01-29,1,34,2
2019-01-30,0,78,3
2019-01-31,3,59,0
2019-02-01,1,34,14
2019-02-02,8,5,1
2019-02-03,7,5,0
2019-02-04,6,47,7
2019-02-05,2,57,8
2019-02-06,1,61,17
2019-02-07,5,88,19
2019-02-08,0,53,19
2019-02-09,3,16,0
2019-02-10,2,11,0
2019-02-11,5,66,10
2019-02-12,5,86,6
2019-02-13,1,74,3
2019-02-14,2,42,2
2019-02-15,3,24,12
2019-02-16,1,17,1
2019-02-17,8,3,6
2019-02-18,10,38,5
2019-02-19,0,50,0
2019-02-20,1,73,0
2019-02-21,7,88,1
2019-02-22,2,56,3
2019-02-23,1,9,0
2019-02-24,1,7,0
2019-02-25,5,35,19
2019-02-26,1,47,1
2019-02-27,1,27,2
2019-02-28,3,3,19
2019-03-01,9,12,5
2019-03-02,7,46,0
2019-03-03,8,2,0
2019-03-04,0,74,6
2019-03-05,7,127,6
2019-03-06,2,74,2
2019-03-07,8,102,2
2019-03-08,7,49,4
2019-03-09,6,4,0
2019-03-10,7,13,0
2019-03-11,6,86,0
2019-03-12,7,43,1
2019-03-13,4,48,3
2019-03-14,6,39,2
2019-03-15,3,65,0
2019-03-16,17,5,0
2019-03-17,9,1,2
2019-03-18,4,36,0
2019-03-19,5,92,3
2019-03-20,1,70,2
2019-03-21,4,95,5
2019-03-22,2,73,6
2019-03-23,10,9,0
2019-03-24,2,0,0
2019-03-25,2,57,5
2019-03-26,8,30,5
2019-03-27,3,74,6
2019-03-28,10,38,2
2019-03-29,7,21,4
2019-03-30,9,0,0
2019-03-31,14,5,0
2019-04-01,18,53,3
2019-04-02,11,62,7
2019-04-03,2,67,2
2019-04-04,6,45,4
2019-04-05,0,36,20
2019-04-06,7,6,0
2019-04-07,8,6,2
2019-04-08,17,37,11
2019-04-09,2,51,5
2019-04-10,2,68,19
2019-04-11,7,94,4
2019-04-12,6,64,4
2019-04-13,11,8,3
2019-04-14,11,5,0
2019-04-15,3,34,2
2019-04-16,1,69,13
2019-04-17,0,55,21
2019-04-18,0,15,41
2019-04-19,1,5,45
2019-04-20,3,10,1
2019-04-21,0,0,3
2019-04-22,6,17,1
2019-04-23,9,47,10
2019-04-24,2,46,8
2019-04-25,1,22,7
2019-04-26,3,19,9
2019-04-27,14,5,7
2019-04-28,9,10,2
2019-04-29,13,16,5
2019-04-30,9,13,4
2019-05-01,0,15,7
2019-05-02,4,3,28
2019-05-03,12,10,7
2019-05-04,2,3,5
2019-05-05,17,6,0
2019-05-06,10,22,25
2019-05-07,11,4,19
2019-05-08,2,12,21
2019-05-09,6,16,12
2019-05-10,2,23,12
2019-05-11,6,15,6
2019-05-12,3,5,1
2019-05-13,3,27,32
2019-05-14,2,16,13
2019-05-15,0,13,15
2019-05-16,2,37,9
2019-05-17,0,36,20
2019-05-18,18,7,3
2019-05-19,9,3,0
2019-05-20,16,22,13
2019-05-21,3,49,13
2019-05-22,3,75,14
2019-05-23,1,45,8
2019-05-24,5,102,19
2019-05-25,22,12,12
2019-05-26,35,3,5
2019-05-27,6,33,9
2019-05-28,1,53,7
2019-05-29,5,41,6
2019-05-30,0,14,8
2019-05-31,0,23,30
2019-06-01,7,1,0
2019-06-02,7,0,0
2019-06-03,23,35,6
2019-06-04,11,40,13
2019-06-05,10,82,8
2019-06-06,1,75,14
2019-06-07,12,74,6
2019-06-08,30,15,0
2019-06-09,17,1,0
2019-06-10,6,26,8
2019-06-11,3,59,8
2019-06-12,6,72,21
2019-06-13,8,71,16
2019-06-14,3,58,20
2019-06-15,6,10,3
2019-06-16,13,10,0
2019-06-17,12,65,18
2019-06-18,6,65,8
2019-06-19,9,84,10
2019-06-20,0,85,19
2019-06-21,1,49,8
2019-06-22,3,3,0
2019-06-23,24,15,0
2019-06-24,29,78,9
2019-06-25,13,41,10
2019-06-26,11,43,10
2019-06-27,8,31,2
2019-06-28,2,63,2
2019-06-29,16,8,0
2019-06-30,7,13,0
2019-07-01,9,74,4
2019-07-02,6,93,3
2019-07-03,3,119,5
2019-07-04,11,65,8
2019-07-05,10,75,1
2019-07-06,13,5,0
2019-07-07,6,3,0
2019-07-08,5,43,0
2019-07-09,11,86,0
2019-07-10,1,94,0
2019-07-11,1,89,0
2019-07-12,5,44,0
2019-07-13,6,5,0
2019-07-14,9,25,0
2019-07-15,9,88,3
2019-07-16,35,45,5
2019-07-17,8,41,5
2019-07-18,7,55,5
2019-07-19,12,37,3
2019-07-20,12,14,0
2019-07-21,6,5,0
2019-07-22,7,86,0
2019-07-23,4,68,0
2019-07-24,14,77,5
2019-07-25,13,50,1
2019-07-26,10,60,3
2019-07-27,13,6,0
2019-07-28,22,3,0
2019-07-29,31,73,2
2019-07-30,11,47,2
2019-07-31,1,45,1
2019-08-01,17,15,3
2019-08-02,21,19,4
2019-08-03,6,2,0
2019-08-04,12,3,0
2019-08-05,20,67,5
2019-08-06,9,58,4
2019-08-07,38,73,1
2019-08-08,8,79,2
2019-08-09,16,63,4
2019-08-10,8,3,0
2019-08-11,9,9,0
2019-08-12,6,87,5
2019-08-13,9,69,0
2019-08-14,21,45,0
2019-08-15,8,91,10
2019-08-16,11,56,2
2019-08-17,17,2,0
2019-08-18,8,2,0
2019-08-19,4,54,0
2019-08-20,13,68,0
2019-08-21,11,77,1
2019-08-22,13,62,0
2019-08-23,6,51,1
2019-08-24,4,15,0
2019-08-25,5,4,0
2019-08-26,11,68,0
2019-08-27,36,33,6
2019-08-28,3,55,0
2019-08-29,3,35,0
2019-08-30,19,29,0
2019-08-31,6,5,0
2019-09-01,20,0,5
2019-09-02,26,54,0
2019-09-03,11,55,0
2019-09-04,24,43,0
2019-09-05,8,48,2
2019-09-06,16,63,0
2019-09-07,9,0,0
2019-09-08,20,2,0
2019-09-09,12,29,0
2019-09-10,9,64,0
2019-09-11,12,82,0
2019-09-12,7,66,0
2019-09-13,16,81,2
2019-09-14,16,12,0
2019-09-15,12,14,0
2019-09-16,8,52,0
2019-09-17,2,73,0
2019-09-18,11,51,0
2019-09-19,0,72,0
2019-09-20,0,52,0
2019-09-21,16,8,0
2019-09-22,12,2,0
2019-09-23,1,60,0
2019-09-24,5,63,8
2019-09-25,8,47,0
2019-09-26,3,82,0
2019-09-27,1,47,0
2019-09-28,26,7,0
2019-09-29,4,3,0
2019-09-30,6,74,0
2019-10-01,0,35,0
2019-10-02,23,56,0
2019-10-03,6,35,0
2019-10-04,6,22,0
2019-10-05,1,15,0
2019-10-06,12,2,0
2019-10-07,10,82,0
2019-10-08,2,52,0
2019-10-09,2,33,0
2019-10-10,3,75,0
2019-10-11,4,46,0
2019-10-12,2,3,0
2019-10-13,11,4,0
2019-10-14,3,67,0
2019-10-15,1,55,0
2019-10-16,1,63,0
2019-10-17,3,90,2
2019-10-18,3,68,0
2019-10-19,13,9,0
2019-10-20,2,1,0
2019-10-21,6,49,3
2019-10-22,3,77,3
2019-10-23,10,101,0
2019-10-24,4,114,0
2019-10-25,6,102,0
2019-10-26,14,5,0
2019-10-27,19,3,0
2019-10-28,4,74,1
2019-10-29,2,41,1
2019-10-30,1,49,1
2019-10-31,7,45,1
2019-11-01,3,38,6
2019-11-02,11,8,0
2019-11-03,2,0,0
2019-11-04,2,54,6
2019-11-05,1,59,1
2019-11-06,4,53,3
2019-11-07,0,96,0
2019-11-08,2,63,2
2019-11-09,10,19,0
2019-11-10,11,12,0
2019-11-11,10,61,3
2019-11-12,6,93,2
2019-11-13,6,81,1
2019-11-14,6,97,0
2019-11-15,0,106,2
2019-11-16,12,13,0
2019-11-17,5,13,0
2019-11-18,7,100,4
2019-11-19,1,77,0
2019-11-20,11,55,0
2019-11-21,22,70,0
2019-11-22,4,57,1
2019-11-23,15,9,2
2019-11-24,9,9,0
2019-11-25,15,42,4
2019-11-26,7,43,4
2019-11-27,7,38,0
2019-11-28,10,32,1
2019-11-29,10,48,7
2019-11-30,6,9,0
2019-12-01,8,29,0
2019-12-02,12,71,1
2019-12-03,4,28,1
2019-12-04,3,62,3
2019-12-05,1,55,3
2019-12-06,1,30,5
2019-12-07,4,5,1
2019-12-08,1,3,0
2019-12-09,0,53,1
2019-12-10,3,64,1
2019-12-11,2,49,1
2019-12-12,7,56,1
2019-12-13,1,54,0
2019-12-14,0,9,0
2019-12-15,0,2,0
2019-12-16,4,54,3
2019-12-17,7,54,0
2019-12-18,3,77,4
2019-12-19,2,48,8
2019-12-20,5,31,3
2019-12-21,3,2,0
2019-12-22,16,1,0
2019-12-23,9,19,0
2019-12-24,6,15,0
2019-12-25,3,2,0
2019-12-26,12,3,0
2019-12-27,1,6,0
2019-12-28,2,2,0
2019-12-29,13,2,0
2019-12-30,16,36,0
2019-12-31,8,31,0
2020-01-01,16,0,3
2020-01-02,7,19,0
2020-01-03,6,16,0
2020-01-04,5,1,0
2020-01-05,3,5,0
2020-01-06,3,58,0
2020-01-07,3,61,7
2020-01-08,7,51,2
2020-01-09,4,59,2
2020-01-10,0,77,1
2020-01-11,2,11,0
2020-01-12,2,13,0
2020-01-13,2,80,0
2020-01-14,3,67,0
2020-01-15,2,75,0
2020-01-16,4,61,0
2020-01-17,14,68,0
2020-01-18,7,8,0
2020-01-19,13,18,0
2020-01-20,5,41,0
2020-01-21,13,88,1
2020-01-22,3,61,0
2020-01-23,2,68,5
2020-01-24,3,58,13
2020-01-25,1,6,2
2020-01-26,18,20,0
2020-01-27,13,94,1
2020-01-28,7,29,0
2020-01-29,2,88,1
2020-01-30,6,49,2
2020-01-31,4,26,1
2020-02-01,2,4,0
2020-02-02,5,4,0
2020-02-03,11,41,0
2020-02-04,1,106,1
2020-02-05,1,110,1
2020-02-06,1,101,1
2020-02-07,9,108,3
2020-02-08,0,9,1
2020-02-09,5,9,0
2020-02-10,9,89,7
2020-02-11,2,83,1
2020-02-12,13,60,1
