,sinatra/sinatra,rails/rails,django/django
2018-06-25,0,9,5.0
2018-06-26,0,12,0.0
2018-06-27,0,9,4.0
2018-06-28,0,8,7.0
2018-06-29,0,13,8.0
2018-06-30,0,8,3.0
2018-07-01,0,6,0.0
2018-07-02,0,8,6.0
2018-07-03,0,8,0.0
2018-07-04,0,16,4.0
2018-07-05,0,7,4.0
2018-07-06,0,8,3.0
2018-07-07,0,8,2.0
2018-07-08,0,12,0.0
2018-07-09,0,6,13.0
2018-07-10,0,6,9.0
2018-07-11,0,4,12.0
2018-07-12,0,7,0.0
2018-07-13,0,4,3.0
2018-07-14,0,5,1.0
2018-07-15,0,8,0.0
2018-07-16,0,11,2.0
2018-07-17,0,6,1.0
2018-07-18,0,9,4.0
2018-07-19,0,8,8.0
2018-07-20,0,21,6.0
2018-07-21,0,8,2.0
2018-07-22,0,17,2.0
2018-07-23,0,3,1.0
2018-07-24,0,3,3.0
2018-07-25,0,6,6.0
2018-07-26,0,22,5.0
2018-07-27,0,5,5.0
2018-07-28,0,6,0.0
2018-07-29,0,8,0.0
2018-07-30,0,11,4.0
2018-07-31,0,24,4.0
2018-08-01,0,6,8.0
2018-08-02,0,6,10.0
2018-08-03,0,6,7.0
2018-08-04,3,1,5.0
2018-08-05,0,5,2.0
2018-08-06,0,2,3.0
2018-08-07,0,8,5.0
2018-08-08,0,10,4.0
2018-08-09,0,9,0.0
2018-08-10,0,6,2.0
2018-08-11,0,13,0.0
2018-08-12,0,7,1.0
2018-08-13,0,14,2.0
2018-08-14,0,10,0.0
2018-08-15,0,14,2.0
2018-08-16,1,18,9.0
2018-08-17,0,5,7.0
2018-08-18,1,5,6.0
2018-08-19,0,23,1.0
2018-08-20,0,17,8.0
2018-08-21,0,4,5.0
2018-08-22,0,32,4.0
2018-08-23,0,19,5.0
2018-08-24,0,6,0.0
2018-08-25,0,8,3.0
2018-08-26,0,0,0.0
2018-08-27,0,7,2.0
2018-08-28,0,10,7.0
2018-08-29,0,21,2.0
2018-08-30,0,21,1.0
2018-08-31,0,10,5.0
2018-09-01,0,3,1.0
2018-09-02,0,6,0.0
2018-09-03,0,5,1.0
2018-09-04,0,6,1.0
2018-09-05,0,9,0.0
2018-09-06,0,20,1.0
2018-09-07,0,8,0.0
2018-09-08,0,8,3.0
2018-09-09,0,8,0.0
2018-09-10,0,8,9.0
2018-09-11,0,19,7.0
2018-09-12,0,21,1.0
2018-09-13,0,27,3.0
2018-09-14,2,10,4.0
2018-09-15,4,8,0.0
2018-09-16,0,9,1.0
2018-09-17,0,15,5.0
2018-09-18,0,29,6.0
2018-09-19,0,28,3.0
2018-09-20,0,25,0.0
2018-09-21,0,18,0.0
2018-09-22,0,4,0.0
2018-09-23,0,9,0.0
2018-09-24,0,13,0.0
2018-09-25,0,15,11.0
2018-09-26,0,18,11.0
2018-09-27,0,33,1.0
2018-09-28,0,34,2.0
2018-09-29,0,2,2.0
2018-09-30,0,11,0.0
2018-10-01,0,12,15.0
2018-10-02,0,37,14.0
2018-10-03,0,26,5.0
2018-10-04,0,28,7.0
2018-10-05,1,32,1.0
2018-10-06,0,11,0.0
2018-10-07,0,15,0.0
2018-10-08,0,19,2.0
2018-10-09,0,17,3.0
2018-10-10,1,15,4.0
2018-10-11,0,16,3.0
2018-10-12,0,10,4.0
2018-10-13,0,3,1.0
2018-10-14,0,6,2.0
2018-10-15,0,10,4.0
2018-10-16,0,14,2.0
2018-10-17,1,24,6.0
2018-10-18,0,11,2.0
2018-10-19,0,20,0.0
2018-10-20,0,18,2.0
2018-10-21,0,13,4.0
2018-10-22,0,16,5.0
2018-10-23,0,18,3.0
2018-10-24,0,7,6.0
2018-10-25,0,12,8.0
2018-10-26,0,5,1.0
2018-10-27,3,5,2.0
2018-10-28,0,8,1.0
2018-10-29,0,7,9.0
2018-10-30,0,19,5.0
2018-10-31,0,3,2.0
2018-11-01,0,4,6.0
2018-11-02,0,5,1.0
2018-11-03,0,4,4.0
2018-11-04,5,5,2.0
2018-11-05,0,8,0.0
2018-11-06,1,13,1.0
2018-11-07,1,9,2.0
2018-11-08,0,22,1.0
2018-11-09,0,10,8.0
2018-11-10,0,5,6.0
2018-11-11,0,6,1.0
2018-11-12,0,6,3.0
2018-11-13,0,17,6.0
2018-11-14,0,10,5.0
2018-11-15,0,5,5.0
2018-11-16,0,8,3.0
2018-11-17,1,3,4.0
2018-11-18,0,3,3.0
2018-11-19,0,17,4.0
2018-11-20,0,16,8.0
2018-11-21,0,9,2.0
2018-11-22,0,8,1.0
2018-11-23,0,11,5.0
2018-11-24,0,5,1.0
2018-11-25,0,7,1.0
2018-11-26,1,14,4.0
2018-11-27,0,14,8.0
2018-11-28,0,22,2.0
2018-11-29,0,8,3.0
2018-11-30,1,11,6.0
2018-12-01,0,7,0.0
2018-12-02,0,6,0.0
2018-12-03,0,12,3.0
2018-12-04,0,21,1.0
2018-12-05,0,15,4.0
2018-12-06,0,5,7.0
2018-12-07,0,9,1.0
2018-12-08,8,1,0.0
2018-12-09,2,2,1.0
2018-12-10,0,9,2.0
2018-12-11,0,4,0.0
2018-12-12,0,21,1.0
2018-12-13,0,17,0.0
2018-12-14,0,21,0.0
2018-12-15,5,6,1.0
2018-12-16,2,6,0.0
2018-12-17,0,8,5.0
2018-12-18,0,18,0.0
2018-12-19,0,8,3.0
2018-12-20,0,17,0.0
2018-12-21,4,19,7.0
2018-12-22,3,0,13.0
2018-12-23,0,3,0.0
2018-12-24,0,4,5.0
2018-12-25,0,1,0.0
2018-12-26,0,11,5.0
2018-12-27,0,10,4.0
2018-12-28,1,14,1.0
2018-12-29,0,3,0.0
2018-12-30,0,12,3.0
2018-12-31,0,12,2.0
2019-01-01,0,14,4.0
2019-01-02,0,11,4.0
2019-01-03,0,13,2.0
2019-01-04,0,19,2.0
2019-01-05,0,22,0.0
2019-01-06,1,2,0.0
2019-01-07,1,7,0.0
2019-01-08,0,17,1.0
2019-01-09,0,17,8.0
2019-01-10,0,12,6.0
2019-01-11,0,14,7.0
2019-01-12,0,0,6.0
2019-01-13,0,7,1.0
2019-01-14,2,14,15.0
2019-01-15,0,9,6.0
2019-01-16,1,23,7.0
2019-01-17,0,57,21.0
2019-01-18,0,18,3.0
2019-01-19,0,10,3.0
2019-01-20,0,4,0.0
2019-01-21,0,10,6.0
2019-01-22,0,16,3.0
2019-01-23,0,12,5.0
2019-01-24,0,17,1.0
2019-01-25,0,12,1.0
2019-01-26,0,16,1.0
2019-01-27,0,2,3.0
2019-01-28,0,17,8.0
2019-01-29,0,14,3.0
2019-01-30,0,22,5.0
2019-01-31,0,16,4.0
2019-02-01,0,19,2.0
2019-02-02,0,6,2.0
2019-02-03,1,1,0.0
2019-02-04,0,20,6.0
2019-02-05,2,20,14.0
2019-02-06,0,12,8.0
2019-02-07,2,20,3.0
2019-02-08,0,16,6.0
2019-02-09,0,9,13.0
2019-02-10,0,4,2.0
2019-02-11,0,21,7.0
2019-02-12,1,16,5.0
2019-02-13,0,18,4.0
2019-02-14,0,16,7.0
2019-02-15,0,15,1.0
2019-02-16,0,15,1.0
2019-02-17,0,9,0.0
2019-02-18,0,10,0.0
2019-02-19,0,18,0.0
2019-02-20,0,21,3.0
2019-02-21,0,18,6.0
2019-02-22,0,13,0.0
2019-02-23,0,13,1.0
2019-02-24,0,7,1.0
2019-02-25,0,29,6.0
2019-02-26,0,21,2.0
2019-02-27,0,11,4.0
2019-02-28,0,6,3.0
2019-03-01,0,12,5.0
2019-03-02,0,0,3.0
2019-03-03,0,13,1.0
2019-03-04,0,10,1.0
2019-03-05,0,10,3.0
2019-03-06,0,17,1.0
2019-03-07,0,24,3.0
2019-03-08,0,24,3.0
2019-03-09,0,26,2.0
2019-03-10,0,7,0.0
2019-03-11,0,30,2.0
2019-03-12,0,26,3.0
2019-03-13,0,15,1.0
2019-03-14,0,7,2.0
2019-03-15,0,11,3.0
2019-03-16,1,9,0.0
2019-03-17,0,17,0.0
2019-03-18,0,18,6.0
2019-03-19,0,22,0.0
2019-03-20,0,14,5.0
2019-03-21,0,5,10.0
2019-03-22,0,19,7.0
2019-03-23,0,10,7.0
2019-03-24,0,8,1.0
2019-03-25,0,11,5.0
2019-03-26,0,19,1.0
2019-03-27,0,12,10.0
2019-03-28,0,9,8.0
2019-03-29,0,14,4.0
2019-03-30,0,14,10.0
2019-03-31,0,33,0.0
2019-04-01,0,18,7.0
2019-04-02,0,21,2.0
2019-04-03,0,31,4.0
2019-04-04,0,32,1.0
2019-04-05,0,22,5.0
2019-04-06,0,3,2.0
2019-04-07,0,3,0.0
2019-04-08,0,15,5.0
2019-04-09,0,25,1.0
2019-04-10,1,15,0.0
2019-04-11,1,28,0.0
2019-04-12,4,27,0.0
2019-04-13,0,11,4.0
2019-04-14,0,14,4.0
2019-04-15,0,21,5.0
2019-04-16,0,30,4.0
2019-04-17,0,12,4.0
2019-04-18,1,11,6.0
2019-04-19,0,32,5.0
2019-04-20,0,7,0.0
2019-04-21,0,8,2.0
2019-04-22,1,18,0.0
2019-04-23,0,27,4.0
2019-04-24,0,12,6.0
2019-04-25,0,10,8.0
2019-04-26,0,8,2.0
2019-04-27,0,4,2.0
2019-04-28,3,2,0.0
2019-04-29,0,5,9.0
2019-04-30,0,13,5.0
2019-05-01,1,15,2.0
2019-05-02,0,10,3.0
2019-05-03,0,5,7.0
2019-05-04,3,2,0.0
2019-05-05,0,6,0.0
2019-05-06,0,8,2.0
2019-05-07,0,9,9.0
2019-05-08,0,14,8.0
2019-05-09,0,9,5.0
2019-05-10,0,5,1.0
2019-05-11,0,25,0.0
2019-05-12,0,13,1.0
2019-05-13,0,14,3.0
2019-05-14,0,5,1.0
2019-05-15,0,6,4.0
2019-05-16,0,4,4.0
2019-05-17,0,3,8.0
2019-05-18,0,9,1.0
2019-05-19,0,4,0.0
2019-05-20,0,8,5.0
2019-05-21,0,7,8.0
2019-05-22,0,15,5.0
2019-05-23,0,10,2.0
2019-05-24,0,2,8.0
2019-05-25,0,2,0.0
2019-05-26,0,2,0.0
2019-05-27,0,3,5.0
2019-05-28,0,19,4.0
2019-05-29,0,5,3.0
2019-05-30,0,1,1.0
2019-05-31,0,11,7.0
2019-06-01,0,5,0.0
2019-06-02,0,8,0.0
2019-06-03,0,5,8.0
2019-06-04,0,14,4.0
2019-06-05,0,18,5.0
2019-06-06,0,18,4.0
2019-06-07,0,6,5.0
2019-06-08,0,3,0.0
2019-06-09,0,4,0.0
2019-06-10,0,4,4.0
2019-06-11,0,4,5.0
2019-06-12,0,5,5.0
2019-06-13,0,17,5.0
2019-06-14,0,13,1.0
2019-06-15,0,9,1.0
2019-06-16,0,2,0.0
2019-06-17,0,7,1.0
2019-06-18,0,3,2.0
2019-06-19,0,9,4.0
2019-06-20,0,10,7.0
2019-06-21,0,5,4.0
2019-06-22,0,4,1.0
2019-06-23,1,2,0.0
2019-06-24,0,4,7.0
2019-06-25,2,5,2.0
2019-06-26,0,1,3.0
2019-06-27,0,10,3.0
2019-06-28,0,2,3.0
2019-06-29,0,1,1.0
2019-06-30,0,4,1.0
2019-07-01,0,3,7.0
2019-07-02,0,3,4.0
2019-07-03,0,5,4.0
2019-07-04,0,5,4.0
2019-07-05,0,4,1.0
2019-07-06,0,4,0.0
2019-07-07,1,2,0.0
2019-07-08,0,13,4.0
2019-07-09,0,6,2.0
2019-07-10,0,14,6.0
2019-07-11,0,7,4.0
2019-07-12,0,17,2.0
2019-07-13,0,1,1.0
2019-07-14,0,9,0.0
2019-07-15,0,13,1.0
2019-07-16,0,20,6.0
2019-07-17,0,9,0.0
2019-07-18,0,4,2.0
2019-07-19,0,10,4.0
2019-07-20,0,4,1.0
2019-07-21,0,1,0.0
2019-07-22,0,9,1.0
2019-07-23,0,14,5.0
2019-07-24,0,23,2.0
2019-07-25,0,25,5.0
2019-07-26,0,53,1.0
2019-07-27,0,9,3.0
2019-07-28,0,12,0.0
2019-07-29,0,24,3.0
2019-07-30,0,8,4.0
2019-07-31,0,31,7.0
2019-08-01,0,31,11.0
2019-08-02,0,17,8.0
2019-08-03,0,7,0.0
2019-08-04,0,4,0.0
2019-08-05,0,12,4.0
2019-08-06,0,12,0.0
2019-08-07,0,23,2.0
2019-08-08,0,8,2.0
2019-08-09,0,9,2.0
2019-08-10,0,3,0.0
2019-08-11,0,0,3.0
2019-08-12,0,7,6.0
2019-08-13,0,3,5.0
2019-08-14,0,4,2.0
2019-08-15,0,14,2.0
2019-08-16,1,10,3.0
2019-08-17,3,2,2.0
2019-08-18,1,14,3.0
2019-08-19,3,12,6.0
2019-08-20,0,10,4.0
2019-08-21,6,7,2.0
2019-08-22,4,12,3.0
2019-08-23,0,5,8.0
2019-08-24,1,5,0.0
2019-08-25,0,1,0.0
2019-08-26,0,14,5.0
2019-08-27,0,13,3.0
2019-08-28,1,10,3.0
2019-08-29,0,10,8.0
2019-08-30,0,3,2.0
2019-08-31,1,2,2.0
2019-09-01,0,3,0.0
2019-09-02,0,8,5.0
2019-09-03,0,24,2.0
2019-09-04,0,18,4.0
2019-09-05,1,19,5.0
2019-09-06,1,18,3.0
2019-09-07,0,5,0.0
2019-09-08,0,15,1.0
2019-09-09,0,13,10.0
2019-09-10,1,6,15.0
2019-09-11,0,7,4.0
2019-09-12,0,7,3.0
2019-09-13,0,30,2.0
2019-09-14,0,14,1.0
2019-09-15,0,8,0.0
2019-09-16,0,21,4.0
2019-09-17,0,11,3.0
2019-09-18,0,17,2.0
2019-09-19,0,6,2.0
2019-09-20,0,8,4.0
2019-09-21,0,3,1.0
2019-09-22,0,4,0.0
2019-09-23,0,15,6.0
2019-09-24,0,23,8.0
2019-09-25,0,9,4.0
2019-09-26,0,4,0.0
2019-09-27,0,1,7.0
2019-09-28,0,14,0.0
2019-09-29,0,2,0.0
2019-09-30,0,15,4.0
2019-10-01,0,11,7.0
2019-10-02,0,17,10.0
2019-10-03,0,13,4.0
2019-10-04,0,20,1.0
2019-10-05,0,2,0.0
2019-10-06,0,10,0.0
2019-10-07,0,21,2.0
2019-10-08,0,7,2.0
2019-10-09,0,4,12.0
2019-10-10,0,13,5.0
2019-10-11,0,16,6.0
2019-10-12,0,3,0.0
2019-10-13,0,8,0.0
2019-10-14,0,7,4.0
2019-10-15,1,10,6.0
2019-10-16,0,8,4.0
2019-10-17,0,14,2.0
2019-10-18,0,3,6.0
2019-10-19,0,10,0.0
2019-10-20,0,0,0.0
2019-10-21,0,14,7.0
2019-10-22,0,2,3.0
2019-10-23,0,5,9.0
2019-10-24,0,7,8.0
2019-10-25,1,6,7.0
2019-10-26,7,1,0.0
2019-10-27,0,3,0.0
2019-10-28,0,2,5.0
2019-10-29,0,4,9.0
2019-10-30,0,11,7.0
2019-10-31,0,6,7.0
2019-11-01,0,4,1.0
2019-11-02,0,2,0.0
2019-11-03,0,3,0.0
2019-11-04,0,9,10.0
2019-11-05,0,3,8.0
2019-11-06,2,9,11.0
2019-11-07,0,6,7.0
2019-11-08,0,10,7.0
2019-11-09,0,6,0.0
2019-11-10,0,12,0.0
2019-11-11,0,1,5.0
2019-11-12,0,2,5.0
2019-11-13,0,14,4.0
2019-11-14,0,6,2.0
2019-11-15,0,13,3.0
2019-11-16,0,11,0.0
2019-11-17,0,3,0.0
2019-11-18,0,3,15.0
2019-11-19,0,8,7.0
2019-11-20,0,5,4.0
2019-11-21,0,17,9.0
2019-11-22,0,11,5.0
2019-11-23,0,3,0.0
2019-11-24,0,10,0.0
2019-11-25,0,3,10.0
2019-11-26,0,3,3.0
2019-11-27,0,5,9.0
2019-11-28,0,7,5.0
2019-11-29,1,0,3.0
2019-11-30,0,4,0.0
2019-12-01,0,1,0.0
2019-12-02,0,7,13.0
2019-12-03,0,17,7.0
2019-12-04,0,18,9.0
2019-12-05,1,7,6.0
2019-12-06,0,19,7.0
2019-12-07,1,2,0.0
