,apache/groovy,jetbrains/kotlin,scala/scala
2014-09-29,1,14,7
2014-09-30,1,22,12
2014-10-01,2,24,6
2014-10-02,0,11,3
2014-10-03,3,90,2
2014-10-04,0,0,3
2014-10-05,0,0,3
2014-10-06,1,45,8
2014-10-07,0,38,12
2014-10-08,6,29,12
2014-10-09,0,24,5
2014-10-10,0,23,15
2014-10-11,0,3,0
2014-10-12,0,0,1
2014-10-13,0,122,2
2014-10-14,2,32,0
2014-10-15,2,29,3
2014-10-16,1,33,0
2014-10-17,0,14,0
2014-10-18,0,11,0
2014-10-19,0,0,0
2014-10-20,1,23,8
2014-10-21,1,21,0
2014-10-22,3,75,1
2014-10-23,6,1,6
2014-10-24,3,11,5
2014-10-25,0,0,0
2014-10-26,0,0,5
2014-10-27,1,10,1
2014-10-28,4,8,4
2014-10-29,3,6,1
2014-10-30,1,44,2
2014-10-31,8,36,0
2014-11-01,0,2,0
2014-11-02,0,1,6
2014-11-03,0,0,2
2014-11-04,8,0,22
2014-11-05,14,33,19
2014-11-06,4,15,10
2014-11-07,1,64,24
2014-11-08,3,8,2
2014-11-09,0,0,6
2014-11-10,3,20,15
2014-11-11,3,32,4
2014-11-12,0,65,2
2014-11-13,1,38,2
2014-11-14,1,29,3
2014-11-15,0,0,2
2014-11-16,0,0,2
2014-11-17,2,46,6
2014-11-18,0,14,7
2014-11-19,4,13,2
2014-11-20,3,24,2
2014-11-21,1,48,12
2014-11-22,1,0,1
2014-11-23,1,0,3
2014-11-24,1,61,1
2014-11-25,0,40,6
2014-11-26,0,19,11
2014-11-27,1,27,2
2014-11-28,8,43,6
2014-11-29,0,0,3
2014-11-30,0,0,10
2014-12-01,1,68,6
2014-12-02,0,13,6
2014-12-03,7,69,7
2014-12-04,2,1,14
2014-12-05,6,11,12
2014-12-06,9,0,3
2014-12-07,16,0,1
2014-12-08,10,41,1
2014-12-09,4,3,2
2014-12-10,5,26,0
2014-12-11,1,25,5
2014-12-12,6,74,4
2014-12-13,4,0,2
2014-12-14,0,1,4
2014-12-15,2,55,5
2014-12-16,3,52,3
2014-12-17,9,3,1
2014-12-18,13,54,9
2014-12-19,4,12,0
2014-12-20,1,4,0
2014-12-21,4,36,0
2014-12-22,14,4,0
2014-12-23,4,50,4
2014-12-24,0,38,0
2014-12-25,0,11,0
2014-12-26,6,29,0
2014-12-27,3,1,0
2014-12-28,6,0,0
2014-12-29,9,48,5
2014-12-30,5,2,1
2014-12-31,0,19,0
2015-01-01,8,0,0
2015-01-02,1,15,1
2015-01-03,0,16,0
2015-01-04,9,0,2
2015-01-05,2,11,1
2015-01-06,1,5,0
2015-01-07,2,1,1
2015-01-08,7,7,3
2015-01-09,7,4,2
2015-01-10,2,13,2
2015-01-11,9,12,0
2015-01-12,6,35,1
2015-01-13,3,16,0
2015-01-14,5,28,5
2015-01-15,2,9,1
2015-01-16,0,4,10
2015-01-17,0,0,1
2015-01-18,0,0,1
2015-01-19,1,17,1
2015-01-20,0,17,7
2015-01-21,6,36,1
2015-01-22,6,26,6
2015-01-23,8,0,0
2015-01-24,2,0,0
2015-01-25,4,0,0
2015-01-26,3,4,0
2015-01-27,1,4,2
2015-01-28,8,16,5
2015-01-29,4,38,7
2015-01-30,2,23,5
2015-01-31,2,0,1
2015-02-01,0,0,0
2015-02-02,0,13,4
2015-02-03,1,8,12
2015-02-04,0,13,4
2015-02-05,0,13,6
2015-02-06,1,34,5
2015-02-07,0,0,6
2015-02-08,1,0,1
2015-02-09,8,37,9
2015-02-10,5,28,5
2015-02-11,2,40,0
2015-02-12,1,28,2
2015-02-13,2,22,10
2015-02-14,1,0,1
2015-02-15,1,0,2
2015-02-16,0,69,3
2015-02-17,1,5,3
2015-02-18,10,35,10
2015-02-19,1,32,11
2015-02-20,6,36,9
2015-02-21,4,1,1
2015-02-22,3,1,2
2015-02-23,8,0,9
2015-02-24,8,8,4
2015-02-25,5,10,6
2015-02-26,2,181,4
2015-02-27,6,10,2
2015-02-28,5,0,2
2015-03-01,8,0,0
2015-03-02,5,8,4
2015-03-03,9,29,2
2015-03-04,8,34,0
2015-03-05,12,34,3
2015-03-06,9,92,1
2015-03-07,3,0,0
2015-03-08,14,0,0
2015-03-09,8,0,0
2015-03-10,6,25,1
2015-03-11,7,97,19
2015-03-12,12,50,2
2015-03-13,15,34,0
2015-03-14,2,1,3
2015-03-15,4,1,0
2015-03-16,7,48,1
2015-03-17,5,38,4
2015-03-18,3,80,3
2015-03-19,7,8,1
2015-03-20,8,28,2
2015-03-21,7,10,0
2015-03-22,10,0,0
2015-03-23,4,29,8
2015-03-24,4,30,15
2015-03-25,3,24,3
2015-03-26,1,15,14
2015-03-27,0,19,3
2015-03-28,0,0,2
2015-03-29,0,0,0
2015-03-30,0,34,1
2015-03-31,1,41,14
2015-04-01,0,45,19
2015-04-02,1,30,4
2015-04-03,5,44,1
2015-04-04,2,7,1
2015-04-05,0,1,0
2015-04-06,2,21,4
2015-04-07,2,88,7
2015-04-08,0,18,7
2015-04-09,2,41,9
2015-04-10,12,16,6
2015-04-11,5,0,0
2015-04-12,0,0,0
2015-04-13,9,30,1
2015-04-14,1,15,2
2015-04-15,0,24,1
2015-04-16,0,89,6
2015-04-17,6,18,25
2015-04-18,6,4,0
2015-04-19,4,0,0
2015-04-20,2,12,1
2015-04-21,0,26,14
2015-04-22,1,47,7
2015-04-23,2,46,13
2015-04-24,0,29,1
2015-04-25,0,0,1
2015-04-26,0,0,1
2015-04-27,0,42,3
2015-04-28,3,21,2
2015-04-29,3,43,2
2015-04-30,0,7,5
2015-05-01,4,6,9
2015-05-02,3,32,3
2015-05-03,4,0,3
2015-05-04,1,0,10
2015-05-05,0,4,5
2015-05-06,1,7,9
2015-05-07,2,28,3
2015-05-08,4,51,4
2015-05-09,0,1,0
2015-05-10,2,0,0
2015-05-11,2,4,5
2015-05-12,0,15,5
2015-05-13,0,132,0
2015-05-14,4,50,0
2015-05-15,6,23,3
2015-05-16,3,25,2
2015-05-17,0,8,3
2015-05-18,5,32,2
2015-05-19,12,24,1
2015-05-20,1,47,6
2015-05-21,6,52,4
2015-05-22,4,16,6
2015-05-23,3,0,0
2015-05-24,0,7,0
2015-05-25,1,24,7
2015-05-26,3,97,10
2015-05-27,0,121,7
2015-05-28,0,27,11
2015-05-29,2,20,0
2015-05-30,4,4,1
2015-05-31,9,1,0
2015-06-01,5,38,0
2015-06-02,3,48,3
2015-06-03,1,40,1
2015-06-04,6,43,3
2015-06-05,2,19,2
2015-06-06,1,1,0
2015-06-07,17,0,3
2015-06-08,13,34,0
2015-06-09,18,14,1
2015-06-10,3,29,1
2015-06-11,10,58,1
2015-06-12,2,19,1
2015-06-13,2,4,0
2015-06-14,2,0,2
2015-06-15,1,54,0
2015-06-16,0,18,4
2015-06-17,1,48,15
2015-06-18,2,29,11
2015-06-19,2,22,9
2015-06-20,1,0,1
2015-06-21,1,0,4
2015-06-22,2,8,13
2015-06-23,2,57,7
2015-06-24,0,23,9
2015-06-25,7,46,8
2015-06-26,1,7,8
2015-06-27,0,13,1
2015-06-28,6,0,4
2015-06-29,3,54,12
2015-06-30,3,19,5
2015-07-01,0,16,7
2015-07-02,3,10,8
2015-07-03,2,30,9
2015-07-04,5,6,1
2015-07-05,0,0,0
2015-07-06,0,29,6
2015-07-07,5,33,6
2015-07-08,0,17,8
2015-07-09,5,66,9
2015-07-10,6,60,2
2015-07-11,0,1,0
2015-07-12,1,0,1
2015-07-13,1,7,11
2015-07-14,3,12,0
2015-07-15,1,24,8
2015-07-16,6,94,19
2015-07-17,2,42,3
2015-07-18,6,0,3
2015-07-19,3,5,3
2015-07-20,4,9,9
2015-07-21,3,88,3
2015-07-22,2,28,3
2015-07-23,2,30,27
2015-07-24,1,43,6
2015-07-25,0,0,1
2015-07-26,1,0,1
2015-07-27,0,13,8
2015-07-28,0,47,8
2015-07-29,0,45,6
2015-07-30,4,30,2
2015-07-31,0,28,1
2015-08-01,6,0,2
2015-08-02,1,0,2
2015-08-03,0,28,0
2015-08-04,0,22,5
2015-08-05,0,8,7
2015-08-06,2,24,11
2015-08-07,0,51,2
2015-08-08,1,1,3
2015-08-09,0,1,1
2015-08-10,0,41,2
2015-08-11,0,29,4
2015-08-12,0,9,0
2015-08-13,0,9,1
2015-08-14,0,14,1
2015-08-15,0,7,0
2015-08-16,0,0,0
2015-08-17,0,12,1
2015-08-18,0,35,4
2015-08-19,2,48,4
2015-08-20,5,7,5
2015-08-21,1,15,3
2015-08-22,1,0,0
2015-08-23,0,10,5
2015-08-24,0,42,7
2015-08-25,0,24,0
2015-08-26,0,29,0
2015-08-27,5,40,8
2015-08-28,0,51,9
2015-08-29,0,9,2
2015-08-30,2,0,0
2015-08-31,4,81,8
2015-09-01,16,31,3
2015-09-02,0,38,18
2015-09-03,0,62,4
2015-09-04,0,54,2
2015-09-05,0,0,0
2015-09-06,3,7,3
2015-09-07,0,150,0
2015-09-08,3,153,15
2015-09-09,0,49,8
2015-09-10,0,52,3
2015-09-11,0,35,1
2015-09-12,0,10,1
2015-09-13,7,1,0
2015-09-14,0,27,9
2015-09-15,0,22,5
2015-09-16,0,18,5
2015-09-17,0,6,16
2015-09-18,0,89,13
2015-09-19,0,9,3
2015-09-20,0,0,2
2015-09-21,4,54,21
2015-09-22,0,38,9
2015-09-23,0,45,6
2015-09-24,0,28,7
2015-09-25,0,170,7
2015-09-26,5,2,0
2015-09-27,0,3,0
2015-09-28,36,19,2
2015-09-29,0,43,4
2015-09-30,3,29,8
2015-10-01,6,88,0
2015-10-02,0,30,2
2015-10-03,0,51,1
2015-10-04,0,2,0
2015-10-05,3,27,11
2015-10-06,0,26,5
2015-10-07,6,123,4
2015-10-08,1,35,8
2015-10-09,1,76,4
2015-10-10,3,9,2
2015-10-11,5,48,0
2015-10-12,2,34,1
2015-10-13,0,46,2
2015-10-14,0,84,3
2015-10-15,21,61,3
2015-10-16,5,97,2
2015-10-17,1,11,0
2015-10-18,5,12,0
2015-10-19,3,172,0
2015-10-20,1,32,9
2015-10-21,7,34,5
