,nim-lang/Nim,golang/go,rust-lang/rust
2025-07-24,0,42,79
2025-07-25,0,15,103
2025-07-26,0,1,75
2025-07-27,0,0,95
2025-07-28,0,16,92
2025-07-29,1,15,114
2025-07-30,0,17,73
2025-07-31,0,1,111
2025-08-01,1,7,113
2025-08-02,0,0,68
2025-08-03,0,0,78
2025-08-04,0,8,87
2025-08-05,0,20,69
2025-08-06,0,16,96
2025-08-07,1,1,84
2025-08-08,1,16,125
2025-08-09,0,0,74
2025-08-10,1,0,86
2025-08-11,0,13,109
2025-08-12,0,18,66
2025-08-13,0,17,100
2025-08-14,1,3,105
2025-08-15,0,13,110
