,elastic/kibana,getsentry/sentry,grafana/grafana
2022-01-02,0,0,0
2022-01-03,4,18,8
2022-01-04,25,24,24
2022-01-05,28,26,19
2022-01-06,23,24,14
2022-01-07,4,21,26
2022-01-08,0,0,0
2022-01-09,0,0,0
2022-01-10,36,32,21
2022-01-11,37,25,18
2022-01-12,45,27,15
2022-01-13,29,26,19
2022-01-14,27,18,14
2022-01-15,2,1,0
2022-01-16,0,0,0
2022-01-17,24,14,19
2022-01-18,44,19,15
2022-01-19,28,28,19
2022-01-20,45,27,19
2022-01-21,3,24,22
2022-01-22,0,1,1
2022-01-23,3,0,1
2022-01-24,28,17,17
2022-01-25,45,39,17
2022-01-26,27,27,15
2022-01-27,41,43,21
2022-01-28,35,25,17
2022-01-29,0,0,1
2022-01-30,1,0,0
2022-01-31,57,22,30
2022-02-01,65,26,22
2022-02-02,36,27,25
2022-02-03,33,23,33
2022-02-04,34,21,26
2022-02-05,2,2,1
2022-02-06,0,0,0
2022-02-07,32,22,25
2022-02-08,34,25,39
2022-02-09,35,19,40
2022-02-10,49,20,36
2022-02-11,41,18,33
2022-02-12,2,0,0
2022-02-13,0,0,0
2022-02-14,35,31,1
2022-02-15,43,38,27
2022-02-16,48,28,25
2022-02-17,43,21,30
2022-02-18,2,17,28
2022-02-19,0,0,2
2022-02-20,0,0,0
2022-02-21,14,9,17
2022-02-22,22,24,13
2022-02-23,37,50,20
2022-02-24,34,27,25
2022-02-25,4,25,22
2022-02-26,0,1,1
2022-02-27,1,0,0
2022-02-28,30,27,17
2022-03-01,34,40,18
2022-03-02,24,43,27
2022-03-03,40,41,33
2022-03-04,32,38,23
2022-03-05,0,3,0
2022-03-06,1,0,0
2022-03-07,39,46,8
2022-03-08,41,30,11
2022-03-09,59,29,11
2022-03-10,46,23,12
2022-03-11,3,28,11
2022-03-12,0,3,1
2022-03-13,0,0,0
2022-03-14,37,36,17
2022-03-15,61,44,18
2022-03-16,56,32,21
2022-03-17,38,34,19
2022-03-18,42,32,17
2022-03-19,2,0,1
2022-03-20,1,0,0
2022-03-21,51,21,25
2022-03-22,36,23,19
2022-03-23,39,28,22
2022-03-24,64,29,18
2022-03-25,9,22,12
2022-03-26,0,1,4
2022-03-27,3,0,0
2022-03-28,59,31,0
2022-03-29,79,53,23
2022-03-30,58,60,26
2022-03-31,50,28,31
2022-04-01,40,32,24
2022-04-02,3,1,2
2022-04-03,0,0,0
2022-04-04,37,42,28
2022-04-05,27,48,32
2022-04-06,32,29,35
2022-04-07,44,52,19
2022-04-08,6,28,22
2022-04-09,1,0,0
2022-04-10,1,0,0
2022-04-11,41,27,15
2022-04-12,39,33,33
2022-04-13,46,32,27
2022-04-14,52,30,23
2022-04-15,21,17,13
2022-04-16,5,1,0
2022-04-17,2,0,0
2022-04-18,28,28,4
2022-04-19,63,46,13
2022-04-20,39,43,41
2022-04-21,29,31,35
2022-04-22,5,24,22
2022-04-23,0,0,2
2022-04-24,1,0,2
2022-04-25,16,47,19
2022-04-26,33,35,22
2022-04-27,36,42,24
2022-04-28,29,39,38
2022-04-29,28,38,28
2022-04-30,1,0,0
2022-05-01,1,0,0
2022-05-02,25,16,22
2022-05-03,36,45,26
2022-05-04,55,33,31
2022-05-05,27,44,36
2022-05-06,34,23,24
2022-05-07,0,3,0
2022-05-08,1,1,1
2022-05-09,27,40,6
2022-05-10,35,47,4
2022-05-11,48,42,8
2022-05-12,46,38,13
2022-05-13,2,25,8
2022-05-14,0,14,0
2022-05-15,3,1,2
2022-05-16,35,42,28
2022-05-17,50,37,35
2022-05-18,53,43,29
2022-05-19,45,36,30
2022-05-20,51,33,27
2022-05-21,0,0,5
2022-05-22,1,0,4
2022-05-23,51,22,62
2022-05-24,70,33,36
2022-05-25,61,33,39
2022-05-26,28,31,36
2022-05-27,2,10,9
2022-05-28,0,0,1
2022-05-29,0,0,0
2022-05-30,28,25,24
2022-05-31,38,29,39
2022-06-01,32,49,35
2022-06-02,25,35,37
2022-06-03,33,36,32
2022-06-04,1,1,5
2022-06-05,1,0,3
2022-06-06,31,35,15
2022-06-07,52,37,33
2022-06-08,40,36,31
2022-06-09,44,20,38
2022-06-10,8,14,29
2022-06-11,0,0,3
2022-06-12,0,0,0
2022-06-13,46,35,32
2022-06-14,45,37,40
2022-06-15,49,45,24
2022-06-16,34,50,25
2022-06-17,25,12,34
2022-06-18,1,1,1
2022-06-19,2,0,0
2022-06-20,34,11,30
2022-06-21,36,41,30
2022-06-22,28,45,40
2022-06-23,52,41,29
2022-06-24,24,31,21
2022-06-25,2,0,1
2022-06-26,5,0,0
2022-06-27,28,50,29
2022-06-28,49,37,22
2022-06-29,57,56,34
2022-06-30,55,42,27
2022-07-01,6,4,2
2022-07-02,1,0,0
2022-07-03,1,0,0
2022-07-04,22,5,17
2022-07-05,53,29,14
2022-07-06,39,46,39
2022-07-07,42,29,46
2022-07-08,50,23,27
2022-07-09,3,1,1
2022-07-10,2,0,0
2022-07-11,45,45,19
2022-07-12,49,41,20
2022-07-13,46,45,20
2022-07-14,51,38,37
2022-07-15,5,34,22
2022-07-16,2,0,1
2022-07-17,1,0,1
2022-07-18,54,27,24
2022-07-19,52,32,37
2022-07-20,53,43,33
2022-07-21,47,38,22
2022-07-22,54,33,23
2022-07-23,1,0,7
2022-07-24,2,1,3
2022-07-25,78,25,31
2022-07-26,70,37,28
2022-07-27,44,48,32
2022-07-28,48,48,22
2022-07-29,31,42,18
2022-07-30,1,0,0
2022-07-31,1,0,0
2022-08-01,38,19,30
2022-08-02,51,59,30
2022-08-03,62,61,42
2022-08-04,43,43,18
2022-08-05,7,20,5
2022-08-06,1,0,0
2022-08-07,1,0,0
2022-08-08,48,46,30
2022-08-09,58,39,26
2022-08-10,40,40,37
2022-08-11,30,47,34
2022-08-12,34,37,26
2022-08-13,3,2,2
2022-08-14,4,0,0
2022-08-15,31,40,9
2022-08-16,38,54,21
2022-08-17,32,49,21
2022-08-18,29,29,27
2022-08-19,3,36,15
2022-08-20,3,1,0
2022-08-21,2,0,0
2022-08-22,31,4,30
2022-08-23,46,4,22
2022-08-24,31,0,26
2022-08-25,24,0,28
2022-08-26,24,0,34
2022-08-27,3,0,1
2022-08-28,1,0,1
2022-08-29,29,80,12
2022-08-30,42,44,19
2022-08-31,32,52,21
2022-09-01,44,41,28
2022-09-02,3,9,30
2022-09-03,1,1,0
2022-09-04,2,0,0
2022-09-05,14,6,24
2022-09-06,41,28,28
2022-09-07,41,44,23
2022-09-08,41,40,20
2022-09-09,54,38,34
2022-09-10,2,0,1
2022-09-11,3,0,0
2022-09-12,42,62,27
2022-09-13,52,42,22
2022-09-14,38,49,34
2022-09-15,56,69,23
2022-09-16,12,31,26
2022-09-17,1,0,1
2022-09-18,2,0,0
2022-09-19,70,60,35
2022-09-20,108,48,42
2022-09-21,58,31,40
2022-09-22,66,22,29
2022-09-23,73,72,29
2022-09-24,5,0,0
2022-09-25,1,0,0
2022-09-26,42,49,29
2022-09-27,58,48,47
2022-09-28,49,55,36
2022-09-29,47,43,23
2022-09-30,35,13,27
2022-10-01,2,1,1
2022-10-02,1,0,0
2022-10-03,35,31,23
2022-10-04,76,44,49
2022-10-05,61,44,32
2022-10-06,46,43,29
2022-10-07,2,22,28
2022-10-08,1,1,2
2022-10-09,2,0,0
2022-10-10,34,39,32
2022-10-11,46,34,47
2022-10-12,42,60,24
2022-10-13,35,52,25
2022-10-14,32,58,27
2022-10-15,1,2,3
2022-10-16,1,0,2
2022-10-17,35,61,31
2022-10-18,38,71,32
2022-10-19,48,62,42
2022-10-20,51,41,34
2022-10-21,5,48,25
2022-10-22,1,2,3
2022-10-23,1,0,0
2022-10-24,30,53,26
2022-10-25,43,76,31
2022-10-26,34,41,26
2022-10-27,40,70,31
2022-10-28,32,36,25
2022-10-29,3,1,0
2022-10-30,3,0,0
2022-10-31,38,46,27
2022-11-01,39,59,24
2022-11-02,55,63,32
2022-11-03,44,54,41
2022-11-04,36,37,28
2022-11-05,3,2,2
2022-11-06,1,1,1
2022-11-07,50,50,32
2022-11-08,57,45,40
2022-11-09,49,39,25
2022-11-10,42,35,26
2022-11-11,5,29,21
2022-11-12,2,1,2
2022-11-13,1,0,1
2022-11-14,60,37,16
2022-11-15,54,72,17
2022-11-16,64,53,30
2022-11-17,49,42,14
2022-11-18,42,36,26
2022-11-19,2,3,0
2022-11-20,1,0,0
2022-11-21,44,34,25
2022-11-22,41,42,38
2022-11-23,46,42,45
2022-11-24,36,18,29
2022-11-25,4,8,2
2022-11-26,1,0,0
2022-11-27,1,0,0
2022-11-28,48,32,32
2022-11-29,60,48,30
2022-11-30,39,29,47
2022-12-01,22,33,32
2022-12-02,33,19,27
2022-12-03,2,4,0
2022-12-04,2,0,1
2022-12-05,33,37,16
2022-12-06,39,39,17
2022-12-07,33,45,26
2022-12-08,23,24,24
2022-12-09,4,44,21
2022-12-10,1,1,1
2022-12-11,3,0,1
2022-12-12,41,15,31
2022-12-13,23,28,32
2022-12-14,43,34,41
2022-12-15,45,38,34
2022-12-16,35,31,15
2022-12-17,2,4,0
2022-12-18,1,0,0
2022-12-19,37,23,34
2022-12-20,32,31,30
2022-12-21,37,43,31
2022-12-22,30,37,23
2022-12-23,10,2,11
2022-12-24,1,0,0
2022-12-25,2,0,1
2022-12-26,5,0,5
2022-12-27,13,3,6
2022-12-28,12,4,5
2022-12-29,21,1,12
2022-12-30,9,3,4
2022-12-31,1,0,0
2023-01-01,1,0,0
2023-01-02,3,0,7
2023-01-03,37,34,21
2023-01-04,54,33,31
2023-01-05,34,39,22
2023-01-06,2,50,21
2023-01-07,1,10,2
2023-01-08,1,0,0
2023-01-09,43,62,25
2023-01-10,43,38,36
2023-01-11,35,75,32
2023-01-12,38,47,38
2023-01-13,26,58,44
2023-01-14,2,5,1
2023-01-15,5,2,0
2023-01-16,21,25,25
2023-01-17,44,39,39
2023-01-18,45,41,37
2023-01-19,39,38,38
2023-01-20,6,35,26
2023-01-21,0,4,2
2023-01-22,2,0,1
2023-01-23,36,48,48
2023-01-24,52,42,35
2023-01-25,43,31,44
2023-01-26,41,50,57
2023-01-27,49,35,60
2023-01-28,4,0,1
2023-01-29,3,0,0
2023-01-30,56,40,54
2023-01-31,49,44,43
2023-02-01,56,49,39
2023-02-02,59,58,47
2023-02-03,12,40,38
2023-02-04,3,1,0
2023-02-05,1,0,0
2023-02-06,53,40,26
2023-02-07,75,49,41
2023-02-08,59,39,26
2023-02-09,65,33,27
2023-02-10,46,63,25
2023-02-11,4,3,3
2023-02-12,1,0,2
2023-02-13,36,69,2
2023-02-14,44,52,4
2023-02-15,57,56,0
2023-02-16,55,44,4
2023-02-17,4,47,1
2023-02-18,1,0,1
2023-02-19,1,2,0
2023-02-20,20,0,15
2023-02-21,68,34,16
2023-02-22,55,48,27
2023-02-23,42,39,33
2023-02-24,44,27,24
2023-02-25,2,2,0
2023-02-26,4,0,0
2023-02-27,47,42,20
2023-02-28,33,53,30
2023-03-01,36,42,31
2023-03-02,40,56,31
2023-03-03,3,34,32
2023-03-04,0,1,1
2023-03-05,1,0,0
2023-03-06,38,36,40
2023-03-07,36,37,34
2023-03-08,43,27,48
2023-03-09,38,46,37
2023-03-10,25,40,31
2023-03-11,5,3,1
2023-03-12,2,0,1
2023-03-13,4,43,18
2023-03-14,7,47,25
2023-03-15,6,69,20
2023-03-16,9,54,26
2023-03-17,3,34,21
2023-03-18,2,2,0
2023-03-19,3,0,1
2023-03-20,37,50,36
2023-03-21,32,54,28
2023-03-22,34,35,41
2023-03-23,40,56,25
2023-03-24,21,39,0
2023-03-25,3,0,0
2023-03-26,2,0,0
2023-03-27,40,45,23
2023-03-28,37,62,38
2023-03-29,37,51,25
2023-03-30,45,43,43
2023-03-31,31,37,37
2023-04-01,2,1,1
2023-04-02,1,0,0
2023-04-03,41,48,39
2023-04-04,37,50,26
2023-04-05,27,53,35
2023-04-06,41,37,19
2023-04-07,2,27,12
2023-04-08,1,2,0
2023-04-09,1,0,1
2023-04-10,30,27,3
2023-04-11,55,45,33
2023-04-12,37,60,33
2023-04-13,42,47,47
2023-04-14,4,49,31
2023-04-15,1,2,2
2023-04-16,1,0,0
2023-04-17,54,55,29
2023-04-18,48,66,39
2023-04-19,50,62,30
2023-04-20,65,71,37
2023-04-21,49,28,37
2023-04-22,5,0,2
2023-04-23,5,0,0
2023-04-24,40,41,36
2023-04-25,87,61,37
2023-04-26,67,55,35
2023-04-27,47,62,56
2023-04-28,27,66,53
2023-04-29,2,2,1
2023-04-30,3,0,0
2023-05-01,22,46,13
2023-05-02,52,58,21
2023-05-03,52,76,33
2023-05-04,47,49,20
2023-05-05,62,57,27
2023-05-06,4,1,3
2023-05-07,3,1,1
2023-05-08,60,53,21
2023-05-09,40,53,35
2023-05-10,35,49,41
2023-05-11,34,53,25
2023-05-12,30,58,27
2023-05-13,3,0,0
2023-05-14,2,0,1
2023-05-15,49,54,27
2023-05-16,46,76,27
2023-05-17,45,64,22
2023-05-18,29,55,13
2023-05-19,2,42,0
2023-05-20,1,1,0
2023-05-21,2,0,0
2023-05-22,34,32,33
2023-05-23,43,57,21
2023-05-24,40,55,22
2023-05-25,24,50,35
2023-05-26,41,48,33
2023-05-27,3,0,0
2023-05-28,2,0,0
2023-05-29,13,14,8
2023-05-30,36,68,29
2023-05-31,42,75,20
2023-06-01,33,62,22
2023-06-02,34,42,27
2023-06-03,2,2,1
2023-06-04,2,0,0
2023-06-05,35,54,22
2023-06-06,42,79,31
2023-06-07,49,50,22
2023-06-08,34,63,31
2023-06-09,32,52,14
2023-06-10,2,4,1
2023-06-11,1,0,2
2023-06-12,35,60,23
2023-06-13,52,81,18
2023-06-14,50,79,31
2023-06-15,63,73,28
2023-06-16,11,73,36
2023-06-17,1,6,4
2023-06-18,2,0,0
2023-06-19,42,19,12
2023-06-20,79,45,27
2023-06-21,47,55,38
2023-06-22,51,55,26
2023-06-23,43,49,30
2023-06-24,4,0,0
2023-06-25,1,0,0
2023-06-26,40,77,26
2023-06-27,49,62,25
2023-06-28,44,70,34
2023-06-29,57,77,23
2023-06-30,46,78,15
2023-07-01,4,1,0
2023-07-02,4,0,0
2023-07-03,29,15,1
2023-07-04,27,27,21
2023-07-05,40,68,24
2023-07-06,43,69,20
2023-07-07,35,57,25
2023-07-08,4,0,0
2023-07-09,1,1,0
2023-07-10,31,67,20
2023-07-11,57,71,33
2023-07-12,39,74,31
2023-07-13,43,65,33
2023-07-14,44,52,32
2023-07-15,3,1,1
2023-07-16,2,0,1
2023-07-17,40,61,37
2023-07-18,43,97,44
2023-07-19,33,62,35
2023-07-20,43,83,21
2023-07-21,4,56,34
2023-07-22,2,5,0
2023-07-23,1,3,0
2023-07-24,32,74,39
2023-07-25,31,82,44
2023-07-26,46,72,39
2023-07-27,30,59,18
2023-07-28,30,47,25
2023-07-29,1,3,1
2023-07-30,1,0,0
2023-07-31,46,64,19
2023-08-01,52,53,28
2023-08-02,36,58,25
2023-08-03,34,59,34
2023-08-04,51,59,19
2023-08-05,1,1,0
2023-08-06,1,0,0
2023-08-07,47,43,11
2023-08-08,46,58,14
2023-08-09,41,50,13
2023-08-10,43,85,14
2023-08-11,45,24,8
2023-08-12,4,3,0
2023-08-13,2,1,1
2023-08-14,61,58,12
2023-08-15,59,64,13
2023-08-16,56,68,18
2023-08-17,38,78,21
2023-08-18,4,64,25
2023-08-19,0,1,0
2023-08-20,0,1,0
2023-08-21,37,6,14
2023-08-22,56,4,18
2023-08-23,63,3,23
2023-08-24,49,1,17
2023-08-25,37,6,24
2023-08-26,8,1,0
2023-08-27,2,0,1
2023-08-28,47,76,33
2023-08-29,47,83,31
2023-08-30,49,61,29
2023-08-31,57,57,27
2023-09-01,51,10,17
2023-09-02,2,0,0
2023-09-03,4,0,1
2023-09-04,29,13,19
2023-09-05,59,45,21
2023-09-06,96,53,29
2023-09-07,65,51,29
2023-09-08,40,48,16
2023-09-09,5,3,1
2023-09-10,1,0,0
2023-09-11,32,44,31
2023-09-12,31,70,37
2023-09-13,33,63,39
2023-09-14,56,57,30
2023-09-15,1,39,1
2023-09-16,1,1,0
2023-09-17,2,0,0
2023-09-18,44,54,33
2023-09-19,43,56,33
2023-09-20,52,82,30
2023-09-21,45,63,24
2023-09-22,29,56,33
2023-09-23,1,0,2
2023-09-24,1,0,0
2023-09-25,47,60,28
2023-09-26,43,55,26
2023-09-27,61,86,29
2023-09-28,61,61,40
2023-09-29,61,54,39
2023-09-30,8,1,0
2023-10-01,3,1,0
2023-10-02,65,49,26
2023-10-03,60,64,42
2023-10-04,69,64,44
2023-10-05,46,63,32
2023-10-06,49,60,31
2023-10-07,3,1,1
2023-10-08,1,0,0
2023-10-09,39,16,22
2023-10-10,41,61,36
2023-10-11,37,70,41
2023-10-12,35,57,46
2023-10-13,62,50,59
2023-10-14,4,2,1
2023-10-15,5,0,0
2023-10-16,51,65,21
2023-10-17,65,60,32
2023-10-18,54,82,18
2023-10-19,55,70,26
2023-10-20,4,42,23
2023-10-21,2,3,3
2023-10-22,1,0,0
2023-10-23,58,84,44
2023-10-24,55,69,40
2023-10-25,63,71,39
2023-10-26,52,59,28
2023-10-27,42,48,39
2023-10-28,2,0,1
2023-10-29,1,0,0
2023-10-30,35,52,33
2023-10-31,40,72,35
2023-11-01,35,64,32
2023-11-02,41,68,30
2023-11-03,42,55,30
2023-11-04,5,1,0
2023-11-05,3,1,0
2023-11-06,43,58,34
2023-11-07,37,66,34
2023-11-08,44,53,34
2023-11-09,46,56,26
2023-11-10,37,28,22
2023-11-11,3,1,0
2023-11-12,1,0,1
2023-11-13,24,36,24
2023-11-14,43,59,35
2023-11-15,50,74,42
2023-11-16,47,73,25
2023-11-17,9,33,29
2023-11-18,3,4,2
2023-11-19,2,0,0
2023-11-20,35,52,28
2023-11-21,35,58,34
2023-11-22,41,48,31
2023-11-23,44,16,23
2023-11-24,17,20,20
2023-11-25,2,0,0
2023-11-26,1,0,0
2023-11-27,36,79,21
2023-11-28,52,57,24
2023-11-29,61,65,44
2023-11-30,45,61,27
2023-12-01,31,60,19
2023-12-02,4,1,1
2023-12-03,1,0,1
2023-12-04,61,57,16
2023-12-05,70,81,15
2023-12-06,48,68,23
2023-12-07,75,62,23
2023-12-08,31,51,12
2023-12-09,3,2,0
2023-12-10,1,0,0
2023-12-11,38,50,25
2023-12-12,35,56,44
2023-12-13,51,52,28
2023-12-14,40,60,23
2023-12-15,23,57,27
2023-12-16,18,1,3
2023-12-17,3,0,2
2023-12-18,45,52,23
2023-12-19,73,70,27
2023-12-20,54,54,25
2023-12-21,42,76,15
2023-12-22,19,37,1
2023-12-23,1,1,1
2023-12-24,1,0,0
2023-12-25,1,0,0
2023-12-26,3,0,4
2023-12-27,6,32,5
2023-12-28,16,20,4
2023-12-29,5,29,6
2023-12-30,3,0,0
2023-12-31,1,0,0
2024-01-01,0,0,1
2024-01-02,34,48,16
2024-01-03,36,43,21
2024-01-04,35,49,32
2024-01-05,26,37,38
2024-01-06,6,4,1
2024-01-07,1,0,1
2024-01-08,34,69,26
2024-01-09,33,64,26
2024-01-10,37,63,28
2024-01-11,33,61,36
2024-01-12,35,74,33
2024-01-13,3,0,0
2024-01-14,3,0,0
2024-01-15,39,26,25
2024-01-16,41,64,41
2024-01-17,49,67,37
2024-01-18,31,55,39
2024-01-19,2,56,28
2024-01-20,3,1,2
2024-01-21,2,0,0
2024-01-22,46,51,37
2024-01-23,30,66,44
2024-01-24,33,61,34
2024-01-25,56,75,45
2024-01-26,52,71,41
2024-01-27,2,3,0
2024-01-28,2,0,1
2024-01-29,44,72,39
2024-01-30,49,85,38
2024-01-31,40,84,30
2024-02-01,43,74,46
2024-02-02,35,58,35
2024-02-03,1,0,1
2024-02-04,2,0,2
2024-02-05,42,62,33
2024-02-06,32,57,47
2024-02-07,47,77,42
2024-02-08,57,37,32
2024-02-09,45,38,35
2024-02-10,2,1,2
2024-02-11,2,1,1
2024-02-12,61,53,27
2024-02-13,75,62,26
2024-02-14,81,42,36
2024-02-15,49,60,33
2024-02-16,4,55,38
2024-02-17,1,4,3
2024-02-18,4,0,1
2024-02-19,40,11,9
2024-02-20,40,66,30
2024-02-21,41,72,30
2024-02-22,60,66,27
2024-02-23,49,60,37
2024-02-24,7,4,1
2024-02-25,6,2,1
2024-02-26,6,71,35
2024-02-27,6,67,33
2024-02-28,5,68,35
2024-02-29,2,75,31
2024-03-01,1,50,33
2024-03-02,1,1,1
2024-03-03,5,0,0
2024-03-04,30,70,28
2024-03-05,64,63,29
2024-03-06,48,75,32
2024-03-07,50,66,25
2024-03-08,41,54,2
2024-03-09,2,3,1
2024-03-10,1,0,0
2024-03-11,38,70,42
2024-03-12,59,75,42
2024-03-13,31,70,36
2024-03-14,42,57,30
2024-03-15,8,55,42
2024-03-16,4,1,3
2024-03-17,1,1,0
2024-03-18,34,74,42
2024-03-19,44,67,34
2024-03-20,30,73,31
2024-03-21,26,70,45
2024-03-22,47,62,57
2024-03-23,3,0,1
2024-03-24,1,0,1
2024-03-25,50,69,37
2024-03-26,45,69,33
2024-03-27,39,63,25
2024-03-28,33,55,35
2024-03-29,19,39,5
2024-03-30,1,0,2
2024-03-31,2,0,1
2024-04-01,18,29,1
2024-04-02,57,78,14
2024-04-03,37,64,67
2024-04-04,57,66,31
2024-04-05,41,41,32
2024-04-06,4,0,1
2024-04-07,2,0,0
2024-04-08,33,58,33
2024-04-09,53,66,29
2024-04-10,51,61,27
2024-04-11,39,74,32
2024-04-12,60,58,28
2024-04-13,6,1,0
2024-04-14,2,0,0
2024-04-15,53,69,40
2024-04-16,79,107,37
2024-04-17,54,73,44
2024-04-18,37,65,45
2024-04-19,8,63,44
2024-04-20,2,0,0
2024-04-21,3,0,1
2024-04-22,46,71,23
2024-04-23,49,71,35
2024-04-24,83,58,27
2024-04-25,58,64,28
2024-04-26,87,75,16
2024-04-27,4,1,1
2024-04-28,1,0,0
2024-04-29,46,63,55
2024-04-30,61,65,28
2024-05-01,49,73,20
2024-05-02,74,60,42
2024-05-03,44,63,37
2024-05-04,2,0,1
2024-05-05,1,0,1
2024-05-06,48,70,16
2024-05-07,41,75,23
2024-05-08,50,61,21
2024-05-09,36,63,25
2024-05-10,47,48,33
2024-05-11,3,5,2
2024-05-12,1,0,1
2024-05-13,48,70,37
2024-05-14,50,87,38
2024-05-15,52,56,31
2024-05-16,58,80,22
2024-05-17,51,46,3
2024-05-18,3,2,0
2024-05-19,3,0,0
2024-05-20,30,36,25
2024-05-21,40,80,23
2024-05-22,59,80,21
2024-05-23,44,63,20
2024-05-24,28,19,26
2024-05-25,2,0,0
2024-05-26,1,0,0
2024-05-27,22,11,19
2024-05-28,32,50,31
2024-05-29,51,70,27
2024-05-30,35,59,26
2024-05-31,46,58,22
2024-06-01,3,0,0
2024-06-02,5,0,1
2024-06-03,42,49,25
2024-06-04,31,95,34
2024-06-05,45,89,33
2024-06-06,40,90,37
2024-06-07,38,52,33
2024-06-08,3,0,0
2024-06-09,4,1,0
2024-06-10,29,85,27
2024-06-11,38,84,29
2024-06-12,27,53,24
2024-06-13,45,76,29
2024-06-14,6,53,29
2024-06-15,1,0,1
2024-06-16,0,0,0
2024-06-17,28,48,21
2024-06-18,58,72,29
2024-06-19,41,27,28
2024-06-20,37,53,30
2024-06-21,43,36,26
2024-06-22,3,0,1
2024-06-23,1,0,1
2024-06-24,30,52,29
2024-06-25,29,57,43
2024-06-26,42,53,28
2024-06-27,38,60,27
