,iterate-ch/cyberduck,rclone/rclone,aws/aws-cli
2013-08-31,0,0,8
2013-09-01,14,0,0
2013-09-02,48,0,4
2013-09-03,14,0,8
2013-09-04,10,0,7
2013-09-05,15,0,3
2013-09-06,32,0,10
2013-09-07,0,0,1
2013-09-08,10,0,0
2013-09-09,19,0,4
2013-09-10,45,0,4
2013-09-11,37,0,3
2013-09-12,13,0,14
2013-09-13,15,0,7
2013-09-14,6,0,3
2013-09-15,16,0,0
2013-09-16,21,0,11
2013-09-17,33,0,9
2013-09-18,36,0,9
2013-09-19,38,0,2
2013-09-20,49,0,1
2013-09-21,0,0,2
2013-09-22,12,0,0
2013-09-23,38,0,11
2013-09-24,7,0,1
2013-09-25,40,0,0
2013-09-26,1,0,4
2013-09-27,0,0,2
2013-09-28,3,0,0
2013-09-29,4,0,0
2013-09-30,3,0,11
2013-10-01,18,0,11
2013-10-02,11,0,10
2013-10-03,22,0,5
2013-10-04,4,0,1
2013-10-05,2,0,0
2013-10-06,0,0,0
2013-10-07,12,0,0
2013-10-08,45,0,6
2013-10-09,22,0,5
2013-10-10,19,0,1
2013-10-11,27,0,4
2013-10-12,6,0,2
2013-10-13,0,0,0
2013-10-14,33,0,12
2013-10-15,42,0,0
2013-10-16,28,0,4
2013-10-17,16,0,11
2013-10-18,26,0,0
2013-10-19,0,0,1
2013-10-20,2,0,0
2013-10-21,12,0,2
2013-10-22,3,0,6
2013-10-23,24,0,5
2013-10-24,19,0,7
2013-10-25,3,1,0
2013-10-26,1,0,1
2013-10-27,1,0,0
2013-10-28,39,0,10
2013-10-29,11,0,6
2013-10-30,33,0,5
2013-10-31,26,0,4
2013-11-01,37,0,1
2013-11-02,13,0,4
2013-11-03,13,0,0
2013-11-04,26,0,0
2013-11-05,24,0,8
2013-11-06,40,0,11
2013-11-07,45,0,5
2013-11-08,39,0,7
2013-11-09,15,0,0
2013-11-10,3,0,0
2013-11-11,20,0,2
2013-11-12,13,0,2
2013-11-13,21,0,9
2013-11-14,11,0,0
2013-11-15,16,0,0
2013-11-16,1,0,3
2013-11-17,0,0,0
2013-11-18,5,0,3
2013-11-19,18,0,0
2013-11-20,21,0,2
2013-11-21,10,0,5
2013-11-22,3,0,10
2013-11-23,0,0,1
2013-11-24,2,0,0
2013-11-25,10,0,6
2013-11-26,8,0,20
2013-11-27,10,0,6
2013-11-28,12,0,1
2013-11-29,0,0,0
2013-11-30,0,0,0
2013-12-01,0,0,0
2013-12-02,1,0,4
2013-12-03,2,0,5
2013-12-04,0,0,4
2013-12-05,0,0,9
2013-12-06,0,0,5
2013-12-07,0,0,4
2013-12-08,0,0,0
2013-12-09,0,0,2
2013-12-10,0,0,0
2013-12-11,0,0,2
2013-12-12,0,0,5
2013-12-13,10,0,3
2013-12-14,0,0,1
2013-12-15,0,0,0
2013-12-16,0,0,7
2013-12-17,0,0,0
2013-12-18,0,0,1
2013-12-19,0,0,2
2013-12-20,0,0,14
2013-12-21,0,0,2
2013-12-22,1,0,0
2013-12-23,1,0,0
2013-12-24,0,0,0
2013-12-25,0,0,0
2013-12-26,0,0,0
2013-12-27,0,0,0
2013-12-28,2,0,0
2013-12-29,3,0,1
2013-12-30,5,0,0
2013-12-31,2,0,0
2014-01-01,4,0,0
2014-01-02,0,0,10
2014-01-03,6,0,2
2014-01-04,0,0,0
2014-01-05,0,0,0
2014-01-06,1,0,0
2014-01-07,0,0,0
2014-01-08,0,0,0
2014-01-09,0,0,14
2014-01-10,12,0,0
2014-01-11,0,0,0
2014-01-12,7,0,0
2014-01-13,7,0,0
2014-01-14,2,0,0
2014-01-15,0,0,6
2014-01-16,8,0,5
2014-01-17,4,0,0
2014-01-18,0,0,0
2014-01-19,0,0,0
2014-01-20,0,0,0
2014-01-21,8,0,0
2014-01-22,0,0,4
2014-01-23,3,0,7
2014-01-24,7,0,0
2014-01-25,0,0,0
2014-01-26,0,0,0
2014-01-27,5,0,0
2014-01-28,13,0,4
2014-01-29,23,0,8
2014-01-30,16,0,4
2014-01-31,5,0,3
2014-02-01,0,0,2
2014-02-02,0,0,0
2014-02-03,3,0,3
2014-02-04,0,0,0
2014-02-05,3,0,2
2014-02-06,5,0,11
2014-02-07,0,0,5
2014-02-08,0,0,0
2014-02-09,0,0,0
2014-02-10,9,0,1
2014-02-11,4,0,12
2014-02-12,10,0,2
2014-02-13,1,0,0
2014-02-14,0,0,7
2014-02-15,0,0,0
2014-02-16,0,0,0
2014-02-17,1,0,1
2014-02-18,0,0,0
2014-02-19,3,0,3
2014-02-20,1,0,5
2014-02-21,9,0,3
2014-02-22,0,0,0
2014-02-23,0,0,1
2014-02-24,0,0,1
2014-02-25,4,0,6
2014-02-26,0,0,5
2014-02-27,6,0,2
2014-02-28,0,0,11
2014-03-01,0,0,0
2014-03-02,0,0,0
2014-03-03,14,0,6
2014-03-04,2,0,7
2014-03-05,2,0,9
2014-03-06,1,0,7
2014-03-07,1,0,0
2014-03-08,0,1,0
2014-03-09,0,0,0
2014-03-10,0,0,5
2014-03-11,6,0,0
2014-03-12,0,0,0
2014-03-13,2,0,3
2014-03-14,3,0,7
2014-03-15,0,5,0
2014-03-16,0,5,0
2014-03-17,0,0,2
2014-03-18,2,0,1
2014-03-19,6,0,0
2014-03-20,0,0,3
2014-03-21,7,0,10
2014-03-22,13,0,0
2014-03-23,0,0,0
2014-03-24,5,0,1
2014-03-25,0,0,4
2014-03-26,15,0,14
2014-03-27,0,6,4
2014-03-28,0,3,1
2014-03-29,0,0,3
2014-03-30,0,0,0
2014-03-31,0,0,3
2014-04-01,8,0,14
2014-04-02,0,0,4
2014-04-03,0,0,0
2014-04-04,0,0,3
2014-04-05,0,0,1
2014-04-06,0,0,0
2014-04-07,10,0,7
2014-04-08,7,0,2
2014-04-09,7,0,3
2014-04-10,9,0,4
2014-04-11,5,0,0
2014-04-12,1,0,0
2014-04-13,0,0,0
2014-04-14,1,0,0
2014-04-15,2,0,1
2014-04-16,5,0,1
2014-04-17,4,6,5
2014-04-18,0,3,8
2014-04-19,0,0,0
2014-04-20,0,0,0
2014-04-21,1,0,3
2014-04-22,1,0,0
2014-04-23,0,0,0
2014-04-24,5,1,5
2014-04-25,14,1,0
2014-04-26,0,1,0
2014-04-27,1,0,0
2014-04-28,1,0,3
2014-04-29,21,0,1
2014-04-30,14,0,2
2014-05-01,0,0,1
2014-05-02,0,0,0
2014-05-03,0,0,0
2014-05-04,0,0,0
2014-05-05,2,4,0
2014-05-06,2,0,4
2014-05-07,3,0,0
2014-05-08,1,0,1
2014-05-09,21,0,0
2014-05-10,0,0,0
2014-05-11,0,1,0
2014-05-12,0,0,5
2014-05-13,9,0,2
2014-05-14,24,0,12
2014-05-15,11,0,8
2014-05-16,15,3,8
2014-05-17,0,0,0
2014-05-18,1,2,0
2014-05-19,12,0,3
2014-05-20,0,0,3
2014-05-21,0,1,4
2014-05-22,3,0,1
2014-05-23,0,0,4
2014-05-24,0,0,0
2014-05-25,0,0,0
2014-05-26,6,0,0
2014-05-27,2,0,5
2014-05-28,0,0,0
2014-05-29,2,0,6
2014-05-30,6,2,0
2014-05-31,1,0,1
2014-06-01,2,0,0
2014-06-02,8,0,1
2014-06-03,17,0,16
2014-06-04,5,0,25
2014-06-05,4,0,0
2014-06-06,0,0,6
2014-06-07,0,0,0
2014-06-08,0,0,0
2014-06-09,0,0,1
2014-06-10,11,0,3
2014-06-11,24,0,0
2014-06-12,7,0,1
2014-06-13,13,0,4
2014-06-14,0,0,0
2014-06-15,0,0,0
2014-06-16,11,0,0
2014-06-17,12,0,0
2014-06-18,9,0,5
2014-06-19,0,0,8
2014-06-20,15,0,1
2014-06-21,1,0,0
2014-06-22,0,0,0
2014-06-23,8,0,2
2014-06-24,2,0,11
2014-06-25,3,0,1
2014-06-26,14,6,8
2014-06-27,0,0,1
2014-06-28,1,0,0
2014-06-29,0,0,0
2014-06-30,3,0,8
2014-07-01,4,0,4
2014-07-02,10,0,3
2014-07-03,3,4,1
2014-07-04,7,2,1
2014-07-05,0,0,0
2014-07-06,0,0,0
2014-07-07,0,0,6
2014-07-08,1,0,0
2014-07-09,7,1,0
2014-07-10,2,0,5
2014-07-11,0,0,0
2014-07-12,0,1,0
2014-07-13,0,3,0
2014-07-14,0,0,2
2014-07-15,11,19,2
2014-07-16,1,2,7
2014-07-17,0,0,1
2014-07-18,1,1,0
2014-07-19,0,10,0
2014-07-20,0,2,0
2014-07-21,0,2,1
2014-07-22,3,2,0
2014-07-23,5,0,0
2014-07-24,0,4,4
2014-07-25,0,1,0
2014-07-26,6,0,0
2014-07-27,5,0,0
2014-07-28,2,0,2
2014-07-29,13,7,3
2014-07-30,8,0,1
2014-07-31,3,3,8
2014-08-01,0,0,0
2014-08-02,0,0,0
2014-08-03,17,1,0
2014-08-04,0,0,7
2014-08-05,0,0,4
2014-08-06,0,0,8
2014-08-07,0,0,6
2014-08-08,0,0,4
2014-08-09,0,2,0
2014-08-10,0,0,0
2014-08-11,3,0,8
2014-08-12,12,0,15
2014-08-13,16,0,15
2014-08-14,13,0,4
2014-08-15,9,0,0
2014-08-16,1,0,0
2014-08-17,0,0,0
2014-08-18,4,0,1
2014-08-19,1,0,7
2014-08-20,7,0,7
2014-08-21,18,0,5
2014-08-22,0,0,1
2014-08-23,0,0,0
2014-08-24,0,0,0
2014-08-25,0,0,0
2014-08-26,6,0,0
2014-08-27,1,0,3
2014-08-28,1,0,0
2014-08-29,4,0,0
2014-08-30,0,0,0
2014-08-31,0,0,0
2014-09-01,1,0,0
2014-09-02,1,0,1
2014-09-03,0,0,0
2014-09-04,3,0,1
2014-09-05,16,0,0
2014-09-06,1,0,0
2014-09-07,0,0,0
2014-09-08,0,0,1
2014-09-09,1,0,0
2014-09-10,12,0,0
2014-09-11,6,0,8
2014-09-12,2,0,0
2014-09-13,1,0,0
2014-09-14,0,0,0
2014-09-15,3,0,1
2014-09-16,16,0,1
2014-09-17,33,0,4
2014-09-18,10,0,0
2014-09-19,1,0,2
2014-09-20,1,0,0
2014-09-21,0,0,0
2014-09-22,1,0,0
2014-09-23,14,0,4
2014-09-24,0,0,1
2014-09-25,10,0,2
2014-09-26,16,0,0
2014-09-27,0,0,0
2014-09-28,6,0,0
2014-09-29,10,0,9
2014-09-30,4,0,1
2014-10-01,5,0,1
2014-10-02,38,0,1
2014-10-03,0,0,3
2014-10-04,5,0,5
2014-10-05,2,0,0
2014-10-06,9,0,6
2014-10-07,18,0,5
2014-10-08,27,0,13
2014-10-09,4,0,2
2014-10-10,9,0,2
2014-10-11,1,0,0
2014-10-12,2,0,0
2014-10-13,2,0,2
2014-10-14,2,0,1
2014-10-15,10,0,0
2014-10-16,6,0,7
2014-10-17,22,0,3
2014-10-18,3,0,3
2014-10-19,15,0,0
2014-10-20,4,0,0
2014-10-21,29,0,0
2014-10-22,21,0,4
2014-10-23,23,0,6
2014-10-24,7,0,3
2014-10-25,4,0,0
2014-10-26,0,0,0
2014-10-27,3,0,3
2014-10-28,14,0,11
2014-10-29,28,0,0
2014-10-30,12,0,0
2014-10-31,28,0,10
2014-11-01,8,0,0
2014-11-02,19,0,0
2014-11-03,19,0,14
2014-11-04,15,0,0
2014-11-05,44,0,1
2014-11-06,11,0,4
2014-11-07,15,0,7
2014-11-08,0,0,2
2014-11-09,1,0,0
2014-11-10,8,0,14
2014-11-11,16,0,2
2014-11-12,7,0,16
2014-11-13,9,0,9
2014-11-14,9,0,2
2014-11-15,2,0,0
2014-11-16,0,0,0
2014-11-17,3,0,4
2014-11-18,4,0,2
2014-11-19,19,0,2
2014-11-20,11,0,17
2014-11-21,10,0,11
2014-11-22,4,0,3
2014-11-23,0,0,0
2014-11-24,1,0,4
2014-11-25,27,0,10
2014-11-26,13,0,6
2014-11-27,13,0,3
2014-11-28,17,0,0
2014-11-29,1,0,0
2014-11-30,12,0,0
2014-12-01,28,0,1
2014-12-02,31,0,6
2014-12-03,17,0,0
2014-12-04,23,0,4
2014-12-05,39,0,1
2014-12-06,6,0,1
2014-12-07,6,0,0
2014-12-08,37,0,8
2014-12-09,10,0,14
2014-12-10,11,0,2
2014-12-11,4,0,9
2014-12-12,10,6,0
2014-12-13,1,0,0
2014-12-14,0,0,0
2014-12-15,0,0,2
2014-12-16,5,0,3
2014-12-17,1,0,3
2014-12-18,1,0,3
2014-12-19,0,0,6
2014-12-20,0,0,0
2014-12-21,3,0,0
2014-12-22,33,0,0
2014-12-23,21,3,0
2014-12-24,5,0,0
2014-12-25,5,0,0
2014-12-26,13,0,0
2014-12-27,5,0,0
2014-12-28,0,0,0
2014-12-29,20,0,0
2014-12-30,5,0,2
2014-12-31,0,0,3
2015-01-01,2,0,0
2015-01-02,0,0,0
2015-01-03,1,0,0
2015-01-04,0,3,0
2015-01-05,10,0,2
2015-01-06,18,0,0
2015-01-07,29,0,2
2015-01-08,34,0,5
2015-01-09,12,0,0
2015-01-10,7,0,0
2015-01-11,4,0,0
2015-01-12,26,0,4
2015-01-13,44,0,5
2015-01-14,24,0,3
2015-01-15,15,0,8
2015-01-16,9,0,2
2015-01-17,2,0,2
2015-01-18,0,0,0
2015-01-19,13,0,1
2015-01-20,23,0,9
2015-01-21,14,0,1
2015-01-22,9,0,0
2015-01-23,17,0,0
2015-01-24,1,0,0
2015-01-25,5,0,0
2015-01-26,20,0,6
2015-01-27,11,0,11
2015-01-28,15,0,3
2015-01-29,12,0,5
2015-01-30,13,0,0
2015-01-31,3,0,0
2015-02-01,1,0,0
2015-02-02,13,0,3
2015-02-03,43,0,2
2015-02-04,8,2,3
2015-02-05,3,1,5
2015-02-06,3,0,19
2015-02-07,1,6,0
2015-02-08,2,0,0
2015-02-09,12,0,6
2015-02-10,6,2,8
2015-02-11,10,0,16
2015-02-12,25,1,33
2015-02-13,19,0,6
2015-02-14,0,0,4
2015-02-15,0,0,0
2015-02-16,13,0,4
2015-02-17,10,0,16
2015-02-18,23,0,7
2015-02-19,29,0,10
2015-02-20,34,1,5
2015-02-21,4,0,0
2015-02-22,1,0,0
2015-02-23,46,0,8
2015-02-24,24,0,7
2015-02-25,14,0,17
2015-02-26,13,0,5
2015-02-27,29,3,3
2015-02-28,4,5,2
2015-03-01,0,0,0
2015-03-02,23,3,6
2015-03-03,24,0,2
2015-03-04,39,3,10
2015-03-05,5,0,27
2015-03-06,0,0,1
2015-03-07,0,0,0
2015-03-08,0,0,0
2015-03-09,0,0,8
2015-03-10,0,0,2
2015-03-11,0,0,2
2015-03-12,3,0,26
2015-03-13,0,0,1
2015-03-14,0,0,0
2015-03-15,0,7,0
2015-03-16,0,0,7
2015-03-17,0,0,2
2015-03-18,4,0,11
2015-03-19,0,0,8
2015-03-20,0,0,1
2015-03-21,1,0,0
2015-03-22,2,0,1
2015-03-23,0,0,9
2015-03-24,2,0,19
2015-03-25,0,0,16
2015-03-26,0,0,13
2015-03-27,3,0,0
2015-03-28,2,0,0
2015-03-29,4,0,0
2015-03-30,13,0,0
2015-03-31,30,0,0
2015-04-01,14,0,4
2015-04-02,16,0,8
2015-04-03,0,0,9
2015-04-04,3,0,0
2015-04-05,0,0,0
2015-04-06,0,0,3
2015-04-07,20,0,4
2015-04-08,15,0,6
2015-04-09,7,0,9
2015-04-10,0,0,6
2015-04-11,0,0,0
2015-04-12,0,0,0
2015-04-13,1,0,10
2015-04-14,20,0,8
2015-04-15,9,0,4
2015-04-16,1,0,25
2015-04-17,21,0,11
2015-04-18,2,0,0
2015-04-19,3,0,1
2015-04-20,24,0,4
2015-04-21,34,0,1
2015-04-22,15,0,6
2015-04-23,8,0,5
2015-04-24,5,0,0
2015-04-25,0,0,0
2015-04-26,0,0,0
2015-04-27,0,0,7
2015-04-28,5,0,1
2015-04-29,13,0,3
2015-04-30,17,0,4
2015-05-01,1,0,0
2015-05-02,3,0,0
2015-05-03,0,0,0
2015-05-04,5,0,3
2015-05-05,3,0,5
2015-05-06,17,0,0
2015-05-07,1,0,5
2015-05-08,2,0,1
2015-05-09,0,0,0
2015-05-10,0,4,0
2015-05-11,4,0,0
2015-05-12,4,0,0
2015-05-13,5,0,2
2015-05-14,0,0,4
2015-05-15,17,0,0
2015-05-16,0,0,0
2015-05-17,0,0,0
2015-05-18,0,0,4
2015-05-19,22,1,0
2015-05-20,17,0,4
2015-05-21,39,3,5
2015-05-22,25,0,1
2015-05-23,0,0,0
2015-05-24,1,0,0
2015-05-25,25,0,0
2015-05-26,4,0,6
2015-05-27,2,0,7
2015-05-28,2,0,16
2015-05-29,0,0,0
2015-05-30,2,0,0
2015-05-31,0,0,0
2015-06-01,18,0,7
2015-06-02,9,0,9
2015-06-03,16,0,2
2015-06-04,7,0,4
2015-06-05,3,3,1
2015-06-06,3,6,0
2015-06-07,0,0,0
2015-06-08,1,0,4
2015-06-09,0,3,0
2015-06-10,5,0,0
2015-06-11,0,0,15
2015-06-12,5,0,8
2015-06-13,1,0,0
2015-06-14,6,6,0
2015-06-15,0,0,5
2015-06-16,15,0,4
2015-06-17,3,0,4
2015-06-18,22,0,12
2015-06-19,11,0,10
2015-06-20,0,0,0
2015-06-21,0,0,0
2015-06-22,2,0,5
2015-06-23,11,0,2
2015-06-24,10,0,10
2015-06-25,24,0,0
2015-06-26,11,0,0
2015-06-27,0,0,0
2015-06-28,0,0,0
2015-06-29,15,0,0
2015-06-30,12,0,0
2015-07-01,18,0,1
2015-07-02,4,0,0
2015-07-03,9,0,1
2015-07-04,0,0,0
2015-07-05,1,0,0
2015-07-06,1,0,0
2015-07-07,13,0,4
2015-07-08,6,0,4
2015-07-09,0,0,10
2015-07-10,4,0,0
2015-07-11,0,0,0
2015-07-12,5,0,0
2015-07-13,4,0,0
2015-07-14,3,0,5
2015-07-15,5,0,3
2015-07-16,4,0,0
2015-07-17,5,0,1
2015-07-18,0,0,4
2015-07-19,0,0,0
2015-07-20,0,0,2
2015-07-21,0,0,0
2015-07-22,0,0,0
2015-07-23,0,0,6
2015-07-24,5,0,0
2015-07-25,0,0,0
2015-07-26,0,0,0
2015-07-27,2,0,1
2015-07-28,2,0,7
2015-07-29,11,1,0
2015-07-30,5,0,4
2015-07-31,4,0,0
2015-08-01,0,0,2
2015-08-02,0,0,0
2015-08-03,0,0,0
2015-08-04,1,0,5
2015-08-05,1,0,0
2015-08-06,1,0,4
2015-08-07,4,0,2
2015-08-08,0,0,0
2015-08-09,3,0,0
2015-08-10,0,7,0
2015-08-11,2,0,6
2015-08-12,2,0,6
2015-08-13,3,0,1
2015-08-14,6,0,2
2015-08-15,0,2,0
2015-08-16,0,8,0
2015-08-17,0,4,2
2015-08-18,0,0,6
2015-08-19,2,1,7
2015-08-20,0,3,7
2015-08-21,2,0,0
2015-08-22,0,0,0
2015-08-23,0,2,0
2015-08-24,12,0,2
2015-08-25,2,3,7
2015-08-26,5,0,2
2015-08-27,7,2,14
2015-08-28,5,4,6
2015-08-29,0,4,0
2015-08-30,1,0,1
2015-08-31,12,1,6
2015-09-01,6,4,6
2015-09-02,14,2,5
2015-09-03,9,0,7
2015-09-04,5,0,0
2015-09-05,2,1,0
2015-09-06,1,1,0
2015-09-07,3,0,0
2015-09-08,2,5,3
2015-09-09,6,3,1
2015-09-10,5,0,5
2015-09-11,1,4,1
2015-09-12,1,2,0
2015-09-13,0,0,0
2015-09-14,8,8,0
2015-09-15,8,1,4
2015-09-16,14,4,9
2015-09-17,15,5,12
2015-09-18,11,0,7
2015-09-19,2,0,1
2015-09-20,3,0,0
2015-09-21,9,1,0
2015-09-22,10,4,3
2015-09-23,22,0,0
2015-09-24,20,0,6
2015-09-25,3,0,4
2015-09-26,0,3,0
2015-09-27,0,0,0
2015-09-28,1,4,1
2015-09-29,1,0,4
2015-09-30,0,0,1
2015-10-01,2,0,8
2015-10-02,2,0,3
2015-10-03,0,10,0
2015-10-04,0,0,0
2015-10-05,0,1,0
2015-10-06,6,0,14
2015-10-07,13,0,2
2015-10-08,3,0,3
2015-10-09,2,0,1
2015-10-10,2,0,0
2015-10-11,0,0,0
2015-10-12,8,2,5
2015-10-13,8,0,3
2015-10-14,30,0,1
2015-10-15,9,0,4
2015-10-16,11,0,1
2015-10-17,0,0,3
2015-10-18,0,0,0
2015-10-19,0,2,23
2015-10-20,4,1,7
2015-10-21,19,0,7
2015-10-22,3,0,10
2015-10-23,1,0,4
2015-10-24,0,0,1
2015-10-25,6,0,0
2015-10-26,15,0,6
2015-10-27,5,0,16
2015-10-28,5,0,8
2015-10-29,12,1,10
2015-10-30,10,0,1
2015-10-31,0,0,0
2015-11-01,0,0,1
2015-11-02,17,3,4
2015-11-03,7,1,10
2015-11-04,7,0,28
2015-11-05,7,1,6
2015-11-06,1,7,3
2015-11-07,0,11,1
2015-11-08,0,4,0
2015-11-09,9,0,1
2015-11-10,2,0,7
2015-11-11,11,4,9
2015-11-12,0,1,4
2015-11-13,0,0,7
2015-11-14,0,11,0
2015-11-15,0,0,0
2015-11-16,11,0,1
2015-11-17,3,0,4
2015-11-18,0,0,15
2015-11-19,3,0,7
2015-11-20,7,0,3
2015-11-21,0,0,0
2015-11-22,0,1,0
2015-11-23,1,2,4
2015-11-24,8,0,9
2015-11-25,2,0,5
2015-11-26,0,0,0
2015-11-27,3,0,0
2015-11-28,1,0,0
2015-11-29,1,0,0
2015-11-30,0,0,2
2015-12-01,0,0,4
2015-12-02,0,0,2
2015-12-03,0,0,1
2015-12-04,9,0,11
2015-12-05,0,0,0
2015-12-06,0,0,0
2015-12-07,17,0,2
2015-12-08,40,0,21
2015-12-09,28,0,3
2015-12-10,0,0,0
2015-12-11,4,0,0
2015-12-12,0,0,0
2015-12-13,0,0,0
2015-12-14,1,0,2
2015-12-15,6,0,3
2015-12-16,6,0,3
2015-12-17,1,11,7
2015-12-18,17,0,4
2015-12-19,4,0,0
2015-12-20,0,0,0
2015-12-21,23,0,7
2015-12-22,7,0,4
2015-12-23,25,0,5
2015-12-24,0,0,0
2015-12-25,7,0,0
2015-12-26,39,0,0
2015-12-27,4,0,0
2015-12-28,67,1,0
2015-12-29,34,2,2
2015-12-30,54,15,5
2015-12-31,8,0,1
2016-01-01,1,0,0
2016-01-02,0,5,0
2016-01-03,1,2,0
2016-01-04,6,0,1
2016-01-05,10,4,4
2016-01-06,4,0,5
2016-01-07,5,3,4
2016-01-08,27,4,0
2016-01-09,1,1,0
2016-01-10,0,4,0
2016-01-11,24,1,1
2016-01-12,3,0,4
2016-01-13,13,0,11
2016-01-14,11,0,8
2016-01-15,0,0,17
2016-01-16,0,4,0
2016-01-17,0,4,1
2016-01-18,13,0,1
2016-01-19,24,2,10
2016-01-20,39,4,1
2016-01-21,22,0,10
2016-01-22,22,0,12
2016-01-23,10,5,1
2016-01-24,0,4,0
2016-01-25,22,0,1
